"","Subject","Block","Trial","Gender","Age","Handedness","First_Language","Matching","Origin_Identity","Phase","Shape","Label","WeShape","SelfShape","TheyShape","AloneShape","ShapeLoc","Response","RT_sec","ACC","RT_ms","English_Identity","Standarlized_Identity"
"4045",14,1,21,"Female",24,"r","Hungarian","Mismatch","You","EXPERIMENT","They","You","TRIANGLE","CIRCLE","DIAMOND","STAR","Top","m",0.683488218,1,683.488218,"You","Stranger"
"4046",14,1,22,"Female",24,"r","Hungarian","Mismatch","We","EXPERIMENT","You","We","TRIANGLE","CIRCLE","DIAMOND","STAR","Bottom","m",0.800165498,1,800.165498,"We","Group-Self"
"4047",14,1,23,"Female",24,"r","Hungarian","Mismatch","They","EXPERIMENT","We","They","TRIANGLE","CIRCLE","DIAMOND","STAR","Top","n",0.900139402,0,900.139402,"They","Group-Stranger"
"4048",14,1,24,"Female",24,"r","Hungarian","Match","They","EXPERIMENT","They","They","TRIANGLE","CIRCLE","DIAMOND","STAR","Top","n",0.866835297,1,866.835297,"They","Group-Stranger"
"4049",14,1,25,"Female",24,"r","Hungarian","Match","You","EXPERIMENT","You","You","TRIANGLE","CIRCLE","DIAMOND","STAR","Top","n",1.000148443,1,1000.148443,"You","Stranger"
"4050",14,1,26,"Female",24,"r","Hungarian","Mismatch","You","EXPERIMENT","We","You","TRIANGLE","CIRCLE","DIAMOND","STAR","Bottom","m",1.100170117,1,1100.170117,"You","Stranger"
"4051",14,1,27,"Female",24,"r","Hungarian","Mismatch","Self","EXPERIMENT","They","Self","TRIANGLE","CIRCLE","DIAMOND","STAR","Bottom","m",0.766851918,1,766.851918,"Self","Self"
"4052",14,1,28,"Female",24,"r","Hungarian","Mismatch","Self","EXPERIMENT","We","Self","TRIANGLE","CIRCLE","DIAMOND","STAR","Top","m",0.800183659,1,800.183659,"Self","Self"
"4053",14,1,29,"Female",24,"r","Hungarian","Match","They","EXPERIMENT","They","They","TRIANGLE","CIRCLE","DIAMOND","STAR","Bottom","n",0.833491317,1,833.491317,"They","Group-Stranger"
"4054",14,1,30,"Female",24,"r","Hungarian","Mismatch","You","EXPERIMENT","They","You","TRIANGLE","CIRCLE","DIAMOND","STAR","Bottom","m",0.816839659,1,816.839659,"You","Stranger"
"4055",14,1,31,"Female",24,"r","Hungarian","Match","Self","EXPERIMENT","Self","Self","TRIANGLE","CIRCLE","DIAMOND","STAR","Top","n",0.683462951,1,683.462951,"Self","Self"
"4056",14,1,32,"Female",24,"r","Hungarian","Mismatch","Self","EXPERIMENT","You","Self","TRIANGLE","CIRCLE","DIAMOND","STAR","Bottom","m",0.766850733,1,766.850733,"Self","Self"
"4057",14,1,33,"Female",24,"r","Hungarian","Mismatch","You","EXPERIMENT","Self","You","TRIANGLE","CIRCLE","DIAMOND","STAR","Top","m",1.083514906,1,1083.514906,"You","Stranger"
"4058",14,1,34,"Female",24,"r","Hungarian","Match","We","EXPERIMENT","We","We","TRIANGLE","CIRCLE","DIAMOND","STAR","Top","n",0.866824637,1,866.824637,"We","Group-Self"
"4059",14,1,35,"Female",24,"r","Hungarian","Match","You","EXPERIMENT","You","You","TRIANGLE","CIRCLE","DIAMOND","STAR","Top","n",1.050213959,1,1050.213959,"You","Stranger"
"4060",14,1,36,"Female",24,"r","Hungarian","Mismatch","Self","EXPERIMENT","You","Self","TRIANGLE","CIRCLE","DIAMOND","STAR","Top","m",0.900150456,1,900.150456,"Self","Self"
"4061",14,1,37,"Female",24,"r","Hungarian","Match","They","EXPERIMENT","They","They","TRIANGLE","CIRCLE","DIAMOND","STAR","Top","n",0.716863386,1,716.863386,"They","Group-Stranger"
"4062",14,1,38,"Female",24,"r","Hungarian","Mismatch","We","EXPERIMENT","They","We","TRIANGLE","CIRCLE","DIAMOND","STAR","Bottom","m",0.783503181,1,783.503181,"We","Group-Self"
"4063",14,1,39,"Female",24,"r","Hungarian","Mismatch","They","EXPERIMENT","Self","They","TRIANGLE","CIRCLE","DIAMOND","STAR","Top","m",0.733493725,1,733.493725,"They","Group-Stranger"
"4064",14,1,40,"Female",24,"r","Hungarian","Match","They","EXPERIMENT","They","They","TRIANGLE","CIRCLE","DIAMOND","STAR","Bottom","n",0.750164333,1,750.164333,"They","Group-Stranger"
"4065",14,1,41,"Female",24,"r","Hungarian","Match","You","EXPERIMENT","You","You","TRIANGLE","CIRCLE","DIAMOND","STAR","Bottom","n",0.933493646,1,933.493646,"You","Stranger"
"4066",14,1,42,"Female",24,"r","Hungarian","Match","Self","EXPERIMENT","Self","Self","TRIANGLE","CIRCLE","DIAMOND","STAR","Bottom","n",0.616830263,1,616.830263,"Self","Self"
"4067",14,1,43,"Female",24,"r","Hungarian","Match","They","EXPERIMENT","They","They","TRIANGLE","CIRCLE","DIAMOND","STAR","Top","n",0.750173019,1,750.173019,"They","Group-Stranger"
"4068",14,1,44,"Female",24,"r","Hungarian","Mismatch","We","EXPERIMENT","They","We","TRIANGLE","CIRCLE","DIAMOND","STAR","Bottom","m",0.816811234,1,816.811234,"We","Group-Self"
"4069",14,1,45,"Female",24,"r","Hungarian","Match","We","EXPERIMENT","We","We","TRIANGLE","CIRCLE","DIAMOND","STAR","Top","n",0.733517018,1,733.517018,"We","Group-Self"
"4070",14,1,46,"Female",24,"r","Hungarian","Match","You","EXPERIMENT","You","You","TRIANGLE","CIRCLE","DIAMOND","STAR","Top","m",0.850218776,0,850.218776,"You","Stranger"
"4071",14,1,47,"Female",24,"r","Hungarian","Mismatch","Self","EXPERIMENT","We","Self","TRIANGLE","CIRCLE","DIAMOND","STAR","Bottom","m",0.783515025,1,783.515025,"Self","Self"
"4072",14,1,48,"Female",24,"r","Hungarian","Mismatch","They","EXPERIMENT","You","They","TRIANGLE","CIRCLE","DIAMOND","STAR","Top","m",1.000179237,1,1000.179237,"They","Group-Stranger"
"4073",14,1,49,"Female",24,"r","Hungarian","Mismatch","They","EXPERIMENT","Self","They","TRIANGLE","CIRCLE","DIAMOND","STAR","Top","m",0.733517018,1,733.517018,"They","Group-Stranger"
"4074",14,1,50,"Female",24,"r","Hungarian","Mismatch","We","EXPERIMENT","They","We","TRIANGLE","CIRCLE","DIAMOND","STAR","Top","m",0.80015247,1,800.15247,"We","Group-Self"
"4075",14,1,51,"Female",24,"r","Hungarian","Match","Self","EXPERIMENT","Self","Self","TRIANGLE","CIRCLE","DIAMOND","STAR","Top","n",0.600180184,1,600.180184,"Self","Self"
"4076",14,1,52,"Female",24,"r","Hungarian","Mismatch","Self","EXPERIMENT","They","Self","TRIANGLE","CIRCLE","DIAMOND","STAR","Top","m",0.666834981,1,666.834981,"Self","Self"
"4077",14,1,53,"Female",24,"r","Hungarian","Match","Self","EXPERIMENT","Self","Self","TRIANGLE","CIRCLE","DIAMOND","STAR","Top","n",0.566825545,1,566.825545,"Self","Self"
"4078",14,1,54,"Female",24,"r","Hungarian","Mismatch","Self","EXPERIMENT","We","Self","TRIANGLE","CIRCLE","DIAMOND","STAR","Top","m",0.633519426,1,633.519426,"Self","Self"
"4079",14,1,55,"Female",24,"r","Hungarian","Match","We","EXPERIMENT","We","We","TRIANGLE","CIRCLE","DIAMOND","STAR","Bottom","n",0.900157957,1,900.157957,"We","Group-Self"
"4080",14,1,56,"Female",24,"r","Hungarian","Match","We","EXPERIMENT","We","We","TRIANGLE","CIRCLE","DIAMOND","STAR","Bottom","m",0.566864235,0,566.864235,"We","Group-Self"
"4081",14,1,57,"Female",24,"r","Hungarian","Mismatch","Self","EXPERIMENT","You","Self","TRIANGLE","CIRCLE","DIAMOND","STAR","Top","m",0.716832592,1,716.832592,"Self","Self"
"4082",14,1,58,"Female",24,"r","Hungarian","Mismatch","We","EXPERIMENT","Self","We","TRIANGLE","CIRCLE","DIAMOND","STAR","Top","m",0.766841653,1,766.841653,"We","Group-Self"
"4083",14,1,59,"Female",24,"r","Hungarian","Match","Self","EXPERIMENT","Self","Self","TRIANGLE","CIRCLE","DIAMOND","STAR","Bottom","n",0.550180994,1,550.180994,"Self","Self"
"4084",14,1,60,"Female",24,"r","Hungarian","Mismatch","You","EXPERIMENT","Self","You","TRIANGLE","CIRCLE","DIAMOND","STAR","Top","m",0.683528092,1,683.528092,"You","Stranger"
"4085",14,1,61,"Female",24,"r","Hungarian","Match","Self","EXPERIMENT","Self","Self","TRIANGLE","CIRCLE","DIAMOND","STAR","Bottom","n",0.550170334,1,550.170334,"Self","Self"
"4086",14,1,62,"Female",24,"r","Hungarian","Match","Self","EXPERIMENT","Self","Self","TRIANGLE","CIRCLE","DIAMOND","STAR","Bottom","n",0.583485099,1,583.485099,"Self","Self"
"4087",14,1,63,"Female",24,"r","Hungarian","Match","You","EXPERIMENT","You","You","TRIANGLE","CIRCLE","DIAMOND","STAR","Bottom","m",0.616834606,0,616.834606,"You","Stranger"
"4088",14,1,64,"Female",24,"r","Hungarian","Match","Self","EXPERIMENT","Self","Self","TRIANGLE","CIRCLE","DIAMOND","STAR","Top","n",0.683500851,1,683.500851,"Self","Self"
"4089",14,1,65,"Female",24,"r","Hungarian","Mismatch","We","EXPERIMENT","Self","We","TRIANGLE","CIRCLE","DIAMOND","STAR","Bottom","m",0.616834211,1,616.834211,"We","Group-Self"
"4090",14,1,66,"Female",24,"r","Hungarian","Match","You","EXPERIMENT","You","You","TRIANGLE","CIRCLE","DIAMOND","STAR","Top","n",0.816834922,1,816.834922,"You","Stranger"
"4091",14,1,67,"Female",24,"r","Hungarian","Match","We","EXPERIMENT","We","We","TRIANGLE","CIRCLE","DIAMOND","STAR","Top","n",0.783496469,1,783.496469,"We","Group-Self"
"4092",14,1,68,"Female",24,"r","Hungarian","Match","Self","EXPERIMENT","Self","Self","TRIANGLE","CIRCLE","DIAMOND","STAR","Top","n",0.583477598,1,583.477598,"Self","Self"
"4093",14,1,69,"Female",24,"r","Hungarian","Match","You","EXPERIMENT","You","You","TRIANGLE","CIRCLE","DIAMOND","STAR","Bottom","n",0.683487823,1,683.487823,"You","Stranger"
"4094",14,1,70,"Female",24,"r","Hungarian","Mismatch","You","EXPERIMENT","We","You","TRIANGLE","CIRCLE","DIAMOND","STAR","Bottom","m",0.933527204,1,933.527204,"You","Stranger"
"4095",14,1,71,"Female",24,"r","Hungarian","Match","We","EXPERIMENT","We","We","TRIANGLE","CIRCLE","DIAMOND","STAR","Bottom","n",1.250145975,1,1250.145975,"We","Group-Self"
"4096",14,1,72,"Female",24,"r","Hungarian","Mismatch","We","EXPERIMENT","You","We","TRIANGLE","CIRCLE","DIAMOND","STAR","Top","m",0.716853911,1,716.853911,"We","Group-Self"
"4097",14,1,73,"Female",24,"r","Hungarian","Mismatch","We","EXPERIMENT","You","We","TRIANGLE","CIRCLE","DIAMOND","STAR","Top","m",0.950157938,1,950.157938,"We","Group-Self"
"4098",14,1,74,"Female",24,"r","Hungarian","Match","Self","EXPERIMENT","Self","Self","TRIANGLE","CIRCLE","DIAMOND","STAR","Bottom","n",0.600179395,1,600.179395,"Self","Self"
"4099",14,1,75,"Female",24,"r","Hungarian","Match","We","EXPERIMENT","We","We","TRIANGLE","CIRCLE","DIAMOND","STAR","Bottom","n",0.850184428,1,850.184428,"We","Group-Self"
"4100",14,1,76,"Female",24,"r","Hungarian","Match","You","EXPERIMENT","You","You","TRIANGLE","CIRCLE","DIAMOND","STAR","Top","n",1.016630339,1,1016.630339,"You","Stranger"
"4101",14,1,77,"Female",24,"r","Hungarian","Mismatch","You","EXPERIMENT","Self","You","TRIANGLE","CIRCLE","DIAMOND","STAR","Bottom","m",0.816835316,1,816.835316,"You","Stranger"
"4102",14,1,78,"Female",24,"r","Hungarian","Mismatch","We","EXPERIMENT","Self","We","TRIANGLE","CIRCLE","DIAMOND","STAR","Bottom","m",0.883510247,1,883.510247,"We","Group-Self"
"4103",14,1,79,"Female",24,"r","Hungarian","Match","They","EXPERIMENT","They","They","TRIANGLE","CIRCLE","DIAMOND","STAR","Top","n",0.850201405,1,850.201405,"They","Group-Stranger"
"4104",14,1,80,"Female",24,"r","Hungarian","Match","We","EXPERIMENT","We","We","TRIANGLE","CIRCLE","DIAMOND","STAR","Bottom","n",0.816834922,1,816.834922,"We","Group-Self"
"4105",14,1,81,"Female",24,"r","Hungarian","Match","We","EXPERIMENT","We","We","TRIANGLE","CIRCLE","DIAMOND","STAR","Top","m",0.81685703,0,816.85703,"We","Group-Self"
"4106",14,1,82,"Female",24,"r","Hungarian","Match","They","EXPERIMENT","They","They","TRIANGLE","CIRCLE","DIAMOND","STAR","Bottom","n",0.716849174,1,716.849174,"They","Group-Stranger"
"4107",14,1,83,"Female",24,"r","Hungarian","Mismatch","We","EXPERIMENT","They","We","TRIANGLE","CIRCLE","DIAMOND","STAR","Top","m",1.050168953,1,1050.168953,"We","Group-Self"
"4108",14,1,84,"Female",24,"r","Hungarian","Mismatch","You","EXPERIMENT","They","You","TRIANGLE","CIRCLE","DIAMOND","STAR","Top","m",0.816829789,1,816.829789,"You","Stranger"
"4109",14,1,85,"Female",24,"r","Hungarian","Mismatch","They","EXPERIMENT","You","They","TRIANGLE","CIRCLE","DIAMOND","STAR","Bottom","m",1.183431565,1,1183.431565,"They","Group-Stranger"
"4110",14,1,86,"Female",24,"r","Hungarian","Mismatch","Self","EXPERIMENT","They","Self","TRIANGLE","CIRCLE","DIAMOND","STAR","Top","m",0.733501621,1,733.501621,"Self","Self"
"4111",14,1,87,"Female",24,"r","Hungarian","Match","Self","EXPERIMENT","Self","Self","TRIANGLE","CIRCLE","DIAMOND","STAR","Bottom","n",0.583506023,1,583.506023,"Self","Self"
"4112",14,1,88,"Female",24,"r","Hungarian","Mismatch","They","EXPERIMENT","We","They","TRIANGLE","CIRCLE","DIAMOND","STAR","Bottom","m",1.083508195,1,1083.508195,"They","Group-Stranger"
"4113",14,1,89,"Female",24,"r","Hungarian","Mismatch","Self","EXPERIMENT","You","Self","TRIANGLE","CIRCLE","DIAMOND","STAR","Bottom","n",0.566845285,0,566.845285,"Self","Self"
"4114",14,1,90,"Female",24,"r","Hungarian","Match","They","EXPERIMENT","They","They","TRIANGLE","CIRCLE","DIAMOND","STAR","Bottom","n",1.016833658,1,1016.833658,"They","Group-Stranger"
"4115",14,1,91,"Female",24,"r","Hungarian","Match","They","EXPERIMENT","They","They","TRIANGLE","CIRCLE","DIAMOND","STAR","Bottom","n",0.883470373,1,883.470373,"They","Group-Stranger"
"4116",14,1,92,"Female",24,"r","Hungarian","Mismatch","You","EXPERIMENT","They","You","TRIANGLE","CIRCLE","DIAMOND","STAR","Bottom","m",0.8501714,1,850.1714,"You","Stranger"
"4117",14,1,93,"Female",24,"r","Hungarian","Mismatch","They","EXPERIMENT","We","They","TRIANGLE","CIRCLE","DIAMOND","STAR","Bottom","m",1.150168913,1,1150.168913,"They","Group-Stranger"
"4118",14,1,94,"Female",24,"r","Hungarian","Mismatch","They","EXPERIMENT","You","They","TRIANGLE","CIRCLE","DIAMOND","STAR","Bottom","n",1.000203714,0,1000.203714,"They","Group-Stranger"
"4119",14,1,95,"Female",24,"r","Hungarian","Match","They","EXPERIMENT","They","They","TRIANGLE","CIRCLE","DIAMOND","STAR","Top","n",0.633504424,1,633.504424,"They","Group-Stranger"
"4120",14,1,96,"Female",24,"r","Hungarian","Mismatch","You","EXPERIMENT","Self","You","TRIANGLE","CIRCLE","DIAMOND","STAR","Bottom","m",0.633509557,1,633.509557,"You","Stranger"
"4121",14,2,1,"Female",24,"r","Hungarian","Match","We","EXPERIMENT","We","We","TRIANGLE","CIRCLE","DIAMOND","STAR","Bottom","m",1.533294828,0,1533.294828,"We","Group-Self"
"4122",14,2,2,"Female",24,"r","Hungarian","Mismatch","We","EXPERIMENT","They","We","TRIANGLE","CIRCLE","DIAMOND","STAR","Top","n",1.150135355,0,1150.135355,"We","Group-Self"
"4123",14,2,3,"Female",24,"r","Hungarian","Match","Self","EXPERIMENT","Self","Self","TRIANGLE","CIRCLE","DIAMOND","STAR","Bottom","n",0.700161984,1,700.161984,"Self","Self"
"4124",14,2,4,"Female",24,"r","Hungarian","Match","We","EXPERIMENT","We","We","TRIANGLE","CIRCLE","DIAMOND","STAR","Bottom","n",0.916834882,1,916.834882,"We","Group-Self"
"4125",14,2,5,"Female",24,"r","Hungarian","Mismatch","Self","EXPERIMENT","You","Self","TRIANGLE","CIRCLE","DIAMOND","STAR","Bottom","m",0.900138612,1,900.138612,"Self","Self"
"4126",14,2,6,"Female",24,"r","Hungarian","Mismatch","You","EXPERIMENT","They","You","TRIANGLE","CIRCLE","DIAMOND","STAR","Top","m",0.716830224,1,716.830224,"You","Stranger"
"4127",14,2,7,"Female",24,"r","Hungarian","Mismatch","They","EXPERIMENT","We","They","TRIANGLE","CIRCLE","DIAMOND","STAR","Bottom","m",1.033491238,1,1033.491238,"They","Group-Stranger"
"4128",14,2,8,"Female",24,"r","Hungarian","Mismatch","We","EXPERIMENT","They","We","TRIANGLE","CIRCLE","DIAMOND","STAR","Bottom","n",0.683491771,0,683.491771,"We","Group-Self"
"4129",14,2,9,"Female",24,"r","Hungarian","Match","We","EXPERIMENT","We","We","TRIANGLE","CIRCLE","DIAMOND","STAR","Bottom","n",1.050129078,1,1050.129078,"We","Group-Self"
"4130",14,2,10,"Female",24,"r","Hungarian","Mismatch","You","EXPERIMENT","Self","You","TRIANGLE","CIRCLE","DIAMOND","STAR","Bottom","m",0.983479414,1,983.479414,"You","Stranger"
"4131",14,2,11,"Female",24,"r","Hungarian","Mismatch","We","EXPERIMENT","You","We","TRIANGLE","CIRCLE","DIAMOND","STAR","Top","m",1.033527559,1,1033.527559,"We","Group-Self"
"4132",14,2,12,"Female",24,"r","Hungarian","Match","We","EXPERIMENT","We","We","TRIANGLE","CIRCLE","DIAMOND","STAR","Bottom","n",0.916855806,1,916.855806,"We","Group-Self"
"4133",14,2,13,"Female",24,"r","Hungarian","Match","They","EXPERIMENT","They","They","TRIANGLE","CIRCLE","DIAMOND","STAR","Bottom","n",1.016815103,1,1016.815103,"They","Group-Stranger"
"4134",14,2,14,"Female",24,"r","Hungarian","Mismatch","Self","EXPERIMENT","They","Self","TRIANGLE","CIRCLE","DIAMOND","STAR","Top","m",0.966847101,1,966.847101,"Self","Self"
"4135",14,2,15,"Female",24,"r","Hungarian","Mismatch","We","EXPERIMENT","Self","We","TRIANGLE","CIRCLE","DIAMOND","STAR","Bottom","m",1.016841554,1,1016.841554,"We","Group-Self"
"4136",14,2,16,"Female",24,"r","Hungarian","Match","Self","EXPERIMENT","Self","Self","TRIANGLE","CIRCLE","DIAMOND","STAR","Bottom","n",0.733508728,1,733.508728,"Self","Self"
"4137",14,2,17,"Female",24,"r","Hungarian","Mismatch","You","EXPERIMENT","We","You","TRIANGLE","CIRCLE","DIAMOND","STAR","Bottom","m",1.016834053,1,1016.834053,"You","Stranger"
"4138",14,2,18,"Female",24,"r","Hungarian","Mismatch","We","EXPERIMENT","You","We","TRIANGLE","CIRCLE","DIAMOND","STAR","Bottom","m",1.166809122,1,1166.809122,"We","Group-Self"
"4139",14,2,19,"Female",24,"r","Hungarian","Mismatch","Self","EXPERIMENT","You","Self","TRIANGLE","CIRCLE","DIAMOND","STAR","Top","m",1.016814313,1,1016.814313,"Self","Self"
"4140",14,2,20,"Female",24,"r","Hungarian","Match","Self","EXPERIMENT","Self","Self","TRIANGLE","CIRCLE","DIAMOND","STAR","Top","n",0.716842857,1,716.842857,"Self","Self"
"4141",14,2,21,"Female",24,"r","Hungarian","Match","Self","EXPERIMENT","Self","Self","TRIANGLE","CIRCLE","DIAMOND","STAR","Top","n",0.616819604,1,616.819604,"Self","Self"
"4142",14,2,22,"Female",24,"r","Hungarian","Match","You","EXPERIMENT","You","You","TRIANGLE","CIRCLE","DIAMOND","STAR","Bottom","n",1.183480914,1,1183.480914,"You","Stranger"
"4143",14,2,23,"Female",24,"r","Hungarian","Match","They","EXPERIMENT","They","They","TRIANGLE","CIRCLE","DIAMOND","STAR","Top","n",0.866855826,1,866.855826,"They","Group-Stranger"
"4144",14,2,24,"Female",24,"r","Hungarian","Match","They","EXPERIMENT","They","They","TRIANGLE","CIRCLE","DIAMOND","STAR","Top","n",0.816830974,1,816.830974,"They","Group-Stranger"
"4145",14,2,25,"Female",24,"r","Hungarian","Mismatch","You","EXPERIMENT","Self","You","TRIANGLE","CIRCLE","DIAMOND","STAR","Top","m",0.98349639,1,983.49639,"You","Stranger"
"4146",14,2,26,"Female",24,"r","Hungarian","Mismatch","Self","EXPERIMENT","We","Self","TRIANGLE","CIRCLE","DIAMOND","STAR","Top","m",0.733497673,1,733.497673,"Self","Self"
"4147",14,2,27,"Female",24,"r","Hungarian","Mismatch","They","EXPERIMENT","You","They","TRIANGLE","CIRCLE","DIAMOND","STAR","Top","m",0.950145699,1,950.145699,"They","Group-Stranger"
"4148",14,2,28,"Female",24,"r","Hungarian","Match","You","EXPERIMENT","You","You","TRIANGLE","CIRCLE","DIAMOND","STAR","Top","n",1.016849055,1,1016.849055,"You","Stranger"
"4149",14,2,29,"Female",24,"r","Hungarian","Match","They","EXPERIMENT","They","They","TRIANGLE","CIRCLE","DIAMOND","STAR","Top","n",0.783486205,1,783.486205,"They","Group-Stranger"
"4150",14,2,30,"Female",24,"r","Hungarian","Match","They","EXPERIMENT","They","They","TRIANGLE","CIRCLE","DIAMOND","STAR","Top","n",0.566869368,1,566.869368,"They","Group-Stranger"
"4151",14,2,31,"Female",24,"r","Hungarian","Mismatch","Self","EXPERIMENT","We","Self","TRIANGLE","CIRCLE","DIAMOND","STAR","Top","m",0.783490942,1,783.490942,"Self","Self"
"4152",14,2,32,"Female",24,"r","Hungarian","Match","Self","EXPERIMENT","Self","Self","TRIANGLE","CIRCLE","DIAMOND","STAR","Bottom","n",0.816852687,1,816.852687,"Self","Self"
"4153",14,2,33,"Female",24,"r","Hungarian","Mismatch","We","EXPERIMENT","Self","We","TRIANGLE","CIRCLE","DIAMOND","STAR","Top","m",0.733477934,1,733.477934,"We","Group-Self"
"4154",14,2,34,"Female",24,"r","Hungarian","Match","Self","EXPERIMENT","Self","Self","TRIANGLE","CIRCLE","DIAMOND","STAR","Top","n",0.68344558,1,683.44558,"Self","Self"
"4155",14,2,35,"Female",24,"r","Hungarian","Mismatch","We","EXPERIMENT","You","We","TRIANGLE","CIRCLE","DIAMOND","STAR","Top","m",0.816836106,1,816.836106,"We","Group-Self"
"4156",14,2,36,"Female",24,"r","Hungarian","Mismatch","They","EXPERIMENT","We","They","TRIANGLE","CIRCLE","DIAMOND","STAR","Bottom","m",1.033477026,1,1033.477026,"They","Group-Stranger"
"4157",14,2,37,"Female",24,"r","Hungarian","Match","They","EXPERIMENT","They","They","TRIANGLE","CIRCLE","DIAMOND","STAR","Top","n",0.700186462,1,700.186462,"They","Group-Stranger"
"4158",14,2,38,"Female",24,"r","Hungarian","Match","You","EXPERIMENT","You","You","TRIANGLE","CIRCLE","DIAMOND","STAR","Top","n",0.883516564,1,883.516564,"You","Stranger"
"4159",14,2,39,"Female",24,"r","Hungarian","Match","You","EXPERIMENT","You","You","TRIANGLE","CIRCLE","DIAMOND","STAR","Bottom","n",0.966822624,1,966.822624,"You","Stranger"
"4160",14,2,40,"Female",24,"r","Hungarian","Match","Self","EXPERIMENT","Self","Self","TRIANGLE","CIRCLE","DIAMOND","STAR","Bottom","n",0.650172664,1,650.172664,"Self","Self"
"4161",14,2,41,"Female",24,"r","Hungarian","Mismatch","Self","EXPERIMENT","We","Self","TRIANGLE","CIRCLE","DIAMOND","STAR","Bottom","m",0.616831842,1,616.831842,"Self","Self"
"4162",14,2,42,"Female",24,"r","Hungarian","Match","We","EXPERIMENT","We","We","TRIANGLE","CIRCLE","DIAMOND","STAR","Top","n",0.883549727,1,883.549727,"We","Group-Self"
"4163",14,2,43,"Female",24,"r","Hungarian","Match","They","EXPERIMENT","They","They","TRIANGLE","CIRCLE","DIAMOND","STAR","Bottom","n",0.666879593,1,666.879593,"They","Group-Stranger"
"4164",14,2,44,"Female",24,"r","Hungarian","Mismatch","They","EXPERIMENT","We","They","TRIANGLE","CIRCLE","DIAMOND","STAR","Top","m",0.816641077,1,816.641077,"They","Group-Stranger"
"4165",14,2,45,"Female",24,"r","Hungarian","Match","They","EXPERIMENT","They","They","TRIANGLE","CIRCLE","DIAMOND","STAR","Bottom","n",0.800188791,1,800.188791,"They","Group-Stranger"
"4166",14,2,46,"Female",24,"r","Hungarian","Match","We","EXPERIMENT","We","We","TRIANGLE","CIRCLE","DIAMOND","STAR","Top","n",0.783488573,1,783.488573,"We","Group-Self"
"4167",14,2,47,"Female",24,"r","Hungarian","Mismatch","They","EXPERIMENT","Self","They","TRIANGLE","CIRCLE","DIAMOND","STAR","Bottom","m",0.800176947,1,800.176947,"They","Group-Stranger"
"4168",14,2,48,"Female",24,"r","Hungarian","Match","We","EXPERIMENT","We","We","TRIANGLE","CIRCLE","DIAMOND","STAR","Bottom","n",0.816827421,1,816.827421,"We","Group-Self"
"4169",14,2,49,"Female",24,"r","Hungarian","Match","You","EXPERIMENT","You","You","TRIANGLE","CIRCLE","DIAMOND","STAR","Top","n",0.816832553,1,816.832553,"You","Stranger"
"4170",14,2,50,"Female",24,"r","Hungarian","Mismatch","We","EXPERIMENT","They","We","TRIANGLE","CIRCLE","DIAMOND","STAR","Top","m",0.88347748,1,883.47748,"We","Group-Self"
"4171",14,2,51,"Female",24,"r","Hungarian","Match","You","EXPERIMENT","You","You","TRIANGLE","CIRCLE","DIAMOND","STAR","Top","n",0.766880343,1,766.880343,"You","Stranger"
"4172",14,2,52,"Female",24,"r","Hungarian","Match","Self","EXPERIMENT","Self","Self","TRIANGLE","CIRCLE","DIAMOND","STAR","Top","n",0.600191239,1,600.191239,"Self","Self"
"4173",14,2,53,"Female",24,"r","Hungarian","Mismatch","Self","EXPERIMENT","They","Self","TRIANGLE","CIRCLE","DIAMOND","STAR","Top","m",0.68352217,1,683.52217,"Self","Self"
"4174",14,2,54,"Female",24,"r","Hungarian","Match","You","EXPERIMENT","You","You","TRIANGLE","CIRCLE","DIAMOND","STAR","Bottom","n",0.700193568,1,700.193568,"You","Stranger"
"4175",14,2,55,"Female",24,"r","Hungarian","Mismatch","They","EXPERIMENT","Self","They","TRIANGLE","CIRCLE","DIAMOND","STAR","Top","m",0.666838929,1,666.838929,"They","Group-Stranger"
"4176",14,2,56,"Female",24,"r","Hungarian","Mismatch","They","EXPERIMENT","You","They","TRIANGLE","CIRCLE","DIAMOND","STAR","Top","m",0.800184448,1,800.184448,"They","Group-Stranger"
"4177",14,2,57,"Female",24,"r","Hungarian","Mismatch","Self","EXPERIMENT","You","Self","TRIANGLE","CIRCLE","DIAMOND","STAR","Top","m",0.783492521,1,783.492521,"Self","Self"
"4178",14,2,58,"Female",24,"r","Hungarian","Mismatch","Self","EXPERIMENT","They","Self","TRIANGLE","CIRCLE","DIAMOND","STAR","Bottom","m",0.666837744,1,666.837744,"Self","Self"
"4179",14,2,59,"Female",24,"r","Hungarian","Match","They","EXPERIMENT","They","They","TRIANGLE","CIRCLE","DIAMOND","STAR","Bottom","n",0.783501996,1,783.501996,"They","Group-Stranger"
"4180",14,2,60,"Female",24,"r","Hungarian","Match","We","EXPERIMENT","We","We","TRIANGLE","CIRCLE","DIAMOND","STAR","Top","n",0.866799765,1,866.799765,"We","Group-Self"
"4181",14,2,61,"Female",24,"r","Hungarian","Mismatch","We","EXPERIMENT","Self","We","TRIANGLE","CIRCLE","DIAMOND","STAR","Top","m",0.800166288,1,800.166288,"We","Group-Self"
"4182",14,2,62,"Female",24,"r","Hungarian","Match","Self","EXPERIMENT","Self","Self","TRIANGLE","CIRCLE","DIAMOND","STAR","Top","n",0.716874835,1,716.874835,"Self","Self"
