responseKey,respCorr,match,block,participant_id,age,sex,handedness,respRt,shape
a,1,no,selfA,LS98,22,m,right,1.129185,self-related
l,1,yes,selfA,LS98,22,m,right,1.210755,stranger-related
l,0,no,selfA,LS98,22,m,right,0.897485,stranger-related
l,0,no,selfA,LS98,22,m,right,0.74182,stranger-related
l,0,no,selfA,LS98,22,m,right,0.863805,self-related
a,1,no,selfA,LS98,22,m,right,0.942995,self-related
l,1,yes,selfA,LS98,22,m,right,0.30607,stranger-related
a,1,no,selfA,LS98,22,m,right,0.411475,stranger-related
l,0,no,selfA,LS98,22,m,right,0.595675,self-related
a,0,yes,selfA,LS98,22,m,right,0.914225,stranger-related
a,1,no,selfA,LS98,22,m,right,1.28076,stranger-related
l,0,no,selfA,LS98,22,m,right,0.68979,self-related
a,1,no,selfA,LS98,22,m,right,0.98798,self-related
a,1,no,selfA,LS98,22,m,right,0.79412,self-related
l,1,yes,selfA,LS98,22,m,right,0.980915,stranger-related
a,0,yes,selfA,LS98,22,m,right,0.92972,self-related
a,1,no,selfA,LS98,22,m,right,0.980255,stranger-related
l,1,yes,selfA,LS98,22,m,right,1.003275,stranger-related
a,0,yes,selfA,LS98,22,m,right,0.56781,self-related
l,1,yes,selfA,LS98,22,m,right,0.275635,stranger-related
l,1,yes,selfA,LS98,22,m,right,0.289165,self-related
a,1,no,selfA,LS98,22,m,right,0.19902,self-related
l,1,yes,selfA,LS98,22,m,right,0.22268,self-related
l,0,no,selfA,LS98,22,m,right,0.15145,stranger-related
l,1,yes,selfA,LS98,22,m,right,0.04016,stranger-related
a,1,no,selfA,LS98,22,m,right,0.10061,stranger-related
l,1,yes,selfA,LS98,22,m,right,0.253695,stranger-related
a,0,yes,selfA,LS98,22,m,right,0.16066,stranger-related
l,1,yes,selfA,LS98,22,m,right,0.051415,self-related
l,1,yes,selfA,LS98,22,m,right,0.15931,self-related
a,0,yes,selfA,LS98,22,m,right,0.05232,self-related
a,0,yes,selfA,LS98,22,m,right,0.04145,stranger-related
l,0,no,selfA,LS98,22,m,right,0.08062,stranger-related
a,1,no,selfA,LS98,22,m,right,0.0551,self-related
missed,missed,yes,selfA,LS98,22,m,right,,stranger-related
l,0,no,selfA,LS98,22,m,right,0.052415,self-related
a,0,yes,selfA,LS98,22,m,right,0.243845,stranger-related
l,0,no,selfA,LS98,22,m,right,0.095735,stranger-related
l,0,no,selfA,LS98,22,m,right,0.097295,stranger-related
l,0,no,selfA,LS98,22,m,right,0.09176,stranger-related
l,0,no,selfA,LS98,22,m,right,0.20886,stranger-related
l,1,yes,selfA,LS98,22,m,right,0.06253,self-related
a,1,no,selfA,LS98,22,m,right,0.08868,self-related
l,0,no,selfA,LS98,22,m,right,0.13576,stranger-related
a,0,yes,selfA,LS98,22,m,right,1.368235,stranger-related
l,0,no,selfA,LS98,22,m,right,0.90958,self-related
l,0,no,selfA,LS98,22,m,right,0.127805,stranger-related
a,1,no,selfA,LS98,22,m,right,0.065305,stranger-related
l,0,no,selfA,GM99,20,f,right,0.683565,self-related
l,0,no,selfA,GM99,20,f,right,1.03253,self-related
a,0,yes,selfA,GM99,20,f,right,0.47025,stranger-related
a,1,no,selfA,GM99,20,f,right,1.32812,stranger-related
l,1,yes,selfA,GM99,20,f,right,1.226095,stranger-related
missed,missed,no,selfA,GM99,20,f,right,,self-related
l,1,yes,selfA,GM99,20,f,right,0.58245,stranger-related
l,1,yes,selfA,GM99,20,f,right,0.816695,stranger-related
l,1,yes,selfA,GM99,20,f,right,0.725645,self-related
l,0,no,selfA,GM99,20,f,right,0.85095,stranger-related
l,1,yes,selfA,GM99,20,f,right,0.41509,self-related
l,1,yes,selfA,GM99,20,f,right,0.41311,self-related
a,1,no,selfA,GM99,20,f,right,0.298655,stranger-related
a,0,yes,selfA,GM99,20,f,right,0.717245,stranger-related
l,1,yes,selfA,GM99,20,f,right,0.31405,self-related
l,0,no,selfA,GM99,20,f,right,0.56653,stranger-related
a,1,no,selfA,GM99,20,f,right,0.29215,self-related
a,1,no,selfA,GM99,20,f,right,0.517675,self-related
a,1,no,selfA,GM99,20,f,right,0.28474,self-related
a,1,no,selfA,GM99,20,f,right,0.32757,self-related
a,0,yes,selfA,GM99,20,f,right,0.242395,self-related
l,0,no,selfA,GM99,20,f,right,0.225315,self-related
l,1,yes,selfA,GM99,20,f,right,0.26978,stranger-related
l,0,no,selfA,GM99,20,f,right,0.28412,stranger-related
a,1,no,selfA,GM99,20,f,right,1.181235,stranger-related
a,1,no,selfA,GM99,20,f,right,0.392875,stranger-related
l,0,no,selfA,GM99,20,f,right,0.753415,stranger-related
a,0,yes,selfA,GM99,20,f,right,1.011895,self-related
a,1,no,selfA,GM99,20,f,right,0.642495,stranger-related
l,1,yes,selfA,GM99,20,f,right,0.83914,stranger-related
l,1,yes,selfA,GM99,20,f,right,0.778215,self-related
a,0,yes,selfA,GM99,20,f,right,0.820265,stranger-related
l,1,yes,selfA,GM99,20,f,right,0.47888,stranger-related
l,1,yes,selfA,GM99,20,f,right,0.958325,self-related
l,1,yes,selfA,GM99,20,f,right,0.60587,self-related
l,1,yes,selfA,GM99,20,f,right,0.596025,self-related
l,1,yes,selfA,GM99,20,f,right,0.458835,self-related
l,0,no,selfA,GM99,20,f,right,0.847165,self-related
l,0,no,selfA,GM99,20,f,right,0.611455,stranger-related
a,1,no,selfA,GM99,20,f,right,0.283245,self-related
a,0,yes,selfA,GM99,20,f,right,0.48318,stranger-related
l,1,yes,selfA,GM99,20,f,right,0.310465,stranger-related
l,0,no,selfA,GM99,20,f,right,0.43168,self-related
a,1,no,selfA,GM99,20,f,right,0.744265,self-related
l,1,yes,selfA,GM99,20,f,right,0.48319,self-related
a,0,yes,selfA,GM99,20,f,right,0.60461,stranger-related
l,0,no,selfA,GM99,20,f,right,0.751355,self-related
l,0,no,selfA,GM99,20,f,right,0.687335,self-related
l,1,yes,selfA,GM99,20,f,right,0.70925,stranger-related
l,1,yes,selfA,GM99,20,f,right,0.81316,stranger-related
a,0,yes,selfA,GM99,20,f,right,0.817505,self-related
l,1,yes,selfA,GM99,20,f,right,0.294025,self-related
l,0,no,selfA,GM99,20,f,right,0.248165,stranger-related
a,0,yes,selfA,GM99,20,f,right,0.99432,self-related
l,1,yes,selfA,GM99,20,f,right,0.316715,stranger-related
l,0,no,selfA,GM99,20,f,right,0.73681,stranger-related
l,0,no,selfA,GM99,20,f,right,0.77753,stranger-related
a,1,no,selfA,GM99,20,f,right,0.951975,self-related
a,1,no,selfA,GM99,20,f,right,0.67107,self-related
a,1,no,selfA,GM99,20,f,right,0.577475,self-related
a,1,no,selfA,GM99,20,f,right,0.968225,self-related
l,0,no,selfA,GM99,20,f,right,0.628745,stranger-related
l,1,yes,selfA,GM99,20,f,right,1.4934,stranger-related
l,1,yes,selfA,GM99,20,f,right,0.974,self-related
l,0,no,selfA,GM99,20,f,right,0.84184,stranger-related
l,1,yes,selfA,GM99,20,f,right,0.913655,stranger-related
l,1,yes,selfA,GM99,20,f,right,0.808895,self-related
a,0,yes,selfA,GM99,20,f,right,0.74183,stranger-related
a,1,no,selfA,GM99,20,f,right,0.987625,self-related
l,0,no,selfA,GM99,20,f,right,0.40697,stranger-related
l,1,yes,selfA,GM99,20,f,right,0.550995,self-related
l,1,yes,selfA,GM99,20,f,right,0.43794,self-related
l,0,no,selfA,GM99,20,f,right,0.71415,stranger-related
l,1,yes,selfA,GM99,20,f,right,0.52032,self-related
l,1,yes,selfA,GM99,20,f,right,0.542205,self-related
l,1,yes,selfA,GM99,20,f,right,0.4774,self-related
a,1,no,selfA,GM99,20,f,right,0.78541,stranger-related
l,0,no,selfA,GM99,20,f,right,0.798345,stranger-related
a,0,yes,selfA,GM99,20,f,right,1.01834,stranger-related
l,1,yes,selfA,GM99,20,f,right,1.066025,stranger-related
l,1,yes,selfA,GM99,20,f,right,0.59081,stranger-related
a,1,no,selfA,GM99,20,f,right,1.230905,stranger-related
l,1,yes,selfA,GM99,20,f,right,0.6342,self-related
a,1,no,selfA,GM99,20,f,right,0.756425,stranger-related
l,1,yes,selfA,GM99,20,f,right,0.74308,self-related
l,1,yes,selfA,GM99,20,f,right,0.57326,self-related
a,1,no,selfA,GM99,20,f,right,0.85772,stranger-related
l,1,yes,selfA,GM99,20,f,right,0.705305,self-related
l,1,yes,selfA,GM99,20,f,right,0.680135,self-related
l,1,yes,selfA,GM99,20,f,right,0.607055,self-related
a,0,yes,selfA,GM99,20,f,right,0.634835,stranger-related
l,1,yes,selfA,GM99,20,f,right,0.66931,self-related
l,0,no,selfA,GM99,20,f,right,0.451495,self-related
l,0,no,selfA,GM99,20,f,right,0.573475,self-related
l,1,yes,selfA,GM99,20,f,right,1.47603,self-related
l,1,yes,selfA,GM99,20,f,right,0.433175,stranger-related
l,1,yes,selfA,GM99,20,f,right,0.579805,stranger-related
missed,missed,no,selfA,GM99,20,f,right,,self-related
l,1,yes,selfA,GM99,20,f,right,0.54447,stranger-related
l,1,yes,selfA,GM99,20,f,right,0.51988,stranger-related
l,1,yes,selfA,GM99,20,f,right,0.4849,stranger-related
l,1,yes,selfA,GM99,20,f,right,0.475875,stranger-related
l,1,yes,selfA,GM99,20,f,right,0.637885,stranger-related
l,1,yes,selfA,GM99,20,f,right,0.43134,stranger-related
l,1,yes,selfA,GM99,20,f,right,0.50281,stranger-related
l,0,no,selfA,GM99,20,f,right,0.3983,self-related
missed,missed,no,selfA,GM99,20,f,right,,self-related
missed,missed,no,selfA,GM99,20,f,right,,self-related
missed,missed,no,selfA,GM99,20,f,right,,stranger-related
missed,missed,yes,selfA,GM99,20,f,right,,self-related
l,0,no,selfA,GM99,20,f,right,0.44307,stranger-related
missed,missed,no,selfA,GM99,20,f,right,,stranger-related
l,1,yes,selfA,GM99,20,f,right,0.26352,self-related
missed,missed,no,selfA,GM99,20,f,right,,self-related
l,1,yes,selfA,GM99,20,f,right,0.233445,self-related
missed,missed,yes,selfA,GM99,20,f,right,,stranger-related
l,1,yes,selfA,GM99,20,f,right,0.24359,self-related
l,0,no,selfA,GM99,20,f,right,0.229615,stranger-related
l,1,yes,selfA,GM99,20,f,right,0.20516,self-related
l,1,yes,selfA,GM99,20,f,right,0.25133,stranger-related
l,1,yes,selfA,GM99,20,f,right,0.385235,self-related
l,0,no,selfA,GM99,20,f,right,0.24536,stranger-related
missed,missed,no,selfA,GM99,20,f,right,,self-related
l,1,yes,selfA,GM99,20,f,right,0.2858,stranger-related
missed,missed,yes,selfA,GM99,20,f,right,,stranger-related
missed,missed,no,selfA,GM99,20,f,right,,self-related
l,0,no,selfA,GM99,20,f,right,0.591665,stranger-related
missed,missed,no,selfA,GM99,20,f,right,,stranger-related
l,0,no,selfA,GM99,20,f,right,0.49628,stranger-related
missed,missed,no,selfA,GM99,20,f,right,,self-related
missed,missed,no,selfA,GM99,20,f,right,,self-related
missed,missed,no,selfA,GM99,20,f,right,,self-related
l,1,yes,selfA,GM99,20,f,right,0.724785,self-related
l,0,no,selfA,GM99,20,f,right,0.247325,self-related
l,1,yes,selfA,GM99,20,f,right,0.25929,self-related
l,1,yes,selfA,GM99,20,f,right,0.265775,stranger-related
l,1,yes,selfA,GM99,20,f,right,0.26583,stranger-related
l,1,yes,selfA,GM99,20,f,right,0.23544,self-related
l,1,yes,selfA,GM99,20,f,right,0.24031,self-related
missed,missed,yes,selfA,GM99,20,f,right,,stranger-related
missed,missed,no,selfA,GM99,20,f,right,,self-related
missed,missed,no,selfA,GM99,20,f,right,,self-related
missed,missed,yes,selfA,GM99,20,f,right,,stranger-related
l,0,no,selfA,GM99,20,f,right,0.54097,stranger-related
l,0,no,selfA,GM99,20,f,right,0.21728,self-related
l,0,no,selfA,GM99,20,f,right,0.249475,stranger-related
l,0,no,selfA,GM99,20,f,right,1.313435,stranger-related
l,1,yes,selfA,GM99,20,f,right,0.269245,stranger-related
l,1,yes,selfA,GM99,20,f,right,0.30698,self-related
missed,missed,no,selfA,GM99,20,f,right,,stranger-related
l,0,no,selfA,GM99,20,f,right,0.51699,self-related
l,0,no,selfA,GM99,20,f,right,0.232805,self-related
l,0,no,selfA,GM99,20,f,right,0.068715,stranger-related
l,0,no,selfA,GM99,20,f,right,0.058845,stranger-related
l,1,yes,selfA,GM99,20,f,right,0.191755,self-related
missed,missed,no,selfA,GM99,20,f,right,,self-related
missed,missed,yes,selfA,GM99,20,f,right,,stranger-related
l,0,no,selfA,GM99,20,f,right,0.29119,self-related
l,0,no,selfA,GM99,20,f,right,0.29047,self-related
missed,missed,yes,selfA,GM99,20,f,right,,self-related
l,0,no,selfA,GM99,20,f,right,0.334455,stranger-related
l,1,yes,selfA,GM99,20,f,right,0.255135,self-related
missed,missed,no,selfA,GM99,20,f,right,,self-related
l,0,no,selfA,GM99,20,f,right,0.350925,stranger-related
l,0,no,selfA,GM99,20,f,right,0.3319,self-related
missed,missed,no,selfA,GM99,20,f,right,,self-related
l,1,yes,selfA,GM99,20,f,right,0.067715,self-related
missed,missed,yes,selfA,GM99,20,f,right,,stranger-related
l,1,yes,selfA,GM99,20,f,right,0.379535,self-related
missed,missed,yes,selfA,GM99,20,f,right,,stranger-related
l,0,no,selfA,GM99,20,f,right,0.2876,stranger-related
missed,missed,no,selfA,GM99,20,f,right,,self-related
missed,missed,no,selfA,GM99,20,f,right,,self-related
missed,missed,no,selfA,GM99,20,f,right,,self-related
missed,missed,yes,selfA,GM99,20,f,right,,stranger-related
missed,missed,yes,selfA,GM99,20,f,right,,stranger-related
missed,missed,no,selfA,GM99,20,f,right,,stranger-related
missed,missed,yes,selfA,GM99,20,f,right,,self-related
l,1,yes,selfA,GM99,20,f,right,0.263705,self-related
l,0,no,selfA,GM99,20,f,right,0.233665,stranger-related
missed,missed,no,selfA,GM99,20,f,right,,self-related
l,0,no,selfA,GM99,20,f,right,0.0145,self-related
a,1,no,selfA,GM99,20,f,right,0.638645,stranger-related
l,1,yes,selfA,GM99,20,f,right,0.414075,self-related
l,0,no,selfA,GM99,20,f,right,0.1857,stranger-related
l,0,no,selfA,GM99,20,f,right,0.137965,self-related
l,1,yes,selfA,GM99,20,f,right,0.199685,self-related
a,0,yes,selfA,GM99,20,f,right,0.084485,stranger-related
a,0,yes,selfA,GM99,20,f,right,0.23555,stranger-related
l,1,yes,selfA,GM99,20,f,right,0.02211,stranger-related
l,0,no,selfA,GM99,20,f,right,0.061775,stranger-related
l,0,no,selfA,GM99,20,f,right,0.285145,self-related
a,1,no,selfA,GM99,20,f,right,0.012805,stranger-related
a,0,yes,selfA,GM99,20,f,right,0.03201,self-related
a,0,yes,selfA,GM99,20,f,right,0.07563,self-related
a,1,no,selfA,GM99,20,f,right,0.001865,stranger-related
l,1,yes,selfA,GM99,20,f,right,0.10614,self-related
l,0,no,selfA,GM99,20,f,right,1.303715,stranger-related
l,1,yes,selfA,GM99,20,f,right,0.16756,stranger-related
l,0,no,selfA,GM99,20,f,right,0.05997,stranger-related
missed,missed,yes,selfA,GM99,20,f,right,,self-related
missed,missed,yes,selfA,GM99,20,f,right,,stranger-related
l,1,yes,selfA,GM99,20,f,right,0.43939,stranger-related
a,1,no,selfA,GM99,20,f,right,0.28435,stranger-related
l,0,no,selfA,GM99,20,f,right,0.367315,self-related
a,1,no,selfA,GM99,20,f,right,0.218665,stranger-related
a,0,yes,selfA,GM99,20,f,right,0.239095,stranger-related
a,0,yes,selfA,GM99,20,f,right,0.40206,self-related
l,0,no,selfA,GM99,20,f,right,0.23549,self-related
a,0,yes,selfA,GM99,20,f,right,0.27039,stranger-related
l,0,no,selfA,GM99,20,f,right,0.17437,self-related
l,0,no,selfA,GM99,20,f,right,0.90122,self-related
l,0,no,selfA,GM99,20,f,right,0.331885,self-related
a,1,no,selfA,GM99,20,f,right,0.87773,stranger-related
a,1,no,selfA,GM99,20,f,right,0.216295,stranger-related
a,1,no,selfA,GM99,20,f,right,0.217745,self-related
l,1,yes,selfA,GM99,20,f,right,0.899005,self-related
l,1,yes,selfA,GM99,20,f,right,0.288235,stranger-related
l,0,no,selfA,GM99,20,f,right,0.856765,stranger-related
l,0,no,selfA,GM99,20,f,right,0.085615,stranger-related
l,0,no,selfA,GM99,20,f,right,0.33906,stranger-related
a,0,yes,selfA,GM99,20,f,right,0.25282,self-related
a,1,no,selfA,GM99,20,f,right,0.971005,stranger-related
a,0,yes,selfA,GM99,20,f,right,0.90284,self-related
a,1,no,selfA,GM99,20,f,right,0.504925,stranger-related
a,0,yes,selfA,GM99,20,f,right,0.17302,stranger-related
a,1,no,selfA,GM99,20,f,right,1.0643,self-related
l,0,no,selfA,GM99,20,f,right,1.1926,stranger-related
l,1,yes,selfA,GM99,20,f,right,0.204175,stranger-related
l,1,yes,selfA,GM99,20,f,right,0.23063,self-related
l,0,no,selfA,GM99,20,f,right,0.153545,self-related
l,1,yes,selfA,GM99,20,f,right,0.001485,self-related
l,1,yes,selfA,GM99,20,f,right,1.03796,stranger-related
a,1,no,selfA,GM99,20,f,right,0.69674,stranger-related
a,0,yes,selfA,GM99,20,f,right,0.909165,stranger-related
a,1,no,selfA,GM99,20,f,right,0.650105,self-related
a,1,no,selfA,GM99,20,f,right,0.453485,self-related
a,0,yes,selfA,GM99,20,f,right,0.001205,stranger-related
l,0,no,selfA,GM99,20,f,right,0.20008,stranger-related
l,1,yes,selfA,GM99,20,f,right,0.23136,stranger-related
a,0,yes,selfA,GG99,21,m,right,0.699,self-related
l,1,yes,selfA,GG99,21,m,right,0.99,self-related
l,1,yes,selfA,GG99,21,m,right,1.178,stranger-related
l,1,yes,selfA,GG99,21,m,right,1.394,stranger-related
l,1,yes,selfA,GG99,21,m,right,0.826,self-related
a,1,no,selfA,GG99,21,m,right,1.169,stranger-related
l,1,yes,selfA,GG99,21,m,right,0.887,stranger-related
missed,missed,yes,selfA,GG99,21,m,right,,stranger-related
l,1,yes,selfA,GG99,21,m,right,0.612,stranger-related
l,0,no,selfA,GG99,21,m,right,0.762,self-related
l,1,yes,selfA,GG99,21,m,right,0.801,stranger-related
a,1,no,selfA,GG99,21,m,right,0.649,self-related
l,1,yes,selfA,GG99,21,m,right,0.73,stranger-related
l,0,no,selfA,GG99,21,m,right,0.835,self-related
l,1,yes,selfA,GG99,21,m,right,0.955,self-related
l,1,yes,selfA,GG99,21,m,right,0.871,self-related
a,1,no,selfA,GG99,21,m,right,0.921,stranger-related
a,1,no,selfA,GG99,21,m,right,0.784,stranger-related
l,0,no,selfA,GG99,21,m,right,0.686,stranger-related
a,0,yes,selfA,GG99,21,m,right,0.802,self-related
l,1,yes,selfA,GG99,21,m,right,0.826,stranger-related
l,1,yes,selfA,GG99,21,m,right,1.179,self-related
l,0,no,selfA,GG99,21,m,right,0.824,self-related
a,1,no,selfA,GG99,21,m,right,0.844,self-related
l,1,yes,selfA,GG99,21,m,right,0.837,stranger-related
a,1,no,selfA,GG99,21,m,right,0.786,stranger-related
a,1,no,selfA,GG99,21,m,right,0.819,stranger-related
l,1,yes,selfA,GG99,21,m,right,0.813,self-related
a,1,no,selfA,GG99,21,m,right,0.782,self-related
a,1,no,selfA,GG99,21,m,right,1.089,self-related
a,1,no,selfA,GG99,21,m,right,0.565,self-related
l,0,no,selfA,GG99,21,m,right,0.726,self-related
a,0,yes,selfA,GG99,21,m,right,0.803,self-related
l,0,no,selfA,GG99,21,m,right,0.904,stranger-related
l,1,yes,selfA,GG99,21,m,right,0.913,stranger-related
l,0,no,selfA,GG99,21,m,right,0.768,stranger-related
a,0,yes,selfA,GG99,21,m,right,0.651,self-related
a,0,yes,selfA,GG99,21,m,right,0.697,self-related
l,1,yes,selfA,GG99,21,m,right,0.662,stranger-related
l,0,no,selfA,GG99,21,m,right,0.738,self-related
a,1,no,selfA,GG99,21,m,right,0.937,stranger-related
a,1,no,selfA,GG99,21,m,right,0.588,self-related
a,1,no,selfA,GG99,21,m,right,0.99,stranger-related
a,1,no,selfA,GG99,21,m,right,0.576,self-related
a,0,yes,selfA,GG99,21,m,right,0.724,self-related
a,0,yes,selfA,GG99,21,m,right,0.618,self-related
l,1,yes,selfA,GG99,21,m,right,0.53,self-related
l,0,no,selfA,GG99,21,m,right,0.585,self-related
a,1,no,selfA,GG99,21,m,right,0.776,stranger-related
l,1,yes,selfA,GG99,21,m,right,0.686,stranger-related
l,1,yes,selfA,GG99,21,m,right,0.585,stranger-related
l,0,no,selfA,GG99,21,m,right,0.532,self-related
a,0,yes,selfA,GG99,21,m,right,0.657,self-related
l,1,yes,selfA,GG99,21,m,right,0.595,stranger-related
a,1,no,selfA,GG99,21,m,right,0.762,self-related
a,1,no,selfA,GG99,21,m,right,1.197,self-related
l,0,no,selfA,GG99,21,m,right,0.47,stranger-related
l,1,yes,selfA,GG99,21,m,right,0.589,stranger-related
a,1,no,selfA,GG99,21,m,right,0.785,stranger-related
l,0,no,selfA,GG99,21,m,right,0.65,self-related
a,1,no,selfA,GG99,21,m,right,0.654,stranger-related
l,0,no,selfA,GG99,21,m,right,0.775,self-related
a,0,yes,selfA,GG99,21,m,right,0.62,self-related
l,1,yes,selfA,GG99,21,m,right,0.747,self-related
l,1,yes,selfA,GG99,21,m,right,0.887,stranger-related
a,0,yes,selfA,GG99,21,m,right,0.812,self-related
a,1,no,selfA,GG99,21,m,right,1.354,self-related
a,0,yes,selfA,GG99,21,m,right,0.806,stranger-related
a,0,yes,selfA,GG99,21,m,right,0.847,self-related
a,1,no,selfA,GG99,21,m,right,0.945,self-related
l,1,yes,selfA,GG99,21,m,right,0.712,stranger-related
l,0,no,selfA,GG99,21,m,right,1.199,stranger-related
l,1,yes,selfA,GG99,21,m,right,0.896,self-related
a,1,no,selfA,GG99,21,m,right,0.893,stranger-related
a,1,no,selfA,GG99,21,m,right,0.82,self-related
l,0,no,selfA,GG99,21,m,right,0.904,stranger-related
l,1,yes,selfA,GG99,21,m,right,0.797,stranger-related
l,1,yes,selfA,GG99,21,m,right,0.819,stranger-related
l,1,yes,selfA,GG99,21,m,right,0.777,self-related
l,1,yes,selfA,GG99,21,m,right,1.04,self-related
l,1,yes,selfA,GG99,21,m,right,0.875,stranger-related
a,1,no,selfA,GG99,21,m,right,0.729,self-related
l,0,no,selfA,GG99,21,m,right,0.892,stranger-related
a,1,no,selfA,GG99,21,m,right,0.931,stranger-related
l,1,yes,selfA,GG99,21,m,right,0.954,stranger-related
l,0,no,selfA,GG99,21,m,right,1.247,stranger-related
l,0,no,selfA,GG99,21,m,right,1.215,self-related
a,0,yes,selfA,GG99,21,m,right,0.675,self-related
l,1,yes,selfA,GG99,21,m,right,0.964,self-related
l,1,yes,selfA,GG99,21,m,right,0.822,stranger-related
a,1,no,selfA,GG99,21,m,right,0.738,self-related
l,1,yes,selfA,GG99,21,m,right,0.909,stranger-related
l,1,yes,selfA,GG99,21,m,right,0.809,stranger-related
l,1,yes,selfA,GG99,21,m,right,0.683,stranger-related
a,1,no,selfA,GG99,21,m,right,0.913,stranger-related
l,1,yes,selfA,GG99,21,m,right,0.927,stranger-related
l,1,yes,selfA,GG99,21,m,right,0.837,self-related
l,0,no,selfA,GG99,21,m,right,0.858,self-related
a,0,yes,selfA,GG99,21,m,right,0.697,self-related
l,1,yes,selfA,GG99,21,m,right,0.72,stranger-related
a,1,no,selfA,GG99,21,m,right,0.852,stranger-related
l,1,yes,selfA,GG99,21,m,right,0.711,self-related
l,1,yes,selfA,GG99,21,m,right,0.87,stranger-related
l,1,yes,selfA,GG99,21,m,right,1.123,self-related
a,1,no,selfA,GG99,21,m,right,0.771,stranger-related
a,1,no,selfA,GG99,21,m,right,1.14,stranger-related
l,0,no,selfA,GG99,21,m,right,0.783,stranger-related
l,1,yes,selfA,GG99,21,m,right,0.821,self-related
l,1,yes,selfA,GG99,21,m,right,1.266,stranger-related
l,1,yes,selfA,GG99,21,m,right,0.751,self-related
l,1,yes,selfA,GG99,21,m,right,0.698,self-related
l,1,yes,selfA,GG99,21,m,right,0.712,self-related
a,1,no,selfA,GG99,21,m,right,0.878,self-related
l,1,yes,selfA,GG99,21,m,right,0.638,self-related
a,0,yes,selfA,GG99,21,m,right,0.794,stranger-related
l,1,yes,selfA,GG99,21,m,right,0.638,self-related
l,1,yes,selfA,GG99,21,m,right,0.63,self-related
l,1,yes,selfA,GG99,21,m,right,0.675,stranger-related
l,1,yes,selfA,GG99,21,m,right,1.245,stranger-related
a,1,no,selfA,GG99,21,m,right,0.853,stranger-related
a,1,no,selfA,GG99,21,m,right,0.813,self-related
a,1,no,selfA,GG99,21,m,right,0.736,self-related
a,1,no,selfA,GG99,21,m,right,0.687,self-related
l,1,yes,selfA,GG99,21,m,right,0.85,stranger-related
a,1,no,selfA,GG99,21,m,right,0.874,stranger-related
l,1,yes,selfA,GG99,21,m,right,0.863,self-related
a,1,no,selfA,GG99,21,m,right,0.955,self-related
a,1,no,selfA,GG99,21,m,right,0.847,self-related
l,0,no,selfA,GG99,21,m,right,0.558,stranger-related
l,1,yes,selfA,GG99,21,m,right,0.938,stranger-related
a,1,no,selfA,GG99,21,m,right,0.704,self-related
l,1,yes,selfA,GG99,21,m,right,0.725,stranger-related
l,0,no,selfA,GG99,21,m,right,1.038,stranger-related
a,0,yes,selfA,GG99,21,m,right,1.198,self-related
missed,missed,yes,selfA,GG99,21,m,right,,stranger-related
a,1,no,selfA,GG99,21,m,right,0.972,self-related
a,1,no,selfA,GG99,21,m,right,0.987,stranger-related
a,1,no,selfA,GG99,21,m,right,1.221,self-related
l,1,yes,selfA,GG99,21,m,right,1.067,self-related
a,1,no,selfA,GG99,21,m,right,0.788,self-related
a,1,no,selfA,GG99,21,m,right,0.801,stranger-related
l,1,yes,selfA,GG99,21,m,right,0.949,stranger-related
l,1,yes,selfA,GG99,21,m,right,0.991,self-related
a,1,no,selfA,GG99,21,m,right,0.87,stranger-related
a,1,no,selfA,GG99,21,m,right,0.92,self-related
a,1,no,selfA,GG99,21,m,right,0.903,stranger-related
l,1,yes,selfA,GG99,21,m,right,0.758,self-related
l,1,yes,selfA,GG99,21,m,right,1.075,stranger-related
a,1,no,selfA,GG99,21,m,right,1.361,stranger-related
a,1,no,selfA,GG99,21,m,right,0.991,self-related
a,1,no,selfA,GG99,21,m,right,0.929,stranger-related
l,1,yes,selfA,GG99,21,m,right,0.943,stranger-related
l,1,yes,selfA,GG99,21,m,right,0.78,self-related
l,1,yes,selfA,GG99,21,m,right,1.02,stranger-related
a,1,no,selfA,GG99,21,m,right,0.86,self-related
a,1,no,selfA,GG99,21,m,right,1.103,self-related
a,1,no,selfA,GG99,21,m,right,1.089,self-related
l,1,yes,selfA,GG99,21,m,right,0.905,self-related
l,1,yes,selfA,GG99,21,m,right,0.784,self-related
a,1,no,selfA,GG99,21,m,right,0.673,stranger-related
a,1,no,selfA,GG99,21,m,right,0.987,self-related
l,1,yes,selfA,GG99,21,m,right,0.808,stranger-related
l,1,yes,selfA,GG99,21,m,right,0.753,stranger-related
l,1,yes,selfA,GG99,21,m,right,0.565,self-related
a,1,no,selfA,GG99,21,m,right,0.703,self-related
l,1,yes,selfA,GG99,21,m,right,0.743,stranger-related
l,0,no,selfA,GG99,21,m,right,0.939,self-related
l,0,no,selfA,GG99,21,m,right,0.855,stranger-related
a,1,no,selfA,GG99,21,m,right,0.788,stranger-related
a,1,no,selfA,GG99,21,m,right,0.672,stranger-related
l,1,yes,selfA,GG99,21,m,right,0.622,stranger-related
a,1,no,selfA,GG99,21,m,right,0.75,self-related
l,1,yes,selfA,GG99,21,m,right,0.858,self-related
a,0,yes,selfA,GG99,21,m,right,0.912,self-related
l,0,no,selfA,GG99,21,m,right,1.196,stranger-related
l,1,yes,selfA,GG99,21,m,right,1.086,self-related
a,1,no,selfA,GG99,21,m,right,0.654,self-related
a,1,no,selfA,GG99,21,m,right,0.915,self-related
