"","Subject","Age","Gender","Handedness","Shape","Identity","Matching","Response","RT_ms","ACC","RT_sec","ScreenResolution","RefreshRate","Luminance","TextColor","BackgroundColor","VisualAngle","Contrast"
"4083",48743215,23,"Hombre","Diestro","circulo","amigo","Matching",1,851,0,0.851,"1920*1080",NA,NA,NA,"black","60cm",NA
"4084",48743215,23,"Hombre","Diestro","circulo","amigo","Matching",5,403,1,0.403,"1920*1080",NA,NA,NA,"black","60cm",NA
"4085",48743215,23,"Hombre","Diestro","circulo","amigo","Matching",5,542,1,0.542,"1920*1080",NA,NA,NA,"black","60cm",NA
"4086",48743215,23,"Hombre","Diestro","triangulo","amigo","Nonmatching",1,607,1,0.607,"1920*1080",NA,NA,NA,"black","60cm",NA
"4087",48743215,23,"Hombre","Diestro","circulo","amigo","Matching",1,468,0,0.468,"1920*1080",NA,NA,NA,"black","60cm",NA
"4088",48743215,23,"Hombre","Diestro","circulo","amigo","Matching",5,884,1,0.884,"1920*1080",NA,NA,NA,"black","60cm",NA
"4089",48743215,23,"Hombre","Diestro","cuadrado","amigo","Nonmatching",1,598,1,0.598,"1920*1080",NA,NA,NA,"black","60cm",NA
"4090",48743215,23,"Hombre","Diestro","circulo","amigo","Matching",1,529,0,0.529,"1920*1080",NA,NA,NA,"black","60cm",NA
"4091",48743215,23,"Hombre","Diestro","circulo","amigo","Matching",5,305,1,0.305,"1920*1080",NA,NA,NA,"black","60cm",NA
"4092",48743215,23,"Hombre","Diestro","cuadrado","amigo","Nonmatching",NA,0,0,0,"1920*1080",NA,NA,NA,"black","60cm",NA
"4093",48743215,23,"Hombre","Diestro","triangulo","amigo","Nonmatching",1,890,1,0.89,"1920*1080",NA,NA,NA,"black","60cm",NA
"4094",48743215,23,"Hombre","Diestro","circulo","amigo","Matching",1,764,0,0.764,"1920*1080",NA,NA,NA,"black","60cm",NA
"4095",48743215,23,"Hombre","Diestro","triangulo","amigo","Nonmatching",1,672,1,0.672,"1920*1080",NA,NA,NA,"black","60cm",NA
"4096",48743215,23,"Hombre","Diestro","cuadrado","amigo","Nonmatching",1,595,1,0.595,"1920*1080",NA,NA,NA,"black","60cm",NA
"4097",48743215,23,"Hombre","Diestro","circulo","amigo","Matching",1,629,0,0.629,"1920*1080",NA,NA,NA,"black","60cm",NA
"4098",48743215,23,"Hombre","Diestro","cuadrado","amigo","Nonmatching",5,435,0,0.435,"1920*1080",NA,NA,NA,"black","60cm",NA
"4099",48743215,23,"Hombre","Diestro","cuadrado","amigo","Nonmatching",5,795,0,0.795,"1920*1080",NA,NA,NA,"black","60cm",NA
"4100",48743215,23,"Hombre","Diestro","cuadrado","amigo","Nonmatching",1,652,1,0.652,"1920*1080",NA,NA,NA,"black","60cm",NA
"4101",48743215,23,"Hombre","Diestro","circulo","amigo","Matching",5,300,1,0.3,"1920*1080",NA,NA,NA,"black","60cm",NA
"4102",48743215,23,"Hombre","Diestro","circulo","amigo","Matching",1,643,0,0.643,"1920*1080",NA,NA,NA,"black","60cm",NA
"4103",48743215,23,"Hombre","Diestro","triangulo","amigo","Nonmatching",1,677,1,0.677,"1920*1080",NA,NA,NA,"black","60cm",NA
"4104",48743215,23,"Hombre","Diestro","circulo","amigo","Matching",5,819,1,0.819,"1920*1080",NA,NA,NA,"black","60cm",NA
"4105",48743215,23,"Hombre","Diestro","circulo","amigo","Matching",5,612,1,0.612,"1920*1080",NA,NA,NA,"black","60cm",NA
"4106",48743215,23,"Hombre","Diestro","circulo","amigo","Matching",5,681,1,0.681,"1920*1080",NA,NA,NA,"black","60cm",NA
"4107",48743215,23,"Hombre","Diestro","circulo","amigo","Matching",5,555,1,0.555,"1920*1080",NA,NA,NA,"black","60cm",NA
"4108",48743215,23,"Hombre","Diestro","cuadrado","amigo","Nonmatching",1,697,1,0.697,"1920*1080",NA,NA,NA,"black","60cm",NA
"4109",48743215,23,"Hombre","Diestro","triangulo","amigo","Nonmatching",1,1083,1,1.083,"1920*1080",NA,NA,NA,"black","60cm",NA
"4110",48743215,23,"Hombre","Diestro","triangulo","amigo","Nonmatching",1,851,1,0.851,"1920*1080",NA,NA,NA,"black","60cm",NA
"4111",48743215,23,"Hombre","Diestro","circulo","amigo","Matching",5,703,1,0.703,"1920*1080",NA,NA,NA,"black","60cm",NA
"4112",48743215,23,"Hombre","Diestro","triangulo","amigo","Nonmatching",1,905,1,0.905,"1920*1080",NA,NA,NA,"black","60cm",NA
"4113",48743215,23,"Hombre","Diestro","cuadrado","amigo","Nonmatching",1,586,1,0.586,"1920*1080",NA,NA,NA,"black","60cm",NA
"4114",48743215,23,"Hombre","Diestro","cuadrado","amigo","Nonmatching",1,882,1,0.882,"1920*1080",NA,NA,NA,"black","60cm",NA
"4115",48743215,23,"Hombre","Diestro","circulo","amigo","Matching",1,464,0,0.464,"1920*1080",NA,NA,NA,"black","60cm",NA
"4116",48743215,23,"Hombre","Diestro","cuadrado","amigo","Nonmatching",1,794,1,0.794,"1920*1080",NA,NA,NA,"black","60cm",NA
"4117",48743215,23,"Hombre","Diestro","triangulo","amigo","Nonmatching",1,678,1,0.678,"1920*1080",NA,NA,NA,"black","60cm",NA
"4118",48743215,23,"Hombre","Diestro","circulo","amigo","Matching",5,603,1,0.603,"1920*1080",NA,NA,NA,"black","60cm",NA
"4119",48743215,23,"Hombre","Diestro","triangulo","amigo","Nonmatching",1,778,1,0.778,"1920*1080",NA,NA,NA,"black","60cm",NA
"4120",48743215,23,"Hombre","Diestro","cuadrado","amigo","Nonmatching",1,682,1,0.682,"1920*1080",NA,NA,NA,"black","60cm",NA
"4121",48743215,23,"Hombre","Diestro","triangulo","amigo","Nonmatching",1,975,1,0.975,"1920*1080",NA,NA,NA,"black","60cm",NA
"4122",48743215,23,"Hombre","Diestro","triangulo","amigo","Nonmatching",1,565,1,0.565,"1920*1080",NA,NA,NA,"black","60cm",NA
"4123",48743215,23,"Hombre","Diestro","circulo","amigo","Matching",1,396,0,0.396,"1920*1080",NA,NA,NA,"black","60cm",NA
"4124",48743215,23,"Hombre","Diestro","circulo","amigo","Matching",5,386,1,0.386,"1920*1080",NA,NA,NA,"black","60cm",NA
"4125",48743215,23,"Hombre","Diestro","circulo","amigo","Matching",5,605,1,0.605,"1920*1080",NA,NA,NA,"black","60cm",NA
"4126",48743215,23,"Hombre","Diestro","circulo","amigo","Matching",5,501,1,0.501,"1920*1080",NA,NA,NA,"black","60cm",NA
"4127",48743215,23,"Hombre","Diestro","circulo","amigo","Matching",5,621,1,0.621,"1920*1080",NA,NA,NA,"black","60cm",NA
"4128",48743215,23,"Hombre","Diestro","circulo","amigo","Matching",5,481,1,0.481,"1920*1080",NA,NA,NA,"black","60cm",NA
"4129",48743215,23,"Hombre","Diestro","circulo","amigo","Matching",5,522,1,0.522,"1920*1080",NA,NA,NA,"black","60cm",NA
"4130",48743215,23,"Hombre","Diestro","triangulo","amigo","Nonmatching",5,583,0,0.583,"1920*1080",NA,NA,NA,"black","60cm",NA
"4131",48743215,23,"Hombre","Diestro","circulo","amigo","Matching",1,671,0,0.671,"1920*1080",NA,NA,NA,"black","60cm",NA
"4132",48743215,23,"Hombre","Diestro","circulo","amigo","Matching",5,510,1,0.51,"1920*1080",NA,NA,NA,"black","60cm",NA
"4133",48743215,23,"Hombre","Diestro","cuadrado","amigo","Nonmatching",1,776,1,0.776,"1920*1080",NA,NA,NA,"black","60cm",NA
"4134",48743215,23,"Hombre","Diestro","circulo","amigo","Matching",1,519,0,0.519,"1920*1080",NA,NA,NA,"black","60cm",NA
"4135",48743215,23,"Hombre","Diestro","triangulo","amigo","Nonmatching",1,701,1,0.701,"1920*1080",NA,NA,NA,"black","60cm",NA
"4136",48743215,23,"Hombre","Diestro","cuadrado","amigo","Nonmatching",1,749,1,0.749,"1920*1080",NA,NA,NA,"black","60cm",NA
"4137",48743215,23,"Hombre","Diestro","circulo","amigo","Matching",5,766,1,0.766,"1920*1080",NA,NA,NA,"black","60cm",NA
"4138",48743215,23,"Hombre","Diestro","cuadrado","amigo","Nonmatching",1,780,1,0.78,"1920*1080",NA,NA,NA,"black","60cm",NA
"4139",48743215,23,"Hombre","Diestro","cuadrado","amigo","Nonmatching",1,633,1,0.633,"1920*1080",NA,NA,NA,"black","60cm",NA
"4140",48743215,23,"Hombre","Diestro","triangulo","amigo","Nonmatching",1,605,1,0.605,"1920*1080",NA,NA,NA,"black","60cm",NA
"4141",48743215,23,"Hombre","Diestro","circulo","amigo","Matching",5,864,1,0.864,"1920*1080",NA,NA,NA,"black","60cm",NA
"4142",48743215,23,"Hombre","Diestro","circulo","amigo","Matching",5,630,1,0.63,"1920*1080",NA,NA,NA,"black","60cm",NA
"4143",48743215,23,"Hombre","Diestro","circulo","amigo","Matching",5,844,1,0.844,"1920*1080",NA,NA,NA,"black","60cm",NA
"4144",48743215,23,"Hombre","Diestro","triangulo","amigo","Nonmatching",1,813,1,0.813,"1920*1080",NA,NA,NA,"black","60cm",NA
"4145",48743215,23,"Hombre","Diestro","circulo","amigo","Matching",1,879,0,0.879,"1920*1080",NA,NA,NA,"black","60cm",NA
"4146",48743215,23,"Hombre","Diestro","circulo","amigo","Matching",1,521,0,0.521,"1920*1080",NA,NA,NA,"black","60cm",NA
"4147",48743215,23,"Hombre","Diestro","circulo","amigo","Matching",5,408,1,0.408,"1920*1080",NA,NA,NA,"black","60cm",NA
"4148",48743215,23,"Hombre","Diestro","cuadrado","amigo","Nonmatching",5,559,0,0.559,"1920*1080",NA,NA,NA,"black","60cm",NA
"4149",48743215,23,"Hombre","Diestro","triangulo","amigo","Nonmatching",1,744,1,0.744,"1920*1080",NA,NA,NA,"black","60cm",NA
"4150",48743215,23,"Hombre","Diestro","cuadrado","amigo","Nonmatching",1,796,1,0.796,"1920*1080",NA,NA,NA,"black","60cm",NA
"4151",48743215,23,"Hombre","Diestro","cuadrado","amigo","Nonmatching",1,510,1,0.51,"1920*1080",NA,NA,NA,"black","60cm",NA
"4152",48743215,23,"Hombre","Diestro","cuadrado","amigo","Nonmatching",1,705,1,0.705,"1920*1080",NA,NA,NA,"black","60cm",NA
"4153",48743215,23,"Hombre","Diestro","circulo","amigo","Matching",5,640,1,0.64,"1920*1080",NA,NA,NA,"black","60cm",NA
"4154",48743215,23,"Hombre","Diestro","circulo","amigo","Matching",1,601,0,0.601,"1920*1080",NA,NA,NA,"black","60cm",NA
"4155",48743215,23,"Hombre","Diestro","triangulo","amigo","Nonmatching",1,512,1,0.512,"1920*1080",NA,NA,NA,"black","60cm",NA
"4156",48743215,23,"Hombre","Diestro","circulo","amigo","Matching",5,418,1,0.418,"1920*1080",NA,NA,NA,"black","60cm",NA
"4157",48743215,23,"Hombre","Diestro","triangulo","amigo","Nonmatching",1,711,1,0.711,"1920*1080",NA,NA,NA,"black","60cm",NA
"4158",48743215,23,"Hombre","Diestro","triangulo","amigo","Nonmatching",1,563,1,0.563,"1920*1080",NA,NA,NA,"black","60cm",NA
"4159",48743215,23,"Hombre","Diestro","circulo","amigo","Matching",5,478,1,0.478,"1920*1080",NA,NA,NA,"black","60cm",NA
"4160",48743215,23,"Hombre","Diestro","circulo","amigo","Matching",5,430,1,0.43,"1920*1080",NA,NA,NA,"black","60cm",NA
"4161",48743215,23,"Hombre","Diestro","cuadrado","extrano","Matching",5,672,1,0.672,"1920*1080",NA,NA,NA,"black","60cm",NA
"4162",48743215,23,"Hombre","Diestro","cuadrado","extrano","Matching",5,524,1,0.524,"1920*1080",NA,NA,NA,"black","60cm",NA
"4163",48743215,23,"Hombre","Diestro","cuadrado","extrano","Matching",5,552,1,0.552,"1920*1080",NA,NA,NA,"black","60cm",NA
"4164",48743215,23,"Hombre","Diestro","circulo","extrano","Nonmatching",1,790,1,0.79,"1920*1080",NA,NA,NA,"black","60cm",NA
"4165",48743215,23,"Hombre","Diestro","cuadrado","extrano","Matching",1,664,0,0.664,"1920*1080",NA,NA,NA,"black","60cm",NA
"4166",48743215,23,"Hombre","Diestro","circulo","extrano","Nonmatching",5,642,0,0.642,"1920*1080",NA,NA,NA,"black","60cm",NA
"4167",48743215,23,"Hombre","Diestro","triangulo","extrano","Nonmatching",1,865,1,0.865,"1920*1080",NA,NA,NA,"black","60cm",NA
"4168",48743215,23,"Hombre","Diestro","triangulo","extrano","Nonmatching",1,608,1,0.608,"1920*1080",NA,NA,NA,"black","60cm",NA
"4169",48743215,23,"Hombre","Diestro","circulo","extrano","Nonmatching",1,568,1,0.568,"1920*1080",NA,NA,NA,"black","60cm",NA
"4170",48743215,23,"Hombre","Diestro","cuadrado","extrano","Matching",5,734,1,0.734,"1920*1080",NA,NA,NA,"black","60cm",NA
"4171",48743215,23,"Hombre","Diestro","cuadrado","extrano","Matching",5,676,1,0.676,"1920*1080",NA,NA,NA,"black","60cm",NA
"4172",48743215,23,"Hombre","Diestro","triangulo","extrano","Nonmatching",1,738,1,0.738,"1920*1080",NA,NA,NA,"black","60cm",NA
"4173",48743215,23,"Hombre","Diestro","cuadrado","extrano","Matching",1,661,0,0.661,"1920*1080",NA,NA,NA,"black","60cm",NA
"4174",48743215,23,"Hombre","Diestro","circulo","extrano","Nonmatching",1,721,1,0.721,"1920*1080",NA,NA,NA,"black","60cm",NA
"4175",48743215,23,"Hombre","Diestro","triangulo","extrano","Nonmatching",1,607,1,0.607,"1920*1080",NA,NA,NA,"black","60cm",NA
"4176",48743215,23,"Hombre","Diestro","cuadrado","extrano","Matching",1,905,0,0.905,"1920*1080",NA,NA,NA,"black","60cm",NA
"4177",48743215,23,"Hombre","Diestro","cuadrado","extrano","Matching",5,821,1,0.821,"1920*1080",NA,NA,NA,"black","60cm",NA
"4178",48743215,23,"Hombre","Diestro","cuadrado","extrano","Matching",5,544,1,0.544,"1920*1080",NA,NA,NA,"black","60cm",NA
"4179",48743215,23,"Hombre","Diestro","cuadrado","extrano","Matching",5,658,1,0.658,"1920*1080",NA,NA,NA,"black","60cm",NA
"4180",48743215,23,"Hombre","Diestro","cuadrado","extrano","Matching",5,582,1,0.582,"1920*1080",NA,NA,NA,"black","60cm",NA
"4181",48743215,23,"Hombre","Diestro","triangulo","extrano","Nonmatching",1,641,1,0.641,"1920*1080",NA,NA,NA,"black","60cm",NA
"4182",48743215,23,"Hombre","Diestro","circulo","extrano","Nonmatching",1,734,1,0.734,"1920*1080",NA,NA,NA,"black","60cm",NA
"4183",48743215,23,"Hombre","Diestro","cuadrado","extrano","Matching",5,724,1,0.724,"1920*1080",NA,NA,NA,"black","60cm",NA
"4184",48743215,23,"Hombre","Diestro","triangulo","extrano","Nonmatching",1,525,1,0.525,"1920*1080",NA,NA,NA,"black","60cm",NA
"4185",48743215,23,"Hombre","Diestro","circulo","extrano","Nonmatching",1,572,1,0.572,"1920*1080",NA,NA,NA,"black","60cm",NA
"4186",48743215,23,"Hombre","Diestro","triangulo","extrano","Nonmatching",1,724,1,0.724,"1920*1080",NA,NA,NA,"black","60cm",NA
"4187",48743215,23,"Hombre","Diestro","cuadrado","extrano","Matching",5,795,1,0.795,"1920*1080",NA,NA,NA,"black","60cm",NA
"4188",48743215,23,"Hombre","Diestro","triangulo","extrano","Nonmatching",1,1045,1,1.045,"1920*1080",NA,NA,NA,"black","60cm",NA
"4189",48743215,23,"Hombre","Diestro","circulo","extrano","Nonmatching",5,662,0,0.662,"1920*1080",NA,NA,NA,"black","60cm",NA
"4190",48743215,23,"Hombre","Diestro","cuadrado","extrano","Matching",5,1067,1,1.067,"1920*1080",NA,NA,NA,"black","60cm",NA
"4191",48743215,23,"Hombre","Diestro","cuadrado","extrano","Matching",5,737,1,0.737,"1920*1080",NA,NA,NA,"black","60cm",NA
"4192",48743215,23,"Hombre","Diestro","circulo","extrano","Nonmatching",1,715,1,0.715,"1920*1080",NA,NA,NA,"black","60cm",NA
"4193",48743215,23,"Hombre","Diestro","cuadrado","extrano","Matching",5,612,1,0.612,"1920*1080",NA,NA,NA,"black","60cm",NA
"4194",48743215,23,"Hombre","Diestro","cuadrado","extrano","Matching",5,649,1,0.649,"1920*1080",NA,NA,NA,"black","60cm",NA
"4195",48743215,23,"Hombre","Diestro","cuadrado","extrano","Matching",5,609,1,0.609,"1920*1080",NA,NA,NA,"black","60cm",NA
"4196",48743215,23,"Hombre","Diestro","triangulo","extrano","Nonmatching",1,642,1,0.642,"1920*1080",NA,NA,NA,"black","60cm",NA
"4197",48743215,23,"Hombre","Diestro","circulo","extrano","Nonmatching",1,693,1,0.693,"1920*1080",NA,NA,NA,"black","60cm",NA
"4198",48743215,23,"Hombre","Diestro","circulo","extrano","Nonmatching",5,835,0,0.835,"1920*1080",NA,NA,NA,"black","60cm",NA
"4199",48743215,23,"Hombre","Diestro","triangulo","extrano","Nonmatching",1,530,1,0.53,"1920*1080",NA,NA,NA,"black","60cm",NA
"4200",48743215,23,"Hombre","Diestro","cuadrado","extrano","Matching",5,660,1,0.66,"1920*1080",NA,NA,NA,"black","60cm",NA
"4201",48743215,23,"Hombre","Diestro","circulo","extrano","Nonmatching",5,703,0,0.703,"1920*1080",NA,NA,NA,"black","60cm",NA
"4202",48743215,23,"Hombre","Diestro","cuadrado","extrano","Matching",5,695,1,0.695,"1920*1080",NA,NA,NA,"black","60cm",NA
"4203",48743215,23,"Hombre","Diestro","circulo","extrano","Nonmatching",1,617,1,0.617,"1920*1080",NA,NA,NA,"black","60cm",NA
"4204",48743215,23,"Hombre","Diestro","cuadrado","extrano","Matching",1,624,0,0.624,"1920*1080",NA,NA,NA,"black","60cm",NA
"4205",48743215,23,"Hombre","Diestro","cuadrado","extrano","Matching",NA,0,0,0,"1920*1080",NA,NA,NA,"black","60cm",NA
"4206",48743215,23,"Hombre","Diestro","cuadrado","extrano","Matching",5,490,1,0.49,"1920*1080",NA,NA,NA,"black","60cm",NA
"4207",48743215,23,"Hombre","Diestro","triangulo","extrano","Nonmatching",1,551,1,0.551,"1920*1080",NA,NA,NA,"black","60cm",NA
"4208",48743215,23,"Hombre","Diestro","triangulo","extrano","Nonmatching",1,647,1,0.647,"1920*1080",NA,NA,NA,"black","60cm",NA
"4209",48743215,23,"Hombre","Diestro","circulo","extrano","Nonmatching",5,625,0,0.625,"1920*1080",NA,NA,NA,"black","60cm",NA
"4210",48743215,23,"Hombre","Diestro","cuadrado","extrano","Matching",5,549,1,0.549,"1920*1080",NA,NA,NA,"black","60cm",NA
"4211",48743215,23,"Hombre","Diestro","circulo","extrano","Nonmatching",1,749,1,0.749,"1920*1080",NA,NA,NA,"black","60cm",NA
"4212",48743215,23,"Hombre","Diestro","cuadrado","extrano","Matching",5,540,1,0.54,"1920*1080",NA,NA,NA,"black","60cm",NA
"4213",48743215,23,"Hombre","Diestro","triangulo","extrano","Nonmatching",1,644,1,0.644,"1920*1080",NA,NA,NA,"black","60cm",NA
"4214",48743215,23,"Hombre","Diestro","circulo","extrano","Nonmatching",5,592,0,0.592,"1920*1080",NA,NA,NA,"black","60cm",NA
"4215",48743215,23,"Hombre","Diestro","circulo","extrano","Nonmatching",1,645,1,0.645,"1920*1080",NA,NA,NA,"black","60cm",NA
"4216",48743215,23,"Hombre","Diestro","cuadrado","extrano","Matching",5,688,1,0.688,"1920*1080",NA,NA,NA,"black","60cm",NA
"4217",48743215,23,"Hombre","Diestro","cuadrado","extrano","Matching",1,636,0,0.636,"1920*1080",NA,NA,NA,"black","60cm",NA
"4218",48743215,23,"Hombre","Diestro","triangulo","extrano","Nonmatching",1,748,1,0.748,"1920*1080",NA,NA,NA,"black","60cm",NA
"4219",48743215,23,"Hombre","Diestro","triangulo","extrano","Nonmatching",1,780,1,0.78,"1920*1080",NA,NA,NA,"black","60cm",NA
"4220",48743215,23,"Hombre","Diestro","cuadrado","extrano","Matching",1,759,0,0.759,"1920*1080",NA,NA,NA,"black","60cm",NA
"4221",48743215,23,"Hombre","Diestro","triangulo","extrano","Nonmatching",5,751,0,0.751,"1920*1080",NA,NA,NA,"black","60cm",NA
"4222",48743215,23,"Hombre","Diestro","cuadrado","extrano","Matching",5,606,1,0.606,"1920*1080",NA,NA,NA,"black","60cm",NA
"4223",48743215,23,"Hombre","Diestro","cuadrado","extrano","Matching",5,649,1,0.649,"1920*1080",NA,NA,NA,"black","60cm",NA
"4224",48743215,23,"Hombre","Diestro","cuadrado","extrano","Matching",5,561,1,0.561,"1920*1080",NA,NA,NA,"black","60cm",NA
"4225",48743215,23,"Hombre","Diestro","circulo","extrano","Nonmatching",1,566,1,0.566,"1920*1080",NA,NA,NA,"black","60cm",NA
"4226",48743215,23,"Hombre","Diestro","cuadrado","extrano","Matching",5,657,1,0.657,"1920*1080",NA,NA,NA,"black","60cm",NA
"4227",48743215,23,"Hombre","Diestro","triangulo","extrano","Nonmatching",1,628,1,0.628,"1920*1080",NA,NA,NA,"black","60cm",NA
"4228",48743215,23,"Hombre","Diestro","triangulo","extrano","Nonmatching",1,530,1,0.53,"1920*1080",NA,NA,NA,"black","60cm",NA
"4229",48743215,23,"Hombre","Diestro","cuadrado","extrano","Matching",5,582,1,0.582,"1920*1080",NA,NA,NA,"black","60cm",NA
"4230",48743215,23,"Hombre","Diestro","triangulo","extrano","Nonmatching",1,473,1,0.473,"1920*1080",NA,NA,NA,"black","60cm",NA
"4231",48743215,23,"Hombre","Diestro","circulo","extrano","Nonmatching",1,720,1,0.72,"1920*1080",NA,NA,NA,"black","60cm",NA
"4232",48743215,23,"Hombre","Diestro","cuadrado","extrano","Matching",5,657,1,0.657,"1920*1080",NA,NA,NA,"black","60cm",NA
"4233",48743215,23,"Hombre","Diestro","cuadrado","extrano","Matching",5,758,1,0.758,"1920*1080",NA,NA,NA,"black","60cm",NA
"4234",48743215,23,"Hombre","Diestro","cuadrado","extrano","Matching",5,566,1,0.566,"1920*1080",NA,NA,NA,"black","60cm",NA
"4235",48743215,23,"Hombre","Diestro","circulo","extrano","Nonmatching",1,730,1,0.73,"1920*1080",NA,NA,NA,"black","60cm",NA
"4236",48743215,23,"Hombre","Diestro","cuadrado","extrano","Matching",5,580,1,0.58,"1920*1080",NA,NA,NA,"black","60cm",NA
"4237",48743215,23,"Hombre","Diestro","cuadrado","extrano","Matching",5,600,1,0.6,"1920*1080",NA,NA,NA,"black","60cm",NA
"4238",48743215,23,"Hombre","Diestro","cuadrado","extrano","Matching",5,704,1,0.704,"1920*1080",NA,NA,NA,"black","60cm",NA
"4239",48743215,23,"Hombre","Diestro","triangulo","extrano","Nonmatching",1,690,1,0.69,"1920*1080",NA,NA,NA,"black","60cm",NA
"4240",48743215,23,"Hombre","Diestro","circulo","extrano","Nonmatching",5,652,0,0.652,"1920*1080",NA,NA,NA,"black","60cm",NA
"4241",48743215,23,"Hombre","Diestro","triangulo","tu","Matching",5,446,1,0.446,"1920*1080",NA,NA,NA,"black","60cm",NA
"4242",48743215,23,"Hombre","Diestro","triangulo","tu","Matching",5,560,1,0.56,"1920*1080",NA,NA,NA,"black","60cm",NA
"4243",48743215,23,"Hombre","Diestro","cuadrado","tu","Nonmatching",5,642,0,0.642,"1920*1080",NA,NA,NA,"black","60cm",NA
"4244",48743215,23,"Hombre","Diestro","triangulo","tu","Matching",5,476,1,0.476,"1920*1080",NA,NA,NA,"black","60cm",NA
"4245",48743215,23,"Hombre","Diestro","circulo","tu","Nonmatching",1,716,1,0.716,"1920*1080",NA,NA,NA,"black","60cm",NA
"4246",48743215,23,"Hombre","Diestro","circulo","tu","Nonmatching",5,421,0,0.421,"1920*1080",NA,NA,NA,"black","60cm",NA
"4247",48743215,23,"Hombre","Diestro","cuadrado","tu","Nonmatching",1,515,1,0.515,"1920*1080",NA,NA,NA,"black","60cm",NA
"4248",48743215,23,"Hombre","Diestro","triangulo","tu","Matching",5,466,1,0.466,"1920*1080",NA,NA,NA,"black","60cm",NA
"4249",48743215,23,"Hombre","Diestro","cuadrado","tu","Nonmatching",1,653,1,0.653,"1920*1080",NA,NA,NA,"black","60cm",NA
"4250",48743215,23,"Hombre","Diestro","triangulo","tu","Matching",5,394,1,0.394,"1920*1080",NA,NA,NA,"black","60cm",NA
"4251",48743215,23,"Hombre","Diestro","triangulo","tu","Matching",5,527,1,0.527,"1920*1080",NA,NA,NA,"black","60cm",NA
"4252",48743215,23,"Hombre","Diestro","circulo","tu","Nonmatching",1,494,1,0.494,"1920*1080",NA,NA,NA,"black","60cm",NA
"4253",48743215,23,"Hombre","Diestro","circulo","tu","Nonmatching",1,688,1,0.688,"1920*1080",NA,NA,NA,"black","60cm",NA
"4254",48743215,23,"Hombre","Diestro","triangulo","tu","Matching",5,484,1,0.484,"1920*1080",NA,NA,NA,"black","60cm",NA
"4255",48743215,23,"Hombre","Diestro","cuadrado","tu","Nonmatching",1,697,1,0.697,"1920*1080",NA,NA,NA,"black","60cm",NA
"4256",48743215,23,"Hombre","Diestro","triangulo","tu","Matching",5,520,1,0.52,"1920*1080",NA,NA,NA,"black","60cm",NA
"4257",48743215,23,"Hombre","Diestro","triangulo","tu","Matching",5,396,1,0.396,"1920*1080",NA,NA,NA,"black","60cm",NA
"4258",48743215,23,"Hombre","Diestro","triangulo","tu","Matching",1,628,0,0.628,"1920*1080",NA,NA,NA,"black","60cm",NA
"4259",48743215,23,"Hombre","Diestro","triangulo","tu","Matching",5,348,1,0.348,"1920*1080",NA,NA,NA,"black","60cm",NA
"4260",48743215,23,"Hombre","Diestro","triangulo","tu","Matching",5,620,1,0.62,"1920*1080",NA,NA,NA,"black","60cm",NA
"4261",48743215,23,"Hombre","Diestro","cuadrado","tu","Nonmatching",1,591,1,0.591,"1920*1080",NA,NA,NA,"black","60cm",NA
"4262",48743215,23,"Hombre","Diestro","triangulo","tu","Matching",5,489,1,0.489,"1920*1080",NA,NA,NA,"black","60cm",NA
"4263",48743215,23,"Hombre","Diestro","circulo","tu","Nonmatching",1,635,1,0.635,"1920*1080",NA,NA,NA,"black","60cm",NA
"4264",48743215,23,"Hombre","Diestro","circulo","tu","Nonmatching",1,593,1,0.593,"1920*1080",NA,NA,NA,"black","60cm",NA
"4265",48743215,23,"Hombre","Diestro","cuadrado","tu","Nonmatching",1,651,1,0.651,"1920*1080",NA,NA,NA,"black","60cm",NA
"4266",48743215,23,"Hombre","Diestro","cuadrado","tu","Nonmatching",1,546,1,0.546,"1920*1080",NA,NA,NA,"black","60cm",NA
"4267",48743215,23,"Hombre","Diestro","cuadrado","tu","Nonmatching",1,697,1,0.697,"1920*1080",NA,NA,NA,"black","60cm",NA
"4268",48743215,23,"Hombre","Diestro","triangulo","tu","Matching",5,510,1,0.51,"1920*1080",NA,NA,NA,"black","60cm",NA
"4269",48743215,23,"Hombre","Diestro","triangulo","tu","Matching",5,558,1,0.558,"1920*1080",NA,NA,NA,"black","60cm",NA
"4270",48743215,23,"Hombre","Diestro","circulo","tu","Nonmatching",1,879,1,0.879,"1920*1080",NA,NA,NA,"black","60cm",NA
"4271",48743215,23,"Hombre","Diestro","circulo","tu","Nonmatching",1,634,1,0.634,"1920*1080",NA,NA,NA,"black","60cm",NA
"4272",48743215,23,"Hombre","Diestro","triangulo","tu","Matching",5,442,1,0.442,"1920*1080",NA,NA,NA,"black","60cm",NA
"4273",48743215,23,"Hombre","Diestro","circulo","tu","Nonmatching",1,772,1,0.772,"1920*1080",NA,NA,NA,"black","60cm",NA
"4274",48743215,23,"Hombre","Diestro","cuadrado","tu","Nonmatching",1,519,1,0.519,"1920*1080",NA,NA,NA,"black","60cm",NA
"4275",48743215,23,"Hombre","Diestro","circulo","tu","Nonmatching",1,737,1,0.737,"1920*1080",NA,NA,NA,"black","60cm",NA
"4276",48743215,23,"Hombre","Diestro","triangulo","tu","Matching",5,383,1,0.383,"1920*1080",NA,NA,NA,"black","60cm",NA
