"","Subject","Block","Bin","Trial","Age","Gender","Handedness","Shape","Label","Matching","Origin_Identity","English_Identity","Standarlized_Identity","Morality","Response","RT_ms","RT_sec","ACC"
"14800",7327,1,2,23,19,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","m",622.7,0.6227,1
"14801",7327,1,2,23,19,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","m",619.2,0.6192,1
"14802",7327,1,2,23,19,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","m",699.7,0.6997,1
"14803",7327,1,2,24,19,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","m",661.5,0.6615,1
"14804",7327,1,2,24,19,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","m",802.4,0.8024,1
"14805",7327,1,2,24,19,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","m",681.9,0.6819,1
"14806",7327,1,2,24,19,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","m",763.9,0.7639,1
"14807",7327,1,2,24,19,"female","R","immoralSelf","moralSelf","Nonmatching","Self","Self","Self","Bad","n",708.2,0.7082,1
"14808",7327,1,2,24,19,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","m",698.3,0.6983,1
"14809",7327,1,3,1,19,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","m",375.4,0.3754,1
"14810",7327,1,3,2,19,"female","R","moralOther","immoralSelf","Nonmatching","Other","Other","Stranger","Good","n",627.7,0.6277,1
"14811",7327,1,3,3,19,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","m",609,0.609,1
"14812",7327,1,3,4,19,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","n",930.1,0.9301,0
"14813",7327,1,3,5,19,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","m",437.5,0.4375,1
"14814",7327,1,3,6,19,"female","R","immoralOther","immoralSelf","Nonmatching","Other","Other","Stranger","Bad","n",607,0.607,1
"14815",7327,1,3,7,19,"female","R","moralOther","immoralSelf","Nonmatching","Other","Other","Stranger","Good","n",523.7,0.5237,1
"14816",7327,1,3,8,19,"female","R","moralSelf","immoralSelf","Nonmatching","Self","Self","Self","Good","n",498.9,0.4989,1
"14817",7327,1,3,9,19,"female","R","immoralOther","moralSelf","Nonmatching","Other","Other","Stranger","Bad","m",609.5,0.6095,0
"14818",7327,1,3,10,19,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","m",746.5,0.7465,1
"14819",7327,1,3,11,19,"female","R","immoralSelf","moralSelf","Nonmatching","Self","Self","Self","Bad","n",858.1,0.8581,1
"14820",7327,1,3,12,19,"female","R","moralSelf","immoralSelf","Nonmatching","Self","Self","Self","Good","n",700.2,0.7002,1
"14821",7327,1,3,13,19,"female","R","immoralOther","immoralSelf","Nonmatching","Other","Other","Stranger","Bad","m",634.8,0.6348,0
"14822",7327,1,3,14,19,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","m",684.4,0.6844,1
"14823",7327,1,3,15,19,"female","R","moralOther","moralSelf","Nonmatching","Other","Other","Stranger","Good","n",622.8,0.6228,1
"14824",7327,1,3,16,19,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","n",548.1,0.5481,0
"14825",7327,1,3,17,19,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","m",771.7,0.7717,1
"14826",7327,1,3,18,19,"female","R","moralSelf","immoralOther","Nonmatching","Self","Self","Self","Good","n",731.8,0.7318,1
"14827",7327,1,3,19,19,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","m",647.1,0.6471,1
"14828",7327,1,3,20,19,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","m",932.9,0.9329,1
"14829",7327,1,3,21,19,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","m",776.2,0.7762,1
"14830",7327,1,3,22,19,"female","R","immoralSelf","moralSelf","Nonmatching","Self","Self","Self","Bad","n",748.6,0.7486,1
"14831",7327,1,3,23,19,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","m",756.2,0.7562,1
"14832",7327,1,3,24,19,"female","R","immoralSelf","immoralOther","Nonmatching","Self","Self","Self","Bad","n",632.1,0.6321,1
"14833",7327,1,4,1,19,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","m",631,0.631,1
"14834",7327,1,4,2,19,"female","R","moralOther","immoralSelf","Nonmatching","Other","Other","Stranger","Good","n",924.2,0.9242,1
"14835",7327,1,4,3,19,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","m",755.5,0.7555,1
"14836",7327,1,4,4,19,"female","R","immoralOther","immoralSelf","Nonmatching","Other","Other","Stranger","Bad","n",871.3,0.8713,1
"14837",7327,1,4,5,19,"female","R","moralOther","immoralOther","Nonmatching","Other","Other","Stranger","Good",NA,1084.1,1.0841,-1
"14838",7327,1,4,6,19,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","m",1015.9,1.0159,1
"14839",7327,1,4,7,19,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","m",649,0.649,1
"14840",7327,1,4,8,19,"female","R","moralSelf","moralOther","Nonmatching","Self","Self","Self","Good","m",614.7,0.6147,0
"14841",7327,1,4,9,19,"female","R","immoralSelf","immoralOther","Nonmatching","Self","Self","Self","Bad","n",767.7,0.7677,1
"14842",7327,1,4,10,19,"female","R","immoralSelf","moralSelf","Nonmatching","Self","Self","Self","Bad","n",727.8,0.7278,1
"14843",7327,1,4,11,19,"female","R","moralSelf","moralOther","Nonmatching","Self","Self","Self","Good","m",739.2,0.7392,0
"14844",7327,1,4,12,19,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","m",658.8,0.6588,1
"14845",7327,1,4,13,19,"female","R","moralSelf","immoralSelf","Nonmatching","Self","Self","Self","Good","n",700.8,0.7008,1
"14846",7327,1,4,14,19,"female","R","immoralOther","moralSelf","Nonmatching","Other","Other","Stranger","Bad","n",835.5,0.8355,1
"14847",7327,1,4,15,19,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good",NA,1084.1,1.0841,-1
"14848",7327,1,4,16,19,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","m",1031.4,1.0314,1
"14849",7327,1,4,17,19,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","m",620.7,0.6207,1
"14850",7327,1,4,18,19,"female","R","immoralSelf","immoralOther","Nonmatching","Self","Self","Self","Bad","m",465.9,0.4659,0
"14851",7327,1,4,19,19,"female","R","immoralOther","moralOther","Nonmatching","Other","Other","Stranger","Bad","n",772,0.772,1
"14852",7327,1,4,20,19,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","m",604,0.604,1
"14853",7327,1,4,21,19,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","m",576.9,0.5769,1
"14854",7327,1,4,22,19,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","n",765.2,0.7652,0
"14855",7327,1,4,23,19,"female","R","moralOther","immoralOther","Nonmatching","Other","Other","Stranger","Good","n",669.2,0.6692,1
"14856",7327,1,4,24,19,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","m",563.5,0.5635,1
"14857",7327,1,5,1,19,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","m",419.6,0.4196,1
"14858",7327,1,5,2,19,"female","R","moralOther","immoralSelf","Nonmatching","Other","Other","Stranger","Good","n",716.6,0.7166,1
"14859",7327,1,5,3,19,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","m",435.7,0.4357,1
"14860",7327,1,5,4,19,"female","R","moralOther","immoralOther","Nonmatching","Other","Other","Stranger","Good","n",813.2,0.8132,1
"14861",7327,1,5,5,19,"female","R","immoralOther","immoralSelf","Nonmatching","Other","Other","Stranger","Bad","m",558.2,0.5582,0
"14862",7327,1,5,6,19,"female","R","moralSelf","immoralOther","Nonmatching","Self","Self","Self","Good","m",642.1,0.6421,0
"14863",7327,1,5,7,19,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","m",667.6,0.6676,1
"14864",7327,1,5,8,19,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","m",953.8,0.9538,1
"14865",7327,1,5,9,19,"female","R","immoralOther","moralSelf","Nonmatching","Other","Other","Stranger","Bad","n",813.7,0.8137,1
"14866",7327,1,5,10,19,"female","R","moralOther","immoralSelf","Nonmatching","Other","Other","Stranger","Good","m",846.7,0.8467,0
"14867",7327,1,5,11,19,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","m",652.4,0.6524,1
"14868",7327,1,5,12,19,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","m",634.2,0.6342,1
"14869",7327,1,5,13,19,"female","R","immoralSelf","moralOther","Nonmatching","Self","Self","Self","Bad","n",699.6,0.6996,1
"14870",7327,1,5,14,19,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","m",570.4,0.5704,1
"14871",7327,1,5,15,19,"female","R","moralSelf","immoralSelf","Nonmatching","Self","Self","Self","Good","n",674.4,0.6744,1
"14872",7327,1,5,16,19,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","m",696.7,0.6967,1
"14873",7327,1,5,17,19,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","m",407.3,0.4073,1
"14874",7327,1,5,18,19,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","m",636.1,0.6361,1
"14875",7327,1,5,19,19,"female","R","immoralSelf","moralOther","Nonmatching","Self","Self","Self","Bad","n",573.6,0.5736,1
"14876",7327,1,5,20,19,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","m",673.9,0.6739,1
"14877",7327,1,5,21,19,"female","R","immoralSelf","immoralOther","Nonmatching","Self","Self","Self","Bad","m",576.1,0.5761,0
"14878",7327,1,5,22,19,"female","R","immoralOther","moralOther","Nonmatching","Other","Other","Stranger","Bad","n",692.4,0.6924,1
"14879",7327,1,5,23,19,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","m",619.2,0.6192,1
"14880",7327,1,5,24,19,"female","R","moralSelf","immoralSelf","Nonmatching","Self","Self","Self","Good","n",772.2,0.7722,1
"14881",7327,2,1,1,19,"female","R","moralSelf","moralOther","Nonmatching","Self","Self","Self","Good",NA,1084.1,1.0841,-1
"14882",7327,2,1,2,19,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","m",959.3,0.9593,1
"14883",7327,2,1,3,19,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","m",627.1,0.6271,1
"14884",7327,2,1,4,19,"female","R","moralOther","immoralOther","Nonmatching","Other","Other","Stranger","Good","n",688.4,0.6884,1
"14885",7327,2,1,5,19,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","m",906.9,0.9069,1
"14886",7327,2,1,6,19,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","m",581.8,0.5818,1
"14887",7327,2,1,7,19,"female","R","moralOther","moralSelf","Nonmatching","Other","Other","Stranger","Good","m",986.1,0.9861,0
"14888",7327,2,1,8,19,"female","R","immoralSelf","immoralOther","Nonmatching","Self","Self","Self","Bad","n",698.6,0.6986,1
"14889",7327,2,1,9,19,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","m",481.3,0.4813,1
"14890",7327,2,1,10,19,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","m",747.8,0.7478,1
"14891",7327,2,1,11,19,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","n",707.5,0.7075,0
"14892",7327,2,1,12,19,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","m",670.3,0.6703,1
"14893",7327,2,1,13,19,"female","R","moralSelf","moralOther","Nonmatching","Self","Self","Self","Good","n",1004.6,1.0046,1
"14894",7327,2,1,14,19,"female","R","immoralOther","moralSelf","Nonmatching","Other","Other","Stranger","Bad","n",753.3,0.7533,1
"14895",7327,2,1,15,19,"female","R","immoralOther","moralSelf","Nonmatching","Other","Other","Stranger","Bad","n",789.2,0.7892,1
"14896",7327,2,1,16,19,"female","R","immoralOther","moralOther","Nonmatching","Other","Other","Stranger","Bad","n",741.8,0.7418,1
"14897",7327,2,1,17,19,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","m",709.4,0.7094,1
"14898",7327,2,1,18,19,"female","R","moralSelf","moralOther","Nonmatching","Self","Self","Self","Good","m",600.3,0.6003,0
"14899",7327,2,1,19,19,"female","R","immoralSelf","moralSelf","Nonmatching","Self","Self","Self","Bad","n",749.1,0.7491,1
"14900",7327,2,1,20,19,"female","R","immoralSelf","moralSelf","Nonmatching","Self","Self","Self","Bad","n",724.7,0.7247,1
"14901",7327,2,1,21,19,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","m",715.9,0.7159,1
"14902",7327,2,1,22,19,"female","R","moralOther","immoralOther","Nonmatching","Other","Other","Stranger","Good","n",667,0.667,1
"14903",7327,2,1,23,19,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","m",637,0.637,1
"14904",7327,2,1,24,19,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","m",446.5,0.4465,1
"14905",7327,2,2,1,19,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","m",676.1,0.6761,1
"14906",7327,2,2,2,19,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","m",666.4,0.6664,1
"14907",7327,2,2,3,19,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","m",452.4,0.4524,1
"14908",7327,2,2,4,19,"female","R","immoralOther","immoralSelf","Nonmatching","Other","Other","Stranger","Bad","n",602.1,0.6021,1
"14909",7327,2,2,5,19,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","m",670.9,0.6709,1
"14910",7327,2,2,6,19,"female","R","immoralOther","moralOther","Nonmatching","Other","Other","Stranger","Bad","n",701.1,0.7011,1
"14911",7327,2,2,7,19,"female","R","immoralSelf","moralSelf","Nonmatching","Self","Self","Self","Bad","n",931.8,0.9318,1
"14912",7327,2,2,8,19,"female","R","moralOther","immoralSelf","Nonmatching","Other","Other","Stranger","Good","n",679.2,0.6792,1
"14913",7327,2,2,9,19,"female","R","moralOther","moralSelf","Nonmatching","Other","Other","Stranger","Good","m",661.4,0.6614,0
"14914",7327,2,2,10,19,"female","R","immoralSelf","moralOther","Nonmatching","Self","Self","Self","Bad","n",767.4,0.7674,1
"14915",7327,2,2,11,19,"female","R","moralSelf","immoralOther","Nonmatching","Self","Self","Self","Good","n",831.5,0.8315,1
"14916",7327,2,2,12,19,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","m",892.8,0.8928,1
"14917",7327,2,2,13,19,"female","R","immoralOther","moralOther","Nonmatching","Other","Other","Stranger","Bad","n",787.6,0.7876,1
"14918",7327,2,2,14,19,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","n",684,0.684,0
"14919",7327,2,2,15,19,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","m",414.4,0.4144,1
"14920",7327,2,2,16,19,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","m",887.5,0.8875,1
"14921",7327,2,2,17,19,"female","R","moralSelf","immoralOther","Nonmatching","Self","Self","Self","Good","n",537.9,0.5379,1
"14922",7327,2,2,18,19,"female","R","moralOther","immoralSelf","Nonmatching","Other","Other","Stranger","Good","n",709.2,0.7092,1
"14923",7327,2,2,19,19,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","m",776.2,0.7762,1
"14924",7327,2,2,20,19,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","m",916.5,0.9165,1
"14925",7327,2,2,21,19,"female","R","immoralSelf","moralOther","Nonmatching","Self","Self","Self","Bad","n",907.6,0.9076,1
"14926",7327,2,2,22,19,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","m",558.6,0.5586,1
"14927",7327,2,2,23,19,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","m",602.4,0.6024,1
"14928",7327,2,2,24,19,"female","R","moralSelf","moralOther","Nonmatching","Self","Self","Self","Good","m",559.2,0.5592,0
"14929",7327,2,3,1,19,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","m",563.1,0.5631,1
"14930",7327,2,3,2,19,"female","R","immoralOther","immoralSelf","Nonmatching","Other","Other","Stranger","Bad","m",643.2,0.6432,0
"14931",7327,2,3,3,19,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","m",740.7,0.7407,1
"14932",7327,2,3,4,19,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","m",684.3,0.6843,1
"14933",7327,2,3,5,19,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","m",686.8,0.6868,1
"14934",7327,2,3,6,19,"female","R","immoralOther","moralSelf","Nonmatching","Other","Other","Stranger","Bad","n",601.2,0.6012,1
"14935",7327,2,3,7,19,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","m",717.9,0.7179,1
"14936",7327,2,3,8,19,"female","R","moralSelf","immoralOther","Nonmatching","Self","Self","Self","Good","n",661.1,0.6611,1
"14937",7327,2,3,9,19,"female","R","moralOther","immoralOther","Nonmatching","Other","Other","Stranger","Good","n",759.1,0.7591,1
"14938",7327,2,3,10,19,"female","R","immoralSelf","moralOther","Nonmatching","Self","Self","Self","Bad","n",698.9,0.6989,1
"14939",7327,2,3,11,19,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","n",689.6,0.6896,0
"14940",7327,2,3,12,19,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","m",452,0.452,1
"14941",7327,2,3,13,19,"female","R","moralOther","immoralOther","Nonmatching","Other","Other","Stranger","Good","n",609.8,0.6098,1
"14942",7327,2,3,14,19,"female","R","immoralSelf","immoralOther","Nonmatching","Self","Self","Self","Bad","n",778.8,0.7788,1
"14943",7327,2,3,15,19,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","m",815.1,0.8151,1
"14944",7327,2,3,16,19,"female","R","moralSelf","immoralOther","Nonmatching","Self","Self","Self","Good","n",640.2,0.6402,1
"14945",7327,2,3,17,19,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","m",649.7,0.6497,1
"14946",7327,2,3,18,19,"female","R","immoralSelf","moralOther","Nonmatching","Self","Self","Self","Bad","n",631.4,0.6314,1
"14947",7327,2,3,19,19,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","m",804.7,0.8047,1
"14948",7327,2,3,20,19,"female","R","moralOther","immoralOther","Nonmatching","Other","Other","Stranger","Good","n",681.5,0.6815,1
"14949",7327,2,3,21,19,"female","R","immoralOther","moralOther","Nonmatching","Other","Other","Stranger","Bad","n",692,0.692,1
"14950",7327,2,3,22,19,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","m",610.6,0.6106,1
"14951",7327,2,3,23,19,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","m",451.6,0.4516,1
"14952",7327,2,3,24,19,"female","R","moralSelf","moralOther","Nonmatching","Self","Self","Self","Good","m",849.4,0.8494,0
"14953",7327,2,4,1,19,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","m",815.3,0.8153,1
"14954",7327,2,4,2,19,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","m",872.4,0.8724,1
"14955",7327,2,4,3,19,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","m",646.6,0.6466,1
"14956",7327,2,4,4,19,"female","R","immoralSelf","moralSelf","Nonmatching","Self","Self","Self","Bad","n",700.3,0.7003,1
"14957",7327,2,4,5,19,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","m",843,0.843,1
"14958",7327,2,4,6,19,"female","R","moralOther","immoralSelf","Nonmatching","Other","Other","Stranger","Good","n",996.5,0.9965,1
"14959",7327,2,4,7,19,"female","R","moralOther","immoralOther","Nonmatching","Other","Other","Stranger","Good","n",893.1,0.8931,1
"14960",7327,2,4,8,19,"female","R","immoralOther","moralOther","Nonmatching","Other","Other","Stranger","Bad","n",731.8,0.7318,1
"14961",7327,2,4,9,19,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","m",839.1,0.8391,1
"14962",7327,2,4,10,19,"female","R","immoralSelf","moralOther","Nonmatching","Self","Self","Self","Bad","n",632.6,0.6326,1
"14963",7327,2,4,11,19,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","m",642.2,0.6422,1
"14964",7327,2,4,12,19,"female","R","moralSelf","immoralOther","Nonmatching","Self","Self","Self","Good","n",587.6,0.5876,1
"14965",7327,2,4,13,19,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","m",620.2,0.6202,1
"14966",7327,2,4,14,19,"female","R","moralOther","moralSelf","Nonmatching","Other","Other","Stranger","Good","n",901.3,0.9013,1
"14967",7327,2,4,15,19,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","m",700,0.7,1
"14968",7327,2,4,16,19,"female","R","moralSelf","moralOther","Nonmatching","Self","Self","Self","Good","m",738.5,0.7385,0
"14969",7327,2,4,17,19,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","m",690.2,0.6902,1
"14970",7327,2,4,18,19,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","n",956.6,0.9566,0
"14971",7327,2,4,19,19,"female","R","immoralOther","moralOther","Nonmatching","Other","Other","Stranger","Bad","n",824.5,0.8245,1
"14972",7327,2,4,20,19,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","m",605.8,0.6058,1
"14973",7327,2,4,21,19,"female","R","immoralSelf","moralOther","Nonmatching","Self","Self","Self","Bad","n",690.6,0.6906,1
"14974",7327,2,4,22,19,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good",NA,1084.1,1.0841,-1
"14975",7327,2,4,23,19,"female","R","immoralOther","moralOther","Nonmatching","Other","Other","Stranger","Bad","n",735.6,0.7356,1
"14976",7327,2,4,24,19,"female","R","moralSelf","immoralOther","Nonmatching","Self","Self","Self","Good","n",914.9,0.9149,1
"14977",7327,2,5,1,19,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","m",466,0.466,1
"14978",7327,2,5,2,19,"female","R","moralOther","immoralSelf","Nonmatching","Other","Other","Stranger","Good","n",644,0.644,1
"14979",7327,2,5,3,19,"female","R","immoralOther","moralSelf","Nonmatching","Other","Other","Stranger","Bad","n",673.7,0.6737,1
"14980",7327,2,5,4,19,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","m",743.9,0.7439,1
"14981",7327,2,5,5,19,"female","R","moralOther","moralSelf","Nonmatching","Other","Other","Stranger","Good","n",599.5,0.5995,1
"14982",7327,2,5,6,19,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","m",644.4,0.6444,1
"14983",7327,2,5,7,19,"female","R","moralOther","immoralSelf","Nonmatching","Other","Other","Stranger","Good","n",682.1,0.6821,1
"14984",7327,2,5,8,19,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","m",412.5,0.4125,1
"14985",7327,2,5,9,19,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","n",597.6,0.5976,0
"14986",7327,2,5,10,19,"female","R","immoralSelf","moralOther","Nonmatching","Self","Self","Self","Bad","n",594.3,0.5943,1
"14987",7327,2,5,11,19,"female","R","immoralOther","moralOther","Nonmatching","Other","Other","Stranger","Bad","m",610.9,0.6109,0
"14988",7327,2,5,12,19,"female","R","immoralSelf","moralSelf","Nonmatching","Self","Self","Self","Bad","m",804,0.804,0
"14989",7327,2,5,13,19,"female","R","moralSelf","immoralSelf","Nonmatching","Self","Self","Self","Good","n",928.8,0.9288,1
"14990",7327,2,5,14,19,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","m",716.1,0.7161,1
"14991",7327,2,5,15,19,"female","R","immoralSelf","immoralOther","Nonmatching","Self","Self","Self","Bad","n",675.3,0.6753,1
"14992",7327,2,5,16,19,"female","R","moralSelf","immoralSelf","Nonmatching","Self","Self","Self","Good","n",681.5,0.6815,1
"14993",7327,2,5,17,19,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","m",451.9,0.4519,1
"14994",7327,2,5,18,19,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","m",849.6,0.8496,1
"14995",7327,2,5,19,19,"female","R","moralSelf","immoralSelf","Nonmatching","Self","Self","Self","Good","n",847.4,0.8474,1
"14996",7327,2,5,20,19,"female","R","immoralOther","immoralSelf","Nonmatching","Other","Other","Stranger","Bad","n",1045.1,1.0451,1
"14997",7327,2,5,21,19,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","m",554.8,0.5548,1
"14998",7327,2,5,22,19,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","m",646.7,0.6467,1
"14999",7327,2,5,23,19,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","m",596.5,0.5965,1
"15000",7327,2,5,24,19,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","n",669.1,0.6691,0
"15001",7327,3,1,1,19,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","m",779.8,0.7798,1
"15002",7327,3,1,2,19,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","m",592.1,0.5921,1
"15003",7327,3,1,3,19,"female","R","moralOther","moralSelf","Nonmatching","Other","Other","Stranger","Good",NA,1084.1,1.0841,-1
"15004",7327,3,1,4,19,"female","R","immoralOther","moralOther","Nonmatching","Other","Other","Stranger","Bad","n",715.2,0.7152,1
"15005",7327,3,1,5,19,"female","R","immoralOther","moralSelf","Nonmatching","Other","Other","Stranger","Bad","n",698.4,0.6984,1
"15006",7327,3,1,6,19,"female","R","moralOther","immoralSelf","Nonmatching","Other","Other","Stranger","Good","n",872.9,0.8729,1
"15007",7327,3,1,7,19,"female","R","moralOther","moralSelf","Nonmatching","Other","Other","Stranger","Good","n",927.2,0.9272,1
"15008",7327,3,1,8,19,"female","R","moralSelf","immoralOther","Nonmatching","Self","Self","Self","Good","n",746.6,0.7466,1
"15009",7327,3,1,9,19,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","m",754.2,0.7542,1
"15010",7327,3,1,10,19,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","m",694.1,0.6941,1
"15011",7327,3,1,11,19,"female","R","moralSelf","immoralOther","Nonmatching","Self","Self","Self","Good","m",764.8,0.7648,0
"15012",7327,3,1,12,19,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","m",620.8,0.6208,1
"15013",7327,3,1,13,19,"female","R","immoralSelf","moralSelf","Nonmatching","Self","Self","Self","Bad","n",610.1,0.6101,1
"15014",7327,3,1,14,19,"female","R","immoralOther","moralSelf","Nonmatching","Other","Other","Stranger","Bad","n",627.1,0.6271,1
"15015",7327,3,1,15,19,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","m",640.4,0.6404,1
"15016",7327,3,1,16,19,"female","R","moralSelf","immoralOther","Nonmatching","Self","Self","Self","Good","n",593.9,0.5939,1
"15017",7327,3,1,17,19,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","m",578.4,0.5784,1
