"","Subject","Label","Matching","Origin_Identity","English_Identity","Standardized_Idnetity","RT_ms","RT_sec","ACC"
"1732",5,"Friend","Nonmatching","Friend","Friend","Close",501,0.501,0
"1733",5,"Friend","Nonmatching","Friend","Friend","Close",477,0.477,1
"1734",5,"Friend","Nonmatching","Friend","Friend","Close",535,0.535,1
"1735",5,"Friend","Nonmatching","Friend","Friend","Close",566,0.566,1
"1736",5,"Friend","Nonmatching","Friend","Friend","Close",882,0.882,1
"1737",5,"Friend","Nonmatching","Friend","Friend","Close",1029,1.029,0
"1738",5,"Friend","Nonmatching","Friend","Friend","Close",804,0.804,1
"1739",5,"Friend","Nonmatching","Friend","Friend","Close",485,0.485,1
"1740",5,"Friend","Nonmatching","Friend","Friend","Close",937,0.937,1
"1741",5,"Friend","Nonmatching","Friend","Friend","Close",672,0.672,1
"1742",5,"Friend","Nonmatching","Friend","Friend","Close",635,0.635,1
"1743",5,"Friend","Nonmatching","Friend","Friend","Close",492,0.492,1
"1744",5,"Friend","Nonmatching","Friend","Friend","Close",537,0.537,1
"1745",5,"Friend","Nonmatching","Friend","Friend","Close",478,0.478,1
"1746",5,"Friend","Nonmatching","Friend","Friend","Close",480,0.48,1
"1747",5,"Friend","Nonmatching","Friend","Friend","Close",508,0.508,1
"1748",5,"Friend","Nonmatching","Friend","Friend","Close",820,0.82,1
"1749",5,"Friend","Nonmatching","Friend","Friend","Close",724,0.724,0
"1750",5,"Friend","Nonmatching","Friend","Friend","Close",584,0.584,1
"1751",5,"Friend","Nonmatching","Friend","Friend","Close",512,0.512,1
"1752",5,"Friend","Nonmatching","Friend","Friend","Close",242,0.242,0
"1753",5,"Friend","Nonmatching","Friend","Friend","Close",559,0.559,1
"1754",5,"Friend","Nonmatching","Friend","Friend","Close",825,0.825,1
"1755",5,"Friend","Nonmatching","Friend","Friend","Close",502,0.502,1
"1756",5,"Friend","Nonmatching","Friend","Friend","Close",559,0.559,1
"1757",5,"Friend","Nonmatching","Friend","Friend","Close",572,0.572,1
"1758",5,"Friend","Nonmatching","Friend","Friend","Close",724,0.724,1
"1759",5,"Friend","Nonmatching","Friend","Friend","Close",491,0.491,1
"1760",5,"Friend","Nonmatching","Friend","Friend","Close",648,0.648,1
"1761",5,"Friend","Nonmatching","Friend","Friend","Close",892,0.892,1
"1762",5,"Friend","Nonmatching","Friend","Friend","Close",669,0.669,1
"1763",5,"Friend","Nonmatching","Friend","Friend","Close",574,0.574,1
"1764",5,"Friend","Nonmatching","Friend","Friend","Close",547,0.547,1
"1765",5,"Friend","Nonmatching","Friend","Friend","Close",571,0.571,1
"1766",5,"Friend","Nonmatching","Friend","Friend","Close",732,0.732,1
"1767",5,"Friend","Nonmatching","Friend","Friend","Close",586,0.586,0
"1768",5,"Friend","Nonmatching","Friend","Friend","Close",677,0.677,1
"1769",5,"Friend","Nonmatching","Friend","Friend","Close",604,0.604,1
"1770",5,"Friend","Nonmatching","Friend","Friend","Close",603,0.603,1
"1771",5,"Friend","Nonmatching","Friend","Friend","Close",575,0.575,1
"1772",5,"Friend","Nonmatching","Friend","Friend","Close",625,0.625,1
"1773",5,"Friend","Nonmatching","Friend","Friend","Close",828,0.828,1
"1774",5,"Friend","Nonmatching","Friend","Friend","Close",420,0.42,0
"1775",5,"Friend","Nonmatching","Friend","Friend","Close",537,0.537,1
"1776",5,"Friend","Nonmatching","Friend","Friend","Close",699,0.699,1
"1777",5,"Friend","Nonmatching","Friend","Friend","Close",522,0.522,1
"1778",5,"Friend","Nonmatching","Friend","Friend","Close",731,0.731,1
"1779",5,"Friend","Nonmatching","Friend","Friend","Close",537,0.537,1
"1780",5,"Friend","Nonmatching","Friend","Friend","Close",629,0.629,1
"1781",5,"Friend","Nonmatching","Friend","Friend","Close",540,0.54,0
"1782",5,"Friend","Nonmatching","Friend","Friend","Close",624,0.624,0
"1783",5,"Friend","Nonmatching","Friend","Friend","Close",617,0.617,0
"1784",5,"Friend","Nonmatching","Friend","Friend","Close",590,0.59,1
"1785",5,"Friend","Nonmatching","Friend","Friend","Close",414,0.414,0
"1786",5,"Friend","Nonmatching","Friend","Friend","Close",559,0.559,1
"1787",5,"Friend","Nonmatching","Friend","Friend","Close",267,0.267,1
"1788",5,"Friend","Nonmatching","Friend","Friend","Close",451,0.451,1
"1789",5,"Friend","Nonmatching","Friend","Friend","Close",487,0.487,0
"1790",5,"Friend","Nonmatching","Friend","Friend","Close",579,0.579,1
"1791",5,"Friend","Nonmatching","Friend","Friend","Close",689,0.689,1
"1792",5,"Friend","Nonmatching","Friend","Friend","Close",579,0.579,1
"1793",5,"Friend","Nonmatching","Friend","Friend","Close",677,0.677,1
"1794",5,"Friend","Nonmatching","Friend","Friend","Close",582,0.582,1
"1795",5,"Friend","Nonmatching","Friend","Friend","Close",839,0.839,1
"1796",5,"Friend","Nonmatching","Friend","Friend","Close",656,0.656,1
"1797",5,"Friend","Nonmatching","Friend","Friend","Close",569,0.569,1
"1798",5,"Self","Nonmatching","Self","Self","Self",541,0.541,0
"1799",5,"Self","Nonmatching","Self","Self","Self",671,0.671,1
"1800",5,"Self","Nonmatching","Self","Self","Self",592,0.592,1
"1801",5,"Self","Nonmatching","Self","Self","Self",504,0.504,1
"1802",5,"Self","Nonmatching","Self","Self","Self",840,0.84,1
"1803",5,"Self","Nonmatching","Self","Self","Self",342,0.342,0
"1804",5,"Self","Nonmatching","Self","Self","Self",591,0.591,1
"1805",5,"Self","Nonmatching","Self","Self","Self",1092,1.092,1
"1806",5,"Self","Nonmatching","Self","Self","Self",733,0.733,0
"1807",5,"Self","Nonmatching","Self","Self","Self",645,0.645,1
"1808",5,"Self","Nonmatching","Self","Self","Self",399,0.399,1
"1809",5,"Self","Nonmatching","Self","Self","Self",378,0.378,1
"1810",5,"Self","Nonmatching","Self","Self","Self",810,0.81,1
"1811",5,"Self","Nonmatching","Self","Self","Self",645,0.645,1
"1812",5,"Self","Nonmatching","Self","Self","Self",595,0.595,1
"1813",5,"Self","Nonmatching","Self","Self","Self",617,0.617,1
"1814",5,"Self","Nonmatching","Self","Self","Self",941,0.941,1
"1815",5,"Self","Nonmatching","Self","Self","Self",587,0.587,1
"1816",5,"Self","Nonmatching","Self","Self","Self",796,0.796,0
"1817",5,"Self","Nonmatching","Self","Self","Self",688,0.688,1
"1818",5,"Self","Nonmatching","Self","Self","Self",562,0.562,1
"1819",5,"Self","Nonmatching","Self","Self","Self",493,0.493,1
"1820",5,"Self","Nonmatching","Self","Self","Self",525,0.525,1
"1821",5,"Self","Nonmatching","Self","Self","Self",609,0.609,1
"1822",5,"Self","Nonmatching","Self","Self","Self",424,0.424,0
"1823",5,"Self","Nonmatching","Self","Self","Self",556,0.556,1
"1824",5,"Self","Nonmatching","Self","Self","Self",675,0.675,1
"1825",5,"Self","Nonmatching","Self","Self","Self",509,0.509,1
"1826",5,"Self","Nonmatching","Self","Self","Self",397,0.397,1
"1827",5,"Self","Nonmatching","Self","Self","Self",580,0.58,1
"1828",5,"Self","Nonmatching","Self","Self","Self",438,0.438,1
"1829",5,"Self","Nonmatching","Self","Self","Self",532,0.532,1
"1830",5,"Self","Nonmatching","Self","Self","Self",243,0.243,1
"1831",5,"Self","Nonmatching","Self","Self","Self",762,0.762,1
"1832",5,"Self","Nonmatching","Self","Self","Self",529,0.529,1
"1833",5,"Self","Nonmatching","Self","Self","Self",747,0.747,0
"1834",5,"Self","Nonmatching","Self","Self","Self",673,0.673,1
"1835",5,"Self","Nonmatching","Self","Self","Self",849,0.849,1
"1836",5,"Self","Nonmatching","Self","Self","Self",772,0.772,1
"1837",5,"Self","Nonmatching","Self","Self","Self",536,0.536,1
"1838",5,"Self","Nonmatching","Self","Self","Self",493,0.493,1
"1839",5,"Self","Nonmatching","Self","Self","Self",591,0.591,1
"1840",5,"Self","Nonmatching","Self","Self","Self",610,0.61,1
"1841",5,"Self","Nonmatching","Self","Self","Self",452,0.452,1
"1842",5,"Self","Nonmatching","Self","Self","Self",393,0.393,1
"1843",5,"Self","Nonmatching","Self","Self","Self",1145,1.145,1
"1844",5,"Self","Nonmatching","Self","Self","Self",680,0.68,0
"1845",5,"Self","Nonmatching","Self","Self","Self",556,0.556,1
"1846",5,"Self","Nonmatching","Self","Self","Self",435,0.435,1
"1847",5,"Self","Nonmatching","Self","Self","Self",498,0.498,0
"1848",5,"Self","Nonmatching","Self","Self","Self",637,0.637,1
"1849",5,"Self","Nonmatching","Self","Self","Self",542,0.542,0
"1850",5,"Self","Nonmatching","Self","Self","Self",316,0.316,0
"1851",5,"Self","Nonmatching","Self","Self","Self",429,0.429,1
"1852",5,"Self","Nonmatching","Self","Self","Self",463,0.463,1
"1853",5,"Self","Nonmatching","Self","Self","Self",458,0.458,1
"1854",5,"Self","Nonmatching","Self","Self","Self",529,0.529,1
"1855",5,"Self","Nonmatching","Self","Self","Self",566,0.566,1
"1856",5,"Self","Nonmatching","Self","Self","Self",1057,1.057,1
"1857",5,"Self","Nonmatching","Self","Self","Self",739,0.739,1
"1858",5,"Self","Nonmatching","Self","Self","Self",789,0.789,1
"1859",5,"Self","Nonmatching","Self","Self","Self",463,0.463,0
"1860",5,"Self","Nonmatching","Self","Self","Self",738,0.738,1
"1861",5,"Self","Nonmatching","Self","Self","Self",598,0.598,1
"1862",5,"Self","Nonmatching","Self","Self","Self",697,0.697,1
"1863",5,"Self","Nonmatching","Self","Self","Self",818,0.818,1
"1864",5,"Self","Nonmatching","Self","Self","Self",302,0.302,0
"1865",5,"Self","Nonmatching","Self","Self","Self",461,0.461,1
"1866",5,"Self","Nonmatching","Self","Self","Self",538,0.538,0
"1867",5,"Self","Nonmatching","Self","Self","Self",422,0.422,0
"1868",5,"Friend","Nonmatching","Self","Self","Self",492,0.492,0
"1869",5,"Friend","Nonmatching","Self","Self","Self",584,0.584,1
"1870",5,"Friend","Nonmatching","Self","Self","Self",838,0.838,1
"1871",5,"Friend","Nonmatching","Self","Self","Self",678,0.678,0
"1872",5,"Friend","Nonmatching","Self","Self","Self",661,0.661,1
"1873",5,"Friend","Nonmatching","Self","Self","Self",703,0.703,1
"1874",5,"Friend","Nonmatching","Self","Self","Self",560,0.56,0
"1875",5,"Friend","Nonmatching","Self","Self","Self",894,0.894,1
"1876",5,"Friend","Nonmatching","Self","Self","Self",587,0.587,0
"1877",5,"Friend","Nonmatching","Self","Self","Self",470,0.47,0
"1878",5,"Friend","Nonmatching","Self","Self","Self",654,0.654,1
"1879",5,"Friend","Nonmatching","Self","Self","Self",488,0.488,1
"1880",5,"Friend","Nonmatching","Self","Self","Self",602,0.602,1
"1881",5,"Friend","Nonmatching","Self","Self","Self",492,0.492,0
"1882",5,"Friend","Nonmatching","Self","Self","Self",580,0.58,0
"1883",5,"Friend","Nonmatching","Self","Self","Self",616,0.616,0
"1884",5,"Friend","Nonmatching","Self","Self","Self",698,0.698,1
"1885",5,"Friend","Nonmatching","Self","Self","Self",271,0.271,0
"1886",5,"Friend","Nonmatching","Self","Self","Self",499,0.499,1
"1887",5,"Friend","Nonmatching","Self","Self","Self",483,0.483,0
"1888",5,"Friend","Nonmatching","Self","Self","Self",596,0.596,0
"1889",5,"Friend","Nonmatching","Self","Self","Self",579,0.579,1
"1890",5,"Friend","Nonmatching","Self","Self","Self",713,0.713,1
"1891",5,"Friend","Nonmatching","Self","Self","Self",506,0.506,1
"1892",6,"Self","Matching","Friend","Friend","Close",972,0.972,0
"1893",6,"Self","Matching","Friend","Friend","Close",1047,1.047,1
"1894",6,"Self","Matching","Friend","Friend","Close",690,0.69,0
"1895",6,"Self","Matching","Friend","Friend","Close",851,0.851,0
"1896",6,"Self","Matching","Friend","Friend","Close",744,0.744,1
"1897",6,"Self","Matching","Friend","Friend","Close",811,0.811,1
"1898",6,"Self","Matching","Friend","Friend","Close",801,0.801,1
"1899",6,"Self","Matching","Friend","Friend","Close",834,0.834,1
"1900",6,"Self","Matching","Friend","Friend","Close",749,0.749,1
"1901",6,"Self","Matching","Friend","Friend","Close",671,0.671,0
"1902",6,"Self","Matching","Friend","Friend","Close",606,0.606,0
"1903",6,"Self","Matching","Friend","Friend","Close",547,0.547,1
"1904",6,"Self","Matching","Friend","Friend","Close",657,0.657,1
"1905",6,"Self","Matching","Friend","Friend","Close",985,0.985,1
"1906",6,"Self","Matching","Friend","Friend","Close",529,0.529,0
"1907",6,"Self","Matching","Friend","Friend","Close",948,0.948,1
"1908",6,"Self","Matching","Friend","Friend","Close",545,0.545,1
"1909",6,"Self","Matching","Friend","Friend","Close",885,0.885,0
"1910",6,"Self","Matching","Friend","Friend","Close",480,0.48,1
"1911",6,"Self","Matching","Friend","Friend","Close",627,0.627,1
"1912",6,"Self","Matching","Friend","Friend","Close",635,0.635,1
"1913",6,"Self","Matching","Friend","Friend","Close",603,0.603,0
"1914",6,"Friend","Matching","Friend","Friend","Close",716,0.716,1
"1915",6,"Friend","Matching","Friend","Friend","Close",485,0.485,1
"1916",6,"Friend","Matching","Friend","Friend","Close",1015,1.015,1
"1917",6,"Friend","Matching","Friend","Friend","Close",447,0.447,0
"1918",6,"Friend","Matching","Friend","Friend","Close",569,0.569,1
"1919",6,"Friend","Matching","Friend","Friend","Close",910,0.91,1
"1920",6,"Friend","Matching","Friend","Friend","Close",681,0.681,1
"1921",6,"Friend","Matching","Friend","Friend","Close",637,0.637,0
"1922",6,"Friend","Matching","Friend","Friend","Close",457,0.457,1
"1923",6,"Friend","Matching","Friend","Friend","Close",454,0.454,1
"1924",6,"Friend","Matching","Friend","Friend","Close",480,0.48,1
"1925",6,"Friend","Matching","Friend","Friend","Close",671,0.671,1
"1926",6,"Friend","Matching","Friend","Friend","Close",636,0.636,1
"1927",6,"Friend","Matching","Friend","Friend","Close",475,0.475,1
"1928",6,"Friend","Matching","Friend","Friend","Close",474,0.474,1
"1929",6,"Friend","Matching","Friend","Friend","Close",631,0.631,1
"1930",6,"Friend","Matching","Friend","Friend","Close",829,0.829,1
"1931",6,"Friend","Matching","Friend","Friend","Close",486,0.486,1
"1932",6,"Friend","Matching","Friend","Friend","Close",472,0.472,1
"1933",6,"Friend","Matching","Friend","Friend","Close",330,0.33,1
"1934",6,"Friend","Matching","Friend","Friend","Close",486,0.486,1
"1935",6,"Friend","Matching","Friend","Friend","Close",603,0.603,1
"1936",6,"Friend","Matching","Friend","Friend","Close",393,0.393,1
"1937",6,"Friend","Matching","Friend","Friend","Close",588,0.588,1
"1938",6,"Friend","Matching","Friend","Friend","Close",593,0.593,1
"1939",6,"Friend","Matching","Friend","Friend","Close",829,0.829,1
"1940",6,"Friend","Matching","Friend","Friend","Close",501,0.501,1
"1941",6,"Friend","Matching","Friend","Friend","Close",541,0.541,1
"1942",6,"Friend","Matching","Friend","Friend","Close",495,0.495,1
"1943",6,"Friend","Matching","Friend","Friend","Close",1006,1.006,1
"1944",6,"Friend","Matching","Friend","Friend","Close",486,0.486,1
"1945",6,"Friend","Matching","Friend","Friend","Close",466,0.466,1
"1946",6,"Friend","Matching","Friend","Friend","Close",813,0.813,0
"1947",6,"Friend","Matching","Friend","Friend","Close",749,0.749,1
"1948",6,"Friend","Matching","Friend","Friend","Close",845,0.845,1
"1949",6,"Friend","Matching","Friend","Friend","Close",841,0.841,1
"1950",6,"Friend","Matching","Friend","Friend","Close",510,0.51,1
"1951",6,"Friend","Matching","Friend","Friend","Close",673,0.673,1
"1952",6,"Friend","Matching","Friend","Friend","Close",670,0.67,1
"1953",6,"Friend","Matching","Friend","Friend","Close",756,0.756,1
"1954",6,"Friend","Matching","Friend","Friend","Close",747,0.747,1
"1955",6,"Friend","Matching","Friend","Friend","Close",520,0.52,1
"1956",6,"Friend","Matching","Friend","Friend","Close",736,0.736,1
"1957",6,"Friend","Matching","Friend","Friend","Close",602,0.602,1
"1958",6,"Friend","Matching","Friend","Friend","Close",601,0.601,1
"1959",6,"Friend","Matching","Friend","Friend","Close",591,0.591,1
"1960",6,"Friend","Matching","Friend","Friend","Close",965,0.965,1
"1961",6,"Friend","Matching","Friend","Friend","Close",529,0.529,1
"1962",6,"Friend","Matching","Friend","Friend","Close",533,0.533,1
"1963",6,"Friend","Matching","Friend","Friend","Close",479,0.479,1
"1964",6,"Friend","Matching","Friend","Friend","Close",382,0.382,1
"1965",6,"Friend","Matching","Friend","Friend","Close",673,0.673,0
"1966",6,"Friend","Matching","Friend","Friend","Close",432,0.432,1
"1967",6,"Friend","Matching","Friend","Friend","Close",682,0.682,1
"1968",6,"Friend","Matching","Friend","Friend","Close",500,0.5,1
"1969",6,"Friend","Matching","Friend","Friend","Close",730,0.73,1
"1970",6,"Friend","Matching","Friend","Friend","Close",609,0.609,0
"1971",6,"Friend","Matching","Friend","Friend","Close",867,0.867,1
"1972",6,"Friend","Matching","Friend","Friend","Close",901,0.901,1
"1973",6,"Friend","Matching","Friend","Friend","Close",621,0.621,1
"1974",6,"Friend","Matching","Friend","Friend","Close",499,0.499,1
"1975",6,"Friend","Matching","Friend","Friend","Close",386,0.386,1
"1976",6,"Friend","Matching","Friend","Friend","Close",443,0.443,1
"1977",6,"Friend","Matching","Friend","Friend","Close",378,0.378,1
"1978",6,"Friend","Matching","Friend","Friend","Close",779,0.779,0
"1979",6,"Friend","Matching","Friend","Friend","Close",1088,1.088,1
"1980",6,"Friend","Matching","Friend","Friend","Close",429,0.429,1
"1981",6,"Friend","Matching","Friend","Friend","Close",519,0.519,1
"1982",6,"Self","Matching","Self","Self","Self",777,0.777,1
"1983",6,"Self","Matching","Self","Self","Self",851,0.851,1
"1984",6,"Self","Matching","Self","Self","Self",832,0.832,1
"1985",6,"Self","Matching","Self","Self","Self",642,0.642,1
"1986",6,"Self","Matching","Self","Self","Self",569,0.569,1
"1987",6,"Self","Matching","Self","Self","Self",904,0.904,1
"1988",6,"Self","Matching","Self","Self","Self",685,0.685,0
"1989",6,"Self","Matching","Self","Self","Self",1043,1.043,1
"1990",6,"Self","Matching","Self","Self","Self",609,0.609,1
"1991",6,"Self","Matching","Self","Self","Self",499,0.499,1
"1992",6,"Self","Matching","Self","Self","Self",723,0.723,1
"1993",6,"Self","Matching","Self","Self","Self",790,0.79,1
"1994",6,"Self","Matching","Self","Self","Self",598,0.598,1
"1995",6,"Self","Matching","Self","Self","Self",754,0.754,1
"1996",6,"Self","Matching","Self","Self","Self",716,0.716,1
"1997",6,"Self","Matching","Self","Self","Self",768,0.768,1
"1998",6,"Self","Matching","Self","Self","Self",444,0.444,1
"1999",6,"Self","Matching","Self","Self","Self",870,0.87,1
"2000",6,"Self","Matching","Self","Self","Self",541,0.541,1
"2001",6,"Self","Matching","Self","Self","Self",552,0.552,1
"2002",6,"Self","Matching","Self","Self","Self",870,0.87,1
"2003",6,"Self","Matching","Self","Self","Self",660,0.66,1
"2004",6,"Self","Matching","Self","Self","Self",934,0.934,1
"2005",6,"Self","Matching","Self","Self","Self",641,0.641,1
"2006",6,"Self","Matching","Self","Self","Self",501,0.501,1
"2007",6,"Self","Matching","Self","Self","Self",806,0.806,1
"2008",6,"Self","Matching","Self","Self","Self",773,0.773,1
"2009",6,"Self","Matching","Self","Self","Self",656,0.656,1
"2010",6,"Self","Matching","Self","Self","Self",755,0.755,1
"2011",6,"Self","Matching","Self","Self","Self",644,0.644,1
"2012",6,"Self","Matching","Self","Self","Self",443,0.443,1
"2013",6,"Self","Matching","Self","Self","Self",513,0.513,1
"2014",6,"Self","Matching","Self","Self","Self",717,0.717,1
"2015",6,"Self","Matching","Self","Self","Self",521,0.521,1
"2016",6,"Self","Matching","Self","Self","Self",807,0.807,1
"2017",6,"Self","Matching","Self","Self","Self",654,0.654,1
"2018",6,"Self","Matching","Self","Self","Self",705,0.705,1
"2019",6,"Self","Matching","Self","Self","Self",528,0.528,1
"2020",6,"Self","Matching","Self","Self","Self",436,0.436,1
"2021",6,"Self","Matching","Self","Self","Self",737,0.737,0
"2022",6,"Self","Matching","Self","Self","Self",839,0.839,1
"2023",6,"Self","Matching","Self","Self","Self",412,0.412,1
"2024",6,"Self","Matching","Self","Self","Self",526,0.526,1
"2025",6,"Self","Matching","Self","Self","Self",1064,1.064,0
"2026",6,"Self","Matching","Self","Self","Self",560,0.56,1
"2027",6,"Self","Matching","Self","Self","Self",486,0.486,0
"2028",6,"Self","Matching","Self","Self","Self",587,0.587,1
"2029",6,"Self","Matching","Self","Self","Self",752,0.752,1
"2030",6,"Self","Matching","Self","Self","Self",992,0.992,1
"2031",6,"Self","Matching","Self","Self","Self",610,0.61,1
"2032",6,"Self","Matching","Self","Self","Self",792,0.792,1
"2033",6,"Self","Matching","Self","Self","Self",615,0.615,1
"2034",6,"Self","Matching","Self","Self","Self",861,0.861,1
"2035",6,"Self","Matching","Self","Self","Self",594,0.594,1
"2036",6,"Self","Matching","Self","Self","Self",690,0.69,1
"2037",6,"Self","Matching","Self","Self","Self",647,0.647,1
"2038",6,"Self","Matching","Self","Self","Self",541,0.541,1
"2039",6,"Self","Matching","Self","Self","Self",566,0.566,1
"2040",6,"Self","Matching","Self","Self","Self",329,0.329,1
"2041",6,"Self","Matching","Self","Self","Self",612,0.612,1
"2042",6,"Self","Matching","Self","Self","Self",542,0.542,1
"2043",6,"Self","Matching","Self","Self","Self",592,0.592,1
"2044",6,"Self","Matching","Self","Self","Self",574,0.574,1
"2045",6,"Self","Matching","Self","Self","Self",411,0.411,0
"2046",6,"Self","Matching","Self","Self","Self",407,0.407,1
"2047",6,"Self","Matching","Self","Self","Self",826,0.826,1
"2048",6,"Self","Matching","Self","Self","Self",601,0.601,1
"2049",6,"Self","Matching","Self","Self","Self",876,0.876,1
"2050",6,"Self","Matching","Self","Self","Self",274,0.274,1
"2051",6,"Friend","Matching","Self","Self","Self",678,0.678,1
"2052",6,"Friend","Matching","Self","Self","Self",820,0.82,1
"2053",6,"Friend","Matching","Self","Self","Self",678,0.678,1
"2054",6,"Friend","Matching","Self","Self","Self",642,0.642,1
"2055",6,"Friend","Matching","Self","Self","Self",935,0.935,1
"2056",6,"Friend","Matching","Self","Self","Self",679,0.679,1
"2057",6,"Friend","Matching","Self","Self","Self",527,0.527,1
"2058",6,"Friend","Matching","Self","Self","Self",620,0.62,1
"2059",6,"Friend","Matching","Self","Self","Self",776,0.776,1
"2060",6,"Friend","Matching","Self","Self","Self",946,0.946,1
"2061",6,"Friend","Matching","Self","Self","Self",675,0.675,1
"2062",6,"Friend","Matching","Self","Self","Self",803,0.803,1
"2063",6,"Friend","Matching","Self","Self","Self",881,0.881,0
"2064",6,"Friend","Matching","Self","Self","Self",870,0.87,1
"2065",6,"Friend","Matching","Self","Self","Self",665,0.665,1
"2066",6,"Friend","Matching","Self","Self","Self",784,0.784,1
"2067",6,"Friend","Matching","Self","Self","Self",471,0.471,1
"2068",6,"Friend","Matching","Self","Self","Self",483,0.483,1
"2069",6,"Friend","Matching","Self","Self","Self",824,0.824,1
"2070",6,"Friend","Matching","Self","Self","Self",694,0.694,1
"2071",6,"Friend","Matching","Self","Self","Self",1021,1.021,1
"2072",6,"Friend","Matching","Self","Self","Self",779,0.779,1
"2073",6,"Friend","Matching","Self","Self","Self",779,0.779,1
"2074",6,"Friend","Matching","Self","Self","Self",606,0.606,1
"2075",6,"Friend","Matching","Self","Self","Self",639,0.639,1
"2076",6,"Self","Nonmatching","Friend","Friend","Close",992,0.992,1
"2077",6,"Self","Nonmatching","Friend","Friend","Close",755,0.755,0
"2078",6,"Self","Nonmatching","Friend","Friend","Close",1045,1.045,1
"2079",6,"Self","Nonmatching","Friend","Friend","Close",707,0.707,1
"2080",6,"Self","Nonmatching","Friend","Friend","Close",650,0.65,1
"2081",6,"Self","Nonmatching","Friend","Friend","Close",983,0.983,1
"2082",6,"Self","Nonmatching","Friend","Friend","Close",768,0.768,1
"2083",6,"Self","Nonmatching","Friend","Friend","Close",955,0.955,1
"2084",6,"Self","Nonmatching","Friend","Friend","Close",591,0.591,1
"2085",6,"Self","Nonmatching","Friend","Friend","Close",642,0.642,1
"2086",6,"Self","Nonmatching","Friend","Friend","Close",814,0.814,0
"2087",6,"Self","Nonmatching","Friend","Friend","Close",612,0.612,0
"2088",6,"Self","Nonmatching","Friend","Friend","Close",1073,1.073,1
"2089",6,"Self","Nonmatching","Friend","Friend","Close",942,0.942,1
"2090",6,"Self","Nonmatching","Friend","Friend","Close",1051,1.051,1
"2091",6,"Self","Nonmatching","Friend","Friend","Close",873,0.873,1
"2092",6,"Self","Nonmatching","Friend","Friend","Close",906,0.906,1
"2093",6,"Self","Nonmatching","Friend","Friend","Close",683,0.683,1
"2094",6,"Self","Nonmatching","Friend","Friend","Close",980,0.98,1
"2095",6,"Self","Nonmatching","Friend","Friend","Close",805,0.805,1
"2096",6,"Self","Nonmatching","Friend","Friend","Close",848,0.848,1
"2097",6,"Self","Nonmatching","Friend","Friend","Close",1013,1.013,1
"2098",6,"Self","Nonmatching","Friend","Friend","Close",770,0.77,1
"2099",6,"Self","Nonmatching","Friend","Friend","Close",597,0.597,0
"2100",6,"Self","Nonmatching","Friend","Friend","Close",960,0.96,1
"2101",6,"Friend","Nonmatching","Friend","Friend","Close",1032,1.032,1
"2102",6,"Friend","Nonmatching","Friend","Friend","Close",698,0.698,0
"2103",6,"Friend","Nonmatching","Friend","Friend","Close",625,0.625,1
"2104",6,"Friend","Nonmatching","Friend","Friend","Close",643,0.643,1
"2105",6,"Friend","Nonmatching","Friend","Friend","Close",817,0.817,1
"2106",6,"Friend","Nonmatching","Friend","Friend","Close",717,0.717,1
"2107",6,"Friend","Nonmatching","Friend","Friend","Close",730,0.73,1
"2108",6,"Friend","Nonmatching","Friend","Friend","Close",662,0.662,1
"2109",6,"Friend","Nonmatching","Friend","Friend","Close",650,0.65,1
"2110",6,"Friend","Nonmatching","Friend","Friend","Close",557,0.557,1
"2111",6,"Friend","Nonmatching","Friend","Friend","Close",894,0.894,1
"2112",6,"Friend","Nonmatching","Friend","Friend","Close",603,0.603,1
"2113",6,"Friend","Nonmatching","Friend","Friend","Close",652,0.652,0
"2114",6,"Friend","Nonmatching","Friend","Friend","Close",1037,1.037,1
"2115",6,"Friend","Nonmatching","Friend","Friend","Close",519,0.519,0
"2116",6,"Friend","Nonmatching","Friend","Friend","Close",536,0.536,1
"2117",6,"Friend","Nonmatching","Friend","Friend","Close",653,0.653,0
"2118",6,"Friend","Nonmatching","Friend","Friend","Close",318,0.318,0
"2119",6,"Friend","Nonmatching","Friend","Friend","Close",633,0.633,1
"2120",6,"Friend","Nonmatching","Friend","Friend","Close",603,0.603,1
"2121",6,"Friend","Nonmatching","Friend","Friend","Close",704,0.704,1
"2122",6,"Friend","Nonmatching","Friend","Friend","Close",632,0.632,1
"2123",6,"Friend","Nonmatching","Friend","Friend","Close",832,0.832,0
"2124",6,"Friend","Nonmatching","Friend","Friend","Close",717,0.717,1
"2125",6,"Friend","Nonmatching","Friend","Friend","Close",626,0.626,1
"2126",6,"Friend","Nonmatching","Friend","Friend","Close",570,0.57,1
"2127",6,"Friend","Nonmatching","Friend","Friend","Close",882,0.882,1
"2128",6,"Friend","Nonmatching","Friend","Friend","Close",604,0.604,1
"2129",6,"Friend","Nonmatching","Friend","Friend","Close",679,0.679,1
"2130",6,"Friend","Nonmatching","Friend","Friend","Close",448,0.448,0
"2131",6,"Friend","Nonmatching","Friend","Friend","Close",935,0.935,1
"2132",6,"Friend","Nonmatching","Friend","Friend","Close",661,0.661,1
"2133",6,"Friend","Nonmatching","Friend","Friend","Close",877,0.877,1
"2134",6,"Friend","Nonmatching","Friend","Friend","Close",643,0.643,1
"2135",6,"Friend","Nonmatching","Friend","Friend","Close",562,0.562,1
"2136",6,"Friend","Nonmatching","Friend","Friend","Close",701,0.701,1
"2137",6,"Friend","Nonmatching","Friend","Friend","Close",637,0.637,1
