"","Subject","Word","Shape","Matching","Origin_Identity","English_Identity","Standarlized_Identity","RT_ms","RT_sec","ACC"
"2677",17,"YOU","Self","Matching","Self","Self","Self",489,0.489,0
"2678",17,"YOU","Self","Matching","Self","Self","Self",488,0.488,1
"2679",17,"YOU","Self","Matching","Self","Self","Self",410,0.41,1
"2680",17,"YOU","Self","Matching","Self","Self","Self",376,0.376,0
"2681",17,"YOU","Self","Matching","Self","Self","Self",626,0.626,1
"2682",17,"YOU","Self","Matching","Self","Self","Self",393,0.393,1
"2683",17,"YOU","Self","Matching","Self","Self","Self",355,0.355,1
"2684",17,"YOU","Self","Matching","Self","Self","Self",505,0.505,0
"2685",17,"YOU","Self","Matching","Self","Self","Self",533,0.533,1
"2686",17,"YOU","Self","Matching","Self","Self","Self",414,0.414,1
"2687",17,"YOU","Self","Matching","Self","Self","Self",475,0.475,0
"2688",17,"YOU","Self","Matching","Self","Self","Self",719,0.719,1
"2689",17,"YOU","Self","Matching","Self","Self","Self",571,0.571,1
"2690",17,"YOU","Self","Matching","Self","Self","Self",669,0.669,1
"2691",17,"YOU","Self","Matching","Self","Self","Self",610,0.61,0
"2692",17,"YOU","Self","Matching","Self","Self","Self",363,0.363,0
"2693",17,"YOU","Self","Matching","Self","Self","Self",643,0.643,1
"2694",17,"YOU","Self","Matching","Self","Self","Self",826,0.826,0
"2695",17,"YOU","Self","Matching","Self","Self","Self",431,0.431,1
"2696",17,"YOU","Self","Matching","Self","Self","Self",337,0.337,1
"2697",17,"YOU","Self","Matching","Self","Self","Self",386,0.386,1
"2698",17,"YOU","Self","Matching","Self","Self","Self",594,0.594,0
"2699",17,"YOU","Self","Matching","Self","Self","Self",339,0.339,0
"2700",17,"YOU","Self","Matching","Self","Self","Self",444,0.444,0
"2701",17,"YOU","Self","Matching","Self","Self","Self",553,0.553,1
"2702",17,"YOU","Self","Matching","Self","Self","Self",574,0.574,0
"2703",17,"YOU","Friend","Nonmatching","Friend","Friend","Close",713,0.713,1
"2704",17,"YOU","Friend","Nonmatching","Friend","Friend","Close",501,0.501,1
"2705",17,"YOU","Friend","Nonmatching","Friend","Friend","Close",837,0.837,1
"2706",17,"YOU","Friend","Nonmatching","Friend","Friend","Close",396,0.396,1
"2707",17,"YOU","Friend","Nonmatching","Friend","Friend","Close",329,0.329,1
"2708",17,"YOU","Friend","Nonmatching","Friend","Friend","Close",432,0.432,1
"2709",17,"YOU","Friend","Nonmatching","Friend","Friend","Close",404,0.404,1
"2710",17,"YOU","Friend","Nonmatching","Friend","Friend","Close",384,0.384,1
"2711",17,"YOU","Friend","Nonmatching","Friend","Friend","Close",658,0.658,1
"2712",17,"YOU","Friend","Nonmatching","Friend","Friend","Close",475,0.475,1
"2713",17,"YOU","Friend","Nonmatching","Friend","Friend","Close",781,0.781,1
"2714",17,"YOU","Friend","Nonmatching","Friend","Friend","Close",638,0.638,1
"2715",17,"YOU","Friend","Nonmatching","Friend","Friend","Close",441,0.441,0
"2716",17,"YOU","Friend","Nonmatching","Friend","Friend","Close",1020,1.02,1
"2717",17,"YOU","Friend","Nonmatching","Friend","Friend","Close",444,0.444,0
"2718",17,"YOU","Friend","Nonmatching","Friend","Friend","Close",470,0.47,0
"2719",17,"YOU","Friend","Nonmatching","Friend","Friend","Close",537,0.537,1
"2720",17,"YOU","Friend","Nonmatching","Friend","Friend","Close",813,0.813,1
"2721",17,"YOU","Friend","Nonmatching","Friend","Friend","Close",766,0.766,1
"2722",17,"YOU","Friend","Nonmatching","Friend","Friend","Close",419,0.419,0
"2723",17,"YOU","Friend","Nonmatching","Friend","Friend","Close",634,0.634,0
"2724",17,"YOU","Friend","Nonmatching","Friend","Friend","Close",480,0.48,1
"2725",17,"YOU","Friend","Nonmatching","Friend","Friend","Close",319,0.319,1
"2726",17,"YOU","Friend","Nonmatching","Friend","Friend","Close",670,0.67,1
"2727",17,"YOU","Friend","Nonmatching","Friend","Friend","Close",373,0.373,1
"2728",17,"YOU","Friend","Nonmatching","Friend","Friend","Close",681,0.681,0
"2729",17,"YOU","Friend","Nonmatching","Friend","Friend","Close",533,0.533,1
"2730",17,"YOU","Friend","Nonmatching","Friend","Friend","Close",465,0.465,1
"2731",17,"YOU","Friend","Nonmatching","Friend","Friend","Close",289,0.289,0
"2732",17,"YOU","Friend","Nonmatching","Friend","Friend","Close",441,0.441,0
"2733",17,"YOU","Friend","Nonmatching","Friend","Friend","Close",692,0.692,1
"2734",17,"YOU","Friend","Nonmatching","Friend","Friend","Close",611,0.611,1
"2735",17,"YOU","Friend","Nonmatching","Friend","Friend","Close",559,0.559,1
"2736",17,"YOU","Friend","Nonmatching","Friend","Friend","Close",341,0.341,1
"2737",17,"YOU","Friend","Nonmatching","Friend","Friend","Close",253,0.253,1
"2738",17,"YOU","Friend","Nonmatching","Friend","Friend","Close",275,0.275,1
"2739",17,"YOU","Friend","Nonmatching","Friend","Friend","Close",535,0.535,1
"2740",17,"YOU","Friend","Nonmatching","Friend","Friend","Close",599,0.599,1
"2741",17,"YOU","Friend","Nonmatching","Friend","Friend","Close",412,0.412,1
"2742",17,"YOU","Friend","Nonmatching","Friend","Friend","Close",568,0.568,0
"2743",17,"YOU","Friend","Nonmatching","Friend","Friend","Close",614,0.614,1
"2744",17,"YOU","Friend","Nonmatching","Friend","Friend","Close",516,0.516,0
"2745",17,"YOU","Friend","Nonmatching","Friend","Friend","Close",537,0.537,1
"2746",17,"YOU","Friend","Nonmatching","Friend","Friend","Close",640,0.64,1
"2747",17,"FRIEND","Self","Nonmatching","Self","Self","Self",650,0.65,1
"2748",17,"FRIEND","Self","Nonmatching","Self","Self","Self",381,0.381,0
"2749",17,"FRIEND","Self","Nonmatching","Self","Self","Self",395,0.395,0
"2750",17,"FRIEND","Self","Nonmatching","Self","Self","Self",776,0.776,1
"2751",17,"FRIEND","Self","Nonmatching","Self","Self","Self",405,0.405,1
"2752",17,"FRIEND","Self","Nonmatching","Self","Self","Self",290,0.29,0
"2753",17,"FRIEND","Self","Nonmatching","Self","Self","Self",389,0.389,1
"2754",17,"FRIEND","Self","Nonmatching","Self","Self","Self",368,0.368,1
"2755",17,"FRIEND","Self","Nonmatching","Self","Self","Self",916,0.916,1
"2756",17,"FRIEND","Self","Nonmatching","Self","Self","Self",861,0.861,1
"2757",17,"FRIEND","Self","Nonmatching","Self","Self","Self",648,0.648,1
"2758",17,"FRIEND","Self","Nonmatching","Self","Self","Self",538,0.538,1
"2759",17,"FRIEND","Self","Nonmatching","Self","Self","Self",543,0.543,1
"2760",17,"FRIEND","Self","Nonmatching","Self","Self","Self",706,0.706,1
"2761",17,"FRIEND","Self","Nonmatching","Self","Self","Self",528,0.528,1
"2762",17,"FRIEND","Self","Nonmatching","Self","Self","Self",489,0.489,1
"2763",17,"FRIEND","Self","Nonmatching","Self","Self","Self",630,0.63,1
"2764",17,"FRIEND","Self","Nonmatching","Self","Self","Self",435,0.435,1
"2765",17,"FRIEND","Self","Nonmatching","Self","Self","Self",330,0.33,1
"2766",17,"FRIEND","Self","Nonmatching","Self","Self","Self",525,0.525,0
"2767",17,"FRIEND","Self","Nonmatching","Self","Self","Self",307,0.307,0
"2768",17,"FRIEND","Self","Nonmatching","Self","Self","Self",502,0.502,1
"2769",17,"FRIEND","Self","Nonmatching","Self","Self","Self",729,0.729,1
"2770",17,"FRIEND","Self","Nonmatching","Self","Self","Self",396,0.396,1
"2771",17,"FRIEND","Self","Nonmatching","Self","Self","Self",517,0.517,1
"2772",17,"FRIEND","Self","Nonmatching","Self","Self","Self",677,0.677,1
"2773",17,"FRIEND","Self","Nonmatching","Self","Self","Self",721,0.721,1
"2774",17,"FRIEND","Self","Nonmatching","Self","Self","Self",683,0.683,1
"2775",17,"FRIEND","Self","Nonmatching","Self","Self","Self",780,0.78,1
"2776",17,"FRIEND","Self","Nonmatching","Self","Self","Self",408,0.408,0
"2777",17,"FRIEND","Self","Nonmatching","Self","Self","Self",795,0.795,0
"2778",17,"FRIEND","Self","Nonmatching","Self","Self","Self",755,0.755,1
"2779",17,"FRIEND","Self","Nonmatching","Self","Self","Self",590,0.59,1
"2780",17,"FRIEND","Self","Nonmatching","Self","Self","Self",346,0.346,1
"2781",17,"FRIEND","Self","Nonmatching","Self","Self","Self",575,0.575,1
"2782",17,"FRIEND","Self","Nonmatching","Self","Self","Self",1061,1.061,1
"2783",17,"FRIEND","Self","Nonmatching","Self","Self","Self",375,0.375,1
"2784",17,"FRIEND","Self","Nonmatching","Self","Self","Self",400,0.4,1
"2785",17,"FRIEND","Self","Nonmatching","Self","Self","Self",669,0.669,0
"2786",17,"FRIEND","Self","Nonmatching","Self","Self","Self",497,0.497,0
"2787",17,"FRIEND","Self","Nonmatching","Self","Self","Self",783,0.783,1
"2788",17,"FRIEND","Self","Nonmatching","Self","Self","Self",684,0.684,1
"2789",17,"FRIEND","Self","Nonmatching","Self","Self","Self",440,0.44,1
"2790",17,"FRIEND","Self","Nonmatching","Self","Self","Self",243,0.243,1
"2791",17,"FRIEND","Self","Nonmatching","Self","Self","Self",620,0.62,0
"2792",17,"FRIEND","Self","Nonmatching","Self","Self","Self",702,0.702,1
"2793",17,"FRIEND","Self","Nonmatching","Self","Self","Self",899,0.899,1
"2794",17,"FRIEND","Self","Nonmatching","Self","Self","Self",408,0.408,1
"2795",17,"FRIEND","Self","Nonmatching","Self","Self","Self",730,0.73,1
"2796",17,"FRIEND","Self","Nonmatching","Self","Self","Self",503,0.503,1
"2797",18,"FRIEND","Friend","Matching","Friend","Friend","Close",503,0.503,1
"2798",18,"FRIEND","Friend","Matching","Friend","Friend","Close",516,0.516,1
"2799",18,"FRIEND","Friend","Matching","Friend","Friend","Close",859,0.859,1
"2800",18,"FRIEND","Friend","Matching","Friend","Friend","Close",597,0.597,1
"2801",18,"FRIEND","Friend","Matching","Friend","Friend","Close",558,0.558,1
"2802",18,"FRIEND","Friend","Matching","Friend","Friend","Close",453,0.453,1
"2803",18,"FRIEND","Friend","Matching","Friend","Friend","Close",508,0.508,1
"2804",18,"FRIEND","Friend","Matching","Friend","Friend","Close",1021,1.021,1
"2805",18,"FRIEND","Friend","Matching","Friend","Friend","Close",793,0.793,0
"2806",18,"FRIEND","Friend","Matching","Friend","Friend","Close",653,0.653,1
"2807",18,"FRIEND","Friend","Matching","Friend","Friend","Close",543,0.543,0
"2808",18,"FRIEND","Friend","Matching","Friend","Friend","Close",525,0.525,0
"2809",18,"FRIEND","Friend","Matching","Friend","Friend","Close",791,0.791,0
"2810",18,"FRIEND","Friend","Matching","Friend","Friend","Close",567,0.567,1
"2811",18,"FRIEND","Friend","Matching","Friend","Friend","Close",345,0.345,1
"2812",18,"FRIEND","Friend","Matching","Friend","Friend","Close",843,0.843,1
"2813",18,"FRIEND","Friend","Matching","Friend","Friend","Close",538,0.538,0
"2814",18,"FRIEND","Friend","Matching","Friend","Friend","Close",479,0.479,1
"2815",18,"FRIEND","Friend","Matching","Friend","Friend","Close",393,0.393,1
"2816",18,"FRIEND","Friend","Matching","Friend","Friend","Close",495,0.495,0
"2817",18,"FRIEND","Friend","Matching","Friend","Friend","Close",369,0.369,1
"2818",18,"FRIEND","Friend","Matching","Friend","Friend","Close",475,0.475,0
"2819",18,"FRIEND","Friend","Matching","Friend","Friend","Close",342,0.342,1
"2820",18,"FRIEND","Friend","Matching","Friend","Friend","Close",770,0.77,1
"2821",18,"FRIEND","Friend","Matching","Friend","Friend","Close",589,0.589,0
"2822",18,"FRIEND","Friend","Matching","Friend","Friend","Close",812,0.812,0
"2823",18,"FRIEND","Friend","Matching","Friend","Friend","Close",760,0.76,1
"2824",18,"FRIEND","Friend","Matching","Friend","Friend","Close",690,0.69,1
"2825",18,"FRIEND","Friend","Matching","Friend","Friend","Close",1033,1.033,1
"2826",18,"FRIEND","Friend","Matching","Friend","Friend","Close",687,0.687,1
"2827",18,"FRIEND","Friend","Matching","Friend","Friend","Close",482,0.482,1
"2828",18,"FRIEND","Friend","Matching","Friend","Friend","Close",712,0.712,0
"2829",18,"FRIEND","Friend","Matching","Friend","Friend","Close",724,0.724,1
"2830",18,"FRIEND","Friend","Matching","Friend","Friend","Close",394,0.394,1
"2831",18,"FRIEND","Friend","Matching","Friend","Friend","Close",626,0.626,1
"2832",18,"FRIEND","Friend","Matching","Friend","Friend","Close",587,0.587,1
"2833",18,"FRIEND","Friend","Matching","Friend","Friend","Close",468,0.468,0
"2834",18,"FRIEND","Friend","Matching","Friend","Friend","Close",1016,1.016,1
"2835",18,"FRIEND","Friend","Matching","Friend","Friend","Close",373,0.373,1
"2836",18,"FRIEND","Friend","Matching","Friend","Friend","Close",825,0.825,1
"2837",18,"FRIEND","Friend","Matching","Friend","Friend","Close",702,0.702,1
"2838",18,"FRIEND","Friend","Matching","Friend","Friend","Close",473,0.473,0
"2839",18,"FRIEND","Friend","Matching","Friend","Friend","Close",862,0.862,1
"2840",18,"FRIEND","Friend","Matching","Friend","Friend","Close",405,0.405,0
"2841",18,"YOU","Self","Matching","Self","Self","Self",469,0.469,0
"2842",18,"YOU","Self","Matching","Self","Self","Self",495,0.495,0
"2843",18,"YOU","Self","Matching","Self","Self","Self",364,0.364,0
"2844",18,"YOU","Self","Matching","Self","Self","Self",615,0.615,1
"2845",18,"YOU","Self","Matching","Self","Self","Self",663,0.663,1
"2846",18,"YOU","Self","Matching","Self","Self","Self",558,0.558,1
"2847",18,"YOU","Self","Matching","Self","Self","Self",669,0.669,1
"2848",18,"YOU","Self","Matching","Self","Self","Self",603,0.603,1
"2849",18,"YOU","Self","Matching","Self","Self","Self",681,0.681,1
"2850",18,"YOU","Self","Matching","Self","Self","Self",462,0.462,0
"2851",18,"YOU","Self","Matching","Self","Self","Self",504,0.504,1
"2852",18,"YOU","Self","Matching","Self","Self","Self",467,0.467,1
"2853",18,"YOU","Self","Matching","Self","Self","Self",487,0.487,1
"2854",18,"YOU","Self","Matching","Self","Self","Self",511,0.511,1
"2855",18,"YOU","Self","Matching","Self","Self","Self",684,0.684,0
"2856",18,"YOU","Self","Matching","Self","Self","Self",707,0.707,1
"2857",18,"YOU","Self","Matching","Self","Self","Self",523,0.523,1
"2858",18,"YOU","Self","Matching","Self","Self","Self",296,0.296,1
"2859",18,"YOU","Self","Matching","Self","Self","Self",366,0.366,0
"2860",18,"YOU","Self","Matching","Self","Self","Self",607,0.607,0
"2861",18,"YOU","Self","Matching","Self","Self","Self",654,0.654,1
"2862",18,"YOU","Self","Matching","Self","Self","Self",563,0.563,1
"2863",18,"YOU","Self","Matching","Self","Self","Self",590,0.59,1
"2864",18,"YOU","Self","Matching","Self","Self","Self",661,0.661,1
"2865",18,"YOU","Self","Matching","Self","Self","Self",637,0.637,1
"2866",18,"YOU","Self","Matching","Self","Self","Self",583,0.583,1
"2867",18,"YOU","Self","Matching","Self","Self","Self",439,0.439,1
"2868",18,"YOU","Self","Matching","Self","Self","Self",632,0.632,1
"2869",18,"YOU","Self","Matching","Self","Self","Self",516,0.516,1
"2870",18,"YOU","Self","Matching","Self","Self","Self",380,0.38,1
"2871",18,"YOU","Self","Matching","Self","Self","Self",532,0.532,1
"2872",18,"YOU","Self","Matching","Self","Self","Self",352,0.352,0
"2873",18,"YOU","Self","Matching","Self","Self","Self",635,0.635,1
"2874",18,"YOU","Self","Matching","Self","Self","Self",550,0.55,1
"2875",18,"YOU","Self","Matching","Self","Self","Self",654,0.654,1
"2876",18,"YOU","Self","Matching","Self","Self","Self",700,0.7,1
"2877",18,"YOU","Self","Matching","Self","Self","Self",566,0.566,1
"2878",18,"YOU","Self","Matching","Self","Self","Self",404,0.404,1
"2879",18,"YOU","Self","Matching","Self","Self","Self",755,0.755,1
"2880",18,"YOU","Self","Matching","Self","Self","Self",469,0.469,0
"2881",18,"YOU","Self","Matching","Self","Self","Self",432,0.432,0
"2882",18,"YOU","Self","Matching","Self","Self","Self",492,0.492,1
"2883",18,"YOU","Self","Matching","Self","Self","Self",712,0.712,1
"2884",18,"YOU","Self","Matching","Self","Self","Self",986,0.986,1
"2885",18,"YOU","Self","Matching","Self","Self","Self",536,0.536,0
"2886",18,"YOU","Self","Matching","Self","Self","Self",793,0.793,1
"2887",18,"YOU","Self","Matching","Self","Self","Self",639,0.639,1
"2888",18,"YOU","Self","Matching","Self","Self","Self",616,0.616,1
"2889",18,"YOU","Self","Matching","Self","Self","Self",707,0.707,0
"2890",18,"YOU","Friend","Nonmatching","Friend","Friend","Close",538,0.538,1
"2891",18,"YOU","Friend","Nonmatching","Friend","Friend","Close",430,0.43,0
"2892",18,"YOU","Friend","Nonmatching","Friend","Friend","Close",441,0.441,1
"2893",18,"YOU","Friend","Nonmatching","Friend","Friend","Close",576,0.576,1
"2894",18,"YOU","Friend","Nonmatching","Friend","Friend","Close",354,0.354,0
"2895",18,"YOU","Friend","Nonmatching","Friend","Friend","Close",495,0.495,1
"2896",18,"YOU","Friend","Nonmatching","Friend","Friend","Close",820,0.82,0
"2897",18,"YOU","Friend","Nonmatching","Friend","Friend","Close",659,0.659,1
"2898",18,"YOU","Friend","Nonmatching","Friend","Friend","Close",576,0.576,1
"2899",18,"YOU","Friend","Nonmatching","Friend","Friend","Close",729,0.729,1
"2900",18,"YOU","Friend","Nonmatching","Friend","Friend","Close",674,0.674,1
"2901",18,"YOU","Friend","Nonmatching","Friend","Friend","Close",520,0.52,0
"2902",18,"YOU","Friend","Nonmatching","Friend","Friend","Close",821,0.821,1
"2903",18,"YOU","Friend","Nonmatching","Friend","Friend","Close",1030,1.03,1
"2904",18,"YOU","Friend","Nonmatching","Friend","Friend","Close",972,0.972,1
"2905",18,"YOU","Friend","Nonmatching","Friend","Friend","Close",612,0.612,1
"2906",18,"YOU","Friend","Nonmatching","Friend","Friend","Close",561,0.561,1
"2907",18,"YOU","Friend","Nonmatching","Friend","Friend","Close",893,0.893,1
"2908",18,"YOU","Friend","Nonmatching","Friend","Friend","Close",602,0.602,1
"2909",18,"YOU","Friend","Nonmatching","Friend","Friend","Close",645,0.645,1
"2910",18,"YOU","Friend","Nonmatching","Friend","Friend","Close",625,0.625,0
"2911",18,"YOU","Friend","Nonmatching","Friend","Friend","Close",596,0.596,1
"2912",18,"YOU","Friend","Nonmatching","Friend","Friend","Close",806,0.806,1
"2913",18,"YOU","Friend","Nonmatching","Friend","Friend","Close",460,0.46,1
"2914",18,"YOU","Friend","Nonmatching","Friend","Friend","Close",674,0.674,1
"2915",18,"YOU","Friend","Nonmatching","Friend","Friend","Close",580,0.58,1
"2916",18,"YOU","Friend","Nonmatching","Friend","Friend","Close",533,0.533,1
"2917",18,"YOU","Friend","Nonmatching","Friend","Friend","Close",309,0.309,0
"2918",18,"YOU","Friend","Nonmatching","Friend","Friend","Close",741,0.741,0
"2919",18,"YOU","Friend","Nonmatching","Friend","Friend","Close",479,0.479,0
"2920",18,"YOU","Friend","Nonmatching","Friend","Friend","Close",911,0.911,1
"2921",18,"YOU","Friend","Nonmatching","Friend","Friend","Close",534,0.534,0
"2922",18,"YOU","Friend","Nonmatching","Friend","Friend","Close",506,0.506,1
"2923",18,"YOU","Friend","Nonmatching","Friend","Friend","Close",744,0.744,1
"2924",18,"YOU","Friend","Nonmatching","Friend","Friend","Close",698,0.698,1
"2925",18,"YOU","Friend","Nonmatching","Friend","Friend","Close",621,0.621,1
"2926",18,"YOU","Friend","Nonmatching","Friend","Friend","Close",434,0.434,1
"2927",18,"YOU","Friend","Nonmatching","Friend","Friend","Close",658,0.658,1
"2928",18,"YOU","Friend","Nonmatching","Friend","Friend","Close",905,0.905,0
"2929",18,"YOU","Friend","Nonmatching","Friend","Friend","Close",528,0.528,0
"2930",18,"YOU","Friend","Nonmatching","Friend","Friend","Close",578,0.578,0
"2931",18,"YOU","Friend","Nonmatching","Friend","Friend","Close",650,0.65,1
"2932",18,"YOU","Friend","Nonmatching","Friend","Friend","Close",573,0.573,0
"2933",18,"YOU","Friend","Nonmatching","Friend","Friend","Close",672,0.672,1
"2934",18,"YOU","Friend","Nonmatching","Friend","Friend","Close",738,0.738,1
"2935",18,"FRIEND","Self","Nonmatching","Self","Self","Self",438,0.438,0
"2936",18,"FRIEND","Self","Nonmatching","Self","Self","Self",450,0.45,0
"2937",18,"FRIEND","Self","Nonmatching","Self","Self","Self",1035,1.035,1
"2938",18,"FRIEND","Self","Nonmatching","Self","Self","Self",628,0.628,0
"2939",18,"FRIEND","Self","Nonmatching","Self","Self","Self",760,0.76,1
"2940",18,"FRIEND","Self","Nonmatching","Self","Self","Self",647,0.647,1
"2941",18,"FRIEND","Self","Nonmatching","Self","Self","Self",580,0.58,1
"2942",18,"FRIEND","Self","Nonmatching","Self","Self","Self",679,0.679,1
"2943",18,"FRIEND","Self","Nonmatching","Self","Self","Self",819,0.819,1
"2944",18,"FRIEND","Self","Nonmatching","Self","Self","Self",497,0.497,0
"2945",18,"FRIEND","Self","Nonmatching","Self","Self","Self",309,0.309,0
"2946",18,"FRIEND","Self","Nonmatching","Self","Self","Self",728,0.728,1
"2947",18,"FRIEND","Self","Nonmatching","Self","Self","Self",574,0.574,0
"2948",18,"FRIEND","Self","Nonmatching","Self","Self","Self",714,0.714,1
"2949",18,"FRIEND","Self","Nonmatching","Self","Self","Self",706,0.706,1
"2950",18,"FRIEND","Self","Nonmatching","Self","Self","Self",685,0.685,1
"2951",18,"FRIEND","Self","Nonmatching","Self","Self","Self",530,0.53,1
"2952",18,"FRIEND","Self","Nonmatching","Self","Self","Self",529,0.529,1
"2953",18,"FRIEND","Self","Nonmatching","Self","Self","Self",545,0.545,1
"2954",18,"FRIEND","Self","Nonmatching","Self","Self","Self",1091,1.091,1
"2955",18,"FRIEND","Self","Nonmatching","Self","Self","Self",768,0.768,1
"2956",18,"FRIEND","Self","Nonmatching","Self","Self","Self",534,0.534,1
"2957",18,"FRIEND","Self","Nonmatching","Self","Self","Self",398,0.398,1
"2958",18,"FRIEND","Self","Nonmatching","Self","Self","Self",707,0.707,1
"2959",18,"FRIEND","Self","Nonmatching","Self","Self","Self",725,0.725,1
"2960",18,"FRIEND","Self","Nonmatching","Self","Self","Self",514,0.514,1
"2961",18,"FRIEND","Self","Nonmatching","Self","Self","Self",730,0.73,1
"2962",18,"FRIEND","Self","Nonmatching","Self","Self","Self",756,0.756,1
"2963",18,"FRIEND","Self","Nonmatching","Self","Self","Self",430,0.43,1
"2964",18,"FRIEND","Self","Nonmatching","Self","Self","Self",523,0.523,1
"2965",18,"FRIEND","Self","Nonmatching","Self","Self","Self",368,0.368,0
"2966",18,"FRIEND","Self","Nonmatching","Self","Self","Self",592,0.592,1
"2967",18,"FRIEND","Self","Nonmatching","Self","Self","Self",832,0.832,1
"2968",18,"FRIEND","Self","Nonmatching","Self","Self","Self",1057,1.057,1
"2969",18,"FRIEND","Self","Nonmatching","Self","Self","Self",515,0.515,1
"2970",18,"FRIEND","Self","Nonmatching","Self","Self","Self",667,0.667,1
"2971",18,"FRIEND","Self","Nonmatching","Self","Self","Self",610,0.61,1
"2972",18,"FRIEND","Self","Nonmatching","Self","Self","Self",613,0.613,1
"2973",18,"FRIEND","Self","Nonmatching","Self","Self","Self",575,0.575,1
"2974",18,"FRIEND","Self","Nonmatching","Self","Self","Self",460,0.46,1
"2975",18,"FRIEND","Self","Nonmatching","Self","Self","Self",378,0.378,1
"2976",18,"FRIEND","Self","Nonmatching","Self","Self","Self",403,0.403,1
"2977",18,"FRIEND","Self","Nonmatching","Self","Self","Self",738,0.738,1
"2978",18,"FRIEND","Self","Nonmatching","Self","Self","Self",673,0.673,1
"2979",18,"FRIEND","Self","Nonmatching","Self","Self","Self",361,0.361,1
"2980",19,"FRIEND","Friend","Matching","Friend","Friend","Close",732,0.732,1
"2981",19,"FRIEND","Friend","Matching","Friend","Friend","Close",479,0.479,1
"2982",19,"FRIEND","Friend","Matching","Friend","Friend","Close",604,0.604,1
"2983",19,"FRIEND","Friend","Matching","Friend","Friend","Close",516,0.516,1
"2984",19,"FRIEND","Friend","Matching","Friend","Friend","Close",652,0.652,0
"2985",19,"FRIEND","Friend","Matching","Friend","Friend","Close",648,0.648,0
"2986",19,"FRIEND","Friend","Matching","Friend","Friend","Close",827,0.827,1
"2987",19,"FRIEND","Friend","Matching","Friend","Friend","Close",520,0.52,1
"2988",19,"FRIEND","Friend","Matching","Friend","Friend","Close",723,0.723,1
"2989",19,"FRIEND","Friend","Matching","Friend","Friend","Close",475,0.475,1
"2990",19,"FRIEND","Friend","Matching","Friend","Friend","Close",575,0.575,1
"2991",19,"FRIEND","Friend","Matching","Friend","Friend","Close",951,0.951,1
"2992",19,"FRIEND","Friend","Matching","Friend","Friend","Close",879,0.879,0
"2993",19,"FRIEND","Friend","Matching","Friend","Friend","Close",575,0.575,0
"2994",19,"FRIEND","Friend","Matching","Friend","Friend","Close",791,0.791,1
"2995",19,"FRIEND","Friend","Matching","Friend","Friend","Close",479,0.479,1
"2996",19,"FRIEND","Friend","Matching","Friend","Friend","Close",643,0.643,1
"2997",19,"FRIEND","Friend","Matching","Friend","Friend","Close",575,0.575,1
"2998",19,"FRIEND","Friend","Matching","Friend","Friend","Close",763,0.763,1
"2999",19,"FRIEND","Friend","Matching","Friend","Friend","Close",735,0.735,1
"3000",19,"FRIEND","Friend","Matching","Friend","Friend","Close",467,0.467,1
"3001",19,"FRIEND","Friend","Matching","Friend","Friend","Close",999,0.999,1
"3002",19,"FRIEND","Friend","Matching","Friend","Friend","Close",783,0.783,1
"3003",19,"FRIEND","Friend","Matching","Friend","Friend","Close",807,0.807,1
"3004",19,"FRIEND","Friend","Matching","Friend","Friend","Close",595,0.595,1
"3005",19,"FRIEND","Friend","Matching","Friend","Friend","Close",475,0.475,1
"3006",19,"FRIEND","Friend","Matching","Friend","Friend","Close",639,0.639,1
"3007",19,"FRIEND","Friend","Matching","Friend","Friend","Close",759,0.759,1
"3008",19,"FRIEND","Friend","Matching","Friend","Friend","Close",787,0.787,1
"3009",19,"FRIEND","Friend","Matching","Friend","Friend","Close",759,0.759,0
"3010",19,"FRIEND","Friend","Matching","Friend","Friend","Close",647,0.647,1
"3011",19,"FRIEND","Friend","Matching","Friend","Friend","Close",527,0.527,1
"3012",19,"FRIEND","Friend","Matching","Friend","Friend","Close",643,0.643,1
"3013",19,"FRIEND","Friend","Matching","Friend","Friend","Close",667,0.667,1
"3014",19,"FRIEND","Friend","Matching","Friend","Friend","Close",575,0.575,1
"3015",19,"FRIEND","Friend","Matching","Friend","Friend","Close",679,0.679,1
"3016",19,"FRIEND","Friend","Matching","Friend","Friend","Close",527,0.527,1
"3017",19,"FRIEND","Friend","Matching","Friend","Friend","Close",575,0.575,1
"3018",19,"FRIEND","Friend","Matching","Friend","Friend","Close",811,0.811,1
"3019",19,"FRIEND","Friend","Matching","Friend","Friend","Close",739,0.739,1
"3020",19,"FRIEND","Friend","Matching","Friend","Friend","Close",495,0.495,1
"3021",19,"FRIEND","Friend","Matching","Friend","Friend","Close",527,0.527,1
"3022",19,"FRIEND","Friend","Matching","Friend","Friend","Close",735,0.735,1
"3023",19,"FRIEND","Friend","Matching","Friend","Friend","Close",579,0.579,1
"3024",19,"FRIEND","Friend","Matching","Friend","Friend","Close",527,0.527,1
"3025",19,"FRIEND","Friend","Matching","Friend","Friend","Close",547,0.547,1
"3026",19,"FRIEND","Friend","Matching","Friend","Friend","Close",731,0.731,1
"3027",19,"FRIEND","Friend","Matching","Friend","Friend","Close",811,0.811,1
"3028",19,"FRIEND","Friend","Matching","Friend","Friend","Close",583,0.583,1
"3029",19,"YOU","Self","Matching","Self","Self","Self",544,0.544,1
"3030",19,"YOU","Self","Matching","Self","Self","Self",512,0.512,1
"3031",19,"YOU","Self","Matching","Self","Self","Self",416,0.416,1
