"Subject","Gender","Age","Handedness","Matching","Origin_Identity","English_Identity","Standarlized_Identity","RT_ms","RT_sec","ACC"
19,"female",24,"right","Matching","Bekannter","Acquaintance","Acquaintance",650,0.65,0
19,"female",24,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",512,0.512,1
19,"female",24,"right","Nonmatching","none","none","NonPerson",1023,1.023,1
19,"female",24,"right","Matching","Mutter","Mother","Close",894,0.894,1
19,"female",24,"right","Matching","none","none","NonPerson",667,0.667,1
19,"female",24,"right","Matching","Ich","Self","Self",410,0.41,1
19,"female",24,"right","Matching","Ich","Self","Self",549,0.549,1
19,"female",24,"right","Nonmatching","Ich","Self","Self",441,0.441,1
19,"female",24,"right","Nonmatching","none","none","NonPerson",675,0.675,1
19,"female",24,"right","Nonmatching","Ich","Self","Self",546,0.546,1
19,"female",24,"right","Matching","Mutter","Mother","Close",647,0.647,1
19,"female",24,"right","Matching","none","none","NonPerson",656,0.656,1
19,"female",24,"right","Nonmatching","Mutter","Mother","Close",1103,1.103,1
19,"female",24,"right","Nonmatching","none","none","NonPerson",610,0.61,1
19,"female",24,"right","Nonmatching","Mutter","Mother","Close",1131,1.131,1
19,"female",24,"right","Matching","Bekannter","Acquaintance","Acquaintance",573,0.573,1
19,"female",24,"right","Nonmatching","Mutter","Mother","Close",721,0.721,1
19,"female",24,"right","Nonmatching","none","none","NonPerson",622,0.622,1
19,"female",24,"right","Matching","Ich","Self","Self",511,0.511,1
19,"female",24,"right","Matching","none","none","NonPerson",526,0.526,1
19,"female",24,"right","Matching","Mutter","Mother","Close",515,0.515,1
19,"female",24,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",825,0.825,1
19,"female",24,"right","Matching","Mutter","Mother","Close",497,0.497,1
19,"female",24,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",608,0.608,1
19,"female",24,"right","Nonmatching","Ich","Self","Self",890,0.89,1
19,"female",24,"right","Matching","Ich","Self","Self",1631,1.631,1
19,"female",24,"right","Matching","none","none","NonPerson",554,0.554,1
19,"female",24,"right","Nonmatching","Ich","Self","Self",766,0.766,1
19,"female",24,"right","Matching","Bekannter","Acquaintance","Acquaintance",601,0.601,1
19,"female",24,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",610,0.61,1
19,"female",24,"right","Nonmatching","Ich","Self","Self",508,0.508,1
19,"female",24,"right","Matching","Ich","Self","Self",411,0.411,1
19,"female",24,"right","Matching","none","none","NonPerson",646,0.646,1
19,"female",24,"right","Nonmatching","Mutter","Mother","Close",590,0.59,1
19,"female",24,"right","Matching","Ich","Self","Self",545,0.545,1
19,"female",24,"right","Nonmatching","Ich","Self","Self",494,0.494,1
19,"female",24,"right","Matching","none","none","NonPerson",590,0.59,1
19,"female",24,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",680,0.68,1
19,"female",24,"right","Matching","Bekannter","Acquaintance","Acquaintance",431,0.431,1
19,"female",24,"right","Nonmatching","none","none","NonPerson",553,0.553,1
19,"female",24,"right","Nonmatching","Mutter","Mother","Close",437,0.437,1
19,"female",24,"right","Matching","Bekannter","Acquaintance","Acquaintance",527,0.527,1
19,"female",24,"right","Nonmatching","none","none","NonPerson",629,0.629,1
19,"female",24,"right","Matching","Mutter","Mother","Close",686,0.686,1
19,"female",24,"right","Matching","Mutter","Mother","Close",371,0.371,1
19,"female",24,"right","Matching","Bekannter","Acquaintance","Acquaintance",901,0.901,1
19,"female",24,"right","Nonmatching","Mutter","Mother","Close",505,0.505,1
19,"female",24,"right","Matching","Ich","Self","Self",640,0.64,1
19,"female",24,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",600,0.6,1
19,"female",24,"right","Nonmatching","Ich","Self","Self",418,0.418,1
19,"female",24,"right","Nonmatching","none","none","NonPerson",557,0.557,1
19,"female",24,"right","Matching","Mutter","Mother","Close",537,0.537,1
19,"female",24,"right","Matching","none","none","NonPerson",550,0.55,1
19,"female",24,"right","Nonmatching","none","none","NonPerson",482,0.482,1
19,"female",24,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",793,0.793,1
19,"female",24,"right","Nonmatching","Ich","Self","Self",475,0.475,0
19,"female",24,"right","Matching","Bekannter","Acquaintance","Acquaintance",587,0.587,1
19,"female",24,"right","Matching","Ich","Self","Self",510,0.51,1
19,"female",24,"right","Matching","Mutter","Mother","Close",492,0.492,1
19,"female",24,"right","Matching","none","none","NonPerson",532,0.532,1
19,"female",24,"right","Nonmatching","Mutter","Mother","Close",457,0.457,1
19,"female",24,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",634,0.634,1
19,"female",24,"right","Matching","Mutter","Mother","Close",458,0.458,1
19,"female",24,"right","Matching","Bekannter","Acquaintance","Acquaintance",563,0.563,1
19,"female",24,"right","Matching","Ich","Self","Self",512,0.512,1
19,"female",24,"right","Matching","none","none","NonPerson",526,0.526,1
19,"female",24,"right","Matching","Bekannter","Acquaintance","Acquaintance",876,0.876,0
19,"female",24,"right","Matching","Ich","Self","Self",786,0.786,1
19,"female",24,"right","Nonmatching","none","none","NonPerson",547,0.547,1
19,"female",24,"right","Nonmatching","Ich","Self","Self",696,0.696,1
19,"female",24,"right","Nonmatching","Ich","Self","Self",502,0.502,0
19,"female",24,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",572,0.572,1
19,"female",24,"right","Matching","none","none","NonPerson",512,0.512,0
19,"female",24,"right","Matching","Mutter","Mother","Close",751,0.751,1
19,"female",24,"right","Nonmatching","Mutter","Mother","Close",506,0.506,1
19,"female",24,"right","Nonmatching","none","none","NonPerson",496,0.496,1
19,"female",24,"right","Nonmatching","Mutter","Mother","Close",480,0.48,1
19,"female",24,"right","Nonmatching","none","none","NonPerson",608,0.608,1
19,"female",24,"right","Matching","Mutter","Mother","Close",634,0.634,1
19,"female",24,"right","Nonmatching","Mutter","Mother","Close",450,0.45,1
19,"female",24,"right","Matching","none","none","NonPerson",507,0.507,1
19,"female",24,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",642,0.642,1
19,"female",24,"right","Nonmatching","none","none","NonPerson",643,0.643,1
19,"female",24,"right","Matching","Bekannter","Acquaintance","Acquaintance",643,0.643,1
19,"female",24,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",1027,1.027,1
19,"female",24,"right","Matching","Mutter","Mother","Close",265,0.265,0
19,"female",24,"right","Matching","Ich","Self","Self",571,0.571,1
19,"female",24,"right","Nonmatching","Ich","Self","Self",446,0.446,1
19,"female",24,"right","Nonmatching","Mutter","Mother","Close",375,0.375,1
19,"female",24,"right","Matching","none","none","NonPerson",684,0.684,1
19,"female",24,"right","Nonmatching","Ich","Self","Self",866,0.866,1
19,"female",24,"right","Matching","Bekannter","Acquaintance","Acquaintance",536,0.536,1
19,"female",24,"right","Matching","Ich","Self","Self",733,0.733,1
19,"female",24,"right","Matching","none","none","NonPerson",645,0.645,1
19,"female",24,"right","Nonmatching","none","none","NonPerson",510,0.51,1
19,"female",24,"right","Matching","Bekannter","Acquaintance","Acquaintance",437,0.437,1
19,"female",24,"right","Matching","Mutter","Mother","Close",470,0.47,1
19,"female",24,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",439,0.439,1
19,"female",24,"right","Nonmatching","Mutter","Mother","Close",632,0.632,1
19,"female",24,"right","Nonmatching","Ich","Self","Self",393,0.393,1
19,"female",24,"right","Nonmatching","none","none","NonPerson",477,0.477,1
19,"female",24,"right","Matching","Mutter","Mother","Close",589,0.589,1
19,"female",24,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",760,0.76,1
19,"female",24,"right","Matching","Ich","Self","Self",515,0.515,1
19,"female",24,"right","Matching","Ich","Self","Self",369,0.369,1
19,"female",24,"right","Nonmatching","Ich","Self","Self",382,0.382,1
19,"female",24,"right","Nonmatching","Mutter","Mother","Close",394,0.394,1
19,"female",24,"right","Matching","none","none","NonPerson",398,0.398,1
19,"female",24,"right","Matching","Bekannter","Acquaintance","Acquaintance",441,0.441,1
19,"female",24,"right","Matching","none","none","NonPerson",458,0.458,1
19,"female",24,"right","Matching","Ich","Self","Self",443,0.443,1
19,"female",24,"right","Matching","Bekannter","Acquaintance","Acquaintance",564,0.564,1
19,"female",24,"right","Nonmatching","none","none","NonPerson",432,0.432,1
19,"female",24,"right","Nonmatching","Ich","Self","Self",818,0.818,1
19,"female",24,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",514,0.514,1
19,"female",24,"right","Matching","Mutter","Mother","Close",472,0.472,1
19,"female",24,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",480,0.48,1
19,"female",24,"right","Nonmatching","Ich","Self","Self",432,0.432,1
19,"female",24,"right","Matching","none","none","NonPerson",498,0.498,1
19,"female",24,"right","Nonmatching","Mutter","Mother","Close",432,0.432,1
19,"female",24,"right","Matching","Mutter","Mother","Close",506,0.506,1
19,"female",24,"right","Matching","Bekannter","Acquaintance","Acquaintance",929,0.929,1
19,"female",24,"right","Nonmatching","none","none","NonPerson",572,0.572,1
19,"female",24,"right","Matching","Ich","Self","Self",35422,35.422,0
19,"female",24,"right","Nonmatching","Mutter","Mother","Close",6371,6.371,0
19,"female",24,"right","Nonmatching","none","none","NonPerson",941,0.941,1
19,"female",24,"right","Matching","Mutter","Mother","Close",2519,2.519,0
19,"female",24,"right","Nonmatching","Ich","Self","Self",2185,2.185,1
19,"female",24,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",1163,1.163,0
19,"female",24,"right","Matching","none","none","NonPerson",627,0.627,1
19,"female",24,"right","Nonmatching","Mutter","Mother","Close",3333,3.333,1
19,"female",24,"right","Matching","Ich","Self","Self",481,0.481,1
19,"female",24,"right","Matching","Bekannter","Acquaintance","Acquaintance",577,0.577,1
19,"female",24,"right","Nonmatching","none","none","NonPerson",900,0.9,1
19,"female",24,"right","Matching","none","none","NonPerson",569,0.569,1
19,"female",24,"right","Matching","Mutter","Mother","Close",596,0.596,1
19,"female",24,"right","Nonmatching","Mutter","Mother","Close",391,0.391,1
19,"female",24,"right","Matching","Bekannter","Acquaintance","Acquaintance",387,0.387,1
19,"female",24,"right","Nonmatching","Ich","Self","Self",358,0.358,1
19,"female",24,"right","Matching","Ich","Self","Self",325,0.325,1
19,"female",24,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",523,0.523,1
20,"female",21,"right","Matching","Bekannter","Acquaintance","Acquaintance",4734,4.734,1
20,"female",21,"right","Matching","Mutter","Mother","Close",995,0.995,1
20,"female",21,"right","Nonmatching","Mutter","Mother","Close",379,0.379,0
20,"female",21,"right","Matching","Mutter","Mother","Close",935,0.935,1
20,"female",21,"right","Nonmatching","Ich","Self","Self",545,0.545,1
20,"female",21,"right","Nonmatching","none","none","NonPerson",839,0.839,1
20,"female",21,"right","Matching","Ich","Self","Self",2414,2.414,1
20,"female",21,"right","Matching","Bekannter","Acquaintance","Acquaintance",1405,1.405,1
20,"female",21,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",522,0.522,1
20,"female",21,"right","Matching","none","none","NonPerson",768,0.768,1
20,"female",21,"right","Matching","none","none","NonPerson",546,0.546,1
20,"female",21,"right","Nonmatching","Mutter","Mother","Close",983,0.983,1
20,"female",21,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",648,0.648,1
20,"female",21,"right","Nonmatching","none","none","NonPerson",576,0.576,1
20,"female",21,"right","Matching","Ich","Self","Self",587,0.587,1
20,"female",21,"right","Nonmatching","Ich","Self","Self",694,0.694,1
20,"female",21,"right","Matching","Bekannter","Acquaintance","Acquaintance",740,0.74,1
20,"female",21,"right","Nonmatching","Ich","Self","Self",608,0.608,1
20,"female",21,"right","Matching","Mutter","Mother","Close",506,0.506,1
20,"female",21,"right","Nonmatching","Ich","Self","Self",640,0.64,1
20,"female",21,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",393,0.393,1
20,"female",21,"right","Nonmatching","Mutter","Mother","Close",661,0.661,1
20,"female",21,"right","Matching","none","none","NonPerson",869,0.869,1
20,"female",21,"right","Nonmatching","Mutter","Mother","Close",658,0.658,1
20,"female",21,"right","Matching","none","none","NonPerson",514,0.514,1
20,"female",21,"right","Matching","Ich","Self","Self",968,0.968,1
20,"female",21,"right","Nonmatching","none","none","NonPerson",1089,1.089,1
20,"female",21,"right","Matching","Mutter","Mother","Close",476,0.476,1
20,"female",21,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",396,0.396,1
20,"female",21,"right","Matching","Ich","Self","Self",543,0.543,1
20,"female",21,"right","Matching","Bekannter","Acquaintance","Acquaintance",716,0.716,1
20,"female",21,"right","Nonmatching","none","none","NonPerson",1665,1.665,1
20,"female",21,"right","Nonmatching","Mutter","Mother","Close",707,0.707,1
20,"female",21,"right","Nonmatching","Mutter","Mother","Close",1400,1.4,1
20,"female",21,"right","Nonmatching","none","none","NonPerson",662,0.662,1
20,"female",21,"right","Matching","Bekannter","Acquaintance","Acquaintance",606,0.606,1
20,"female",21,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",1280,1.28,1
20,"female",21,"right","Matching","Ich","Self","Self",539,0.539,1
20,"female",21,"right","Matching","Ich","Self","Self",960,0.96,1
20,"female",21,"right","Matching","none","none","NonPerson",673,0.673,1
20,"female",21,"right","Matching","Mutter","Mother","Close",480,0.48,1
20,"female",21,"right","Nonmatching","none","none","NonPerson",383,0.383,1
20,"female",21,"right","Matching","Bekannter","Acquaintance","Acquaintance",571,0.571,1
20,"female",21,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",431,0.431,1
20,"female",21,"right","Nonmatching","Ich","Self","Self",697,0.697,1
20,"female",21,"right","Nonmatching","Ich","Self","Self",463,0.463,1
20,"female",21,"right","Matching","none","none","NonPerson",504,0.504,1
20,"female",21,"right","Matching","Mutter","Mother","Close",527,0.527,1
20,"female",21,"right","Matching","none","none","NonPerson",751,0.751,1
20,"female",21,"right","Matching","Mutter","Mother","Close",570,0.57,1
20,"female",21,"right","Nonmatching","none","none","NonPerson",501,0.501,1
20,"female",21,"right","Nonmatching","Mutter","Mother","Close",612,0.612,1
20,"female",21,"right","Nonmatching","Mutter","Mother","Close",622,0.622,1
20,"female",21,"right","Nonmatching","Ich","Self","Self",615,0.615,1
20,"female",21,"right","Matching","Ich","Self","Self",1399,1.399,1
20,"female",21,"right","Matching","Mutter","Mother","Close",469,0.469,1
20,"female",21,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",534,0.534,1
20,"female",21,"right","Nonmatching","Ich","Self","Self",643,0.643,1
20,"female",21,"right","Matching","Bekannter","Acquaintance","Acquaintance",563,0.563,1
20,"female",21,"right","Nonmatching","none","none","NonPerson",552,0.552,1
20,"female",21,"right","Matching","Ich","Self","Self",716,0.716,1
20,"female",21,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",505,0.505,1
20,"female",21,"right","Matching","none","none","NonPerson",551,0.551,1
20,"female",21,"right","Matching","Bekannter","Acquaintance","Acquaintance",548,0.548,1
20,"female",21,"right","Matching","Mutter","Mother","Close",520,0.52,1
20,"female",21,"right","Matching","Ich","Self","Self",390,0.39,1
20,"female",21,"right","Matching","none","none","NonPerson",538,0.538,1
20,"female",21,"right","Nonmatching","Ich","Self","Self",471,0.471,1
20,"female",21,"right","Nonmatching","Ich","Self","Self",550,0.55,1
20,"female",21,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",458,0.458,1
20,"female",21,"right","Nonmatching","Mutter","Mother","Close",475,0.475,1
20,"female",21,"right","Nonmatching","none","none","NonPerson",436,0.436,1
20,"female",21,"right","Matching","Bekannter","Acquaintance","Acquaintance",437,0.437,1
20,"female",21,"right","Matching","none","none","NonPerson",439,0.439,1
20,"female",21,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",505,0.505,1
20,"female",21,"right","Matching","Mutter","Mother","Close",519,0.519,1
20,"female",21,"right","Nonmatching","none","none","NonPerson",589,0.589,1
20,"female",21,"right","Nonmatching","Mutter","Mother","Close",568,0.568,1
20,"female",21,"right","Matching","Ich","Self","Self",492,0.492,1
20,"female",21,"right","Matching","Bekannter","Acquaintance","Acquaintance",467,0.467,1
20,"female",21,"right","Matching","Ich","Self","Self",563,0.563,1
20,"female",21,"right","Nonmatching","none","none","NonPerson",640,0.64,1
20,"female",21,"right","Nonmatching","Mutter","Mother","Close",448,0.448,1
20,"female",21,"right","Nonmatching","Ich","Self","Self",688,0.688,1
20,"female",21,"right","Matching","Ich","Self","Self",566,0.566,1
20,"female",21,"right","Matching","Mutter","Mother","Close",434,0.434,1
20,"female",21,"right","Matching","Bekannter","Acquaintance","Acquaintance",812,0.812,1
20,"female",21,"right","Matching","Mutter","Mother","Close",700,0.7,1
20,"female",21,"right","Nonmatching","Mutter","Mother","Close",890,0.89,1
20,"female",21,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",575,0.575,1
20,"female",21,"right","Nonmatching","none","none","NonPerson",418,0.418,1
20,"female",21,"right","Matching","none","none","NonPerson",605,0.605,1
20,"female",21,"right","Nonmatching","Ich","Self","Self",463,0.463,1
20,"female",21,"right","Matching","none","none","NonPerson",464,0.464,1
20,"female",21,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",512,0.512,1
20,"female",21,"right","Matching","Bekannter","Acquaintance","Acquaintance",543,0.543,1
20,"female",21,"right","Nonmatching","none","none","NonPerson",594,0.594,1
20,"female",21,"right","Nonmatching","none","none","NonPerson",469,0.469,1
20,"female",21,"right","Nonmatching","Mutter","Mother","Close",413,0.413,1
20,"female",21,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",672,0.672,1
20,"female",21,"right","Matching","Mutter","Mother","Close",519,0.519,1
20,"female",21,"right","Matching","none","none","NonPerson",301,0.301,1
20,"female",21,"right","Matching","Mutter","Mother","Close",765,0.765,1
20,"female",21,"right","Matching","Bekannter","Acquaintance","Acquaintance",543,0.543,1
20,"female",21,"right","Matching","Ich","Self","Self",596,0.596,1
20,"female",21,"right","Nonmatching","Ich","Self","Self",1095,1.095,1
20,"female",21,"right","Nonmatching","Mutter","Mother","Close",506,0.506,1
20,"female",21,"right","Matching","none","none","NonPerson",649,0.649,1
20,"female",21,"right","Matching","Ich","Self","Self",537,0.537,1
20,"female",21,"right","Nonmatching","Ich","Self","Self",542,0.542,1
20,"female",21,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",579,0.579,1
20,"female",21,"right","Matching","Bekannter","Acquaintance","Acquaintance",647,0.647,1
20,"female",21,"right","Nonmatching","Mutter","Mother","Close",711,0.711,1
20,"female",21,"right","Nonmatching","Ich","Self","Self",381,0.381,1
20,"female",21,"right","Nonmatching","Ich","Self","Self",481,0.481,1
20,"female",21,"right","Matching","Ich","Self","Self",672,0.672,1
20,"female",21,"right","Matching","none","none","NonPerson",807,0.807,1
20,"female",21,"right","Matching","Ich","Self","Self",527,0.527,1
20,"female",21,"right","Nonmatching","none","none","NonPerson",1029,1.029,1
20,"female",21,"right","Matching","Bekannter","Acquaintance","Acquaintance",539,0.539,1
20,"female",21,"right","Nonmatching","Mutter","Mother","Close",553,0.553,1
20,"female",21,"right","Matching","Bekannter","Acquaintance","Acquaintance",805,0.805,1
20,"female",21,"right","Matching","none","none","NonPerson",838,0.838,1
20,"female",21,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",541,0.541,1
20,"female",21,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",1106,1.106,1
20,"female",21,"right","Nonmatching","none","none","NonPerson",677,0.677,1
20,"female",21,"right","Matching","Mutter","Mother","Close",452,0.452,1
20,"female",21,"right","Matching","Mutter","Mother","Close",533,0.533,1
20,"female",21,"right","Nonmatching","Ich","Self","Self",634,0.634,1
20,"female",21,"right","Matching","Mutter","Mother","Close",395,0.395,1
20,"female",21,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",623,0.623,1
20,"female",21,"right","Nonmatching","none","none","NonPerson",479,0.479,1
20,"female",21,"right","Matching","none","none","NonPerson",455,0.455,1
20,"female",21,"right","Nonmatching","Mutter","Mother","Close",472,0.472,1
20,"female",21,"right","Matching","Bekannter","Acquaintance","Acquaintance",328,0.328,1
20,"female",21,"right","Matching","Ich","Self","Self",511,0.511,1
20,"female",21,"right","Nonmatching","none","none","NonPerson",494,0.494,1
20,"female",21,"right","Nonmatching","Ich","Self","Self",533,0.533,1
20,"female",21,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",587,0.587,1
20,"female",21,"right","Matching","Bekannter","Acquaintance","Acquaintance",565,0.565,0
20,"female",21,"right","Matching","none","none","NonPerson",625,0.625,1
20,"female",21,"right","Nonmatching","Mutter","Mother","Close",514,0.514,1
20,"female",21,"right","Matching","Mutter","Mother","Close",544,0.544,1
20,"female",21,"right","Matching","Ich","Self","Self",589,0.589,1
21,"female",19,"right","Nonmatching","none","none","NonPerson",838,0.838,1
21,"female",19,"right","Matching","Mutter","Mother","Close",1244,1.244,1
21,"female",19,"right","Matching","none","none","NonPerson",577,0.577,1
21,"female",19,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",453,0.453,1
21,"female",19,"right","Matching","none","none","NonPerson",614,0.614,1
21,"female",19,"right","Matching","Mutter","Mother","Close",600,0.6,1
21,"female",19,"right","Nonmatching","Mutter","Mother","Close",506,0.506,1
21,"female",19,"right","Nonmatching","Ich","Self","Self",672,0.672,0
21,"female",19,"right","Nonmatching","Ich","Self","Self",631,0.631,1
21,"female",19,"right","Matching","Bekannter","Acquaintance","Acquaintance",656,0.656,1
21,"female",19,"right","Matching","Ich","Self","Self",640,0.64,0
21,"female",19,"right","Nonmatching","Mutter","Mother","Close",880,0.88,1
21,"female",19,"right","Nonmatching","none","none","NonPerson",502,0.502,1
21,"female",19,"right","Matching","Ich","Self","Self",1084,1.084,1
21,"female",19,"right","Matching","Bekannter","Acquaintance","Acquaintance",527,0.527,1
21,"female",19,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",405,0.405,1
21,"female",19,"right","Matching","none","none","NonPerson",568,0.568,1
21,"female",19,"right","Matching","Bekannter","Acquaintance","Acquaintance",588,0.588,1
21,"female",19,"right","Nonmatching","Ich","Self","Self",903,0.903,1
21,"female",19,"right","Matching","none","none","NonPerson",483,0.483,1
21,"female",19,"right","Nonmatching","Mutter","Mother","Close",594,0.594,1
21,"female",19,"right","Nonmatching","Mutter","Mother","Close",565,0.565,1
21,"female",19,"right","Matching","Mutter","Mother","Close",593,0.593,1
21,"female",19,"right","Matching","Ich","Self","Self",1108,1.108,1
21,"female",19,"right","Nonmatching","none","none","NonPerson",655,0.655,1
21,"female",19,"right","Matching","Ich","Self","Self",886,0.886,1
21,"female",19,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",666,0.666,1
21,"female",19,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",593,0.593,1
21,"female",19,"right","Matching","Bekannter","Acquaintance","Acquaintance",476,0.476,1
21,"female",19,"right","Matching","Mutter","Mother","Close",700,0.7,1
21,"female",19,"right","Nonmatching","none","none","NonPerson",490,0.49,1
21,"female",19,"right","Nonmatching","Ich","Self","Self",745,0.745,1
21,"female",19,"right","Matching","Bekannter","Acquaintance","Acquaintance",461,0.461,1
21,"female",19,"right","Nonmatching","Ich","Self","Self",790,0.79,1
21,"female",19,"right","Nonmatching","Ich","Self","Self",512,0.512,0
21,"female",19,"right","Matching","Bekannter","Acquaintance","Acquaintance",662,0.662,1
21,"female",19,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",574,0.574,1
21,"female",19,"right","Nonmatching","none","none","NonPerson",633,0.633,1
21,"female",19,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",770,0.77,1
21,"female",19,"right","Matching","Ich","Self","Self",547,0.547,1
21,"female",19,"right","Matching","none","none","NonPerson",456,0.456,1
21,"female",19,"right","Nonmatching","Mutter","Mother","Close",473,0.473,1
21,"female",19,"right","Matching","Mutter","Mother","Close",625,0.625,1
21,"female",19,"right","Matching","none","none","NonPerson",586,0.586,1
21,"female",19,"right","Nonmatching","none","none","NonPerson",381,0.381,1
21,"female",19,"right","Nonmatching","Mutter","Mother","Close",537,0.537,1
21,"female",19,"right","Matching","Ich","Self","Self",902,0.902,0
21,"female",19,"right","Matching","Mutter","Mother","Close",1066,1.066,1
21,"female",19,"right","Matching","Bekannter","Acquaintance","Acquaintance",629,0.629,1
21,"female",19,"right","Matching","Ich","Self","Self",877,0.877,1
21,"female",19,"right","Nonmatching","Mutter","Mother","Close",795,0.795,1
21,"female",19,"right","Matching","Bekannter","Acquaintance","Acquaintance",556,0.556,1
21,"female",19,"right","Matching","none","none","NonPerson",385,0.385,1
21,"female",19,"right","Matching","none","none","NonPerson",533,0.533,1
21,"female",19,"right","Nonmatching","none","none","NonPerson",498,0.498,1
21,"female",19,"right","Nonmatching","none","none","NonPerson",393,0.393,1
21,"female",19,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",653,0.653,1
21,"female",19,"right","Matching","Mutter","Mother","Close",516,0.516,1
21,"female",19,"right","Nonmatching","Ich","Self","Self",714,0.714,1
21,"female",19,"right","Matching","Ich","Self","Self",592,0.592,1
21,"female",19,"right","Matching","Mutter","Mother","Close",762,0.762,1
21,"female",19,"right","Nonmatching","Ich","Self","Self",389,0.389,1
21,"female",19,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",385,0.385,1
21,"female",19,"right","Nonmatching","Mutter","Mother","Close",597,0.597,1
21,"female",19,"right","Matching","none","none","NonPerson",591,0.591,1
21,"female",19,"right","Nonmatching","none","none","NonPerson",482,0.482,1
21,"female",19,"right","Nonmatching","Mutter","Mother","Close",626,0.626,1
21,"female",19,"right","Matching","Mutter","Mother","Close",579,0.579,1
21,"female",19,"right","Matching","Ich","Self","Self",631,0.631,1
21,"female",19,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",528,0.528,1
21,"female",19,"right","Matching","none","none","NonPerson",558,0.558,1
21,"female",19,"right","Matching","Bekannter","Acquaintance","Acquaintance",466,0.466,0
21,"female",19,"right","Matching","Mutter","Mother","Close",554,0.554,1
21,"female",19,"right","Nonmatching","none","none","NonPerson",439,0.439,1
21,"female",19,"right","Nonmatching","Mutter","Mother","Close",632,0.632,1
21,"female",19,"right","Matching","Bekannter","Acquaintance","Acquaintance",432,0.432,1
21,"female",19,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",362,0.362,1
21,"female",19,"right","Matching","Ich","Self","Self",463,0.463,1
21,"female",19,"right","Nonmatching","Ich","Self","Self",1095,1.095,1
21,"female",19,"right","Nonmatching","Ich","Self","Self",675,0.675,1
21,"female",19,"right","Matching","none","none","NonPerson",530,0.53,1
21,"female",19,"right","Nonmatching","none","none","NonPerson",488,0.488,1
21,"female",19,"right","Nonmatching","none","none","NonPerson",519,0.519,1
21,"female",19,"right","Matching","Mutter","Mother","Close",533,0.533,1
21,"female",19,"right","Matching","Ich","Self","Self",570,0.57,1
21,"female",19,"right","Matching","none","none","NonPerson",542,0.542,1
21,"female",19,"right","Matching","Mutter","Mother","Close",451,0.451,1
21,"female",19,"right","Matching","Ich","Self","Self",468,0.468,1
21,"female",19,"right","Nonmatching","Mutter","Mother","Close",580,0.58,1
21,"female",19,"right","Matching","Bekannter","Acquaintance","Acquaintance",735,0.735,1
21,"female",19,"right","Matching","Bekannter","Acquaintance","Acquaintance",339,0.339,1
21,"female",19,"right","Nonmatching","Ich","Self","Self",561,0.561,1
21,"female",19,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",421,0.421,1
21,"female",19,"right","Nonmatching","Mutter","Mother","Close",656,0.656,1
21,"female",19,"right","Nonmatching","Ich","Self","Self",408,0.408,0
21,"female",19,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",683,0.683,1
