"Participant.Public.ID ""Trial.Number"" ""Reaction.Time"" ""Response"" ""Correct"" ""Incorrect"" ""Label"" ""Model"" ""P_Group"" ""P_Orginal"" ""ACC_Mat"""
"10892 ""5f0f64a8e59af310ac23f180"" 12 618 ""right"" 1 0 ""Me"" ""m34"" ""User"" ""NEIN"" 0.640625"
"10893 ""5f0f64a8e59af310ac23f180"" 13 772 ""left"" 1 0 ""Me"" ""f4"" ""Other"" ""JA"" 0.640625"
"10894 ""5f0f64a8e59af310ac23f180"" 14 1230 ""left"" 1 0 ""Stranger"" ""f18"" ""User"" ""JA"" 0.640625"
"10895 ""5f0f64a8e59af310ac23f180"" 15 620 ""right"" 0 1 ""Me"" ""m38"" ""Other"" ""NEIN"" 0.640625"
"10896 ""5f0f64a8e59af310ac23f180"" 16 646 ""right"" 1 0 ""Me"" ""f15"" ""User"" ""NEIN"" 0.640625"
"10897 ""5f0f64a8e59af310ac23f180"" 17 1190 ""right"" 0 1 ""Me"" ""f4"" ""Other"" ""NEIN"" 0.640625"
"10898 ""5f0f64a8e59af310ac23f180"" 18 1288 ""left"" 0 1 ""Me"" ""m34"" ""User"" ""JA"" 0.640625"
"10899 ""5f0f64a8e59af310ac23f180"" 19 791 ""right"" 1 0 ""Me"" ""m35"" ""User"" ""NEIN"" 0.640625"
"10900 ""5f0f64a8e59af310ac23f180"" 20 1008 ""left"" 1 0 ""Stranger"" ""f18"" ""User"" ""JA"" 0.640625"
"10901 ""5f0f64a8e59af310ac23f180"" 21 553 ""right"" 1 0 ""Stranger"" ""m33"" ""Other"" ""JA"" 0.640625"
"10902 ""5f0f64a8e59af310ac23f180"" 22 2926 ""left"" 0 1 ""Me"" ""f15"" ""User"" ""JA"" 0.640625"
"10903 ""5f0f64a8e59af310ac23f180"" 23 1574 ""right"" 1 0 ""Stranger"" ""m33"" ""Other"" ""NEIN"" 0.640625"
"10904 ""5f0f64a8e59af310ac23f180"" 24 560 ""right"" 1 0 ""Me"" ""f18"" ""User"" ""JA"" 0.640625"
"10905 ""5f0f64a8e59af310ac23f180"" 25 1308 ""left"" 0 1 ""Me"" ""m35"" ""User"" ""JA"" 0.640625"
"10906 ""5f0f64a8e59af310ac23f180"" 26 516 ""right"" 1 0 ""Me"" ""f15"" ""User"" ""NEIN"" 0.640625"
"10907 ""5f0f64a8e59af310ac23f180"" 27 563 ""right"" 1 0 ""Me"" ""f15"" ""User"" ""JA"" 0.640625"
"10908 ""5f0f64a8e59af310ac23f180"" 28 730 ""left"" 0 1 ""Stranger"" ""f27"" ""Other"" ""JA"" 0.640625"
"10909 ""5f0f64a8e59af310ac23f180"" 29 3727 ""right"" 0 1 ""Me"" ""f27"" ""Other"" ""JA"" 0.640625"
"10910 ""5f0f64a8e59af310ac23f180"" 30 714 ""left"" 1 0 ""Stranger"" ""m35"" ""User"" ""JA"" 0.640625"
"10911 ""5f0f64a8e59af310ac23f180"" 31 879 ""left"" 1 0 ""Stranger"" ""f15"" ""User"" ""JA"" 0.640625"
"10912 ""5f0f64a8e59af310ac23f180"" 32 1745 ""left"" 1 0 ""Stranger"" ""m34"" ""User"" ""JA"" 0.640625"
"10913 ""5f0f64a8e59af310ac23f180"" 33 1139 ""left"" 0 1 ""Stranger"" ""f4"" ""Other"" ""NEIN"" 0.640625"
"10914 ""5f0f64a8e59af310ac23f180"" 34 3863 ""left"" 0 1 ""Stranger"" ""f27"" ""Other"" ""JA"" 0.640625"
"10915 ""5f0f64a8e59af310ac23f180"" 35 514 ""right"" 0 1 ""Me"" ""f27"" ""Other"" ""JA"" 0.640625"
"10916 ""5f0f64a8e59af310ac23f180"" 36 1296 ""left"" 1 0 ""Stranger"" ""m34"" ""User"" ""NEIN"" 0.640625"
"10917 ""5f0f64a8e59af310ac23f180"" 37 983 ""left"" 0 1 ""Me"" ""m34"" ""User"" ""NEIN"" 0.640625"
"10918 ""5f0f64a8e59af310ac23f180"" 38 2021 ""left"" 1 0 ""Stranger"" ""m34"" ""User"" ""NEIN"" 0.640625"
"10919 ""5f0f64a8e59af310ac23f180"" 39 800 ""left"" 1 0 ""Me"" ""m33"" ""Other"" ""NEIN"" 0.640625"
"10920 ""5f0f64a8e59af310ac23f180"" 40 2020 ""left"" 0 1 ""Stranger"" ""f4"" ""Other"" ""JA"" 0.640625"
"10921 ""5f0f64a8e59af310ac23f180"" 41 606 ""left"" 1 0 ""Stranger"" ""m34"" ""User"" ""JA"" 0.640625"
"10922 ""5f0f64a8e59af310ac23f180"" 42 737 ""left"" 0 1 ""Stranger"" ""m38"" ""Other"" ""JA"" 0.640625"
"10923 ""5f0f64a8e59af310ac23f180"" 43 479 ""right"" 1 0 ""Me"" ""m35"" ""User"" ""JA"" 0.640625"
"10924 ""5f0f64a8e59af310ac23f180"" 44 660 ""left"" 1 0 ""Stranger"" ""f15"" ""User"" ""NEIN"" 0.640625"
"10925 ""5f0f64a8e59af310ac23f180"" 45 577 ""right"" 0 1 ""Me"" ""f27"" ""Other"" ""NEIN"" 0.640625"
"10926 ""5f0f64a8e59af310ac23f180"" 46 1452 ""right"" 1 0 ""Stranger"" ""m38"" ""Other"" ""NEIN"" 0.640625"
"10927 ""5f0f64a8e59af310ac23f180"" 47 589 ""right"" 1 0 ""Stranger"" ""f27"" ""Other"" ""NEIN"" 0.640625"
"10928 ""5f0f64a8e59af310ac23f180"" 48 592 ""left"" 1 0 ""Stranger"" ""m35"" ""User"" ""NEIN"" 0.640625"
"10929 ""5f0f64a8e59af310ac23f180"" 49 644 ""left"" 1 0 ""Stranger"" ""f18"" ""User"" ""NEIN"" 0.640625"
"10930 ""5f0f64a8e59af310ac23f180"" 50 1112 ""left"" 0 1 ""Me"" ""m34"" ""User"" ""JA"" 0.640625"
"10931 ""5f0f64a8e59af310ac23f180"" 51 547 ""left"" 1 0 ""Stranger"" ""f15"" ""User"" ""JA"" 0.640625"
"10932 ""5f0f64a8e59af310ac23f180"" 52 555 ""right"" 1 0 ""Me"" ""m35"" ""User"" ""NEIN"" 0.640625"
"10933 ""5f0f64a8e59af310ac23f180"" 53 619 ""right"" 1 0 ""Stranger"" ""f4"" ""Other"" ""JA"" 0.640625"
"10934 ""5f0f64a8e59af310ac23f180"" 54 971 ""left"" 1 0 ""Me"" ""m33"" ""Other"" ""NEIN"" 0.640625"
"10935 ""5f0f64a8e59af310ac23f180"" 55 888 ""left"" 1 0 ""Me"" ""m33"" ""Other"" ""JA"" 0.640625"
"10936 ""5f0f64a8e59af310ac23f180"" 56 1105 ""right"" 1 0 ""Stranger"" ""f27"" ""Other"" ""NEIN"" 0.640625"
"10937 ""5f0f64a8e59af310ac23f180"" 57 2433 ""right"" 0 1 ""Me"" ""m38"" ""Other"" ""NEIN"" 0.640625"
"10938 ""5f0f64a8e59af310ac23f180"" 58 1529 ""left"" 1 0 ""Me"" ""m38"" ""Other"" ""JA"" 0.640625"
"10939 ""5f0f64a8e59af310ac23f180"" 59 787 ""left"" 1 0 ""Me"" ""m33"" ""Other"" ""JA"" 0.640625"
"10940 ""5f0f64a8e59af310ac23f180"" 60 1947 ""right"" 1 0 ""Stranger"" ""f4"" ""Other"" ""NEIN"" 0.640625"
"10941 ""5f0f64a8e59af310ac23f180"" 61 1684 ""right"" 1 0 ""Stranger"" ""m33"" ""Other"" ""NEIN"" 0.640625"
"10942 ""5f0f64a8e59af310ac23f180"" 62 1309 ""left"" 1 0 ""Stranger"" ""f18"" ""User"" ""NEIN"" 0.640625"
"10943 ""5f0f64a8e59af310ac23f180"" 63 496 ""right"" 0 1 ""Me"" ""f4"" ""Other"" ""NEIN"" 0.640625"
"10944 ""5f0f64a8e59af310ac23f180"" 64 837 ""left"" 1 0 ""Me"" ""f27"" ""Other"" ""NEIN"" 0.640625"
"10945 ""610b94e651ce8595d755f9dd"" 1 3669.70000000298 ""left"" 0 1 ""Stranger"" ""m38"" ""Other"" ""NEIN"" 0.875"
"10946 ""610b94e651ce8595d755f9dd"" 2 787.60000000149 ""right"" 1 0 ""Me"" ""f15"" ""User"" ""NEIN"" 0.875"
"10947 ""610b94e651ce8595d755f9dd"" 3 462.90000000596 ""right"" 1 0 ""Stranger"" ""f27"" ""Other"" ""NEIN"" 0.875"
"10948 ""610b94e651ce8595d755f9dd"" 4 1103.10000000149 ""left"" 1 0 ""Stranger"" ""f15"" ""User"" ""JA"" 0.875"
"10949 ""610b94e651ce8595d755f9dd"" 5 1996.10000000149 ""left"" 0 1 ""Stranger"" ""f27"" ""Other"" ""JA"" 0.875"
"10950 ""610b94e651ce8595d755f9dd"" 6 1444.20000000298 ""right"" 1 0 ""Stranger"" ""f4"" ""Other"" ""NEIN"" 0.875"
"10951 ""610b94e651ce8595d755f9dd"" 7 742.80000000447 ""right"" 1 0 ""Me"" ""m35"" ""User"" ""JA"" 0.875"
"10952 ""610b94e651ce8595d755f9dd"" 8 1943.60000000149 ""right"" 1 0 ""Stranger"" ""m38"" ""Other"" ""JA"" 0.875"
"10953 ""610b94e651ce8595d755f9dd"" 9 495.70000000298 ""right"" 1 0 ""Me"" ""f15"" ""User"" ""NEIN"" 0.875"
"10954 ""610b94e651ce8595d755f9dd"" 10 354.20000000298 ""right"" 0 1 ""Stranger"" ""f18"" ""User"" ""JA"" 0.875"
"10955 ""610b94e651ce8595d755f9dd"" 11 1102.29999999702 ""right"" 1 0 ""Stranger"" ""m38"" ""Other"" ""JA"" 0.875"
"10956 ""610b94e651ce8595d755f9dd"" 12 1249.09999999404 ""left"" 1 0 ""Stranger"" ""m35"" ""User"" ""NEIN"" 0.875"
"10957 ""610b94e651ce8595d755f9dd"" 13 2630.39999999851 ""left"" 0 1 ""Me"" ""f18"" ""User"" ""JA"" 0.875"
"10958 ""610b94e651ce8595d755f9dd"" 14 506 ""right"" 1 0 ""Me"" ""m35"" ""User"" ""NEIN"" 0.875"
"10959 ""610b94e651ce8595d755f9dd"" 15 1280.70000000298 ""left"" 1 0 ""Stranger"" ""f18"" ""User"" ""NEIN"" 0.875"
"10960 ""610b94e651ce8595d755f9dd"" 16 756.30000000447 ""right"" 1 0 ""Stranger"" ""f27"" ""Other"" ""NEIN"" 0.875"
"10961 ""610b94e651ce8595d755f9dd"" 17 1741.10000000149 ""left"" 1 0 ""Stranger"" ""m35"" ""User"" ""JA"" 0.875"
"10962 ""610b94e651ce8595d755f9dd"" 18 1141.39999999851 ""left"" 1 0 ""Me"" ""m38"" ""Other"" ""JA"" 0.875"
"10963 ""610b94e651ce8595d755f9dd"" 19 1117.5 ""right"" 1 0 ""Stranger"" ""f27"" ""Other"" ""JA"" 0.875"
"10964 ""610b94e651ce8595d755f9dd"" 20 1286.30000000447 ""right"" 1 0 ""Stranger"" ""m38"" ""Other"" ""NEIN"" 0.875"
"10965 ""610b94e651ce8595d755f9dd"" 21 531.60000000149 ""right"" 1 0 ""Me"" ""f15"" ""User"" ""JA"" 0.875"
"10966 ""610b94e651ce8595d755f9dd"" 22 813.80000000447 ""right"" 1 0 ""Stranger"" ""f4"" ""Other"" ""NEIN"" 0.875"
"10967 ""610b94e651ce8595d755f9dd"" 23 666.79999999702 ""left"" 1 0 ""Stranger"" ""m35"" ""User"" ""JA"" 0.875"
"10968 ""610b94e651ce8595d755f9dd"" 24 572.29999999702 ""right"" 1 0 ""Me"" ""f15"" ""User"" ""JA"" 0.875"
"10969 ""610b94e651ce8595d755f9dd"" 25 1179.20000000298 ""left"" 1 0 ""Me"" ""m38"" ""Other"" ""JA"" 0.875"
"10970 ""610b94e651ce8595d755f9dd"" 26 1455.69999999553 ""right"" 0 1 ""Stranger"" ""f18"" ""User"" ""JA"" 0.875"
"10971 ""610b94e651ce8595d755f9dd"" 27 1894 ""left"" 1 0 ""Stranger"" ""f18"" ""User"" ""NEIN"" 0.875"
"10972 ""610b94e651ce8595d755f9dd"" 28 926.89999999851 ""left"" 1 0 ""Stranger"" ""m34"" ""User"" ""JA"" 0.875"
"10973 ""610b94e651ce8595d755f9dd"" 29 726 ""left"" 1 0 ""Stranger"" ""f15"" ""User"" ""JA"" 0.875"
"10974 ""610b94e651ce8595d755f9dd"" 30 823.89999999851 ""right"" 1 0 ""Me"" ""m34"" ""User"" ""NEIN"" 0.875"
"10975 ""610b94e651ce8595d755f9dd"" 31 1436.5 ""left"" 1 0 ""Me"" ""m38"" ""Other"" ""NEIN"" 0.875"
"10976 ""610b94e651ce8595d755f9dd"" 32 1057.19999999553 ""left"" 1 0 ""Stranger"" ""f15"" ""User"" ""NEIN"" 0.875"
"10977 ""610b94e651ce8595d755f9dd"" 33 1050.60000000149 ""left"" 1 0 ""Stranger"" ""m34"" ""User"" ""NEIN"" 0.875"
"10978 ""610b94e651ce8595d755f9dd"" 34 1430.60000000149 ""left"" 1 0 ""Me"" ""m38"" ""Other"" ""NEIN"" 0.875"
"10979 ""610b94e651ce8595d755f9dd"" 35 1613.79999999702 ""right"" 1 0 ""Stranger"" ""m33"" ""Other"" ""JA"" 0.875"
"10980 ""610b94e651ce8595d755f9dd"" 36 1357.40000000596 ""left"" 1 0 ""Me"" ""m33"" ""Other"" ""NEIN"" 0.875"
"10981 ""610b94e651ce8595d755f9dd"" 37 1512.10000000149 ""left"" 1 0 ""Me"" ""m33"" ""Other"" ""JA"" 0.875"
"10982 ""610b94e651ce8595d755f9dd"" 38 1318.39999999851 ""right"" 1 0 ""Me"" ""f18"" ""User"" ""JA"" 0.875"
"10983 ""610b94e651ce8595d755f9dd"" 39 1611.39999999851 ""left"" 1 0 ""Me"" ""f27"" ""Other"" ""NEIN"" 0.875"
"10984 ""610b94e651ce8595d755f9dd"" 40 1231.60000000149 ""right"" 1 0 ""Me"" ""m35"" ""User"" ""NEIN"" 0.875"
"10985 ""610b94e651ce8595d755f9dd"" 41 1853.10000000149 ""right"" 0 1 ""Me"" ""f27"" ""Other"" ""NEIN"" 0.875"
"10986 ""610b94e651ce8595d755f9dd"" 42 1089.40000000596 ""left"" 1 0 ""Me"" ""f4"" ""Other"" ""JA"" 0.875"
"10987 ""610b94e651ce8595d755f9dd"" 43 1297.10000000149 ""right"" 1 0 ""Me"" ""m34"" ""User"" ""NEIN"" 0.875"
"10988 ""610b94e651ce8595d755f9dd"" 44 210 ""left"" 0 1 ""Stranger"" ""f4"" ""Other"" ""JA"" 0.875"
"10989 ""610b94e651ce8595d755f9dd"" 45 1416.5 ""left"" 1 0 ""Me"" ""m33"" ""Other"" ""NEIN"" 0.875"
"10990 ""610b94e651ce8595d755f9dd"" 46 836.79999999702 ""right"" 1 0 ""Me"" ""m34"" ""User"" ""JA"" 0.875"
"10991 ""610b94e651ce8595d755f9dd"" 47 2177.60000000149 ""left"" 1 0 ""Stranger"" ""m34"" ""User"" ""NEIN"" 0.875"
"10992 ""610b94e651ce8595d755f9dd"" 48 1493.89999999851 ""left"" 1 0 ""Me"" ""f27"" ""Other"" ""JA"" 0.875"
"10993 ""610b94e651ce8595d755f9dd"" 49 1285.39999999851 ""left"" 1 0 ""Stranger"" ""m35"" ""User"" ""NEIN"" 0.875"
"10994 ""610b94e651ce8595d755f9dd"" 50 1110.80000000447 ""right"" 1 0 ""Me"" ""m34"" ""User"" ""JA"" 0.875"
"10995 ""610b94e651ce8595d755f9dd"" 51 1370.79999999702 ""left"" 1 0 ""Me"" ""f4"" ""Other"" ""JA"" 0.875"
"10996 ""610b94e651ce8595d755f9dd"" 52 916.20000000298 ""right"" 1 0 ""Me"" ""m35"" ""User"" ""JA"" 0.875"
"10997 ""610b94e651ce8595d755f9dd"" 53 1640.80000000447 ""left"" 1 0 ""Me"" ""m33"" ""Other"" ""JA"" 0.875"
"10998 ""610b94e651ce8595d755f9dd"" 54 1241.80000000447 ""left"" 1 0 ""Stranger"" ""f15"" ""User"" ""NEIN"" 0.875"
"10999 ""610b94e651ce8595d755f9dd"" 55 914.20000000298 ""right"" 1 0 ""Stranger"" ""m33"" ""Other"" ""NEIN"" 0.875"
"11000 ""610b94e651ce8595d755f9dd"" 56 899.39999999851 ""right"" 1 0 ""Me"" ""f18"" ""User"" ""NEIN"" 0.875"
"11001 ""610b94e651ce8595d755f9dd"" 57 1260.39999999851 ""left"" 1 0 ""Stranger"" ""m34"" ""User"" ""JA"" 0.875"
"11002 ""610b94e651ce8595d755f9dd"" 58 1315 ""right"" 0 1 ""Me"" ""f27"" ""Other"" ""JA"" 0.875"
"11003 ""610b94e651ce8595d755f9dd"" 59 1898 ""right"" 1 0 ""Stranger"" ""m33"" ""Other"" ""NEIN"" 0.875"
"11004 ""610b94e651ce8595d755f9dd"" 60 1383.10000000149 ""left"" 1 0 ""Me"" ""f4"" ""Other"" ""NEIN"" 0.875"
"11005 ""610b94e651ce8595d755f9dd"" 61 1932.40000000596 ""right"" 1 0 ""Stranger"" ""m33"" ""Other"" ""JA"" 0.875"
"11006 ""610b94e651ce8595d755f9dd"" 62 1222.80000000447 ""right"" 1 0 ""Stranger"" ""f4"" ""Other"" ""JA"" 0.875"
"11007 ""610b94e651ce8595d755f9dd"" 63 1489.69999999553 ""left"" 1 0 ""Me"" ""f4"" ""Other"" ""NEIN"" 0.875"
"11008 ""610b94e651ce8595d755f9dd"" 64 946.5 ""right"" 1 0 ""Me"" ""f18"" ""User"" ""NEIN"" 0.875"
"11009 ""5c76f698374321001812fe71"" 1 1066.70000004768 ""left"" 0 1 ""Stranger"" ""f27"" ""Other"" ""JA"" 0.6875"
"11010 ""5c76f698374321001812fe71"" 2 1114.59999990463 ""right"" 0 1 ""Me"" ""f4"" ""Other"" ""JA"" 0.6875"
"11011 ""5c76f698374321001812fe71"" 3 1290.80000019073 ""left"" 1 0 ""Me"" ""m38"" ""Other"" ""NEIN"" 0.6875"
"11012 ""5c76f698374321001812fe71"" 4 1260.5 ""right"" 1 0 ""Stranger"" ""m38"" ""Other"" ""NEIN"" 0.6875"
"11013 ""5c76f698374321001812fe71"" 5 884.800000190735 ""left"" 0 1 ""Me"" ""f18"" ""User"" ""JA"" 0.6875"
"11014 ""5c76f698374321001812fe71"" 6 995.700000047684 ""right"" 1 0 ""Stranger"" ""m33"" ""Other"" ""NEIN"" 0.6875"
"11015 ""5c76f698374321001812fe71"" 7 866.900000095367 ""right"" 1 0 ""Me"" ""f15"" ""User"" ""NEIN"" 0.6875"
"11016 ""5c76f698374321001812fe71"" 8 988.299999952316 ""left"" 0 1 ""Stranger"" ""f4"" ""Other"" ""JA"" 0.6875"
"11017 ""5c76f698374321001812fe71"" 9 798.100000143051 ""right"" 1 0 ""Me"" ""m35"" ""User"" ""JA"" 0.6875"
"11018 ""5c76f698374321001812fe71"" 10 1165.5 ""right"" 1 0 ""Stranger"" ""f4"" ""Other"" ""NEIN"" 0.6875"
"11019 ""5c76f698374321001812fe71"" 11 1210.79999995232 ""right"" 1 0 ""Me"" ""m35"" ""User"" ""JA"" 0.6875"
"11020 ""5c76f698374321001812fe71"" 12 1177.90000009537 ""left"" 1 0 ""Me"" ""f27"" ""Other"" ""JA"" 0.6875"
"11021 ""5c76f698374321001812fe71"" 13 1074.40000009537 ""left"" 1 0 ""Me"" ""f4"" ""Other"" ""NEIN"" 0.6875"
"11022 ""5c76f698374321001812fe71"" 14 1011.09999990463 ""left"" 1 0 ""Stranger"" ""f15"" ""User"" ""NEIN"" 0.6875"
"11023 ""5c76f698374321001812fe71"" 15 697.200000047684 ""right"" 0 1 ""Stranger"" ""f18"" ""User"" ""NEIN"" 0.6875"
"11024 ""5c76f698374321001812fe71"" 16 1309.59999990463 ""left"" 1 0 ""Me"" ""f27"" ""Other"" ""NEIN"" 0.6875"
"11025 ""5c76f698374321001812fe71"" 17 1020.90000009537 ""left"" 1 0 ""Stranger"" ""f15"" ""User"" ""JA"" 0.6875"
"11026 ""5c76f698374321001812fe71"" 18 1121.30000019073 ""right"" 1 0 ""Me"" ""m35"" ""User"" ""NEIN"" 0.6875"
"11027 ""5c76f698374321001812fe71"" 19 1586.09999990463 ""right"" 0 1 ""Stranger"" ""m34"" ""User"" ""NEIN"" 0.6875"
"11028 ""5c76f698374321001812fe71"" 20 869.600000143051 ""right"" 1 0 ""Me"" ""f15"" ""User"" ""JA"" 0.6875"
"11029 ""5c76f698374321001812fe71"" 21 1566.79999995232 ""left"" 1 0 ""Me"" ""f27"" ""Other"" ""NEIN"" 0.6875"
"11030 ""5c76f698374321001812fe71"" 22 595 ""left"" 0 1 ""Stranger"" ""f27"" ""Other"" ""JA"" 0.6875"
"11031 ""5c76f698374321001812fe71"" 23 1023.29999995232 ""left"" 1 0 ""Stranger"" ""m34"" ""User"" ""JA"" 0.6875"
"11032 ""5c76f698374321001812fe71"" 24 442.5 ""right"" 0 1 ""Me"" ""m38"" ""Other"" ""JA"" 0.6875"
"11033 ""5c76f698374321001812fe71"" 25 859.400000095367 ""right"" 1 0 ""Stranger"" ""m33"" ""Other"" ""JA"" 0.6875"
"11034 ""5c76f698374321001812fe71"" 26 1279.59999990463 ""right"" 0 1 ""Stranger"" ""m35"" ""User"" ""NEIN"" 0.6875"
"11035 ""5c76f698374321001812fe71"" 27 701.899999856949 ""left"" 1 0 ""Me"" ""f4"" ""Other"" ""NEIN"" 0.6875"
"11036 ""5c76f698374321001812fe71"" 28 398.600000143051 ""right"" 1 0 ""Me"" ""f18"" ""User"" ""NEIN"" 0.6875"
"11037 ""5c76f698374321001812fe71"" 29 885.900000095367 ""right"" 1 0 ""Stranger"" ""f27"" ""Other"" ""NEIN"" 0.6875"
"11038 ""5c76f698374321001812fe71"" 30 912.5 ""left"" 1 0 ""Stranger"" ""m35"" ""User"" ""NEIN"" 0.6875"
"11039 ""5c76f698374321001812fe71"" 31 716 ""left"" 1 0 ""Me"" ""m33"" ""Other"" ""NEIN"" 0.6875"
"11040 ""5c76f698374321001812fe71"" 32 753.599999904633 ""right"" 1 0 ""Me"" ""f18"" ""User"" ""JA"" 0.6875"
"11041 ""5c76f698374321001812fe71"" 33 491.799999952316 ""left"" 0 1 ""Me"" ""f15"" ""User"" ""NEIN"" 0.6875"
"11042 ""5c76f698374321001812fe71"" 34 1002.29999995232 ""right"" 1 0 ""Stranger"" ""m38"" ""Other"" ""JA"" 0.6875"
"11043 ""5c76f698374321001812fe71"" 35 771.100000143051 ""right"" 0 1 ""Stranger"" ""f15"" ""User"" ""JA"" 0.6875"
"11044 ""5c76f698374321001812fe71"" 36 547.200000047684 ""left"" 1 0 ""Me"" ""m38"" ""Other"" ""NEIN"" 0.6875"
"11045 ""5c76f698374321001812fe71"" 37 889.700000047684 ""left"" 1 0 ""Me"" ""f27"" ""Other"" ""JA"" 0.6875"
"11046 ""5c76f698374321001812fe71"" 38 1002.20000004768 ""left"" 0 1 ""Me"" ""m34"" ""User"" ""NEIN"" 0.6875"
"11047 ""5c76f698374321001812fe71"" 39 978.099999904633 ""left"" 1 0 ""Me"" ""m38"" ""Other"" ""JA"" 0.6875"
"11048 ""5c76f698374321001812fe71"" 40 824.900000095367 ""right"" 1 0 ""Stranger"" ""m33"" ""Other"" ""JA"" 0.6875"
"11049 ""5c76f698374321001812fe71"" 41 882.800000190735 ""left"" 1 0 ""Me"" ""m33"" ""Other"" ""JA"" 0.6875"
"11050 ""5c76f698374321001812fe71"" 42 893.700000047684 ""left"" 1 0 ""Stranger"" ""f15"" ""User"" ""NEIN"" 0.6875"
"11051 ""5c76f698374321001812fe71"" 43 987.800000190735 ""left"" 1 0 ""Me"" ""m33"" ""Other"" ""JA"" 0.6875"
"11052 ""5c76f698374321001812fe71"" 44 567.799999952316 ""right"" 0 1 ""Stranger"" ""m34"" ""User"" ""JA"" 0.6875"
"11053 ""5c76f698374321001812fe71"" 45 858.400000095367 ""right"" 1 0 ""Me"" ""m34"" ""User"" ""JA"" 0.6875"
"11054 ""5c76f698374321001812fe71"" 46 2382.20000004768 ""right"" 1 0 ""Me"" ""m35"" ""User"" ""NEIN"" 0.6875"
"11055 ""5c76f698374321001812fe71"" 47 678.200000047684 ""right"" 0 1 ""Stranger"" ""m35"" ""User"" ""JA"" 0.6875"
"11056 ""5c76f698374321001812fe71"" 48 679 ""left"" 1 0 ""Stranger"" ""f18"" ""User"" ""JA"" 0.6875"
"11057 ""5c76f698374321001812fe71"" 49 897.799999952316 ""left"" 0 1 ""Stranger"" ""f4"" ""Other"" ""NEIN"" 0.6875"
"11058 ""5c76f698374321001812fe71"" 50 648.299999952316 ""right"" 1 0 ""Me"" ""m34"" ""User"" ""JA"" 0.6875"
"11059 ""5c76f698374321001812fe71"" 51 870.100000143051 ""left"" 1 0 ""Stranger"" ""m35"" ""User"" ""JA"" 0.6875"
"11060 ""5c76f698374321001812fe71"" 52 574.700000047684 ""right"" 1 0 ""Me"" ""f18"" ""User"" ""NEIN"" 0.6875"
"11061 ""5c76f698374321001812fe71"" 53 1535.39999985695 ""left"" 0 1 ""Stranger"" ""f27"" ""Other"" ""NEIN"" 0.6875"
"11062 ""5c76f698374321001812fe71"" 54 1359.59999990463 ""right"" 1 0 ""Stranger"" ""m38"" ""Other"" ""JA"" 0.6875"
"11063 ""5c76f698374321001812fe71"" 55 735.5 ""left"" 0 1 ""Stranger"" ""f4"" ""Other"" ""JA"" 0.6875"
"11064 ""5c76f698374321001812fe71"" 56 690.5 ""left"" 1 0 ""Me"" ""m33"" ""Other"" ""NEIN"" 0.6875"
"11065 ""5c76f698374321001812fe71"" 57 686.900000095367 ""right"" 1 0 ""Stranger"" ""m33"" ""Other"" ""NEIN"" 0.6875"
"11066 ""5c76f698374321001812fe71"" 58 645.100000143051 ""right"" 1 0 ""Stranger"" ""m38"" ""Other"" ""NEIN"" 0.6875"
"11067 ""5c76f698374321001812fe71"" 59 1201.29999995232 ""right"" 1 0 ""Me"" ""f15"" ""User"" ""JA"" 0.6875"
"11068 ""5c76f698374321001812fe71"" 60 458.5 ""right"" 0 1 ""Stranger"" ""m34"" ""User"" ""NEIN"" 0.6875"
"11069 ""5c76f698374321001812fe71"" 61 890 ""left"" 1 0 ""Stranger"" ""f18"" ""User"" ""JA"" 0.6875"
"11070 ""5c76f698374321001812fe71"" 62 1195.5 ""left"" 1 0 ""Stranger"" ""f18"" ""User"" ""NEIN"" 0.6875"
"11071 ""5c76f698374321001812fe71"" 63 1692.20000004768 ""right"" 0 1 ""Me"" ""f4"" ""Other"" ""JA"" 0.6875"
"11072 ""5c76f698374321001812fe71"" 64 1126.90000009537 ""left"" 0 1 ""Me"" ""m34"" ""User"" ""NEIN"" 0.6875"
"11073 ""59b6fc6662b30d0001b7a8bb"" 1 1400 ""right"" 0 1 ""Stranger"" ""f15"" ""User"" ""NEIN"" 0.703125"
"11074 ""59b6fc6662b30d0001b7a8bb"" 2 1171 ""left"" 0 1 ""Me"" ""f15"" ""User"" ""JA"" 0.703125"
"11075 ""59b6fc6662b30d0001b7a8bb"" 3 2384 ""left"" 0 1 ""Me"" ""m35"" ""User"" ""JA"" 0.703125"
"11076 ""59b6fc6662b30d0001b7a8bb"" 4 1584 ""left"" 1 0 ""Me"" ""f4"" ""Other"" ""JA"" 0.703125"
"11077 ""59b6fc6662b30d0001b7a8bb"" 5 1303 ""right"" 1 0 ""Stranger"" ""f4"" ""Other"" ""JA"" 0.703125"
"11078 ""59b6fc6662b30d0001b7a8bb"" 6 1358 ""right"" 1 0 ""Stranger"" ""f4"" ""Other"" ""NEIN"" 0.703125"
"11079 ""59b6fc6662b30d0001b7a8bb"" 7 1385 ""left"" 0 1 ""Me"" ""f15"" ""User"" ""NEIN"" 0.703125"
"11080 ""59b6fc6662b30d0001b7a8bb"" 8 1235 ""right"" 1 0 ""Stranger"" ""m38"" ""Other"" ""JA"" 0.703125"
"11081 ""59b6fc6662b30d0001b7a8bb"" 9 1517.99999999999 ""left"" 1 0 ""Stranger"" ""m35"" ""User"" ""NEIN"" 0.703125"
