"Participant.Public.ID ""Trial.Number"" ""Reaction.Time"" ""Response"" ""Correct"" ""Incorrect"" ""Label"" ""Model"" ""P_Group"" ""P_Orginal"" ""ACC_Mat"""
"10705 ""612d18baf58abea6585a18e7"" 17 3681.5 ""left"" 1 0 ""Me"" ""m33"" ""Other"" ""NEIN"" 0.859375"
"10706 ""612d18baf58abea6585a18e7"" 18 4447.59999990463 ""left"" 1 0 ""Me"" ""f27"" ""Other"" ""JA"" 0.859375"
"10707 ""612d18baf58abea6585a18e7"" 19 5388.90000009537 ""right"" 0 1 ""Stranger"" ""f18"" ""User"" ""JA"" 0.859375"
"10708 ""612d18baf58abea6585a18e7"" 20 8585.70000004768 ""left"" 1 0 ""Me"" ""f4"" ""Other"" ""NEIN"" 0.859375"
"10709 ""612d18baf58abea6585a18e7"" 21 3342.79999995232 ""right"" 1 0 ""Me"" ""m34"" ""User"" ""JA"" 0.859375"
"10710 ""612d18baf58abea6585a18e7"" 22 4006.79999995232 ""left"" 1 0 ""Stranger"" ""m34"" ""User"" ""NEIN"" 0.859375"
"10711 ""612d18baf58abea6585a18e7"" 23 1238.5 ""right"" 1 0 ""Me"" ""f15"" ""User"" ""JA"" 0.859375"
"10712 ""612d18baf58abea6585a18e7"" 24 2258.09999990463 ""right"" 1 0 ""Stranger"" ""m38"" ""Other"" ""NEIN"" 0.859375"
"10713 ""612d18baf58abea6585a18e7"" 25 3247.90000009537 ""left"" 0 1 ""Me"" ""m35"" ""User"" ""NEIN"" 0.859375"
"10714 ""612d18baf58abea6585a18e7"" 26 8763.20000004768 ""right"" 1 0 ""Stranger"" ""f27"" ""Other"" ""NEIN"" 0.859375"
"10715 ""612d18baf58abea6585a18e7"" 27 1508.20000004768 ""left"" 1 0 ""Me"" ""m33"" ""Other"" ""JA"" 0.859375"
"10716 ""612d18baf58abea6585a18e7"" 28 3335.5 ""right"" 1 0 ""Stranger"" ""f4"" ""Other"" ""JA"" 0.859375"
"10717 ""612d18baf58abea6585a18e7"" 29 4145 ""right"" 1 0 ""Me"" ""m35"" ""User"" ""JA"" 0.859375"
"10718 ""612d18baf58abea6585a18e7"" 30 1509.09999990463 ""right"" 1 0 ""Me"" ""f15"" ""User"" ""NEIN"" 0.859375"
"10719 ""612d18baf58abea6585a18e7"" 31 4646.20000004768 ""right"" 1 0 ""Me"" ""m34"" ""User"" ""NEIN"" 0.859375"
"10720 ""612d18baf58abea6585a18e7"" 32 8481.5 ""right"" 0 1 ""Stranger"" ""f18"" ""User"" ""NEIN"" 0.859375"
"10721 ""612d18baf58abea6585a18e7"" 33 2129.20000004768 ""left"" 1 0 ""Stranger"" ""f15"" ""User"" ""JA"" 0.859375"
"10722 ""612d18baf58abea6585a18e7"" 34 11382.1000001431 ""right"" 1 0 ""Me"" ""f18"" ""User"" ""JA"" 0.859375"
"10723 ""612d18baf58abea6585a18e7"" 35 1189.70000004768 ""left"" 1 0 ""Me"" ""m38"" ""Other"" ""NEIN"" 0.859375"
"10724 ""612d18baf58abea6585a18e7"" 36 1661.20000004768 ""right"" 1 0 ""Stranger"" ""m38"" ""Other"" ""NEIN"" 0.859375"
"10725 ""612d18baf58abea6585a18e7"" 37 1184.69999980927 ""left"" 1 0 ""Me"" ""m38"" ""Other"" ""JA"" 0.859375"
"10726 ""612d18baf58abea6585a18e7"" 38 8947 ""left"" 0 1 ""Me"" ""f18"" ""User"" ""NEIN"" 0.859375"
"10727 ""612d18baf58abea6585a18e7"" 39 3910.29999995232 ""left"" 1 0 ""Me"" ""f27"" ""Other"" ""JA"" 0.859375"
"10728 ""612d18baf58abea6585a18e7"" 40 1291.59999990463 ""right"" 1 0 ""Stranger"" ""m38"" ""Other"" ""JA"" 0.859375"
"10729 ""612d18baf58abea6585a18e7"" 41 2622.10000014305 ""left"" 1 0 ""Stranger"" ""m35"" ""User"" ""NEIN"" 0.859375"
"10730 ""612d18baf58abea6585a18e7"" 42 2497.89999985695 ""right"" 1 0 ""Stranger"" ""m33"" ""Other"" ""JA"" 0.859375"
"10731 ""612d18baf58abea6585a18e7"" 43 2063.60000014305 ""left"" 1 0 ""Me"" ""f4"" ""Other"" ""NEIN"" 0.859375"
"10732 ""612d18baf58abea6585a18e7"" 44 4119.79999995232 ""left"" 1 0 ""Me"" ""f4"" ""Other"" ""JA"" 0.859375"
"10733 ""612d18baf58abea6585a18e7"" 45 2610.20000004768 ""left"" 1 0 ""Me"" ""m33"" ""Other"" ""JA"" 0.859375"
"10734 ""612d18baf58abea6585a18e7"" 46 3709.39999985695 ""right"" 1 0 ""Me"" ""m35"" ""User"" ""JA"" 0.859375"
"10735 ""612d18baf58abea6585a18e7"" 47 2670.79999995232 ""right"" 1 0 ""Stranger"" ""f27"" ""Other"" ""JA"" 0.859375"
"10736 ""612d18baf58abea6585a18e7"" 48 961 ""left"" 1 0 ""Stranger"" ""f15"" ""User"" ""JA"" 0.859375"
"10737 ""612d18baf58abea6585a18e7"" 49 814.199999809265 ""left"" 1 0 ""Me"" ""m38"" ""Other"" ""NEIN"" 0.859375"
"10738 ""612d18baf58abea6585a18e7"" 50 1020.29999995232 ""left"" 1 0 ""Stranger"" ""m34"" ""User"" ""NEIN"" 0.859375"
"10739 ""612d18baf58abea6585a18e7"" 51 3765.70000004768 ""left"" 1 0 ""Me"" ""f27"" ""Other"" ""NEIN"" 0.859375"
"10740 ""612d18baf58abea6585a18e7"" 52 1203.89999985695 ""left"" 1 0 ""Stranger"" ""f15"" ""User"" ""NEIN"" 0.859375"
"10741 ""612d18baf58abea6585a18e7"" 53 2596.30000019073 ""right"" 1 0 ""Me"" ""f15"" ""User"" ""NEIN"" 0.859375"
"10742 ""612d18baf58abea6585a18e7"" 54 4700.29999995232 ""left"" 0 1 ""Me"" ""f18"" ""User"" ""JA"" 0.859375"
"10743 ""612d18baf58abea6585a18e7"" 55 1988.70000004768 ""left"" 1 0 ""Me"" ""m38"" ""Other"" ""JA"" 0.859375"
"10744 ""612d18baf58abea6585a18e7"" 56 3345.70000004768 ""right"" 1 0 ""Stranger"" ""f27"" ""Other"" ""NEIN"" 0.859375"
"10745 ""612d18baf58abea6585a18e7"" 57 1371.60000014305 ""right"" 1 0 ""Stranger"" ""m33"" ""Other"" ""NEIN"" 0.859375"
"10746 ""612d18baf58abea6585a18e7"" 58 2051.79999995232 ""right"" 1 0 ""Stranger"" ""m33"" ""Other"" ""NEIN"" 0.859375"
"10747 ""612d18baf58abea6585a18e7"" 59 1458.09999990463 ""right"" 1 0 ""Stranger"" ""f4"" ""Other"" ""NEIN"" 0.859375"
"10748 ""612d18baf58abea6585a18e7"" 60 1264.69999980927 ""left"" 1 0 ""Me"" ""m33"" ""Other"" ""NEIN"" 0.859375"
"10749 ""612d18baf58abea6585a18e7"" 61 958.200000047684 ""left"" 1 0 ""Stranger"" ""m35"" ""User"" ""NEIN"" 0.859375"
"10750 ""612d18baf58abea6585a18e7"" 62 2408.19999980927 ""left"" 1 0 ""Me"" ""f4"" ""Other"" ""JA"" 0.859375"
"10751 ""612d18baf58abea6585a18e7"" 63 1341.39999985695 ""left"" 1 0 ""Stranger"" ""m35"" ""User"" ""JA"" 0.859375"
"10752 ""612d18baf58abea6585a18e7"" 64 833.899999856949 ""right"" 1 0 ""Me"" ""f15"" ""User"" ""JA"" 0.859375"
"10753 ""5eca46c6c1e2c601290bab15"" 1 7497 ""left"" 0 1 ""Stranger"" ""f27"" ""Other"" ""NEIN"" 0.75"
"10754 ""5eca46c6c1e2c601290bab15"" 2 1388 ""left"" 1 0 ""Stranger"" ""f18"" ""User"" ""JA"" 0.75"
"10755 ""5eca46c6c1e2c601290bab15"" 3 2101 ""right"" 0 1 ""Me"" ""m33"" ""Other"" ""JA"" 0.75"
"10756 ""5eca46c6c1e2c601290bab15"" 4 1709 ""left"" 1 0 ""Stranger"" ""f15"" ""User"" ""NEIN"" 0.75"
"10757 ""5eca46c6c1e2c601290bab15"" 5 1650 ""right"" 1 0 ""Me"" ""m34"" ""User"" ""JA"" 0.75"
"10758 ""5eca46c6c1e2c601290bab15"" 6 2024 ""right"" 1 0 ""Me"" ""m34"" ""User"" ""JA"" 0.75"
"10759 ""5eca46c6c1e2c601290bab15"" 7 1601 ""right"" 1 0 ""Me"" ""m35"" ""User"" ""NEIN"" 0.75"
"10760 ""5eca46c6c1e2c601290bab15"" 8 2160 ""left"" 1 0 ""Stranger"" ""f15"" ""User"" ""JA"" 0.75"
"10761 ""5eca46c6c1e2c601290bab15"" 9 1113 ""right"" 0 1 ""Stranger"" ""f18"" ""User"" ""JA"" 0.75"
"10762 ""5eca46c6c1e2c601290bab15"" 10 2060 ""left"" 0 1 ""Stranger"" ""m33"" ""Other"" ""NEIN"" 0.75"
"10763 ""5eca46c6c1e2c601290bab15"" 11 2294 ""left"" 1 0 ""Me"" ""f4"" ""Other"" ""JA"" 0.75"
"10764 ""5eca46c6c1e2c601290bab15"" 12 1241.00000000003 ""right"" 1 0 ""Me"" ""f18"" ""User"" ""JA"" 0.75"
"10765 ""5eca46c6c1e2c601290bab15"" 13 2395 ""left"" 1 0 ""Stranger"" ""f15"" ""User"" ""JA"" 0.75"
"10766 ""5eca46c6c1e2c601290bab15"" 14 3984 ""right"" 0 1 ""Me"" ""f4"" ""Other"" ""JA"" 0.75"
"10767 ""5eca46c6c1e2c601290bab15"" 15 1568 ""right"" 1 0 ""Me"" ""f15"" ""User"" ""JA"" 0.75"
"10768 ""5eca46c6c1e2c601290bab15"" 16 2581.99999999997 ""right"" 0 1 ""Stranger"" ""m34"" ""User"" ""NEIN"" 0.75"
"10769 ""5eca46c6c1e2c601290bab15"" 17 2167 ""left"" 1 0 ""Me"" ""f4"" ""Other"" ""NEIN"" 0.75"
"10770 ""5eca46c6c1e2c601290bab15"" 18 1003.00000000003 ""right"" 0 1 ""Me"" ""f27"" ""Other"" ""JA"" 0.75"
"10771 ""5eca46c6c1e2c601290bab15"" 19 1731 ""left"" 1 0 ""Me"" ""m38"" ""Other"" ""NEIN"" 0.75"
"10772 ""5eca46c6c1e2c601290bab15"" 20 2587 ""left"" 1 0 ""Me"" ""m33"" ""Other"" ""JA"" 0.75"
"10773 ""5eca46c6c1e2c601290bab15"" 21 4663 ""left"" 0 1 ""Stranger"" ""f4"" ""Other"" ""NEIN"" 0.75"
"10774 ""5eca46c6c1e2c601290bab15"" 22 1171 ""left"" 1 0 ""Stranger"" ""f15"" ""User"" ""NEIN"" 0.75"
"10775 ""5eca46c6c1e2c601290bab15"" 23 1955.99999999997 ""right"" 1 0 ""Me"" ""m35"" ""User"" ""NEIN"" 0.75"
"10776 ""5eca46c6c1e2c601290bab15"" 24 3495 ""right"" 0 1 ""Stranger"" ""m34"" ""User"" ""JA"" 0.75"
"10777 ""5eca46c6c1e2c601290bab15"" 25 845.999999999971 ""right"" 1 0 ""Me"" ""f18"" ""User"" ""NEIN"" 0.75"
"10778 ""5eca46c6c1e2c601290bab15"" 26 861 ""right"" 0 1 ""Stranger"" ""m34"" ""User"" ""JA"" 0.75"
"10779 ""5eca46c6c1e2c601290bab15"" 27 899 ""left"" 1 0 ""Stranger"" ""m35"" ""User"" ""JA"" 0.75"
"10780 ""5eca46c6c1e2c601290bab15"" 28 1413 ""left"" 1 0 ""Me"" ""m33"" ""Other"" ""NEIN"" 0.75"
"10781 ""5eca46c6c1e2c601290bab15"" 29 1005 ""left"" 1 0 ""Me"" ""m38"" ""Other"" ""JA"" 0.75"
"10782 ""5eca46c6c1e2c601290bab15"" 30 1117.00000000006 ""right"" 1 0 ""Me"" ""f15"" ""User"" ""JA"" 0.75"
"10783 ""5eca46c6c1e2c601290bab15"" 31 872 ""left"" 0 1 ""Stranger"" ""m38"" ""Other"" ""NEIN"" 0.75"
"10784 ""5eca46c6c1e2c601290bab15"" 32 1530 ""right"" 1 0 ""Stranger"" ""m38"" ""Other"" ""NEIN"" 0.75"
"10785 ""5eca46c6c1e2c601290bab15"" 33 1935.00000000006 ""right"" 1 0 ""Me"" ""m34"" ""User"" ""NEIN"" 0.75"
"10786 ""5eca46c6c1e2c601290bab15"" 34 1276 ""left"" 1 0 ""Stranger"" ""f18"" ""User"" ""NEIN"" 0.75"
"10787 ""5eca46c6c1e2c601290bab15"" 35 3111 ""right"" 1 0 ""Stranger"" ""f27"" ""Other"" ""JA"" 0.75"
"10788 ""5eca46c6c1e2c601290bab15"" 36 1292 ""left"" 0 1 ""Stranger"" ""m38"" ""Other"" ""JA"" 0.75"
"10789 ""5eca46c6c1e2c601290bab15"" 37 1331 ""left"" 1 0 ""Stranger"" ""m35"" ""User"" ""NEIN"" 0.75"
"10790 ""5eca46c6c1e2c601290bab15"" 38 1990 ""right"" 1 0 ""Stranger"" ""f4"" ""Other"" ""NEIN"" 0.75"
"10791 ""5eca46c6c1e2c601290bab15"" 39 2262 ""right"" 0 1 ""Stranger"" ""m35"" ""User"" ""NEIN"" 0.75"
"10792 ""5eca46c6c1e2c601290bab15"" 40 1497 ""right"" 1 0 ""Stranger"" ""f4"" ""Other"" ""JA"" 0.75"
"10793 ""5eca46c6c1e2c601290bab15"" 41 1479 ""right"" 1 0 ""Stranger"" ""m33"" ""Other"" ""JA"" 0.75"
"10794 ""5eca46c6c1e2c601290bab15"" 42 1867 ""right"" 0 1 ""Stranger"" ""f18"" ""User"" ""NEIN"" 0.75"
"10795 ""5eca46c6c1e2c601290bab15"" 43 1624 ""right"" 1 0 ""Stranger"" ""m33"" ""Other"" ""NEIN"" 0.75"
"10796 ""5eca46c6c1e2c601290bab15"" 44 1438 ""right"" 1 0 ""Stranger"" ""f27"" ""Other"" ""NEIN"" 0.75"
"10797 ""5eca46c6c1e2c601290bab15"" 45 2213 ""left"" 1 0 ""Me"" ""f27"" ""Other"" ""JA"" 0.75"
"10798 ""5eca46c6c1e2c601290bab15"" 46 1252 ""right"" 1 0 ""Me"" ""f15"" ""User"" ""NEIN"" 0.75"
"10799 ""5eca46c6c1e2c601290bab15"" 47 1149 ""left"" 0 1 ""Me"" ""m34"" ""User"" ""NEIN"" 0.75"
"10800 ""5eca46c6c1e2c601290bab15"" 48 1970 ""right"" 1 0 ""Stranger"" ""f27"" ""Other"" ""JA"" 0.75"
"10801 ""5eca46c6c1e2c601290bab15"" 49 1056.00000000006 ""left"" 1 0 ""Me"" ""m33"" ""Other"" ""NEIN"" 0.75"
"10802 ""5eca46c6c1e2c601290bab15"" 50 1241.00000000006 ""right"" 1 0 ""Me"" ""f18"" ""User"" ""NEIN"" 0.75"
"10803 ""5eca46c6c1e2c601290bab15"" 51 1044 ""right"" 1 0 ""Me"" ""m35"" ""User"" ""JA"" 0.75"
"10804 ""5eca46c6c1e2c601290bab15"" 52 962.000000000058 ""right"" 1 0 ""Me"" ""m35"" ""User"" ""JA"" 0.75"
"10805 ""5eca46c6c1e2c601290bab15"" 53 1235.00000000006 ""right"" 1 0 ""Stranger"" ""f4"" ""Other"" ""JA"" 0.75"
"10806 ""5eca46c6c1e2c601290bab15"" 54 1861 ""left"" 1 0 ""Stranger"" ""m35"" ""User"" ""JA"" 0.75"
"10807 ""5eca46c6c1e2c601290bab15"" 55 2654.99999999994 ""left"" 1 0 ""Me"" ""f4"" ""Other"" ""NEIN"" 0.75"
"10808 ""5eca46c6c1e2c601290bab15"" 56 1083 ""left"" 1 0 ""Me"" ""m38"" ""Other"" ""JA"" 0.75"
"10809 ""5eca46c6c1e2c601290bab15"" 57 1622 ""left"" 1 0 ""Me"" ""f27"" ""Other"" ""NEIN"" 0.75"
"10810 ""5eca46c6c1e2c601290bab15"" 58 1654 ""right"" 1 0 ""Me"" ""f18"" ""User"" ""JA"" 0.75"
"10811 ""5eca46c6c1e2c601290bab15"" 59 1319 ""right"" 1 0 ""Stranger"" ""m33"" ""Other"" ""JA"" 0.75"
"10812 ""5eca46c6c1e2c601290bab15"" 60 1044 ""right"" 1 0 ""Me"" ""f15"" ""User"" ""NEIN"" 0.75"
"10813 ""5eca46c6c1e2c601290bab15"" 61 2995 ""right"" 1 0 ""Stranger"" ""m38"" ""Other"" ""JA"" 0.75"
"10814 ""5eca46c6c1e2c601290bab15"" 62 1632 ""left"" 1 0 ""Me"" ""m38"" ""Other"" ""NEIN"" 0.75"
"10815 ""5eca46c6c1e2c601290bab15"" 63 2904.00000000006 ""left"" 1 0 ""Stranger"" ""m34"" ""User"" ""NEIN"" 0.75"
"10816 ""5eca46c6c1e2c601290bab15"" 64 1005.00000000012 ""right"" 0 1 ""Me"" ""f27"" ""Other"" ""NEIN"" 0.75"
"10817 ""612eb27ffda153fd8792e92d"" 1 4030 ""left"" 1 0 ""Me"" ""m33"" ""Other"" ""JA"" 0.734375"
"10818 ""612eb27ffda153fd8792e92d"" 2 4449.79999999702 ""left"" 0 1 ""Stranger"" ""f4"" ""Other"" ""NEIN"" 0.734375"
"10819 ""612eb27ffda153fd8792e92d"" 3 3463.60000000894 ""right"" 1 0 ""Stranger"" ""f27"" ""Other"" ""JA"" 0.734375"
"10820 ""612eb27ffda153fd8792e92d"" 4 3411.09999999404 ""right"" 0 1 ""Me"" ""f27"" ""Other"" ""JA"" 0.734375"
"10821 ""612eb27ffda153fd8792e92d"" 5 1540.20000000298 ""left"" 1 0 ""Stranger"" ""f18"" ""User"" ""NEIN"" 0.734375"
"10822 ""612eb27ffda153fd8792e92d"" 6 10320 ""left"" 1 0 ""Stranger"" ""m35"" ""User"" ""JA"" 0.734375"
"10823 ""612eb27ffda153fd8792e92d"" 7 3701.39999999106 ""right"" 1 0 ""Me"" ""m34"" ""User"" ""NEIN"" 0.734375"
"10824 ""612eb27ffda153fd8792e92d"" 8 4035.59999999404 ""left"" 1 0 ""Me"" ""m33"" ""Other"" ""NEIN"" 0.734375"
"10825 ""612eb27ffda153fd8792e92d"" 9 1467 ""right"" 0 1 ""Stranger"" ""m35"" ""User"" ""NEIN"" 0.734375"
"10826 ""612eb27ffda153fd8792e92d"" 10 4149.5 ""right"" 1 0 ""Me"" ""m35"" ""User"" ""NEIN"" 0.734375"
"10827 ""612eb27ffda153fd8792e92d"" 11 4062.20000000298 ""left"" 1 0 ""Stranger"" ""m34"" ""User"" ""NEIN"" 0.734375"
"10828 ""612eb27ffda153fd8792e92d"" 12 3908.29999999702 ""right"" 1 0 ""Stranger"" ""m38"" ""Other"" ""JA"" 0.734375"
"10829 ""612eb27ffda153fd8792e92d"" 13 1545 ""right"" 0 1 ""Me"" ""f4"" ""Other"" ""NEIN"" 0.734375"
"10830 ""612eb27ffda153fd8792e92d"" 14 2763 ""left"" 0 1 ""Me"" ""m35"" ""User"" ""NEIN"" 0.734375"
"10831 ""612eb27ffda153fd8792e92d"" 15 3568 ""left"" 0 1 ""Stranger"" ""f4"" ""Other"" ""JA"" 0.734375"
"10832 ""612eb27ffda153fd8792e92d"" 16 1185.79999999702 ""right"" 1 0 ""Me"" ""m35"" ""User"" ""JA"" 0.734375"
"10833 ""612eb27ffda153fd8792e92d"" 17 13555.200000003 ""right"" 1 0 ""Stranger"" ""m38"" ""Other"" ""NEIN"" 0.734375"
"10834 ""612eb27ffda153fd8792e92d"" 18 9459.39999999106 ""right"" 0 1 ""Me"" ""m38"" ""Other"" ""JA"" 0.734375"
"10835 ""612eb27ffda153fd8792e92d"" 19 4548.5 ""left"" 0 1 ""Stranger"" ""m38"" ""Other"" ""NEIN"" 0.734375"
"10836 ""612eb27ffda153fd8792e92d"" 20 6149 ""right"" 1 0 ""Stranger"" ""f4"" ""Other"" ""JA"" 0.734375"
"10837 ""612eb27ffda153fd8792e92d"" 21 1933.70000000298 ""right"" 1 0 ""Me"" ""f18"" ""User"" ""JA"" 0.734375"
"10838 ""612eb27ffda153fd8792e92d"" 22 2612.5 ""left"" 1 0 ""Me"" ""f27"" ""Other"" ""NEIN"" 0.734375"
"10839 ""612eb27ffda153fd8792e92d"" 23 2687.09999999404 ""right"" 1 0 ""Me"" ""f18"" ""User"" ""NEIN"" 0.734375"
"10840 ""612eb27ffda153fd8792e92d"" 24 1147.29999999702 ""left"" 1 0 ""Me"" ""f4"" ""Other"" ""NEIN"" 0.734375"
"10841 ""612eb27ffda153fd8792e92d"" 25 2741.40000000596 ""right"" 1 0 ""Stranger"" ""m33"" ""Other"" ""NEIN"" 0.734375"
"10842 ""612eb27ffda153fd8792e92d"" 26 1383 ""right"" 1 0 ""Stranger"" ""m33"" ""Other"" ""JA"" 0.734375"
"10843 ""612eb27ffda153fd8792e92d"" 27 1779.39999999106 ""right"" 1 0 ""Me"" ""m34"" ""User"" ""JA"" 0.734375"
"10844 ""612eb27ffda153fd8792e92d"" 28 2051.79999999702 ""right"" 1 0 ""Stranger"" ""f4"" ""Other"" ""NEIN"" 0.734375"
"10845 ""612eb27ffda153fd8792e92d"" 29 4479.29999999702 ""right"" 0 1 ""Stranger"" ""f18"" ""User"" ""NEIN"" 0.734375"
"10846 ""612eb27ffda153fd8792e92d"" 30 3290.59999999404 ""right"" 0 1 ""Me"" ""f27"" ""Other"" ""NEIN"" 0.734375"
"10847 ""612eb27ffda153fd8792e92d"" 31 5050.59999999404 ""right"" 0 1 ""Me"" ""m38"" ""Other"" ""NEIN"" 0.734375"
"10848 ""612eb27ffda153fd8792e92d"" 32 2743.90000000596 ""left"" 1 0 ""Stranger"" ""f15"" ""User"" ""JA"" 0.734375"
"10849 ""612eb27ffda153fd8792e92d"" 33 3918.90000000596 ""right"" 1 0 ""Me"" ""f18"" ""User"" ""JA"" 0.734375"
"10850 ""612eb27ffda153fd8792e92d"" 34 5843.79999999702 ""left"" 0 1 ""Stranger"" ""m38"" ""Other"" ""JA"" 0.734375"
"10851 ""612eb27ffda153fd8792e92d"" 35 2971.40000000596 ""left"" 1 0 ""Stranger"" ""f15"" ""User"" ""NEIN"" 0.734375"
"10852 ""612eb27ffda153fd8792e92d"" 36 4079.40000000596 ""left"" 1 0 ""Me"" ""m33"" ""Other"" ""JA"" 0.734375"
"10853 ""612eb27ffda153fd8792e92d"" 37 3085.90000000596 ""right"" 1 0 ""Me"" ""m35"" ""User"" ""JA"" 0.734375"
"10854 ""612eb27ffda153fd8792e92d"" 38 2075.19999998808 ""right"" 1 0 ""Me"" ""f15"" ""User"" ""JA"" 0.734375"
"10855 ""612eb27ffda153fd8792e92d"" 39 4576.40000000596 ""left"" 1 0 ""Stranger"" ""f18"" ""User"" ""JA"" 0.734375"
"10856 ""612eb27ffda153fd8792e92d"" 40 1748.5 ""right"" 0 1 ""Stranger"" ""f18"" ""User"" ""JA"" 0.734375"
"10857 ""612eb27ffda153fd8792e92d"" 41 5489.90000000596 ""left"" 1 0 ""Stranger"" ""m34"" ""User"" ""JA"" 0.734375"
"10858 ""612eb27ffda153fd8792e92d"" 42 5137 ""left"" 1 0 ""Me"" ""m33"" ""Other"" ""NEIN"" 0.734375"
"10859 ""612eb27ffda153fd8792e92d"" 43 3063 ""left"" 1 0 ""Stranger"" ""m35"" ""User"" ""NEIN"" 0.734375"
"10860 ""612eb27ffda153fd8792e92d"" 44 6709.60000000894 ""right"" 1 0 ""Stranger"" ""m33"" ""Other"" ""JA"" 0.734375"
"10861 ""612eb27ffda153fd8792e92d"" 45 2498.59999999404 ""right"" 1 0 ""Stranger"" ""f27"" ""Other"" ""JA"" 0.734375"
"10862 ""612eb27ffda153fd8792e92d"" 46 4455.40000000596 ""left"" 1 0 ""Me"" ""f4"" ""Other"" ""JA"" 0.734375"
"10863 ""612eb27ffda153fd8792e92d"" 47 2731 ""right"" 1 0 ""Me"" ""f15"" ""User"" ""JA"" 0.734375"
"10864 ""612eb27ffda153fd8792e92d"" 48 4533.5 ""right"" 1 0 ""Me"" ""m34"" ""User"" ""JA"" 0.734375"
"10865 ""612eb27ffda153fd8792e92d"" 49 5150.59999999404 ""right"" 1 0 ""Me"" ""f18"" ""User"" ""NEIN"" 0.734375"
"10866 ""612eb27ffda153fd8792e92d"" 50 4764 ""left"" 1 0 ""Me"" ""m38"" ""Other"" ""NEIN"" 0.734375"
"10867 ""612eb27ffda153fd8792e92d"" 51 3194.10000000894 ""left"" 1 0 ""Me"" ""f4"" ""Other"" ""JA"" 0.734375"
"10868 ""612eb27ffda153fd8792e92d"" 52 4259.60000000894 ""right"" 1 0 ""Me"" ""f15"" ""User"" ""NEIN"" 0.734375"
"10869 ""612eb27ffda153fd8792e92d"" 53 3824.29999999702 ""right"" 1 0 ""Stranger"" ""f27"" ""Other"" ""NEIN"" 0.734375"
"10870 ""612eb27ffda153fd8792e92d"" 54 1863.20000000298 ""right"" 1 0 ""Stranger"" ""m33"" ""Other"" ""NEIN"" 0.734375"
"10871 ""612eb27ffda153fd8792e92d"" 55 4421.39999999106 ""right"" 1 0 ""Me"" ""f15"" ""User"" ""NEIN"" 0.734375"
"10872 ""612eb27ffda153fd8792e92d"" 56 3435.70000000298 ""left"" 1 0 ""Stranger"" ""f15"" ""User"" ""JA"" 0.734375"
"10873 ""612eb27ffda153fd8792e92d"" 57 4907.5 ""right"" 0 1 ""Me"" ""f27"" ""Other"" ""JA"" 0.734375"
"10874 ""612eb27ffda153fd8792e92d"" 58 5468 ""right"" 0 1 ""Me"" ""m38"" ""Other"" ""JA"" 0.734375"
"10875 ""612eb27ffda153fd8792e92d"" 59 4432.40000000596 ""right"" 0 1 ""Stranger"" ""f15"" ""User"" ""NEIN"" 0.734375"
"10876 ""612eb27ffda153fd8792e92d"" 60 4578.19999998808 ""left"" 1 0 ""Stranger"" ""m34"" ""User"" ""JA"" 0.734375"
"10877 ""612eb27ffda153fd8792e92d"" 61 3854.59999999404 ""right"" 0 1 ""Stranger"" ""m34"" ""User"" ""NEIN"" 0.734375"
"10878 ""612eb27ffda153fd8792e92d"" 62 2642.70000000298 ""right"" 1 0 ""Me"" ""m34"" ""User"" ""NEIN"" 0.734375"
"10879 ""612eb27ffda153fd8792e92d"" 63 3357.79999999702 ""right"" 1 0 ""Stranger"" ""f27"" ""Other"" ""NEIN"" 0.734375"
"10880 ""612eb27ffda153fd8792e92d"" 64 2954.10000000894 ""left"" 1 0 ""Stranger"" ""m35"" ""User"" ""JA"" 0.734375"
"10881 ""5f0f64a8e59af310ac23f180"" 1 2635 ""right"" 1 0 ""Me"" ""f18"" ""User"" ""NEIN"" 0.640625"
"10882 ""5f0f64a8e59af310ac23f180"" 2 988 ""right"" 1 0 ""Stranger"" ""m33"" ""Other"" ""JA"" 0.640625"
"10883 ""5f0f64a8e59af310ac23f180"" 3 1288 ""right"" 0 1 ""Me"" ""m38"" ""Other"" ""JA"" 0.640625"
"10884 ""5f0f64a8e59af310ac23f180"" 4 2548 ""left"" 0 1 ""Me"" ""f18"" ""User"" ""NEIN"" 0.640625"
"10885 ""5f0f64a8e59af310ac23f180"" 5 1902 ""right"" 0 1 ""Stranger"" ""m35"" ""User"" ""JA"" 0.640625"
"10886 ""5f0f64a8e59af310ac23f180"" 6 1259 ""right"" 1 0 ""Me"" ""f18"" ""User"" ""JA"" 0.640625"
"10887 ""5f0f64a8e59af310ac23f180"" 7 1291 ""right"" 0 1 ""Stranger"" ""m35"" ""User"" ""NEIN"" 0.640625"
"10888 ""5f0f64a8e59af310ac23f180"" 8 917 ""left"" 1 0 ""Me"" ""f4"" ""Other"" ""JA"" 0.640625"
"10889 ""5f0f64a8e59af310ac23f180"" 9 902 ""right"" 1 0 ""Stranger"" ""m38"" ""Other"" ""JA"" 0.640625"
"10890 ""5f0f64a8e59af310ac23f180"" 10 783 ""right"" 0 1 ""Stranger"" ""f15"" ""User"" ""NEIN"" 0.640625"
"10891 ""5f0f64a8e59af310ac23f180"" 11 1874 ""left"" 0 1 ""Stranger"" ""m38"" ""Other"" ""NEIN"" 0.640625"
