"","Subject","Shape","Matching","Origin_Identity","English_Identity","Standarlized_Identity","Group","RT_ms","RT_sec","ACC"
"14958",44,"Self","Matching","Friend","Friend","Close","1",627,0.627,0
"14959",44,"Stranger","Matching","Friend","Friend","Close","1",554,0.554,1
"14960",44,"Self","Matching","Friend","Friend","Close","1",503,0.503,0
"14961",44,"Self","Matching","Friend","Friend","Close","1",749,0.749,0
"14962",44,"Stranger","Matching","Friend","Friend","Close","1",335,0.335,0
"14963",44,"Stranger","Matching","Friend","Friend","Close","1",151,0.151,0
"14964",44,"Self","Matching","Friend","Friend","Close","1",475,0.475,1
"14965",44,"Self","Matching","Friend","Friend","Close","1",484,0.484,1
"14966",44,"Stranger","Matching","Friend","Friend","Close","1",688,0.688,1
"14967",44,"Self","Matching","Friend","Friend","Close","1",525,0.525,1
"14968",44,"Stranger","Matching","Friend","Friend","Close","1",427,0.427,0
"14969",44,"Self","Matching","Friend","Friend","Close","1",360,0.36,0
"14970",44,"Stranger","Matching","Friend","Friend","Close","1",827,0.827,1
"14971",44,"Stranger","Matching","Friend","Friend","Close","1",441,0.441,1
"14972",44,"Self","Matching","Friend","Friend","Close","1",872,0.872,0
"14973",44,"Stranger","Matching","Friend","Friend","Close","1",197,0.197,0
"14974",44,"Self","Matching","Friend","Friend","Close","1",305,0.305,0
"14975",44,"Self","Matching","Friend","Friend","Close","1",554,0.554,0
"14976",44,"Stranger","Matching","Friend","Friend","Close","1",474,0.474,1
"14977",44,"Stranger","Matching","Friend","Friend","Close","1",395,0.395,1
"14978",44,"Self","Matching","Friend","Friend","Close","1",789,0.789,0
"14979",44,"Stranger","Matching","Friend","Friend","Close","1",615,0.615,1
"14980",44,"Self","Matching","Friend","Friend","Close","1",506,0.506,0
"14981",44,"Stranger","Matching","Friend","Friend","Close","1",393,0.393,1
"14982",44,"Self","Matching","Friend","Friend","Close","1",458,0.458,1
"14983",44,"Self","Matching","Friend","Friend","Close","1",418,0.418,0
"14984",44,"Stranger","Matching","Friend","Friend","Close","1",727,0.727,1
"14985",44,"Self","Matching","Friend","Friend","Close","1",612,0.612,1
"14986",44,"Stranger","Matching","Friend","Friend","Close","1",432,0.432,0
"14987",44,"Stranger","Matching","Friend","Friend","Close","1",345,0.345,1
"14988",44,"Self","Matching","Friend","Friend","Close","1",334,0.334,0
"14989",44,"Self","Matching","Friend","Friend","Close","1",391,0.391,0
"14990",44,"Stranger","Matching","Friend","Friend","Close","1",170,0.17,0
"14991",44,"Stranger","Matching","Friend","Friend","Close","1",521,0.521,1
"14992",44,"Self","Matching","Friend","Friend","Close","1",453,0.453,0
"14993",44,"Self","Matching","Friend","Friend","Close","1",591,0.591,1
"14994",44,"Stranger","Matching","Friend","Friend","Close","1",659,0.659,1
"14995",44,"Self","Matching","Friend","Friend","Close","1",368,0.368,0
"14996",44,"Stranger","Matching","Friend","Friend","Close","1",556,0.556,1
"14997",44,"Stranger","Matching","Self","Self","Self","1",NA,NA,NA
"14998",44,"Friend","Matching","Self","Self","Self","1",NA,NA,NA
"14999",44,"Stranger","Matching","Self","Self","Self","1",NA,NA,NA
"15000",44,"Friend","Matching","Self","Self","Self","1",NA,NA,NA
"15001",44,"Friend","Matching","Self","Self","Self","1",NA,NA,NA
"15002",44,"Stranger","Matching","Self","Self","Self","1",NA,NA,NA
"15003",44,"Friend","Matching","Self","Self","Self","1",NA,NA,NA
"15004",44,"Stranger","Matching","Self","Self","Self","1",NA,NA,NA
"15005",44,"Friend","Matching","Self","Self","Self","1",NA,NA,NA
"15006",44,"Stranger","Matching","Self","Self","Self","1",NA,NA,NA
"15007",44,"Friend","Matching","Self","Self","Self","1",NA,NA,NA
"15008",44,"Stranger","Matching","Self","Self","Self","1",NA,NA,NA
"15009",44,"Stranger","Matching","Self","Self","Self","1",NA,NA,NA
"15010",44,"Friend","Matching","Self","Self","Self","1",NA,NA,NA
"15011",44,"Stranger","Matching","Self","Self","Self","1",NA,NA,NA
"15012",44,"Friend","Matching","Self","Self","Self","1",NA,NA,NA
"15013",44,"Friend","Matching","Self","Self","Self","1",NA,NA,NA
"15014",44,"Stranger","Matching","Self","Self","Self","1",NA,NA,NA
"15015",44,"Friend","Matching","Self","Self","Self","1",NA,NA,NA
"15016",44,"Stranger","Matching","Self","Self","Self","1",NA,NA,NA
"15017",44,"Stranger","Matching","Self","Self","Self","1",552,0.552,0
"15018",44,"Friend","Matching","Self","Self","Self","1",0,0,0
"15019",44,"Friend","Matching","Self","Self","Self","1",659,0.659,1
"15020",44,"Stranger","Matching","Self","Self","Self","1",828,0.828,1
"15021",44,"Stranger","Matching","Self","Self","Self","1",328,0.328,0
"15022",44,"Friend","Matching","Self","Self","Self","1",730,0.73,1
"15023",44,"Stranger","Matching","Self","Self","Self","1",646,0.646,1
"15024",44,"Friend","Matching","Self","Self","Self","1",711,0.711,1
"15025",44,"Friend","Matching","Self","Self","Self","1",638,0.638,1
"15026",44,"Stranger","Matching","Self","Self","Self","1",691,0.691,1
"15027",44,"Friend","Matching","Self","Self","Self","1",627,0.627,1
"15028",44,"Stranger","Matching","Self","Self","Self","1",656,0.656,1
"15029",44,"Stranger","Matching","Self","Self","Self","1",607,0.607,0
"15030",44,"Friend","Matching","Self","Self","Self","1",704,0.704,1
"15031",44,"Friend","Matching","Self","Self","Self","1",910,0.91,1
"15032",44,"Stranger","Matching","Self","Self","Self","1",673,0.673,1
"15033",44,"Stranger","Matching","Self","Self","Self","1",504,0.504,0
"15034",44,"Friend","Matching","Self","Self","Self","1",482,0.482,0
"15035",44,"Stranger","Matching","Self","Self","Self","1",541,0.541,0
"15036",44,"Friend","Matching","Self","Self","Self","1",734,0.734,1
"15037",44,"Friend","Matching","Self","Self","Self","1",297,0.297,0
"15038",44,"Stranger","Matching","Self","Self","Self","1",663,0.663,1
"15039",44,"Friend","Matching","Self","Self","Self","1",277,0.277,0
"15040",44,"Stranger","Matching","Self","Self","Self","1",728,0.728,1
"15041",44,"Stranger","Matching","Self","Self","Self","1",360,0.36,1
"15042",44,"Friend","Matching","Self","Self","Self","1",464,0.464,1
"15043",44,"Friend","Matching","Self","Self","Self","1",601,0.601,0
"15044",44,"Stranger","Matching","Self","Self","Self","1",233,0.233,1
"15045",44,"Stranger","Matching","Self","Self","Self","1",295,0.295,0
"15046",44,"Friend","Matching","Self","Self","Self","1",453,0.453,1
"15047",44,"Stranger","Matching","Self","Self","Self","1",521,0.521,1
"15048",44,"Friend","Matching","Self","Self","Self","1",761,0.761,1
"15049",44,"Stranger","Matching","Self","Self","Self","1",206,0.206,0
"15050",44,"Friend","Matching","Self","Self","Self","1",737,0.737,0
"15051",44,"Stranger","Matching","Self","Self","Self","1",486,0.486,0
"15052",44,"Friend","Matching","Self","Self","Self","1",824,0.824,1
"15053",44,"Friend","Matching","Self","Self","Self","1",536,0.536,0
"15054",44,"Stranger","Matching","Self","Self","Self","1",568,0.568,1
"15055",44,"Friend","Matching","Self","Self","Self","1",664,0.664,0
"15056",44,"Stranger","Matching","Self","Self","Self","1",491,0.491,0
"15057",44,"Stranger","Matching","Self","Self","Self","1",582,0.582,0
"15058",44,"Friend","Matching","Self","Self","Self","1",550,0.55,0
"15059",44,"Friend","Matching","Self","Self","Self","1",472,0.472,1
"15060",44,"Stranger","Matching","Self","Self","Self","1",480,0.48,1
"15061",44,"Stranger","Matching","Self","Self","Self","1",668,0.668,1
"15062",44,"Friend","Matching","Self","Self","Self","1",575,0.575,1
"15063",44,"Stranger","Matching","Self","Self","Self","1",371,0.371,0
"15064",44,"Friend","Matching","Self","Self","Self","1",488,0.488,1
"15065",44,"Friend","Matching","Self","Self","Self","1",399,0.399,0
"15066",44,"Stranger","Matching","Self","Self","Self","1",508,0.508,1
"15067",44,"Friend","Matching","Self","Self","Self","1",470,0.47,0
"15068",44,"Stranger","Matching","Self","Self","Self","1",455,0.455,1
"15069",44,"Friend","Matching","Self","Self","Self","1",565,0.565,0
"15070",44,"Stranger","Matching","Self","Self","Self","1",571,0.571,1
"15071",44,"Stranger","Matching","Self","Self","Self","1",361,0.361,1
"15072",44,"Friend","Matching","Self","Self","Self","1",723,0.723,1
"15073",44,"Stranger","Matching","Self","Self","Self","1",717,0.717,1
"15074",44,"Friend","Matching","Self","Self","Self","1",531,0.531,1
"15075",44,"Friend","Matching","Self","Self","Self","1",675,0.675,1
"15076",44,"Stranger","Matching","Self","Self","Self","1",621,0.621,1
"15077",44,"Friend","Matching","Stranger","Stranger","Stranger","1",NA,NA,NA
"15078",44,"Self","Matching","Stranger","Stranger","Stranger","1",NA,NA,NA
"15079",44,"Friend","Matching","Stranger","Stranger","Stranger","1",NA,NA,NA
"15080",44,"Self","Matching","Stranger","Stranger","Stranger","1",NA,NA,NA
"15081",44,"Friend","Matching","Stranger","Stranger","Stranger","1",NA,NA,NA
"15082",44,"Self","Matching","Stranger","Stranger","Stranger","1",NA,NA,NA
"15083",44,"Self","Matching","Stranger","Stranger","Stranger","1",NA,NA,NA
"15084",44,"Friend","Matching","Stranger","Stranger","Stranger","1",NA,NA,NA
"15085",44,"Self","Matching","Stranger","Stranger","Stranger","1",NA,NA,NA
"15086",44,"Friend","Matching","Stranger","Stranger","Stranger","1",NA,NA,NA
"15087",44,"Friend","Matching","Stranger","Stranger","Stranger","1",NA,NA,NA
"15088",44,"Self","Matching","Stranger","Stranger","Stranger","1",NA,NA,NA
"15089",44,"Friend","Matching","Stranger","Stranger","Stranger","1",NA,NA,NA
"15090",44,"Self","Matching","Stranger","Stranger","Stranger","1",NA,NA,NA
"15091",44,"Friend","Matching","Stranger","Stranger","Stranger","1",NA,NA,NA
"15092",44,"Self","Matching","Stranger","Stranger","Stranger","1",NA,NA,NA
"15093",44,"Self","Matching","Stranger","Stranger","Stranger","1",NA,NA,NA
"15094",44,"Friend","Matching","Stranger","Stranger","Stranger","1",NA,NA,NA
"15095",44,"Friend","Matching","Stranger","Stranger","Stranger","1",NA,NA,NA
"15096",44,"Self","Matching","Stranger","Stranger","Stranger","1",NA,NA,NA
"15097",44,"Self","Matching","Stranger","Stranger","Stranger","1",678,0.678,0
"15098",44,"Friend","Matching","Stranger","Stranger","Stranger","1",698,0.698,1
"15099",44,"Self","Matching","Stranger","Stranger","Stranger","1",661,0.661,1
"15100",44,"Friend","Matching","Stranger","Stranger","Stranger","1",936,0.936,1
"15101",44,"Self","Matching","Stranger","Stranger","Stranger","1",649,0.649,1
"15102",44,"Friend","Matching","Stranger","Stranger","Stranger","1",0,0,0
"15103",44,"Friend","Matching","Stranger","Stranger","Stranger","1",703,0.703,1
"15104",44,"Self","Matching","Stranger","Stranger","Stranger","1",737,0.737,1
"15105",44,"Friend","Matching","Stranger","Stranger","Stranger","1",531,0.531,1
"15106",44,"Self","Matching","Stranger","Stranger","Stranger","1",564,0.564,1
"15107",44,"Self","Matching","Stranger","Stranger","Stranger","1",903,0.903,1
"15108",44,"Friend","Matching","Stranger","Stranger","Stranger","1",667,0.667,1
"15109",44,"Self","Matching","Stranger","Stranger","Stranger","1",577,0.577,1
"15110",44,"Friend","Matching","Stranger","Stranger","Stranger","1",546,0.546,1
"15111",44,"Self","Matching","Stranger","Stranger","Stranger","1",403,0.403,1
"15112",44,"Friend","Matching","Stranger","Stranger","Stranger","1",595,0.595,1
"15113",44,"Friend","Matching","Stranger","Stranger","Stranger","1",483,0.483,1
"15114",44,"Self","Matching","Stranger","Stranger","Stranger","1",780,0.78,0
"15115",44,"Self","Matching","Stranger","Stranger","Stranger","1",549,0.549,1
"15116",44,"Friend","Matching","Stranger","Stranger","Stranger","1",681,0.681,1
"15117",44,"Friend","Matching","Stranger","Stranger","Stranger","1",509,0.509,1
"15118",44,"Self","Matching","Stranger","Stranger","Stranger","1",392,0.392,1
"15119",44,"Self","Matching","Stranger","Stranger","Stranger","1",984,0.984,1
"15120",44,"Friend","Matching","Stranger","Stranger","Stranger","1",375,0.375,1
"15121",44,"Friend","Matching","Stranger","Stranger","Stranger","1",456,0.456,1
"15122",44,"Self","Matching","Stranger","Stranger","Stranger","1",442,0.442,1
"15123",44,"Friend","Matching","Stranger","Stranger","Stranger","1",587,0.587,1
"15124",44,"Self","Matching","Stranger","Stranger","Stranger","1",436,0.436,1
"15125",44,"Self","Matching","Stranger","Stranger","Stranger","1",360,0.36,1
"15126",44,"Friend","Matching","Stranger","Stranger","Stranger","1",605,0.605,1
"15127",44,"Self","Matching","Stranger","Stranger","Stranger","1",550,0.55,0
"15128",44,"Friend","Matching","Stranger","Stranger","Stranger","1",332,0.332,1
"15129",44,"Self","Matching","Stranger","Stranger","Stranger","1",589,0.589,0
"15130",44,"Friend","Matching","Stranger","Stranger","Stranger","1",405,0.405,1
"15131",44,"Friend","Matching","Stranger","Stranger","Stranger","1",855,0.855,1
"15132",44,"Self","Matching","Stranger","Stranger","Stranger","1",582,0.582,1
"15133",44,"Friend","Matching","Stranger","Stranger","Stranger","1",490,0.49,0
"15134",44,"Self","Matching","Stranger","Stranger","Stranger","1",680,0.68,1
"15135",44,"Friend","Matching","Stranger","Stranger","Stranger","1",457,0.457,1
"15136",44,"Self","Matching","Stranger","Stranger","Stranger","1",453,0.453,1
"15137",44,"Friend","Matching","Stranger","Stranger","Stranger","1",334,0.334,1
"15138",44,"Self","Matching","Stranger","Stranger","Stranger","1",472,0.472,1
"15139",44,"Friend","Matching","Stranger","Stranger","Stranger","1",923,0.923,1
"15140",44,"Self","Matching","Stranger","Stranger","Stranger","1",935,0.935,1
"15141",44,"Friend","Matching","Stranger","Stranger","Stranger","1",732,0.732,1
"15142",44,"Self","Matching","Stranger","Stranger","Stranger","1",704,0.704,1
"15143",44,"Friend","Matching","Stranger","Stranger","Stranger","1",434,0.434,1
"15144",44,"Self","Matching","Stranger","Stranger","Stranger","1",308,0.308,1
"15145",44,"Self","Matching","Stranger","Stranger","Stranger","1",852,0.852,1
"15146",44,"Friend","Matching","Stranger","Stranger","Stranger","1",569,0.569,1
"15147",44,"Friend","Matching","Stranger","Stranger","Stranger","1",550,0.55,1
"15148",44,"Self","Matching","Stranger","Stranger","Stranger","1",626,0.626,1
"15149",44,"Self","Matching","Stranger","Stranger","Stranger","1",323,0.323,1
"15150",44,"Friend","Matching","Stranger","Stranger","Stranger","1",550,0.55,1
"15151",44,"Self","Matching","Stranger","Stranger","Stranger","1",671,0.671,1
"15152",44,"Friend","Matching","Stranger","Stranger","Stranger","1",557,0.557,1
"15153",44,"Self","Matching","Stranger","Stranger","Stranger","1",723,0.723,1
"15154",44,"Friend","Matching","Stranger","Stranger","Stranger","1",443,0.443,0
"15155",44,"Self","Matching","Stranger","Stranger","Stranger","1",538,0.538,1
"15156",44,"Friend","Matching","Stranger","Stranger","Stranger","1",561,0.561,1
"15157",44,"Friend","Nonmatching","Friend","Friend","Close","1",NA,NA,NA
"15158",44,"Friend","Nonmatching","Friend","Friend","Close","1",NA,NA,NA
"15159",44,"Friend","Nonmatching","Friend","Friend","Close","1",NA,NA,NA
"15160",44,"Friend","Nonmatching","Friend","Friend","Close","1",NA,NA,NA
"15161",44,"Friend","Nonmatching","Friend","Friend","Close","1",NA,NA,NA
"15162",44,"Friend","Nonmatching","Friend","Friend","Close","1",NA,NA,NA
