"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
3001,1,"test",240,"z",1,"shape1.jpg",1,1,"You","Julia","none","Julia",1,1,602
3001,1,"test",241,"z",1,"shape1.jpg",1,1,"You","Julia","none","Julia",1,1,651
3001,1,"test",242,"z",2,"shape2.jpg",1,1,"You","Julia","none","Julia",1,1,707
3001,1,"test",243,"z",8,"shape2.jpg",1,1,"You","Julia","none","Julia",2,0,1219
3001,1,"test",244,"m",6,"shape3.jpg",1,1,"You","Julia","none","Julia",2,1,853
3001,1,"test",245,"m",8,"shape2.jpg",1,1,"You","Julia","none","Julia",2,1,973
3001,1,"test",246,"z",2,"shape2.jpg",1,1,"You","Julia","none","Julia",1,1,817
3001,1,"test",247,"z",1,"shape1.jpg",1,1,"You","Julia","none","Julia",1,1,666
3001,1,"test",248,"m",3,"shape3.jpg",1,1,"You","Julia","none","Julia",1,0,610
3001,1,"test",249,"m",2,"shape2.jpg",1,1,"You","Julia","none","Julia",1,0,951
3001,1,"test",250,"z",8,"shape2.jpg",1,1,"You","Julia","none","Julia",2,0,1012
3001,1,"test",251,"m",4,"shape1.jpg",1,1,"You","Julia","none","Julia",2,1,982
3001,1,"test",252,"x",4,"shape1.jpg",1,1,"You","Julia","none","Julia",2,0,1499
3001,1,"test",253,"z",1,"shape1.jpg",1,1,"You","Julia","none","Julia",1,1,468
3001,1,"test",254,"z",7,"shape1.jpg",1,1,"You","Julia","none","Julia",2,0,557
3001,1,"test",255,"z",2,"shape2.jpg",1,1,"You","Julia","none","Julia",1,1,636
3001,1,"test",256,"z",2,"shape2.jpg",1,1,"You","Julia","none","Julia",1,1,718
3001,1,"test",257,"m",6,"shape3.jpg",1,1,"You","Julia","none","Julia",2,1,620
3001,1,"test",258,"z",7,"shape1.jpg",1,1,"You","Julia","none","Julia",2,0,1022
3001,1,"test",259,"m",9,"shape3.jpg",1,1,"You","Julia","none","Julia",2,1,721
3001,1,"test",260,"m",2,"shape2.jpg",1,1,"You","Julia","none","Julia",1,0,880
3001,1,"test",261,"m",5,"shape2.jpg",1,1,"You","Julia","none","Julia",2,1,784
3001,1,"test",262,"m",5,"shape2.jpg",1,1,"You","Julia","none","Julia",2,1,788
3001,1,"test",263,"m",4,"shape1.jpg",1,1,"You","Julia","none","Julia",2,1,832
3001,1,"test",264,"z",2,"shape2.jpg",1,1,"You","Julia","none","Julia",1,1,817
3001,1,"test",265,"z",1,"shape1.jpg",1,1,"You","Julia","none","Julia",1,1,748
3001,1,"test",266,"m",5,"shape2.jpg",1,1,"You","Julia","none","Julia",2,1,1057
3001,1,"test",267,"m",8,"shape2.jpg",1,1,"You","Julia","none","Julia",2,1,737
3001,1,"test",268,"m",3,"shape3.jpg",1,1,"You","Julia","none","Julia",1,0,1126
3001,1,"test",269,"z",2,"shape2.jpg",1,1,"You","Julia","none","Julia",1,1,868
3001,1,"test",270,"z",2,"shape2.jpg",1,1,"You","Julia","none","Julia",1,1,821
3001,1,"test",271,"z",2,"shape2.jpg",1,1,"You","Julia","none","Julia",1,1,606
3001,1,"test",272,"m",6,"shape3.jpg",1,1,"You","Julia","none","Julia",2,1,666
3001,1,"test",273,"z",1,"shape1.jpg",1,1,"You","Julia","none","Julia",1,1,668
3001,1,"test",274,"m",9,"shape3.jpg",1,1,"You","Julia","none","Julia",2,1,612
3001,1,"test",275,"m",5,"shape2.jpg",1,1,"You","Julia","none","Julia",2,1,495
3001,1,"test",276,"z",1,"shape1.jpg",1,1,"You","Julia","none","Julia",1,1,511
3001,1,"test",277,"m",8,"shape2.jpg",1,1,"You","Julia","none","Julia",2,1,985
3001,1,"test",278,"m",9,"shape3.jpg",1,1,"You","Julia","none","Julia",2,1,1082
3001,1,"test",279,"z",2,"shape2.jpg",1,1,"You","Julia","none","Julia",1,1,731
3001,1,"test",280,"z",2,"shape2.jpg",1,1,"You","Julia","none","Julia",1,1,905
3001,1,"test",281,"z",2,"shape2.jpg",1,1,"You","Julia","none","Julia",1,1,686
3001,1,"test",282,"z",1,"shape1.jpg",1,1,"You","Julia","none","Julia",1,1,520
3001,1,"test",283,"m",8,"shape2.jpg",1,1,"You","Julia","none","Julia",2,1,645
3001,1,"test",284,"z",1,"shape1.jpg",1,1,"You","Julia","none","Julia",1,1,584
3001,1,"test",285,"m",4,"shape1.jpg",1,1,"You","Julia","none","Julia",2,1,750
3001,1,"test",286,"m",8,"shape2.jpg",1,1,"You","Julia","none","Julia",2,1,1026
3001,1,"test",287,"z",5,"shape2.jpg",1,1,"You","Julia","none","Julia",2,0,628
3001,1,"test",288,"m",8,"shape2.jpg",1,1,"You","Julia","none","Julia",2,1,1086
3001,1,"test",289,"z",3,"shape3.jpg",1,1,"You","Julia","none","Julia",1,1,894
3001,1,"test",290,"m",6,"shape3.jpg",1,1,"You","Julia","none","Julia",2,1,1109
