ExperimentName,Subject,Session,Block,Age,Sex,Block,Friend,Self,Stranger,SubTrial,CorrectAnswer,Question,SelfRelated,Target,ACC,RT,YesNoResp
A,2815,3,Group1,21,male,1,C,T,S,37,m,Friend,Stranger,S.bmp,1,634,No
A,2815,3,Group1,21,male,1,C,T,S,38,n,Stranger,Stranger,S.bmp,1,624,Yes
A,2815,3,Group1,21,male,1,C,T,S,39,m,Stranger,Friend,C.bmp,1,486,No
A,2815,3,Group1,21,male,1,C,T,S,40,n,You,Self,T.bmp,1,436,Yes
A,2815,3,Group1,21,male,1,C,T,S,41,n,You,Self,T.bmp,1,522,Yes
A,2815,3,Group1,21,male,1,C,T,S,42,m,Friend,Self,T.bmp,1,488,No
A,2815,3,Group1,21,male,1,C,T,S,43,m,You,Stranger,S.bmp,0,750,No
A,2815,3,Group1,21,male,1,C,T,S,44,m,You,Friend,C.bmp,1,587,No
A,2815,3,Group1,21,male,1,C,T,S,45,m,Stranger,Self,T.bmp,1,585,No
A,2815,3,Group1,21,male,1,C,T,S,46,n,Friend,Friend,C.bmp,1,576,Yes
A,2815,3,Group1,21,male,1,C,T,S,47,n,Friend,Friend,C.bmp,1,686,Yes
A,2815,3,Group1,21,male,1,C,T,S,48,n,Stranger,Stranger,S.bmp,1,652,Yes
A,2815,3,Group1,21,male,1,C,T,S,49,m,You,Stranger,S.bmp,1,602,No
A,2815,3,Group1,21,male,1,C,T,S,50,n,You,Self,T.bmp,1,471,Yes
A,2815,3,Group1,21,male,1,C,T,S,51,n,Friend,Friend,C.bmp,1,565,Yes
A,2815,3,Group1,21,male,1,C,T,S,52,m,You,Friend,C.bmp,1,843,No
A,2815,3,Group1,21,male,1,C,T,S,53,n,Stranger,Stranger,S.bmp,0,617,Yes
A,2815,3,Group1,21,male,1,C,T,S,54,m,Friend,Self,T.bmp,1,975,No
A,2815,3,Group1,21,male,1,C,T,S,55,m,Friend,Stranger,S.bmp,1,605,No
A,2815,3,Group1,21,male,1,C,T,S,56,n,You,Self,T.bmp,1,579,Yes
A,2815,3,Group1,21,male,1,C,T,S,57,m,Stranger,Friend,C.bmp,0,649,No
A,2815,3,Group1,21,male,1,C,T,S,58,n,Stranger,Stranger,S.bmp,1,871,Yes
A,2815,3,Group1,21,male,1,C,T,S,59,n,Friend,Friend,C.bmp,1,717,Yes
A,2815,3,Group1,21,male,1,C,T,S,60,m,Stranger,Self,T.bmp,1,572,No
A,2816,1,Group2,29,female,1,S,C,T,1,n,Stranger,Stranger,T.bmp,0,1034,Yes
A,2816,1,Group2,29,female,1,S,C,T,2,n,You,Self,C.bmp,0,0,Yes
A,2816,1,Group2,29,female,1,S,C,T,3,n,Stranger,Stranger,T.bmp,1,604,Yes
A,2816,1,Group2,29,female,1,S,C,T,4,m,You,Stranger,T.bmp,0,0,No
A,2816,1,Group2,29,female,1,S,C,T,5,m,Friend,Self,C.bmp,0,0,No
A,2816,1,Group2,29,female,1,S,C,T,6,m,Stranger,Self,C.bmp,0,0,No
A,2816,1,Group2,29,female,1,S,C,T,7,n,You,Self,C.bmp,0,797,Yes
A,2816,1,Group2,29,female,1,S,C,T,8,m,Friend,Stranger,T.bmp,0,0,No
A,2816,1,Group2,29,female,1,S,C,T,9,n,Friend,Friend,S.bmp,0,0,Yes
A,2816,1,Group2,29,female,1,S,C,T,10,m,You,Friend,S.bmp,1,951,No
A,2816,1,Group2,29,female,1,S,C,T,11,m,Stranger,Friend,S.bmp,0,0,No
A,2816,1,Group2,29,female,1,S,C,T,12,n,Friend,Friend,S.bmp,1,907,Yes
A,2816,1,Group2,29,female,1,S,C,T,13,n,You,Self,C.bmp,1,825,Yes
A,2816,1,Group2,29,female,1,S,C,T,14,n,Friend,Friend,S.bmp,0,879,Yes
A,2816,1,Group2,29,female,1,S,C,T,15,m,Stranger,Self,C.bmp,0,0,No
A,2816,1,Group2,29,female,1,S,C,T,16,m,You,Friend,S.bmp,1,675,No
A,2816,1,Group2,29,female,1,S,C,T,17,n,You,Self,C.bmp,0,0,Yes
A,2816,1,Group2,29,female,1,S,C,T,18,n,Stranger,Stranger,T.bmp,1,991,Yes
A,2816,1,Group2,29,female,1,S,C,T,19,n,Stranger,Stranger,T.bmp,1,669,Yes
A,2816,1,Group2,29,female,1,S,C,T,20,m,You,Stranger,T.bmp,1,787,No
A,2816,1,Group2,29,female,1,S,C,T,21,m,Stranger,Friend,S.bmp,1,928,No
A,2816,1,Group2,29,female,1,S,C,T,22,m,Friend,Stranger,T.bmp,1,1159,No
A,2816,1,Group2,29,female,1,S,C,T,23,m,Friend,Self,C.bmp,1,981,No
A,2816,1,Group2,29,female,1,S,C,T,24,n,Friend,Friend,S.bmp,0,763,Yes
A,2816,1,Group2,29,female,1,S,C,T,25,n,Friend,Friend,S.bmp,1,825,Yes
A,2816,1,Group2,29,female,1,S,C,T,26,m,Friend,Stranger,T.bmp,1,631,No
A,2816,1,Group2,29,female,1,S,C,T,27,m,Friend,Self,C.bmp,1,789,No
A,2816,1,Group2,29,female,1,S,C,T,28,n,Stranger,Stranger,T.bmp,0,0,Yes
A,2816,1,Group2,29,female,1,S,C,T,29,m,You,Stranger,T.bmp,1,793,No
A,2816,1,Group2,29,female,1,S,C,T,30,m,Stranger,Self,C.bmp,1,959,No
A,2816,1,Group2,29,female,1,S,C,T,31,m,Stranger,Friend,S.bmp,1,1093,No
A,2816,1,Group2,29,female,1,S,C,T,32,n,Stranger,Stranger,T.bmp,1,1139,Yes
A,2816,1,Group2,29,female,1,S,C,T,33,n,Friend,Friend,S.bmp,1,1186,Yes
A,2816,1,Group2,29,female,1,S,C,T,34,n,You,Self,C.bmp,1,464,Yes
A,2816,1,Group2,29,female,1,S,C,T,35,m,You,Friend,S.bmp,1,830,No
A,2816,1,Group2,29,female,1,S,C,T,36,n,You,Self,C.bmp,1,452,Yes
A,2816,1,Group2,29,female,1,S,C,T,37,m,Stranger,Self,C.bmp,1,625,No
A,2816,1,Group2,29,female,1,S,C,T,38,m,Friend,Self,C.bmp,1,831,No
A,2816,1,Group2,29,female,1,S,C,T,39,m,Stranger,Friend,S.bmp,1,893,No
A,2816,1,Group2,29,female,1,S,C,T,40,n,Friend,Friend,S.bmp,1,523,Yes
A,2816,1,Group2,29,female,1,S,C,T,41,n,Stranger,Stranger,T.bmp,0,641,Yes
A,2816,1,Group2,29,female,1,S,C,T,42,n,You,Self,C.bmp,1,703,Yes
A,2816,1,Group2,29,female,1,S,C,T,43,m,You,Friend,S.bmp,1,821,No
A,2816,1,Group2,29,female,1,S,C,T,44,m,You,Stranger,T.bmp,1,763,No
A,2816,1,Group2,29,female,1,S,C,T,45,n,You,Self,C.bmp,1,833,Yes
A,2816,1,Group2,29,female,1,S,C,T,46,n,Stranger,Stranger,T.bmp,1,583,Yes
A,2816,1,Group2,29,female,1,S,C,T,47,n,Friend,Friend,S.bmp,1,406,Yes
A,2816,1,Group2,29,female,1,S,C,T,48,m,Friend,Stranger,T.bmp,1,860,No
A,2816,1,Group2,29,female,1,S,C,T,49,m,Stranger,Self,C.bmp,1,674,No
A,2816,1,Group2,29,female,1,S,C,T,50,m,Stranger,Friend,S.bmp,1,576,No
A,2816,1,Group2,29,female,1,S,C,T,51,n,You,Self,C.bmp,1,621,Yes
A,2816,1,Group2,29,female,1,S,C,T,52,n,Stranger,Stranger,T.bmp,1,788,Yes
A,2816,1,Group2,29,female,1,S,C,T,53,m,You,Stranger,T.bmp,1,634,No
A,2816,1,Group2,29,female,1,S,C,T,54,n,Friend,Friend,S.bmp,1,823,Yes
A,2816,1,Group2,29,female,1,S,C,T,55,m,You,Friend,S.bmp,1,645,No
A,2816,1,Group2,29,female,1,S,C,T,56,n,You,Self,C.bmp,1,531,Yes
A,2816,1,Group2,29,female,1,S,C,T,57,m,Friend,Stranger,T.bmp,1,809,No
A,2816,1,Group2,29,female,1,S,C,T,58,n,Stranger,Stranger,T.bmp,1,487,Yes
A,2816,1,Group2,29,female,1,S,C,T,59,m,Friend,Self,C.bmp,1,781,No
A,2816,1,Group2,29,female,1,S,C,T,60,n,Friend,Friend,S.bmp,1,915,Yes
A,2816,1,Group2,29,female,1,S,C,T,1,n,Friend,Friend,S.bmp,1,1027,Yes
A,2816,1,Group2,29,female,1,S,C,T,2,m,Stranger,Friend,S.bmp,1,586,No
A,2816,1,Group2,29,female,1,S,C,T,3,n,Stranger,Stranger,T.bmp,1,1104,Yes
A,2816,1,Group2,29,female,1,S,C,T,4,n,Friend,Friend,S.bmp,1,709,Yes
A,2816,1,Group2,29,female,1,S,C,T,5,m,You,Stranger,T.bmp,1,491,No
A,2816,1,Group2,29,female,1,S,C,T,6,n,You,Self,C.bmp,1,449,Yes
A,2816,1,Group2,29,female,1,S,C,T,7,n,Stranger,Stranger,T.bmp,1,663,Yes
A,2816,1,Group2,29,female,1,S,C,T,8,m,Friend,Self,C.bmp,1,661,No
A,2816,1,Group2,29,female,1,S,C,T,9,n,You,Self,C.bmp,1,579,Yes
A,2816,1,Group2,29,female,1,S,C,T,10,m,You,Friend,S.bmp,1,713,No
A,2816,1,Group2,29,female,1,S,C,T,11,m,Stranger,Self,C.bmp,1,655,No
A,2816,1,Group2,29,female,1,S,C,T,12,m,Friend,Stranger,T.bmp,1,669,No
A,2816,1,Group2,29,female,1,S,C,T,13,m,You,Friend,S.bmp,1,667,No
A,2816,1,Group2,29,female,1,S,C,T,14,n,Stranger,Stranger,T.bmp,1,569,Yes
A,2816,1,Group2,29,female,1,S,C,T,15,n,Friend,Friend,S.bmp,1,648,Yes
A,2816,1,Group2,29,female,1,S,C,T,16,n,You,Self,C.bmp,1,574,Yes
A,2816,1,Group2,29,female,1,S,C,T,17,m,Stranger,Friend,S.bmp,1,892,No
A,2816,1,Group2,29,female,1,S,C,T,18,m,Friend,Self,C.bmp,1,618,No
A,2816,1,Group2,29,female,1,S,C,T,19,n,Friend,Friend,S.bmp,1,664,Yes
A,2816,1,Group2,29,female,1,S,C,T,20,m,You,Stranger,T.bmp,1,678,No
A,2816,1,Group2,29,female,1,S,C,T,21,n,Stranger,Stranger,T.bmp,1,596,Yes
A,2816,1,Group2,29,female,1,S,C,T,22,m,Stranger,Self,C.bmp,1,625,No
A,2816,1,Group2,29,female,1,S,C,T,23,n,You,Self,C.bmp,1,511,Yes
A,2816,1,Group2,29,female,1,S,C,T,24,m,Friend,Stranger,T.bmp,1,581,No
A,2816,1,Group2,29,female,1,S,C,T,25,m,Friend,Self,C.bmp,1,683,No
A,2816,1,Group2,29,female,1,S,C,T,26,n,Friend,Friend,S.bmp,1,761,Yes
A,2816,1,Group2,29,female,1,S,C,T,27,m,Friend,Stranger,T.bmp,1,631,No
A,2816,1,Group2,29,female,1,S,C,T,28,m,You,Friend,S.bmp,1,621,No
A,2816,1,Group2,29,female,1,S,C,T,29,n,You,Self,C.bmp,1,516,Yes
A,2816,1,Group2,29,female,1,S,C,T,30,n,You,Self,C.bmp,1,626,Yes
A,2816,1,Group2,29,female,1,S,C,T,31,m,Stranger,Self,C.bmp,1,576,No
A,2816,1,Group2,29,female,1,S,C,T,32,n,Stranger,Stranger,T.bmp,1,454,Yes
A,2816,1,Group2,29,female,1,S,C,T,33,n,Stranger,Stranger,T.bmp,1,668,Yes
A,2816,1,Group2,29,female,1,S,C,T,34,n,Friend,Friend,S.bmp,1,722,Yes
A,2816,1,Group2,29,female,1,S,C,T,35,m,Stranger,Friend,S.bmp,1,616,No
A,2816,1,Group2,29,female,1,S,C,T,36,m,You,Stranger,T.bmp,1,782,No
A,2816,1,Group2,29,female,1,S,C,T,37,n,Friend,Friend,S.bmp,1,884,Yes
A,2816,1,Group2,29,female,1,S,C,T,38,m,You,Stranger,T.bmp,1,882,No
A,2816,1,Group2,29,female,1,S,C,T,39,m,Stranger,Friend,S.bmp,1,864,No
A,2816,1,Group2,29,female,1,S,C,T,40,n,Stranger,Stranger,T.bmp,1,869,Yes
A,2816,1,Group2,29,female,1,S,C,T,41,n,Stranger,Stranger,T.bmp,1,755,Yes
A,2816,1,Group2,29,female,1,S,C,T,42,m,Friend,Stranger,T.bmp,1,570,No
A,2816,1,Group2,29,female,1,S,C,T,43,m,You,Friend,S.bmp,1,584,No
A,2816,1,Group2,29,female,1,S,C,T,44,n,You,Self,C.bmp,1,413,Yes
A,2816,1,Group2,29,female,1,S,C,T,45,m,Stranger,Self,C.bmp,1,604,No
A,2816,1,Group2,29,female,1,S,C,T,46,n,Friend,Friend,S.bmp,1,810,Yes
A,2816,1,Group2,29,female,1,S,C,T,47,n,You,Self,C.bmp,1,640,Yes
A,2816,1,Group2,29,female,1,S,C,T,48,m,Friend,Self,C.bmp,1,558,No
A,2816,1,Group2,29,female,1,S,C,T,49,n,You,Self,C.bmp,1,532,Yes
A,2816,1,Group2,29,female,1,S,C,T,50,m,You,Stranger,T.bmp,1,674,No
A,2816,1,Group2,29,female,1,S,C,T,51,m,Stranger,Self,C.bmp,1,640,No
A,2816,1,Group2,29,female,1,S,C,T,52,n,Friend,Friend,S.bmp,1,638,Yes
A,2816,1,Group2,29,female,1,S,C,T,53,n,Stranger,Stranger,T.bmp,1,812,Yes
A,2816,1,Group2,29,female,1,S,C,T,54,m,You,Friend,S.bmp,1,714,No
A,2816,1,Group2,29,female,1,S,C,T,55,n,Stranger,Stranger,T.bmp,1,632,Yes
A,2816,1,Group2,29,female,1,S,C,T,56,n,Friend,Friend,S.bmp,1,743,Yes
A,2816,1,Group2,29,female,1,S,C,T,57,n,You,Self,C.bmp,1,564,Yes
A,2816,1,Group2,29,female,1,S,C,T,58,m,Friend,Stranger,T.bmp,1,954,No
A,2816,1,Group2,29,female,1,S,C,T,59,m,Stranger,Friend,S.bmp,1,760,No
A,2816,1,Group2,29,female,1,S,C,T,60,m,Friend,Self,C.bmp,1,614,No
A,2816,2,Group2,29,female,1,S,C,T,1,n,Stranger,Stranger,T.bmp,1,435,Yes
A,2816,2,Group2,29,female,1,S,C,T,2,n,You,Self,C.bmp,1,617,Yes
A,2816,2,Group2,29,female,1,S,C,T,3,m,Stranger,Self,C.bmp,1,623,No
A,2816,2,Group2,29,female,1,S,C,T,4,m,Friend,Stranger,T.bmp,1,629,No
A,2816,2,Group2,29,female,1,S,C,T,5,n,Stranger,Stranger,T.bmp,1,627,Yes
A,2816,2,Group2,29,female,1,S,C,T,6,m,You,Friend,S.bmp,1,625,No
A,2816,2,Group2,29,female,1,S,C,T,7,n,You,Self,C.bmp,1,615,Yes
A,2816,2,Group2,29,female,1,S,C,T,8,m,Stranger,Friend,S.bmp,1,541,No
A,2816,2,Group2,29,female,1,S,C,T,9,m,You,Stranger,T.bmp,1,675,No
A,2816,2,Group2,29,female,1,S,C,T,10,m,Friend,Self,C.bmp,1,649,No
A,2816,2,Group2,29,female,1,S,C,T,11,n,Friend,Friend,S.bmp,1,527,Yes
A,2816,2,Group2,29,female,1,S,C,T,12,n,Friend,Friend,S.bmp,1,541,Yes
A,2816,2,Group2,29,female,1,S,C,T,13,m,Friend,Self,C.bmp,1,570,No
A,2816,2,Group2,29,female,1,S,C,T,14,n,Stranger,Stranger,T.bmp,1,680,Yes
A,2816,2,Group2,29,female,1,S,C,T,15,n,Friend,Friend,S.bmp,1,686,Yes
A,2816,2,Group2,29,female,1,S,C,T,16,n,You,Self,C.bmp,1,436,Yes
A,2816,2,Group2,29,female,1,S,C,T,17,m,You,Friend,S.bmp,1,490,No
A,2816,2,Group2,29,female,1,S,C,T,18,n,Stranger,Stranger,T.bmp,1,720,Yes
A,2816,2,Group2,29,female,1,S,C,T,19,n,Friend,Friend,S.bmp,1,574,Yes
A,2816,2,Group2,29,female,1,S,C,T,20,n,You,Self,C.bmp,1,436,Yes
A,2816,2,Group2,29,female,1,S,C,T,21,m,Stranger,Friend,S.bmp,1,826,No
A,2816,2,Group2,29,female,1,S,C,T,22,m,Stranger,Self,C.bmp,1,960,No
A,2816,2,Group2,29,female,1,S,C,T,23,m,Friend,Stranger,T.bmp,1,718,No
A,2816,2,Group2,29,female,1,S,C,T,24,m,You,Stranger,T.bmp,1,644,No
A,2816,2,Group2,29,female,1,S,C,T,25,n,You,Self,C.bmp,1,442,Yes
A,2816,2,Group2,29,female,1,S,C,T,26,n,Friend,Friend,S.bmp,1,921,Yes
A,2816,2,Group2,29,female,1,S,C,T,27,n,Stranger,Stranger,T.bmp,1,503,Yes
A,2816,2,Group2,29,female,1,S,C,T,28,m,Stranger,Self,C.bmp,1,613,No
A,2816,2,Group2,29,female,1,S,C,T,29,n,You,Self,C.bmp,1,411,Yes
A,2816,2,Group2,29,female,1,S,C,T,30,m,You,Friend,S.bmp,1,529,No
A,2816,2,Group2,29,female,1,S,C,T,31,m,Friend,Stranger,T.bmp,1,694,No
A,2816,2,Group2,29,female,1,S,C,T,32,n,Friend,Friend,S.bmp,1,644,Yes
A,2816,2,Group2,29,female,1,S,C,T,33,m,You,Stranger,T.bmp,1,602,No
A,2816,2,Group2,29,female,1,S,C,T,34,m,Friend,Self,C.bmp,1,728,No
A,2816,2,Group2,29,female,1,S,C,T,35,m,Stranger,Friend,S.bmp,1,622,No
A,2816,2,Group2,29,female,1,S,C,T,36,n,Stranger,Stranger,T.bmp,1,516,Yes
A,2816,2,Group2,29,female,1,S,C,T,37,m,You,Stranger,T.bmp,1,562,No
A,2816,2,Group2,29,female,1,S,C,T,38,n,You,Self,C.bmp,1,488,Yes
A,2816,2,Group2,29,female,1,S,C,T,39,m,You,Friend,S.bmp,1,543,No
A,2816,2,Group2,29,female,1,S,C,T,40,m,Stranger,Self,C.bmp,1,589,No
A,2816,2,Group2,29,female,1,S,C,T,41,n,Friend,Friend,S.bmp,1,547,Yes
A,2816,2,Group2,29,female,1,S,C,T,42,m,Friend,Stranger,T.bmp,1,585,No
A,2816,2,Group2,29,female,1,S,C,T,43,m,Friend,Self,C.bmp,1,615,No
A,2816,2,Group2,29,female,1,S,C,T,44,n,You,Self,C.bmp,1,389,Yes
A,2816,2,Group2,29,female,1,S,C,T,45,m,Stranger,Friend,S.bmp,1,811,No
A,2816,2,Group2,29,female,1,S,C,T,46,n,Stranger,Stranger,T.bmp,1,609,Yes
A,2816,2,Group2,29,female,1,S,C,T,47,n,Friend,Friend,S.bmp,1,535,Yes
A,2816,2,Group2,29,female,1,S,C,T,48,n,Stranger,Stranger,T.bmp,0,540,Yes
A,2816,2,Group2,29,female,1,S,C,T,49,m,Stranger,Friend,S.bmp,1,978,No
A,2816,2,Group2,29,female,1,S,C,T,50,m,Friend,Self,C.bmp,1,592,No
A,2816,2,Group2,29,female,1,S,C,T,51,n,Stranger,Stranger,T.bmp,1,798,Yes
A,2816,2,Group2,29,female,1,S,C,T,52,m,You,Friend,S.bmp,1,661,No
A,2816,2,Group2,29,female,1,S,C,T,53,n,You,Self,C.bmp,1,507,Yes
A,2816,2,Group2,29,female,1,S,C,T,54,n,Friend,Friend,S.bmp,1,752,Yes
A,2816,2,Group2,29,female,1,S,C,T,55,n,Stranger,Stranger,T.bmp,1,575,Yes
A,2816,2,Group2,29,female,1,S,C,T,56,m,Friend,Stranger,T.bmp,1,733,No
A,2816,2,Group2,29,female,1,S,C,T,57,m,Stranger,Self,C.bmp,1,603,No
A,2816,2,Group2,29,female,1,S,C,T,58,n,You,Self,C.bmp,1,537,Yes
A,2816,2,Group2,29,female,1,S,C,T,59,m,You,Stranger,T.bmp,1,615,No
A,2816,2,Group2,29,female,1,S,C,T,60,n,Friend,Friend,S.bmp,1,1189,Yes
A,2816,2,Group2,29,female,1,S,C,T,1,n,Stranger,Stranger,T.bmp,1,468,Yes
A,2816,2,Group2,29,female,1,S,C,T,2,m,Friend,Stranger,T.bmp,1,778,No
A,2816,2,Group2,29,female,1,S,C,T,3,m,You,Stranger,T.bmp,1,584,No
A,2816,2,Group2,29,female,1,S,C,T,4,n,Stranger,Stranger,T.bmp,1,566,Yes
A,2816,2,Group2,29,female,1,S,C,T,5,m,Stranger,Self,C.bmp,1,588,No
A,2816,2,Group2,29,female,1,S,C,T,6,m,Stranger,Friend,S.bmp,1,714,No
A,2816,2,Group2,29,female,1,S,C,T,7,n,You,Self,C.bmp,1,464,Yes
A,2816,2,Group2,29,female,1,S,C,T,8,n,Friend,Friend,S.bmp,1,398,Yes
A,2816,2,Group2,29,female,1,S,C,T,9,m,You,Friend,S.bmp,1,533,No
A,2816,2,Group2,29,female,1,S,C,T,10,n,Friend,Friend,S.bmp,1,771,Yes
A,2816,2,Group2,29,female,1,S,C,T,11,m,Friend,Self,C.bmp,1,641,No
A,2816,2,Group2,29,female,1,S,C,T,12,n,You,Self,C.bmp,1,423,Yes
A,2816,2,Group2,29,female,1,S,C,T,13,m,Stranger,Friend,S.bmp,1,533,No
A,2816,2,Group2,29,female,1,S,C,T,14,n,Friend,Friend,S.bmp,1,611,Yes
A,2816,2,Group2,29,female,1,S,C,T,15,m,Stranger,Self,C.bmp,1,561,No
A,2816,2,Group2,29,female,1,S,C,T,16,m,You,Friend,S.bmp,1,671,No
A,2816,2,Group2,29,female,1,S,C,T,17,m,Friend,Stranger,T.bmp,1,533,No
A,2816,2,Group2,29,female,1,S,C,T,18,n,Stranger,Stranger,T.bmp,1,522,Yes
A,2816,2,Group2,29,female,1,S,C,T,19,n,You,Self,C.bmp,1,416,Yes
A,2816,2,Group2,29,female,1,S,C,T,20,n,You,Self,C.bmp,1,518,Yes
A,2816,2,Group2,29,female,1,S,C,T,21,m,Friend,Self,C.bmp,1,540,No
A,2816,2,Group2,29,female,1,S,C,T,22,m,You,Stranger,T.bmp,1,667,No
A,2816,2,Group2,29,female,1,S,C,T,23,n,Stranger,Stranger,T.bmp,1,673,Yes
A,2816,2,Group2,29,female,1,S,C,T,24,n,Friend,Friend,S.bmp,1,534,Yes
A,2816,2,Group2,29,female,1,S,C,T,25,m,Stranger,Self,C.bmp,1,557,No
A,2816,2,Group2,29,female,1,S,C,T,26,m,Friend,Stranger,T.bmp,1,795,No
A,2816,2,Group2,29,female,1,S,C,T,27,m,Friend,Self,C.bmp,1,593,No
A,2816,2,Group2,29,female,1,S,C,T,28,m,Stranger,Friend,S.bmp,1,1007,No
A,2816,2,Group2,29,female,1,S,C,T,29,n,You,Self,C.bmp,1,573,Yes
A,2816,2,Group2,29,female,1,S,C,T,30,n,Friend,Friend,S.bmp,1,651,Yes
A,2816,2,Group2,29,female,1,S,C,T,31,n,Stranger,Stranger,T.bmp,1,433,Yes
A,2816,2,Group2,29,female,1,S,C,T,32,m,You,Stranger,T.bmp,1,551,No
A,2816,2,Group2,29,female,1,S,C,T,33,m,You,Friend,S.bmp,1,565,No
A,2816,2,Group2,29,female,1,S,C,T,34,n,Stranger,Stranger,T.bmp,0,651,Yes
A,2816,2,Group2,29,female,1,S,C,T,35,n,You,Self,C.bmp,1,570,Yes
A,2816,2,Group2,29,female,1,S,C,T,36,n,Friend,Friend,S.bmp,1,695,Yes
A,2816,2,Group2,29,female,1,S,C,T,37,m,Friend,Self,C.bmp,1,557,No
A,2816,2,Group2,29,female,1,S,C,T,38,m,Friend,Stranger,T.bmp,1,491,No
A,2816,2,Group2,29,female,1,S,C,T,39,m,You,Stranger,T.bmp,1,625,No
A,2816,2,Group2,29,female,1,S,C,T,40,n,You,Self,C.bmp,1,551,Yes
A,2816,2,Group2,29,female,1,S,C,T,41,n,Friend,Friend,S.bmp,1,589,Yes
A,2816,2,Group2,29,female,1,S,C,T,42,m,Stranger,Self,C.bmp,1,523,No
A,2816,2,Group2,29,female,1,S,C,T,43,n,Stranger,Stranger,T.bmp,1,425,Yes
A,2816,2,Group2,29,female,1,S,C,T,44,m,Stranger,Friend,S.bmp,1,743,No
A,2816,2,Group2,29,female,1,S,C,T,45,m,You,Friend,S.bmp,1,509,No
A,2816,2,Group2,29,female,1,S,C,T,46,n,Friend,Friend,S.bmp,1,659,Yes
A,2816,2,Group2,29,female,1,S,C,T,47,n,Stranger,Stranger,T.bmp,1,681,Yes
A,2816,2,Group2,29,female,1,S,C,T,48,n,You,Self,C.bmp,1,360,Yes
A,2816,2,Group2,29,female,1,S,C,T,49,m,Stranger,Friend,S.bmp,1,534,No
A,2816,2,Group2,29,female,1,S,C,T,50,n,Friend,Friend,S.bmp,1,684,Yes
A,2816,2,Group2,29,female,1,S,C,T,51,m,Friend,Self,C.bmp,1,626,No
A,2816,2,Group2,29,female,1,S,C,T,52,n,You,Self,C.bmp,1,432,Yes
A,2816,2,Group2,29,female,1,S,C,T,53,n,Stranger,Stranger,T.bmp,1,533,Yes
A,2816,2,Group2,29,female,1,S,C,T,54,n,Stranger,Stranger,T.bmp,1,675,Yes
A,2816,2,Group2,29,female,1,S,C,T,55,m,Stranger,Self,C.bmp,1,617,No
A,2816,2,Group2,29,female,1,S,C,T,56,m,You,Friend,S.bmp,1,711,No
A,2816,2,Group2,29,female,1,S,C,T,57,m,You,Stranger,T.bmp,1,637,No
A,2816,2,Group2,29,female,1,S,C,T,58,m,Friend,Stranger,T.bmp,1,739,No
A,2816,2,Group2,29,female,1,S,C,T,59,n,You,Self,C.bmp,1,465,Yes
A,2816,2,Group2,29,female,1,S,C,T,60,n,Friend,Friend,S.bmp,1,687,Yes
A,2816,3,Group2,29,female,1,S,C,T,1,m,Friend,Stranger,T.bmp,1,555,No
A,2816,3,Group2,29,female,1,S,C,T,2,m,Friend,Self,C.bmp,1,953,No
A,2816,3,Group2,29,female,1,S,C,T,3,m,Stranger,Friend,S.bmp,1,975,No
A,2816,3,Group2,29,female,1,S,C,T,4,n,You,Self,C.bmp,1,540,Yes
A,2816,3,Group2,29,female,1,S,C,T,5,m,You,Friend,S.bmp,1,714,No
A,2816,3,Group2,29,female,1,S,C,T,6,m,Stranger,Self,C.bmp,1,976,No
A,2816,3,Group2,29,female,1,S,C,T,7,n,Stranger,Stranger,T.bmp,1,1006,Yes
A,2816,3,Group2,29,female,1,S,C,T,8,n,Friend,Friend,S.bmp,1,947,Yes
A,2816,3,Group2,29,female,1,S,C,T,9,n,Stranger,Stranger,T.bmp,1,858,Yes
A,2816,3,Group2,29,female,1,S,C,T,10,m,You,Stranger,T.bmp,1,608,No
A,2816,3,Group2,29,female,1,S,C,T,11,n,Friend,Friend,S.bmp,1,710,Yes
A,2816,3,Group2,29,female,1,S,C,T,12,n,You,Self,C.bmp,1,404,Yes
A,2816,3,Group2,29,female,1,S,C,T,13,n,Friend,Friend,S.bmp,1,674,Yes
A,2816,3,Group2,29,female,1,S,C,T,14,m,Friend,Self,C.bmp,1,655,No
A,2816,3,Group2,29,female,1,S,C,T,15,m,You,Friend,S.bmp,1,581,No
A,2816,3,Group2,29,female,1,S,C,T,16,n,Stranger,Stranger,T.bmp,1,707,Yes
A,2816,3,Group2,29,female,1,S,C,T,17,n,Stranger,Stranger,T.bmp,1,682,Yes
A,2816,3,Group2,29,female,1,S,C,T,18,m,Stranger,Self,C.bmp,1,688,No
A,2816,3,Group2,29,female,1,S,C,T,19,m,You,Stranger,T.bmp,1,646,No
A,2816,3,Group2,29,female,1,S,C,T,20,m,Stranger,Friend,S.bmp,1,772,No
A,2816,3,Group2,29,female,1,S,C,T,21,n,You,Self,C.bmp,1,530,Yes
A,2816,3,Group2,29,female,1,S,C,T,22,m,Friend,Stranger,T.bmp,1,520,No
A,2816,3,Group2,29,female,1,S,C,T,23,n,Friend,Friend,S.bmp,1,406,Yes
A,2816,3,Group2,29,female,1,S,C,T,24,n,You,Self,C.bmp,1,387,Yes
A,2816,3,Group2,29,female,1,S,C,T,25,n,Friend,Friend,S.bmp,1,697,Yes
A,2816,3,Group2,29,female,1,S,C,T,26,m,You,Friend,S.bmp,1,631,No
A,2816,3,Group2,29,female,1,S,C,T,27,n,You,Self,C.bmp,1,869,Yes
