"","Subject","Matching","Identity","ShapeLoc","RT_ms","RT_sec","ACC"
"1382",7,"Matching","Partner","Bottom",634,0.634,1
"1383",7,"Matching","Partner","Bottom",617,0.617,1
"1384",7,"Matching","Partner","Bottom",767,0.767,1
"1385",7,"Matching","Partner","Bottom",567,0.567,0
"1386",7,"Matching","Partner","Bottom",900,0.9,1
"1387",7,"Matching","Partner","Bottom",834,0.834,1
"1388",7,"Matching","Partner","Bottom",550,0.55,1
"1389",7,"Matching","Partner","Bottom",734,0.734,1
"1390",7,"Matching","Partner","Bottom",817,0.817,0
"1391",7,"Matching","Partner","Bottom",817,0.817,1
"1392",7,"Matching","Partner","Bottom",550,0.55,1
"1393",7,"Matching","Partner","Top",350,0.35,0
"1394",7,"Matching","Partner","Top",434,0.434,0
"1395",7,"Matching","Partner","Top",784,0.784,1
"1396",7,"Matching","Partner","Top",900,0.9,1
"1397",7,"Matching","Partner","Top",900,0.9,1
"1398",7,"Matching","Partner","Top",700,0.7,1
"1399",7,"Matching","Partner","Top",800,0.8,1
"1400",7,"Matching","Partner","Top",784,0.784,1
"1401",7,"Matching","Partner","Top",450,0.45,0
"1402",7,"Matching","Partner","Top",634,0.634,1
"1403",7,"Matching","Partner","Top",717,0.717,1
"1404",7,"Matching","Partner","Top",1317,1.317,0
"1405",7,"Matching","Partner","Top",717,0.717,0
"1406",7,"Matching","Partner","Top",400,0.4,1
"1407",7,"Matching","Partner","Top",684,0.684,1
"1408",7,"Matching","Partner","Top",817,0.817,1
"1409",7,"Matching","Partner","Top",650,0.65,1
"1410",7,"Matching","Partner","Top",767,0.767,1
"1411",7,"Matching","Partner","Top",1217,1.217,1
"1412",7,"Matching","Partner","Top",684,0.684,1
"1413",7,"Matching","Stranger","Bottom",567,0.567,1
"1414",7,"Matching","Stranger","Bottom",667,0.667,1
"1415",7,"Matching","Stranger","Bottom",567,0.567,1
"1416",7,"Matching","Stranger","Bottom",534,0.534,0
"1417",7,"Matching","Stranger","Bottom",1284,1.284,1
"1418",7,"Matching","Stranger","Bottom",500,0.5,0
"1419",7,"Matching","Stranger","Bottom",517,0.517,0
"1420",7,"Matching","Stranger","Bottom",500,0.5,0
"1421",7,"Matching","Stranger","Bottom",850,0.85,1
"1422",7,"Matching","Stranger","Bottom",500,0.5,1
"1423",7,"Matching","Stranger","Bottom",634,0.634,1
"1424",7,"Matching","Stranger","Bottom",650,0.65,1
"1425",7,"Matching","Stranger","Bottom",550,0.55,0
"1426",7,"Matching","Stranger","Bottom",567,0.567,1
"1427",7,"Matching","Stranger","Bottom",617,0.617,0
"1428",7,"Matching","Stranger","Bottom",817,0.817,1
"1429",7,"Matching","Stranger","Bottom",567,0.567,1
"1430",7,"Matching","Stranger","Bottom",900,0.9,1
"1431",7,"Matching","Stranger","Bottom",417,0.417,0
"1432",7,"Matching","Stranger","Top",1017,1.017,1
"1433",7,"Matching","Stranger","Top",1150,1.15,1
"1434",7,"Matching","Stranger","Top",467,0.467,0
"1435",7,"Matching","Stranger","Top",1134,1.134,1
"1436",7,"Matching","Stranger","Top",634,0.634,0
"1437",7,"Matching","Stranger","Top",500,0.5,0
"1438",7,"Matching","Stranger","Top",500,0.5,0
"1439",7,"Matching","Stranger","Top",600,0.6,1
"1440",7,"Matching","Stranger","Top",1050,1.05,1
"1441",7,"Matching","Stranger","Top",1084,1.084,1
"1442",7,"Matching","Stranger","Top",1034,1.034,1
"1443",7,"Matching","Stranger","Top",534,0.534,1
"1444",7,"Matching","Stranger","Top",617,0.617,1
"1445",7,"Matching","Stranger","Top",1200,1.2,1
"1446",7,"Matching","Stranger","Top",884,0.884,1
"1447",7,"Matching","Stranger","Top",517,0.517,0
"1448",7,"Matching","Stranger","Top",867,0.867,1
"1449",7,"Matching","Stranger","Top",634,0.634,1
"1450",7,"Matching","Stranger","Top",550,0.55,0
"1451",7,"Matching","Stranger","Top",617,0.617,1
"1452",7,"Nonmatching","Self","Bottom",634,0.634,0
"1453",7,"Nonmatching","Self","Bottom",634,0.634,1
"1454",7,"Nonmatching","Self","Bottom",450,0.45,1
"1455",7,"Nonmatching","Self","Bottom",534,0.534,1
"1456",7,"Nonmatching","Self","Bottom",834,0.834,0
"1457",7,"Nonmatching","Self","Bottom",617,0.617,1
"1458",7,"Nonmatching","Self","Bottom",917,0.917,1
"1459",7,"Nonmatching","Self","Bottom",484,0.484,1
"1460",7,"Nonmatching","Self","Bottom",617,0.617,1
"1461",7,"Nonmatching","Self","Bottom",650,0.65,1
"1462",7,"Nonmatching","Self","Bottom",767,0.767,1
"1463",7,"Nonmatching","Self","Bottom",734,0.734,1
"1464",7,"Nonmatching","Self","Bottom",434,0.434,1
"1465",7,"Nonmatching","Self","Bottom",634,0.634,0
"1466",7,"Nonmatching","Self","Bottom",684,0.684,1
"1467",7,"Nonmatching","Self","Bottom",734,0.734,1
"1468",7,"Nonmatching","Self","Bottom",967,0.967,1
"1469",7,"Nonmatching","Self","Bottom",734,0.734,1
"1470",7,"Nonmatching","Self","Bottom",834,0.834,1
"1471",7,"Nonmatching","Self","Bottom",567,0.567,1
"1472",7,"Nonmatching","Self","Top",434,0.434,1
"1473",7,"Nonmatching","Self","Top",567,0.567,1
"1474",7,"Nonmatching","Self","Top",784,0.784,0
"1475",7,"Nonmatching","Self","Top",484,0.484,1
"1476",7,"Nonmatching","Self","Top",684,0.684,1
"1477",7,"Nonmatching","Self","Top",534,0.534,1
"1478",7,"Nonmatching","Self","Top",650,0.65,0
"1479",7,"Nonmatching","Self","Top",534,0.534,1
"1480",7,"Nonmatching","Self","Top",584,0.584,1
"1481",7,"Nonmatching","Self","Top",667,0.667,1
"1482",7,"Nonmatching","Self","Top",517,0.517,1
"1483",7,"Nonmatching","Self","Top",567,0.567,1
"1484",7,"Nonmatching","Self","Top",1084,1.084,1
"1485",7,"Nonmatching","Self","Top",434,0.434,1
"1486",7,"Nonmatching","Self","Top",500,0.5,1
"1487",7,"Nonmatching","Self","Top",717,0.717,1
"1488",7,"Nonmatching","Self","Top",800,0.8,1
"1489",7,"Nonmatching","Self","Top",667,0.667,1
"1490",7,"Nonmatching","Self","Top",617,0.617,1
"1491",7,"Nonmatching","Self","Top",600,0.6,1
"1492",7,"Nonmatching","Partner","Bottom",417,0.417,1
"1493",7,"Nonmatching","Partner","Bottom",434,0.434,0
"1494",7,"Nonmatching","Partner","Bottom",550,0.55,0
"1495",7,"Nonmatching","Partner","Bottom",850,0.85,1
"1496",7,"Nonmatching","Partner","Bottom",517,0.517,1
"1497",7,"Nonmatching","Partner","Bottom",617,0.617,1
"1498",7,"Nonmatching","Partner","Bottom",1084,1.084,1
"1499",7,"Nonmatching","Partner","Bottom",617,0.617,1
"1500",7,"Nonmatching","Partner","Bottom",684,0.684,0
"1501",7,"Nonmatching","Partner","Bottom",667,0.667,1
"1502",7,"Nonmatching","Partner","Bottom",750,0.75,1
"1503",7,"Nonmatching","Partner","Bottom",667,0.667,1
"1504",7,"Nonmatching","Partner","Bottom",834,0.834,1
"1505",7,"Nonmatching","Partner","Bottom",717,0.717,1
"1506",7,"Nonmatching","Partner","Bottom",617,0.617,1
"1507",7,"Nonmatching","Partner","Bottom",1067,1.067,1
"1508",7,"Nonmatching","Partner","Bottom",600,0.6,0
"1509",7,"Nonmatching","Partner","Bottom",517,0.517,1
"1510",7,"Nonmatching","Partner","Bottom",467,0.467,1
"1511",7,"Nonmatching","Partner","Bottom",734,0.734,1
"1512",7,"Nonmatching","Partner","Top",600,0.6,1
"1513",7,"Nonmatching","Partner","Top",600,0.6,0
"1514",7,"Nonmatching","Partner","Top",517,0.517,1
"1515",7,"Nonmatching","Partner","Top",850,0.85,1
"1516",7,"Nonmatching","Partner","Top",717,0.717,1
"1517",7,"Nonmatching","Partner","Top",717,0.717,1
"1518",7,"Nonmatching","Partner","Top",1017,1.017,1
"1519",7,"Nonmatching","Partner","Top",600,0.6,1
"1520",7,"Nonmatching","Partner","Top",550,0.55,1
"1521",7,"Nonmatching","Partner","Top",717,0.717,1
"1522",7,"Nonmatching","Partner","Top",634,0.634,1
"1523",7,"Nonmatching","Partner","Top",617,0.617,1
"1524",7,"Nonmatching","Partner","Top",784,0.784,1
"1525",7,"Nonmatching","Partner","Top",634,0.634,1
"1526",7,"Nonmatching","Partner","Top",784,0.784,1
"1527",7,"Nonmatching","Partner","Top",784,0.784,1
"1528",7,"Nonmatching","Partner","Top",550,0.55,0
"1529",7,"Nonmatching","Partner","Top",734,0.734,1
"1530",7,"Nonmatching","Partner","Top",700,0.7,1
"1531",7,"Nonmatching","Partner","Top",600,0.6,0
"1532",7,"Nonmatching","Stranger","Bottom",684,0.684,1
"1533",7,"Nonmatching","Stranger","Bottom",634,0.634,1
"1534",7,"Nonmatching","Stranger","Bottom",567,0.567,1
"1535",7,"Nonmatching","Stranger","Bottom",617,0.617,0
"1536",7,"Nonmatching","Stranger","Bottom",617,0.617,1
"1537",7,"Nonmatching","Stranger","Bottom",1117,1.117,1
"1538",7,"Nonmatching","Stranger","Bottom",467,0.467,1
"1539",7,"Nonmatching","Stranger","Bottom",417,0.417,1
"1540",7,"Nonmatching","Stranger","Bottom",584,0.584,0
"1541",7,"Nonmatching","Stranger","Bottom",584,0.584,1
"1542",7,"Nonmatching","Stranger","Bottom",434,0.434,1
"1543",7,"Nonmatching","Stranger","Bottom",467,0.467,1
"1544",7,"Nonmatching","Stranger","Bottom",1000,1,1
"1545",7,"Nonmatching","Stranger","Bottom",450,0.45,0
"1546",7,"Nonmatching","Stranger","Bottom",567,0.567,0
"1547",7,"Nonmatching","Stranger","Bottom",651,0.651,1
"1548",7,"Nonmatching","Stranger","Bottom",517,0.517,0
"1549",7,"Nonmatching","Stranger","Bottom",617,0.617,1
"1550",7,"Nonmatching","Stranger","Bottom",584,0.584,1
"1551",7,"Nonmatching","Stranger","Top",784,0.784,1
"1552",7,"Nonmatching","Stranger","Top",584,0.584,0
"1553",7,"Nonmatching","Stranger","Top",550,0.55,1
"1554",7,"Nonmatching","Stranger","Top",867,0.867,1
"1555",7,"Nonmatching","Stranger","Top",650,0.65,1
"1556",7,"Nonmatching","Stranger","Top",517,0.517,1
"1557",7,"Nonmatching","Stranger","Top",517,0.517,1
"1558",7,"Nonmatching","Stranger","Top",634,0.634,1
"1559",7,"Nonmatching","Stranger","Top",617,0.617,1
"1560",7,"Nonmatching","Stranger","Top",917,0.917,1
"1561",7,"Nonmatching","Stranger","Top",534,0.534,1
"1562",7,"Nonmatching","Stranger","Top",600,0.6,1
"1563",7,"Nonmatching","Stranger","Top",634,0.634,0
"1564",7,"Nonmatching","Stranger","Top",851,0.851,0
"1565",7,"Nonmatching","Stranger","Top",884,0.884,1
"1566",7,"Nonmatching","Stranger","Top",567,0.567,1
"1567",7,"Nonmatching","Stranger","Top",634,0.634,0
"1568",7,"Nonmatching","Stranger","Top",517,0.517,1
"1569",7,"Nonmatching","Stranger","Top",484,0.484,1
"1570",7,"Nonmatching","Stranger","Top",517,0.517,1
"1571",8,"Matching","Self","Bottom",867,0.867,1
"1572",8,"Matching","Self","Bottom",700,0.7,1
"1573",8,"Matching","Self","Bottom",683,0.683,1
"1574",8,"Matching","Self","Bottom",433,0.433,1
"1575",8,"Matching","Self","Bottom",550,0.55,1
"1576",8,"Matching","Self","Bottom",433,0.433,1
"1577",8,"Matching","Self","Bottom",650,0.65,1
"1578",8,"Matching","Self","Bottom",983,0.983,1
"1579",8,"Matching","Self","Bottom",567,0.567,0
"1580",8,"Matching","Self","Bottom",483,0.483,1
"1581",8,"Matching","Self","Bottom",483,0.483,1
"1582",8,"Matching","Self","Bottom",567,0.567,1
"1583",8,"Matching","Self","Bottom",717,0.717,1
"1584",8,"Matching","Self","Bottom",517,0.517,1
"1585",8,"Matching","Self","Bottom",600,0.6,1
"1586",8,"Matching","Self","Bottom",917,0.917,1
"1587",8,"Matching","Self","Bottom",650,0.65,1
"1588",8,"Matching","Self","Bottom",433,0.433,1
"1589",8,"Matching","Self","Bottom",550,0.55,1
"1590",8,"Matching","Self","Bottom",567,0.567,1
"1591",8,"Matching","Self","Top",483,0.483,1
"1592",8,"Matching","Self","Top",467,0.467,1
"1593",8,"Matching","Self","Top",783,0.783,0
"1594",8,"Matching","Self","Top",617,0.617,1
"1595",8,"Matching","Self","Top",650,0.65,1
"1596",8,"Matching","Self","Top",533,0.533,1
"1597",8,"Matching","Self","Top",483,0.483,1
"1598",8,"Matching","Self","Top",800,0.8,1
"1599",8,"Matching","Self","Top",467,0.467,1
"1600",8,"Matching","Self","Top",517,0.517,1
"1601",8,"Matching","Self","Top",1150,1.15,1
"1602",8,"Matching","Self","Top",667,0.667,1
"1603",8,"Matching","Self","Top",567,0.567,1
"1604",8,"Matching","Self","Top",817,0.817,1
"1605",8,"Matching","Self","Top",533,0.533,1
"1606",8,"Matching","Self","Top",433,0.433,1
"1607",8,"Matching","Self","Top",600,0.6,1
"1608",8,"Matching","Self","Top",467,0.467,1
"1609",8,"Matching","Self","Top",700,0.7,1
"1610",8,"Matching","Self","Top",667,0.667,0
"1611",8,"Matching","Partner","Bottom",1450,1.45,1
"1612",8,"Matching","Partner","Bottom",750,0.75,1
"1613",8,"Matching","Partner","Bottom",917,0.917,1
"1614",8,"Matching","Partner","Bottom",800,0.8,1
"1615",8,"Matching","Partner","Bottom",833,0.833,1
"1616",8,"Matching","Partner","Bottom",983,0.983,1
"1617",8,"Matching","Partner","Bottom",717,0.717,1
"1618",8,"Matching","Partner","Bottom",983,0.983,1
"1619",8,"Matching","Partner","Bottom",567,0.567,0
"1620",8,"Matching","Partner","Bottom",633,0.633,1
"1621",8,"Matching","Partner","Bottom",750,0.75,1
"1622",8,"Matching","Partner","Bottom",1250,1.25,1
"1623",8,"Matching","Partner","Bottom",650,0.65,1
"1624",8,"Matching","Partner","Bottom",567,0.567,1
"1625",8,"Matching","Partner","Bottom",967,0.967,1
"1626",8,"Matching","Partner","Bottom",617,0.617,1
"1627",8,"Matching","Partner","Bottom",700,0.7,1
"1628",8,"Matching","Partner","Bottom",417,0.417,1
"1629",8,"Matching","Partner","Bottom",633,0.633,1
"1630",8,"Matching","Partner","Bottom",700,0.7,1
"1631",8,"Matching","Partner","Top",767,0.767,0
"1632",8,"Matching","Partner","Top",767,0.767,1
"1633",8,"Matching","Partner","Top",1350,1.35,1
"1634",8,"Matching","Partner","Top",733,0.733,1
"1635",8,"Matching","Partner","Top",717,0.717,1
"1636",8,"Matching","Partner","Top",1150,1.15,1
"1637",8,"Matching","Partner","Top",933,0.933,1
"1638",8,"Matching","Partner","Top",617,0.617,1
"1639",8,"Matching","Partner","Top",667,0.667,0
"1640",8,"Matching","Partner","Top",667,0.667,1
"1641",8,"Matching","Partner","Top",850,0.85,1
"1642",8,"Matching","Partner","Top",683,0.683,1
"1643",8,"Matching","Partner","Top",767,0.767,1
"1644",8,"Matching","Partner","Top",883,0.883,0
"1645",8,"Matching","Partner","Top",800,0.8,1
"1646",8,"Matching","Partner","Top",717,0.717,0
"1647",8,"Matching","Partner","Top",633,0.633,1
"1648",8,"Matching","Partner","Top",534,0.534,0
"1649",8,"Matching","Partner","Top",734,0.734,1
"1650",8,"Matching","Stranger","Bottom",700,0.7,1
"1651",8,"Matching","Stranger","Bottom",850,0.85,1
"1652",8,"Matching","Stranger","Bottom",767,0.767,1
"1653",8,"Matching","Stranger","Bottom",700,0.7,0
"1654",8,"Matching","Stranger","Bottom",683,0.683,1
"1655",8,"Matching","Stranger","Bottom",600,0.6,1
"1656",8,"Matching","Stranger","Bottom",733,0.733,1
"1657",8,"Matching","Stranger","Bottom",617,0.617,1
"1658",8,"Matching","Stranger","Bottom",700,0.7,0
"1659",8,"Matching","Stranger","Bottom",600,0.6,1
"1660",8,"Matching","Stranger","Bottom",683,0.683,1
"1661",8,"Matching","Stranger","Bottom",617,0.617,1
"1662",8,"Matching","Stranger","Bottom",517,0.517,1
"1663",8,"Matching","Stranger","Bottom",550,0.55,1
"1664",8,"Matching","Stranger","Bottom",400,0.4,1
"1665",8,"Matching","Stranger","Bottom",783,0.783,1
"1666",8,"Matching","Stranger","Bottom",717,0.717,1
"1667",8,"Matching","Stranger","Bottom",867,0.867,1
"1668",8,"Matching","Stranger","Bottom",983,0.983,1
"1669",8,"Matching","Stranger","Bottom",650,0.65,1
"1670",8,"Matching","Stranger","Top",667,0.667,0
"1671",8,"Matching","Stranger","Top",700,0.7,1
"1672",8,"Matching","Stranger","Top",800,0.8,1
"1673",8,"Matching","Stranger","Top",683,0.683,1
"1674",8,"Matching","Stranger","Top",550,0.55,1
"1675",8,"Matching","Stranger","Top",683,0.683,1
"1676",8,"Matching","Stranger","Top",750,0.75,1
"1677",8,"Matching","Stranger","Top",467,0.467,1
"1678",8,"Matching","Stranger","Top",900,0.9,1
"1679",8,"Matching","Stranger","Top",567,0.567,1
"1680",8,"Matching","Stranger","Top",684,0.684,1
"1681",8,"Matching","Stranger","Top",517,0.517,1
"1682",8,"Matching","Stranger","Top",567,0.567,1
"1683",8,"Matching","Stranger","Top",667,0.667,0
"1684",8,"Matching","Stranger","Top",683,0.683,1
"1685",8,"Matching","Stranger","Top",617,0.617,1
"1686",8,"Matching","Stranger","Top",650,0.65,1
"1687",8,"Matching","Stranger","Top",767,0.767,1
"1688",8,"Matching","Stranger","Top",783,0.783,1
"1689",8,"Matching","Stranger","Top",783,0.783,1
"1690",8,"Nonmatching","Self","Bottom",450,0.45,0
"1691",8,"Nonmatching","Self","Bottom",800,0.8,1
"1692",8,"Nonmatching","Self","Bottom",900,0.9,1
"1693",8,"Nonmatching","Self","Bottom",750,0.75,1
"1694",8,"Nonmatching","Self","Bottom",717,0.717,1
"1695",8,"Nonmatching","Self","Bottom",1133,1.133,1
"1696",8,"Nonmatching","Self","Bottom",400,0.4,0
"1697",8,"Nonmatching","Self","Bottom",600,0.6,1
"1698",8,"Nonmatching","Self","Bottom",567,0.567,1
"1699",8,"Nonmatching","Self","Bottom",783,0.783,1
"1700",8,"Nonmatching","Self","Bottom",817,0.817,1
"1701",8,"Nonmatching","Self","Bottom",917,0.917,1
"1702",8,"Nonmatching","Self","Bottom",1117,1.117,1
"1703",8,"Nonmatching","Self","Bottom",1150,1.15,1
"1704",8,"Nonmatching","Self","Bottom",617,0.617,1
"1705",8,"Nonmatching","Self","Bottom",750,0.75,1
"1706",8,"Nonmatching","Self","Bottom",583,0.583,1
"1707",8,"Nonmatching","Self","Bottom",617,0.617,1
"1708",8,"Nonmatching","Self","Bottom",633,0.633,1
"1709",8,"Nonmatching","Self","Top",1017,1.017,1
"1710",8,"Nonmatching","Self","Top",933,0.933,1
"1711",8,"Nonmatching","Self","Top",683,0.683,1
"1712",8,"Nonmatching","Self","Top",783,0.783,1
"1713",8,"Nonmatching","Self","Top",733,0.733,1
"1714",8,"Nonmatching","Self","Top",650,0.65,1
"1715",8,"Nonmatching","Self","Top",633,0.633,0
"1716",8,"Nonmatching","Self","Top",933,0.933,1
"1717",8,"Nonmatching","Self","Top",850,0.85,1
"1718",8,"Nonmatching","Self","Top",967,0.967,1
"1719",8,"Nonmatching","Self","Top",767,0.767,1
"1720",8,"Nonmatching","Self","Top",767,0.767,1
"1721",8,"Nonmatching","Self","Top",1333,1.333,1
"1722",8,"Nonmatching","Self","Top",717,0.717,1
"1723",8,"Nonmatching","Self","Top",700,0.7,1
"1724",8,"Nonmatching","Self","Top",584,0.584,1
"1725",8,"Nonmatching","Self","Top",567,0.567,1
"1726",8,"Nonmatching","Self","Top",600,0.6,1
"1727",8,"Nonmatching","Self","Top",800,0.8,1
"1728",8,"Nonmatching","Partner","Bottom",917,0.917,1
"1729",8,"Nonmatching","Partner","Bottom",733,0.733,1
"1730",8,"Nonmatching","Partner","Bottom",900,0.9,1
"1731",8,"Nonmatching","Partner","Bottom",1317,1.317,1
"1732",8,"Nonmatching","Partner","Bottom",767,0.767,0
"1733",8,"Nonmatching","Partner","Bottom",950,0.95,1
"1734",8,"Nonmatching","Partner","Bottom",633,0.633,1
"1735",8,"Nonmatching","Partner","Bottom",834,0.834,0
"1736",8,"Nonmatching","Partner","Bottom",1250,1.25,1
"1737",8,"Nonmatching","Partner","Bottom",733,0.733,1
"1738",8,"Nonmatching","Partner","Bottom",1050,1.05,1
"1739",8,"Nonmatching","Partner","Bottom",850,0.85,1
"1740",8,"Nonmatching","Partner","Bottom",533,0.533,1
"1741",8,"Nonmatching","Partner","Bottom",867,0.867,1
"1742",8,"Nonmatching","Partner","Bottom",817,0.817,1
"1743",8,"Nonmatching","Partner","Bottom",833,0.833,1
"1744",8,"Nonmatching","Partner","Bottom",750,0.75,1
"1745",8,"Nonmatching","Partner","Bottom",667,0.667,0
"1746",8,"Nonmatching","Partner","Bottom",1483,1.483,1
"1747",8,"Nonmatching","Partner","Top",1433,1.433,0
"1748",8,"Nonmatching","Partner","Top",1400,1.4,1
"1749",8,"Nonmatching","Partner","Top",600,0.6,0
"1750",8,"Nonmatching","Partner","Top",900,0.9,1
"1751",8,"Nonmatching","Partner","Top",950,0.95,1
"1752",8,"Nonmatching","Partner","Top",683,0.683,1
"1753",8,"Nonmatching","Partner","Top",683,0.683,1
"1754",8,"Nonmatching","Partner","Top",600,0.6,1
"1755",8,"Nonmatching","Partner","Top",750,0.75,1
"1756",8,"Nonmatching","Partner","Top",700,0.7,1
"1757",8,"Nonmatching","Partner","Top",1367,1.367,1
"1758",8,"Nonmatching","Partner","Top",1033,1.033,1
"1759",8,"Nonmatching","Partner","Top",783,0.783,1
"1760",8,"Nonmatching","Partner","Top",1000,1,1
"1761",8,"Nonmatching","Partner","Top",850,0.85,1
"1762",8,"Nonmatching","Partner","Top",617,0.617,1
"1763",8,"Nonmatching","Partner","Top",534,0.534,0
"1764",8,"Nonmatching","Partner","Top",533,0.533,0
"1765",8,"Nonmatching","Partner","Top",550,0.55,0
"1766",8,"Nonmatching","Stranger","Bottom",633,0.633,1
"1767",8,"Nonmatching","Stranger","Bottom",717,0.717,1
"1768",8,"Nonmatching","Stranger","Bottom",800,0.8,1
"1769",8,"Nonmatching","Stranger","Bottom",584,0.584,1
"1770",8,"Nonmatching","Stranger","Bottom",983,0.983,1
"1771",8,"Nonmatching","Stranger","Bottom",833,0.833,1
"1772",8,"Nonmatching","Stranger","Bottom",1050,1.05,1
"1773",8,"Nonmatching","Stranger","Bottom",750,0.75,0
"1774",8,"Nonmatching","Stranger","Bottom",717,0.717,1
"1775",8,"Nonmatching","Stranger","Bottom",567,0.567,1
"1776",8,"Nonmatching","Stranger","Bottom",717,0.717,1
"1777",8,"Nonmatching","Stranger","Bottom",800,0.8,1
"1778",8,"Nonmatching","Stranger","Bottom",967,0.967,1
"1779",8,"Nonmatching","Stranger","Bottom",1167,1.167,1
"1780",8,"Nonmatching","Stranger","Bottom",650,0.65,1
"1781",8,"Nonmatching","Stranger","Bottom",683,0.683,1
"1782",8,"Nonmatching","Stranger","Bottom",600,0.6,1
"1783",8,"Nonmatching","Stranger","Bottom",617,0.617,1
"1784",8,"Nonmatching","Stranger","Bottom",700,0.7,1
"1785",8,"Nonmatching","Stranger","Bottom",667,0.667,1
"1786",8,"Nonmatching","Stranger","Top",583,0.583,1
"1787",8,"Nonmatching","Stranger","Top",1117,1.117,0
"1788",8,"Nonmatching","Stranger","Top",750,0.75,1
"1789",8,"Nonmatching","Stranger","Top",1467,1.467,1
"1790",8,"Nonmatching","Stranger","Top",950,0.95,0
"1791",8,"Nonmatching","Stranger","Top",667,0.667,1
"1792",8,"Nonmatching","Stranger","Top",983,0.983,1
"1793",8,"Nonmatching","Stranger","Top",683,0.683,0
"1794",8,"Nonmatching","Stranger","Top",833,0.833,1
"1795",8,"Nonmatching","Stranger","Top",783,0.783,0
"1796",8,"Nonmatching","Stranger","Top",1017,1.017,1
"1797",8,"Nonmatching","Stranger","Top",683,0.683,1
"1798",8,"Nonmatching","Stranger","Top",917,0.917,1
"1799",8,"Nonmatching","Stranger","Top",1450,1.45,1
"1800",8,"Nonmatching","Stranger","Top",751,0.751,1
"1801",8,"Nonmatching","Stranger","Top",700,0.7,1
"1802",8,"Nonmatching","Stranger","Top",567,0.567,0
"1803",8,"Nonmatching","Stranger","Top",650,0.65,1
"1804",8,"Nonmatching","Stranger","Top",567,0.567,0
"1805",8,"Nonmatching","Stranger","Top",617,0.617,1
"1806",9,"Matching","Self","Bottom",467,0.467,1
"1807",9,"Matching","Self","Bottom",500,0.5,1
"1808",9,"Matching","Self","Bottom",617,0.617,1
"1809",9,"Matching","Self","Bottom",500,0.5,1
"1810",9,"Matching","Self","Bottom",400,0.4,1
"1811",9,"Matching","Self","Bottom",517,0.517,1
"1812",9,"Matching","Self","Bottom",450,0.45,1
"1813",9,"Matching","Self","Bottom",817,0.817,1
"1814",9,"Matching","Self","Bottom",583,0.583,1
"1815",9,"Matching","Self","Bottom",650,0.65,1
"1816",9,"Matching","Self","Bottom",850,0.85,1
"1817",9,"Matching","Self","Bottom",517,0.517,1
"1818",9,"Matching","Self","Bottom",467,0.467,1
"1819",9,"Matching","Self","Bottom",667,0.667,1
"1820",9,"Matching","Self","Bottom",434,0.434,1
"1821",9,"Matching","Self","Bottom",550,0.55,1
"1822",9,"Matching","Self","Bottom",450,0.45,1
"1823",9,"Matching","Self","Bottom",717,0.717,1
"1824",9,"Matching","Self","Bottom",583,0.583,1
"1825",9,"Matching","Self","Bottom",750,0.75,1
"1826",9,"Matching","Self","Top",600,0.6,1
"1827",9,"Matching","Self","Top",417,0.417,1
"1828",9,"Matching","Self","Top",417,0.417,1
"1829",9,"Matching","Self","Top",517,0.517,1
"1830",9,"Matching","Self","Top",550,0.55,1
"1831",9,"Matching","Self","Top",400,0.4,0
"1832",9,"Matching","Self","Top",434,0.434,1
"1833",9,"Matching","Self","Top",600,0.6,1
"1834",9,"Matching","Self","Top",734,0.734,1
"1835",9,"Matching","Self","Top",767,0.767,1
"1836",9,"Matching","Self","Top",500,0.5,1
"1837",9,"Matching","Self","Top",683,0.683,1
"1838",9,"Matching","Self","Top",600,0.6,1
"1839",9,"Matching","Self","Top",534,0.534,1
"1840",9,"Matching","Self","Top",434,0.434,1
"1841",9,"Matching","Self","Top",567,0.567,1
"1842",9,"Matching","Self","Top",650,0.65,1
"1843",9,"Matching","Self","Top",617,0.617,1
"1844",9,"Matching","Self","Top",567,0.567,1
"1845",9,"Matching","Self","Top",450,0.45,1
"1846",9,"Matching","Partner","Bottom",1050,1.05,1
"1847",9,"Matching","Partner","Bottom",584,0.584,1
"1848",9,"Matching","Partner","Bottom",717,0.717,0
"1849",9,"Matching","Partner","Bottom",584,0.584,1
"1850",9,"Matching","Partner","Bottom",634,0.634,1
"1851",9,"Matching","Partner","Bottom",734,0.734,1
"1852",9,"Matching","Partner","Bottom",517,0.517,1
"1853",9,"Matching","Partner","Bottom",400,0.4,1
"1854",9,"Matching","Partner","Bottom",384,0.384,0
"1855",9,"Matching","Partner","Bottom",600,0.6,1
"1856",9,"Matching","Partner","Bottom",633,0.633,1
"1857",9,"Matching","Partner","Bottom",1133,1.133,1
"1858",9,"Matching","Partner","Bottom",767,0.767,1
"1859",9,"Matching","Partner","Bottom",950,0.95,1
"1860",9,"Matching","Partner","Bottom",667,0.667,1
"1861",9,"Matching","Partner","Bottom",467,0.467,1
"1862",9,"Matching","Partner","Bottom",534,0.534,1
"1863",9,"Matching","Partner","Bottom",484,0.484,1
"1864",9,"Matching","Partner","Bottom",500,0.5,1
"1865",9,"Matching","Partner","Bottom",684,0.684,1
"1866",9,"Matching","Partner","Top",700,0.7,1
"1867",9,"Matching","Partner","Top",933,0.933,1
"1868",9,"Matching","Partner","Top",584,0.584,1
"1869",9,"Matching","Partner","Top",634,0.634,1
"1870",9,"Matching","Partner","Top",500,0.5,1
