"","Subject","Matching","Identity","ShapeLoc","RT_ms","RT_sec","ACC"
"7575",34,"Matching","Self","Bottom",434,0.434,1
"7576",34,"Matching","Self","Top",817,0.817,1
"7577",34,"Matching","Self","Top",650,0.65,1
"7578",34,"Matching","Self","Top",500,0.5,1
"7579",34,"Matching","Self","Top",533,0.533,1
"7580",34,"Matching","Self","Top",417,0.417,1
"7581",34,"Matching","Self","Top",500,0.5,1
"7582",34,"Matching","Self","Top",500,0.5,1
"7583",34,"Matching","Self","Top",534,0.534,1
"7584",34,"Matching","Self","Top",567,0.567,1
"7585",34,"Matching","Self","Top",534,0.534,1
"7586",34,"Matching","Self","Top",517,0.517,1
"7587",34,"Matching","Self","Top",484,0.484,1
"7588",34,"Matching","Self","Top",567,0.567,1
"7589",34,"Matching","Self","Top",500,0.5,1
"7590",34,"Matching","Self","Top",484,0.484,1
"7591",34,"Matching","Self","Top",434,0.434,1
"7592",34,"Matching","Self","Top",484,0.484,1
"7593",34,"Matching","Self","Top",500,0.5,1
"7594",34,"Matching","Self","Top",400,0.4,1
"7595",34,"Matching","Self","Top",400,0.4,1
"7596",34,"Matching","Partner","Bottom",817,0.817,1
"7597",34,"Matching","Partner","Bottom",817,0.817,1
"7598",34,"Matching","Partner","Bottom",567,0.567,0
"7599",34,"Matching","Partner","Bottom",500,0.5,1
"7600",34,"Matching","Partner","Bottom",617,0.617,1
"7601",34,"Matching","Partner","Bottom",717,0.717,0
"7602",34,"Matching","Partner","Bottom",500,0.5,1
"7603",34,"Matching","Partner","Bottom",567,0.567,0
"7604",34,"Matching","Partner","Bottom",450,0.45,1
"7605",34,"Matching","Partner","Bottom",583,0.583,0
"7606",34,"Matching","Partner","Bottom",550,0.55,1
"7607",34,"Matching","Partner","Bottom",534,0.534,0
"7608",34,"Matching","Partner","Bottom",683,0.683,1
"7609",34,"Matching","Partner","Bottom",600,0.6,1
"7610",34,"Matching","Partner","Bottom",617,0.617,1
"7611",34,"Matching","Partner","Bottom",417,0.417,0
"7612",34,"Matching","Partner","Bottom",484,0.484,1
"7613",34,"Matching","Partner","Bottom",500,0.5,0
"7614",34,"Matching","Partner","Bottom",517,0.517,1
"7615",34,"Matching","Partner","Bottom",584,0.584,0
"7616",34,"Matching","Partner","Top",867,0.867,0
"7617",34,"Matching","Partner","Top",667,0.667,0
"7618",34,"Matching","Partner","Top",767,0.767,1
"7619",34,"Matching","Partner","Top",800,0.8,1
"7620",34,"Matching","Partner","Top",567,0.567,1
"7621",34,"Matching","Partner","Top",550,0.55,1
"7622",34,"Matching","Partner","Top",1083,1.083,1
"7623",34,"Matching","Partner","Top",500,0.5,1
"7624",34,"Matching","Partner","Top",500,0.5,1
"7625",34,"Matching","Partner","Top",450,0.45,1
"7626",34,"Matching","Partner","Top",550,0.55,0
"7627",34,"Matching","Partner","Top",450,0.45,1
"7628",34,"Matching","Partner","Top",583,0.583,1
"7629",34,"Matching","Partner","Top",584,0.584,1
"7630",34,"Matching","Partner","Top",750,0.75,0
"7631",34,"Matching","Partner","Top",600,0.6,1
"7632",34,"Matching","Partner","Top",767,0.767,1
"7633",34,"Matching","Partner","Top",600,0.6,1
"7634",34,"Matching","Partner","Top",1217,1.217,1
"7635",34,"Matching","Partner","Top",550,0.55,1
"7636",34,"Matching","Stranger","Bottom",634,0.634,1
"7637",34,"Matching","Stranger","Bottom",533,0.533,1
"7638",34,"Matching","Stranger","Bottom",700,0.7,1
"7639",34,"Matching","Stranger","Bottom",817,0.817,1
"7640",34,"Matching","Stranger","Bottom",650,0.65,1
"7641",34,"Matching","Stranger","Bottom",967,0.967,1
"7642",34,"Matching","Stranger","Bottom",567,0.567,1
"7643",34,"Matching","Stranger","Bottom",650,0.65,1
"7644",34,"Matching","Stranger","Bottom",767,0.767,0
"7645",34,"Matching","Stranger","Bottom",750,0.75,1
"7646",34,"Matching","Stranger","Bottom",767,0.767,1
"7647",34,"Matching","Stranger","Bottom",550,0.55,1
"7648",34,"Matching","Stranger","Bottom",667,0.667,1
"7649",34,"Matching","Stranger","Bottom",617,0.617,1
"7650",34,"Matching","Stranger","Bottom",484,0.484,1
"7651",34,"Matching","Stranger","Bottom",467,0.467,1
"7652",34,"Matching","Stranger","Bottom",517,0.517,0
"7653",34,"Matching","Stranger","Bottom",550,0.55,1
"7654",34,"Matching","Stranger","Bottom",517,0.517,1
"7655",34,"Matching","Stranger","Bottom",600,0.6,0
"7656",34,"Matching","Stranger","Top",617,0.617,1
"7657",34,"Matching","Stranger","Top",550,0.55,1
"7658",34,"Matching","Stranger","Top",600,0.6,0
"7659",34,"Matching","Stranger","Top",850,0.85,1
"7660",34,"Matching","Stranger","Top",683,0.683,1
"7661",34,"Matching","Stranger","Top",484,0.484,1
"7662",34,"Matching","Stranger","Top",800,0.8,1
"7663",34,"Matching","Stranger","Top",650,0.65,1
"7664",34,"Matching","Stranger","Top",783,0.783,1
"7665",34,"Matching","Stranger","Top",700,0.7,1
"7666",34,"Matching","Stranger","Top",633,0.633,1
"7667",34,"Matching","Stranger","Top",484,0.484,1
"7668",34,"Matching","Stranger","Top",650,0.65,0
"7669",34,"Matching","Stranger","Top",734,0.734,0
"7670",34,"Matching","Stranger","Top",701,0.701,1
"7671",34,"Matching","Stranger","Top",584,0.584,1
"7672",34,"Matching","Stranger","Top",617,0.617,1
"7673",34,"Matching","Stranger","Top",534,0.534,0
"7674",34,"Matching","Stranger","Top",500,0.5,1
"7675",34,"Matching","Stranger","Top",650,0.65,1
"7676",34,"Nonmatching","Self","Bottom",817,0.817,1
"7677",34,"Nonmatching","Self","Bottom",950,0.95,1
"7678",34,"Nonmatching","Self","Bottom",883,0.883,1
"7679",34,"Nonmatching","Self","Bottom",500,0.5,1
"7680",34,"Nonmatching","Self","Bottom",684,0.684,1
"7681",34,"Nonmatching","Self","Bottom",884,0.884,1
"7682",34,"Nonmatching","Self","Bottom",717,0.717,1
"7683",34,"Nonmatching","Self","Bottom",767,0.767,1
"7684",34,"Nonmatching","Self","Bottom",784,0.784,1
"7685",34,"Nonmatching","Self","Bottom",650,0.65,1
"7686",34,"Nonmatching","Self","Bottom",567,0.567,1
"7687",34,"Nonmatching","Self","Bottom",967,0.967,1
"7688",34,"Nonmatching","Self","Bottom",617,0.617,1
"7689",34,"Nonmatching","Self","Bottom",600,0.6,1
"7690",34,"Nonmatching","Self","Bottom",634,0.634,1
"7691",34,"Nonmatching","Self","Bottom",634,0.634,1
"7692",34,"Nonmatching","Self","Bottom",800,0.8,1
"7693",34,"Nonmatching","Self","Bottom",767,0.767,1
"7694",34,"Nonmatching","Self","Bottom",834,0.834,1
"7695",34,"Nonmatching","Self","Top",650,0.65,1
"7696",34,"Nonmatching","Self","Top",1017,1.017,1
"7697",34,"Nonmatching","Self","Top",683,0.683,1
"7698",34,"Nonmatching","Self","Top",867,0.867,1
"7699",34,"Nonmatching","Self","Top",717,0.717,1
"7700",34,"Nonmatching","Self","Top",967,0.967,1
"7701",34,"Nonmatching","Self","Top",634,0.634,1
"7702",34,"Nonmatching","Self","Top",600,0.6,1
"7703",34,"Nonmatching","Self","Top",634,0.634,1
"7704",34,"Nonmatching","Self","Top",600,0.6,1
"7705",34,"Nonmatching","Self","Top",583,0.583,1
"7706",34,"Nonmatching","Self","Top",650,0.65,0
"7707",34,"Nonmatching","Self","Top",584,0.584,1
"7708",34,"Nonmatching","Self","Top",767,0.767,1
"7709",34,"Nonmatching","Self","Top",550,0.55,1
"7710",34,"Nonmatching","Self","Top",517,0.517,1
"7711",34,"Nonmatching","Self","Top",667,0.667,1
"7712",34,"Nonmatching","Self","Top",600,0.6,1
"7713",34,"Nonmatching","Self","Top",467,0.467,1
"7714",34,"Nonmatching","Self","Top",417,0.417,1
"7715",34,"Nonmatching","Partner","Bottom",934,0.934,1
"7716",34,"Nonmatching","Partner","Bottom",900,0.9,1
"7717",34,"Nonmatching","Partner","Bottom",750,0.75,1
"7718",34,"Nonmatching","Partner","Bottom",1350,1.35,1
"7719",34,"Nonmatching","Partner","Bottom",717,0.717,1
"7720",34,"Nonmatching","Partner","Bottom",883,0.883,1
"7721",34,"Nonmatching","Partner","Bottom",734,0.734,1
"7722",34,"Nonmatching","Partner","Bottom",800,0.8,1
"7723",34,"Nonmatching","Partner","Bottom",867,0.867,1
"7724",34,"Nonmatching","Partner","Bottom",584,0.584,1
"7725",34,"Nonmatching","Partner","Bottom",634,0.634,1
"7726",34,"Nonmatching","Partner","Bottom",500,0.5,0
"7727",34,"Nonmatching","Partner","Bottom",684,0.684,1
"7728",34,"Nonmatching","Partner","Bottom",384,0.384,0
"7729",34,"Nonmatching","Partner","Bottom",367,0.367,0
"7730",34,"Nonmatching","Partner","Bottom",700,0.7,1
"7731",34,"Nonmatching","Partner","Bottom",634,0.634,1
"7732",34,"Nonmatching","Partner","Bottom",617,0.617,1
"7733",34,"Nonmatching","Partner","Bottom",634,0.634,0
"7734",34,"Nonmatching","Partner","Bottom",667,0.667,1
"7735",34,"Nonmatching","Partner","Top",917,0.917,1
"7736",34,"Nonmatching","Partner","Top",650,0.65,1
"7737",34,"Nonmatching","Partner","Top",834,0.834,1
"7738",34,"Nonmatching","Partner","Top",883,0.883,1
"7739",34,"Nonmatching","Partner","Top",717,0.717,1
"7740",34,"Nonmatching","Partner","Top",900,0.9,1
"7741",34,"Nonmatching","Partner","Top",900,0.9,1
"7742",34,"Nonmatching","Partner","Top",950,0.95,1
"7743",34,"Nonmatching","Partner","Top",600,0.6,1
"7744",34,"Nonmatching","Partner","Top",867,0.867,1
"7745",34,"Nonmatching","Partner","Top",784,0.784,1
"7746",34,"Nonmatching","Partner","Top",500,0.5,0
"7747",34,"Nonmatching","Partner","Top",917,0.917,1
"7748",34,"Nonmatching","Partner","Top",467,0.467,0
"7749",34,"Nonmatching","Partner","Top",600,0.6,1
"7750",34,"Nonmatching","Partner","Top",567,0.567,1
"7751",34,"Nonmatching","Partner","Top",584,0.584,1
"7752",34,"Nonmatching","Partner","Top",583,0.583,1
"7753",34,"Nonmatching","Partner","Top",583,0.583,1
"7754",34,"Nonmatching","Partner","Top",800,0.8,1
"7755",34,"Nonmatching","Stranger","Bottom",800,0.8,1
"7756",34,"Nonmatching","Stranger","Bottom",867,0.867,1
"7757",34,"Nonmatching","Stranger","Bottom",750,0.75,1
"7758",34,"Nonmatching","Stranger","Bottom",817,0.817,1
"7759",34,"Nonmatching","Stranger","Bottom",1083,1.083,1
"7760",34,"Nonmatching","Stranger","Bottom",584,0.584,1
"7761",34,"Nonmatching","Stranger","Bottom",1017,1.017,1
"7762",34,"Nonmatching","Stranger","Bottom",750,0.75,1
"7763",34,"Nonmatching","Stranger","Bottom",534,0.534,1
"7764",34,"Nonmatching","Stranger","Bottom",634,0.634,0
"7765",34,"Nonmatching","Stranger","Bottom",733,0.733,1
"7766",34,"Nonmatching","Stranger","Bottom",651,0.651,1
"7767",34,"Nonmatching","Stranger","Bottom",817,0.817,1
"7768",34,"Nonmatching","Stranger","Bottom",767,0.767,1
"7769",34,"Nonmatching","Stranger","Bottom",634,0.634,1
"7770",34,"Nonmatching","Stranger","Bottom",1067,1.067,1
"7771",34,"Nonmatching","Stranger","Bottom",567,0.567,1
"7772",34,"Nonmatching","Stranger","Bottom",767,0.767,1
"7773",34,"Nonmatching","Stranger","Bottom",500,0.5,1
"7774",34,"Nonmatching","Stranger","Bottom",1050,1.05,1
"7775",34,"Nonmatching","Stranger","Top",650,0.65,1
"7776",34,"Nonmatching","Stranger","Top",600,0.6,0
"7777",34,"Nonmatching","Stranger","Top",1050,1.05,1
"7778",34,"Nonmatching","Stranger","Top",584,0.584,1
"7779",34,"Nonmatching","Stranger","Top",717,0.717,1
"7780",34,"Nonmatching","Stranger","Top",650,0.65,1
"7781",34,"Nonmatching","Stranger","Top",667,0.667,1
"7782",34,"Nonmatching","Stranger","Top",550,0.55,1
"7783",34,"Nonmatching","Stranger","Top",600,0.6,1
"7784",34,"Nonmatching","Stranger","Top",850,0.85,1
"7785",34,"Nonmatching","Stranger","Top",800,0.8,1
"7786",34,"Nonmatching","Stranger","Top",750,0.75,1
"7787",34,"Nonmatching","Stranger","Top",550,0.55,1
"7788",34,"Nonmatching","Stranger","Top",550,0.55,1
"7789",34,"Nonmatching","Stranger","Top",650,0.65,1
"7790",34,"Nonmatching","Stranger","Top",517,0.517,1
"7791",34,"Nonmatching","Stranger","Top",633,0.633,1
"7792",34,"Nonmatching","Stranger","Top",550,0.55,1
"7793",35,"Matching","Self","Bottom",667,0.667,1
"7794",35,"Matching","Self","Bottom",617,0.617,1
"7795",35,"Matching","Self","Bottom",733,0.733,1
"7796",35,"Matching","Self","Bottom",634,0.634,1
"7797",35,"Matching","Self","Bottom",500,0.5,1
"7798",35,"Matching","Self","Bottom",600,0.6,1
"7799",35,"Matching","Self","Bottom",583,0.583,1
"7800",35,"Matching","Self","Bottom",517,0.517,1
"7801",35,"Matching","Self","Bottom",600,0.6,1
"7802",35,"Matching","Self","Bottom",617,0.617,1
"7803",35,"Matching","Self","Bottom",534,0.534,1
"7804",35,"Matching","Self","Bottom",667,0.667,1
"7805",35,"Matching","Self","Bottom",584,0.584,1
"7806",35,"Matching","Self","Bottom",567,0.567,1
"7807",35,"Matching","Self","Bottom",550,0.55,1
"7808",35,"Matching","Self","Bottom",634,0.634,1
"7809",35,"Matching","Self","Bottom",567,0.567,1
"7810",35,"Matching","Self","Bottom",350,0.35,1
"7811",35,"Matching","Self","Bottom",784,0.784,1
"7812",35,"Matching","Self","Bottom",667,0.667,1
"7813",35,"Matching","Self","Top",434,0.434,1
"7814",35,"Matching","Self","Top",617,0.617,1
"7815",35,"Matching","Self","Top",467,0.467,1
"7816",35,"Matching","Self","Top",767,0.767,1
"7817",35,"Matching","Self","Top",534,0.534,1
"7818",35,"Matching","Self","Top",650,0.65,1
"7819",35,"Matching","Self","Top",500,0.5,1
"7820",35,"Matching","Self","Top",683,0.683,1
"7821",35,"Matching","Self","Top",733,0.733,1
"7822",35,"Matching","Self","Top",517,0.517,1
"7823",35,"Matching","Self","Top",517,0.517,1
"7824",35,"Matching","Self","Top",417,0.417,1
"7825",35,"Matching","Self","Top",567,0.567,1
"7826",35,"Matching","Self","Top",717,0.717,1
"7827",35,"Matching","Self","Top",584,0.584,1
"7828",35,"Matching","Self","Top",600,0.6,1
"7829",35,"Matching","Self","Top",600,0.6,1
"7830",35,"Matching","Self","Top",467,0.467,1
"7831",35,"Matching","Self","Top",617,0.617,1
"7832",35,"Matching","Self","Top",550,0.55,1
"7833",35,"Matching","Partner","Bottom",717,0.717,1
"7834",35,"Matching","Partner","Bottom",850,0.85,1
"7835",35,"Matching","Partner","Bottom",1000,1,1
"7836",35,"Matching","Partner","Bottom",800,0.8,1
"7837",35,"Matching","Partner","Bottom",683,0.683,1
"7838",35,"Matching","Partner","Bottom",1183,1.183,1
"7839",35,"Matching","Partner","Bottom",550,0.55,1
"7840",35,"Matching","Partner","Bottom",567,0.567,1
"7841",35,"Matching","Partner","Bottom",433,0.433,1
"7842",35,"Matching","Partner","Bottom",817,0.817,1
"7843",35,"Matching","Partner","Bottom",667,0.667,1
"7844",35,"Matching","Partner","Bottom",1200,1.2,1
"7845",35,"Matching","Partner","Bottom",933,0.933,1
"7846",35,"Matching","Partner","Bottom",467,0.467,1
"7847",35,"Matching","Partner","Bottom",567,0.567,0
"7848",35,"Matching","Partner","Bottom",400,0.4,0
"7849",35,"Matching","Partner","Bottom",634,0.634,1
"7850",35,"Matching","Partner","Bottom",567,0.567,1
"7851",35,"Matching","Partner","Top",883,0.883,1
"7852",35,"Matching","Partner","Top",667,0.667,1
"7853",35,"Matching","Partner","Top",1033,1.033,1
"7854",35,"Matching","Partner","Top",767,0.767,1
"7855",35,"Matching","Partner","Top",667,0.667,1
"7856",35,"Matching","Partner","Top",700,0.7,1
"7857",35,"Matching","Partner","Top",717,0.717,1
"7858",35,"Matching","Partner","Top",750,0.75,1
"7859",35,"Matching","Partner","Top",567,0.567,0
"7860",35,"Matching","Partner","Top",600,0.6,1
"7861",35,"Matching","Partner","Top",900,0.9,1
"7862",35,"Matching","Partner","Top",567,0.567,1
"7863",35,"Matching","Partner","Top",1017,1.017,1
"7864",35,"Matching","Partner","Top",833,0.833,1
"7865",35,"Matching","Partner","Top",350,0.35,1
"7866",35,"Matching","Partner","Top",600,0.6,1
"7867",35,"Matching","Partner","Top",734,0.734,1
"7868",35,"Matching","Partner","Top",534,0.534,0
"7869",35,"Matching","Partner","Top",600,0.6,1
"7870",35,"Matching","Stranger","Bottom",767,0.767,1
"7871",35,"Matching","Stranger","Bottom",884,0.884,1
"7872",35,"Matching","Stranger","Bottom",784,0.784,1
"7873",35,"Matching","Stranger","Bottom",684,0.684,0
"7874",35,"Matching","Stranger","Bottom",617,0.617,0
"7875",35,"Matching","Stranger","Bottom",984,0.984,1
"7876",35,"Matching","Stranger","Bottom",700,0.7,1
"7877",35,"Matching","Stranger","Bottom",600,0.6,1
"7878",35,"Matching","Stranger","Bottom",1067,1.067,1
"7879",35,"Matching","Stranger","Bottom",567,0.567,1
"7880",35,"Matching","Stranger","Bottom",717,0.717,1
"7881",35,"Matching","Stranger","Bottom",650,0.65,1
"7882",35,"Matching","Stranger","Bottom",534,0.534,0
"7883",35,"Matching","Stranger","Bottom",817,0.817,1
"7884",35,"Matching","Stranger","Bottom",650,0.65,1
"7885",35,"Matching","Stranger","Bottom",550,0.55,0
"7886",35,"Matching","Stranger","Bottom",817,0.817,1
"7887",35,"Matching","Stranger","Bottom",517,0.517,0
"7888",35,"Matching","Stranger","Bottom",617,0.617,1
"7889",35,"Matching","Stranger","Bottom",583,0.583,1
"7890",35,"Matching","Stranger","Top",633,0.633,1
"7891",35,"Matching","Stranger","Top",584,0.584,1
"7892",35,"Matching","Stranger","Top",567,0.567,1
"7893",35,"Matching","Stranger","Top",1133,1.133,1
"7894",35,"Matching","Stranger","Top",800,0.8,1
"7895",35,"Matching","Stranger","Top",634,0.634,1
"7896",35,"Matching","Stranger","Top",1367,1.367,1
"7897",35,"Matching","Stranger","Top",700,0.7,0
"7898",35,"Matching","Stranger","Top",1000,1,1
"7899",35,"Matching","Stranger","Top",667,0.667,1
"7900",35,"Matching","Stranger","Top",733,0.733,1
"7901",35,"Matching","Stranger","Top",700,0.7,1
"7902",35,"Matching","Stranger","Top",767,0.767,1
"7903",35,"Matching","Stranger","Top",983,0.983,1
"7904",35,"Matching","Stranger","Top",534,0.534,1
"7905",35,"Matching","Stranger","Top",584,0.584,1
"7906",35,"Matching","Stranger","Top",551,0.551,1
"7907",35,"Matching","Stranger","Top",650,0.65,1
"7908",35,"Matching","Stranger","Top",500,0.5,0
"7909",35,"Matching","Stranger","Top",934,0.934,1
"7910",35,"Nonmatching","Self","Bottom",634,0.634,1
"7911",35,"Nonmatching","Self","Bottom",667,0.667,1
"7912",35,"Nonmatching","Self","Bottom",900,0.9,1
"7913",35,"Nonmatching","Self","Bottom",634,0.634,1
"7914",35,"Nonmatching","Self","Bottom",634,0.634,1
"7915",35,"Nonmatching","Self","Bottom",650,0.65,1
"7916",35,"Nonmatching","Self","Bottom",767,0.767,1
"7917",35,"Nonmatching","Self","Bottom",667,0.667,1
"7918",35,"Nonmatching","Self","Bottom",634,0.634,1
"7919",35,"Nonmatching","Self","Bottom",667,0.667,1
"7920",35,"Nonmatching","Self","Bottom",600,0.6,1
"7921",35,"Nonmatching","Self","Bottom",684,0.684,1
"7922",35,"Nonmatching","Self","Bottom",650,0.65,1
"7923",35,"Nonmatching","Self","Bottom",684,0.684,1
"7924",35,"Nonmatching","Self","Bottom",550,0.55,1
"7925",35,"Nonmatching","Self","Bottom",500,0.5,1
"7926",35,"Nonmatching","Self","Bottom",617,0.617,1
"7927",35,"Nonmatching","Self","Bottom",517,0.517,1
"7928",35,"Nonmatching","Self","Bottom",1017,1.017,1
"7929",35,"Nonmatching","Self","Bottom",784,0.784,1
"7930",35,"Nonmatching","Self","Top",900,0.9,1
"7931",35,"Nonmatching","Self","Top",1050,1.05,1
"7932",35,"Nonmatching","Self","Top",600,0.6,1
"7933",35,"Nonmatching","Self","Top",784,0.784,0
"7934",35,"Nonmatching","Self","Top",800,0.8,1
"7935",35,"Nonmatching","Self","Top",667,0.667,1
"7936",35,"Nonmatching","Self","Top",684,0.684,1
"7937",35,"Nonmatching","Self","Top",850,0.85,0
"7938",35,"Nonmatching","Self","Top",417,0.417,0
"7939",35,"Nonmatching","Self","Top",634,0.634,1
"7940",35,"Nonmatching","Self","Top",867,0.867,1
"7941",35,"Nonmatching","Self","Top",817,0.817,1
"7942",35,"Nonmatching","Self","Top",567,0.567,1
"7943",35,"Nonmatching","Self","Top",534,0.534,1
"7944",35,"Nonmatching","Self","Top",550,0.55,1
"7945",35,"Nonmatching","Self","Top",517,0.517,1
"7946",35,"Nonmatching","Self","Top",650,0.65,1
"7947",35,"Nonmatching","Self","Top",600,0.6,1
"7948",35,"Nonmatching","Self","Top",767,0.767,1
"7949",35,"Nonmatching","Self","Top",700,0.7,1
"7950",35,"Nonmatching","Partner","Bottom",834,0.834,1
"7951",35,"Nonmatching","Partner","Bottom",933,0.933,0
"7952",35,"Nonmatching","Partner","Bottom",867,0.867,1
"7953",35,"Nonmatching","Partner","Bottom",717,0.717,1
"7954",35,"Nonmatching","Partner","Bottom",634,0.634,1
"7955",35,"Nonmatching","Partner","Bottom",650,0.65,1
"7956",35,"Nonmatching","Partner","Bottom",650,0.65,1
"7957",35,"Nonmatching","Partner","Bottom",667,0.667,1
"7958",35,"Nonmatching","Partner","Bottom",350,0.35,0
"7959",35,"Nonmatching","Partner","Bottom",550,0.55,1
"7960",35,"Nonmatching","Partner","Bottom",617,0.617,1
"7961",35,"Nonmatching","Partner","Bottom",750,0.75,1
"7962",35,"Nonmatching","Partner","Bottom",834,0.834,1
"7963",35,"Nonmatching","Partner","Bottom",617,0.617,1
"7964",35,"Nonmatching","Partner","Bottom",517,0.517,1
"7965",35,"Nonmatching","Partner","Bottom",434,0.434,1
"7966",35,"Nonmatching","Partner","Bottom",717,0.717,1
"7967",35,"Nonmatching","Partner","Bottom",717,0.717,1
"7968",35,"Nonmatching","Partner","Bottom",734,0.734,1
"7969",35,"Nonmatching","Partner","Bottom",584,0.584,1
"7970",35,"Nonmatching","Partner","Top",867,0.867,0
"7971",35,"Nonmatching","Partner","Top",651,0.651,1
"7972",35,"Nonmatching","Partner","Top",734,0.734,1
"7973",35,"Nonmatching","Partner","Top",717,0.717,1
"7974",35,"Nonmatching","Partner","Top",1233,1.233,1
"7975",35,"Nonmatching","Partner","Top",600,0.6,1
"7976",35,"Nonmatching","Partner","Top",717,0.717,1
"7977",35,"Nonmatching","Partner","Top",700,0.7,1
"7978",35,"Nonmatching","Partner","Top",650,0.65,1
"7979",35,"Nonmatching","Partner","Top",983,0.983,1
"7980",35,"Nonmatching","Partner","Top",817,0.817,1
"7981",35,"Nonmatching","Partner","Top",584,0.584,1
"7982",35,"Nonmatching","Partner","Top",817,0.817,1
"7983",35,"Nonmatching","Partner","Top",617,0.617,1
"7984",35,"Nonmatching","Partner","Top",500,0.5,1
"7985",35,"Nonmatching","Partner","Top",600,0.6,1
"7986",35,"Nonmatching","Partner","Top",650,0.65,1
"7987",35,"Nonmatching","Partner","Top",567,0.567,0
"7988",35,"Nonmatching","Partner","Top",500,0.5,0
"7989",35,"Nonmatching","Partner","Top",534,0.534,1
"7990",35,"Nonmatching","Stranger","Bottom",667,0.667,1
"7991",35,"Nonmatching","Stranger","Bottom",784,0.784,0
"7992",35,"Nonmatching","Stranger","Bottom",734,0.734,1
"7993",35,"Nonmatching","Stranger","Bottom",600,0.6,1
"7994",35,"Nonmatching","Stranger","Bottom",584,0.584,1
"7995",35,"Nonmatching","Stranger","Bottom",667,0.667,1
"7996",35,"Nonmatching","Stranger","Bottom",667,0.667,1
"7997",35,"Nonmatching","Stranger","Bottom",633,0.633,1
"7998",35,"Nonmatching","Stranger","Bottom",667,0.667,1
"7999",35,"Nonmatching","Stranger","Bottom",750,0.75,1
"8000",35,"Nonmatching","Stranger","Bottom",734,0.734,1
"8001",35,"Nonmatching","Stranger","Bottom",933,0.933,1
"8002",35,"Nonmatching","Stranger","Bottom",600,0.6,1
"8003",35,"Nonmatching","Stranger","Bottom",584,0.584,0
"8004",35,"Nonmatching","Stranger","Bottom",600,0.6,1
"8005",35,"Nonmatching","Stranger","Bottom",633,0.633,1
"8006",35,"Nonmatching","Stranger","Bottom",667,0.667,1
"8007",35,"Nonmatching","Stranger","Bottom",667,0.667,1
"8008",35,"Nonmatching","Stranger","Bottom",617,0.617,1
"8009",35,"Nonmatching","Stranger","Bottom",700,0.7,1
"8010",35,"Nonmatching","Stranger","Top",684,0.684,1
"8011",35,"Nonmatching","Stranger","Top",617,0.617,1
"8012",35,"Nonmatching","Stranger","Top",567,0.567,1
"8013",35,"Nonmatching","Stranger","Top",484,0.484,1
"8014",35,"Nonmatching","Stranger","Top",834,0.834,1
"8015",35,"Nonmatching","Stranger","Top",683,0.683,1
"8016",35,"Nonmatching","Stranger","Top",583,0.583,1
"8017",35,"Nonmatching","Stranger","Top",534,0.534,1
"8018",35,"Nonmatching","Stranger","Top",717,0.717,1
"8019",35,"Nonmatching","Stranger","Top",634,0.634,1
"8020",35,"Nonmatching","Stranger","Top",550,0.55,1
"8021",35,"Nonmatching","Stranger","Top",517,0.517,1
"8022",35,"Nonmatching","Stranger","Top",567,0.567,1
"8023",35,"Nonmatching","Stranger","Top",550,0.55,1
"8024",35,"Nonmatching","Stranger","Top",550,0.55,1
"8025",35,"Nonmatching","Stranger","Top",550,0.55,1
"8026",35,"Nonmatching","Stranger","Top",684,0.684,1
"8027",35,"Nonmatching","Stranger","Top",650,0.65,1
"8028",35,"Nonmatching","Stranger","Top",733,0.733,1
"8029",35,"Nonmatching","Stranger","Top",734,0.734,1
"8030",36,"Matching","Self","Bottom",450,0.45,0
"8031",36,"Matching","Self","Bottom",250,0.25,0
"8032",36,"Matching","Self","Bottom",517,0.517,1
"8033",36,"Matching","Self","Bottom",750,0.75,1
"8034",36,"Matching","Self","Bottom",317,0.317,0
"8035",36,"Matching","Self","Bottom",484,0.484,0
"8036",36,"Matching","Self","Bottom",450,0.45,0
"8037",36,"Matching","Self","Bottom",450,0.45,0
"8038",36,"Matching","Self","Bottom",817,0.817,1
"8039",36,"Matching","Self","Bottom",800,0.8,1
"8040",36,"Matching","Self","Bottom",434,0.434,1
"8041",36,"Matching","Self","Bottom",433,0.433,0
"8042",36,"Matching","Self","Bottom",550,0.55,1
"8043",36,"Matching","Self","Bottom",334,0.334,1
"8044",36,"Matching","Self","Bottom",417,0.417,1
"8045",36,"Matching","Self","Bottom",700,0.7,1
"8046",36,"Matching","Self","Bottom",267,0.267,0
"8047",36,"Matching","Self","Bottom",400,0.4,1
"8048",36,"Matching","Self","Bottom",434,0.434,0
"8049",36,"Matching","Self","Bottom",500,0.5,1
"8050",36,"Matching","Self","Top",600,0.6,1
"8051",36,"Matching","Self","Top",334,0.334,0
"8052",36,"Matching","Self","Top",617,0.617,1
"8053",36,"Matching","Self","Top",650,0.65,0
"8054",36,"Matching","Self","Top",634,0.634,1
"8055",36,"Matching","Self","Top",684,0.684,1
"8056",36,"Matching","Self","Top",567,0.567,1
"8057",36,"Matching","Self","Top",567,0.567,1
"8058",36,"Matching","Self","Top",634,0.634,0
"8059",36,"Matching","Self","Top",533,0.533,1
"8060",36,"Matching","Self","Top",517,0.517,1
"8061",36,"Matching","Self","Top",650,0.65,0
"8062",36,"Matching","Self","Top",567,0.567,1
"8063",36,"Matching","Self","Top",384,0.384,0
"8064",36,"Matching","Self","Top",700,0.7,1
"8065",36,"Matching","Self","Top",1250,1.25,1
