"Subject","Gender","Matching","Origin_Identity","English_Identity","Standarlized_Identity","Cue","RT_ms","RT_sec","ACC"
23,"male","Matching","Familiar","Familiar","Celebrity","No cue",376,0.376,1
23,"male","Matching","Familiar","Familiar","Celebrity","No cue",247,0.247,1
23,"male","Matching","Self","Self","Self","Alter cue",294,0.294,0
23,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",454,0.454,0
23,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",504,0.504,1
23,"male","Matching","Familiar","Familiar","Celebrity","No cue",430,0.43,1
23,"male","Matching","Self","Self","Self","No cue",569,0.569,1
23,"male","Nonmatching","Self","Self","Self","No cue",888,0.888,1
24,"male","Matching","Self","Self","Self","No cue",657,0.657,1
24,"male","Nonmatching","Self","Self","Self","Alter cue",889,0.889,1
24,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",569,0.569,0
24,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",655,0.655,1
24,"male","Nonmatching","Self","Self","Self","No cue",767,0.767,1
24,"male","Matching","Familiar","Familiar","Celebrity","No cue",740,0.74,0
24,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",669,0.669,1
24,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",672,0.672,1
24,"male","Nonmatching","Self","Self","Self","No cue",630,0.63,1
24,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",636,0.636,1
24,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",760,0.76,1
24,"male","Matching","Self","Self","Self","Alter cue",583,0.583,1
24,"male","Matching","Self","Self","Self","No cue",547,0.547,1
24,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",625,0.625,1
24,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",643,0.643,1
24,"male","Nonmatching","Self","Self","Self","Alter cue",804,0.804,0
24,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",737,0.737,1
24,"male","Matching","Familiar","Familiar","Celebrity","No cue",725,0.725,1
24,"male","Nonmatching","Self","Self","Self","Alter cue",783,0.783,1
24,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",724,0.724,1
24,"male","Nonmatching","Self","Self","Self","Alter cue",712,0.712,1
24,"male","Matching","Self","Self","Self","No cue",619,0.619,1
24,"male","Matching","Self","Self","Self","Alter cue",596,0.596,1
24,"male","Matching","Familiar","Familiar","Celebrity","No cue",611,0.611,0
24,"male","Matching","Self","Self","Self","Alter cue",774,0.774,1
24,"male","Nonmatching","Self","Self","Self","Alter cue",625,0.625,1
24,"male","Matching","Self","Self","Self","Alter cue",542,0.542,1
24,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",842,0.842,1
24,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",783,0.783,0
24,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",781,0.781,0
24,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",625,0.625,1
24,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",705,0.705,1
24,"male","Nonmatching","Self","Self","Self","Alter cue",556,0.556,1
24,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",984,0.984,1
24,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",657,0.657,1
24,"male","Nonmatching","Self","Self","Self","Alter cue",590,0.59,1
24,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",688,0.688,1
24,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",598,0.598,1
24,"male","Nonmatching","Self","Self","Self","Alter cue",626,0.626,1
24,"male","Nonmatching","Self","Self","Self","No cue",603,0.603,1
24,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",546,0.546,1
24,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",649,0.649,1
24,"male","Matching","Self","Self","Self","No cue",688,0.688,1
24,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",686,0.686,1
24,"male","Matching","Familiar","Familiar","Celebrity","No cue",701,0.701,1
24,"male","Nonmatching","Self","Self","Self","Alter cue",635,0.635,1
24,"male","Nonmatching","Self","Self","Self","Alter cue",665,0.665,1
24,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",714,0.714,1
24,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",678,0.678,1
24,"male","Matching","Self","Self","Self","No cue",610,0.61,1
24,"male","Nonmatching","Self","Self","Self","No cue",590,0.59,1
24,"male","Matching","Self","Self","Self","Alter cue",886,0.886,1
24,"male","Matching","Familiar","Familiar","Celebrity","No cue",520,0.52,1
24,"male","Nonmatching","Self","Self","Self","Alter cue",822,0.822,1
24,"male","Matching","Familiar","Familiar","Celebrity","No cue",673,0.673,1
24,"male","Matching","Self","Self","Self","No cue",604,0.604,1
24,"male","Nonmatching","Self","Self","Self","Alter cue",632,0.632,0
24,"male","Matching","Familiar","Familiar","Celebrity","No cue",607,0.607,1
24,"male","Matching","Familiar","Familiar","Celebrity","No cue",823,0.823,1
24,"male","Matching","Self","Self","Self","No cue",603,0.603,1
24,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",697,0.697,1
24,"male","Matching","Self","Self","Self","No cue",593,0.593,1
24,"male","Matching","Familiar","Familiar","Celebrity","No cue",570,0.57,1
24,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",600,0.6,1
24,"male","Nonmatching","Self","Self","Self","No cue",719,0.719,1
24,"male","Matching","Self","Self","Self","No cue",559,0.559,1
24,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",650,0.65,1
24,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",710,0.71,1
24,"male","Matching","Self","Self","Self","No cue",512,0.512,1
24,"male","Matching","Self","Self","Self","Alter cue",491,0.491,1
24,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",696,0.696,1
24,"male","Matching","Self","Self","Self","No cue",551,0.551,1
24,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",607,0.607,1
24,"male","Nonmatching","Self","Self","Self","No cue",537,0.537,1
24,"male","Matching","Self","Self","Self","No cue",524,0.524,1
24,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",603,0.603,1
24,"male","Nonmatching","Self","Self","Self","No cue",587,0.587,1
24,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",902,0.902,1
24,"male","Nonmatching","Self","Self","Self","Alter cue",651,0.651,1
24,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",628,0.628,0
24,"male","Matching","Self","Self","Self","No cue",750,0.75,1
24,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",689,0.689,1
24,"male","Nonmatching","Self","Self","Self","No cue",647,0.647,1
24,"male","Matching","Familiar","Familiar","Celebrity","No cue",870,0.87,1
24,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",661,0.661,0
24,"male","Matching","Self","Self","Self","Alter cue",555,0.555,1
24,"male","Matching","Self","Self","Self","No cue",798,0.798,1
24,"male","Nonmatching","Self","Self","Self","No cue",527,0.527,1
24,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",619,0.619,1
24,"male","Nonmatching","Self","Self","Self","Alter cue",898,0.898,1
24,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",655,0.655,1
24,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",542,0.542,1
24,"male","Matching","Familiar","Familiar","Celebrity","No cue",621,0.621,1
24,"male","Nonmatching","Self","Self","Self","No cue",616,0.616,1
24,"male","Matching","Self","Self","Self","Alter cue",517,0.517,1
24,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",696,0.696,1
24,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",515,0.515,1
24,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",571,0.571,1
24,"male","Nonmatching","Self","Self","Self","Alter cue",759,0.759,1
24,"male","Matching","Self","Self","Self","No cue",558,0.558,1
24,"male","Nonmatching","Self","Self","Self","Alter cue",576,0.576,1
24,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",800,0.8,1
24,"male","Matching","Self","Self","Self","Alter cue",582,0.582,1
24,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",861,0.861,1
24,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",674,0.674,1
24,"male","Matching","Familiar","Familiar","Celebrity","No cue",653,0.653,1
24,"male","Matching","Self","Self","Self","No cue",555,0.555,1
24,"male","Matching","Self","Self","Self","Alter cue",505,0.505,1
24,"male","Matching","Self","Self","Self","Alter cue",445,0.445,1
24,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",547,0.547,1
24,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",474,0.474,1
24,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",686,0.686,1
24,"male","Nonmatching","Self","Self","Self","No cue",593,0.593,1
24,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",704,0.704,1
24,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",686,0.686,1
24,"male","Matching","Familiar","Familiar","Celebrity","No cue",676,0.676,1
24,"male","Matching","Familiar","Familiar","Celebrity","No cue",634,0.634,1
24,"male","Matching","Self","Self","Self","Alter cue",489,0.489,0
24,"male","Nonmatching","Self","Self","Self","Alter cue",709,0.709,1
24,"male","Matching","Self","Self","Self","Alter cue",535,0.535,1
24,"male","Nonmatching","Self","Self","Self","No cue",697,0.697,1
24,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",729,0.729,1
24,"male","Matching","Familiar","Familiar","Celebrity","No cue",509,0.509,1
24,"male","Matching","Self","Self","Self","Alter cue",502,0.502,0
24,"male","Matching","Self","Self","Self","Alter cue",466,0.466,1
24,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",577,0.577,1
24,"male","Matching","Self","Self","Self","Alter cue",532,0.532,1
24,"male","Matching","Familiar","Familiar","Celebrity","No cue",576,0.576,1
24,"male","Matching","Familiar","Familiar","Celebrity","No cue",484,0.484,1
24,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",543,0.543,1
24,"male","Nonmatching","Self","Self","Self","Alter cue",471,0.471,0
24,"male","Nonmatching","Self","Self","Self","No cue",741,0.741,1
24,"male","Nonmatching","Self","Self","Self","No cue",635,0.635,1
24,"male","Matching","Self","Self","Self","Alter cue",694,0.694,0
24,"male","Matching","Self","Self","Self","No cue",473,0.473,1
24,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",593,0.593,1
24,"male","Nonmatching","Self","Self","Self","No cue",537,0.537,1
24,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",832,0.832,0
24,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",701,0.701,0
24,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",568,0.568,1
24,"male","Matching","Familiar","Familiar","Celebrity","No cue",612,0.612,1
24,"male","Nonmatching","Self","Self","Self","No cue",585,0.585,1
24,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",531,0.531,0
24,"male","Nonmatching","Self","Self","Self","Alter cue",817,0.817,1
24,"male","Nonmatching","Self","Self","Self","No cue",692,0.692,0
24,"male","Nonmatching","Self","Self","Self","Alter cue",687,0.687,1
24,"male","Matching","Self","Self","Self","Alter cue",617,0.617,1
24,"male","Matching","Self","Self","Self","No cue",554,0.554,1
24,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",635,0.635,1
24,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",683,0.683,1
24,"male","Matching","Self","Self","Self","No cue",631,0.631,1
24,"male","Matching","Familiar","Familiar","Celebrity","No cue",968,0.968,1
24,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",656,0.656,1
24,"male","Nonmatching","Self","Self","Self","Alter cue",743,0.743,1
24,"male","Nonmatching","Self","Self","Self","Alter cue",723,0.723,1
24,"male","Nonmatching","Self","Self","Self","No cue",661,0.661,1
24,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",713,0.713,1
24,"male","Matching","Familiar","Familiar","Celebrity","No cue",738,0.738,1
24,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",569,0.569,1
24,"male","Matching","Familiar","Familiar","Celebrity","No cue",669,0.669,1
24,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",923,0.923,1
24,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",746,0.746,1
24,"male","Matching","Familiar","Familiar","Celebrity","No cue",728,0.728,1
24,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",697,0.697,1
24,"male","Matching","Self","Self","Self","No cue",598,0.598,1
24,"male","Nonmatching","Self","Self","Self","No cue",630,0.63,1
24,"male","Nonmatching","Self","Self","Self","No cue",680,0.68,1
24,"male","Matching","Self","Self","Self","No cue",677,0.677,1
24,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",699,0.699,0
24,"male","Matching","Familiar","Familiar","Celebrity","No cue",636,0.636,1
24,"male","Matching","Self","Self","Self","Alter cue",542,0.542,1
24,"male","Nonmatching","Self","Self","Self","No cue",677,0.677,1
24,"male","Nonmatching","Self","Self","Self","Alter cue",667,0.667,0
24,"male","Matching","Self","Self","Self","No cue",545,0.545,1
24,"male","Matching","Self","Self","Self","No cue",474,0.474,1
24,"male","Matching","Self","Self","Self","No cue",513,0.513,1
24,"male","Matching","Self","Self","Self","Alter cue",424,0.424,1
24,"male","Matching","Familiar","Familiar","Celebrity","No cue",580,0.58,1
24,"male","Matching","Self","Self","Self","Alter cue",535,0.535,1
24,"male","Nonmatching","Self","Self","Self","Alter cue",533,0.533,1
24,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",661,0.661,1
24,"male","Matching","Self","Self","Self","Alter cue",538,0.538,1
24,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",478,0.478,1
24,"male","Matching","Self","Self","Self","Alter cue",348,0.348,1
24,"male","Matching","Self","Self","Self","No cue",452,0.452,1
24,"male","Matching","Self","Self","Self","Alter cue",361,0.361,1
24,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",345,0.345,0
24,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",508,0.508,1
24,"male","Nonmatching","Self","Self","Self","No cue",678,0.678,1
24,"male","Nonmatching","Self","Self","Self","No cue",596,0.596,1
24,"male","Matching","Familiar","Familiar","Celebrity","No cue",492,0.492,1
24,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",501,0.501,1
24,"male","Matching","Self","Self","Self","Alter cue",610,0.61,1
24,"male","Nonmatching","Self","Self","Self","No cue",656,0.656,1
25,"male","Matching","Familiar","Familiar","Celebrity","No cue",845,0.845,1
25,"male","Matching","Familiar","Familiar","Celebrity","No cue",633,0.633,1
25,"male","Nonmatching","Self","Self","Self","Alter cue",809,0.809,1
25,"male","Matching","Self","Self","Self","No cue",476,0.476,1
25,"male","Nonmatching","Self","Self","Self","Alter cue",653,0.653,1
25,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",720,0.72,1
25,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",528,0.528,1
25,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",744,0.744,1
25,"male","Matching","Self","Self","Self","Alter cue",603,0.603,1
25,"male","Nonmatching","Self","Self","Self","Alter cue",836,0.836,1
25,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",690,0.69,1
25,"male","Matching","Self","Self","Self","No cue",526,0.526,1
25,"male","Nonmatching","Self","Self","Self","Alter cue",829,0.829,1
25,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",635,0.635,0
25,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",555,0.555,1
25,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",518,0.518,1
25,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",425,0.425,0
25,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",621,0.621,1
25,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",834,0.834,1
25,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",631,0.631,1
25,"male","Nonmatching","Self","Self","Self","Alter cue",575,0.575,1
25,"male","Matching","Self","Self","Self","Alter cue",431,0.431,1
25,"male","Matching","Self","Self","Self","Alter cue",263,0.263,1
25,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",457,0.457,1
25,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",872,0.872,1
25,"male","Nonmatching","Self","Self","Self","Alter cue",625,0.625,1
25,"male","Matching","Familiar","Familiar","Celebrity","No cue",555,0.555,1
25,"male","Matching","Self","Self","Self","Alter cue",419,0.419,1
25,"male","Nonmatching","Self","Self","Self","No cue",802,0.802,1
25,"male","Matching","Self","Self","Self","Alter cue",712,0.712,1
25,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",610,0.61,1
25,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",580,0.58,1
25,"male","Nonmatching","Self","Self","Self","No cue",871,0.871,1
25,"male","Matching","Self","Self","Self","No cue",510,0.51,1
