"Subject","Block","Trial","Trial_type","Age","Gender","Handedness","Shape","Label","Matching","Origin_Identity","English_Identity","Standarlized_Identity","Response","RT_ms","RT_sec","ACC"
112,4,50,"ExpList",20,"Frau","rechts","circle.png","Ich","Matching","Self","Self","Self",5,715,0.715,1
112,4,51,"ExpList",20,"Frau","rechts","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",1,475,0.475,1
112,4,52,"ExpList",20,"Frau","rechts","circle.png","Fremder","Nonmatching","Self","Self","Self",1,858,0.858,1
112,4,53,"ExpList",20,"Frau","rechts","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",NA,0,0,0
112,4,54,"ExpList",20,"Frau","rechts","triangle.png","Fremder","Matching","Stranger","Stranger","Stranger",5,656,0.656,1
112,4,55,"ExpList",20,"Frau","rechts","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",1,551,0.551,1
112,4,56,"ExpList",20,"Frau","rechts","circle.png","Fremder","Nonmatching","Self","Self","Self",5,495,0.495,0
112,4,57,"ExpList",20,"Frau","rechts","circle.png","Fremder","Nonmatching","Self","Self","Self",1,749,0.749,1
112,4,58,"ExpList",20,"Frau","rechts","circle.png","Ich","Matching","Self","Self","Self",5,774,0.774,1
112,4,59,"ExpList",20,"Frau","rechts","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",1,462,0.462,1
112,4,60,"ExpList",20,"Frau","rechts","circle.png","Fremder","Nonmatching","Self","Self","Self",1,572,0.572,1
112,5,1,"ExpList",20,"Frau","rechts","triangle.png","Fremder","Matching","Stranger","Stranger","Stranger",5,637,0.637,1
112,5,2,"ExpList",20,"Frau","rechts","circle.png","Fremder","Nonmatching","Self","Self","Self",1,336,0.336,1
112,5,3,"ExpList",20,"Frau","rechts","triangle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,318,0.318,0
112,5,4,"ExpList",20,"Frau","rechts","circle.png","Fremder","Nonmatching","Self","Self","Self",1,382,0.382,1
112,5,5,"ExpList",20,"Frau","rechts","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",1,533,0.533,1
112,5,6,"ExpList",20,"Frau","rechts","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",1,454,0.454,1
112,5,7,"ExpList",20,"Frau","rechts","circle.png","Ich","Matching","Self","Self","Self",5,337,0.337,1
112,5,8,"ExpList",20,"Frau","rechts","triangle.png","Fremder","Matching","Stranger","Stranger","Stranger",5,594,0.594,1
112,5,9,"ExpList",20,"Frau","rechts","circle.png","Fremder","Nonmatching","Self","Self","Self",1,955,0.955,1
112,5,10,"ExpList",20,"Frau","rechts","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",1,568,0.568,1
112,5,11,"ExpList",20,"Frau","rechts","circle.png","Ich","Matching","Self","Self","Self",5,466,0.466,1
112,5,12,"ExpList",20,"Frau","rechts","triangle.png","Fremder","Matching","Stranger","Stranger","Stranger",NA,0,0,0
112,5,13,"ExpList",20,"Frau","rechts","circle.png","Fremder","Nonmatching","Self","Self","Self",1,613,0.613,1
112,5,14,"ExpList",20,"Frau","rechts","circle.png","Ich","Matching","Self","Self","Self",5,586,0.586,1
112,5,15,"ExpList",20,"Frau","rechts","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",1,682,0.682,1
112,5,16,"ExpList",20,"Frau","rechts","triangle.png","Fremder","Matching","Stranger","Stranger","Stranger",5,1069,1.069,1
112,5,17,"ExpList",20,"Frau","rechts","circle.png","Fremder","Nonmatching","Self","Self","Self",1,1248,1.248,1
112,5,18,"ExpList",20,"Frau","rechts","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,1268,1.268,0
112,5,19,"ExpList",20,"Frau","rechts","triangle.png","Fremder","Matching","Stranger","Stranger","Stranger",5,875,0.875,1
112,5,20,"ExpList",20,"Frau","rechts","triangle.png","Fremder","Matching","Stranger","Stranger","Stranger",5,623,0.623,1
112,5,21,"ExpList",20,"Frau","rechts","circle.png","Ich","Matching","Self","Self","Self",1,389,0.389,0
112,5,22,"ExpList",20,"Frau","rechts","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",1,1033,1.033,1
112,5,23,"ExpList",20,"Frau","rechts","circle.png","Fremder","Nonmatching","Self","Self","Self",1,891,0.891,1
112,5,24,"ExpList",20,"Frau","rechts","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",1,1148,1.148,1
112,5,25,"ExpList",20,"Frau","rechts","triangle.png","Fremder","Matching","Stranger","Stranger","Stranger",5,795,0.795,1
112,5,26,"ExpList",20,"Frau","rechts","circle.png","Ich","Matching","Self","Self","Self",5,585,0.585,1
112,5,27,"ExpList",20,"Frau","rechts","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",1,410,0.41,1
112,5,28,"ExpList",20,"Frau","rechts","circle.png","Ich","Matching","Self","Self","Self",5,468,0.468,1
112,5,29,"ExpList",20,"Frau","rechts","circle.png","Fremder","Nonmatching","Self","Self","Self",1,843,0.843,1
112,5,30,"ExpList",20,"Frau","rechts","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",1,1067,1.067,1
112,5,31,"ExpList",20,"Frau","rechts","triangle.png","Fremder","Matching","Stranger","Stranger","Stranger",5,493,0.493,1
112,5,32,"ExpList",20,"Frau","rechts","circle.png","Ich","Matching","Self","Self","Self",5,492,0.492,1
112,5,33,"ExpList",20,"Frau","rechts","circle.png","Ich","Matching","Self","Self","Self",5,623,0.623,1
112,5,34,"ExpList",20,"Frau","rechts","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",1,553,0.553,1
112,5,35,"ExpList",20,"Frau","rechts","circle.png","Fremder","Nonmatching","Self","Self","Self",1,653,0.653,1
112,5,36,"ExpList",20,"Frau","rechts","circle.png","Fremder","Nonmatching","Self","Self","Self",1,1387,1.387,1
112,5,37,"ExpList",20,"Frau","rechts","circle.png","Ich","Matching","Self","Self","Self",5,500,0.5,1
112,5,38,"ExpList",20,"Frau","rechts","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",1,490,0.49,1
112,5,39,"ExpList",20,"Frau","rechts","circle.png","Fremder","Nonmatching","Self","Self","Self",1,690,0.69,1
112,5,40,"ExpList",20,"Frau","rechts","circle.png","Ich","Matching","Self","Self","Self",5,474,0.474,1
112,5,41,"ExpList",20,"Frau","rechts","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",1,1142,1.142,1
112,5,42,"ExpList",20,"Frau","rechts","circle.png","Fremder","Nonmatching","Self","Self","Self",1,52,0.052,1
112,5,43,"ExpList",20,"Frau","rechts","circle.png","Fremder","Nonmatching","Self","Self","Self",1,577,0.577,1
112,5,44,"ExpList",20,"Frau","rechts","circle.png","Ich","Matching","Self","Self","Self",5,203,0.203,1
112,5,45,"ExpList",20,"Frau","rechts","triangle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,293,0.293,0
112,5,46,"ExpList",20,"Frau","rechts","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,475,0.475,0
112,5,47,"ExpList",20,"Frau","rechts","triangle.png","Fremder","Matching","Stranger","Stranger","Stranger",5,577,0.577,1
112,5,48,"ExpList",20,"Frau","rechts","circle.png","Ich","Matching","Self","Self","Self",5,446,0.446,1
112,5,49,"ExpList",20,"Frau","rechts","triangle.png","Fremder","Matching","Stranger","Stranger","Stranger",5,871,0.871,1
112,5,50,"ExpList",20,"Frau","rechts","circle.png","Fremder","Nonmatching","Self","Self","Self",1,534,0.534,1
112,5,51,"ExpList",20,"Frau","rechts","triangle.png","Fremder","Matching","Stranger","Stranger","Stranger",5,821,0.821,1
112,5,52,"ExpList",20,"Frau","rechts","triangle.png","Fremder","Matching","Stranger","Stranger","Stranger",5,796,0.796,1
112,5,53,"ExpList",20,"Frau","rechts","circle.png","Fremder","Nonmatching","Self","Self","Self",1,551,0.551,1
112,5,54,"ExpList",20,"Frau","rechts","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",1,564,0.564,1
112,5,55,"ExpList",20,"Frau","rechts","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",1,466,0.466,1
112,5,56,"ExpList",20,"Frau","rechts","circle.png","Ich","Matching","Self","Self","Self",5,676,0.676,1
112,5,57,"ExpList",20,"Frau","rechts","circle.png","Fremder","Nonmatching","Self","Self","Self",1,405,0.405,1
112,5,58,"ExpList",20,"Frau","rechts","circle.png","Ich","Matching","Self","Self","Self",5,441,0.441,1
112,5,59,"ExpList",20,"Frau","rechts","triangle.png","Fremder","Matching","Stranger","Stranger","Stranger",5,766,0.766,1
112,5,60,"ExpList",20,"Frau","rechts","circle.png","Ich","Matching","Self","Self","Self",5,987,0.987,1
113,1,1,"TrainList1",23,"Frau","rechts","circle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,1341,1.341,1
113,1,2,"TrainList1",23,"Frau","rechts","triangle.png","Fremder","Nonmatching","Self","Self","Self",1,405,0.405,0
113,1,3,"TrainList1",23,"Frau","rechts","circle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,595,0.595,1
113,1,4,"TrainList1",23,"Frau","rechts","triangle.png","Ich","Matching","Self","Self","Self",1,433,0.433,1
113,1,5,"TrainList1",23,"Frau","rechts","triangle.png","Ich","Matching","Self","Self","Self",1,517,0.517,1
113,1,6,"TrainList1",23,"Frau","rechts","triangle.png","Fremder","Nonmatching","Self","Self","Self",5,469,0.469,1
113,1,7,"TrainList1",23,"Frau","rechts","triangle.png","Ich","Matching","Self","Self","Self",1,473,0.473,1
113,1,8,"TrainList1",23,"Frau","rechts","triangle.png","Fremder","Nonmatching","Self","Self","Self",5,658,0.658,1
113,1,9,"TrainList1",23,"Frau","rechts","circle.png","Fremder","Matching","Stranger","Stranger","Stranger",5,816,0.816,0
113,1,10,"TrainList1",23,"Frau","rechts","circle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,752,0.752,1
113,1,11,"TrainList1",23,"Frau","rechts","triangle.png","Fremder","Nonmatching","Self","Self","Self",5,533,0.533,1
113,1,12,"TrainList1",23,"Frau","rechts","triangle.png","Ich","Matching","Self","Self","Self",1,513,0.513,1
113,1,13,"TrainList1",23,"Frau","rechts","triangle.png","Fremder","Nonmatching","Self","Self","Self",5,423,0.423,1
113,1,14,"TrainList1",23,"Frau","rechts","circle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,311,0.311,1
113,1,15,"TrainList1",23,"Frau","rechts","circle.png","Fremder","Matching","Stranger","Stranger","Stranger",5,668,0.668,0
113,1,16,"TrainList1",23,"Frau","rechts","circle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,765,0.765,1
113,1,17,"TrainList1",23,"Frau","rechts","circle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,734,0.734,1
113,1,18,"TrainList1",23,"Frau","rechts","circle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,453,0.453,1
113,1,19,"TrainList1",23,"Frau","rechts","circle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,477,0.477,1
113,1,20,"TrainList1",23,"Frau","rechts","triangle.png","Ich","Matching","Self","Self","Self",1,428,0.428,1
113,1,21,"TrainList1",23,"Frau","rechts","circle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,598,0.598,1
113,1,22,"TrainList1",23,"Frau","rechts","triangle.png","Ich","Matching","Self","Self","Self",1,413,0.413,1
113,1,23,"TrainList1",23,"Frau","rechts","circle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,511,0.511,1
113,1,24,"TrainList1",23,"Frau","rechts","triangle.png","Fremder","Nonmatching","Self","Self","Self",5,455,0.455,1
113,2,1,"ExpList",23,"Frau","rechts","triangle.png","Fremder","Nonmatching","Self","Self","Self",5,617,0.617,1
113,2,2,"ExpList",23,"Frau","rechts","triangle.png","Ich","Matching","Self","Self","Self",1,402,0.402,1
113,2,3,"ExpList",23,"Frau","rechts","circle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,449,0.449,1
113,2,4,"ExpList",23,"Frau","rechts","circle.png","Fremder","Matching","Stranger","Stranger","Stranger",5,910,0.91,0
113,2,5,"ExpList",23,"Frau","rechts","circle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,695,0.695,1
113,2,6,"ExpList",23,"Frau","rechts","triangle.png","Ich","Matching","Self","Self","Self",1,431,0.431,1
113,2,7,"ExpList",23,"Frau","rechts","triangle.png","Fremder","Nonmatching","Self","Self","Self",5,682,0.682,1
113,2,8,"ExpList",23,"Frau","rechts","circle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,478,0.478,1
113,2,9,"ExpList",23,"Frau","rechts","triangle.png","Ich","Matching","Self","Self","Self",1,490,0.49,1
113,2,10,"ExpList",23,"Frau","rechts","circle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,379,0.379,1
113,2,11,"ExpList",23,"Frau","rechts","circle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",1,492,0.492,0
113,2,12,"ExpList",23,"Frau","rechts","circle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,396,0.396,1
113,2,13,"ExpList",23,"Frau","rechts","triangle.png","Ich","Matching","Self","Self","Self",1,349,0.349,1
113,2,14,"ExpList",23,"Frau","rechts","circle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,384,0.384,1
113,2,15,"ExpList",23,"Frau","rechts","circle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,451,0.451,1
113,2,16,"ExpList",23,"Frau","rechts","circle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,643,0.643,1
113,2,17,"ExpList",23,"Frau","rechts","triangle.png","Fremder","Nonmatching","Self","Self","Self",5,531,0.531,1
113,2,18,"ExpList",23,"Frau","rechts","circle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,612,0.612,1
113,2,19,"ExpList",23,"Frau","rechts","circle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,610,0.61,1
113,2,20,"ExpList",23,"Frau","rechts","circle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,657,0.657,1
113,2,21,"ExpList",23,"Frau","rechts","triangle.png","Fremder","Nonmatching","Self","Self","Self",5,460,0.46,1
113,2,22,"ExpList",23,"Frau","rechts","circle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,713,0.713,1
113,2,23,"ExpList",23,"Frau","rechts","circle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,801,0.801,1
113,2,24,"ExpList",23,"Frau","rechts","circle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,601,0.601,1
113,2,25,"ExpList",23,"Frau","rechts","triangle.png","Fremder","Nonmatching","Self","Self","Self",5,548,0.548,1
113,2,26,"ExpList",23,"Frau","rechts","circle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,637,0.637,1
113,2,27,"ExpList",23,"Frau","rechts","circle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,362,0.362,1
113,2,28,"ExpList",23,"Frau","rechts","triangle.png","Ich","Matching","Self","Self","Self",1,525,0.525,1
113,2,29,"ExpList",23,"Frau","rechts","circle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,499,0.499,1
113,2,30,"ExpList",23,"Frau","rechts","triangle.png","Ich","Matching","Self","Self","Self",1,451,0.451,1
113,2,31,"ExpList",23,"Frau","rechts","triangle.png","Fremder","Nonmatching","Self","Self","Self",5,594,0.594,1
113,2,32,"ExpList",23,"Frau","rechts","triangle.png","Ich","Matching","Self","Self","Self",5,654,0.654,0
113,2,33,"ExpList",23,"Frau","rechts","circle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,405,0.405,1
113,2,34,"ExpList",23,"Frau","rechts","triangle.png","Fremder","Nonmatching","Self","Self","Self",5,501,0.501,1
113,2,35,"ExpList",23,"Frau","rechts","triangle.png","Ich","Matching","Self","Self","Self",1,360,0.36,1
113,2,36,"ExpList",23,"Frau","rechts","triangle.png","Fremder","Nonmatching","Self","Self","Self",5,611,0.611,1
113,2,37,"ExpList",23,"Frau","rechts","circle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,587,0.587,1
113,2,38,"ExpList",23,"Frau","rechts","triangle.png","Fremder","Nonmatching","Self","Self","Self",5,425,0.425,1
113,2,39,"ExpList",23,"Frau","rechts","triangle.png","Ich","Matching","Self","Self","Self",1,558,0.558,1
113,2,40,"ExpList",23,"Frau","rechts","triangle.png","Fremder","Nonmatching","Self","Self","Self",5,455,0.455,1
113,2,41,"ExpList",23,"Frau","rechts","circle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,838,0.838,1
113,2,42,"ExpList",23,"Frau","rechts","triangle.png","Ich","Matching","Self","Self","Self",1,245,0.245,1
113,2,43,"ExpList",23,"Frau","rechts","circle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,515,0.515,1
113,2,44,"ExpList",23,"Frau","rechts","circle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,471,0.471,1
113,2,45,"ExpList",23,"Frau","rechts","circle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,350,0.35,1
113,2,46,"ExpList",23,"Frau","rechts","triangle.png","Ich","Matching","Self","Self","Self",1,500,0.5,1
113,2,47,"ExpList",23,"Frau","rechts","circle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,628,0.628,1
113,2,48,"ExpList",23,"Frau","rechts","triangle.png","Ich","Matching","Self","Self","Self",1,361,0.361,1
113,2,49,"ExpList",23,"Frau","rechts","triangle.png","Ich","Matching","Self","Self","Self",1,518,0.518,1
113,2,50,"ExpList",23,"Frau","rechts","triangle.png","Fremder","Nonmatching","Self","Self","Self",5,618,0.618,1
113,2,51,"ExpList",23,"Frau","rechts","circle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,454,0.454,1
113,2,52,"ExpList",23,"Frau","rechts","triangle.png","Ich","Matching","Self","Self","Self",1,439,0.439,1
113,2,53,"ExpList",23,"Frau","rechts","triangle.png","Ich","Matching","Self","Self","Self",1,542,0.542,1
113,2,54,"ExpList",23,"Frau","rechts","triangle.png","Fremder","Nonmatching","Self","Self","Self",5,526,0.526,1
113,2,55,"ExpList",23,"Frau","rechts","circle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,496,0.496,1
113,2,56,"ExpList",23,"Frau","rechts","circle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,548,0.548,1
113,2,57,"ExpList",23,"Frau","rechts","triangle.png","Fremder","Nonmatching","Self","Self","Self",5,600,0.6,1
113,2,58,"ExpList",23,"Frau","rechts","circle.png","Fremder","Matching","Stranger","Stranger","Stranger",5,327,0.327,0
113,2,59,"ExpList",23,"Frau","rechts","triangle.png","Fremder","Nonmatching","Self","Self","Self",5,507,0.507,1
113,2,60,"ExpList",23,"Frau","rechts","triangle.png","Fremder","Nonmatching","Self","Self","Self",5,393,0.393,1
113,3,1,"ExpList",23,"Frau","rechts","triangle.png","Ich","Matching","Self","Self","Self",1,379,0.379,1
113,3,2,"ExpList",23,"Frau","rechts","circle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,479,0.479,1
113,3,3,"ExpList",23,"Frau","rechts","circle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,682,0.682,1
113,3,4,"ExpList",23,"Frau","rechts","triangle.png","Fremder","Nonmatching","Self","Self","Self",5,480,0.48,1
113,3,5,"ExpList",23,"Frau","rechts","circle.png","Fremder","Matching","Stranger","Stranger","Stranger",5,319,0.319,0
113,3,6,"ExpList",23,"Frau","rechts","triangle.png","Ich","Matching","Self","Self","Self",1,300,0.3,1
113,3,7,"ExpList",23,"Frau","rechts","circle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,843,0.843,1
113,3,8,"ExpList",23,"Frau","rechts","circle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,513,0.513,1
113,3,9,"ExpList",23,"Frau","rechts","triangle.png","Ich","Matching","Self","Self","Self",1,268,0.268,1
113,3,10,"ExpList",23,"Frau","rechts","triangle.png","Fremder","Nonmatching","Self","Self","Self",1,506,0.506,0
113,3,11,"ExpList",23,"Frau","rechts","circle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,510,0.51,1
113,3,12,"ExpList",23,"Frau","rechts","triangle.png","Fremder","Nonmatching","Self","Self","Self",5,911,0.911,1
113,3,13,"ExpList",23,"Frau","rechts","triangle.png","Ich","Matching","Self","Self","Self",1,349,0.349,1
113,3,14,"ExpList",23,"Frau","rechts","circle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,600,0.6,1
113,3,15,"ExpList",23,"Frau","rechts","triangle.png","Fremder","Nonmatching","Self","Self","Self",1,444,0.444,0
113,3,16,"ExpList",23,"Frau","rechts","triangle.png","Fremder","Nonmatching","Self","Self","Self",5,726,0.726,1
113,3,17,"ExpList",23,"Frau","rechts","circle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,657,0.657,1
113,3,18,"ExpList",23,"Frau","rechts","triangle.png","Fremder","Nonmatching","Self","Self","Self",5,517,0.517,1
113,3,19,"ExpList",23,"Frau","rechts","triangle.png","Ich","Matching","Self","Self","Self",1,304,0.304,1
113,3,20,"ExpList",23,"Frau","rechts","triangle.png","Fremder","Nonmatching","Self","Self","Self",5,635,0.635,1
113,3,21,"ExpList",23,"Frau","rechts","circle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,661,0.661,1
113,3,22,"ExpList",23,"Frau","rechts","triangle.png","Fremder","Nonmatching","Self","Self","Self",5,579,0.579,1
113,3,23,"ExpList",23,"Frau","rechts","circle.png","Fremder","Matching","Stranger","Stranger","Stranger",5,719,0.719,0
113,3,24,"ExpList",23,"Frau","rechts","triangle.png","Fremder","Nonmatching","Self","Self","Self",5,719,0.719,1
113,3,25,"ExpList",23,"Frau","rechts","circle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,764,0.764,1
113,3,26,"ExpList",23,"Frau","rechts","circle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,622,0.622,1
113,3,27,"ExpList",23,"Frau","rechts","triangle.png","Ich","Matching","Self","Self","Self",1,390,0.39,1
113,3,28,"ExpList",23,"Frau","rechts","circle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,443,0.443,1
113,3,29,"ExpList",23,"Frau","rechts","circle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",1,526,0.526,0
113,3,30,"ExpList",23,"Frau","rechts","circle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,789,0.789,1
113,3,31,"ExpList",23,"Frau","rechts","triangle.png","Ich","Matching","Self","Self","Self",1,520,0.52,1
113,3,32,"ExpList",23,"Frau","rechts","circle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,984,0.984,1
113,3,33,"ExpList",23,"Frau","rechts","triangle.png","Fremder","Nonmatching","Self","Self","Self",5,484,0.484,1
113,3,34,"ExpList",23,"Frau","rechts","triangle.png","Ich","Matching","Self","Self","Self",1,422,0.422,1
113,3,35,"ExpList",23,"Frau","rechts","circle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,530,0.53,1
113,3,36,"ExpList",23,"Frau","rechts","triangle.png","Fremder","Nonmatching","Self","Self","Self",5,914,0.914,1
113,3,37,"ExpList",23,"Frau","rechts","circle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",1,571,0.571,0
113,3,38,"ExpList",23,"Frau","rechts","triangle.png","Ich","Matching","Self","Self","Self",1,490,0.49,1
113,3,39,"ExpList",23,"Frau","rechts","triangle.png","Fremder","Nonmatching","Self","Self","Self",5,881,0.881,1
113,3,40,"ExpList",23,"Frau","rechts","triangle.png","Ich","Matching","Self","Self","Self",5,700,0.7,0
113,3,41,"ExpList",23,"Frau","rechts","circle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,668,0.668,1
113,3,42,"ExpList",23,"Frau","rechts","triangle.png","Fremder","Nonmatching","Self","Self","Self",5,1025,1.025,1
113,3,43,"ExpList",23,"Frau","rechts","triangle.png","Ich","Matching","Self","Self","Self",1,558,0.558,1
113,3,44,"ExpList",23,"Frau","rechts","circle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,846,0.846,1
113,3,45,"ExpList",23,"Frau","rechts","circle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,487,0.487,1
113,3,46,"ExpList",23,"Frau","rechts","circle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,680,0.68,1
113,3,47,"ExpList",23,"Frau","rechts","triangle.png","Ich","Matching","Self","Self","Self",1,366,0.366,1
113,3,48,"ExpList",23,"Frau","rechts","circle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,834,0.834,1
113,3,49,"ExpList",23,"Frau","rechts","triangle.png","Ich","Matching","Self","Self","Self",1,335,0.335,1
113,3,50,"ExpList",23,"Frau","rechts","circle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,536,0.536,1
113,3,51,"ExpList",23,"Frau","rechts","circle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,706,0.706,1
113,3,52,"ExpList",23,"Frau","rechts","triangle.png","Ich","Matching","Self","Self","Self",1,364,0.364,1
113,3,53,"ExpList",23,"Frau","rechts","circle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,735,0.735,1
113,3,54,"ExpList",23,"Frau","rechts","circle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,710,0.71,1
113,3,55,"ExpList",23,"Frau","rechts","triangle.png","Ich","Matching","Self","Self","Self",1,463,0.463,1
113,3,56,"ExpList",23,"Frau","rechts","circle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,881,0.881,1
113,3,57,"ExpList",23,"Frau","rechts","circle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,698,0.698,1
113,3,58,"ExpList",23,"Frau","rechts","triangle.png","Fremder","Nonmatching","Self","Self","Self",5,871,0.871,1
113,3,59,"ExpList",23,"Frau","rechts","triangle.png","Fremder","Nonmatching","Self","Self","Self",5,905,0.905,1
113,3,60,"ExpList",23,"Frau","rechts","circle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,1214,1.214,1
113,4,1,"ExpList",23,"Frau","rechts","circle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,821,0.821,1
113,4,2,"ExpList",23,"Frau","rechts","triangle.png","Ich","Matching","Self","Self","Self",1,485,0.485,1
113,4,3,"ExpList",23,"Frau","rechts","circle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,705,0.705,1
113,4,4,"ExpList",23,"Frau","rechts","triangle.png","Fremder","Nonmatching","Self","Self","Self",5,571,0.571,1
113,4,5,"ExpList",23,"Frau","rechts","circle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,699,0.699,1
113,4,6,"ExpList",23,"Frau","rechts","triangle.png","Fremder","Nonmatching","Self","Self","Self",5,663,0.663,1
113,4,7,"ExpList",23,"Frau","rechts","triangle.png","Ich","Matching","Self","Self","Self",1,330,0.33,1
113,4,8,"ExpList",23,"Frau","rechts","circle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,523,0.523,1
113,4,9,"ExpList",23,"Frau","rechts","triangle.png","Fremder","Nonmatching","Self","Self","Self",5,384,0.384,1
113,4,10,"ExpList",23,"Frau","rechts","triangle.png","Fremder","Nonmatching","Self","Self","Self",5,862,0.862,1
113,4,11,"ExpList",23,"Frau","rechts","triangle.png","Ich","Matching","Self","Self","Self",1,324,0.324,1
113,4,12,"ExpList",23,"Frau","rechts","circle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,543,0.543,1
113,4,13,"ExpList",23,"Frau","rechts","triangle.png","Fremder","Nonmatching","Self","Self","Self",5,452,0.452,1
113,4,14,"ExpList",23,"Frau","rechts","circle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,570,0.57,1
