"","Subject","Trial","Matching","Face","Label","Response","Label_Identity","Origin_Identity","English_Identity","Standarlized_Identity","RT_ms","RT_sec","ACC"
"13339",209,27,"Nonmatching","f18","Me","left","Me","Other","Stranger","Stranger",694.6,0.6946,1
"13340",209,28,"Nonmatching","f4","Me","left","Me","User","Self","Self",756.8,0.7568,0
"13341",209,29,"Nonmatching","m33","Stranger","left","Stranger","User","Self","Self",2604.2,2.6042,1
"13342",209,30,"Nonmatching","m35","Me","right","Me","Other","Stranger","Stranger",600.2,0.6002,0
"13343",209,31,"Matching","f27","Me","left","Me","User","Self","Self",844.7,0.8447,0
"13344",209,32,"Matching","m34","Me","left","Me","Other","Stranger","Stranger",1061.8,1.0618,1
"13345",209,33,"Nonmatching","m38","Stranger","left","Stranger","User","Self","Self",1863.8,1.8638,1
"13346",209,34,"Matching","m38","Stranger","left","Stranger","User","Self","Self",926.3,0.9263,1
"13347",209,35,"Nonmatching","f4","Stranger","right","Stranger","User","Self","Self",790.4,0.7904,0
"13348",209,36,"Nonmatching","m34","Stranger","left","Stranger","Other","Stranger","Stranger",451.6,0.4516,0
"13349",209,37,"Nonmatching","f27","Stranger","right","Stranger","User","Self","Self",1295.9,1.2959,0
"13350",209,38,"Matching","f27","Stranger","left","Stranger","User","Self","Self",621.5,0.6215,1
"13351",209,39,"Matching","m33","Stranger","right","Stranger","User","Self","Self",1040.8,1.0408,0
"13352",209,40,"Matching","m38","Me","left","Me","User","Self","Self",1325.7,1.3257,0
"13353",209,41,"Nonmatching","m35","Stranger","left","Stranger","Other","Stranger","Stranger",2195,2.195,0
"13354",209,42,"Nonmatching","f4","Me","right","Me","User","Self","Self",441.1,0.4411,1
"13355",209,43,"Nonmatching","m38","Me","left","Me","User","Self","Self",654.8,0.6548,0
"13356",209,44,"Nonmatching","f18","Stranger","right","Stranger","Other","Stranger","Stranger",631.2,0.6312,1
"13357",209,45,"Nonmatching","f15","Stranger","right","Stranger","Other","Stranger","Stranger",1774.9,1.7749,1
"13358",209,46,"Nonmatching","m34","Me","left","Me","Other","Stranger","Stranger",664.7,0.6647,1
"13359",209,47,"Matching","f27","Me","left","Me","User","Self","Self",854.7,0.8547,0
"13360",209,48,"Nonmatching","f27","Stranger","left","Stranger","User","Self","Self",1919,1.919,1
"13361",209,49,"Matching","f4","Stranger","left","Stranger","User","Self","Self",1136.2,1.1362,1
"13362",209,50,"Nonmatching","m35","Me","right","Me","Other","Stranger","Stranger",409,0.409,0
"13363",209,51,"Matching","m38","Stranger","left","Stranger","User","Self","Self",946.3,0.9463,1
"13364",209,52,"Matching","f18","Me","right","Me","Other","Stranger","Stranger",872.2,0.8722,0
"13365",209,53,"Nonmatching","m35","Stranger","right","Stranger","Other","Stranger","Stranger",359.5,0.3595,1
"13366",209,54,"Matching","f18","Stranger","right","Stranger","Other","Stranger","Stranger",1519.6,1.5196,1
"13367",209,55,"Nonmatching","m38","Me","right","Me","User","Self","Self",448.4,0.4484,1
"13368",209,56,"Nonmatching","m38","Stranger","left","Stranger","User","Self","Self",438.4,0.4384,1
"13369",209,57,"Nonmatching","f4","Stranger","left","Stranger","User","Self","Self",582.4,0.5824,1
"13370",209,58,"Matching","m33","Me","right","Me","User","Self","Self",545,0.545,1
"13371",209,59,"Matching","m38","Me","right","Me","User","Self","Self",6293.4,6.2934,1
"13372",209,60,"Nonmatching","f27","Me","left","Me","User","Self","Self",3816.9,3.8169,0
"13373",209,61,"Matching","f15","Stranger","right","Stranger","Other","Stranger","Stranger",869.4,0.8694,1
"13374",209,62,"Matching","m35","Stranger","right","Stranger","Other","Stranger","Stranger",1082.2,1.0822,1
"13375",209,63,"Nonmatching","f15","Me","left","Me","Other","Stranger","Stranger",548.6,0.5486,1
"13376",209,64,"Matching","f4","Me","right","Me","User","Self","Self",446.5,0.4465,1
"13377",210,1,"Nonmatching","m34","Me","left","Me","User","Self","Self",3761.6,3.7616,0
"13378",210,2,"Matching","m38","Stranger","right","Stranger","Other","Stranger","Stranger",4647.1,4.6471,1
"13379",210,3,"Matching","m38","Me","left","Me","Other","Stranger","Stranger",3380.1,3.3801,1
"13380",210,4,"Matching","m38","Me","right","Me","Other","Stranger","Stranger",1369.1,1.3691,0
"13381",210,5,"Nonmatching","f18","Stranger","right","Stranger","User","Self","Self",2657.8,2.6578,0
"13382",210,6,"Nonmatching","f4","Stranger","left","Stranger","Other","Stranger","Stranger",1374.8,1.3748,0
"13383",210,7,"Matching","f4","Me","right","Me","Other","Stranger","Stranger",1230.7,1.2307,0
"13384",210,8,"Matching","m38","Stranger","right","Stranger","Other","Stranger","Stranger",964.3999999,0.9643999999,1
"13385",210,9,"Matching","f27","Stranger","right","Stranger","Other","Stranger","Stranger",2269.9,2.2699,1
"13386",210,10,"Nonmatching","m34","Stranger","right","Stranger","User","Self","Self",1064.2,1.0642,0
"13387",210,11,"Matching","m33","Me","left","Me","Other","Stranger","Stranger",1452.7,1.4527,1
"13388",210,12,"Nonmatching","f27","Stranger","right","Stranger","Other","Stranger","Stranger",683.2,0.6832,1
"13389",210,13,"Nonmatching","f15","Stranger","right","Stranger","User","Self","Self",766.5999999,0.7665999999,0
"13390",210,14,"Matching","f15","Stranger","left","Stranger","User","Self","Self",1291.6,1.2916,1
"13391",210,15,"Matching","m33","Me","left","Me","Other","Stranger","Stranger",4338.1,4.3381,1
"13392",210,16,"Matching","m35","Me","left","Me","User","Self","Self",2021.9,2.0219,0
"13393",210,17,"Matching","m33","Stranger","left","Stranger","Other","Stranger","Stranger",4304.9,4.3049,0
"13394",210,18,"Nonmatching","f4","Stranger","left","Stranger","Other","Stranger","Stranger",1029.7,1.0297,0
"13395",210,19,"Nonmatching","f27","Me","right","Me","Other","Stranger","Stranger",3107.2,3.1072,0
"13396",210,20,"Matching","f18","Me","left","Me","User","Self","Self",3972.7,3.9727,0
"13397",210,21,"Matching","m33","Stranger","right","Stranger","Other","Stranger","Stranger",4205.4,4.2054,1
"13398",210,22,"Matching","m35","Me","left","Me","User","Self","Self",885,0.885,0
"13399",210,23,"Matching","f4","Me","right","Me","Other","Stranger","Stranger",2568.8,2.5688,0
"13400",210,24,"Matching","m34","Stranger","left","Stranger","User","Self","Self",4250.2,4.2502,1
"13401",210,25,"Nonmatching","f4","Me","left","Me","Other","Stranger","Stranger",1232.7,1.2327,1
"13402",210,26,"Matching","f15","Me","left","Me","User","Self","Self",1504.3,1.5043,0
"13403",210,27,"Nonmatching","m38","Stranger","right","Stranger","Other","Stranger","Stranger",4351.9,4.3519,1
"13404",210,28,"Matching","f27","Me","left","Me","Other","Stranger","Stranger",4517.5,4.5175,1
"13405",210,29,"Nonmatching","f18","Stranger","right","Stranger","User","Self","Self",1384.5,1.3845,0
"13406",210,30,"Matching","m35","Stranger","right","Stranger","User","Self","Self",3454.4,3.4544,0
"13407",210,31,"Matching","m35","Stranger","left","Stranger","User","Self","Self",1563.6,1.5636,1
"13408",210,32,"Nonmatching","m38","Stranger","left","Stranger","Other","Stranger","Stranger",1570.9,1.5709,0
"13409",210,33,"Matching","f18","Stranger","right","Stranger","User","Self","Self",1467.4,1.4674,0
"13410",210,34,"Matching","f15","Stranger","left","Stranger","User","Self","Self",919.3,0.9193,1
"13411",210,35,"Nonmatching","m35","Me","right","Me","User","Self","Self",1274.7,1.2747,1
"13412",210,36,"Matching","f18","Stranger","left","Stranger","User","Self","Self",1439.4,1.4394,1
"13413",210,37,"Nonmatching","m33","Me","left","Me","Other","Stranger","Stranger",1708.1,1.7081,1
"13414",210,38,"Nonmatching","m35","Stranger","left","Stranger","User","Self","Self",2890.6,2.8906,1
"13415",210,39,"Nonmatching","f15","Me","right","Me","User","Self","Self",1582.6,1.5826,1
"13416",210,40,"Nonmatching","f18","Me","right","Me","User","Self","Self",2064.9,2.0649,1
"13417",210,41,"Matching","f4","Stranger","right","Stranger","Other","Stranger","Stranger",1793.3,1.7933,1
"13418",210,42,"Matching","f4","Stranger","left","Stranger","Other","Stranger","Stranger",6196.4,6.1964,0
"13419",210,43,"Matching","m34","Me","left","Me","User","Self","Self",1404.1,1.4041,0
"13420",210,44,"Matching","f27","Me","right","Me","Other","Stranger","Stranger",2043.5,2.0435,0
"13421",210,45,"Nonmatching","m33","Stranger","right","Stranger","Other","Stranger","Stranger",2160.3,2.1603,1
"13422",210,46,"Nonmatching","m35","Me","right","Me","User","Self","Self",3236.1,3.2361,1
"13423",210,47,"Matching","f15","Me","right","Me","User","Self","Self",2232.3,2.2323,1
"13424",210,48,"Nonmatching","m33","Me","left","Me","Other","Stranger","Stranger",795.8,0.7958,1
"13425",210,49,"Nonmatching","m33","Stranger","right","Stranger","Other","Stranger","Stranger",989.6999998,0.9896999998,1
"13426",210,50,"Nonmatching","m38","Me","right","Me","Other","Stranger","Stranger",1075.3,1.0753,0
"13427",210,51,"Matching","m34","Me","right","Me","User","Self","Self",1621.7,1.6217,1
"13428",210,52,"Nonmatching","f15","Stranger","left","Stranger","User","Self","Self",1303.8,1.3038,1
"13429",210,53,"Nonmatching","f27","Stranger","right","Stranger","Other","Stranger","Stranger",4304.8,4.3048,1
"13430",210,54,"Nonmatching","f18","Me","right","Me","User","Self","Self",1302.7,1.3027,1
"13431",210,55,"Matching","m34","Stranger","right","Stranger","User","Self","Self",3028.5,3.0285,0
"13432",210,56,"Nonmatching","m35","Stranger","left","Stranger","User","Self","Self",1023.7,1.0237,1
"13433",210,57,"Nonmatching","f15","Me","right","Me","User","Self","Self",816.8,0.8168,1
"13434",210,58,"Nonmatching","m34","Stranger","left","Stranger","User","Self","Self",2038.8,2.0388,1
"13435",210,59,"Nonmatching","m34","Me","right","Me","User","Self","Self",1004.7,1.0047,1
"13436",210,60,"Nonmatching","m38","Me","right","Me","Other","Stranger","Stranger",1576.2,1.5762,0
"13437",210,61,"Matching","f18","Me","right","Me","User","Self","Self",2219.6,2.2196,1
"13438",210,62,"Nonmatching","f4","Me","left","Me","Other","Stranger","Stranger",1210.1,1.2101,1
"13439",210,63,"Nonmatching","f27","Me","right","Me","Other","Stranger","Stranger",844.2,0.8442,0
"13440",210,64,"Matching","f27","Stranger","right","Stranger","Other","Stranger","Stranger",892,0.892,1
"13441",211,1,"Matching","f15","Me","right","Me","User","Self","Self",2136.8,2.1368,1
"13442",211,2,"Nonmatching","f4","Me","left","Me","Other","Stranger","Stranger",409.1,0.4091,1
"13443",211,3,"Nonmatching","f18","Stranger","right","Stranger","User","Self","Self",241.1,0.2411,0
"13444",211,4,"Matching","f27","Stranger","left","Stranger","Other","Stranger","Stranger",765.6,0.7656,0
"13445",211,5,"Matching","m33","Stranger","left","Stranger","Other","Stranger","Stranger",404.7,0.4047,0
"13446",211,6,"Nonmatching","f4","Stranger","right","Stranger","Other","Stranger","Stranger",4812,4.812,1
"13447",211,7,"Nonmatching","f27","Me","left","Me","Other","Stranger","Stranger",795,0.795,1
"13448",211,8,"Nonmatching","m33","Stranger","right","Stranger","Other","Stranger","Stranger",1930.5,1.9305,1
"13449",211,9,"Nonmatching","f4","Me","left","Me","Other","Stranger","Stranger",1265.9,1.2659,1
"13450",211,10,"Nonmatching","f15","Stranger","right","Stranger","User","Self","Self",1687.4,1.6874,0
"13451",211,11,"Nonmatching","f15","Me","left","Me","User","Self","Self",2029.6,2.0296,0
"13452",211,12,"Matching","m35","Me","right","Me","User","Self","Self",787.4,0.7874,1
"13453",211,13,"Nonmatching","m34","Stranger","right","Stranger","User","Self","Self",1132.9,1.1329,0
"13454",211,14,"Nonmatching","m33","Me","left","Me","Other","Stranger","Stranger",2222.4,2.2224,1
"13455",211,15,"Nonmatching","f18","Me","right","Me","User","Self","Self",2694.2,2.6942,1
"13456",211,16,"Matching","f4","Me","left","Me","Other","Stranger","Stranger",1357,1.357,1
"13457",211,17,"Matching","f18","Me","right","Me","User","Self","Self",1000,1,1
"13458",211,18,"Matching","m34","Stranger","left","Stranger","User","Self","Self",2509.9,2.5099,1
"13459",211,19,"Matching","m33","Stranger","right","Stranger","Other","Stranger","Stranger",1065,1.065,1
"13460",211,20,"Nonmatching","f15","Me","right","Me","User","Self","Self",2598,2.598,1
"13461",211,21,"Matching","f4","Stranger","right","Stranger","Other","Stranger","Stranger",3467.3,3.4673,1
"13462",211,22,"Matching","m33","Me","left","Me","Other","Stranger","Stranger",2529.5,2.5295,1
"13463",211,23,"Nonmatching","f4","Stranger","right","Stranger","Other","Stranger","Stranger",1364.4,1.3644,1
"13464",211,24,"Matching","f4","Stranger","right","Stranger","Other","Stranger","Stranger",1152.7,1.1527,1
"13465",211,25,"Matching","f27","Stranger","right","Stranger","Other","Stranger","Stranger",1960.5,1.9605,1
"13466",211,26,"Nonmatching","m33","Me","left","Me","Other","Stranger","Stranger",1546.9,1.5469,1
"13467",211,27,"Matching","f15","Stranger","left","Stranger","User","Self","Self",1118.8,1.1188,1
"13468",211,28,"Nonmatching","m34","Me","right","Me","User","Self","Self",2009.6,2.0096,1
"13469",211,29,"Nonmatching","m33","Stranger","right","Stranger","Other","Stranger","Stranger",1359.8,1.3598,1
"13470",211,30,"Matching","m35","Me","right","Me","User","Self","Self",1106.5,1.1065,1
"13471",211,31,"Nonmatching","f18","Me","right","Me","User","Self","Self",1541.6,1.5416,1
"13472",211,32,"Nonmatching","m38","Stranger","right","Stranger","Other","Stranger","Stranger",1870.4,1.8704,1
"13473",211,33,"Nonmatching","m38","Me","left","Me","Other","Stranger","Stranger",2675,2.675,1
"13474",211,34,"Matching","m34","Me","right","Me","User","Self","Self",898,0.898,1
"13475",211,35,"Nonmatching","m35","Me","right","Me","User","Self","Self",923.0999999,0.9230999999,1
"13476",211,36,"Nonmatching","m34","Stranger","left","Stranger","User","Self","Self",2470.9,2.4709,1
"13477",211,37,"Nonmatching","m35","Stranger","left","Stranger","User","Self","Self",2122.3,2.1223,1
"13478",211,38,"Matching","m38","Me","right","Me","Other","Stranger","Stranger",976.2,0.9762,0
"13479",211,39,"Nonmatching","m35","Me","right","Me","User","Self","Self",1045,1.045,1
"13480",211,40,"Matching","m34","Me","right","Me","User","Self","Self",828.6999999,0.8286999999,1
"13481",211,41,"Matching","m33","Me","left","Me","Other","Stranger","Stranger",1494.3,1.4943,1
"13482",211,42,"Matching","m38","Me","left","Me","Other","Stranger","Stranger",2742.5,2.7425,1
"13483",211,43,"Nonmatching","f27","Stranger","right","Stranger","Other","Stranger","Stranger",4165.5,4.1655,1
"13484",211,44,"Nonmatching","m38","Stranger","left","Stranger","Other","Stranger","Stranger",2577.6,2.5776,0
"13485",211,45,"Matching","m34","Stranger","left","Stranger","User","Self","Self",2975.8,2.9758,1
"13486",211,46,"Matching","f18","Stranger","left","Stranger","User","Self","Self",2828,2.828,1
"13487",211,47,"Matching","m38","Stranger","left","Stranger","Other","Stranger","Stranger",1479.6,1.4796,0
"13488",211,48,"Matching","f27","Me","right","Me","Other","Stranger","Stranger",929.1999999,0.9291999999,0
"13489",211,49,"Nonmatching","m38","Me","right","Me","Other","Stranger","Stranger",1041.8,1.0418,0
"13490",211,50,"Nonmatching","m34","Me","right","Me","User","Self","Self",781.8,0.7818,1
"13491",211,51,"Nonmatching","f27","Stranger","left","Stranger","Other","Stranger","Stranger",2377,2.377,0
"13492",211,52,"Matching","m38","Stranger","left","Stranger","Other","Stranger","Stranger",1625.9,1.6259,0
"13493",211,53,"Matching","f18","Stranger","left","Stranger","User","Self","Self",1666,1.666,1
"13494",211,54,"Matching","f4","Me","left","Me","Other","Stranger","Stranger",1673.3,1.6733,1
"13495",211,55,"Matching","f15","Stranger","left","Stranger","User","Self","Self",2156.8,2.1568,1
"13496",211,56,"Nonmatching","m35","Stranger","left","Stranger","User","Self","Self",2255,2.255,1
"13497",211,57,"Matching","f18","Me","right","Me","User","Self","Self",1181.6,1.1816,1
"13498",211,58,"Nonmatching","f18","Stranger","left","Stranger","User","Self","Self",1978,1.978,1
"13499",211,59,"Matching","f15","Me","right","Me","User","Self","Self",1719.5,1.7195,1
"13500",211,60,"Matching","m35","Stranger","left","Stranger","User","Self","Self",1479.9,1.4799,1
"13501",211,61,"Matching","f27","Me","right","Me","Other","Stranger","Stranger",820.6,0.8206,0
"13502",211,62,"Nonmatching","f27","Me","left","Me","Other","Stranger","Stranger",1639.4,1.6394,1
"13503",211,63,"Nonmatching","f15","Stranger","left","Stranger","User","Self","Self",1616.5,1.6165,1
"13504",211,64,"Matching","m35","Stranger","left","Stranger","User","Self","Self",1196.5,1.1965,1
"13505",212,1,"Matching","m33","Me","left","Me","Other","Stranger","Stranger",4030,4.03,1
"13506",212,2,"Nonmatching","f4","Stranger","left","Stranger","Other","Stranger","Stranger",4449.8,4.4498,0
"13507",212,3,"Matching","f27","Stranger","right","Stranger","Other","Stranger","Stranger",3463.6,3.4636,1
"13508",212,4,"Matching","f27","Me","right","Me","Other","Stranger","Stranger",3411.1,3.4111,0
"13509",212,5,"Nonmatching","f18","Stranger","left","Stranger","User","Self","Self",1540.2,1.5402,1
"13510",212,6,"Matching","m35","Stranger","left","Stranger","User","Self","Self",10320,10.32,1
"13511",212,7,"Nonmatching","m34","Me","right","Me","User","Self","Self",3701.4,3.7014,1
"13512",212,8,"Nonmatching","m33","Me","left","Me","Other","Stranger","Stranger",4035.6,4.0356,1
"13513",212,9,"Nonmatching","m35","Stranger","right","Stranger","User","Self","Self",1467,1.467,0
"13514",212,10,"Nonmatching","m35","Me","right","Me","User","Self","Self",4149.5,4.1495,1
"13515",212,11,"Nonmatching","m34","Stranger","left","Stranger","User","Self","Self",4062.2,4.0622,1
"13516",212,12,"Matching","m38","Stranger","right","Stranger","Other","Stranger","Stranger",3908.3,3.9083,1
"13517",212,13,"Nonmatching","f4","Me","right","Me","Other","Stranger","Stranger",1545,1.545,0
"13518",212,14,"Nonmatching","m35","Me","left","Me","User","Self","Self",2763,2.763,0
"13519",212,15,"Matching","f4","Stranger","left","Stranger","Other","Stranger","Stranger",3568,3.568,0
"13520",212,16,"Matching","m35","Me","right","Me","User","Self","Self",1185.8,1.1858,1
"13521",212,17,"Nonmatching","m38","Stranger","right","Stranger","Other","Stranger","Stranger",13555.2,13.5552,1
"13522",212,18,"Matching","m38","Me","right","Me","Other","Stranger","Stranger",9459.4,9.4594,0
"13523",212,19,"Nonmatching","m38","Stranger","left","Stranger","Other","Stranger","Stranger",4548.5,4.5485,0
"13524",212,20,"Matching","f4","Stranger","right","Stranger","Other","Stranger","Stranger",6149,6.149,1
"13525",212,21,"Matching","f18","Me","right","Me","User","Self","Self",1933.7,1.9337,1
"13526",212,22,"Nonmatching","f27","Me","left","Me","Other","Stranger","Stranger",2612.5,2.6125,1
"13527",212,23,"Nonmatching","f18","Me","right","Me","User","Self","Self",2687.1,2.6871,1
"13528",212,24,"Nonmatching","f4","Me","left","Me","Other","Stranger","Stranger",1147.3,1.1473,1
"13529",212,25,"Nonmatching","m33","Stranger","right","Stranger","Other","Stranger","Stranger",2741.4,2.7414,1
"13530",212,26,"Matching","m33","Stranger","right","Stranger","Other","Stranger","Stranger",1383,1.383,1
"13531",212,27,"Matching","m34","Me","right","Me","User","Self","Self",1779.4,1.7794,1
"13532",212,28,"Nonmatching","f4","Stranger","right","Stranger","Other","Stranger","Stranger",2051.8,2.0518,1
"13533",212,29,"Nonmatching","f18","Stranger","right","Stranger","User","Self","Self",4479.3,4.4793,0
"13534",212,30,"Nonmatching","f27","Me","right","Me","Other","Stranger","Stranger",3290.6,3.2906,0
"13535",212,31,"Nonmatching","m38","Me","right","Me","Other","Stranger","Stranger",5050.6,5.0506,0
"13536",212,32,"Matching","f15","Stranger","left","Stranger","User","Self","Self",2743.9,2.7439,1
"13537",212,33,"Matching","f18","Me","right","Me","User","Self","Self",3918.9,3.9189,1
"13538",212,34,"Matching","m38","Stranger","left","Stranger","Other","Stranger","Stranger",5843.8,5.8438,0
"13539",212,35,"Nonmatching","f15","Stranger","left","Stranger","User","Self","Self",2971.4,2.9714,1
"13540",212,36,"Matching","m33","Me","left","Me","Other","Stranger","Stranger",4079.4,4.0794,1
"13541",212,37,"Matching","m35","Me","right","Me","User","Self","Self",3085.9,3.0859,1
"13542",212,38,"Matching","f15","Me","right","Me","User","Self","Self",2075.2,2.0752,1
"13543",212,39,"Matching","f18","Stranger","left","Stranger","User","Self","Self",4576.4,4.5764,1
"13544",212,40,"Matching","f18","Stranger","right","Stranger","User","Self","Self",1748.5,1.7485,0
"13545",212,41,"Matching","m34","Stranger","left","Stranger","User","Self","Self",5489.9,5.4899,1
"13546",212,42,"Nonmatching","m33","Me","left","Me","Other","Stranger","Stranger",5137,5.137,1
"13547",212,43,"Nonmatching","m35","Stranger","left","Stranger","User","Self","Self",3063,3.063,1
"13548",212,44,"Matching","m33","Stranger","right","Stranger","Other","Stranger","Stranger",6709.6,6.7096,1
"13549",212,45,"Matching","f27","Stranger","right","Stranger","Other","Stranger","Stranger",2498.6,2.4986,1
"13550",212,46,"Matching","f4","Me","left","Me","Other","Stranger","Stranger",4455.4,4.4554,1
"13551",212,47,"Matching","f15","Me","right","Me","User","Self","Self",2731,2.731,1
"13552",212,48,"Matching","m34","Me","right","Me","User","Self","Self",4533.5,4.5335,1
"13553",212,49,"Nonmatching","f18","Me","right","Me","User","Self","Self",5150.6,5.1506,1
"13554",212,50,"Nonmatching","m38","Me","left","Me","Other","Stranger","Stranger",4764,4.764,1
"13555",212,51,"Matching","f4","Me","left","Me","Other","Stranger","Stranger",3194.1,3.1941,1
"13556",212,52,"Nonmatching","f15","Me","right","Me","User","Self","Self",4259.6,4.2596,1
"13557",212,53,"Nonmatching","f27","Stranger","right","Stranger","Other","Stranger","Stranger",3824.3,3.8243,1
"13558",212,54,"Nonmatching","m33","Stranger","right","Stranger","Other","Stranger","Stranger",1863.2,1.8632,1
"13559",212,55,"Nonmatching","f15","Me","right","Me","User","Self","Self",4421.4,4.4214,1
"13560",212,56,"Matching","f15","Stranger","left","Stranger","User","Self","Self",3435.7,3.4357,1
"13561",212,57,"Matching","f27","Me","right","Me","Other","Stranger","Stranger",4907.5,4.9075,0
"13562",212,58,"Matching","m38","Me","right","Me","Other","Stranger","Stranger",5468,5.468,0
"13563",212,59,"Nonmatching","f15","Stranger","right","Stranger","User","Self","Self",4432.4,4.4324,0
"13564",212,60,"Matching","m34","Stranger","left","Stranger","User","Self","Self",4578.2,4.5782,1
"13565",212,61,"Nonmatching","m34","Stranger","right","Stranger","User","Self","Self",3854.6,3.8546,0
"13566",212,62,"Nonmatching","m34","Me","right","Me","User","Self","Self",2642.7,2.6427,1
"13567",212,63,"Nonmatching","f27","Stranger","right","Stranger","Other","Stranger","Stranger",3357.8,3.3578,1
"13568",212,64,"Matching","m35","Stranger","left","Stranger","User","Self","Self",2954.1,2.9541,1
"13569",213,1,"Nonmatching","m34","Stranger","left","Stranger","User","Self","Self",2789,2.789,1
"13570",213,2,"Matching","f18","Me","right","Me","User","Self","Self",1826,1.826,1
"13571",213,3,"Nonmatching","m33","Me","left","Me","Other","Stranger","Stranger",664,0.664,1
"13572",213,4,"Nonmatching","m38","Me","left","Me","Other","Stranger","Stranger",1380,1.38,1
"13573",213,5,"Nonmatching","m35","Me","right","Me","User","Self","Self",1862,1.862,1
"13574",213,6,"Nonmatching","m33","Stranger","left","Stranger","Other","Stranger","Stranger",606,0.606,0
"13575",213,7,"Matching","m35","Me","left","Me","User","Self","Self",514,0.514,0
"13576",213,8,"Matching","f15","Me","right","Me","User","Self","Self",1156,1.156,1
"13577",213,9,"Matching","m33","Stranger","right","Stranger","Other","Stranger","Stranger",1133,1.133,1
"13578",213,10,"Matching","f4","Me","right","Me","Other","Stranger","Stranger",706,0.706,0
"13579",213,11,"Matching","f15","Stranger","left","Stranger","User","Self","Self",1819,1.819,1
"13580",213,12,"Matching","m34","Me","left","Me","User","Self","Self",1590,1.59,0
"13581",213,13,"Nonmatching","m34","Stranger","left","Stranger","User","Self","Self",1820,1.82,1
"13582",213,14,"Matching","f4","Stranger","right","Stranger","Other","Stranger","Stranger",1983,1.983,1
"13583",213,15,"Nonmatching","m35","Stranger","left","Stranger","User","Self","Self",446,0.446,1
"13584",213,16,"Matching","m38","Stranger","right","Stranger","Other","Stranger","Stranger",960,0.96,1
"13585",213,17,"Matching","f27","Me","left","Me","Other","Stranger","Stranger",1026,1.026,1
"13586",213,18,"Nonmatching","f18","Stranger","right","Stranger","User","Self","Self",1080,1.08,0
"13587",213,19,"Matching","f4","Me","right","Me","Other","Stranger","Stranger",902,0.902,0
"13588",213,20,"Matching","f18","Stranger","left","Stranger","User","Self","Self",1065,1.065,1
"13589",213,21,"Nonmatching","m35","Stranger","right","Stranger","User","Self","Self",1243,1.243,0
"13590",213,22,"Matching","m35","Stranger","left","Stranger","User","Self","Self",745,0.745,1
"13591",213,23,"Nonmatching","f15","Stranger","right","Stranger","User","Self","Self",1084,1.084,0
"13592",213,24,"Nonmatching","f4","Stranger","right","Stranger","Other","Stranger","Stranger",740,0.74,1
"13593",213,25,"Matching","f15","Stranger","left","Stranger","User","Self","Self",1130,1.13,1
"13594",213,26,"Matching","m33","Stranger","right","Stranger","Other","Stranger","Stranger",968,0.968,1
"13595",213,27,"Nonmatching","f4","Me","right","Me","Other","Stranger","Stranger",630,0.63,0
"13596",213,28,"Matching","f15","Me","right","Me","User","Self","Self",616,0.616,1
"13597",213,29,"Matching","m34","Stranger","left","Stranger","User","Self","Self",485,0.485,1
"13598",213,30,"Nonmatching","f18","Stranger","right","Stranger","User","Self","Self",973,0.973,0
"13599",213,31,"Nonmatching","m33","Me","left","Me","Other","Stranger","Stranger",1492,1.492,1
"13600",213,32,"Nonmatching","f15","Me","right","Me","User","Self","Self",665,0.665,1
"13601",213,33,"Matching","m35","Me","right","Me","User","Self","Self",486,0.486,1
"13602",213,34,"Nonmatching","m34","Me","right","Me","User","Self","Self",782,0.782,1
"13603",213,35,"Matching","f27","Stranger","right","Stranger","Other","Stranger","Stranger",1550,1.55,1
"13604",213,36,"Nonmatching","f4","Stranger","right","Stranger","Other","Stranger","Stranger",775,0.775,1
"13605",213,37,"Nonmatching","f15","Stranger","left","Stranger","User","Self","Self",1011,1.011,1
"13606",213,38,"Matching","f18","Stranger","right","Stranger","User","Self","Self",1423,1.423,0
"13607",213,39,"Matching","m38","Me","left","Me","Other","Stranger","Stranger",1117,1.117,1
"13608",213,40,"Nonmatching","f27","Me","left","Me","Other","Stranger","Stranger",1136,1.136,1
"13609",213,41,"Matching","m34","Stranger","left","Stranger","User","Self","Self",1201,1.201,1
"13610",213,42,"Matching","m33","Me","left","Me","Other","Stranger","Stranger",2860,2.86,1
"13611",213,43,"Matching","f27","Stranger","right","Stranger","Other","Stranger","Stranger",2777,2.777,1
"13612",213,44,"Matching","f4","Stranger","left","Stranger","Other","Stranger","Stranger",738,0.738,0
"13613",213,45,"Matching","m38","Stranger","right","Stranger","Other","Stranger","Stranger",2309,2.309,1
"13614",213,46,"Matching","f18","Me","right","Me","User","Self","Self",461,0.461,1
"13615",213,47,"Nonmatching","f18","Me","right","Me","User","Self","Self",467,0.467,1
"13616",213,48,"Matching","f27","Me","right","Me","Other","Stranger","Stranger",362,0.362,0
"13617",213,49,"Nonmatching","f15","Me","right","Me","User","Self","Self",456,0.456,1
"13618",213,50,"Nonmatching","m38","Me","left","Me","Other","Stranger","Stranger",996,0.996,1
"13619",213,51,"Matching","m35","Stranger","left","Stranger","User","Self","Self",1414,1.414,1
"13620",213,52,"Nonmatching","m38","Stranger","right","Stranger","Other","Stranger","Stranger",676,0.676,1
"13621",213,53,"Nonmatching","m33","Stranger","right","Stranger","Other","Stranger","Stranger",2230,2.23,1
"13622",213,54,"Nonmatching","m35","Me","right","Me","User","Self","Self",720,0.72,1
"13623",213,55,"Nonmatching","f27","Me","left","Me","Other","Stranger","Stranger",797,0.797,1
