"Subject","Cohens_d_RT","deta_RT","Cohens_d_ACC","deta_ACC","Matching","Condition"
42,-0.233935228418296,-44.8541666666666,-0.226404489367493,-0.0625,"Matching","Self-Stranger"
42,-0.0172426632949917,-3.48958333333326,-0.398132459050935,-0.125,"Nonmatching","Self-Stranger"
43,0.000880944410857188,0.212765957446777,0.29204417800661,0.106382978723404,"Matching","Self-Stranger"
43,-0.204883032733702,-52.1347144456887,0.135420407439298,0.0435610302351624,"Nonmatching","Self-Stranger"
44,-0.482528498597545,-90.0600620567376,0.173129738337727,0.0802304964539007,"Matching","Self-Stranger"
44,-0.18859533891241,-35.8087719298245,-0.094501013735581,-0.0457236842105263,"Nonmatching","Self-Stranger"
45,-1.04252318493619,-244.576388888889,0.837749492552501,0.255555555555556,"Matching","Self-Stranger"
45,-0.425361201854743,-100.193548387097,-0.0158454975151978,-0.00638440860215062,"Nonmatching","Self-Stranger"
46,-1.2102648446886,-206.058662280702,0.127152188375338,0.0321271929824561,"Matching","Self-Stranger"
46,-0.319682619095031,-52.7395833333334,0.0386194178141445,0.0104166666666667,"Nonmatching","Self-Stranger"
47,-0.667068732957732,-155.261303191489,0.00833921562409499,0.00288120567375894,"Matching","Self-Stranger"
47,-0.111542855533912,-27.7755265567765,-0.00842227477926928,-0.00297619047619047,"Nonmatching","Self-Stranger"
48,-0.477474351255293,-95.7557123655914,0.391071840993562,0.0863575268817205,"Matching","Self-Stranger"
48,-0.589114054125371,-111.016304347826,-0.216232386072152,-0.0507246376811594,"Nonmatching","Self-Stranger"
49,-1.15226168987628,-194.405372807018,0.376508557673862,0.116337719298246,"Matching","Self-Stranger"
49,-0.172698760706801,-29.6354166666667,0.344257133625283,0.104166666666667,"Nonmatching","Self-Stranger"
50,-0.197438911134878,-51.0787005261953,0.403413356868818,0.168611301761611,"Matching","Self-Stranger"
50,-0.187966496161431,-50.4634089314941,0.217117309871688,0.0901332709843348,"Nonmatching","Self-Stranger"
51,-0.198304667306695,-44.2184210526316,-0.136287285536158,-0.0600877192982455,"Matching","Self-Stranger"
51,-0.373145527144099,-81.7604166666666,-0.174660202770385,-0.0729166666666666,"Nonmatching","Self-Stranger"
52,-0.183741612557069,-48.9578947368421,0.412314846107601,0.168421052631579,"Matching","Self-Stranger"
52,-0.534993143068337,-130.889473684211,-0.0369657443510232,-0.0116228070175439,"Nonmatching","Self-Stranger"
53,-0.146455470652634,-42.0546489563567,1.04082618797775,0.40607210626186,"Matching","Self-Stranger"
53,0.139499479625987,45.1193335916311,0.112186465402604,0.0529510525636058,"Nonmatching","Self-Stranger"
54,-1.02728053268094,-252.053191489362,0.0665428617977375,0.0243794326241135,"Matching","Self-Stranger"
54,-0.219784030324412,-51.5966799158289,-0.133843033588803,-0.0571662380173018,"Nonmatching","Self-Stranger"
55,0.303499376111187,110.873496762257,-0.238562974511293,-0.101988899167437,"Matching","Self-Stranger"
55,0.0847591473394361,31.1444444444444,-0.117382596896616,-0.048792270531401,"Nonmatching","Self-Stranger"
56,-0.429872530540237,-86.0416666666666,0.154419498529507,0.0520833333333334,"Matching","Self-Stranger"
56,-0.342573287410032,-62.9757675438597,-0.291669126889698,-0.0847587719298245,"Nonmatching","Self-Stranger"
17,-0.826701884066015,-71.2395833333334,0.62605611805724,0.229166666666667,"Matching","Self-Stranger"
17,0.236222302366622,21.3125,-0.207335432247825,-0.0520833333333334,"Nonmatching","Self-Stranger"
18,-0.367640726974828,-41.8279605263158,0.349014715896418,0.11655701754386,"Matching","Self-Stranger"
18,-0.0126148972087714,-1.56696528555426,-0.342630564487361,-0.115005599104143,"Nonmatching","Self-Stranger"
19,-0.456676632752116,-54.9052631578947,0.34631806788952,0.105263157894737,"Matching","Self-Stranger"
19,-0.128894436872563,-17.61423992674,0.269362412810813,0.106913919413919,"Nonmatching","Self-Stranger"
20,-0.561970714878128,-65.1311212814645,0.259445508355196,0.0781464530892448,"Matching","Self-Stranger"
20,0.165368028315671,19.9863504916137,-0.204199750460633,-0.0603817235396182,"Nonmatching","Self-Stranger"
21,-0.467963783160812,-47.09375,0.0490389617048232,0.0104166666666667,"Matching","Self-Stranger"
21,-0.19536839706949,-22.5343784994401,0.24121859015498,0.0974244120940649,"Nonmatching","Self-Stranger"
22,-0.900056313908133,-92.8315789473684,0.468701731781717,0.11578947368421,"Matching","Self-Stranger"
22,0.0382433986043145,4.64109742441201,0.0966467684554359,0.0217245240761478,"Nonmatching","Self-Stranger"
23,-0.159189892689408,-17.7370614035088,0.38646045126578,0.114144736842105,"Matching","Self-Stranger"
23,-0.04679708098892,-4.60592105263163,0.240611893874131,0.0823464912280703,"Nonmatching","Self-Stranger"
24,-0.453537704650974,-62.9263157894737,0,0,"Matching","Self-Stranger"
24,0.385730166577018,44.2127659574468,0.326768502448645,0.0851063829787234,"Nonmatching","Self-Stranger"
25,-0.482080211439485,-70.9401245048103,0.402893987263208,0.152801358234295,"Matching","Self-Stranger"
25,0.433534811832846,53.7685218007798,0.260826185819007,0.0843672456575683,"Nonmatching","Self-Stranger"
26,-0.580839086021801,-87.1183650615901,0.35560982704322,0.139641657334826,"Matching","Self-Stranger"
26,0.106475472985055,15.5,0,0,"Nonmatching","Self-Stranger"
