Shape,resp,rt,selfkey,wekey,alonekey,theykey,WeShape,TheyShape,AloneShape,SelfShape,corr,Handedness,First Language,Participant Number,Gender,Age
Self,q,1.958251545,q,p,w,o,Star,Diamond,Triangle,Circle,1,r,h,27,Female,18
Self,q,1.027560684,q,p,w,o,Star,Diamond,Triangle,Circle,1,r,h,27,Female,18
Self,q,0.566375018,q,p,w,o,Star,Diamond,Triangle,Circle,1,r,h,27,Female,18
You,w,1.147063352,q,p,w,o,Star,Diamond,Triangle,Circle,1,r,h,27,Female,18
They,o,0.792521465,q,p,w,o,Star,Diamond,Triangle,Circle,1,r,h,27,Female,18
You,w,1.316510038,q,p,w,o,Star,Diamond,Triangle,Circle,1,r,h,27,Female,18
You,w,0.587369856,q,p,w,o,Star,Diamond,Triangle,Circle,1,r,h,27,Female,18
They,o,3.119499115,q,p,w,o,Star,Diamond,Triangle,Circle,1,r,h,27,Female,18
Self,q,0.782274149,q,p,w,o,Star,Diamond,Triangle,Circle,1,r,h,27,Female,18
They,o,4.010340093,q,p,w,o,Star,Diamond,Triangle,Circle,1,r,h,27,Female,18
Self,q,1.877879442,q,p,w,o,Star,Diamond,Triangle,Circle,1,r,h,27,Female,18
You,w,0.854572286,q,p,w,o,Star,Diamond,Triangle,Circle,1,r,h,27,Female,18
You,w,0.848066449,q,p,w,o,Star,Diamond,Triangle,Circle,1,r,h,27,Female,18
Self,q,0.697463359,q,p,w,o,Star,Diamond,Triangle,Circle,1,r,h,27,Female,18
We,p,0.98486393,q,p,w,o,Star,Diamond,Triangle,Circle,1,r,h,27,Female,18
They,o,0.828939784,q,p,w,o,Star,Diamond,Triangle,Circle,1,r,h,27,Female,18
We,p,0.663611212,q,p,w,o,Star,Diamond,Triangle,Circle,1,r,h,27,Female,18
You,w,0.728349012,q,p,w,o,Star,Diamond,Triangle,Circle,1,r,h,27,Female,18
Self,q,0.678862957,q,p,w,o,Star,Diamond,Triangle,Circle,1,r,h,27,Female,18
You,w,1.303848547,q,p,w,o,Star,Diamond,Triangle,Circle,1,r,h,27,Female,18
We,p,1.071285091,q,p,w,o,Star,Diamond,Triangle,Circle,1,r,h,27,Female,18
We,p,0.560065789,q,p,w,o,Star,Diamond,Triangle,Circle,1,r,h,27,Female,18
Self,q,2.021408584,q,p,w,o,Star,Diamond,Triangle,Circle,1,r,h,27,Female,18
They,o,0.768192973,q,p,w,o,Star,Diamond,Triangle,Circle,1,r,h,27,Female,18
You,w,1.468953665,q,p,w,o,Star,Diamond,Triangle,Circle,1,r,h,27,Female,18
We,p,1.085675788,q,p,w,o,Star,Diamond,Triangle,Circle,1,r,h,27,Female,18
Self,q,1.565788746,q,p,w,o,Star,Diamond,Triangle,Circle,1,r,h,27,Female,18
They,o,0.746543959,q,p,w,o,Star,Diamond,Triangle,Circle,1,r,h,27,Female,18
Self,q,1.144608907,q,p,w,o,Star,Diamond,Triangle,Circle,1,r,h,27,Female,18
We,p,0.742672198,q,p,w,o,Star,Diamond,Triangle,Circle,1,r,h,27,Female,18
You,w,0.756750611,q,p,w,o,Star,Diamond,Triangle,Circle,1,r,h,27,Female,18
You,w,0.658153162,q,p,w,o,Star,Diamond,Triangle,Circle,1,r,h,27,Female,18
You,w,0.627503202,q,p,w,o,Star,Diamond,Triangle,Circle,1,r,h,27,Female,18
Self,q,0.790268366,q,p,w,o,Star,Diamond,Triangle,Circle,1,r,h,27,Female,18
We,p,0.626330659,q,p,w,o,Star,Diamond,Triangle,Circle,1,r,h,27,Female,18
They,o,0.501037918,q,p,w,o,Star,Diamond,Triangle,Circle,1,r,h,27,Female,18
We,p,0.940426916,q,p,w,o,Star,Diamond,Triangle,Circle,1,r,h,27,Female,18
We,p,0.57851301,q,p,w,o,Star,Diamond,Triangle,Circle,1,r,h,27,Female,18
We,p,0.567221065,q,p,w,o,Star,Diamond,Triangle,Circle,1,r,h,27,Female,18
Self,q,0.891987464,q,p,w,o,Star,Diamond,Triangle,Circle,1,r,h,27,Female,18
They,q,6.846156822,w,o,p,q,Diamond,Triangle,Star,Circle,1,r,h,28,Female,20
They,q,4.120368455,w,o,p,q,Diamond,Triangle,Star,Circle,1,r,h,28,Female,20
You,p,3.023337555,w,o,p,q,Diamond,Triangle,Star,Circle,1,r,h,28,Female,20
Self,w,2.514003796,w,o,p,q,Diamond,Triangle,Star,Circle,1,r,h,28,Female,20
We,o,2.600992279,w,o,p,q,Diamond,Triangle,Star,Circle,1,r,h,28,Female,20
Self,w,2.572491587,w,o,p,q,Diamond,Triangle,Star,Circle,1,r,h,28,Female,20
We,o,3.873433254,w,o,p,q,Diamond,Triangle,Star,Circle,1,r,h,28,Female,20
We,o,0.786244609,w,o,p,q,Diamond,Triangle,Star,Circle,1,r,h,28,Female,20
They,q,1.022318193,w,o,p,q,Diamond,Triangle,Star,Circle,1,r,h,28,Female,20
They,q,1.745184283,w,o,p,q,Diamond,Triangle,Star,Circle,1,r,h,28,Female,20
You,p,0.775163485,w,o,p,q,Diamond,Triangle,Star,Circle,1,r,h,28,Female,20
Self,w,0.88400825,w,o,p,q,Diamond,Triangle,Star,Circle,1,r,h,28,Female,20
Self,w,0.939980402,w,o,p,q,Diamond,Triangle,Star,Circle,1,r,h,28,Female,20
Self,w,0.498063922,w,o,p,q,Diamond,Triangle,Star,Circle,1,r,h,28,Female,20
You,p,1.641448173,w,o,p,q,Diamond,Triangle,Star,Circle,1,r,h,28,Female,20
You,p,0.739553707,w,o,p,q,Diamond,Triangle,Star,Circle,1,r,h,28,Female,20
Self,w,1.089658091,w,o,p,q,Diamond,Triangle,Star,Circle,1,r,h,28,Female,20
We,o,2.289754737,w,o,p,q,Diamond,Triangle,Star,Circle,1,r,h,28,Female,20
You,p,0.961858793,w,o,p,q,Diamond,Triangle,Star,Circle,1,r,h,28,Female,20
You,p,1.159275566,w,o,p,q,Diamond,Triangle,Star,Circle,1,r,h,28,Female,20
They,q,1.028719804,w,o,p,q,Diamond,Triangle,Star,Circle,1,r,h,28,Female,20
Self,w,0.663418551,w,o,p,q,Diamond,Triangle,Star,Circle,1,r,h,28,Female,20
Self,w,0.504178912,w,o,p,q,Diamond,Triangle,Star,Circle,1,r,h,28,Female,20
Self,w,0.431581915,w,o,p,q,Diamond,Triangle,Star,Circle,1,r,h,28,Female,20
They,q,1.36967322,w,o,p,q,Diamond,Triangle,Star,Circle,1,r,h,28,Female,20
We,o,0.798382996,w,o,p,q,Diamond,Triangle,Star,Circle,1,r,h,28,Female,20
We,o,0.601798452,w,o,p,q,Diamond,Triangle,Star,Circle,1,r,h,28,Female,20
They,q,2.47722266,w,o,p,q,Diamond,Triangle,Star,Circle,1,r,h,28,Female,20
We,o,1.382030718,w,o,p,q,Diamond,Triangle,Star,Circle,1,r,h,28,Female,20
Self,w,0.746121133,w,o,p,q,Diamond,Triangle,Star,Circle,1,r,h,28,Female,20
We,o,1.592219525,w,o,p,q,Diamond,Triangle,Star,Circle,1,r,h,28,Female,20
They,q,1.524337178,w,o,p,q,Diamond,Triangle,Star,Circle,1,r,h,28,Female,20
We,o,0.739029419,w,o,p,q,Diamond,Triangle,Star,Circle,1,r,h,28,Female,20
We,o,0.6091531,w,o,p,q,Diamond,Triangle,Star,Circle,1,r,h,28,Female,20
You,p,0.724530154,w,o,p,q,Diamond,Triangle,Star,Circle,1,r,h,28,Female,20
They,q,0.963246499,w,o,p,q,Diamond,Triangle,Star,Circle,1,r,h,28,Female,20
They,q,0.488686341,w,o,p,q,Diamond,Triangle,Star,Circle,1,r,h,28,Female,20
We,o,0.944712423,w,o,p,q,Diamond,Triangle,Star,Circle,1,r,h,28,Female,20
They,q,0.790491821,w,o,p,q,Diamond,Triangle,Star,Circle,1,r,h,28,Female,20
We,o,0.450842415,w,o,p,q,Diamond,Triangle,Star,Circle,1,r,h,28,Female,20
They,q,0.540264024,w,o,p,q,Diamond,Triangle,Star,Circle,1,r,h,28,Female,20
You,p,0.690297818,w,o,p,q,Diamond,Triangle,Star,Circle,1,r,h,28,Female,20
Self,w,0.514359902,w,o,p,q,Diamond,Triangle,Star,Circle,1,r,h,28,Female,20
You,p,0.761105996,w,o,p,q,Diamond,Triangle,Star,Circle,1,r,h,28,Female,20
We,o,0.710471876,w,o,p,q,Diamond,Triangle,Star,Circle,1,r,h,28,Female,20
They,q,0.741862472,w,o,p,q,Diamond,Triangle,Star,Circle,1,r,h,28,Female,20
You,p,1.027960217,w,o,p,q,Diamond,Triangle,Star,Circle,1,r,h,28,Female,20
Self,w,0.646693823,w,o,p,q,Diamond,Triangle,Star,Circle,1,r,h,28,Female,20
Self,w,0.952741777,w,o,p,q,Diamond,Triangle,Star,Circle,1,r,h,28,Female,20
We,o,3.998266452,w,o,p,q,Diamond,Triangle,Star,Circle,1,r,h,28,Female,20
You,p,0.681693247,w,o,p,q,Diamond,Triangle,Star,Circle,1,r,h,28,Female,20
You,p,0.58576659,w,o,p,q,Diamond,Triangle,Star,Circle,1,r,h,28,Female,20
Self,w,0.733814168,w,o,p,q,Diamond,Triangle,Star,Circle,1,r,h,28,Female,20
You,p,3.451882307,w,o,p,q,Diamond,Triangle,Star,Circle,1,r,h,28,Female,20
We,o,3.213482192,w,o,p,q,Diamond,Triangle,Star,Circle,1,r,h,28,Female,20
They,q,0.696306608,w,o,p,q,Diamond,Triangle,Star,Circle,1,r,h,28,Female,20
Self,w,0.69635043,w,o,p,q,Diamond,Triangle,Star,Circle,1,r,h,28,Female,20
They,q,1.112485965,w,o,p,q,Diamond,Triangle,Star,Circle,1,r,h,28,Female,20
You,p,0.823845341,w,o,p,q,Diamond,Triangle,Star,Circle,1,r,h,28,Female,20
You,p,1.010555651,w,o,p,q,Diamond,Triangle,Star,Circle,1,r,h,28,Female,20
