"","Subject","Matching","Identity","Session","RT_ms","RT_sec","ACC"
"286","1","Nonmatching","Self","2",702,0.702,1
"287","1","Nonmatching","Self","2",726,0.726,1
"288","1","Nonmatching","Self","2",903,0.903,1
"289","1","Nonmatching","Self","2",527,0.527,1
"290","1","Nonmatching","Self","2",756,0.756,1
"291","1","Nonmatching","Self","2",580,0.58,1
"292","1","Nonmatching","Self","2",512,0.512,1
"293","1","Nonmatching","Self","2",653,0.653,1
"294","1","Nonmatching","Self","2",587,0.587,1
"295","1","Nonmatching","Self","2",589,0.589,1
"296","1","Nonmatching","Self","2",660,0.66,1
"297","1","Nonmatching","Self","2",629,0.629,1
"298","1","Nonmatching","Self","2",952,0.952,0
"299","1","Nonmatching","Self","2",661,0.661,1
"300","1","Nonmatching","Self","2",612,0.612,1
"301","1","Nonmatching","Self","2",810,0.81,1
"302","1","Nonmatching","Self","2",579,0.579,1
"303","1","Nonmatching","Self","2",637,0.637,1
"304","1","Nonmatching","Self","2",610,0.61,1
"305","1","Nonmatching","Self","2",648,0.648,1
"306","1","Nonmatching","Self","2",531,0.531,1
"307","1","Nonmatching","Self","2",658,0.658,1
"308","1","Nonmatching","Self","2",551,0.551,1
"309","1","Nonmatching","Self","2",676,0.676,1
"310","1","Nonmatching","Self","2",537,0.537,1
"311","1","Nonmatching","Self","2",600,0.6,1
"312","1","Nonmatching","Self","2",624,0.624,1
"313","1","Nonmatching","Self","2",530,0.53,1
"314","1","Nonmatching","Self","2",767,0.767,1
"315","1","Nonmatching","Self","2",603,0.603,1
"316","1","Nonmatching","Self","2",612,0.612,1
"317","1","Nonmatching","Self","2",634,0.634,1
"318","1","Nonmatching","Friend","1",671,0.671,1
"319","1","Nonmatching","Friend","1",722,0.722,1
"320","1","Nonmatching","Friend","1",574,0.574,1
"321","1","Nonmatching","Friend","1",778,0.778,1
"322","1","Nonmatching","Friend","1",803,0.803,1
"323","1","Nonmatching","Friend","1",748,0.748,1
"324","1","Nonmatching","Friend","1",672,0.672,1
"325","1","Nonmatching","Friend","1",642,0.642,1
"326","1","Nonmatching","Friend","1",904,0.904,0
"327","1","Nonmatching","Friend","1",730,0.73,1
"328","1","Nonmatching","Friend","1",552,0.552,1
"329","1","Nonmatching","Friend","1",635,0.635,1
"330","1","Nonmatching","Friend","1",601,0.601,0
"331","1","Nonmatching","Friend","1",722,0.722,1
"332","1","Nonmatching","Friend","1",755,0.755,1
"333","1","Nonmatching","Friend","1",526,0.526,0
"334","1","Nonmatching","Friend","1",626,0.626,1
"335","1","Nonmatching","Friend","1",782,0.782,0
"336","1","Nonmatching","Friend","1",612,0.612,0
"337","1","Nonmatching","Friend","1",632,0.632,1
"338","1","Nonmatching","Friend","1",838,0.838,1
"339","1","Nonmatching","Friend","1",732,0.732,1
"340","1","Nonmatching","Friend","1",513,0.513,1
"341","1","Nonmatching","Friend","1",682,0.682,1
"342","1","Nonmatching","Friend","1",844,0.844,1
"343","1","Nonmatching","Friend","1",893,0.893,1
"344","1","Nonmatching","Friend","1",758,0.758,1
"345","1","Nonmatching","Friend","1",676,0.676,1
"346","1","Nonmatching","Friend","1",598,0.598,1
"347","1","Nonmatching","Friend","1",728,0.728,1
"348","1","Nonmatching","Friend","1",770,0.77,1
"349","1","Nonmatching","Friend","1",600,0.6,1
"350","1","Nonmatching","Friend","1",734,0.734,1
"351","1","Nonmatching","Friend","1",754,0.754,1
"352","1","Nonmatching","Friend","1",859,0.859,1
"353","1","Nonmatching","Friend","1",845,0.845,1
"354","1","Nonmatching","Friend","1",748,0.748,1
"355","1","Nonmatching","Friend","1",690,0.69,1
"356","1","Nonmatching","Friend","1",768,0.768,1
"357","1","Nonmatching","Friend","2",575,0.575,1
"358","1","Nonmatching","Friend","2",569,0.569,1
"359","1","Nonmatching","Friend","2",581,0.581,1
"360","1","Nonmatching","Friend","2",543,0.543,1
"361","1","Nonmatching","Friend","2",717,0.717,1
"362","1","Nonmatching","Friend","2",520,0.52,1
"363","1","Nonmatching","Friend","2",673,0.673,1
"364","1","Nonmatching","Friend","2",563,0.563,1
"365","1","Nonmatching","Friend","2",792,0.792,1
"366","1","Nonmatching","Friend","2",587,0.587,1
"367","1","Nonmatching","Friend","2",581,0.581,1
"368","1","Nonmatching","Friend","2",693,0.693,1
"369","1","Nonmatching","Friend","2",609,0.609,1
"370","1","Nonmatching","Friend","2",722,0.722,1
"371","1","Nonmatching","Friend","2",491,0.491,1
"372","1","Nonmatching","Friend","2",557,0.557,1
"373","1","Nonmatching","Friend","2",604,0.604,1
"374","1","Nonmatching","Friend","2",876,0.876,1
"375","1","Nonmatching","Friend","2",779,0.779,1
"376","1","Nonmatching","Friend","2",823,0.823,1
"377","1","Nonmatching","Friend","2",558,0.558,1
"378","1","Nonmatching","Friend","2",538,0.538,1
"379","1","Nonmatching","Friend","2",852,0.852,1
"380","1","Nonmatching","Friend","2",531,0.531,1
"381","1","Nonmatching","Friend","2",581,0.581,1
"382","1","Nonmatching","Friend","2",535,0.535,1
"383","1","Nonmatching","Friend","2",785,0.785,1
"384","1","Nonmatching","Friend","2",793,0.793,1
"385","1","Nonmatching","Friend","2",588,0.588,1
"386","1","Nonmatching","Friend","2",626,0.626,1
"387","1","Nonmatching","Friend","2",683,0.683,1
"388","1","Nonmatching","Friend","2",606,0.606,1
"389","1","Nonmatching","Friend","2",649,0.649,1
"390","1","Nonmatching","Friend","2",593,0.593,1
"391","1","Nonmatching","Friend","2",701,0.701,1
"392","1","Nonmatching","Friend","2",649,0.649,1
"393","1","Nonmatching","Friend","2",638,0.638,1
"394","1","Nonmatching","Friend","2",645,0.645,1
"395","1","Nonmatching","Friend","2",507,0.507,1
"396","1","Nonmatching","Friend","2",635,0.635,1
"397","1","Nonmatching","Stranger","1",673,0.673,1
"398","1","Nonmatching","Stranger","1",416,0.416,1
"399","1","Nonmatching","Stranger","1",642,0.642,1
"400","1","Nonmatching","Stranger","1",754,0.754,1
"401","1","Nonmatching","Stranger","1",544,0.544,0
"402","1","Nonmatching","Stranger","1",876,0.876,1
"403","1","Nonmatching","Stranger","1",707,0.707,1
"404","1","Nonmatching","Stranger","1",681,0.681,1
"405","1","Nonmatching","Stranger","1",534,0.534,1
"406","1","Nonmatching","Stranger","1",794,0.794,1
"407","1","Nonmatching","Stranger","1",634,0.634,1
"408","1","Nonmatching","Stranger","1",819,0.819,1
"409","1","Nonmatching","Stranger","1",627,0.627,1
"410","1","Nonmatching","Stranger","1",829,0.829,1
"411","1","Nonmatching","Stranger","1",618,0.618,1
"412","1","Nonmatching","Stranger","1",628,0.628,1
"413","1","Nonmatching","Stranger","1",748,0.748,1
"414","1","Nonmatching","Stranger","1",559,0.559,1
"415","1","Nonmatching","Stranger","1",680,0.68,1
"416","1","Nonmatching","Stranger","1",591,0.591,1
"417","1","Nonmatching","Stranger","1",784,0.784,1
"418","1","Nonmatching","Stranger","1",871,0.871,1
"419","1","Nonmatching","Stranger","1",751,0.751,1
"420","1","Nonmatching","Stranger","1",652,0.652,1
"421","1","Nonmatching","Stranger","1",898,0.898,1
"422","1","Nonmatching","Stranger","1",694,0.694,1
"423","1","Nonmatching","Stranger","1",671,0.671,1
"424","1","Nonmatching","Stranger","1",772,0.772,1
"425","1","Nonmatching","Stranger","1",810,0.81,0
"426","1","Nonmatching","Stranger","1",686,0.686,1
"427","1","Nonmatching","Stranger","1",587,0.587,1
"428","1","Nonmatching","Stranger","1",610,0.61,1
"429","1","Nonmatching","Stranger","1",547,0.547,1
"430","1","Nonmatching","Stranger","1",632,0.632,1
"431","1","Nonmatching","Stranger","1",667,0.667,1
"432","1","Nonmatching","Stranger","1",713,0.713,1
"433","1","Nonmatching","Stranger","1",855,0.855,0
"434","1","Nonmatching","Stranger","1",726,0.726,1
"435","1","Nonmatching","Stranger","1",668,0.668,1
"436","1","Nonmatching","Stranger","2",523,0.523,1
"437","1","Nonmatching","Stranger","2",567,0.567,1
"438","1","Nonmatching","Stranger","2",649,0.649,1
"439","1","Nonmatching","Stranger","2",603,0.603,1
"440","1","Nonmatching","Stranger","2",738,0.738,1
"441","1","Nonmatching","Stranger","2",626,0.626,1
"442","1","Nonmatching","Stranger","2",690,0.69,1
"443","1","Nonmatching","Stranger","2",647,0.647,1
"444","1","Nonmatching","Stranger","2",645,0.645,1
"445","1","Nonmatching","Stranger","2",540,0.54,1
"446","1","Nonmatching","Stranger","2",853,0.853,1
"447","1","Nonmatching","Stranger","2",574,0.574,1
"448","1","Nonmatching","Stranger","2",608,0.608,1
"449","1","Nonmatching","Stranger","2",792,0.792,1
"450","1","Nonmatching","Stranger","2",649,0.649,1
"451","1","Nonmatching","Stranger","2",588,0.588,1
"452","1","Nonmatching","Stranger","2",583,0.583,1
"453","1","Nonmatching","Stranger","2",680,0.68,1
"454","1","Nonmatching","Stranger","2",641,0.641,1
"455","1","Nonmatching","Stranger","2",504,0.504,1
"456","1","Nonmatching","Stranger","2",557,0.557,1
"457","1","Nonmatching","Stranger","2",671,0.671,1
"458","1","Nonmatching","Stranger","2",557,0.557,1
"459","1","Nonmatching","Stranger","2",496,0.496,1
"460","1","Nonmatching","Stranger","2",567,0.567,1
"461","1","Nonmatching","Stranger","2",485,0.485,1
"462","1","Nonmatching","Stranger","2",927,0.927,1
"463","1","Nonmatching","Stranger","2",558,0.558,1
"464","1","Nonmatching","Stranger","2",705,0.705,1
"465","1","Nonmatching","Stranger","2",541,0.541,1
"466","1","Nonmatching","Stranger","2",608,0.608,1
"467","1","Nonmatching","Stranger","2",542,0.542,1
"468","1","Nonmatching","Stranger","2",458,0.458,0
"469","1","Nonmatching","Stranger","2",587,0.587,1
"470","1","Nonmatching","Stranger","2",546,0.546,1
"471","1","Nonmatching","Stranger","2",531,0.531,1
"472","1","Nonmatching","Stranger","2",621,0.621,1
"473","1","Nonmatching","Stranger","2",598,0.598,1
"474","1","Nonmatching","Stranger","2",677,0.677,1
"475","1","Nonmatching","Stranger","2",591,0.591,1
"476","10","Matching","Self","1",410,0.41,1
"477","10","Matching","Self","1",435,0.435,1
"478","10","Matching","Self","1",609,0.609,1
"479","10","Matching","Self","1",430,0.43,1
"480","10","Matching","Self","1",379,0.379,1
"481","10","Matching","Self","1",421,0.421,1
"482","10","Matching","Self","1",765,0.765,1
"483","10","Matching","Self","1",713,0.713,1
"484","10","Matching","Self","1",413,0.413,1
"485","10","Matching","Self","1",532,0.532,1
"486","10","Matching","Self","1",433,0.433,1
"487","10","Matching","Self","1",495,0.495,1
"488","10","Matching","Self","1",379,0.379,1
"489","10","Matching","Self","1",538,0.538,1
"490","10","Matching","Self","1",395,0.395,1
"491","10","Matching","Self","1",375,0.375,1
"492","10","Matching","Self","1",447,0.447,1
"493","10","Matching","Self","1",471,0.471,1
"494","10","Matching","Self","1",378,0.378,1
"495","10","Matching","Self","1",418,0.418,1
"496","10","Matching","Self","1",363,0.363,1
"497","10","Matching","Self","1",543,0.543,1
"498","10","Matching","Self","1",553,0.553,1
"499","10","Matching","Self","1",472,0.472,1
"500","10","Matching","Self","1",322,0.322,1
"501","10","Matching","Self","1",371,0.371,1
"502","10","Matching","Self","1",553,0.553,1
"503","10","Matching","Self","1",560,0.56,1
"504","10","Matching","Self","1",385,0.385,1
"505","10","Matching","Self","1",453,0.453,1
"506","10","Matching","Self","1",426,0.426,1
"507","10","Matching","Self","1",369,0.369,1
"508","10","Matching","Self","1",791,0.791,1
"509","10","Matching","Self","1",266,0.266,1
"510","10","Matching","Self","1",724,0.724,1
"511","10","Matching","Self","1",566,0.566,1
"512","10","Matching","Self","1",442,0.442,1
"513","10","Matching","Self","1",595,0.595,1
"514","10","Matching","Self","1",306,0.306,1
"515","10","Matching","Self","1",649,0.649,1
"516","10","Matching","Self","2",370,0.37,1
"517","10","Matching","Self","2",431,0.431,1
"518","10","Matching","Self","2",384,0.384,1
"519","10","Matching","Self","2",439,0.439,1
"520","10","Matching","Self","2",403,0.403,1
"521","10","Matching","Self","2",326,0.326,1
"522","10","Matching","Self","2",344,0.344,1
"523","10","Matching","Self","2",351,0.351,1
"524","10","Matching","Self","2",422,0.422,1
"525","10","Matching","Self","2",413,0.413,1
"526","10","Matching","Self","2",491,0.491,1
"527","10","Matching","Self","2",376,0.376,1
"528","10","Matching","Self","2",369,0.369,0
"529","10","Matching","Self","2",386,0.386,1
"530","10","Matching","Self","2",447,0.447,1
"531","10","Matching","Self","2",464,0.464,1
"532","10","Matching","Self","2",472,0.472,1
"533","10","Matching","Self","2",395,0.395,1
"534","10","Matching","Self","2",426,0.426,1
"535","10","Matching","Self","2",664,0.664,1
"536","10","Matching","Self","2",387,0.387,1
"537","10","Matching","Self","2",504,0.504,1
"538","10","Matching","Self","2",381,0.381,1
"539","10","Matching","Self","2",427,0.427,1
"540","10","Matching","Self","2",386,0.386,1
"541","10","Matching","Self","2",413,0.413,1
"542","10","Matching","Self","2",658,0.658,1
"543","10","Matching","Self","2",387,0.387,1
"544","10","Matching","Self","2",398,0.398,1
"545","10","Matching","Self","2",364,0.364,1
"546","10","Matching","Self","2",410,0.41,1
"547","10","Matching","Self","2",608,0.608,1
"548","10","Matching","Self","2",403,0.403,1
"549","10","Matching","Self","2",421,0.421,1
"550","10","Matching","Self","2",417,0.417,1
"551","10","Matching","Self","2",439,0.439,1
"552","10","Matching","Self","2",362,0.362,1
"553","10","Matching","Self","2",453,0.453,1
"554","10","Matching","Self","2",461,0.461,1
"555","10","Matching","Self","2",423,0.423,1
"556","10","Matching","Friend","1",607,0.607,1
"557","10","Matching","Friend","1",752,0.752,0
"558","10","Matching","Friend","1",352,0.352,1
"559","10","Matching","Friend","1",830,0.83,1
"560","10","Matching","Friend","1",570,0.57,1
"561","10","Matching","Friend","1",375,0.375,1
"562","10","Matching","Friend","1",484,0.484,1
"563","10","Matching","Friend","1",462,0.462,1
"564","10","Matching","Friend","1",375,0.375,1
"565","10","Matching","Friend","1",546,0.546,1
"566","10","Matching","Friend","1",524,0.524,1
"567","10","Matching","Friend","1",767,0.767,1
"568","10","Matching","Friend","1",468,0.468,1
"569","10","Matching","Friend","1",651,0.651,1
"570","10","Matching","Friend","1",876,0.876,1
"571","10","Matching","Friend","1",412,0.412,1
"572","10","Matching","Friend","1",330,0.33,1
"573","10","Matching","Friend","1",571,0.571,1
"574","10","Matching","Friend","1",519,0.519,0
"575","10","Matching","Friend","1",491,0.491,1
"576","10","Matching","Friend","1",432,0.432,1
"577","10","Matching","Friend","1",421,0.421,1
"578","10","Matching","Friend","1",753,0.753,0
