"Subject","P1Age","P2Age","Block","Trial","Shape","Label","Matching","Label_Identity","Origin_Identity","English_Identity","Standarlized_Identity","ShapeLoc","Response","RT_ms","RT_sec","ACC"
11,21,22,8,12,"Stranger","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Bottom","z",650.195956,0.650195956,1
11,21,22,8,13,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Bottom","num_3",483.553833,0.483553833,1
11,21,22,8,14,"Stranger","Team","Nonmatching",NA,"Team","Group-Self","Self","Bottom","z",450.20551,0.45020551,1
11,21,22,8,15,"Team","Team","Matching",NA,"Team","Group-Self","Self","Bottom","num_3",616.852372,0.616852372,1
11,21,22,8,16,"Stranger","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Bottom","z",783.526079,0.783526079,1
11,21,22,8,17,"Person1","Team","Nonmatching",NA,"Team","Group-Self","Self","Top","z",716.868519,0.716868519,1
11,21,22,8,18,"Stranger","Person2","Nonmatching",NA,"Person2","Individual_Self","Self","Bottom","z",683.545858,0.683545858,1
11,21,22,8,19,"Team","Team","Matching",NA,"Team","Group-Self","Self","Bottom","num_3",533.531705,0.533531705,1
11,21,22,8,20,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","num_3",566.867394,0.566867394,1
11,21,22,8,21,"Team","Team","Matching",NA,"Team","Group-Self","Self","Bottom","num_3",550.182178,0.550182178,1
11,21,22,8,22,"Team","Team","Matching",NA,"Team","Group-Self","Self","Top","num_3",516.855964,0.516855964,1
11,21,22,8,23,"Stranger","Stranger","Matching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","num_3",533.541574,0.533541574,1
11,21,22,8,24,"Person2","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Top","z",616.885534,0.616885534,1
11,21,22,8,25,"Stranger","Stranger","Matching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","num_3",616.870532,0.616870532,1
11,21,22,8,26,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Top","num_3",516.873335,0.516873335,1
11,21,22,8,27,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Bottom","num_3",650.182139,0.650182139,1
11,21,22,8,28,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Bottom","num_3",450.21696,0.45021696,1
11,21,22,8,29,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Top","num_3",400.205925,0.400205925,1
11,21,22,8,30,"Stranger","Stranger","Matching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","num_3",483.540805,0.483540805,1
11,21,22,8,31,"StrangerTeam","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Bottom","None",NA,NA,3
11,21,22,8,32,"Stranger","Stranger","Matching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","num_3",683.526513,0.683526513,1
11,21,22,8,33,"Person1","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Top","z",783.522526,0.783522526,1
11,21,22,8,34,"Stranger","Stranger","Matching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","num_3",550.204681,0.550204681,1
11,21,22,8,35,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Bottom","num_3",550.201523,0.550201523,1
11,21,22,8,36,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Bottom","num_3",400.213031,0.400213031,1
11,21,22,8,37,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Top","num_3",633.533639,0.633533639,1
11,21,22,8,38,"Person2","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","z",1033.520453,1.033520453,1
11,21,22,8,39,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Bottom","num_3",600.199924,0.600199924,1
11,21,22,8,40,"Stranger","Team","Nonmatching",NA,"Team","Group-Self","Self","Bottom","z",933.51615,0.93351615,1
11,21,22,8,41,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Top","num_3",483.535277,0.483535277,1
11,21,22,8,42,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Bottom","num_3",500.19641,0.50019641,1
11,21,22,8,43,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","num_3",566.871736,0.566871736,1
11,21,22,8,44,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Top","num_3",483.533698,0.483533698,1
11,21,22,8,45,"Stranger","Stranger","Matching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","num_3",533.530125,0.533530125,1
11,21,22,8,46,"Team","Team","Matching",NA,"Team","Group-Self","Self","Top","num_3",500.204701,0.500204701,1
11,21,22,8,47,"StrangerTeam","Team","Nonmatching",NA,"Team","Group-Self","Self","Top","z",1750.146962,1.750146962,1
11,21,22,8,48,"Person2","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Top","z",700.200674,0.700200674,1
11,21,22,8,49,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Bottom","num_3",683.540331,0.683540331,1
11,21,22,8,50,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Top","num_3",516.877283,0.516877283,1
11,21,22,8,51,"Person1","Stranger","Nonmatching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","z",800.251168,0.800251168,1
11,21,22,8,52,"Team","Stranger","Nonmatching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","z",683.537567,0.683537567,1
11,21,22,8,53,"StrangerTeam","Stranger","Nonmatching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","z",700.177776,0.700177776,1
11,21,22,8,54,"Person2","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Bottom","z",750.224342,0.750224342,1
11,21,22,8,55,"StrangerTeam","Person2","Nonmatching",NA,"Person2","Individual_Self","Self","Bottom","z",1683.729832,1.683729832,1
11,21,22,8,56,"StrangerTeam","Stranger","Nonmatching",NA,"Stranger","Individual_Stranger","Stranger","Top","z",666.854326,0.666854326,1
11,21,22,8,57,"Team","Person2","Nonmatching",NA,"Person2","Individual_Self","Self","Top","z",583.543134,0.583543134,1
11,21,22,8,58,"Person2","Stranger","Nonmatching",NA,"Stranger","Individual_Stranger","Stranger","Top","z",633.534429,0.633534429,1
11,21,22,8,59,"Team","Team","Matching",NA,"Team","Group-Self","Self","Top","z",450.263151,0.450263151,0
11,21,22,8,60,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Top","num_3",400.212637,0.400212637,1
11,21,22,8,61,"Team","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Top","z",1316.846173,1.316846173,1
11,21,22,8,62,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Top","num_3",700.259499,0.700259499,1
11,21,22,8,63,"Person1","Stranger","Nonmatching",NA,"Stranger","Individual_Stranger","Stranger","Top","z",850.192719,0.850192719,1
11,21,22,8,64,"Person2","Stranger","Nonmatching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","z",733.571895,0.733571895,1
11,21,22,8,65,"Team","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Bottom","z",717.120398,0.717120398,1
11,21,22,8,66,"Person2","Team","Nonmatching",NA,"Team","Group-Self","Self","Top","z",650.19951,0.65019951,1
11,21,22,8,67,"Team","Person2","Nonmatching",NA,"Person2","Individual_Self","Self","Bottom","z",766.860208,0.766860208,1
11,21,22,8,68,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","num_3",500.239048,0.500239048,1
11,21,22,8,69,"Person1","Team","Nonmatching",NA,"Team","Group-Self","Self","Bottom","z",800.279199,0.800279199,1
11,21,22,8,70,"Person1","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","z",733.540706,0.733540706,1
11,21,22,8,71,"Stranger","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","z",566.856734,0.566856734,1
11,21,22,8,72,"Person1","Person2","Nonmatching",NA,"Person2","Individual_Self","Self","Top","num_3",483.547516,0.483547516,0
11,21,22,8,73,"StrangerTeam","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Top","z",216.873059,0.216873059,1
11,21,22,8,74,"Team","Team","Matching",NA,"Team","Group-Self","Self","Top","z",350.245424,0.350245424,0
11,21,22,8,75,"Stranger","Stranger","Matching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","num_3",566.868973,0.566868973,1
11,21,22,8,76,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","num_3",633.531665,0.633531665,1
11,21,22,8,77,"Person2","Team","Nonmatching",NA,"Team","Group-Self","Self","Bottom","z",600.206636,0.600206636,1
11,21,22,8,78,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Top","num_3",500.186935,0.500186935,1
11,21,22,8,79,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Top","num_3",500.200753,0.500200753,1
11,21,22,8,80,"Team","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Top","z",716.860228,0.716860228,1
12,21,24,1,1,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Top","num_3",1016.856162,1.016856162,1
12,21,24,1,2,"Stranger","Team","Nonmatching",NA,"Team","Group-Self","Self","Bottom","z",1150.18431,1.15018431,1
12,21,24,1,3,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Bottom","num_3",733.565183,0.733565183,1
12,21,24,1,4,"Stranger","Stranger","Matching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","num_3",650.175032,0.650175032,1
12,21,24,1,5,"Team","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Bottom","z",883.529198,0.883529198,1
12,21,24,1,6,"Person2","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Top","z",1000.182,1.000182,1
12,21,24,1,7,"StrangerTeam","Team","Nonmatching",NA,"Team","Group-Self","Self","Bottom","z",966.826967,0.966826967,1
12,21,24,1,8,"StrangerTeam","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Top","z",751.86353,0.75186353,1
12,21,24,1,9,"Team","Team","Matching",NA,"Team","Group-Self","Self","Top","num_3",816.861768,0.816861768,1
12,21,24,1,10,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","num_3",866.888989,0.866888989,1
12,21,24,1,11,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Bottom","num_3",650.240963,0.650240963,1
12,21,24,1,12,"Team","Team","Matching",NA,"Team","Group-Self","Self","Top","num_3",750.223947,0.750223947,1
12,21,24,1,13,"Stranger","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Bottom","z",650.213327,0.650213327,1
12,21,24,1,14,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Top","num_3",833.53435,0.83353435,1
12,21,24,1,15,"Team","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Top","z",716.877599,0.716877599,1
12,21,24,1,16,"Person1","Person2","Nonmatching",NA,"Person2","Individual_Self","Self","Top","z",1066.860879,1.066860879,1
12,21,24,1,17,"Team","Stranger","Nonmatching",NA,"Stranger","Individual_Stranger","Stranger","Top","z",983.539028,0.983539028,1
12,21,24,1,18,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Bottom","num_3",916.841594,0.916841594,1
12,21,24,1,19,"Stranger","Stranger","Matching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","num_3",733.5336,0.7335336,1
12,21,24,1,20,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Top","num_3",866.851483,0.866851483,1
12,21,24,1,21,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Top","num_3",750.20026,0.75020026,1
12,21,24,1,22,"Person1","Person2","Nonmatching",NA,"Person2","Individual_Self","Self","Bottom","z",850.190745,0.850190745,1
12,21,24,1,23,"Team","Team","Matching",NA,"Team","Group-Self","Self","Bottom","num_3",716.881942,0.716881942,1
12,21,24,1,24,"Person1","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","z",733.540311,0.733540311,1
12,21,24,1,25,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Bottom","num_3",1033.502292,1.033502292,1
12,21,24,1,26,"Stranger","Stranger","Matching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","num_3",550.204681,0.550204681,1
12,21,24,1,27,"Person1","Team","Nonmatching",NA,"Team","Group-Self","Self","Bottom","z",681.651237,0.681651237,1
12,21,24,1,28,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Bottom","num_3",683.54191,0.68354191,1
12,21,24,1,29,"Stranger","Person2","Nonmatching",NA,"Person2","Individual_Self","Self","Bottom","z",616.870137,0.616870137,1
12,21,24,1,30,"Person2","Team","Nonmatching",NA,"Team","Group-Self","Self","Top","z",1133.509754,1.133509754,1
12,21,24,1,31,"Team","Person2","Nonmatching",NA,"Person2","Individual_Self","Self","Top","z",966.856576,0.966856576,1
12,21,24,1,32,"Team","Team","Matching",NA,"Team","Group-Self","Self","Bottom","num_3",716.836935,0.716836935,1
12,21,24,1,33,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Top","num_3",850.168637,0.850168637,1
12,21,24,1,34,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Top","num_3",666.868933,0.666868933,1
12,21,24,1,35,"StrangerTeam","Person2","Nonmatching",NA,"Person2","Individual_Self","Self","Top","z",785.203562,0.785203562,1
12,21,24,1,36,"Person2","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","num_3",783.579771,0.783579771,0
12,21,24,1,37,"StrangerTeam","Person2","Nonmatching",NA,"Person2","Individual_Self","Self","Bottom","z",766.872447,0.766872447,1
12,21,24,1,38,"Stranger","Person2","Nonmatching",NA,"Person2","Individual_Self","Self","Bottom","z",816.878349,0.816878349,1
12,21,24,1,39,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Bottom","num_3",716.866545,0.716866545,1
12,21,24,1,40,"Person2","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Top","z",600.197555,0.600197555,1
12,21,24,1,41,"Team","Team","Matching",NA,"Team","Group-Self","Self","Bottom","num_3",683.77247,0.68377247,1
12,21,24,1,42,"Person2","Stranger","Nonmatching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","z",566.915164,0.566915164,1
12,21,24,1,43,"StrangerTeam","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Bottom","z",1100.185119,1.100185119,1
12,21,24,1,44,"Stranger","Stranger","Matching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","num_3",616.910801,0.616910801,1
12,21,24,1,45,"Team","Team","Matching",NA,"Team","Group-Self","Self","Top","num_3",650.244121,0.650244121,1
12,21,24,1,46,"Stranger","Stranger","Matching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","num_3",716.851148,0.716851148,1
12,21,24,1,47,"Team","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Top","z",900.188751,0.900188751,1
12,21,24,1,48,"Team","Stranger","Nonmatching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","z",766.87521,0.76687521,1
12,21,24,1,49,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Top","num_3",750.218815,0.750218815,1
12,21,24,1,50,"Stranger","Team","Nonmatching",NA,"Team","Group-Self","Self","Bottom","z",850.212459,0.850212459,1
12,21,24,1,51,"Person1","Team","Nonmatching",NA,"Team","Group-Self","Self","Top","z",1000.189502,1.000189502,1
12,21,24,1,52,"Stranger","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Bottom","z",683.54112,0.68354112,1
12,21,24,1,53,"Stranger","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","z",633.537587,0.633537587,1
12,21,24,1,54,"Person1","Stranger","Nonmatching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","z",550.21771,0.55021771,1
12,21,24,1,55,"Team","Team","Matching",NA,"Team","Group-Self","Self","Bottom","num_3",716.881942,0.716881942,1
12,21,24,1,56,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Top","num_3",683.776023,0.683776023,1
12,21,24,1,57,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Bottom","num_3",633.578646,0.633578646,1
12,21,24,1,58,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Top","num_3",733.534389,0.733534389,1
12,21,24,1,59,"Person2","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Bottom","z",716.862992,0.716862992,1
12,21,24,1,60,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Top","num_3",733.539916,0.733539916,1
12,21,24,1,61,"Team","Team","Matching",NA,"Team","Group-Self","Self","Top","num_3",516.876099,0.516876099,1
12,21,24,1,62,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Bottom","num_3",750.201839,0.750201839,1
12,21,24,1,63,"Person2","Stranger","Nonmatching",NA,"Stranger","Individual_Stranger","Stranger","Top","z",701.855654,0.701855654,1
12,21,24,1,64,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","num_3",733.557682,0.733557682,1
12,21,24,1,65,"Stranger","Stranger","Matching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","num_3",550.21692,0.55021692,1
12,21,24,1,66,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Top","num_3",633.573908,0.633573908,1
12,21,24,1,67,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Top","num_3",533.548286,0.533548286,1
12,21,24,1,68,"Team","Person2","Nonmatching",NA,"Person2","Individual_Self","Self","Bottom","z",950.175309,0.950175309,1
12,21,24,1,69,"Stranger","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","num_3",583.518262,0.583518262,0
12,21,24,1,70,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","z",700.239759,0.700239759,0
12,21,24,1,71,"Team","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","z",766.892187,0.766892187,1
12,21,24,1,72,"StrangerTeam","Team","Nonmatching",NA,"Team","Group-Self","Self","Top","z",866.864117,0.866864117,1
12,21,24,1,73,"Stranger","Stranger","Matching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","z",416.896273,0.416896273,0
12,21,24,1,74,"Person2","Team","Nonmatching",NA,"Team","Group-Self","Self","Bottom","num_3",966.999492,0.966999492,0
12,21,24,1,75,"Person1","Stranger","Nonmatching",NA,"Stranger","Individual_Stranger","Stranger","Top","z",816.854661,0.816854661,1
12,21,24,1,76,"StrangerTeam","Stranger","Nonmatching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","z",1083.516485,1.083516485,1
12,21,24,1,77,"Person1","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Top","z",666.864196,0.666864196,1
12,21,24,1,78,"Stranger","Stranger","Matching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","num_3",533.545128,0.533545128,1
12,21,24,1,79,"StrangerTeam","Stranger","Nonmatching",NA,"Stranger","Individual_Stranger","Stranger","Top","z",550.209814,0.550209814,1
12,21,24,1,80,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","z",683.505194,0.683505194,0
12,21,24,2,1,"StrangerTeam","Team","Nonmatching",NA,"Team","Group-Self","Self","Bottom","z",850.18206,0.85018206,1
12,21,24,2,2,"Person1","Stranger","Nonmatching",NA,"Stranger","Individual_Stranger","Stranger","Top","z",650.199904,0.650199904,1
12,21,24,2,3,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Top","z",500.213387,0.500213387,0
12,21,24,2,4,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Bottom","num_3",566.9124,0.5669124,1
12,21,24,2,5,"Stranger","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","num_3",533.556182,0.533556182,0
12,21,24,2,6,"Person1","Person2","Nonmatching",NA,"Person2","Individual_Self","Self","Bottom","z",1000.180816,1.000180816,1
12,21,24,2,7,"Team","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","z",917.095842,0.917095842,1
12,21,24,2,8,"StrangerTeam","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Bottom","z",833.526454,0.833526454,1
12,21,24,2,9,"Stranger","Stranger","Matching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","num_3",550.18731,0.55018731,1
12,21,24,2,10,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","z",483.558965,0.483558965,0
12,21,24,2,11,"Stranger","Team","Nonmatching",NA,"Team","Group-Self","Self","Bottom","z",750.266585,0.750266585,1
12,21,24,2,12,"StrangerTeam","Stranger","Nonmatching",NA,"Stranger","Individual_Stranger","Stranger","Top","z",866.861353,0.866861353,1
12,21,24,2,13,"Stranger","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Bottom","z",550.198365,0.550198365,1
12,21,24,2,14,"Team","Stranger","Nonmatching",NA,"Stranger","Individual_Stranger","Stranger","Top","z",750.204602,0.750204602,1
12,21,24,2,15,"StrangerTeam","Person2","Nonmatching",NA,"Person2","Individual_Self","Self","Bottom","z",566.874895,0.566874895,1
12,21,24,2,16,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Top","num_3",750.207761,0.750207761,1
12,21,24,2,17,"Person2","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Top","num_3",666.930916,0.666930916,0
12,21,24,2,18,"Team","Person2","Nonmatching",NA,"Person2","Individual_Self","Self","Top","num_3",700.205807,0.700205807,0
12,21,24,2,19,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Bottom","num_3",1016.852608,1.016852608,1
12,21,24,2,20,"Team","Person2","Nonmatching",NA,"Person2","Individual_Self","Self","Bottom","z",1133.538574,1.133538574,1
12,21,24,2,21,"Team","Stranger","Nonmatching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","z",900.212439,0.900212439,1
12,21,24,2,22,"Stranger","Stranger","Matching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","num_3",666.887489,0.666887489,1
12,21,24,2,23,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Top","num_3",716.888258,0.716888258,1
12,21,24,2,24,"Person2","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Top","z",766.868104,0.766868104,1
12,21,24,2,25,"Person1","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","z",550.199549,0.550199549,1
12,21,24,2,26,"Stranger","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","z",616.915144,0.616915144,1
12,21,24,2,27,"Person1","Stranger","Nonmatching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","z",683.517828,0.683517828,1
12,21,24,2,28,"Stranger","Stranger","Matching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","num_3",533.5396,0.5335396,1
12,21,24,2,29,"StrangerTeam","Stranger","Nonmatching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","z",814.967147,0.814967147,1
12,21,24,2,30,"Person2","Team","Nonmatching",NA,"Team","Group-Self","Self","Bottom","num_3",666.859063,0.666859063,0
12,21,24,2,31,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Bottom","num_3",733.536363,0.733536363,1
12,21,24,2,32,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Bottom","num_3",666.883541,0.666883541,1
12,21,24,2,33,"Person2","Stranger","Nonmatching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","z",816.85703,0.81685703,1
12,21,24,2,34,"Stranger","Stranger","Matching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","num_3",533.541969,0.533541969,1
12,21,24,2,35,"Team","Team","Matching",NA,"Team","Group-Self","Self","Bottom","num_3",600.205451,0.600205451,1
12,21,24,2,36,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Bottom","num_3",583.547477,0.583547477,1
12,21,24,2,37,"StrangerTeam","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Top","z",768.549535,0.768549535,1
12,21,24,2,38,"Team","Team","Matching",NA,"Team","Group-Self","Self","Top","num_3",616.867769,0.616867769,1
12,21,24,2,39,"Stranger","Person2","Nonmatching",NA,"Person2","Individual_Self","Self","Bottom","num_3",550.258373,0.550258373,0
12,21,24,2,40,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Top","z",533.544733,0.533544733,0
12,21,24,2,41,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Top","num_3",400.194081,0.400194081,1
12,21,24,2,42,"Team","Team","Matching",NA,"Team","Group-Self","Self","Top","num_3",533.57,0.53357,1
12,21,24,2,43,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Top","num_3",800.191554,0.800191554,1
12,21,24,2,44,"Team","Team","Matching",NA,"Team","Group-Self","Self","Bottom","z",700.245286,0.700245286,0
12,21,24,2,45,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Top","num_3",466.876513,0.466876513,1
12,21,24,2,46,"Person1","Team","Nonmatching",NA,"Team","Group-Self","Self","Top","z",616.880007,0.616880007,1
12,21,24,2,47,"Person2","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","num_3",550.213762,0.550213762,0
12,21,24,2,48,"Person1","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Top","z",700.210149,0.700210149,1
12,21,24,2,49,"Team","Team","Matching",NA,"Team","Group-Self","Self","Bottom","num_3",666.874066,0.666874066,1
12,21,24,2,50,"Person2","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Bottom","num_3",900.195463,0.900195463,0
12,21,24,2,51,"Team","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Top","z",783.509497,0.783509497,1
12,21,24,2,52,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","z",683.51388,0.68351388,0
12,21,24,2,53,"Team","Team","Matching",NA,"Team","Group-Self","Self","Bottom","num_3",650.190429,0.650190429,1
12,21,24,2,54,"Person1","Person2","Nonmatching",NA,"Person2","Individual_Self","Self","Top","num_3",883.735281,0.883735281,0
12,21,24,2,55,"Stranger","Stranger","Matching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","num_3",583.543923,0.583543923,1
12,21,24,2,56,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","z",766.845601,0.766845601,0
12,21,24,2,57,"StrangerTeam","Team","Nonmatching",NA,"Team","Group-Self","Self","Top","z",1533.489462,1.533489462,1
12,21,24,2,58,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","num_3",800.19116,0.80019116,1
12,21,24,2,59,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Top","num_3",583.548661,0.583548661,1
