"","Subject","Age","Gender","Handedness","Shape","Identity","Matching","Response","RT_ms","ACC","RT_sec"
"7077",49338547,19,"Mujer","Diestro","triangulo","extrano","Matching",5,470,1,0.47
"7078",49338547,19,"Mujer","Diestro","cuadrado","extrano","Nonmatching",5,403,0,0.403
"7079",49338547,19,"Mujer","Diestro","triangulo","extrano","Matching",1,596,0,0.596
"7080",49338547,19,"Mujer","Diestro","circulo","extrano","Nonmatching",5,601,0,0.601
"7081",49338547,19,"Mujer","Diestro","triangulo","extrano","Matching",1,828,0,0.828
"7082",49338547,19,"Mujer","Diestro","circulo","extrano","Nonmatching",1,648,1,0.648
"7083",49338547,19,"Mujer","Diestro","triangulo","extrano","Matching",5,506,1,0.506
"7084",49338547,19,"Mujer","Diestro","cuadrado","extrano","Nonmatching",5,597,0,0.597
"7085",49338547,19,"Mujer","Diestro","circulo","extrano","Nonmatching",1,82,1,0.082
"7086",49338547,19,"Mujer","Diestro","cuadrado","extrano","Nonmatching",1,481,1,0.481
"7087",49338547,19,"Mujer","Diestro","triangulo","extrano","Matching",1,172,0,0.172
"7088",49338547,19,"Mujer","Diestro","cuadrado","extrano","Nonmatching",NA,0,0,0
"7089",49338547,19,"Mujer","Diestro","circulo","extrano","Nonmatching",1,545,1,0.545
"7090",49338547,19,"Mujer","Diestro","triangulo","extrano","Matching",1,317,0,0.317
"7091",49338547,19,"Mujer","Diestro","cuadrado","extrano","Nonmatching",1,743,1,0.743
"7092",49338547,19,"Mujer","Diestro","triangulo","extrano","Matching",1,463,0,0.463
"7093",49338547,19,"Mujer","Diestro","triangulo","extrano","Matching",5,376,1,0.376
"7094",49338547,19,"Mujer","Diestro","circulo","extrano","Nonmatching",1,642,1,0.642
"7095",49338547,19,"Mujer","Diestro","triangulo","extrano","Matching",1,478,0,0.478
"7096",49338547,19,"Mujer","Diestro","triangulo","extrano","Matching",1,439,0,0.439
"7097",49338547,19,"Mujer","Diestro","circulo","extrano","Nonmatching",1,348,1,0.348
"7098",49338547,19,"Mujer","Diestro","cuadrado","extrano","Nonmatching",5,508,0,0.508
"7099",49338547,19,"Mujer","Diestro","triangulo","extrano","Matching",1,484,0,0.484
"7100",49338547,19,"Mujer","Diestro","triangulo","extrano","Matching",5,461,1,0.461
"7101",49338547,19,"Mujer","Diestro","triangulo","extrano","Matching",5,675,1,0.675
"7102",49338547,19,"Mujer","Diestro","cuadrado","extrano","Nonmatching",1,576,1,0.576
"7103",49338547,19,"Mujer","Diestro","cuadrado","extrano","Nonmatching",1,373,1,0.373
"7104",49338547,19,"Mujer","Diestro","circulo","extrano","Nonmatching",1,818,1,0.818
"7105",49338547,19,"Mujer","Diestro","cuadrado","extrano","Nonmatching",1,870,1,0.87
"7106",49338547,19,"Mujer","Diestro","circulo","extrano","Nonmatching",1,736,1,0.736
"7107",49338547,19,"Mujer","Diestro","triangulo","extrano","Matching",1,476,0,0.476
"7108",49338547,19,"Mujer","Diestro","triangulo","extrano","Matching",5,487,1,0.487
"7109",49338547,19,"Mujer","Diestro","cuadrado","extrano","Nonmatching",1,521,1,0.521
"7110",49338547,19,"Mujer","Diestro","triangulo","extrano","Matching",1,500,0,0.5
"7111",49338547,19,"Mujer","Diestro","triangulo","extrano","Matching",5,825,1,0.825
"7112",49338547,19,"Mujer","Diestro","cuadrado","extrano","Nonmatching",1,630,1,0.63
"7113",49338547,19,"Mujer","Diestro","circulo","extrano","Nonmatching",1,595,1,0.595
"7114",49338547,19,"Mujer","Diestro","circulo","extrano","Nonmatching",1,404,1,0.404
"7115",49338547,19,"Mujer","Diestro","triangulo","extrano","Matching",5,641,1,0.641
"7116",49338547,19,"Mujer","Diestro","triangulo","extrano","Matching",1,567,0,0.567
"7117",49338547,19,"Mujer","Diestro","cuadrado","extrano","Nonmatching",1,629,1,0.629
"7118",49338547,19,"Mujer","Diestro","circulo","extrano","Nonmatching",1,662,1,0.662
"7119",49338547,19,"Mujer","Diestro","triangulo","extrano","Matching",5,994,1,0.994
"7120",49338547,19,"Mujer","Diestro","triangulo","extrano","Matching",5,693,1,0.693
"7121",49338547,19,"Mujer","Diestro","circulo","tu","Nonmatching",1,475,1,0.475
"7122",49338547,19,"Mujer","Diestro","cuadrado","tu","Matching",5,465,1,0.465
"7123",49338547,19,"Mujer","Diestro","cuadrado","tu","Matching",5,761,1,0.761
"7124",49338547,19,"Mujer","Diestro","cuadrado","tu","Matching",5,453,1,0.453
"7125",49338547,19,"Mujer","Diestro","cuadrado","tu","Matching",5,837,1,0.837
"7126",49338547,19,"Mujer","Diestro","triangulo","tu","Nonmatching",1,650,1,0.65
"7127",49338547,19,"Mujer","Diestro","cuadrado","tu","Matching",5,535,1,0.535
"7128",49338547,19,"Mujer","Diestro","circulo","tu","Nonmatching",1,615,1,0.615
"7129",49338547,19,"Mujer","Diestro","cuadrado","tu","Matching",5,528,1,0.528
"7130",49338547,19,"Mujer","Diestro","triangulo","tu","Nonmatching",1,748,1,0.748
"7131",49338547,19,"Mujer","Diestro","cuadrado","tu","Matching",5,518,1,0.518
"7132",49338547,19,"Mujer","Diestro","triangulo","tu","Nonmatching",1,832,1,0.832
"7133",49338547,19,"Mujer","Diestro","triangulo","tu","Nonmatching",5,447,0,0.447
"7134",49338547,19,"Mujer","Diestro","cuadrado","tu","Matching",5,404,1,0.404
"7135",49338547,19,"Mujer","Diestro","circulo","tu","Nonmatching",5,363,0,0.363
"7136",49338547,19,"Mujer","Diestro","circulo","tu","Nonmatching",1,907,1,0.907
"7137",49338547,19,"Mujer","Diestro","cuadrado","tu","Matching",1,698,0,0.698
"7138",49338547,19,"Mujer","Diestro","triangulo","tu","Nonmatching",5,718,0,0.718
"7139",49338547,19,"Mujer","Diestro","circulo","tu","Nonmatching",1,529,1,0.529
"7140",49338547,19,"Mujer","Diestro","triangulo","tu","Nonmatching",1,640,1,0.64
"7141",49338547,19,"Mujer","Diestro","triangulo","tu","Nonmatching",1,795,1,0.795
"7142",49338547,19,"Mujer","Diestro","circulo","tu","Nonmatching",1,820,1,0.82
"7143",49338547,19,"Mujer","Diestro","circulo","tu","Nonmatching",1,593,1,0.593
"7144",49338547,19,"Mujer","Diestro","circulo","tu","Nonmatching",1,846,1,0.846
"7145",49338547,19,"Mujer","Diestro","cuadrado","tu","Matching",1,523,0,0.523
"7146",49338547,19,"Mujer","Diestro","cuadrado","tu","Matching",5,383,1,0.383
"7147",49338547,19,"Mujer","Diestro","triangulo","tu","Nonmatching",1,468,1,0.468
"7148",49338547,19,"Mujer","Diestro","cuadrado","tu","Matching",5,446,1,0.446
"7149",49338547,19,"Mujer","Diestro","cuadrado","tu","Matching",5,713,1,0.713
"7150",49338547,19,"Mujer","Diestro","cuadrado","tu","Matching",5,506,1,0.506
"7151",49338547,19,"Mujer","Diestro","cuadrado","tu","Matching",5,479,1,0.479
"7152",49338547,19,"Mujer","Diestro","cuadrado","tu","Matching",5,451,1,0.451
"7153",49338547,19,"Mujer","Diestro","cuadrado","tu","Matching",5,356,1,0.356
"7154",49338547,19,"Mujer","Diestro","cuadrado","tu","Matching",5,401,1,0.401
"7155",49338547,19,"Mujer","Diestro","cuadrado","tu","Matching",5,449,1,0.449
"7156",49338547,19,"Mujer","Diestro","triangulo","tu","Nonmatching",5,372,0,0.372
"7157",49338547,19,"Mujer","Diestro","triangulo","tu","Nonmatching",1,497,1,0.497
"7158",49338547,19,"Mujer","Diestro","cuadrado","tu","Matching",5,419,1,0.419
"7159",49338547,19,"Mujer","Diestro","cuadrado","tu","Matching",5,412,1,0.412
"7160",49338547,19,"Mujer","Diestro","triangulo","tu","Nonmatching",1,653,1,0.653
"7161",49338547,19,"Mujer","Diestro","cuadrado","tu","Matching",5,398,1,0.398
"7162",49338547,19,"Mujer","Diestro","triangulo","tu","Nonmatching",1,494,1,0.494
"7163",49338547,19,"Mujer","Diestro","cuadrado","tu","Matching",5,1023,1,1.023
"7164",49338547,19,"Mujer","Diestro","circulo","tu","Nonmatching",NA,0,0,0
"7165",49338547,19,"Mujer","Diestro","circulo","tu","Nonmatching",5,749,0,0.749
"7166",49338547,19,"Mujer","Diestro","circulo","tu","Nonmatching",1,651,1,0.651
"7167",49338547,19,"Mujer","Diestro","cuadrado","tu","Matching",5,367,1,0.367
"7168",49338547,19,"Mujer","Diestro","circulo","tu","Nonmatching",1,460,1,0.46
"7169",49338547,19,"Mujer","Diestro","triangulo","tu","Nonmatching",1,869,1,0.869
"7170",49338547,19,"Mujer","Diestro","cuadrado","tu","Matching",5,73,1,0.073
"7171",49338547,19,"Mujer","Diestro","cuadrado","tu","Matching",5,326,1,0.326
"7172",49338547,19,"Mujer","Diestro","triangulo","tu","Nonmatching",1,458,1,0.458
"7173",49338547,19,"Mujer","Diestro","triangulo","tu","Nonmatching",1,543,1,0.543
"7174",49338547,19,"Mujer","Diestro","circulo","tu","Nonmatching",1,516,1,0.516
"7175",49338547,19,"Mujer","Diestro","circulo","tu","Nonmatching",1,120,1,0.12
"7176",49338547,19,"Mujer","Diestro","cuadrado","tu","Matching",1,228,0,0.228
"7177",49338547,19,"Mujer","Diestro","circulo","tu","Nonmatching",5,525,0,0.525
"7178",49338547,19,"Mujer","Diestro","cuadrado","tu","Matching",1,481,0,0.481
"7179",49338547,19,"Mujer","Diestro","cuadrado","tu","Matching",5,352,1,0.352
"7180",49338547,19,"Mujer","Diestro","cuadrado","tu","Matching",5,358,1,0.358
"7181",49338547,19,"Mujer","Diestro","cuadrado","tu","Matching",5,320,1,0.32
"7182",49338547,19,"Mujer","Diestro","cuadrado","tu","Matching",5,374,1,0.374
"7183",49338547,19,"Mujer","Diestro","circulo","tu","Nonmatching",1,773,1,0.773
"7184",49338547,19,"Mujer","Diestro","triangulo","tu","Nonmatching",1,542,1,0.542
"7185",49338547,19,"Mujer","Diestro","circulo","tu","Nonmatching",1,580,1,0.58
"7186",49338547,19,"Mujer","Diestro","cuadrado","tu","Matching",5,401,1,0.401
"7187",49338547,19,"Mujer","Diestro","cuadrado","tu","Matching",5,437,1,0.437
"7188",49338547,19,"Mujer","Diestro","triangulo","tu","Nonmatching",1,610,1,0.61
"7189",49338547,19,"Mujer","Diestro","circulo","tu","Nonmatching",5,554,0,0.554
"7190",49338547,19,"Mujer","Diestro","cuadrado","tu","Matching",5,923,1,0.923
"7191",49338547,19,"Mujer","Diestro","cuadrado","tu","Matching",5,395,1,0.395
"7192",49338547,19,"Mujer","Diestro","cuadrado","tu","Matching",5,751,1,0.751
"7193",49338547,19,"Mujer","Diestro","triangulo","tu","Nonmatching",1,536,1,0.536
"7194",49338547,19,"Mujer","Diestro","cuadrado","tu","Matching",5,415,1,0.415
"7195",49338547,19,"Mujer","Diestro","triangulo","tu","Nonmatching",1,508,1,0.508
"7196",49338547,19,"Mujer","Diestro","cuadrado","tu","Matching",5,498,1,0.498
"7197",49338547,19,"Mujer","Diestro","circulo","tu","Nonmatching",1,580,1,0.58
"7198",49338547,19,"Mujer","Diestro","triangulo","tu","Nonmatching",1,487,1,0.487
"7199",49338547,19,"Mujer","Diestro","circulo","tu","Nonmatching",5,605,0,0.605
"7200",49338547,19,"Mujer","Diestro","cuadrado","tu","Matching",5,366,1,0.366
"7201",54809786,21,"Mujer","Diestro","cuadrado","amigo","Matching",1,498,0,0.498
"7202",54809786,21,"Mujer","Diestro","circulo","amigo","Nonmatching",1,604,1,0.604
"7203",54809786,21,"Mujer","Diestro","circulo","amigo","Nonmatching",NA,0,0,0
"7204",54809786,21,"Mujer","Diestro","triangulo","amigo","Nonmatching",1,824,1,0.824
"7205",54809786,21,"Mujer","Diestro","triangulo","amigo","Nonmatching",1,433,1,0.433
"7206",54809786,21,"Mujer","Diestro","cuadrado","amigo","Matching",5,675,1,0.675
"7207",54809786,21,"Mujer","Diestro","triangulo","amigo","Nonmatching",1,408,1,0.408
"7208",54809786,21,"Mujer","Diestro","cuadrado","amigo","Matching",5,615,1,0.615
"7209",54809786,21,"Mujer","Diestro","cuadrado","amigo","Matching",5,620,1,0.62
"7210",54809786,21,"Mujer","Diestro","cuadrado","amigo","Matching",1,494,0,0.494
"7211",54809786,21,"Mujer","Diestro","triangulo","amigo","Nonmatching",1,628,1,0.628
"7212",54809786,21,"Mujer","Diestro","circulo","amigo","Nonmatching",1,520,1,0.52
"7213",54809786,21,"Mujer","Diestro","cuadrado","amigo","Matching",5,377,1,0.377
"7214",54809786,21,"Mujer","Diestro","cuadrado","amigo","Matching",5,347,1,0.347
"7215",54809786,21,"Mujer","Diestro","cuadrado","amigo","Matching",5,415,1,0.415
"7216",54809786,21,"Mujer","Diestro","circulo","amigo","Nonmatching",1,656,1,0.656
"7217",54809786,21,"Mujer","Diestro","triangulo","amigo","Nonmatching",NA,0,0,0
"7218",54809786,21,"Mujer","Diestro","cuadrado","amigo","Matching",5,311,1,0.311
"7219",54809786,21,"Mujer","Diestro","cuadrado","amigo","Matching",NA,0,0,0
"7220",54809786,21,"Mujer","Diestro","cuadrado","amigo","Matching",5,403,1,0.403
"7221",54809786,21,"Mujer","Diestro","cuadrado","amigo","Matching",5,684,1,0.684
"7222",54809786,21,"Mujer","Diestro","cuadrado","amigo","Matching",5,540,1,0.54
"7223",54809786,21,"Mujer","Diestro","triangulo","amigo","Nonmatching",5,417,0,0.417
"7224",54809786,21,"Mujer","Diestro","circulo","amigo","Nonmatching",1,814,1,0.814
"7225",54809786,21,"Mujer","Diestro","cuadrado","amigo","Matching",5,819,1,0.819
"7226",54809786,21,"Mujer","Diestro","triangulo","amigo","Nonmatching",1,389,1,0.389
"7227",54809786,21,"Mujer","Diestro","circulo","amigo","Nonmatching",1,486,1,0.486
"7228",54809786,21,"Mujer","Diestro","cuadrado","amigo","Matching",5,876,1,0.876
"7229",54809786,21,"Mujer","Diestro","triangulo","amigo","Nonmatching",1,710,1,0.71
"7230",54809786,21,"Mujer","Diestro","cuadrado","amigo","Matching",5,701,1,0.701
"7231",54809786,21,"Mujer","Diestro","circulo","amigo","Nonmatching",1,809,1,0.809
"7232",54809786,21,"Mujer","Diestro","circulo","amigo","Nonmatching",1,411,1,0.411
"7233",54809786,21,"Mujer","Diestro","triangulo","amigo","Nonmatching",1,390,1,0.39
"7234",54809786,21,"Mujer","Diestro","circulo","amigo","Nonmatching",1,726,1,0.726
"7235",54809786,21,"Mujer","Diestro","cuadrado","amigo","Matching",5,686,1,0.686
"7236",54809786,21,"Mujer","Diestro","cuadrado","amigo","Matching",5,501,1,0.501
"7237",54809786,21,"Mujer","Diestro","cuadrado","amigo","Matching",5,797,1,0.797
"7238",54809786,21,"Mujer","Diestro","cuadrado","amigo","Matching",1,415,0,0.415
"7239",54809786,21,"Mujer","Diestro","cuadrado","amigo","Matching",5,654,1,0.654
"7240",54809786,21,"Mujer","Diestro","cuadrado","amigo","Matching",5,387,1,0.387
"7241",54809786,21,"Mujer","Diestro","cuadrado","amigo","Matching",5,625,1,0.625
"7242",54809786,21,"Mujer","Diestro","triangulo","amigo","Nonmatching",1,735,1,0.735
"7243",54809786,21,"Mujer","Diestro","circulo","amigo","Nonmatching",5,774,0,0.774
"7244",54809786,21,"Mujer","Diestro","circulo","amigo","Nonmatching",1,559,1,0.559
"7245",54809786,21,"Mujer","Diestro","cuadrado","amigo","Matching",5,540,1,0.54
"7246",54809786,21,"Mujer","Diestro","circulo","amigo","Nonmatching",1,545,1,0.545
"7247",54809786,21,"Mujer","Diestro","triangulo","amigo","Nonmatching",1,771,1,0.771
"7248",54809786,21,"Mujer","Diestro","triangulo","amigo","Nonmatching",1,656,1,0.656
"7249",54809786,21,"Mujer","Diestro","circulo","amigo","Nonmatching",NA,0,0,0
"7250",54809786,21,"Mujer","Diestro","circulo","amigo","Nonmatching",1,832,1,0.832
"7251",54809786,21,"Mujer","Diestro","cuadrado","amigo","Matching",5,840,1,0.84
"7252",54809786,21,"Mujer","Diestro","triangulo","amigo","Nonmatching",1,798,1,0.798
"7253",54809786,21,"Mujer","Diestro","cuadrado","amigo","Matching",5,233,1,0.233
"7254",54809786,21,"Mujer","Diestro","cuadrado","amigo","Matching",5,645,1,0.645
"7255",54809786,21,"Mujer","Diestro","cuadrado","amigo","Matching",5,421,1,0.421
"7256",54809786,21,"Mujer","Diestro","cuadrado","amigo","Matching",5,755,1,0.755
"7257",54809786,21,"Mujer","Diestro","cuadrado","amigo","Matching",5,676,1,0.676
"7258",54809786,21,"Mujer","Diestro","circulo","amigo","Nonmatching",1,482,1,0.482
"7259",54809786,21,"Mujer","Diestro","triangulo","amigo","Nonmatching",1,807,1,0.807
"7260",54809786,21,"Mujer","Diestro","triangulo","amigo","Nonmatching",1,504,1,0.504
"7261",54809786,21,"Mujer","Diestro","cuadrado","amigo","Matching",5,339,1,0.339
"7262",54809786,21,"Mujer","Diestro","triangulo","amigo","Nonmatching",1,573,1,0.573
"7263",54809786,21,"Mujer","Diestro","cuadrado","amigo","Matching",5,975,1,0.975
"7264",54809786,21,"Mujer","Diestro","circulo","amigo","Nonmatching",5,371,0,0.371
"7265",54809786,21,"Mujer","Diestro","triangulo","amigo","Nonmatching",NA,0,0,0
"7266",54809786,21,"Mujer","Diestro","circulo","amigo","Nonmatching",1,931,1,0.931
"7267",54809786,21,"Mujer","Diestro","circulo","amigo","Nonmatching",1,507,1,0.507
"7268",54809786,21,"Mujer","Diestro","circulo","amigo","Nonmatching",1,730,1,0.73
"7269",54809786,21,"Mujer","Diestro","triangulo","amigo","Nonmatching",1,519,1,0.519
"7270",54809786,21,"Mujer","Diestro","triangulo","amigo","Nonmatching",1,716,1,0.716
"7271",54809786,21,"Mujer","Diestro","cuadrado","amigo","Matching",5,766,1,0.766
"7272",54809786,21,"Mujer","Diestro","cuadrado","amigo","Matching",5,684,1,0.684
"7273",54809786,21,"Mujer","Diestro","cuadrado","amigo","Matching",5,367,1,0.367
"7274",54809786,21,"Mujer","Diestro","circulo","amigo","Nonmatching",1,679,1,0.679
"7275",54809786,21,"Mujer","Diestro","cuadrado","amigo","Matching",5,972,1,0.972
"7276",54809786,21,"Mujer","Diestro","cuadrado","amigo","Matching",5,675,1,0.675
"7277",54809786,21,"Mujer","Diestro","triangulo","amigo","Nonmatching",1,459,1,0.459
"7278",54809786,21,"Mujer","Diestro","cuadrado","amigo","Matching",5,510,1,0.51
"7279",54809786,21,"Mujer","Diestro","cuadrado","amigo","Matching",5,519,1,0.519
"7280",54809786,21,"Mujer","Diestro","cuadrado","amigo","Matching",5,776,1,0.776
"7281",54809786,21,"Mujer","Diestro","triangulo","extrano","Nonmatching",1,765,1,0.765
"7282",54809786,21,"Mujer","Diestro","cuadrado","extrano","Nonmatching",1,1005,1,1.005
"7283",54809786,21,"Mujer","Diestro","circulo","extrano","Matching",5,652,1,0.652
"7284",54809786,21,"Mujer","Diestro","circulo","extrano","Matching",5,922,1,0.922
"7285",54809786,21,"Mujer","Diestro","cuadrado","extrano","Nonmatching",1,594,1,0.594
"7286",54809786,21,"Mujer","Diestro","cuadrado","extrano","Nonmatching",1,628,1,0.628
"7287",54809786,21,"Mujer","Diestro","circulo","extrano","Matching",5,423,1,0.423
"7288",54809786,21,"Mujer","Diestro","cuadrado","extrano","Nonmatching",5,558,0,0.558
"7289",54809786,21,"Mujer","Diestro","circulo","extrano","Matching",5,563,1,0.563
"7290",54809786,21,"Mujer","Diestro","circulo","extrano","Matching",5,578,1,0.578
"7291",54809786,21,"Mujer","Diestro","triangulo","extrano","Nonmatching",1,437,1,0.437
"7292",54809786,21,"Mujer","Diestro","triangulo","extrano","Nonmatching",1,512,1,0.512
"7293",54809786,21,"Mujer","Diestro","circulo","extrano","Matching",5,268,1,0.268
"7294",54809786,21,"Mujer","Diestro","triangulo","extrano","Nonmatching",1,836,1,0.836
"7295",54809786,21,"Mujer","Diestro","circulo","extrano","Matching",1,312,0,0.312
"7296",54809786,21,"Mujer","Diestro","circulo","extrano","Matching",5,497,1,0.497
"7297",54809786,21,"Mujer","Diestro","triangulo","extrano","Nonmatching",1,499,1,0.499
"7298",54809786,21,"Mujer","Diestro","cuadrado","extrano","Nonmatching",1,483,1,0.483
"7299",54809786,21,"Mujer","Diestro","circulo","extrano","Matching",5,582,1,0.582
"7300",54809786,21,"Mujer","Diestro","cuadrado","extrano","Nonmatching",1,989,1,0.989
"7301",54809786,21,"Mujer","Diestro","circulo","extrano","Matching",5,582,1,0.582
"7302",54809786,21,"Mujer","Diestro","cuadrado","extrano","Nonmatching",1,685,1,0.685
"7303",54809786,21,"Mujer","Diestro","circulo","extrano","Matching",5,530,1,0.53
"7304",54809786,21,"Mujer","Diestro","circulo","extrano","Matching",5,493,1,0.493
"7305",54809786,21,"Mujer","Diestro","circulo","extrano","Matching",5,682,1,0.682
"7306",54809786,21,"Mujer","Diestro","circulo","extrano","Matching",5,420,1,0.42
"7307",54809786,21,"Mujer","Diestro","triangulo","extrano","Nonmatching",1,784,1,0.784
"7308",54809786,21,"Mujer","Diestro","triangulo","extrano","Nonmatching",1,699,1,0.699
"7309",54809786,21,"Mujer","Diestro","circulo","extrano","Matching",5,629,1,0.629
"7310",54809786,21,"Mujer","Diestro","cuadrado","extrano","Nonmatching",1,669,1,0.669
"7311",54809786,21,"Mujer","Diestro","triangulo","extrano","Nonmatching",1,524,1,0.524
"7312",54809786,21,"Mujer","Diestro","circulo","extrano","Matching",5,768,1,0.768
"7313",54809786,21,"Mujer","Diestro","circulo","extrano","Matching",5,424,1,0.424
"7314",54809786,21,"Mujer","Diestro","circulo","extrano","Matching",5,527,1,0.527
"7315",54809786,21,"Mujer","Diestro","triangulo","extrano","Nonmatching",1,720,1,0.72
"7316",54809786,21,"Mujer","Diestro","cuadrado","extrano","Nonmatching",1,754,1,0.754
"7317",54809786,21,"Mujer","Diestro","circulo","extrano","Matching",5,732,1,0.732
"7318",54809786,21,"Mujer","Diestro","circulo","extrano","Matching",5,404,1,0.404
"7319",54809786,21,"Mujer","Diestro","circulo","extrano","Matching",5,447,1,0.447
"7320",54809786,21,"Mujer","Diestro","cuadrado","extrano","Nonmatching",1,564,1,0.564
"7321",54809786,21,"Mujer","Diestro","circulo","extrano","Matching",5,434,1,0.434
"7322",54809786,21,"Mujer","Diestro","triangulo","extrano","Nonmatching",1,698,1,0.698
"7323",54809786,21,"Mujer","Diestro","cuadrado","extrano","Nonmatching",1,915,1,0.915
"7324",54809786,21,"Mujer","Diestro","triangulo","extrano","Nonmatching",1,573,1,0.573
"7325",54809786,21,"Mujer","Diestro","triangulo","extrano","Nonmatching",1,499,1,0.499
"7326",54809786,21,"Mujer","Diestro","circulo","extrano","Matching",5,607,1,0.607
"7327",54809786,21,"Mujer","Diestro","circulo","extrano","Matching",5,489,1,0.489
"7328",54809786,21,"Mujer","Diestro","cuadrado","extrano","Nonmatching",1,679,1,0.679
"7329",54809786,21,"Mujer","Diestro","cuadrado","extrano","Nonmatching",1,677,1,0.677
"7330",54809786,21,"Mujer","Diestro","cuadrado","extrano","Nonmatching",1,500,1,0.5
"7331",54809786,21,"Mujer","Diestro","circulo","extrano","Matching",5,522,1,0.522
"7332",54809786,21,"Mujer","Diestro","circulo","extrano","Matching",5,442,1,0.442
"7333",54809786,21,"Mujer","Diestro","triangulo","extrano","Nonmatching",1,633,1,0.633
"7334",54809786,21,"Mujer","Diestro","circulo","extrano","Matching",5,591,1,0.591
"7335",54809786,21,"Mujer","Diestro","triangulo","extrano","Nonmatching",1,1022,1,1.022
"7336",54809786,21,"Mujer","Diestro","cuadrado","extrano","Nonmatching",1,973,1,0.973
"7337",54809786,21,"Mujer","Diestro","circulo","extrano","Matching",5,691,1,0.691
"7338",54809786,21,"Mujer","Diestro","circulo","extrano","Matching",5,550,1,0.55
"7339",54809786,21,"Mujer","Diestro","circulo","extrano","Matching",5,504,1,0.504
"7340",54809786,21,"Mujer","Diestro","circulo","extrano","Matching",5,575,1,0.575
"7341",54809786,21,"Mujer","Diestro","circulo","extrano","Matching",5,1005,1,1.005
"7342",54809786,21,"Mujer","Diestro","triangulo","extrano","Nonmatching",1,617,1,0.617
"7343",54809786,21,"Mujer","Diestro","triangulo","extrano","Nonmatching",1,568,1,0.568
"7344",54809786,21,"Mujer","Diestro","cuadrado","extrano","Nonmatching",1,914,1,0.914
"7345",54809786,21,"Mujer","Diestro","circulo","extrano","Matching",1,513,0,0.513
"7346",54809786,21,"Mujer","Diestro","circulo","extrano","Matching",5,693,1,0.693
"7347",54809786,21,"Mujer","Diestro","circulo","extrano","Matching",5,490,1,0.49
"7348",54809786,21,"Mujer","Diestro","circulo","extrano","Matching",5,419,1,0.419
"7349",54809786,21,"Mujer","Diestro","triangulo","extrano","Nonmatching",1,696,1,0.696
"7350",54809786,21,"Mujer","Diestro","cuadrado","extrano","Nonmatching",1,608,1,0.608
"7351",54809786,21,"Mujer","Diestro","circulo","extrano","Matching",5,430,1,0.43
"7352",54809786,21,"Mujer","Diestro","cuadrado","extrano","Nonmatching",1,663,1,0.663
"7353",54809786,21,"Mujer","Diestro","circulo","extrano","Matching",5,397,1,0.397
"7354",54809786,21,"Mujer","Diestro","triangulo","extrano","Nonmatching",1,439,1,0.439
"7355",54809786,21,"Mujer","Diestro","cuadrado","extrano","Nonmatching",1,568,1,0.568
"7356",54809786,21,"Mujer","Diestro","triangulo","extrano","Nonmatching",NA,0,0,0
"7357",54809786,21,"Mujer","Diestro","cuadrado","extrano","Nonmatching",5,455,0,0.455
"7358",54809786,21,"Mujer","Diestro","circulo","extrano","Matching",5,606,1,0.606
"7359",54809786,21,"Mujer","Diestro","circulo","extrano","Matching",5,511,1,0.511
"7360",54809786,21,"Mujer","Diestro","triangulo","extrano","Nonmatching",1,641,1,0.641
"7361",54809786,21,"Mujer","Diestro","triangulo","tu","Matching",5,583,1,0.583
"7362",54809786,21,"Mujer","Diestro","triangulo","tu","Matching",5,339,1,0.339
"7363",54809786,21,"Mujer","Diestro","triangulo","tu","Matching",5,403,1,0.403
"7364",54809786,21,"Mujer","Diestro","circulo","tu","Nonmatching",1,583,1,0.583
"7365",54809786,21,"Mujer","Diestro","cuadrado","tu","Nonmatching",1,428,1,0.428
"7366",54809786,21,"Mujer","Diestro","triangulo","tu","Matching",5,613,1,0.613
"7367",54809786,21,"Mujer","Diestro","circulo","tu","Nonmatching",1,588,1,0.588
"7368",54809786,21,"Mujer","Diestro","circulo","tu","Nonmatching",1,517,1,0.517
"7369",54809786,21,"Mujer","Diestro","cuadrado","tu","Nonmatching",1,565,1,0.565
"7370",54809786,21,"Mujer","Diestro","cuadrado","tu","Nonmatching",1,597,1,0.597
"7371",54809786,21,"Mujer","Diestro","triangulo","tu","Matching",5,434,1,0.434
"7372",54809786,21,"Mujer","Diestro","circulo","tu","Nonmatching",1,476,1,0.476
"7373",54809786,21,"Mujer","Diestro","triangulo","tu","Matching",5,477,1,0.477
"7374",54809786,21,"Mujer","Diestro","triangulo","tu","Matching",5,515,1,0.515
"7375",54809786,21,"Mujer","Diestro","cuadrado","tu","Nonmatching",1,372,1,0.372
"7376",54809786,21,"Mujer","Diestro","triangulo","tu","Matching",5,515,1,0.515
"7377",54809786,21,"Mujer","Diestro","circulo","tu","Nonmatching",1,459,1,0.459
"7378",54809786,21,"Mujer","Diestro","triangulo","tu","Matching",5,406,1,0.406
"7379",54809786,21,"Mujer","Diestro","triangulo","tu","Matching",5,500,1,0.5
"7380",54809786,21,"Mujer","Diestro","triangulo","tu","Matching",5,513,1,0.513
"7381",54809786,21,"Mujer","Diestro","triangulo","tu","Matching",5,351,1,0.351
"7382",54809786,21,"Mujer","Diestro","cuadrado","tu","Nonmatching",1,444,1,0.444
"7383",54809786,21,"Mujer","Diestro","triangulo","tu","Matching",5,588,1,0.588
"7384",54809786,21,"Mujer","Diestro","triangulo","tu","Matching",5,370,1,0.37
