"","Participant","SelfD","SelfB","SelfA","SelfBPPD","SelfC","TheyD","TheyB","TheyA","TheyBPPD","TheyC","WeD","WeB","WeA","WeBPPD","WeC","YouD","YouB","YouA","YouBPPD","YouC"
"14",14,2.50334350903876,0.187437118448007,0.918956043956044,-0.76271186440678,-0.668830247248165,1.80207579134248,0.706339046087364,0.890841013824885,-0.182058047493404,-0.192921919923645,2.71324590332097,0.209776022603414,0.951388888888889,-1,-0.575589140137775,2.87772291247375,1.10212260100147,0.970588235294118,2.64494308807758e-16,0.0337898959272411
"15",15,2.43127602050407,1.29040890420962,0.94625946969697,0.127753303964758,0.104866393615248,1.21162365135394,0.885363526517004,0.821785714285714,-0.102204408817635,-0.100490737163118,1.59451005418205,1.49831245093265,0.871277915632754,0.253012048192771,0.253582246792204,1.21756825285516,1.18741777862878,0.821785714285714,0.102204408817635,0.141085327313073
"16",16,3.24100640563483,0.378212894448694,0.970995670995671,-0.477611940298507,-0.299998798950133,2.97940266572922,2.17619649356089,0.963616071428571,0.570552147239264,0.26098473838756,2.53605682599036,0.416538469789219,0.948809523809524,-0.674418604651163,-0.345329981657122,2.26947933788837,1.05590160037683,0.9375,2.10768902331182e-16,0.0239680523074005
"17",17,4.14857487102266,1.80292473803814,1,NA,0.14207534371307,2.56546549621719,0.758495409275754,0.94625946969697,-0.127753303964757,-0.107745956042504,2.90615750635366,1.14971773441151,0.970588235294118,2.64494308807758e-16,0.048007192867196,2.72980254052107,1.45028091758536,0.954963235294118,0.306122448979592,0.136184675783487
"18",18,2.34614609066261,0.580246416892841,0.93921568627451,-0.451612903225806,-0.231998514978328,1.51853607299774,1.5569961260218,0.861290322580645,0.27906976744186,0.29156923738436,2.15494101405029,0.493633990674661,0.923319327731092,-0.534246575342466,-0.327601053284489,1.8641771841661,2.06282395152201,0.89539627039627,0.448467966573816,0.38841581178423
"19",19,3.36404446590447,1.25984437980032,0.985714285714286,2.56937328556108e-16,0.0686638382999334,2.86145768788896,2.49813403671318,0.963616071428571,0.570552147239264,0.319957227307692,2.32776999164769,0.570394616980032,0.93921568627451,-0.451612903225806,-0.241186564485787,1.89833235589555,2.02369160196269,0.886666666666667,0.470588235294118,0.371338225919508
"20",20,3.36404446590447,1.25984437980032,0.985714285714286,2.56937328556108e-16,0.0686638382999334,2.29710459735089,1.48437227338295,0.929545454545455,0.290322580645161,0.171952105191835,3.33815104227937,1.25915508759499,0.978361344537815,0.320388349514563,0.0690325056339266,2.45590883419286,0.647275310329852,0.947106261859582,-0.390134529147982,-0.177117143213203
"21",21,3.43329803784228,0.477069891798739,0.986111111111111,-1,-0.215563072877117,2.90615750635366,1.14971773441151,0.970588235294118,2.64494308807758e-16,0.048007192867196,3.25271649566554,0.369776746412786,0.979166666666667,-1,-0.305853843965489,4.14857487102266,1.80292473803814,1,NA,0.14207534371307
"22",22,3.10046634767798,0.822244384949203,0.978361344537815,-0.320388349514563,-0.0631252208133124,3.1551770961013,7.50407212935898,0.944444444444444,1,0.638774231173748,3.33847177169129,1.20507936400896,0.985714285714286,2.56937328556108e-16,0.0558774911933406,3.11444434069633,0.839597099139636,0.978361344537815,-0.320388349514563,-0.056136224304139
"23",23,1.53246929933505,0.480536024216322,0.859848484848485,-0.513513513513513,-0.478217137103887,0.799914978673789,0.947254680106055,0.750434782608696,-0.0418118466898954,-0.0677413097776138,1.10387360325611,1.00916417122773,0.807692307692308,0,0.0082640213292331,1.14420498584148,1.22556485383039,0.80952380952381,0.125,0.177766960819916
"24",24,3.65732546883724,0.684741624745697,0.993055555555556,-1,-0.103549357379637,1.57717301014349,1.47148385454657,0.871277915632754,0.253012048192771,0.244913724772926,3.41932004482394,0.467209855967591,0.986111111111111,-1,-0.22255206938629,2.43127602050407,1.29040890420962,0.94625946969697,0.127753303964758,0.104866393615248
"25",25,2.58005835237572,0.743180697452933,0.954963235294118,-0.306122448979592,-0.115042384121771,2.91868745738343,0.637933856766021,0.970995670995671,-0.477611940298507,-0.15401466596059,3.10719888386435,0.308379286766643,0.972222222222222,-1,-0.378612649866084,3.1557576315618,1.72519107979219,0.978361344537815,0.320388349514563,0.172807255471268
"26",26,3.36404446590447,1.25984437980032,0.985714285714286,2.56937328556108e-16,0.0686638382999334,2.16944467527584,1.21631249922962,0.928679435483871,0.0954063604240281,0.0902644544281686,3.68289816305043,0.715859812486833,0.993055555555556,-1,-0.0907630102730447,4.14857487102266,1.80292473803814,1,NA,0.14207534371307
"27",27,3.8297211738767,3.17297403597732,0.993055555555556,1,0.301502192286048,3.43329803784228,0.477069891798739,0.986111111111111,-1,-0.215563072877117,4.14857487102266,1.80292473803814,1,NA,0.14207534371307,3.68289816305043,0.715859812486833,0.993055555555556,-1,-0.0907630102730447
"28",28,4.14857487102266,1.80292473803814,1,NA,0.14207534371307,2.05184614698976,0.840216101682763,0.919791666666667,-0.168831168831169,-0.0848485431419047,2.45497962822522,0.387786827346636,0.941379310344828,-0.705882352941176,-0.385868580539694,2.61185756268081,1.66482950125857,0.954963235294118,0.306122448979592,0.19515716470362
