"Subject","Age","Handedness","Gender","Response","Symmetry","Matching","Origin_Identity","English_Identity","Standarlized_Identity","RT_ms","RT_sec","ACC"
4,21,"left","f","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",285,0.285,1
4,21,"left","f","l","Symmetry","Nonmatching","self-related","Self","Self",271,0.271,1
4,21,"left","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",269.67,0.26967,0
4,21,"left","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1.01,0.00101,0
4,21,"left","f","a","Symmetry","Nonmatching","self-related","Self","Self",321.54,0.32154,0
4,21,"left","f","missed","Symmetry","Nonmatching","self-related","Self","Self",NA,NA,NA
4,21,"left","f","l","Symmetry","Matching","self-related","Self","Self",342.1,0.3421,0
4,21,"left","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",1169.97,1.16997,1
4,21,"left","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",275.305,0.275305,1
4,21,"left","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",276.655,0.276655,1
4,21,"left","f","a","Symmetry","Nonmatching","self-related","Self","Self",229.72,0.22972,0
4,21,"left","f","l","Symmetry","Matching","self-related","Self","Self",0.97,0.00097,0
4,21,"left","f","l","Symmetry","Matching","self-related","Self","Self",361.005,0.361005,0
4,21,"left","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",354.9,0.3549,1
4,21,"left","f","a","Symmetry","Matching","self-related","Self","Self",319.765,0.319765,1
4,21,"left","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",322.43,0.32243,1
4,21,"left","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",371.88,0.37188,0
4,21,"left","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",1125.53,1.12553,1
4,21,"left","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",240.245,0.240245,1
4,21,"left","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",231.735,0.231735,0
4,21,"left","f","l","Symmetry","Matching","self-related","Self","Self",72.195,0.072195,0
4,21,"left","f","l","Symmetry","Matching","self-related","Self","Self",1020.505,1.020505,0
4,21,"left","f","l","Symmetry","Matching","self-related","Self","Self",325.545,0.325545,0
4,21,"left","f","a","Symmetry","Matching","self-related","Self","Self",320.575,0.320575,1
4,21,"left","f","a","Symmetry","Nonmatching","self-related","Self","Self",53.225,0.053225,0
4,21,"left","f","l","Symmetry","Matching","self-related","Self","Self",1405.075,1.405075,0
4,21,"left","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",386.94,0.38694,1
4,21,"left","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",0.97,0.00097,1
4,21,"left","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",371.975,0.371975,0
4,21,"left","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",0.995,0.000995,0
4,21,"left","f","missed","Symmetry","Nonmatching","self-related","Self","Self",NA,NA,NA
4,21,"left","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",569.715,0.569715,0
4,21,"left","f","l","Symmetry","Nonmatching","self-related","Self","Self",452.61,0.45261,1
4,21,"left","f","l","Symmetry","Matching","self-related","Self","Self",260.11,0.26011,0
4,21,"left","f","a","Symmetry","Nonmatching","self-related","Self","Self",260.01,0.26001,0
4,21,"left","f","a","Symmetry","Matching","self-related","Self","Self",312.4,0.3124,1
4,21,"left","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",353.455,0.353455,1
4,21,"left","f","a","Symmetry","Matching","self-related","Self","Self",525.025,0.525025,1
4,21,"left","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",403.525,0.403525,1
4,21,"left","f","a","Symmetry","Nonmatching","self-related","Self","Self",290.405,0.290405,0
4,21,"left","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",623.19,0.62319,0
4,21,"left","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",721.36,0.72136,1
4,21,"left","f","missed","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",NA,NA,NA
4,21,"left","f","missed","Symmetry","Matching","self-related","Self","Self",NA,NA,NA
4,21,"left","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",576.255,0.576255,0
4,21,"left","f","missed","Symmetry","Matching","stranger-related","Stranger","Stranger",NA,NA,NA
4,21,"left","f","a","Symmetry","Matching","self-related","Self","Self",390.6,0.3906,1
4,21,"left","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",406.92,0.40692,0
4,21,"left","f","a","Symmetry","Matching","self-related","Self","Self",370.22,0.37022,1
4,21,"left","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",210.45,0.21045,0
4,21,"left","f","a","Symmetry","Matching","self-related","Self","Self",335.825,0.335825,1
4,21,"left","f","a","Symmetry","Matching","self-related","Self","Self",237.305,0.237305,1
4,21,"left","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",252.795,0.252795,1
4,21,"left","f","a","Symmetry","Nonmatching","self-related","Self","Self",256.79,0.25679,0
4,21,"left","f","l","Symmetry","Matching","self-related","Self","Self",110.07,0.11007,0
4,21,"left","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",326.565,0.326565,0
4,21,"left","f","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",204.4,0.2044,1
4,21,"left","f","missed","Symmetry","Matching","self-related","Self","Self",NA,NA,NA
4,21,"left","f","l","Symmetry","Matching","self-related","Self","Self",1012.67,1.01267,0
4,21,"left","f","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",403.435,0.403435,1
4,21,"left","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",670.35,0.67035,0
4,21,"left","f","l","Symmetry","Matching","self-related","Self","Self",754.1,0.7541,0
4,21,"left","f","a","Symmetry","Matching","self-related","Self","Self",537.79,0.53779,1
4,21,"left","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",369.135,0.369135,1
4,21,"left","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",307.565,0.307565,1
4,21,"left","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",304.805,0.304805,1
4,21,"left","f","a","Symmetry","Matching","self-related","Self","Self",327.025,0.327025,1
4,21,"left","f","a","Symmetry","Matching","self-related","Self","Self",374.91,0.37491,1
4,21,"left","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",371.295,0.371295,0
4,21,"left","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",470.995,0.470995,0
4,21,"left","f","a","Symmetry","Nonmatching","self-related","Self","Self",466.96,0.46696,0
4,21,"left","f","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",314.02,0.31402,1
4,21,"left","f","l","Symmetry","Nonmatching","self-related","Self","Self",369.11,0.36911,1
4,21,"left","f","l","Symmetry","Nonmatching","self-related","Self","Self",952.805,0.952805,1
4,21,"left","f","l","Symmetry","Matching","self-related","Self","Self",725.735,0.725735,0
4,21,"left","f","l","Symmetry","Nonmatching","self-related","Self","Self",805.41,0.80541,1
4,21,"left","f","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",784.805,0.784805,1
4,21,"left","f","l","Symmetry","Matching","self-related","Self","Self",1493.365,1.493365,0
4,21,"left","f","l","Symmetry","Matching","self-related","Self","Self",685.455,0.685455,0
4,21,"left","f","missed","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",NA,NA,NA
4,21,"left","f","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",541.9,0.5419,1
4,21,"left","f","missed","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",NA,NA,NA
4,21,"left","f","l","Symmetry","Nonmatching","self-related","Self","Self",71.66,0.07166,1
4,21,"left","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",159.78,0.15978,0
4,21,"left","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",786.955,0.786955,1
4,21,"left","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",436.915,0.436915,1
4,21,"left","f","a","Symmetry","Matching","self-related","Self","Self",321.565,0.321565,1
4,21,"left","f","a","Symmetry","Matching","self-related","Self","Self",44.5,0.0445,1
4,21,"left","f","a","Symmetry","Matching","self-related","Self","Self",144.76,0.14476,1
4,21,"left","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",120.98,0.12098,1
4,21,"left","f","a","Symmetry","Matching","self-related","Self","Self",75.6,0.0756,1
4,21,"left","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",402.26,0.40226,0
4,21,"left","f","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",238.855,0.238855,1
4,21,"left","f","a","Symmetry","Matching","self-related","Self","Self",303.79,0.30379,1
4,21,"left","f","missed","Symmetry","Nonmatching","self-related","Self","Self",NA,NA,NA
4,21,"left","f","a","Symmetry","Nonmatching","self-related","Self","Self",401.98,0.40198,0
4,21,"left","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",54.125,0.054125,1
4,21,"left","f","missed","Symmetry","Nonmatching","self-related","Self","Self",NA,NA,NA
4,21,"left","f","a","Symmetry","Nonmatching","self-related","Self","Self",726.695,0.726695,0
4,21,"left","f","a","Symmetry","Nonmatching","self-related","Self","Self",218.415,0.218415,0
4,21,"left","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",303.96,0.30396,1
4,21,"left","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",294.675,0.294675,1
4,21,"left","f","a","Symmetry","Nonmatching","self-related","Self","Self",388.84,0.38884,0
4,21,"left","f","missed","Symmetry","Nonmatching","self-related","Self","Self",NA,NA,NA
4,21,"left","f","l","Symmetry","Nonmatching","self-related","Self","Self",986.155,0.986155,1
4,21,"left","f","l","Symmetry","Nonmatching","self-related","Self","Self",341.16,0.34116,1
5,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",569.75,0.56975,1
5,21,"right","f","l","Symmetry","Nonmatching","self-related","Self","Self",459.13,0.45913,0
5,21,"right","f","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",652.055,0.652055,0
5,21,"right","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",725.01,0.72501,0
5,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",827.765,0.827765,1
5,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",589.965,0.589965,1
5,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",822.355,0.822355,1
5,21,"right","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",871.915,0.871915,0
5,21,"right","f","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",887.045,0.887045,0
5,21,"right","f","l","Symmetry","Nonmatching","self-related","Self","Self",607.075,0.607075,0
5,21,"right","f","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1008.65,1.00865,0
5,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",1211.06,1.21106,1
5,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",910.75,0.91075,1
5,21,"right","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",627.48,0.62748,0
5,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",937.46,0.93746,1
5,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",579.055,0.579055,1
5,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",721.375,0.721375,1
5,21,"right","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",742.5,0.7425,0
5,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",956.525,0.956525,1
5,21,"right","f","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",646.52,0.64652,0
5,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",711.9,0.7119,1
5,21,"right","f","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",607.72,0.60772,0
5,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",1226.785,1.226785,1
5,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",617.685,0.617685,1
5,21,"right","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",710.225,0.710225,0
5,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",838.82,0.83882,1
5,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",964.38,0.96438,1
5,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",1147.985,1.147985,1
5,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",884.995,0.884995,1
5,21,"right","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",790.615,0.790615,0
5,21,"right","f","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",858.085,0.858085,0
5,21,"right","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",641.175,0.641175,0
5,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1088.605,1.088605,1
5,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",619.4,0.6194,1
5,21,"right","f","a","Symmetry","Matching","self-related","Self","Self",560.615,0.560615,0
5,21,"right","f","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",727.875,0.727875,0
5,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",792.445,0.792445,1
5,21,"right","f","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1475.765,1.475765,0
5,21,"right","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",782.655,0.782655,0
5,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",639.09,0.63909,1
5,21,"right","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",820,0.82,0
5,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",926,0.926,1
5,21,"right","f","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",922.05,0.92205,0
5,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",572.255,0.572255,1
5,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",981.925,0.981925,1
5,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",930.895,0.930895,1
5,21,"right","f","l","Symmetry","Nonmatching","self-related","Self","Self",640.06,0.64006,0
5,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",652.435,0.652435,1
5,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",961.72,0.96172,1
5,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",877.755,0.877755,1
5,21,"right","f","l","Symmetry","Nonmatching","self-related","Self","Self",651.105,0.651105,0
5,21,"right","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",745.99,0.74599,0
5,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",880.825,0.880825,1
5,21,"right","f","l","Symmetry","Nonmatching","self-related","Self","Self",977.535,0.977535,0
5,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",1205.45,1.20545,1
5,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",725.42,0.72542,1
5,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",892.08,0.89208,1
5,21,"right","f","a","Symmetry","Matching","self-related","Self","Self",910.11,0.91011,0
5,21,"right","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",1252.595,1.252595,0
5,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",757.475,0.757475,1
5,21,"right","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",649.925,0.649925,0
5,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1038.415,1.038415,1
5,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",1052.31,1.05231,1
5,21,"right","f","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",728.4,0.7284,0
5,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",823.635,0.823635,1
5,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",741.335,0.741335,1
5,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",727.735,0.727735,1
5,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",797.275,0.797275,1
5,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",733.64,0.73364,1
5,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",873.755,0.873755,1
5,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",743.535,0.743535,1
5,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",824.67,0.82467,1
5,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",1275.515,1.275515,1
5,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",923.84,0.92384,1
5,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",807.905,0.807905,1
5,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",678.205,0.678205,1
5,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",642.94,0.64294,1
5,21,"right","f","l","Symmetry","Nonmatching","self-related","Self","Self",835.765,0.835765,0
5,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",844.775,0.844775,1
5,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",960.525,0.960525,1
5,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",679.11,0.67911,1
5,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",824.75,0.82475,1
5,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",1017.945,1.017945,1
5,21,"right","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",988.11,0.98811,0
5,21,"right","f","l","Symmetry","Nonmatching","self-related","Self","Self",620.075,0.620075,0
5,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",841.93,0.84193,1
5,21,"right","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",1088.195,1.088195,0
5,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",991.405,0.991405,1
5,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",944.075,0.944075,1
5,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",1056.195,1.056195,1
5,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1010.095,1.010095,1
5,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",950.895,0.950895,1
5,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1425.18,1.42518,1
5,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",947.99,0.94799,1
5,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",776.455,0.776455,1
5,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",829.26,0.82926,1
5,21,"right","f","a","Symmetry","Matching","self-related","Self","Self",731.47,0.73147,0
5,21,"right","f","l","Symmetry","Nonmatching","self-related","Self","Self",1058.24,1.05824,0
5,21,"right","f","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",768.195,0.768195,0
5,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",1027.305,1.027305,1
5,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",1051.095,1.051095,1
5,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1155.15,1.15515,1
5,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",1137.97,1.13797,1
5,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1488.35,1.48835,1
5,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",1078,1.078,1
5,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",997.49,0.99749,1
5,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",775.4,0.7754,1
5,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",915.54,0.91554,1
5,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",982.445,0.982445,1
5,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",1061.305,1.061305,1
5,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",729.7,0.7297,1
5,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",987.73,0.98773,1
5,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",924.92,0.92492,1
5,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",951.27,0.95127,1
5,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",871.87,0.87187,1
5,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",691.885,0.691885,1
5,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1077.005,1.077005,1
5,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",1181.77,1.18177,1
5,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",860.42,0.86042,1
5,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",1184.43,1.18443,1
5,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",1103.75,1.10375,1
5,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",1317.87,1.31787,1
5,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1072.57,1.07257,1
5,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",976.245,0.976245,1
5,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",787.545,0.787545,1
5,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",675.42,0.67542,1
5,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1193.22,1.19322,1
5,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",809.355,0.809355,1
5,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",707.675,0.707675,1
5,21,"right","f","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",683.31,0.68331,0
5,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",1438.345,1.438345,1
5,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",994.035,0.994035,1
5,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",802.24,0.80224,1
5,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",729.84,0.72984,1
5,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",957.405,0.957405,1
5,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",840.58,0.84058,1
5,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",728.805,0.728805,1
5,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",722.26,0.72226,1
5,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",928.495,0.928495,1
5,21,"right","f","a","Symmetry","Matching","self-related","Self","Self",693.25,0.69325,0
5,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",746.665,0.746665,1
5,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",980.56,0.98056,1
5,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",842.87,0.84287,1
5,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",786.89,0.78689,1
5,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",1492.865,1.492865,1
5,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",602.55,0.60255,1
5,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",857.305,0.857305,1
5,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",811.735,0.811735,1
5,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",942.155,0.942155,1
5,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",537.48,0.53748,1
5,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",612.365,0.612365,1
5,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",572.375,0.572375,1
5,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",638.975,0.638975,1
5,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",940.595,0.940595,1
5,21,"right","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",826.46,0.82646,0
5,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",831.8,0.8318,1
5,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",658.92,0.65892,1
5,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",728.485,0.728485,1
5,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",956.29,0.95629,1
5,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",656.645,0.656645,1
5,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",663.835,0.663835,1
5,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",768.195,0.768195,1
5,21,"right","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",575.795,0.575795,0
5,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",808.485,0.808485,1
5,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1059.24,1.05924,1
5,21,"right","f","missed","Symmetry","Nonmatching","self-related","Self","Self",NA,NA,NA
5,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",822.02,0.82202,1
5,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",749.175,0.749175,1
5,21,"right","f","a","Symmetry","Matching","self-related","Self","Self",622.63,0.62263,0
5,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",1072.93,1.07293,1
5,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",890.935,0.890935,1
5,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",851.855,0.851855,1
5,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",793.955,0.793955,1
5,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",577.03,0.57703,1
5,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",561.17,0.56117,1
5,21,"right","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",559.41,0.55941,0
5,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",939.04,0.93904,1
5,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",719.035,0.719035,1
5,21,"right","f","l","Symmetry","Nonmatching","self-related","Self","Self",674.535,0.674535,0
5,21,"right","f","missed","Symmetry","Matching","stranger-related","Stranger","Stranger",NA,NA,NA
5,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",666.43,0.66643,1
5,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",653.475,0.653475,1
5,21,"right","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",656.99,0.65699,0
5,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",791.065,0.791065,1
5,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",1061.095,1.061095,1
5,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",532.47,0.53247,1
5,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",693.58,0.69358,1
5,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",775.17,0.77517,1
5,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1131.59,1.13159,1
5,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",589.39,0.58939,1
5,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",1124.01,1.12401,1
5,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",901.28,0.90128,1
5,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",660.725,0.660725,1
