"Subject","Age","Handedness","Gender","Response","Symmetry","Matching","Origin_Identity","English_Identity","Standarlized_Identity","RT_ms","RT_sec","ACC"
29,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1018.51,1.01851,1
29,21,"right","f","l","Symmetry","Nonmatching","self-related","Self","Self",796.64,0.79664,0
29,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",850.855,0.850855,1
29,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",831.395,0.831395,1
29,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1281.87,1.28187,1
29,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",777.415,0.777415,1
29,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",836.54,0.83654,1
29,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",1108.06,1.10806,1
29,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",964.735,0.964735,1
29,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",769.345,0.769345,1
29,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",794.54,0.79454,1
29,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",880.485,0.880485,1
29,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",863.57,0.86357,1
29,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",724.925,0.724925,1
29,21,"right","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",683.86,0.68386,0
29,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",846.525,0.846525,1
29,21,"right","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",700.355,0.700355,0
29,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",880.065,0.880065,1
29,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1089.66,1.08966,1
29,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",1357.89,1.35789,1
29,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",1226.68,1.22668,1
29,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",844.29,0.84429,1
29,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",744.585,0.744585,1
29,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",801.62,0.80162,1
29,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",774.435,0.774435,1
29,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",848.69,0.84869,1
29,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",775.655,0.775655,1
29,21,"right","f","l","Symmetry","Nonmatching","self-related","Self","Self",860.385,0.860385,0
29,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1062.31,1.06231,1
29,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",823.78,0.82378,1
29,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",751.275,0.751275,1
29,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",708.18,0.70818,1
29,21,"right","f","l","Symmetry","Nonmatching","self-related","Self","Self",927.715,0.927715,0
29,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",858.705,0.858705,1
29,21,"right","f","l","Symmetry","Nonmatching","self-related","Self","Self",967.785,0.967785,0
29,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",792.46,0.79246,1
29,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",1097.095,1.097095,1
29,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",627.315,0.627315,1
29,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",623.41,0.62341,1
29,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",774.705,0.774705,1
29,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",726.32,0.72632,1
29,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",641.025,0.641025,1
29,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",639.925,0.639925,1
29,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",841.055,0.841055,1
29,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",843.145,0.843145,1
29,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",966.37,0.96637,1
29,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",943.545,0.943545,1
29,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",800.68,0.80068,1
29,21,"right","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",550.33,0.55033,0
29,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1007.25,1.00725,1
29,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",765.725,0.765725,1
29,21,"right","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",862.715,0.862715,0
29,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",1074.575,1.074575,1
29,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",663.095,0.663095,1
29,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",818.095,0.818095,1
29,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",679.565,0.679565,1
29,21,"right","f","a","Symmetry","Matching","self-related","Self","Self",592.925,0.592925,0
29,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",945.875,0.945875,1
29,21,"right","f","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1165.445,1.165445,0
29,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",622.38,0.62238,1
29,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",818.665,0.818665,1
29,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",986.69,0.98669,1
29,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",700.625,0.700625,1
29,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",702.985,0.702985,1
29,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",693.805,0.693805,1
29,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",675.05,0.67505,1
29,21,"right","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",1082.265,1.082265,0
29,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",828.77,0.82877,1
29,21,"right","f","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",498.83,0.49883,0
29,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",556.19,0.55619,1
29,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",956.3,0.9563,1
29,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",942.065,0.942065,1
29,21,"right","f","l","Symmetry","Nonmatching","self-related","Self","Self",506.095,0.506095,0
29,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",752.455,0.752455,1
29,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",594.34,0.59434,1
29,21,"right","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",556.87,0.55687,0
29,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",875.565,0.875565,1
29,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",1157.16,1.15716,1
29,21,"right","f","l","Symmetry","Nonmatching","self-related","Self","Self",641.055,0.641055,0
29,21,"right","f","l","Symmetry","Nonmatching","self-related","Self","Self",1443.08,1.44308,0
29,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",937.135,0.937135,1
29,21,"right","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",508.425,0.508425,0
29,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",943.19,0.94319,1
29,21,"right","f","l","Symmetry","Nonmatching","self-related","Self","Self",515.65,0.51565,0
29,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",954.795,0.954795,1
29,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",922.22,0.92222,1
29,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",1146.39,1.14639,1
29,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",725.565,0.725565,1
29,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",563.525,0.563525,1
29,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",691.645,0.691645,1
29,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",923.13,0.92313,1
29,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",1082.275,1.082275,1
29,21,"right","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",1276.475,1.276475,0
29,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",689.25,0.68925,1
29,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",507.61,0.50761,1
29,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",810.21,0.81021,1
29,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",741.185,0.741185,1
29,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",991.07,0.99107,1
29,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",858.31,0.85831,1
29,21,"right","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",701.29,0.70129,0
29,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",1160.605,1.160605,1
29,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",911.46,0.91146,1
29,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",908.93,0.90893,1
29,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1059.485,1.059485,1
29,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",695.715,0.695715,1
29,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",775.55,0.77555,1
29,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",1064.32,1.06432,1
29,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",896.015,0.896015,1
29,21,"right","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",709.635,0.709635,0
29,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",762.395,0.762395,1
29,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",774.185,0.774185,1
29,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",793.22,0.79322,1
29,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",1000.265,1.000265,1
29,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",758.185,0.758185,1
29,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",775.25,0.77525,1
29,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",677.4,0.6774,1
29,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",644.335,0.644335,1
29,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",655.315,0.655315,1
29,21,"right","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",562.615,0.562615,0
29,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",613.165,0.613165,1
29,21,"right","f","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",652.15,0.65215,0
29,21,"right","f","l","Symmetry","Nonmatching","self-related","Self","Self",610.47,0.61047,0
29,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",869.755,0.869755,1
29,21,"right","f","a","Symmetry","Matching","self-related","Self","Self",1480.205,1.480205,0
29,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",753.1,0.7531,1
29,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",608.94,0.60894,1
29,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",760.615,0.760615,1
29,21,"right","f","a","Symmetry","Matching","self-related","Self","Self",864.31,0.86431,0
29,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",1395.78,1.39578,1
29,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",741.04,0.74104,1
29,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",571.16,0.57116,1
29,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",626.68,0.62668,1
29,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",710.175,0.710175,1
29,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",601.4,0.6014,1
29,21,"right","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",591.385,0.591385,0
29,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",802.245,0.802245,1
29,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",899.64,0.89964,1
29,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",531.89,0.53189,1
29,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",533.355,0.533355,1
29,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",481.92,0.48192,1
29,21,"right","f","missed","Symmetry","Nonmatching","self-related","Self","Self",NA,NA,NA
29,21,"right","f","l","Symmetry","Nonmatching","self-related","Self","Self",678.05,0.67805,0
29,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",372.175,0.372175,1
29,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",632.295,0.632295,1
29,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",596.335,0.596335,1
29,21,"right","f","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",526.465,0.526465,0
29,21,"right","f","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1123.58,1.12358,0
29,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",657.085,0.657085,1
29,21,"right","f","a","Symmetry","Matching","self-related","Self","Self",1058.505,1.058505,0
29,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",804.645,0.804645,1
29,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",655.565,0.655565,1
29,21,"right","f","l","Symmetry","Nonmatching","self-related","Self","Self",777.485,0.777485,0
29,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",1526.805,1.526805,1
29,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",840.695,0.840695,1
29,21,"right","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",889.73,0.88973,0
29,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",683.02,0.68302,1
29,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",640.995,0.640995,1
29,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",699.08,0.69908,1
29,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",693.245,0.693245,1
29,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",807.765,0.807765,1
29,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",922.81,0.92281,1
29,21,"right","f","l","Symmetry","Nonmatching","self-related","Self","Self",812.35,0.81235,0
