"Subject","Gender","Age","Handedness","First_Lanugage","Shape","Label","Matching","Label_Identity","Origin_Identity","English_Identity","Standarlized_Identity","Response","RT_ms","RT_sec","ACC"
13,"female",34,"left","Hebrew","circle.bmp","Self","Matching","Self","Self","Self","Self","m",1460,1.46,1
13,"female",34,"left","Hebrew","square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",914,0.914,1
13,"female",34,"left","Hebrew","triangle.bmp","Friend","Matching","Friend","Friend","Friend","Close","m",1110,1.11,1
13,"female",34,"left","Hebrew","circle.bmp","Self","Matching","Self","Self","Self","Self","m",850,0.85,1
13,"female",34,"left","Hebrew","circle.bmp","Friend","Nonmatching","Friend","Self","Self","Self","z",985,0.985,1
13,"female",34,"left","Hebrew","triangle.bmp","Self","Nonmatching","Self","Friend","Friend","Close","z",1258,1.258,1
13,"female",34,"left","Hebrew","square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",1504,1.504,1
13,"female",34,"left","Hebrew","square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",572,0.572,1
13,"female",34,"left","Hebrew","circle.bmp","Self","Matching","Self","Self","Self","Self","z",671,0.671,0
13,"female",34,"left","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","z",1124,1.124,1
13,"female",34,"left","Hebrew","square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",3248,3.248,1
13,"female",34,"left","Hebrew","square.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","z",1044,1.044,1
13,"female",34,"left","Hebrew","square.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","z",2003,2.003,1
13,"female",34,"left","Hebrew","square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",2331,2.331,1
13,"female",34,"left","Hebrew","square.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","z",997,0.997,1
13,"female",34,"left","Hebrew","triangle.bmp","Friend","Matching","Friend","Friend","Friend","Close","m",982,0.982,1
14,"female",36,"right","Hebrew","square.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","m",1220,1.22,1
14,"female",36,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",1100,1.1,1
14,"female",36,"right","Hebrew","square.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","m",1129,1.129,1
14,"female",36,"right","Hebrew","triangle.bmp","Friend","Nonmatching","Friend","Self","Self","Self","m",1380,1.38,1
14,"female",36,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","z",1108,1.108,1
14,"female",36,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",1296,1.296,0
14,"female",36,"right","Hebrew","circle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",1228,1.228,1
14,"female",36,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","m",1747,1.747,1
14,"female",36,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","z",1205,1.205,1
14,"female",36,"right","Hebrew","square.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","m",798,0.798,1
14,"female",36,"right","Hebrew","circle.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","m",1207,1.207,1
14,"female",36,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",1055,1.055,1
14,"female",36,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",1038,1.038,1
14,"female",36,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","z",1117,1.117,1
14,"female",36,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",1945,1.945,1
14,"female",36,"right","Hebrew","circle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",803,0.803,1
14,"female",36,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","z",860,0.86,1
14,"female",36,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","z",770,0.77,1
14,"female",36,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",941,0.941,1
14,"female",36,"right","Hebrew","circle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",799,0.799,1
14,"female",36,"right","Hebrew","circle.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","m",808,0.808,1
14,"female",36,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",1457,1.457,1
14,"female",36,"right","Hebrew","square.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","m",1471,1.471,1
14,"female",36,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",1132,1.132,0
14,"female",36,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",1182,1.182,1
14,"female",36,"right","Hebrew","triangle.bmp","Friend","Nonmatching","Friend","Self","Self","Self","m",1528,1.528,1
14,"female",36,"right","Hebrew","circle.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","m",2387,2.387,1
14,"female",36,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",1003,1.003,1
14,"female",36,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","z",763,0.763,1
14,"female",36,"right","Hebrew","triangle.bmp","Friend","Nonmatching","Friend","Self","Self","Self","m",1526,1.526,1
14,"female",36,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","m",3425,3.425,1
14,"female",36,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Friend","Friend","Close","m",1646,1.646,1
14,"female",36,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","m",2821,2.821,1
14,"female",36,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","z",763,0.763,1
14,"female",36,"right","Hebrew","triangle.bmp","Friend","Nonmatching","Friend","Self","Self","Self","m",677,0.677,1
14,"female",36,"right","Hebrew","circle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",755,0.755,1
14,"female",36,"right","Hebrew","square.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","m",1438,1.438,1
14,"female",36,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","z",893,0.893,1
14,"female",36,"right","Hebrew","circle.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","m",690,0.69,1
14,"female",36,"right","Hebrew","circle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",831,0.831,1
14,"female",36,"right","Hebrew","circle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",742,0.742,1
14,"female",36,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Friend","Friend","Close","m",785,0.785,1
14,"female",36,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","z",827,0.827,1
14,"female",36,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","z",2179,2.179,0
14,"female",36,"right","Hebrew","circle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",1258,1.258,1
14,"female",36,"right","Hebrew","circle.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","m",4656,4.656,1
14,"female",36,"right","Hebrew","triangle.bmp","Friend","Nonmatching","Friend","Self","Self","Self","m",2139,2.139,1
14,"female",36,"right","Hebrew","circle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",1198,1.198,1
14,"female",36,"right","Hebrew","circle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",678,0.678,1
14,"female",36,"right","Hebrew","square.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","m",884,0.884,1
14,"female",36,"right","Hebrew","circle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",666,0.666,1
14,"female",36,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Friend","Friend","Close","m",840,0.84,1
14,"female",36,"right","Hebrew","circle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",767,0.767,1
14,"female",36,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","z",777,0.777,1
14,"female",36,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Friend","Friend","Close","m",819,0.819,1
14,"female",36,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","z",795,0.795,1
14,"female",36,"right","Hebrew","circle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",755,0.755,1
14,"female",36,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",702,0.702,0
14,"female",36,"right","Hebrew","square.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","m",1747,1.747,1
14,"female",36,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","m",1397,1.397,1
14,"female",36,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",933,0.933,1
14,"female",36,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",697,0.697,1
14,"female",36,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","z",806,0.806,1
14,"female",36,"right","Hebrew","circle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",526,0.526,1
14,"female",36,"right","Hebrew","square.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","m",1634,1.634,1
14,"female",36,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Friend","Friend","Close","m",1417,1.417,1
14,"female",36,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","z",873,0.873,1
14,"female",36,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Friend","Friend","Close","m",1183,1.183,1
14,"female",36,"right","Hebrew","square.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","m",1880,1.88,1
14,"female",36,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Friend","Friend","Close","m",901,0.901,1
14,"female",36,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Friend","Friend","Close","m",650,0.65,1
14,"female",36,"right","Hebrew","circle.bmp","Friend","Matching","Friend","Friend","Friend","Close","m",681,0.681,0
14,"female",36,"right","Hebrew","square.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","m",990,0.99,1
14,"female",36,"right","Hebrew","circle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",1215,1.215,1
14,"female",36,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",2182,2.182,1
14,"female",36,"right","Hebrew","circle.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","m",1094,1.094,1
14,"female",36,"right","Hebrew","square.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","m",1347,1.347,1
14,"female",36,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",645,0.645,0
14,"female",36,"right","Hebrew","triangle.bmp","Friend","Nonmatching","Friend","Self","Self","Self","m",1772,1.772,1
14,"female",36,"right","Hebrew","circle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",1149,1.149,1
14,"female",36,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","z",920,0.92,1
14,"female",36,"right","Hebrew","triangle.bmp","Friend","Nonmatching","Friend","Self","Self","Self","m",2748,2.748,1
14,"female",36,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","z",709,0.709,1
14,"female",36,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",2657,2.657,1
14,"female",36,"right","Hebrew","triangle.bmp","Friend","Nonmatching","Friend","Self","Self","Self","m",1454,1.454,1
14,"female",36,"right","Hebrew","square.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","m",2141,2.141,1
14,"female",36,"right","Hebrew","circle.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","m",2607,2.607,1
14,"female",36,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","z",1150,1.15,1
14,"female",36,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Friend","Friend","Close","m",1065,1.065,1
14,"female",36,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","z",823,0.823,1
14,"female",36,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","z",703,0.703,1
14,"female",36,"right","Hebrew","square.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","m",1515,1.515,1
14,"female",36,"right","Hebrew","square.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","m",1687,1.687,1
14,"female",36,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",1276,1.276,1
14,"female",36,"right","Hebrew","circle.bmp","Friend","Matching","Friend","Friend","Friend","Close","m",977,0.977,0
14,"female",36,"right","Hebrew","circle.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","m",1098,1.098,1
14,"female",36,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","z",646,0.646,1
14,"female",36,"right","Hebrew","circle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",742,0.742,1
14,"female",36,"right","Hebrew","square.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","m",1169,1.169,1
14,"female",36,"right","Hebrew","square.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","z",1259,1.259,0
14,"female",36,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","m",1288,1.288,1
14,"female",36,"right","Hebrew","circle.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","m",2845,2.845,1
14,"female",36,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",3666,3.666,0
14,"female",36,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","m",3245,3.245,1
14,"female",36,"right","Hebrew","square.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","m",961,0.961,1
14,"female",36,"right","Hebrew","circle.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","m",2595,2.595,1
14,"female",36,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","z",866,0.866,1
14,"female",36,"right","Hebrew","circle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",505,0.505,1
14,"female",36,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Friend","Friend","Close","m",1294,1.294,1
14,"female",36,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","m",1619,1.619,1
14,"female",36,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","m",1402,1.402,1
14,"female",36,"right","Hebrew","square.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","m",1402,1.402,1
14,"female",36,"right","Hebrew","square.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","m",715,0.715,1
14,"female",36,"right","Hebrew","square.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","m",807,0.807,1
14,"female",36,"right","Hebrew","triangle.bmp","Friend","Nonmatching","Friend","Self","Self","Self","m",816,0.816,1
14,"female",36,"right","Hebrew","triangle.bmp","Friend","Nonmatching","Friend","Self","Self","Self","m",632,0.632,1
14,"female",36,"right","Hebrew","circle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",744,0.744,1
14,"female",36,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","m",1523,1.523,1
14,"female",36,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",2894,2.894,1
14,"female",36,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",993,0.993,1
14,"female",36,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","z",3489,3.489,1
14,"female",36,"right","Hebrew","circle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",668,0.668,1
14,"female",36,"right","Hebrew","circle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",971,0.971,1
14,"female",36,"right","Hebrew","circle.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","m",845,0.845,1
14,"female",36,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Friend","Friend","Close","m",1028,1.028,1
14,"female",36,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","m",835,0.835,1
14,"female",36,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","m",747,0.747,1
14,"female",36,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","z",790,0.79,1
14,"female",36,"right","Hebrew","circle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",671,0.671,1
14,"female",36,"right","Hebrew","circle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",685,0.685,1
14,"female",36,"right","Hebrew","square.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","m",715,0.715,1
14,"female",36,"right","Hebrew","circle.bmp","Friend","Matching","Friend","Friend","Friend","Close","m",647,0.647,0
14,"female",36,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","z",1774,1.774,1
14,"female",36,"right","Hebrew","circle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",719,0.719,1
14,"female",36,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Friend","Friend","Close","z",636,0.636,0
14,"female",36,"right","Hebrew","square.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","m",3043,3.043,1
14,"female",36,"right","Hebrew","circle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",1344,1.344,1
14,"female",36,"right","Hebrew","circle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",834,0.834,1
14,"female",36,"right","Hebrew","square.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","m",1129,1.129,1
14,"female",36,"right","Hebrew","square.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","m",548,0.548,1
14,"female",36,"right","Hebrew","triangle.bmp","Friend","Nonmatching","Friend","Self","Self","Self","m",1623,1.623,1
14,"female",36,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","z",670,0.67,1
14,"female",36,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","m",1132,1.132,1
14,"female",36,"right","Hebrew","circle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",2632,2.632,1
14,"female",36,"right","Hebrew","square.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","m",886,0.886,1
14,"female",36,"right","Hebrew","square.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","m",1467,1.467,1
14,"female",36,"right","Hebrew","circle.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","m",1721,1.721,1
14,"female",36,"right","Hebrew","circle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",940,0.94,1
14,"female",36,"right","Hebrew","square.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","m",1343,1.343,1
14,"female",36,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",993,0.993,1
14,"female",36,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","z",722,0.722,1
14,"female",36,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","z",927,0.927,1
14,"female",36,"right","Hebrew","square.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","m",1986,1.986,1
14,"female",36,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","z",859,0.859,1
14,"female",36,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","z",801,0.801,1
14,"female",36,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",3002,3.002,1
14,"female",36,"right","Hebrew","circle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",680,0.68,1
14,"female",36,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Friend","Friend","Close","m",837,0.837,1
14,"female",36,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","z",701,0.701,1
14,"female",36,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","z",570,0.57,1
14,"female",36,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",1101,1.101,1
14,"female",36,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","m",1273,1.273,1
14,"female",36,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",991,0.991,1
14,"female",36,"right","Hebrew","circle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",1009,1.009,1
14,"female",36,"right","Hebrew","square.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","m",961,0.961,1
14,"female",36,"right","Hebrew","circle.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","m",1315,1.315,1
14,"female",36,"right","Hebrew","circle.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","m",1207,1.207,1
14,"female",36,"right","Hebrew","square.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","m",863,0.863,1
14,"female",36,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",997,0.997,1
14,"female",36,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","z",694,0.694,1
14,"female",36,"right","Hebrew","square.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","m",723,0.723,1
14,"female",36,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",1119,1.119,1
14,"female",36,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Friend","Friend","Close","z",619,0.619,0
14,"female",36,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",1251,1.251,1
14,"female",36,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","z",602,0.602,1
14,"female",36,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",1307,1.307,1
14,"female",36,"right","Hebrew","square.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","m",702,0.702,1
14,"female",36,"right","Hebrew","square.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","m",939,0.939,1
14,"female",36,"right","Hebrew","triangle.bmp","Friend","Nonmatching","Friend","Self","Self","Self","m",911,0.911,1
14,"female",36,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","z",627,0.627,1
14,"female",36,"right","Hebrew","square.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","m",851,0.851,1
14,"female",36,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","z",1658,1.658,1
14,"female",36,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",1151,1.151,1
14,"female",36,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Friend","Friend","Close","m",698,0.698,1
14,"female",36,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","m",2023,2.023,1
14,"female",36,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","z",1038,1.038,1
14,"female",36,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","m",669,0.669,1
14,"female",36,"right","Hebrew","triangle.bmp","Friend","Nonmatching","Friend","Self","Self","Self","m",1084,1.084,1
14,"female",36,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",889,0.889,0
14,"female",36,"right","Hebrew","triangle.bmp","Friend","Nonmatching","Friend","Self","Self","Self","m",1238,1.238,1
14,"female",36,"right","Hebrew","triangle.bmp","Friend","Nonmatching","Friend","Self","Self","Self","m",893,0.893,1
14,"female",36,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","z",722,0.722,1
14,"female",36,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",1407,1.407,1
14,"female",36,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",1535,1.535,1
14,"female",36,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",667,0.667,1
14,"female",36,"right","Hebrew","circle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",696,0.696,1
14,"female",36,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",1381,1.381,1
14,"female",36,"right","Hebrew","circle.bmp","Friend","Matching","Friend","Friend","Friend","Close","m",1366,1.366,0
14,"female",36,"right","Hebrew","square.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","m",912,0.912,1
14,"female",36,"right","Hebrew","triangle.bmp","Friend","Nonmatching","Friend","Self","Self","Self","m",1236,1.236,1
14,"female",36,"right","Hebrew","triangle.bmp","Friend","Nonmatching","Friend","Self","Self","Self","m",700,0.7,1
14,"female",36,"right","Hebrew","circle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",1113,1.113,1
14,"female",36,"right","Hebrew","square.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","m",1189,1.189,1
14,"female",36,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","z",718,0.718,1
14,"female",36,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",1002,1.002,1
14,"female",36,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",859,0.859,1
14,"female",36,"right","Hebrew","circle.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","m",913,0.913,1
14,"female",36,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","z",982,0.982,1
14,"female",36,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Friend","Friend","Close","m",2647,2.647,1
14,"female",36,"right","Hebrew","circle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",1812,1.812,1
14,"female",36,"right","Hebrew","circle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",707,0.707,1
14,"female",36,"right","Hebrew","triangle.bmp","Friend","Nonmatching","Friend","Self","Self","Self","m",1072,1.072,1
14,"female",36,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","z",1422,1.422,1
14,"female",36,"right","Hebrew","triangle.bmp","Friend","Nonmatching","Friend","Self","Self","Self","m",1229,1.229,1
14,"female",36,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","z",740,0.74,1
14,"female",36,"right","Hebrew","circle.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","m",1087,1.087,1
14,"female",36,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Friend","Friend","Close","m",1004,1.004,1
14,"female",36,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","m",1421,1.421,1
14,"female",36,"right","Hebrew","square.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","m",2205,2.205,1
14,"female",36,"right","Hebrew","circle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",1132,1.132,1
14,"female",36,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Friend","Friend","Close","m",648,0.648,1
