"Subject","Gender","Age","Handedness","First_Lanugage","Shape","Label","Matching","Label_Identity","Origin_Identity","English_Identity","Standarlized_Identity","Response","RT_ms","RT_sec","ACC"
8,"female",27,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",1437,1.437,1
8,"female",27,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",1244,1.244,1
8,"female",27,"right","Hebrew","square.bmp","Friend","Matching","Friend","Friend","Friend","Close","m",1138,1.138,1
8,"female",27,"right","Hebrew","square.bmp","Friend","Matching","Friend","Friend","Friend","Close","m",765,0.765,1
8,"female",27,"right","Hebrew","square.bmp","Self","Nonmatching","Self","Friend","Friend","Close","z",920,0.92,1
8,"female",27,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",1100,1.1,1
8,"female",27,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","z",1145,1.145,1
8,"female",27,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","m",1027,1.027,1
8,"female",27,"right","Hebrew","square.bmp","Friend","Matching","Friend","Friend","Friend","Close","m",787,0.787,1
8,"female",27,"right","Hebrew","square.bmp","Friend","Matching","Friend","Friend","Friend","Close","m",540,0.54,1
8,"female",27,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",928,0.928,1
8,"female",27,"right","Hebrew","square.bmp","Self","Nonmatching","Self","Friend","Friend","Close","z",1267,1.267,1
8,"female",27,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","z",1193,1.193,1
8,"female",27,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",882,0.882,1
8,"female",27,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","m",647,0.647,0
8,"female",27,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",3134,3.134,1
8,"female",27,"right","Hebrew","square.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","m",920,0.92,0
8,"female",27,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","z",1346,1.346,1
8,"female",27,"right","Hebrew","triangle.bmp","Friend","Nonmatching","Friend","Self","Self","Self","z",1285,1.285,1
8,"female",27,"right","Hebrew","square.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","z",2890,2.89,1
8,"female",27,"right","Hebrew","circle.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","z",1742,1.742,1
8,"female",27,"right","Hebrew","triangle.bmp","Friend","Nonmatching","Friend","Self","Self","Self","z",928,0.928,1
8,"female",27,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",995,0.995,1
8,"female",27,"right","Hebrew","triangle.bmp","Friend","Nonmatching","Friend","Self","Self","Self","z",1076,1.076,1
8,"female",27,"right","Hebrew","square.bmp","Self","Nonmatching","Self","Friend","Friend","Close","z",1473,1.473,1
8,"female",27,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",1023,1.023,1
8,"female",27,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","m",1007,1.007,1
8,"female",27,"right","Hebrew","circle.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","z",848,0.848,1
8,"female",27,"right","Hebrew","square.bmp","Friend","Matching","Friend","Friend","Friend","Close","m",567,0.567,1
8,"female",27,"right","Hebrew","square.bmp","Friend","Matching","Friend","Friend","Friend","Close","m",697,0.697,1
8,"female",27,"right","Hebrew","square.bmp","Friend","Matching","Friend","Friend","Friend","Close","m",646,0.646,1
8,"female",27,"right","Hebrew","square.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","z",1700,1.7,1
8,"female",27,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",889,0.889,1
8,"female",27,"right","Hebrew","square.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","z",1006,1.006,1
8,"female",27,"right","Hebrew","square.bmp","Self","Nonmatching","Self","Friend","Friend","Close","z",1407,1.407,1
8,"female",27,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",847,0.847,1
8,"female",27,"right","Hebrew","square.bmp","Friend","Matching","Friend","Friend","Friend","Close","m",902,0.902,1
8,"female",27,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","z",923,0.923,1
8,"female",27,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",1423,1.423,1
8,"female",27,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","z",1327,1.327,1
8,"female",27,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",770,0.77,0
8,"female",27,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",1108,1.108,1
8,"female",27,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","z",992,0.992,1
8,"female",27,"right","Hebrew","square.bmp","Friend","Matching","Friend","Friend","Friend","Close","m",977,0.977,1
8,"female",27,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",1682,1.682,1
8,"female",27,"right","Hebrew","square.bmp","Self","Nonmatching","Self","Friend","Friend","Close","z",1431,1.431,1
8,"female",27,"right","Hebrew","square.bmp","Self","Nonmatching","Self","Friend","Friend","Close","z",1414,1.414,1
8,"female",27,"right","Hebrew","square.bmp","Friend","Matching","Friend","Friend","Friend","Close","m",822,0.822,1
8,"female",27,"right","Hebrew","circle.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","z",1038,1.038,1
8,"female",27,"right","Hebrew","square.bmp","Self","Nonmatching","Self","Friend","Friend","Close","z",924,0.924,1
8,"female",27,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",1264,1.264,1
8,"female",27,"right","Hebrew","triangle.bmp","Friend","Nonmatching","Friend","Self","Self","Self","z",1174,1.174,1
8,"female",27,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","m",863,0.863,1
8,"female",27,"right","Hebrew","square.bmp","Friend","Matching","Friend","Friend","Friend","Close","m",1333,1.333,1
8,"female",27,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",1160,1.16,1
8,"female",27,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",978,0.978,1
8,"female",27,"right","Hebrew","square.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","z",1220,1.22,1
8,"female",27,"right","Hebrew","circle.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","z",1212,1.212,1
8,"female",27,"right","Hebrew","square.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","z",980,0.98,1
8,"female",27,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","m",1109,1.109,1
8,"female",27,"right","Hebrew","square.bmp","Self","Nonmatching","Self","Friend","Friend","Close","z",945,0.945,1
8,"female",27,"right","Hebrew","square.bmp","Friend","Matching","Friend","Friend","Friend","Close","m",1172,1.172,1
8,"female",27,"right","Hebrew","triangle.bmp","Friend","Nonmatching","Friend","Self","Self","Self","z",1214,1.214,1
8,"female",27,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","z",870,0.87,1
8,"female",27,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","z",860,0.86,1
8,"female",27,"right","Hebrew","triangle.bmp","Friend","Nonmatching","Friend","Self","Self","Self","z",994,0.994,1
8,"female",27,"right","Hebrew","square.bmp","Friend","Matching","Friend","Friend","Friend","Close","m",995,0.995,1
8,"female",27,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","z",1252,1.252,1
8,"female",27,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","m",1017,1.017,1
8,"female",27,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",953,0.953,1
8,"female",27,"right","Hebrew","circle.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","z",1116,1.116,1
8,"female",27,"right","Hebrew","square.bmp","Friend","Matching","Friend","Friend","Friend","Close","m",920,0.92,1
8,"female",27,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","z",1020,1.02,1
8,"female",27,"right","Hebrew","square.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","z",1357,1.357,1
8,"female",27,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","m",847,0.847,1
8,"female",27,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","z",1286,1.286,1
8,"female",27,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","z",987,0.987,1
8,"female",27,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","m",909,0.909,1
8,"female",27,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","m",1089,1.089,1
8,"female",27,"right","Hebrew","square.bmp","Friend","Matching","Friend","Friend","Friend","Close","m",1566,1.566,1
8,"female",27,"right","Hebrew","square.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","z",1336,1.336,1
8,"female",27,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","z",2235,2.235,1
8,"female",27,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",857,0.857,1
8,"female",27,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","m",1103,1.103,1
8,"female",27,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","z",1516,1.516,1
8,"female",27,"right","Hebrew","square.bmp","Friend","Matching","Friend","Friend","Friend","Close","m",1144,1.144,1
8,"female",27,"right","Hebrew","square.bmp","Friend","Matching","Friend","Friend","Friend","Close","m",1009,1.009,1
8,"female",27,"right","Hebrew","square.bmp","Friend","Matching","Friend","Friend","Friend","Close","m",945,0.945,1
8,"female",27,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","m",868,0.868,1
8,"female",27,"right","Hebrew","square.bmp","Self","Nonmatching","Self","Friend","Friend","Close","z",1018,1.018,1
8,"female",27,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",954,0.954,1
8,"female",27,"right","Hebrew","square.bmp","Friend","Matching","Friend","Friend","Friend","Close","m",893,0.893,1
8,"female",27,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","m",818,0.818,1
8,"female",27,"right","Hebrew","square.bmp","Self","Nonmatching","Self","Friend","Friend","Close","z",1146,1.146,1
8,"female",27,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","m",1125,1.125,1
8,"female",27,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","z",1088,1.088,1
8,"female",27,"right","Hebrew","triangle.bmp","Friend","Nonmatching","Friend","Self","Self","Self","z",1374,1.374,1
8,"female",27,"right","Hebrew","square.bmp","Self","Nonmatching","Self","Friend","Friend","Close","z",1055,1.055,1
8,"female",27,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","m",670,0.67,1
8,"female",27,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","z",1771,1.771,1
8,"female",27,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","z",797,0.797,1
8,"female",27,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","z",1382,1.382,1
8,"female",27,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",695,0.695,1
8,"female",27,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","m",1012,1.012,1
8,"female",27,"right","Hebrew","circle.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","z",996,0.996,1
8,"female",27,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","z",884,0.884,1
8,"female",27,"right","Hebrew","triangle.bmp","Friend","Nonmatching","Friend","Self","Self","Self","z",1049,1.049,1
8,"female",27,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","m",1544,1.544,1
8,"female",27,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",1218,1.218,1
8,"female",27,"right","Hebrew","square.bmp","Friend","Matching","Friend","Friend","Friend","Close","m",650,0.65,1
8,"female",27,"right","Hebrew","square.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","z",1145,1.145,1
8,"female",27,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",947,0.947,1
8,"female",27,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","m",854,0.854,1
8,"female",27,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","z",797,0.797,1
8,"female",27,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","m",886,0.886,1
8,"female",27,"right","Hebrew","circle.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","z",1116,1.116,1
8,"female",27,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",936,0.936,1
8,"female",27,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",1019,1.019,1
8,"female",27,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","m",955,0.955,1
8,"female",27,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","z",958,0.958,1
8,"female",27,"right","Hebrew","triangle.bmp","Friend","Nonmatching","Friend","Self","Self","Self","z",1024,1.024,1
8,"female",27,"right","Hebrew","circle.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","z",1184,1.184,1
8,"female",27,"right","Hebrew","square.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","z",2601,2.601,1
8,"female",27,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","m",889,0.889,1
8,"female",27,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",1325,1.325,1
8,"female",27,"right","Hebrew","square.bmp","Friend","Matching","Friend","Friend","Friend","Close","m",1024,1.024,1
8,"female",27,"right","Hebrew","triangle.bmp","Friend","Nonmatching","Friend","Self","Self","Self","z",960,0.96,1
8,"female",27,"right","Hebrew","square.bmp","Friend","Matching","Friend","Friend","Friend","Close","m",4338,4.338,1
8,"female",27,"right","Hebrew","square.bmp","Self","Nonmatching","Self","Friend","Friend","Close","z",1114,1.114,1
8,"female",27,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","z",2966,2.966,1
8,"female",27,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","m",774,0.774,1
8,"female",27,"right","Hebrew","square.bmp","Friend","Matching","Friend","Friend","Friend","Close","m",832,0.832,1
8,"female",27,"right","Hebrew","square.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","z",920,0.92,1
8,"female",27,"right","Hebrew","square.bmp","Friend","Matching","Friend","Friend","Friend","Close","m",1036,1.036,1
8,"female",27,"right","Hebrew","triangle.bmp","Friend","Nonmatching","Friend","Self","Self","Self","z",1067,1.067,1
8,"female",27,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","m",841,0.841,1
8,"female",27,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","z",1168,1.168,1
8,"female",27,"right","Hebrew","circle.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","z",1114,1.114,1
8,"female",27,"right","Hebrew","circle.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","z",902,0.902,1
9,"female",24,"right","Hebrew","square.bmp","Friend","Nonmatching","Friend","Self","Self","Self","z",3553,3.553,1
9,"female",24,"right","Hebrew","triangle.bmp","Friend","Matching","Friend","Friend","Friend","Close","m",1945,1.945,1
9,"female",24,"right","Hebrew","triangle.bmp","Self","Nonmatching","Self","Friend","Friend","Close","z",1523,1.523,1
9,"female",24,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","z",3678,3.678,1
9,"female",24,"right","Hebrew","triangle.bmp","Friend","Matching","Friend","Friend","Friend","Close","m",2241,2.241,1
