"Subject","Stim","Matching","Origin_Identity","English_Identity","Standarlized_Identity","Response","RT_ms","RT_sec","ACC"
4,0,"Nonmatching","Friend","Friend","Close",0,680,0.68,1
4,1,"Matching","Stranger","Stranger","Stranger",1,707,0.707,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,807,0.807,1
4,0,"Nonmatching","Friend","Friend","Close",0,593,0.593,1
4,1,"Matching","Friend","Friend","Close",1,664,0.664,1
4,0,"Nonmatching","Self","Self","Self",0,748,0.748,1
4,0,"Nonmatching","Self","Self","Self",0,678,0.678,1
4,1,"Matching","Friend","Friend","Close",1,479,0.479,1
4,1,"Matching","Friend","Friend","Close",1,614,0.614,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,707,0.707,1
4,1,"Matching","Stranger","Stranger","Stranger",1,604,0.604,1
4,0,"Nonmatching","Friend","Friend","Close",0,759,0.759,1
4,0,"Nonmatching","Friend","Friend","Close",0,821,0.821,1
4,0,"Nonmatching","Self","Self","Self",0,828,0.828,1
4,1,"Matching","Self","Self","Self",1,612,0.612,1
4,1,"Matching","Stranger","Stranger","Stranger",1,675,0.675,1
4,1,"Matching","Self","Self","Self",1,806,0.806,1
4,0,"Nonmatching","Self","Self","Self",0,813,0.813,1
4,1,"Matching","Friend","Friend","Close",1,523,0.523,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,628,0.628,1
4,0,"Nonmatching","Self","Self","Self",0,749,0.749,1
4,0,"Nonmatching","Friend","Friend","Close",0,838,0.838,1
4,1,"Matching","Stranger","Stranger","Stranger",1,649,0.649,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,633,0.633,1
4,0,"Nonmatching","Self","Self","Self",0,700,0.7,1
4,1,"Matching","Self","Self","Self",1,684,0.684,1
4,1,"Matching","Friend","Friend","Close",1,486,0.486,1
4,0,"Nonmatching","Friend","Friend","Close",0,687,0.687,1
4,1,"Matching","Self","Self","Self",1,715,0.715,1
4,1,"Matching","Stranger","Stranger","Stranger",1,750,0.75,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,607,0.607,1
4,1,"Matching","Friend","Friend","Close",1,380,0.38,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,590,0.59,1
4,0,"Nonmatching","Self","Self","Self",0,883,0.883,1
4,1,"Matching","Self","Self","Self",1,574,0.574,1
4,0,"Nonmatching","Friend","Friend","Close",0,690,0.69,1
4,1,"Matching","Stranger","Stranger","Stranger",1,536,0.536,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,510,0.51,1
4,0,"Nonmatching","Friend","Friend","Close",0,714,0.714,1
4,0,"Nonmatching","Self","Self","Self",0,758,0.758,1
4,1,"Matching","Friend","Friend","Close",1,575,0.575,1
4,1,"Matching","Stranger","Stranger","Stranger",1,588,0.588,1
4,1,"Matching","Friend","Friend","Close",1,549,0.549,1
4,1,"Matching","Self","Self","Self",1,647,0.647,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,612,0.612,1
4,0,"Nonmatching","Friend","Friend","Close",0,735,0.735,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,900,0.9,1
4,1,"Matching","Self","Self","Self",1,461,0.461,1
4,0,"Nonmatching","Self","Self","Self",0,483,0.483,1
4,1,"Matching","Friend","Friend","Close",1,659,0.659,1
4,0,"Nonmatching","Friend","Friend","Close",0,702,0.702,1
4,0,"Nonmatching","Self","Self","Self",0,950,0.95,1
4,1,"Matching","Friend","Friend","Close",1,614,0.614,1
4,1,"Matching","Self","Self","Self",1,547,0.547,1
4,1,"Matching","Stranger","Stranger","Stranger",1,690,0.69,1
4,1,"Matching","Stranger","Stranger","Stranger",1,502,0.502,1
4,1,"Matching","Friend","Friend","Close",1,569,0.569,1
4,0,"Nonmatching","Friend","Friend","Close",0,667,0.667,1
4,0,"Nonmatching","Self","Self","Self",0,738,0.738,1
4,1,"Matching","Friend","Friend","Close",1,547,0.547,1
4,0,"Nonmatching","Friend","Friend","Close",0,604,0.604,1
4,0,"Nonmatching","Self","Self","Self",0,739,0.739,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,569,0.569,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,596,0.596,1
4,1,"Matching","Stranger","Stranger","Stranger",1,710,0.71,1
4,1,"Matching","Self","Self","Self",1,609,0.609,1
4,1,"Matching","Self","Self","Self",1,871,0.871,1
4,1,"Matching","Stranger","Stranger","Stranger",1,621,0.621,1
4,0,"Nonmatching","Self","Self","Self",0,545,0.545,1
4,1,"Matching","Self","Self","Self",1,569,0.569,1
4,1,"Matching","Stranger","Stranger","Stranger",1,659,0.659,1
4,0,"Nonmatching","Friend","Friend","Close",1,654,0.654,0
4,1,"Matching","Friend","Friend","Close",1,582,0.582,1
4,1,"Matching","Friend","Friend","Close",1,571,0.571,1
4,0,"Nonmatching","Self","Self","Self",0,557,0.557,1
4,0,"Nonmatching","Friend","Friend","Close",0,677,0.677,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,913,0.913,1
4,1,"Matching","Stranger","Stranger","Stranger",1,480,0.48,1
4,1,"Matching","Self","Self","Self",1,594,0.594,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,671,0.671,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,679,0.679,1
4,0,"Nonmatching","Friend","Friend","Close",1,638,0.638,0
4,1,"Matching","Stranger","Stranger","Stranger",1,566,0.566,1
4,1,"Matching","Friend","Friend","Close",1,569,0.569,1
4,1,"Matching","Self","Self","Self",1,605,0.605,1
4,1,"Matching","Self","Self","Self",1,668,0.668,1
4,1,"Matching","Stranger","Stranger","Stranger",1,642,0.642,1
4,1,"Matching","Friend","Friend","Close",1,580,0.58,1
4,0,"Nonmatching","Self","Self","Self",0,623,0.623,1
4,0,"Nonmatching","Friend","Friend","Close",0,529,0.529,1
4,1,"Matching","Self","Self","Self",1,483,0.483,1
4,1,"Matching","Stranger","Stranger","Stranger",1,638,0.638,1
4,1,"Matching","Friend","Friend","Close",1,770,0.77,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,743,0.743,1
4,1,"Matching","Friend","Friend","Close",1,543,0.543,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,904,0.904,1
4,0,"Nonmatching","Friend","Friend","Close",0,738,0.738,1
4,0,"Nonmatching","Self","Self","Self",0,580,0.58,1
4,1,"Matching","Self","Self","Self",1,675,0.675,1
4,1,"Matching","Stranger","Stranger","Stranger",1,768,0.768,1
4,0,"Nonmatching","Friend","Friend","Close",0,716,0.716,1
4,0,"Nonmatching","Friend","Friend","Close",0,678,0.678,1
4,1,"Matching","Friend","Friend","Close",1,544,0.544,1
4,1,"Matching","Self","Self","Self",1,674,0.674,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,1045,1.045,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,803,0.803,1
4,0,"Nonmatching","Friend","Friend","Close",0,1065,1.065,1
4,1,"Matching","Friend","Friend","Close",1,695,0.695,1
4,1,"Matching","Stranger","Stranger","Stranger",1,831,0.831,1
4,1,"Matching","Self","Self","Self",1,648,0.648,1
4,1,"Matching","Stranger","Stranger","Stranger",1,566,0.566,1
4,0,"Nonmatching","Self","Self","Self",0,736,0.736,1
4,1,"Matching","Stranger","Stranger","Stranger",1,815,0.815,1
4,1,"Matching","Self","Self","Self",1,736,0.736,1
4,0,"Nonmatching","Self","Self","Self",0,620,0.62,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,571,0.571,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,632,0.632,1
4,0,"Nonmatching","Friend","Friend","Close",0,546,0.546,1
4,1,"Matching","Friend","Friend","Close",1,657,0.657,1
4,0,"Nonmatching","Friend","Friend","Close",0,727,0.727,1
4,1,"Matching","Stranger","Stranger","Stranger",1,463,0.463,1
4,1,"Matching","Self","Self","Self",1,533,0.533,1
4,1,"Matching","Friend","Friend","Close",1,591,0.591,1
4,0,"Nonmatching","Self","Self","Self",0,499,0.499,1
4,1,"Matching","Self","Self","Self",1,565,0.565,1
4,0,"Nonmatching","Friend","Friend","Close",0,703,0.703,1
4,1,"Matching","Friend","Friend","Close",1,715,0.715,1
4,1,"Matching","Stranger","Stranger","Stranger",1,654,0.654,1
4,1,"Matching","Self","Self","Self",1,569,0.569,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,755,0.755,1
4,0,"Nonmatching","Self","Self","Self",0,882,0.882,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,718,0.718,1
4,0,"Nonmatching","Friend","Friend","Close",1,662,0.662,0
4,1,"Matching","Friend","Friend","Close",1,525,0.525,1
4,1,"Matching","Stranger","Stranger","Stranger",1,605,0.605,1
4,0,"Nonmatching","Friend","Friend","Close",0,685,0.685,1
4,0,"Nonmatching","Self","Self","Self",0,668,0.668,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,645,0.645,1
4,1,"Matching","Friend","Friend","Close",1,898,0.898,1
4,0,"Nonmatching","Self","Self","Self",0,729,0.729,1
4,1,"Matching","Self","Self","Self",1,501,0.501,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,918,0.918,1
4,0,"Nonmatching","Friend","Friend","Close",1,505,0.505,0
4,1,"Matching","Self","Self","Self",1,583,0.583,1
4,1,"Matching","Stranger","Stranger","Stranger",1,632,0.632,1
4,1,"Matching","Friend","Friend","Close",1,548,0.548,1
4,1,"Matching","Stranger","Stranger","Stranger",1,572,0.572,1
4,0,"Nonmatching","Friend","Friend","Close",0,726,0.726,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",1,628,0.628,0
4,0,"Nonmatching","Self","Self","Self",0,685,0.685,1
4,1,"Matching","Self","Self","Self",1,542,0.542,1
4,1,"Matching","Stranger","Stranger","Stranger",1,726,0.726,1
4,1,"Matching","Friend","Friend","Close",1,552,0.552,1
4,1,"Matching","Friend","Friend","Close",1,537,0.537,1
4,1,"Matching","Stranger","Stranger","Stranger",1,615,0.615,1
4,0,"Nonmatching","Friend","Friend","Close",0,742,0.742,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,724,0.724,1
4,1,"Matching","Self","Self","Self",1,479,0.479,1
4,0,"Nonmatching","Self","Self","Self",0,545,0.545,1
4,1,"Matching","Stranger","Stranger","Stranger",1,642,0.642,1
4,1,"Matching","Self","Self","Self",1,554,0.554,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,675,0.675,1
4,0,"Nonmatching","Self","Self","Self",0,642,0.642,1
4,1,"Matching","Friend","Friend","Close",1,600,0.6,1
4,0,"Nonmatching","Friend","Friend","Close",0,630,0.63,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",1,792,0.792,0
4,1,"Matching","Stranger","Stranger","Stranger",1,698,0.698,1
4,1,"Matching","Self","Self","Self",1,867,0.867,1
4,1,"Matching","Friend","Friend","Close",1,680,0.68,1
4,0,"Nonmatching","Friend","Friend","Close",0,719,0.719,1
4,0,"Nonmatching","Self","Self","Self",0,721,0.721,1
4,1,"Matching","Friend","Friend","Close",1,590,0.59,1
4,0,"Nonmatching","Friend","Friend","Close",0,753,0.753,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,714,0.714,1
4,0,"Nonmatching","Self","Self","Self",0,579,0.579,1
4,1,"Matching","Stranger","Stranger","Stranger",1,718,0.718,1
4,1,"Matching","Self","Self","Self",1,589,0.589,1
4,0,"Nonmatching","Friend","Friend","Close",0,705,0.705,1
4,1,"Matching","Self","Self","Self",0,680,0.68,0
4,1,"Matching","Friend","Friend","Close",1,542,0.542,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,1007,1.007,1
4,1,"Matching","Stranger","Stranger","Stranger",0,467,0.467,0
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,715,0.715,1
4,1,"Matching","Friend","Friend","Close",1,488,0.488,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,726,0.726,1
4,1,"Matching","Self","Self","Self",1,523,0.523,1
4,1,"Matching","Self","Self","Self",1,707,0.707,1
4,1,"Matching","Stranger","Stranger","Stranger",1,609,0.609,1
4,1,"Matching","Stranger","Stranger","Stranger",1,565,0.565,1
4,0,"Nonmatching","Self","Self","Self",0,788,0.788,1
4,0,"Nonmatching","Self","Self","Self",0,621,0.621,1
4,0,"Nonmatching","Friend","Friend","Close",0,728,0.728,1
4,1,"Matching","Friend","Friend","Close",1,647,0.647,1
4,1,"Matching","Stranger","Stranger","Stranger",1,580,0.58,1
4,0,"Nonmatching","Self","Self","Self",0,980,0.98,1
4,1,"Matching","Stranger","Stranger","Stranger",1,825,0.825,1
4,1,"Matching","Self","Self","Self",1,570,0.57,1
4,1,"Matching","Friend","Friend","Close",1,491,0.491,1
4,1,"Matching","Friend","Friend","Close",1,556,0.556,1
4,0,"Nonmatching","Friend","Friend","Close",0,695,0.695,1
4,0,"Nonmatching","Friend","Friend","Close",0,809,0.809,1
4,1,"Matching","Self","Self","Self",1,588,0.588,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,620,0.62,1
4,0,"Nonmatching","Self","Self","Self",0,833,0.833,1
4,0,"Nonmatching","Friend","Friend","Close",0,999,0.999,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,699,0.699,1
4,1,"Matching","Self","Self","Self",1,467,0.467,1
4,1,"Matching","Friend","Friend","Close",1,576,0.576,1
4,1,"Matching","Stranger","Stranger","Stranger",1,583,0.583,1
4,1,"Matching","Friend","Friend","Close",1,757,0.757,1
4,1,"Matching","Self","Self","Self",1,607,0.607,1
4,0,"Nonmatching","Self","Self","Self",0,471,0.471,1
4,1,"Matching","Stranger","Stranger","Stranger",1,624,0.624,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,594,0.594,1
4,0,"Nonmatching","Friend","Friend","Close",0,724,0.724,1
4,0,"Nonmatching","Self","Self","Self",0,684,0.684,1
4,1,"Matching","Self","Self","Self",1,510,0.51,1
4,0,"Nonmatching","Friend","Friend","Close",0,630,0.63,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,789,0.789,1
4,1,"Matching","Friend","Friend","Close",1,579,0.579,1
4,0,"Nonmatching","Self","Self","Self",0,607,0.607,1
4,0,"Nonmatching","Friend","Friend","Close",1,948,0.948,0
4,1,"Matching","Stranger","Stranger","Stranger",1,872,0.872,1
4,1,"Matching","Self","Self","Self",1,704,0.704,1
4,1,"Matching","Stranger","Stranger","Stranger",1,652,0.652,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,581,0.581,1
4,1,"Matching","Friend","Friend","Close",1,551,0.551,1
4,1,"Matching","Stranger","Stranger","Stranger",1,653,0.653,1
4,1,"Matching","Self","Self","Self",1,794,0.794,1
4,0,"Nonmatching","Friend","Friend","Close",0,730,0.73,1
4,1,"Matching","Friend","Friend","Close",1,560,0.56,1
4,0,"Nonmatching","Self","Self","Self",0,759,0.759,1
4,1,"Matching","Self","Self","Self",1,946,0.946,1
4,0,"Nonmatching","Friend","Friend","Close",0,697,0.697,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,618,0.618,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,728,0.728,1
4,1,"Matching","Friend","Friend","Close",1,557,0.557,1
4,1,"Matching","Stranger","Stranger","Stranger",1,986,0.986,1
4,1,"Matching","Friend","Friend","Close",1,545,0.545,1
4,0,"Nonmatching","Self","Self","Self",0,556,0.556,1
4,0,"Nonmatching","Friend","Friend","Close",0,1011,1.011,1
4,1,"Matching","Friend","Friend","Close",1,639,0.639,1
4,1,"Matching","Stranger","Stranger","Stranger",1,762,0.762,1
4,1,"Matching","Self","Self","Self",1,702,0.702,1
4,1,"Matching","Self","Self","Self",1,589,0.589,1
4,0,"Nonmatching","Self","Self","Self",0,511,0.511,1
4,1,"Matching","Stranger","Stranger","Stranger",1,504,0.504,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,535,0.535,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,662,0.662,1
4,0,"Nonmatching","Friend","Friend","Close",1,549,0.549,0
4,1,"Matching","Self","Self","Self",1,351,0.351,1
4,1,"Matching","Friend","Friend","Close",0,425,0.425,0
4,0,"Nonmatching","Self","Self","Self",0,660,0.66,1
4,0,"Nonmatching","Self","Self","Self",0,502,0.502,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,688,0.688,1
4,0,"Nonmatching","Friend","Friend","Close",0,789,0.789,1
4,0,"Nonmatching","Friend","Friend","Close",0,657,0.657,1
4,1,"Matching","Stranger","Stranger","Stranger",1,914,0.914,1
4,1,"Matching","Stranger","Stranger","Stranger",1,581,0.581,1
4,1,"Matching","Self","Self","Self",1,600,0.6,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,571,0.571,1
4,1,"Matching","Friend","Friend","Close",1,560,0.56,1
4,1,"Matching","Stranger","Stranger","Stranger",1,648,0.648,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,483,0.483,1
4,0,"Nonmatching","Self","Self","Self",0,555,0.555,1
4,0,"Nonmatching","Friend","Friend","Close",0,558,0.558,1
4,0,"Nonmatching","Self","Self","Self",0,586,0.586,1
4,0,"Nonmatching","Friend","Friend","Close",0,800,0.8,1
4,1,"Matching","Stranger","Stranger","Stranger",1,837,0.837,1
4,1,"Matching","Self","Self","Self",0,1028,1.028,0
4,1,"Matching","Friend","Friend","Close",0,734,0.734,0
4,1,"Matching","Self","Self","Self",1,564,0.564,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,472,0.472,1
4,0,"Nonmatching","Friend","Friend","Close",0,639,0.639,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,683,0.683,1
4,1,"Matching","Friend","Friend","Close",1,454,0.454,1
4,1,"Matching","Friend","Friend","Close",1,452,0.452,1
4,1,"Matching","Stranger","Stranger","Stranger",0,465,0.465,0
4,0,"Nonmatching","Friend","Friend","Close",0,842,0.842,1
4,1,"Matching","Self","Self","Self",0,1009,1.009,0
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,944,0.944,1
4,0,"Nonmatching","Self","Self","Self",0,616,0.616,1
4,1,"Matching","Stranger","Stranger","Stranger",1,614,0.614,1
4,0,"Nonmatching","Self","Self","Self",0,953,0.953,1
4,1,"Matching","Self","Self","Self",1,614,0.614,1
4,1,"Matching","Self","Self","Self",1,548,0.548,1
4,0,"Nonmatching","Friend","Friend","Close",0,550,0.55,1
4,1,"Matching","Stranger","Stranger","Stranger",1,671,0.671,1
4,0,"Nonmatching","Self","Self","Self",0,696,0.696,1
4,1,"Matching","Self","Self","Self",1,523,0.523,1
4,0,"Nonmatching","Self","Self","Self",0,572,0.572,1
4,1,"Matching","Friend","Friend","Close",1,556,0.556,1
4,1,"Matching","Stranger","Stranger","Stranger",1,565,0.565,1
4,1,"Matching","Friend","Friend","Close",1,478,0.478,1
4,0,"Nonmatching","Friend","Friend","Close",0,581,0.581,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",1,550,0.55,0
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,889,0.889,1
4,1,"Matching","Stranger","Stranger","Stranger",0,901,0.901,0
4,1,"Matching","Self","Self","Self",1,662,0.662,1
4,1,"Matching","Stranger","Stranger","Stranger",1,785,0.785,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,555,0.555,1
4,0,"Nonmatching","Friend","Friend","Close",0,658,0.658,1
4,0,"Nonmatching","Self","Self","Self",0,625,0.625,1
4,0,"Nonmatching","Self","Self","Self",0,684,0.684,1
4,0,"Nonmatching","Friend","Friend","Close",0,608,0.608,1
4,1,"Matching","Friend","Friend","Close",0,426,0.426,0
4,1,"Matching","Friend","Friend","Close",1,513,0.513,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,528,0.528,1
4,1,"Matching","Self","Self","Self",1,525,0.525,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,589,0.589,1
4,1,"Matching","Friend","Friend","Close",1,479,0.479,1
4,1,"Matching","Stranger","Stranger","Stranger",1,607,0.607,1
4,0,"Nonmatching","Friend","Friend","Close",0,600,0.6,1
4,0,"Nonmatching","Self","Self","Self",0,828,0.828,1
4,1,"Matching","Friend","Friend","Close",1,642,0.642,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,578,0.578,1
4,0,"Nonmatching","Friend","Friend","Close",0,906,0.906,1
4,1,"Matching","Self","Self","Self",1,575,0.575,1
4,1,"Matching","Stranger","Stranger","Stranger",1,669,0.669,1
4,1,"Matching","Self","Self","Self",1,574,0.574,1
4,0,"Nonmatching","Self","Self","Self",0,1022,1.022,1
4,0,"Nonmatching","Self","Self","Self",0,809,0.809,1
4,1,"Matching","Self","Self","Self",1,693,0.693,1
4,0,"Nonmatching","Friend","Friend","Close",0,592,0.592,1
4,1,"Matching","Stranger","Stranger","Stranger",1,560,0.56,1
4,1,"Matching","Stranger","Stranger","Stranger",1,560,0.56,1
4,0,"Nonmatching","Self","Self","Self",0,503,0.503,1
4,1,"Matching","Friend","Friend","Close",1,498,0.498,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,744,0.744,1
4,0,"Nonmatching","Friend","Friend","Close",0,643,0.643,1
4,1,"Matching","Friend","Friend","Close",1,590,0.59,1
4,1,"Matching","Self","Self","Self",1,591,0.591,1
4,0,"Nonmatching","Friend","Friend","Close",0,952,0.952,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,740,0.74,1
4,0,"Nonmatching","Self","Self","Self",0,595,0.595,1
4,1,"Matching","Friend","Friend","Close",1,455,0.455,1
4,1,"Matching","Stranger","Stranger","Stranger",1,702,0.702,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,586,0.586,1
4,0,"Nonmatching","Friend","Friend","Close",0,677,0.677,1
4,1,"Matching","Self","Self","Self",1,589,0.589,1
4,0,"Nonmatching","Self","Self","Self",0,664,0.664,1
4,1,"Matching","Friend","Friend","Close",1,640,0.64,1
4,1,"Matching","Stranger","Stranger","Stranger",1,541,0.541,1
4,1,"Matching","Self","Self","Self",1,512,0.512,1
5,1,"Matching","Friend","Friend","Close",1,944,0.944,1
5,1,"Matching","Stranger","Stranger","Stranger",1,751,0.751,1
5,0,"Nonmatching","Stranger","Stranger","Stranger",0,942,0.942,1
5,1,"Matching","Self","Self","Self",1,558,0.558,1
5,0,"Nonmatching","Self","Self","Self",0,716,0.716,1
5,0,"Nonmatching","Self","Self","Self",0,891,0.891,1
5,0,"Nonmatching","Friend","Friend","Close",1,956,0.956,0
5,0,"Nonmatching","Stranger","Stranger","Stranger",0,721,0.721,1
5,1,"Matching","Friend","Friend","Close",1,826,0.826,1
5,1,"Matching","Stranger","Stranger","Stranger",1,740,0.74,1
5,0,"Nonmatching","Friend","Friend","Close",0,733,0.733,1
5,1,"Matching","Self","Self","Self",1,458,0.458,1
