"Subject","Stim","Matching","Origin_Identity","English_Identity","Standarlized_Identity","Response","RT_ms","RT_sec","ACC"
4,1,"Matching","Friend","Friend","Close",1,611,0.611,1
4,1,"Matching","Stranger","Stranger","Stranger",1,593,0.593,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,639,0.639,1
4,1,"Matching","Friend","Friend","Close",1,910,0.91,1
4,1,"Matching","Stranger","Stranger","Stranger",1,408,0.408,1
4,0,"Nonmatching","Self","Self","Self",0,700,0.7,1
4,0,"Nonmatching","Self","Self","Self",1,959,0.959,0
4,0,"Nonmatching","Friend","Friend","Close",0,691,0.691,1
4,1,"Matching","Self","Self","Self",1,520,0.52,1
4,0,"Nonmatching","Friend","Friend","Close",0,609,0.609,1
4,1,"Matching","Self","Self","Self",1,589,0.589,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,865,0.865,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,729,0.729,1
4,1,"Matching","Friend","Friend","Close",1,558,0.558,1
4,1,"Matching","Stranger","Stranger","Stranger",1,643,0.643,1
4,1,"Matching","Self","Self","Self",1,569,0.569,1
4,1,"Matching","Self","Self","Self",1,561,0.561,1
4,0,"Nonmatching","Self","Self","Self",1,336,0.336,0
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,684,0.684,1
4,1,"Matching","Friend","Friend","Close",1,461,0.461,1
4,0,"Nonmatching","Friend","Friend","Close",0,749,0.749,1
4,0,"Nonmatching","Self","Self","Self",1,510,0.51,0
4,0,"Nonmatching","Friend","Friend","Close",0,780,0.78,1
4,1,"Matching","Stranger","Stranger","Stranger",1,654,0.654,1
4,1,"Matching","Friend","Friend","Close",1,533,0.533,1
4,0,"Nonmatching","Self","Self","Self",0,488,0.488,1
4,1,"Matching","Self","Self","Self",1,395,0.395,1
4,1,"Matching","Stranger","Stranger","Stranger",1,640,0.64,1
4,0,"Nonmatching","Friend","Friend","Close",0,556,0.556,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,765,0.765,1
4,0,"Nonmatching","Friend","Friend","Close",1,872,0.872,0
4,1,"Matching","Self","Self","Self",1,561,0.561,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,929,0.929,1
4,0,"Nonmatching","Self","Self","Self",0,695,0.695,1
4,1,"Matching","Stranger","Stranger","Stranger",1,602,0.602,1
4,1,"Matching","Friend","Friend","Close",1,576,0.576,1
4,1,"Matching","Friend","Friend","Close",1,766,0.766,1
4,0,"Nonmatching","Self","Self","Self",0,858,0.858,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,750,0.75,1
4,0,"Nonmatching","Friend","Friend","Close",0,917,0.917,1
4,1,"Matching","Stranger","Stranger","Stranger",1,673,0.673,1
4,1,"Matching","Self","Self","Self",1,564,0.564,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,638,0.638,1
4,1,"Matching","Friend","Friend","Close",1,493,0.493,1
4,1,"Matching","Stranger","Stranger","Stranger",1,603,0.603,1
4,0,"Nonmatching","Self","Self","Self",0,819,0.819,1
4,1,"Matching","Self","Self","Self",1,607,0.607,1
4,0,"Nonmatching","Friend","Friend","Close",0,695,0.695,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",1,689,0.689,0
4,1,"Matching","Self","Self","Self",1,582,0.582,1
4,0,"Nonmatching","Self","Self","Self",0,757,0.757,1
4,0,"Nonmatching","Friend","Friend","Close",0,1031,1.031,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,687,0.687,1
4,1,"Matching","Friend","Friend","Close",1,555,0.555,1
4,1,"Matching","Friend","Friend","Close",1,627,0.627,1
4,1,"Matching","Self","Self","Self",1,594,0.594,1
4,0,"Nonmatching","Self","Self","Self",0,602,0.602,1
4,1,"Matching","Stranger","Stranger","Stranger",1,618,0.618,1
4,1,"Matching","Stranger","Stranger","Stranger",1,517,0.517,1
4,1,"Matching","Stranger","Stranger","Stranger",1,392,0.392,1
4,0,"Nonmatching","Friend","Friend","Close",0,639,0.639,1
4,1,"Matching","Stranger","Stranger","Stranger",1,543,0.543,1
4,1,"Matching","Self","Self","Self",1,601,0.601,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,605,0.605,1
4,1,"Matching","Friend","Friend","Close",1,664,0.664,1
4,1,"Matching","Self","Self","Self",1,514,0.514,1
4,0,"Nonmatching","Self","Self","Self",0,624,0.624,1
4,1,"Matching","Friend","Friend","Close",1,464,0.464,1
4,0,"Nonmatching","Self","Self","Self",0,649,0.649,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",1,431,0.431,0
4,0,"Nonmatching","Friend","Friend","Close",0,640,0.64,1
4,0,"Nonmatching","Friend","Friend","Close",0,687,0.687,1
4,0,"Nonmatching","Friend","Friend","Close",0,615,0.615,1
4,1,"Matching","Friend","Friend","Close",1,719,0.719,1
4,1,"Matching","Stranger","Stranger","Stranger",1,622,0.622,1
4,1,"Matching","Self","Self","Self",1,520,0.52,1
4,1,"Matching","Self","Self","Self",1,584,0.584,1
4,1,"Matching","Friend","Friend","Close",1,728,0.728,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,633,0.633,1
4,1,"Matching","Stranger","Stranger","Stranger",1,572,0.572,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",1,578,0.578,0
4,0,"Nonmatching","Self","Self","Self",0,852,0.852,1
4,0,"Nonmatching","Self","Self","Self",0,696,0.696,1
4,0,"Nonmatching","Self","Self","Self",0,821,0.821,1
4,1,"Matching","Friend","Friend","Close",1,550,0.55,1
4,0,"Nonmatching","Self","Self","Self",0,585,0.585,1
4,1,"Matching","Friend","Friend","Close",1,622,0.622,1
4,1,"Matching","Self","Self","Self",1,484,0.484,1
4,1,"Matching","Stranger","Stranger","Stranger",1,843,0.843,1
4,0,"Nonmatching","Friend","Friend","Close",0,988,0.988,1
4,1,"Matching","Self","Self","Self",1,574,0.574,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,574,0.574,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,923,0.923,1
4,1,"Matching","Stranger","Stranger","Stranger",1,530,0.53,1
4,1,"Matching","Stranger","Stranger","Stranger",1,572,0.572,1
4,1,"Matching","Stranger","Stranger","Stranger",1,438,0.438,1
4,0,"Nonmatching","Friend","Friend","Close",0,692,0.692,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,706,0.706,1
4,1,"Matching","Friend","Friend","Close",1,525,0.525,1
4,1,"Matching","Friend","Friend","Close",1,920,0.92,1
4,0,"Nonmatching","Self","Self","Self",0,666,0.666,1
4,0,"Nonmatching","Self","Self","Self",0,630,0.63,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,579,0.579,1
4,1,"Matching","Self","Self","Self",1,446,0.446,1
4,0,"Nonmatching","Friend","Friend","Close",0,710,0.71,1
4,1,"Matching","Self","Self","Self",1,1023,1.023,1
4,1,"Matching","Friend","Friend","Close",0,554,0.554,0
4,1,"Matching","Stranger","Stranger","Stranger",1,584,0.584,1
4,0,"Nonmatching","Self","Self","Self",1,488,0.488,0
4,1,"Matching","Self","Self","Self",1,532,0.532,1
4,1,"Matching","Friend","Friend","Close",1,608,0.608,1
4,1,"Matching","Self","Self","Self",1,525,0.525,1
4,0,"Nonmatching","Friend","Friend","Close",0,780,0.78,1
4,0,"Nonmatching","Self","Self","Self",0,831,0.831,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",1,572,0.572,0
4,1,"Matching","Stranger","Stranger","Stranger",1,661,0.661,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,621,0.621,1
4,0,"Nonmatching","Friend","Friend","Close",0,846,0.846,1
4,0,"Nonmatching","Friend","Friend","Close",0,672,0.672,1
4,1,"Matching","Self","Self","Self",1,568,0.568,1
4,1,"Matching","Stranger","Stranger","Stranger",0,499,0.499,0
4,1,"Matching","Friend","Friend","Close",1,645,0.645,1
4,0,"Nonmatching","Self","Self","Self",0,806,0.806,1
4,1,"Matching","Self","Self","Self",1,420,0.42,1
4,0,"Nonmatching","Self","Self","Self",0,667,0.667,1
4,1,"Matching","Stranger","Stranger","Stranger",0,911,0.911,0
4,1,"Matching","Friend","Friend","Close",1,529,0.529,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",1,551,0.551,0
4,0,"Nonmatching","Friend","Friend","Close",0,764,0.764,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,787,0.787,1
4,0,"Nonmatching","Friend","Friend","Close",0,770,0.77,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,997,0.997,1
4,1,"Matching","Friend","Friend","Close",1,483,0.483,1
4,1,"Matching","Friend","Friend","Close",1,728,0.728,1
4,1,"Matching","Stranger","Stranger","Stranger",0,456,0.456,0
4,0,"Nonmatching","Self","Self","Self",0,716,0.716,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,662,0.662,1
4,0,"Nonmatching","Self","Self","Self",0,755,0.755,1
4,1,"Matching","Self","Self","Self",1,565,0.565,1
4,1,"Matching","Stranger","Stranger","Stranger",1,622,0.622,1
4,0,"Nonmatching","Friend","Friend","Close",0,563,0.563,1
4,1,"Matching","Self","Self","Self",1,694,0.694,1
4,1,"Matching","Stranger","Stranger","Stranger",1,635,0.635,1
4,0,"Nonmatching","Friend","Friend","Close",0,659,0.659,1
4,0,"Nonmatching","Self","Self","Self",0,721,0.721,1
4,1,"Matching","Self","Self","Self",1,530,0.53,1
4,0,"Nonmatching","Self","Self","Self",0,761,0.761,1
4,1,"Matching","Self","Self","Self",1,411,0.411,1
4,1,"Matching","Friend","Friend","Close",1,559,0.559,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,641,0.641,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,936,0.936,1
4,0,"Nonmatching","Friend","Friend","Close",0,705,0.705,1
4,1,"Matching","Stranger","Stranger","Stranger",1,669,0.669,1
4,1,"Matching","Friend","Friend","Close",1,523,0.523,1
4,1,"Matching","Stranger","Stranger","Stranger",1,674,0.674,1
4,1,"Matching","Self","Self","Self",1,657,0.657,1
4,1,"Matching","Self","Self","Self",1,830,0.83,1
4,1,"Matching","Stranger","Stranger","Stranger",1,729,0.729,1
4,0,"Nonmatching","Friend","Friend","Close",0,896,0.896,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,792,0.792,1
4,0,"Nonmatching","Self","Self","Self",1,468,0.468,0
4,1,"Matching","Friend","Friend","Close",1,733,0.733,1
4,0,"Nonmatching","Friend","Friend","Close",0,772,0.772,1
4,0,"Nonmatching","Self","Self","Self",0,663,0.663,1
4,1,"Matching","Friend","Friend","Close",1,631,0.631,1
4,1,"Matching","Self","Self","Self",1,524,0.524,1
4,1,"Matching","Stranger","Stranger","Stranger",1,532,0.532,1
4,0,"Nonmatching","Self","Self","Self",0,645,0.645,1
4,0,"Nonmatching","Friend","Friend","Close",0,737,0.737,1
4,1,"Matching","Stranger","Stranger","Stranger",1,622,0.622,1
4,0,"Nonmatching","Self","Self","Self",0,1084,1.084,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,913,0.913,1
4,1,"Matching","Self","Self","Self",1,582,0.582,1
4,1,"Matching","Friend","Friend","Close",1,686,0.686,1
4,0,"Nonmatching","Friend","Friend","Close",0,755,0.755,1
4,1,"Matching","Friend","Friend","Close",1,606,0.606,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",1,870,0.87,0
4,1,"Matching","Stranger","Stranger","Stranger",0,561,0.561,0
4,1,"Matching","Friend","Friend","Close",1,494,0.494,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,645,0.645,1
4,1,"Matching","Self","Self","Self",1,479,0.479,1
4,0,"Nonmatching","Self","Self","Self",0,571,0.571,1
4,0,"Nonmatching","Self","Self","Self",1,548,0.548,0
4,1,"Matching","Self","Self","Self",1,744,0.744,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,847,0.847,1
4,0,"Nonmatching","Friend","Friend","Close",0,1059,1.059,1
4,1,"Matching","Friend","Friend","Close",1,514,0.514,1
4,1,"Matching","Stranger","Stranger","Stranger",1,605,0.605,1
4,0,"Nonmatching","Friend","Friend","Close",0,630,0.63,1
4,0,"Nonmatching","Friend","Friend","Close",0,584,0.584,1
4,0,"Nonmatching","Self","Self","Self",0,711,0.711,1
4,1,"Matching","Friend","Friend","Close",1,559,0.559,1
4,1,"Matching","Stranger","Stranger","Stranger",1,658,0.658,1
4,1,"Matching","Self","Self","Self",1,543,0.543,1
4,0,"Nonmatching","Self","Self","Self",0,656,0.656,1
4,1,"Matching","Self","Self","Self",1,683,0.683,1
4,0,"Nonmatching","Friend","Friend","Close",0,656,0.656,1
4,1,"Matching","Stranger","Stranger","Stranger",1,694,0.694,1
4,1,"Matching","Friend","Friend","Close",1,439,0.439,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,619,0.619,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",1,827,0.827,0
4,0,"Nonmatching","Friend","Friend","Close",0,765,0.765,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,692,0.692,1
4,1,"Matching","Stranger","Stranger","Stranger",1,588,0.588,1
4,1,"Matching","Friend","Friend","Close",1,579,0.579,1
4,1,"Matching","Self","Self","Self",1,526,0.526,1
4,0,"Nonmatching","Self","Self","Self",0,510,0.51,1
4,1,"Matching","Stranger","Stranger","Stranger",1,637,0.637,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,597,0.597,1
4,1,"Matching","Self","Self","Self",1,479,0.479,1
4,1,"Matching","Friend","Friend","Close",1,633,0.633,1
4,0,"Nonmatching","Self","Self","Self",0,657,0.657,1
4,0,"Nonmatching","Friend","Friend","Close",0,802,0.802,1
4,0,"Nonmatching","Friend","Friend","Close",0,892,0.892,1
4,1,"Matching","Friend","Friend","Close",1,590,0.59,1
4,1,"Matching","Friend","Friend","Close",1,443,0.443,1
4,1,"Matching","Self","Self","Self",1,483,0.483,1
4,1,"Matching","Self","Self","Self",1,619,0.619,1
4,1,"Matching","Stranger","Stranger","Stranger",1,442,0.442,1
4,0,"Nonmatching","Self","Self","Self",0,769,0.769,1
4,0,"Nonmatching","Self","Self","Self",0,750,0.75,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,728,0.728,1
4,0,"Nonmatching","Friend","Friend","Close",0,654,0.654,1
4,1,"Matching","Stranger","Stranger","Stranger",1,648,0.648,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,723,0.723,1
4,0,"Nonmatching","Self","Self","Self",0,735,0.735,1
4,1,"Matching","Self","Self","Self",1,550,0.55,1
4,0,"Nonmatching","Friend","Friend","Close",0,720,0.72,1
4,1,"Matching","Friend","Friend","Close",1,594,0.594,1
4,1,"Matching","Stranger","Stranger","Stranger",1,610,0.61,1
4,0,"Nonmatching","Self","Self","Self",0,606,0.606,1
4,0,"Nonmatching","Friend","Friend","Close",1,918,0.918,0
4,1,"Matching","Friend","Friend","Close",1,523,0.523,1
4,1,"Matching","Stranger","Stranger","Stranger",1,571,0.571,1
4,1,"Matching","Self","Self","Self",1,512,0.512,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,609,0.609,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,589,0.589,1
4,1,"Matching","Stranger","Stranger","Stranger",1,583,0.583,1
4,1,"Matching","Self","Self","Self",1,556,0.556,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,676,0.676,1
4,1,"Matching","Friend","Friend","Close",1,401,0.401,1
4,1,"Matching","Friend","Friend","Close",1,373,0.373,1
4,0,"Nonmatching","Friend","Friend","Close",0,843,0.843,1
4,1,"Matching","Self","Self","Self",1,537,0.537,1
4,0,"Nonmatching","Friend","Friend","Close",0,568,0.568,1
4,1,"Matching","Stranger","Stranger","Stranger",1,521,0.521,1
4,0,"Nonmatching","Self","Self","Self",0,642,0.642,1
4,0,"Nonmatching","Self","Self","Self",0,727,0.727,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,593,0.593,1
4,0,"Nonmatching","Self","Self","Self",0,633,0.633,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,602,0.602,1
4,1,"Matching","Friend","Friend","Close",1,797,0.797,1
4,1,"Matching","Self","Self","Self",1,356,0.356,1
4,0,"Nonmatching","Friend","Friend","Close",1,521,0.521,0
4,0,"Nonmatching","Friend","Friend","Close",0,672,0.672,1
4,1,"Matching","Stranger","Stranger","Stranger",1,652,0.652,1
4,1,"Matching","Friend","Friend","Close",1,540,0.54,1
4,1,"Matching","Stranger","Stranger","Stranger",1,719,0.719,1
4,1,"Matching","Self","Self","Self",1,515,0.515,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,859,0.859,1
4,0,"Nonmatching","Self","Self","Self",0,738,0.738,1
4,1,"Matching","Friend","Friend","Close",1,324,0.324,1
4,1,"Matching","Self","Self","Self",1,527,0.527,1
4,1,"Matching","Stranger","Stranger","Stranger",1,543,0.543,1
4,1,"Matching","Friend","Friend","Close",1,534,0.534,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,923,0.923,1
4,0,"Nonmatching","Friend","Friend","Close",0,668,0.668,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",1,510,0.51,0
4,0,"Nonmatching","Self","Self","Self",0,735,0.735,1
4,0,"Nonmatching","Friend","Friend","Close",0,895,0.895,1
4,1,"Matching","Stranger","Stranger","Stranger",1,642,0.642,1
4,1,"Matching","Self","Self","Self",1,537,0.537,1
4,0,"Nonmatching","Self","Self","Self",0,567,0.567,1
4,1,"Matching","Stranger","Stranger","Stranger",1,371,0.371,1
4,1,"Matching","Stranger","Stranger","Stranger",1,664,0.664,1
4,0,"Nonmatching","Self","Self","Self",0,636,0.636,1
4,1,"Matching","Friend","Friend","Close",1,492,0.492,1
4,1,"Matching","Self","Self","Self",1,577,0.577,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,476,0.476,1
4,0,"Nonmatching","Self","Self","Self",1,560,0.56,0
4,1,"Matching","Friend","Friend","Close",1,518,0.518,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",1,615,0.615,0
4,0,"Nonmatching","Friend","Friend","Close",0,743,0.743,1
4,1,"Matching","Self","Self","Self",1,612,0.612,1
4,0,"Nonmatching","Friend","Friend","Close",0,707,0.707,1
4,1,"Matching","Stranger","Stranger","Stranger",1,528,0.528,1
4,0,"Nonmatching","Friend","Friend","Close",0,681,0.681,1
4,1,"Matching","Self","Self","Self",1,613,0.613,1
4,1,"Matching","Friend","Friend","Close",1,570,0.57,1
4,1,"Matching","Friend","Friend","Close",1,646,0.646,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,561,0.561,1
4,0,"Nonmatching","Self","Self","Self",0,619,0.619,1
4,0,"Nonmatching","Friend","Friend","Close",0,607,0.607,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,705,0.705,1
4,1,"Matching","Stranger","Stranger","Stranger",1,600,0.6,1
4,1,"Matching","Self","Self","Self",1,860,0.86,1
4,0,"Nonmatching","Self","Self","Self",0,653,0.653,1
4,1,"Matching","Self","Self","Self",1,819,0.819,1
4,0,"Nonmatching","Self","Self","Self",0,631,0.631,1
4,1,"Matching","Self","Self","Self",1,822,0.822,1
4,0,"Nonmatching","Self","Self","Self",0,582,0.582,1
4,1,"Matching","Stranger","Stranger","Stranger",1,549,0.549,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,689,0.689,1
4,1,"Matching","Friend","Friend","Close",1,476,0.476,1
4,0,"Nonmatching","Friend","Friend","Close",0,601,0.601,1
4,0,"Nonmatching","Friend","Friend","Close",0,726,0.726,1
4,1,"Matching","Stranger","Stranger","Stranger",1,489,0.489,1
4,1,"Matching","Friend","Friend","Close",1,549,0.549,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,745,0.745,1
4,1,"Matching","Self","Self","Self",1,708,0.708,1
4,1,"Matching","Friend","Friend","Close",1,402,0.402,1
4,0,"Nonmatching","Self","Self","Self",0,553,0.553,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,659,0.659,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,907,0.907,1
4,1,"Matching","Self","Self","Self",1,427,0.427,1
4,0,"Nonmatching","Friend","Friend","Close",0,746,0.746,1
4,0,"Nonmatching","Friend","Friend","Close",0,644,0.644,1
4,1,"Matching","Stranger","Stranger","Stranger",0,671,0.671,0
4,0,"Nonmatching","Self","Self","Self",0,826,0.826,1
4,1,"Matching","Friend","Friend","Close",1,751,0.751,1
4,1,"Matching","Stranger","Stranger","Stranger",1,632,0.632,1
4,1,"Matching","Friend","Friend","Close",1,551,0.551,1
4,0,"Nonmatching","Friend","Friend","Close",0,595,0.595,1
4,0,"Nonmatching","Self","Self","Self",0,716,0.716,1
4,1,"Matching","Stranger","Stranger","Stranger",1,388,0.388,1
4,1,"Matching","Self","Self","Self",1,547,0.547,1
4,0,"Nonmatching","Self","Self","Self",0,791,0.791,1
4,1,"Matching","Stranger","Stranger","Stranger",1,479,0.479,1
4,0,"Nonmatching","Friend","Friend","Close",1,504,0.504,0
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,683,0.683,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,890,0.89,1
4,1,"Matching","Self","Self","Self",1,588,0.588,1
4,1,"Matching","Friend","Friend","Close",1,605,0.605,1
4,1,"Matching","Self","Self","Self",1,522,0.522,1
4,0,"Nonmatching","Self","Self","Self",0,574,0.574,1
4,1,"Matching","Self","Self","Self",1,576,0.576,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,594,0.594,1
4,1,"Matching","Friend","Friend","Close",1,535,0.535,1
4,0,"Nonmatching","Friend","Friend","Close",0,649,0.649,1
4,0,"Nonmatching","Self","Self","Self",0,758,0.758,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,745,0.745,1
4,1,"Matching","Stranger","Stranger","Stranger",1,541,0.541,1
4,1,"Matching","Stranger","Stranger","Stranger",1,630,0.63,1
4,1,"Matching","Friend","Friend","Close",1,604,0.604,1
4,0,"Nonmatching","Friend","Friend","Close",0,940,0.94,1
4,1,"Matching","Stranger","Stranger","Stranger",1,643,0.643,1
4,1,"Matching","Friend","Friend","Close",1,612,0.612,1
4,1,"Matching","Stranger","Stranger","Stranger",1,952,0.952,1
4,0,"Nonmatching","Friend","Friend","Close",0,741,0.741,1
4,0,"Nonmatching","Friend","Friend","Close",0,617,0.617,1
4,0,"Nonmatching","Self","Self","Self",0,563,0.563,1
4,1,"Matching","Friend","Friend","Close",1,444,0.444,1
4,1,"Matching","Self","Self","Self",1,866,0.866,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",1,779,0.779,0
4,1,"Matching","Self","Self","Self",1,745,0.745,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,833,0.833,1
4,0,"Nonmatching","Self","Self","Self",0,614,0.614,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,636,0.636,1
4,1,"Matching","Stranger","Stranger","Stranger",1,601,0.601,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,663,0.663,1
4,1,"Matching","Stranger","Stranger","Stranger",1,633,0.633,1
4,1,"Matching","Self","Self","Self",1,587,0.587,1
4,0,"Nonmatching","Friend","Friend","Close",0,670,0.67,1
4,1,"Matching","Friend","Friend","Close",1,433,0.433,1
4,1,"Matching","Friend","Friend","Close",1,408,0.408,1
4,0,"Nonmatching","Self","Self","Self",0,569,0.569,1
4,0,"Nonmatching","Friend","Friend","Close",0,662,0.662,1
4,0,"Nonmatching","Self","Self","Self",0,612,0.612,1
4,1,"Matching","Self","Self","Self",1,598,0.598,1
4,1,"Matching","Stranger","Stranger","Stranger",1,890,0.89,1
4,0,"Nonmatching","Friend","Friend","Close",0,578,0.578,1
4,1,"Matching","Stranger","Stranger","Stranger",1,463,0.463,1
4,1,"Matching","Friend","Friend","Close",1,568,0.568,1
4,1,"Matching","Self","Self","Self",1,550,0.55,1
4,0,"Nonmatching","Self","Self","Self",0,535,0.535,1
4,0,"Nonmatching","Self","Self","Self",1,858,0.858,0
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,670,0.67,1
4,1,"Matching","Friend","Friend","Close",1,419,0.419,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,539,0.539,1
4,1,"Matching","Self","Self","Self",1,574,0.574,1
4,0,"Nonmatching","Friend","Friend","Close",0,993,0.993,1
4,1,"Matching","Friend","Friend","Close",1,450,0.45,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,594,0.594,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",1,711,0.711,0
4,0,"Nonmatching","Self","Self","Self",0,393,0.393,1
4,1,"Matching","Self","Self","Self",1,725,0.725,1
4,0,"Nonmatching","Self","Self","Self",0,724,0.724,1
4,1,"Matching","Stranger","Stranger","Stranger",1,1044,1.044,1
4,0,"Nonmatching","Friend","Friend","Close",0,642,0.642,1
4,1,"Matching","Stranger","Stranger","Stranger",1,607,0.607,1
4,0,"Nonmatching","Friend","Friend","Close",0,664,0.664,1
4,1,"Matching","Self","Self","Self",1,578,0.578,1
4,1,"Matching","Friend","Friend","Close",1,1049,1.049,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,621,0.621,1
4,0,"Nonmatching","Friend","Friend","Close",0,801,0.801,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,820,0.82,1
4,1,"Matching","Self","Self","Self",1,583,0.583,1
4,1,"Matching","Self","Self","Self",1,818,0.818,1
4,0,"Nonmatching","Self","Self","Self",1,986,0.986,0
4,1,"Matching","Stranger","Stranger","Stranger",1,585,0.585,1
4,1,"Matching","Friend","Friend","Close",1,537,0.537,1
4,1,"Matching","Friend","Friend","Close",1,612,0.612,1
4,0,"Nonmatching","Self","Self","Self",0,612,0.612,1
4,0,"Nonmatching","Friend","Friend","Close",0,659,0.659,1
4,1,"Matching","Stranger","Stranger","Stranger",1,496,0.496,1
4,1,"Matching","Self","Self","Self",1,516,0.516,1
4,1,"Matching","Friend","Friend","Close",1,561,0.561,1
4,1,"Matching","Friend","Friend","Close",1,558,0.558,1
4,0,"Nonmatching","Friend","Friend","Close",0,513,0.513,1
4,0,"Nonmatching","Self","Self","Self",0,688,0.688,1
4,1,"Matching","Stranger","Stranger","Stranger",1,636,0.636,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",1,358,0.358,0
4,0,"Nonmatching","Self","Self","Self",0,646,0.646,1
4,0,"Nonmatching","Friend","Friend","Close",0,598,0.598,1
4,1,"Matching","Self","Self","Self",1,980,0.98,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,556,0.556,1
4,1,"Matching","Stranger","Stranger","Stranger",1,702,0.702,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",1,596,0.596,0
4,1,"Matching","Friend","Friend","Close",1,652,0.652,1
4,1,"Matching","Stranger","Stranger","Stranger",1,810,0.81,1
4,1,"Matching","Stranger","Stranger","Stranger",1,472,0.472,1
4,0,"Nonmatching","Friend","Friend","Close",0,677,0.677,1
4,0,"Nonmatching","Friend","Friend","Close",1,573,0.573,0
4,1,"Matching","Self","Self","Self",1,712,0.712,1
4,1,"Matching","Friend","Friend","Close",1,571,0.571,1
4,0,"Nonmatching","Self","Self","Self",0,588,0.588,1
4,1,"Matching","Self","Self","Self",1,606,0.606,1
4,0,"Nonmatching","Self","Self","Self",0,615,0.615,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,635,0.635,1
4,1,"Matching","Self","Self","Self",1,621,0.621,1
4,1,"Matching","Self","Self","Self",1,359,0.359,1
4,0,"Nonmatching","Stranger","Stranger","Stranger",0,363,0.363,1
4,1,"Matching","Stranger","Stranger","Stranger",1,533,0.533,1
