"","Subject","Age","Gender","Handedness","Shape","Label","Origin_Identity","English_Identity","Standardized_Idnetity","Matching","Response","RT_ms","RT_sec","ACC"
"2548",1,32,"male","right","Dreieck.png","Ich","Ich","Self","Self","Nonmatching","k",490,0.49,1
"2549",1,32,"male","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","d",353,0.353,0
"2550",1,32,"male","right","Dreieck.png","Ich","Ich","Self","Self","Nonmatching","k",580,0.58,1
"2551",1,32,"male","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","d",725,0.725,0
"2552",1,32,"male","right","Dreieck.png","Ich","Ich","Self","Self","Nonmatching","k",480,0.48,1
"2553",1,32,"male","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","d",445,0.445,0
"2554",1,32,"male","right","Dreieck.png","Ich","Ich","Self","Self","Nonmatching","k",455,0.455,1
"2555",1,32,"male","right","Dreieck.png","Ich","Ich","Self","Self","Nonmatching","k",595,0.595,1
"2556",1,32,"male","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","d",422,0.422,0
"2557",1,32,"male","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","d",504,0.504,0
"2558",1,32,"male","right","Dreieck.png","Ich","Ich","Self","Self","Nonmatching","k",625,0.625,1
"2559",1,32,"male","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","d",383,0.383,0
"2560",1,32,"male","right","Dreieck.png","Ich","Ich","Self","Self","Nonmatching","k",1162,1.162,1
"2561",15,22,"female","left","Dreieck.png","Ich","Ich","Self","Self","Matching","d",716,0.716,1
"2562",15,22,"female","left","Kreis.png","Fremder","Fremder","Stranger","Stranger","Matching","d",881,0.881,1
"2563",15,22,"female","left","Kreis.png","Fremder","Fremder","Stranger","Stranger","Matching","d",1328,1.328,1
"2564",15,22,"female","left","Dreieck.png","Ich","Ich","Self","Self","Matching","d",838,0.838,1
"2565",15,22,"female","left","Kreis.png","Fremder","Fremder","Stranger","Stranger","Matching","d",837,0.837,1
"2566",15,22,"female","left","Dreieck.png","Ich","Ich","Self","Self","Matching","d",554,0.554,1
"2567",15,22,"female","left","Kreis.png","Fremder","Fremder","Stranger","Stranger","Matching","k",634,0.634,0
"2568",15,22,"female","left","Dreieck.png","Ich","Ich","Self","Self","Matching","d",573,0.573,1
"2569",15,22,"female","left","Kreis.png","Fremder","Fremder","Stranger","Stranger","Matching","d",831,0.831,1
"2570",15,22,"female","left","Dreieck.png","Ich","Ich","Self","Self","Matching","d",648,0.648,1
"2571",15,22,"female","left","Kreis.png","Fremder","Fremder","Stranger","Stranger","Matching","d",905,0.905,1
"2572",15,22,"female","left","Dreieck.png","Ich","Ich","Self","Self","Matching","d",814,0.814,1
"2573",15,22,"female","left","Kreis.png","Fremder","Fremder","Stranger","Stranger","Matching","k",737,0.737,0
"2574",15,22,"female","left","Dreieck.png","Ich","Ich","Self","Self","Matching","d",750,0.75,1
"2575",15,22,"female","left","Dreieck.png","Ich","Ich","Self","Self","Matching","d",730,0.73,1
"2576",15,22,"female","left","Kreis.png","Fremder","Fremder","Stranger","Stranger","Matching","d",663,0.663,1
"2577",15,22,"female","left","Dreieck.png","Ich","Ich","Self","Self","Matching","d",503,0.503,1
"2578",15,22,"female","left","Kreis.png","Fremder","Fremder","Stranger","Stranger","Matching","k",518,0.518,0
"2579",15,22,"female","left","Dreieck.png","Ich","Ich","Self","Self","Matching","d",521,0.521,1
"2580",15,22,"female","left","Kreis.png","Fremder","Fremder","Stranger","Stranger","Matching","d",835,0.835,1
"2581",15,22,"female","left","Kreis.png","Fremder","Fremder","Stranger","Stranger","Matching","d",977,0.977,1
"2582",15,22,"female","left","Dreieck.png","Ich","Ich","Self","Self","Matching","d",536,0.536,1
"2583",15,22,"female","left","Dreieck.png","Ich","Ich","Self","Self","Matching","d",660,0.66,1
"2584",15,22,"female","left","Kreis.png","Fremder","Fremder","Stranger","Stranger","Matching","d",735,0.735,1
"2585",15,22,"female","left","Dreieck.png","Ich","Ich","Self","Self","Matching","d",560,0.56,1
"2586",15,22,"female","left","Kreis.png","Fremder","Fremder","Stranger","Stranger","Matching","d",1059,1.059,1
"2587",15,22,"female","left","Kreis.png","Fremder","Fremder","Stranger","Stranger","Matching","d",681,0.681,1
"2588",15,22,"female","left","Dreieck.png","Ich","Ich","Self","Self","Matching","d",646,0.646,1
"2589",15,22,"female","left","Kreis.png","Fremder","Fremder","Stranger","Stranger","Matching","d",820,0.82,1
"2590",15,22,"female","left","Dreieck.png","Ich","Ich","Self","Self","Matching","d",601,0.601,1
"2591",15,22,"female","left","Kreis.png","Fremder","Fremder","Stranger","Stranger","Matching","d",612,0.612,1
"2592",15,22,"female","left","Dreieck.png","Ich","Ich","Self","Self","Matching","d",562,0.562,1
"2593",15,22,"female","left","Dreieck.png","Ich","Ich","Self","Self","Matching","d",595,0.595,1
"2594",15,22,"female","left","Kreis.png","Fremder","Fremder","Stranger","Stranger","Matching","d",799,0.799,1
"2595",15,22,"female","left","Kreis.png","Fremder","Fremder","Stranger","Stranger","Matching","d",654,0.654,1
"2596",15,22,"female","left","Dreieck.png","Ich","Ich","Self","Self","Matching","d",604,0.604,1
"2597",15,22,"female","left","Kreis.png","Fremder","Fremder","Stranger","Stranger","Matching","d",651,0.651,1
"2598",15,22,"female","left","Dreieck.png","Ich","Ich","Self","Self","Matching","d",656,0.656,1
"2599",15,22,"female","left","Kreis.png","Fremder","Fremder","Stranger","Stranger","Matching","d",847,0.847,1
"2600",15,22,"female","left","Dreieck.png","Ich","Ich","Self","Self","Matching","d",534,0.534,1
"2601",15,22,"female","left","Dreieck.png","Ich","Ich","Self","Self","Matching","d",517,0.517,1
"2602",15,22,"female","left","Kreis.png","Fremder","Fremder","Stranger","Stranger","Matching","d",684,0.684,1
"2603",15,22,"female","left","Kreis.png","Fremder","Fremder","Stranger","Stranger","Matching","k",580,0.58,0
"2604",15,22,"female","left","Dreieck.png","Ich","Ich","Self","Self","Matching","d",674,0.674,1
"2605",15,22,"female","left","Kreis.png","Fremder","Fremder","Stranger","Stranger","Matching","d",619,0.619,1
"2606",15,22,"female","left","Dreieck.png","Ich","Ich","Self","Self","Matching","d",629,0.629,1
"2607",15,22,"female","left","Kreis.png","Fremder","Fremder","Stranger","Stranger","Matching","d",591,0.591,1
"2608",15,22,"female","left","Dreieck.png","Ich","Ich","Self","Self","Matching","d",805,0.805,1
"2609",15,22,"female","left","Dreieck.png","Ich","Ich","Self","Self","Matching","d",568,0.568,1
"2610",15,22,"female","left","Kreis.png","Fremder","Fremder","Stranger","Stranger","Matching","d",662,0.662,1
"2611",15,22,"female","left","Kreis.png","Fremder","Fremder","Stranger","Stranger","Matching","d",648,0.648,1
"2612",15,22,"female","left","Dreieck.png","Ich","Ich","Self","Self","Matching","d",615,0.615,1
"2613",15,22,"female","left","Kreis.png","Fremder","Fremder","Stranger","Stranger","Matching","d",633,0.633,1
"2614",15,22,"female","left","Dreieck.png","Ich","Ich","Self","Self","Matching","{CONTROL}",122,0.122,0
"2615",15,22,"female","left","Kreis.png","Fremder","Fremder","Stranger","Stranger","Matching","d",638,0.638,1
"2616",15,22,"female","left","Dreieck.png","Ich","Ich","Self","Self","Matching","d",570,0.57,1
"2617",15,22,"female","left","Kreis.png","Fremder","Fremder","Stranger","Stranger","Matching","k",454,0.454,0
"2618",15,22,"female","left","Dreieck.png","Ich","Ich","Self","Self","Matching","d",453,0.453,1
"2619",15,22,"female","left","Dreieck.png","Ich","Ich","Self","Self","Matching","d",693,0.693,1
"2620",15,22,"female","left","Kreis.png","Fremder","Fremder","Stranger","Stranger","Matching","k",430,0.43,0
"2621",15,22,"female","left","Dreieck.png","Ich","Ich","Self","Self","Matching","d",518,0.518,1
"2622",15,22,"female","left","Kreis.png","Fremder","Fremder","Stranger","Stranger","Matching","d",590,0.59,1
"2623",15,22,"female","left","Dreieck.png","Ich","Ich","Self","Self","Matching","d",545,0.545,1
"2624",15,22,"female","left","Kreis.png","Fremder","Fremder","Stranger","Stranger","Matching","d",465,0.465,1
"2625",15,22,"female","left","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",983,0.983,1
"2626",15,22,"female","left","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",748,0.748,1
"2627",15,22,"female","left","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",703,0.703,1
"2628",15,22,"female","left","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",847,0.847,1
"2629",15,22,"female","left","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",908,0.908,1
"2630",15,22,"female","left","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",726,0.726,1
"2631",15,22,"female","left","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",933,0.933,1
"2632",15,22,"female","left","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",656,0.656,1
"2633",15,22,"female","left","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",581,0.581,1
"2634",15,22,"female","left","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",771,0.771,1
"2635",15,22,"female","left","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",1022,1.022,1
"2636",15,22,"female","left","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",796,0.796,1
"2637",15,22,"female","left","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",709,0.709,1
"2638",15,22,"female","left","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",977,0.977,1
"2639",15,22,"female","left","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",654,0.654,1
"2640",15,22,"female","left","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",587,0.587,1
"2641",15,22,"female","left","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",741,0.741,1
"2642",15,22,"female","left","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",580,0.58,1
"2643",15,22,"female","left","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",780,0.78,1
"2644",15,22,"female","left","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",692,0.692,1
"2645",15,22,"female","left","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",838,0.838,1
"2646",15,22,"female","left","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",673,0.673,1
"2647",15,22,"female","left","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",1056,1.056,1
"2648",15,22,"female","left","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",623,0.623,1
"2649",15,22,"female","left","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",513,0.513,1
"2650",15,22,"female","left","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",751,0.751,1
"2651",15,22,"female","left","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",696,0.696,1
"2652",15,22,"female","left","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",903,0.903,1
"2653",15,22,"female","left","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",893,0.893,1
"2654",15,22,"female","left","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",716,0.716,1
"2655",15,22,"female","left","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",559,0.559,1
"2656",15,22,"female","left","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",557,0.557,1
"2657",15,22,"female","left","Kreis.png","Ich","Ich","Self","Self","Nonmatching","d",443,0.443,0
"2658",15,22,"female","left","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","d",626,0.626,0
"2659",15,22,"female","left","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",623,0.623,1
"2660",15,22,"female","left","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",594,0.594,1
"2661",15,22,"female","left","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",580,0.58,1
"2662",15,22,"female","left","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",607,0.607,1
"2663",15,22,"female","left","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",551,0.551,1
"2664",15,22,"female","left","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",739,0.739,1
"2665",15,22,"female","left","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",595,0.595,1
"2666",15,22,"female","left","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",547,0.547,1
"2667",15,22,"female","left","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",602,0.602,1
"2668",15,22,"female","left","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",765,0.765,1
"2669",15,22,"female","left","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",710,0.71,1
"2670",15,22,"female","left","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",638,0.638,1
"2671",15,22,"female","left","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",1151,1.151,1
"2672",15,22,"female","left","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",765,0.765,1
"2673",15,22,"female","left","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",843,0.843,1
"2674",15,22,"female","left","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",816,0.816,1
"2675",15,22,"female","left","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",885,0.885,1
"2676",15,22,"female","left","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",651,0.651,1
"2677",15,22,"female","left","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",567,0.567,1
"2678",15,22,"female","left","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",631,0.631,1
"2679",15,22,"female","left","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",506,0.506,1
"2680",15,22,"female","left","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",688,0.688,1
"2681",15,22,"female","left","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",535,0.535,1
"2682",15,22,"female","left","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",553,0.553,1
"2683",15,22,"female","left","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",552,0.552,1
"2684",15,22,"female","left","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",1035,1.035,1
"2685",15,22,"female","left","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",839,0.839,1
"2686",15,22,"female","left","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",559,0.559,1
"2687",15,22,"female","left","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",676,0.676,1
"2688",15,22,"female","left","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",555,0.555,1
"2689",22,25,"female","right","Dreieck.png","Ich","Ich","Self","Self","Matching","d",549,0.549,1
"2690",22,25,"female","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Matching","d",1097,1.097,1
"2691",22,25,"female","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Matching","d",1161,1.161,1
"2692",22,25,"female","right","Dreieck.png","Ich","Ich","Self","Self","Matching","d",901,0.901,1
"2693",22,25,"female","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Matching","d",1558,1.558,1
"2694",22,25,"female","right","Dreieck.png","Ich","Ich","Self","Self","Matching","d",681,0.681,1
"2695",22,25,"female","right","Dreieck.png","Ich","Ich","Self","Self","Matching","d",561,0.561,1
"2696",22,25,"female","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Matching","d",626,0.626,1
"2697",22,25,"female","right","Dreieck.png","Ich","Ich","Self","Self","Matching","d",503,0.503,1
"2698",22,25,"female","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Matching","d",1197,1.197,1
"2699",22,25,"female","right","Dreieck.png","Ich","Ich","Self","Self","Matching","d",537,0.537,1
"2700",22,25,"female","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Matching","d",786,0.786,1
"2701",22,25,"female","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Matching","d",916,0.916,1
"2702",22,25,"female","right","Dreieck.png","Ich","Ich","Self","Self","Matching","d",551,0.551,1
"2703",22,25,"female","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Matching","d",738,0.738,1
"2704",22,25,"female","right","Dreieck.png","Ich","Ich","Self","Self","Matching","d",371,0.371,1
"2705",22,25,"female","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Matching","d",561,0.561,1
"2706",22,25,"female","right","Dreieck.png","Ich","Ich","Self","Self","Matching","d",567,0.567,1
"2707",22,25,"female","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Matching","d",875,0.875,1
"2708",22,25,"female","right","Dreieck.png","Ich","Ich","Self","Self","Matching","d",528,0.528,1
"2709",22,25,"female","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Matching","d",744,0.744,1
"2710",22,25,"female","right","Dreieck.png","Ich","Ich","Self","Self","Matching","d",545,0.545,1
"2711",22,25,"female","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Matching","d",689,0.689,1
"2712",22,25,"female","right","Dreieck.png","Ich","Ich","Self","Self","Matching","d",359,0.359,1
"2713",22,25,"female","right","Dreieck.png","Ich","Ich","Self","Self","Matching","d",665,0.665,1
"2714",22,25,"female","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Matching","d",460,0.46,1
"2715",22,25,"female","right","Dreieck.png","Ich","Ich","Self","Self","Matching","d",653,0.653,1
"2716",22,25,"female","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Matching","d",543,0.543,1
"2717",22,25,"female","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Matching","d",699,0.699,1
"2718",22,25,"female","right","Dreieck.png","Ich","Ich","Self","Self","Matching","d",476,0.476,1
"2719",22,25,"female","right","Dreieck.png","Ich","Ich","Self","Self","Matching","d",584,0.584,1
"2720",22,25,"female","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Matching","d",545,0.545,1
"2721",22,25,"female","right","Dreieck.png","Ich","Ich","Self","Self","Matching","d",614,0.614,1
"2722",22,25,"female","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Matching","d",658,0.658,1
"2723",22,25,"female","right","Dreieck.png","Ich","Ich","Self","Self","Matching","d",543,0.543,1
"2724",22,25,"female","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Matching","d",548,0.548,1
"2725",22,25,"female","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Matching","d",498,0.498,1
"2726",22,25,"female","right","Dreieck.png","Ich","Ich","Self","Self","Matching","d",490,0.49,1
"2727",22,25,"female","right","Dreieck.png","Ich","Ich","Self","Self","Matching","d",496,0.496,1
"2728",22,25,"female","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Matching","d",659,0.659,1
"2729",22,25,"female","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Matching","d",757,0.757,1
"2730",22,25,"female","right","Dreieck.png","Ich","Ich","Self","Self","Matching","d",528,0.528,1
"2731",22,25,"female","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Matching","d",710,0.71,1
"2732",22,25,"female","right","Dreieck.png","Ich","Ich","Self","Self","Matching","d",556,0.556,1
"2733",22,25,"female","right","Dreieck.png","Ich","Ich","Self","Self","Matching","d",546,0.546,1
"2734",22,25,"female","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Matching","d",601,0.601,1
"2735",22,25,"female","right","Dreieck.png","Ich","Ich","Self","Self","Matching","d",397,0.397,1
"2736",22,25,"female","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Matching","d",601,0.601,1
"2737",22,25,"female","right","Dreieck.png","Ich","Ich","Self","Self","Matching","d",520,0.52,1
"2738",22,25,"female","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Matching","d",881,0.881,1
"2739",22,25,"female","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Matching","d",833,0.833,1
"2740",22,25,"female","right","Dreieck.png","Ich","Ich","Self","Self","Matching","d",588,0.588,1
"2741",22,25,"female","right","Dreieck.png","Ich","Ich","Self","Self","Matching","d",594,0.594,1
"2742",22,25,"female","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Matching","d",580,0.58,1
"2743",22,25,"female","right","Dreieck.png","Ich","Ich","Self","Self","Matching","d",423,0.423,1
"2744",22,25,"female","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Matching","d",537,0.537,1
"2745",22,25,"female","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Matching","d",651,0.651,1
"2746",22,25,"female","right","Dreieck.png","Ich","Ich","Self","Self","Matching","d",473,0.473,1
"2747",22,25,"female","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Matching","d",664,0.664,1
"2748",22,25,"female","right","Dreieck.png","Ich","Ich","Self","Self","Matching","d",446,0.446,1
"2749",22,25,"female","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Matching","d",591,0.591,1
"2750",22,25,"female","right","Dreieck.png","Ich","Ich","Self","Self","Matching","d",386,0.386,1
"2751",22,25,"female","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Matching","d",562,0.562,1
"2752",22,25,"female","right","Dreieck.png","Ich","Ich","Self","Self","Matching","d",542,0.542,1
"2753",22,25,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",755,0.755,1
"2754",22,25,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",1027,1.027,1
"2755",22,25,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",870,0.87,1
"2756",22,25,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",1071,1.071,1
"2757",22,25,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",2099,2.099,1
"2758",22,25,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",1264,1.264,1
"2759",22,25,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",768,0.768,1
"2760",22,25,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",1144,1.144,1
"2761",22,25,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",613,0.613,1
"2762",22,25,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",652,0.652,1
"2763",22,25,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",667,0.667,1
"2764",22,25,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",701,0.701,1
"2765",22,25,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",812,0.812,1
"2766",22,25,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",911,0.911,1
"2767",22,25,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",812,0.812,1
"2768",22,25,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",869,0.869,1
"2769",22,25,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",774,0.774,1
"2770",22,25,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",688,0.688,1
"2771",22,25,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",616,0.616,1
"2772",22,25,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",629,0.629,1
"2773",22,25,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",637,0.637,1
"2774",22,25,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",799,0.799,1
"2775",22,25,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",516,0.516,1
"2776",22,25,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",697,0.697,1
"2777",22,25,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",659,0.659,1
"2778",22,25,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",573,0.573,1
"2779",22,25,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",643,0.643,1
"2780",22,25,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",573,0.573,1
"2781",22,25,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",875,0.875,1
"2782",22,25,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",612,0.612,1
"2783",22,25,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",714,0.714,1
"2784",22,25,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",539,0.539,1
"2785",22,25,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",646,0.646,1
"2786",22,25,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",689,0.689,1
"2787",22,25,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",640,0.64,1
"2788",22,25,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",583,0.583,1
"2789",22,25,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",697,0.697,1
"2790",22,25,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",576,0.576,1
"2791",22,25,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",593,0.593,1
"2792",22,25,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",664,0.664,1
"2793",22,25,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",534,0.534,1
"2794",22,25,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",779,0.779,1
"2795",22,25,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",580,0.58,1
"2796",22,25,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",734,0.734,1
"2797",22,25,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",730,0.73,1
"2798",22,25,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",528,0.528,1
"2799",22,25,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",569,0.569,1
"2800",22,25,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",575,0.575,1
"2801",22,25,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",558,0.558,1
"2802",22,25,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",343,0.343,1
"2803",22,25,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",680,0.68,1
"2804",22,25,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",1862,1.862,1
"2805",22,25,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",529,0.529,1
"2806",22,25,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",637,0.637,1
"2807",22,25,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",496,0.496,1
"2808",22,25,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",569,0.569,1
"2809",22,25,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",667,0.667,1
