"","Subject","Matching","Identity","ShapeLoc","RT_ms","RT_sec","ACC","Phase"
"6486",15,"Matching","Self","2",933,0.933,1,1
"6487",15,"Matching","Self","2",650,0.65,0,1
"6488",15,"Matching","Self","2",683,0.683,1,1
"6489",15,"Matching","Self","2",567,0.567,1,1
"6490",15,"Matching","Self","2",533,0.533,1,1
"6491",15,"Matching","Self","2",450,0.45,1,1
"6492",15,"Matching","Self","2",1000,1,1,1
"6493",15,"Matching","Self","2",633,0.633,1,1
"6494",15,"Matching","Self","2",517,0.517,1,1
"6495",15,"Matching","Self","2",783,0.783,1,1
"6496",15,"Matching","Self","2",567,0.567,1,1
"6497",15,"Matching","Self","2",583,0.583,1,1
"6498",15,"Matching","Self","2",550,0.55,1,1
"6499",15,"Matching","Self","2",783,0.783,1,2
"6500",15,"Matching","Self","2",517,0.517,0,2
"6501",15,"Matching","Self","2",567,0.567,1,2
"6502",15,"Matching","Self","2",584,0.584,0,2
"6503",15,"Matching","Self","2",700,0.7,1,2
"6504",15,"Matching","Self","2",650,0.65,1,2
"6505",15,"Matching","Self","2",567,0.567,1,2
"6506",15,"Matching","Self","2",617,0.617,1,2
"6507",15,"Matching","Self","2",617,0.617,1,2
"6508",15,"Matching","Self","2",483,0.483,1,2
"6509",15,"Matching","Self","2",533,0.533,0,2
"6510",15,"Matching","Self","2",634,0.634,1,2
"6511",15,"Matching","Self","2",533,0.533,1,2
"6512",15,"Matching","Self","2",383,0.383,1,2
"6513",15,"Matching","Self","2",400,0.4,0,2
"6514",15,"Matching","Self","2",483,0.483,1,2
"6515",15,"Matching","Self","2",384,0.384,1,2
"6516",15,"Matching","Self","2",617,0.617,1,2
"6517",15,"Matching","Self","2",600,0.6,1,2
"6518",15,"Matching","Self","2",650,0.65,1,2
"6519",15,"Matching","Partner","1",250,0.25,0,1
"6520",15,"Matching","Partner","1",217,0.217,0,1
"6521",15,"Matching","Partner","1",833,0.833,1,1
"6522",15,"Matching","Partner","1",833,0.833,1,1
"6523",15,"Matching","Partner","1",533,0.533,0,1
"6524",15,"Matching","Partner","1",1300,1.3,1,1
"6525",15,"Matching","Partner","1",600,0.6,1,1
"6526",15,"Matching","Partner","1",633,0.633,0,1
"6527",15,"Matching","Partner","1",783,0.783,1,1
"6528",15,"Matching","Partner","1",1200,1.2,1,1
"6529",15,"Matching","Partner","1",684,0.684,1,1
"6530",15,"Matching","Partner","1",1067,1.067,1,1
"6531",15,"Matching","Partner","1",567,0.567,1,1
"6532",15,"Matching","Partner","1",750,0.75,1,1
"6533",15,"Matching","Partner","1",917,0.917,1,1
"6534",15,"Matching","Partner","1",667,0.667,1,1
"6535",15,"Matching","Partner","1",550,0.55,0,1
"6536",15,"Matching","Partner","1",517,0.517,0,1
"6537",15,"Matching","Partner","1",1317,1.317,1,2
"6538",15,"Matching","Partner","1",700,0.7,1,2
"6539",15,"Matching","Partner","1",683,0.683,1,2
"6540",15,"Matching","Partner","1",800,0.8,1,2
"6541",15,"Matching","Partner","1",767,0.767,1,2
"6542",15,"Matching","Partner","1",700,0.7,0,2
"6543",15,"Matching","Partner","1",717,0.717,1,2
"6544",15,"Matching","Partner","1",634,0.634,1,2
"6545",15,"Matching","Partner","1",600,0.6,1,2
"6546",15,"Matching","Partner","1",767,0.767,1,2
"6547",15,"Matching","Partner","1",333,0.333,0,2
"6548",15,"Matching","Partner","1",700,0.7,1,2
"6549",15,"Matching","Partner","1",317,0.317,0,2
"6550",15,"Matching","Partner","1",433,0.433,0,2
"6551",15,"Matching","Partner","1",700,0.7,1,2
"6552",15,"Matching","Partner","1",467,0.467,1,2
"6553",15,"Matching","Partner","1",684,0.684,1,2
"6554",15,"Matching","Partner","1",600,0.6,1,2
"6555",15,"Matching","Partner","2",350,0.35,0,1
"6556",15,"Matching","Partner","2",550,0.55,1,1
"6557",15,"Matching","Partner","2",384,0.384,0,1
"6558",15,"Matching","Partner","2",650,0.65,1,1
"6559",15,"Matching","Partner","2",717,0.717,1,1
"6560",15,"Matching","Partner","2",450,0.45,0,1
"6561",15,"Matching","Partner","2",450,0.45,0,1
"6562",15,"Matching","Partner","2",517,0.517,0,1
"6563",15,"Matching","Partner","2",883,0.883,1,1
"6564",15,"Matching","Partner","2",883,0.883,1,1
"6565",15,"Matching","Partner","2",1067,1.067,1,1
"6566",15,"Matching","Partner","2",600,0.6,0,1
"6567",15,"Matching","Partner","2",684,0.684,1,1
"6568",15,"Matching","Partner","2",1133,1.133,1,1
"6569",15,"Matching","Partner","2",634,0.634,1,1
"6570",15,"Matching","Partner","2",517,0.517,0,1
"6571",15,"Matching","Partner","2",417,0.417,0,1
"6572",15,"Matching","Partner","2",583,0.583,1,1
"6573",15,"Matching","Partner","2",800,0.8,1,1
"6574",15,"Matching","Partner","2",1350,1.35,1,1
"6575",15,"Matching","Partner","2",617,0.617,1,2
"6576",15,"Matching","Partner","2",634,0.634,1,2
"6577",15,"Matching","Partner","2",650,0.65,0,2
"6578",15,"Matching","Partner","2",1033,1.033,1,2
"6579",15,"Matching","Partner","2",717,0.717,1,2
"6580",15,"Matching","Partner","2",833,0.833,1,2
"6581",15,"Matching","Partner","2",800,0.8,1,2
"6582",15,"Matching","Partner","2",933,0.933,1,2
"6583",15,"Matching","Partner","2",517,0.517,0,2
"6584",15,"Matching","Partner","2",600,0.6,1,2
"6585",15,"Matching","Partner","2",583,0.583,1,2
"6586",15,"Matching","Partner","2",333,0.333,0,2
"6587",15,"Matching","Partner","2",633,0.633,1,2
"6588",15,"Matching","Partner","2",517,0.517,0,2
"6589",15,"Matching","Partner","2",217,0.217,0,2
"6590",15,"Matching","Partner","2",517,0.517,1,2
"6591",15,"Matching","Partner","2",533,0.533,1,2
"6592",15,"Matching","Partner","2",1083,1.083,1,2
"6593",15,"Matching","Partner","2",1200,1.2,1,2
"6594",15,"Matching","Partner","2",383,0.383,1,2
"6595",15,"Matching","Stranger","1",283,0.283,0,1
"6596",15,"Matching","Stranger","1",467,0.467,0,1
"6597",15,"Matching","Stranger","1",367,0.367,0,1
"6598",15,"Matching","Stranger","1",383,0.383,0,1
"6599",15,"Matching","Stranger","1",717,0.717,1,1
"6600",15,"Matching","Stranger","1",700,0.7,1,1
"6601",15,"Matching","Stranger","1",500,0.5,1,1
"6602",15,"Matching","Stranger","1",784,0.784,1,1
"6603",15,"Matching","Stranger","1",767,0.767,0,1
"6604",15,"Matching","Stranger","1",383,0.383,0,1
"6605",15,"Matching","Stranger","1",684,0.684,0,1
"6606",15,"Matching","Stranger","1",833,0.833,0,1
"6607",15,"Matching","Stranger","1",550,0.55,0,1
"6608",15,"Matching","Stranger","1",883,0.883,1,1
"6609",15,"Matching","Stranger","1",667,0.667,1,1
"6610",15,"Matching","Stranger","1",1084,1.084,1,1
"6611",15,"Matching","Stranger","1",633,0.633,1,1
"6612",15,"Matching","Stranger","1",667,0.667,1,1
"6613",15,"Matching","Stranger","1",950,0.95,0,2
"6614",15,"Matching","Stranger","1",667,0.667,1,2
"6615",15,"Matching","Stranger","1",800,0.8,0,2
"6616",15,"Matching","Stranger","1",867,0.867,1,2
"6617",15,"Matching","Stranger","1",1467,1.467,1,2
"6618",15,"Matching","Stranger","1",867,0.867,1,2
"6619",15,"Matching","Stranger","1",967,0.967,1,2
"6620",15,"Matching","Stranger","1",667,0.667,1,2
"6621",15,"Matching","Stranger","1",667,0.667,1,2
"6622",15,"Matching","Stranger","1",450,0.45,1,2
"6623",15,"Matching","Stranger","1",550,0.55,0,2
"6624",15,"Matching","Stranger","1",483,0.483,0,2
"6625",15,"Matching","Stranger","1",1333,1.333,1,2
"6626",15,"Matching","Stranger","1",950,0.95,1,2
"6627",15,"Matching","Stranger","1",500,0.5,0,2
"6628",15,"Matching","Stranger","1",600,0.6,1,2
"6629",15,"Matching","Stranger","1",550,0.55,1,2
"6630",15,"Matching","Stranger","1",550,0.55,1,2
"6631",15,"Matching","Stranger","2",500,0.5,0,1
"6632",15,"Matching","Stranger","2",267,0.267,0,1
"6633",15,"Matching","Stranger","2",1250,1.25,1,1
"6634",15,"Matching","Stranger","2",334,0.334,0,1
"6635",15,"Matching","Stranger","2",617,0.617,1,1
"6636",15,"Matching","Stranger","2",1433,1.433,1,1
"6637",15,"Matching","Stranger","2",667,0.667,1,1
"6638",15,"Matching","Stranger","2",1050,1.05,1,1
"6639",15,"Matching","Stranger","2",967,0.967,1,1
"6640",15,"Matching","Stranger","2",600,0.6,0,1
"6641",15,"Matching","Stranger","2",1133,1.133,1,1
"6642",15,"Matching","Stranger","2",633,0.633,0,1
"6643",15,"Matching","Stranger","2",500,0.5,1,1
"6644",15,"Matching","Stranger","2",983,0.983,1,1
"6645",15,"Matching","Stranger","2",883,0.883,1,1
"6646",15,"Matching","Stranger","2",1067,1.067,1,1
"6647",15,"Matching","Stranger","2",650,0.65,1,1
"6648",15,"Matching","Stranger","2",633,0.633,1,1
"6649",15,"Matching","Stranger","2",967,0.967,1,2
"6650",15,"Matching","Stranger","2",950,0.95,1,2
"6651",15,"Matching","Stranger","2",717,0.717,1,2
"6652",15,"Matching","Stranger","2",1217,1.217,0,2
"6653",15,"Matching","Stranger","2",633,0.633,1,2
"6654",15,"Matching","Stranger","2",400,0.4,0,2
"6655",15,"Matching","Stranger","2",483,0.483,0,2
"6656",15,"Matching","Stranger","2",833,0.833,1,2
"6657",15,"Matching","Stranger","2",684,0.684,1,2
"6658",15,"Matching","Stranger","2",467,0.467,0,2
"6659",15,"Matching","Stranger","2",683,0.683,1,2
"6660",15,"Matching","Stranger","2",467,0.467,0,2
"6661",15,"Matching","Stranger","2",583,0.583,1,2
"6662",15,"Matching","Stranger","2",567,0.567,1,2
"6663",15,"Matching","Stranger","2",783,0.783,1,2
"6664",15,"Matching","Stranger","2",417,0.417,0,2
"6665",15,"Matching","Stranger","2",317,0.317,0,2
"6666",15,"Matching","Stranger","2",583,0.583,1,2
"6667",15,"Matching","Stranger","2",383,0.383,1,2
"6668",15,"Nonmatching","Self","1",284,0.284,1,1
"6669",15,"Nonmatching","Self","1",367,0.367,1,1
"6670",15,"Nonmatching","Self","1",633,0.633,0,1
"6671",15,"Nonmatching","Self","1",517,0.517,1,1
"6672",15,"Nonmatching","Self","1",450,0.45,0,1
"6673",15,"Nonmatching","Self","1",917,0.917,1,1
"6674",15,"Nonmatching","Self","1",1167,1.167,1,1
"6675",15,"Nonmatching","Self","1",750,0.75,1,1
"6676",15,"Nonmatching","Self","1",600,0.6,1,1
"6677",15,"Nonmatching","Self","1",700,0.7,1,1
"6678",15,"Nonmatching","Self","1",517,0.517,1,1
"6679",15,"Nonmatching","Self","1",517,0.517,1,1
"6680",15,"Nonmatching","Self","1",950,0.95,0,1
"6681",15,"Nonmatching","Self","1",850,0.85,1,1
"6682",15,"Nonmatching","Self","1",733,0.733,1,1
"6683",15,"Nonmatching","Self","1",633,0.633,1,1
"6684",15,"Nonmatching","Self","1",1250,1.25,0,2
"6685",15,"Nonmatching","Self","1",550,0.55,1,2
"6686",15,"Nonmatching","Self","1",550,0.55,0,2
"6687",15,"Nonmatching","Self","1",750,0.75,1,2
"6688",15,"Nonmatching","Self","1",967,0.967,1,2
"6689",15,"Nonmatching","Self","1",683,0.683,1,2
"6690",15,"Nonmatching","Self","1",700,0.7,1,2
"6691",15,"Nonmatching","Self","1",617,0.617,1,2
"6692",15,"Nonmatching","Self","1",933,0.933,1,2
"6693",15,"Nonmatching","Self","1",650,0.65,1,2
"6694",15,"Nonmatching","Self","1",1083,1.083,1,2
"6695",15,"Nonmatching","Self","1",617,0.617,1,2
"6696",15,"Nonmatching","Self","1",1250,1.25,1,2
"6697",15,"Nonmatching","Self","1",667,0.667,1,2
"6698",15,"Nonmatching","Self","1",633,0.633,0,2
"6699",15,"Nonmatching","Self","1",633,0.633,1,2
"6700",15,"Nonmatching","Self","2",483,0.483,1,1
"6701",15,"Nonmatching","Self","2",367,0.367,0,1
"6702",15,"Nonmatching","Self","2",417,0.417,1,1
"6703",15,"Nonmatching","Self","2",517,0.517,0,1
"6704",15,"Nonmatching","Self","2",983,0.983,1,1
"6705",15,"Nonmatching","Self","2",400,0.4,1,1
"6706",15,"Nonmatching","Self","2",567,0.567,1,1
"6707",15,"Nonmatching","Self","2",700,0.7,1,1
"6708",15,"Nonmatching","Self","2",600,0.6,1,1
"6709",15,"Nonmatching","Self","2",600,0.6,1,1
"6710",15,"Nonmatching","Self","2",650,0.65,1,1
"6711",15,"Nonmatching","Self","2",583,0.583,1,1
"6712",15,"Nonmatching","Self","2",534,0.534,1,1
"6713",15,"Nonmatching","Self","2",567,0.567,1,1
"6714",15,"Nonmatching","Self","2",683,0.683,0,1
"6715",15,"Nonmatching","Self","2",550,0.55,1,1
"6716",15,"Nonmatching","Self","2",617,0.617,0,1
"6717",15,"Nonmatching","Self","2",1067,1.067,1,2
"6718",15,"Nonmatching","Self","2",583,0.583,1,2
"6719",15,"Nonmatching","Self","2",983,0.983,1,2
"6720",15,"Nonmatching","Self","2",617,0.617,1,2
"6721",15,"Nonmatching","Self","2",517,0.517,1,2
"6722",15,"Nonmatching","Self","2",733,0.733,1,2
"6723",15,"Nonmatching","Self","2",533,0.533,1,2
"6724",15,"Nonmatching","Self","2",367,0.367,1,2
"6725",15,"Nonmatching","Self","2",634,0.634,1,2
"6726",15,"Nonmatching","Self","2",433,0.433,1,2
"6727",15,"Nonmatching","Self","2",700,0.7,1,2
"6728",15,"Nonmatching","Self","2",733,0.733,1,2
"6729",15,"Nonmatching","Self","2",484,0.484,1,2
"6730",15,"Nonmatching","Self","2",450,0.45,1,2
"6731",15,"Nonmatching","Self","2",533,0.533,1,2
"6732",15,"Nonmatching","Self","2",534,0.534,0,2
"6733",15,"Nonmatching","Self","2",767,0.767,1,2
"6734",15,"Nonmatching","Self","2",517,0.517,0,2
"6735",15,"Nonmatching","Self","2",567,0.567,1,2
"6736",15,"Nonmatching","Self","2",500,0.5,1,2
"6737",15,"Nonmatching","Partner","1",384,0.384,1,1
"6738",15,"Nonmatching","Partner","1",884,0.884,0,1
"6739",15,"Nonmatching","Partner","1",600,0.6,0,1
"6740",15,"Nonmatching","Partner","1",800,0.8,1,1
"6741",15,"Nonmatching","Partner","1",867,0.867,0,1
"6742",15,"Nonmatching","Partner","1",700,0.7,1,1
"6743",15,"Nonmatching","Partner","1",1217,1.217,1,1
"6744",15,"Nonmatching","Partner","1",617,0.617,1,1
"6745",15,"Nonmatching","Partner","1",1317,1.317,1,1
"6746",15,"Nonmatching","Partner","1",800,0.8,0,1
"6747",15,"Nonmatching","Partner","1",767,0.767,1,1
"6748",15,"Nonmatching","Partner","1",700,0.7,1,1
"6749",15,"Nonmatching","Partner","1",1000,1,1,1
"6750",15,"Nonmatching","Partner","1",633,0.633,1,1
"6751",15,"Nonmatching","Partner","1",733,0.733,1,2
"6752",15,"Nonmatching","Partner","1",617,0.617,1,2
"6753",15,"Nonmatching","Partner","1",684,0.684,1,2
"6754",15,"Nonmatching","Partner","1",750,0.75,1,2
"6755",15,"Nonmatching","Partner","1",650,0.65,1,2
"6756",15,"Nonmatching","Partner","1",683,0.683,1,2
"6757",15,"Nonmatching","Partner","1",567,0.567,1,2
"6758",15,"Nonmatching","Partner","1",750,0.75,1,2
"6759",15,"Nonmatching","Partner","1",683,0.683,1,2
"6760",15,"Nonmatching","Partner","1",534,0.534,1,2
"6761",15,"Nonmatching","Partner","1",817,0.817,1,2
"6762",15,"Nonmatching","Partner","1",833,0.833,1,2
"6763",15,"Nonmatching","Partner","1",867,0.867,1,2
"6764",15,"Nonmatching","Partner","1",733,0.733,1,2
"6765",15,"Nonmatching","Partner","1",750,0.75,1,2
"6766",15,"Nonmatching","Partner","1",383,0.383,0,2
"6767",15,"Nonmatching","Partner","1",1100,1.1,1,2
"6768",15,"Nonmatching","Partner","2",333,0.333,1,1
"6769",15,"Nonmatching","Partner","2",617,0.617,0,1
"6770",15,"Nonmatching","Partner","2",667,0.667,0,1
"6771",15,"Nonmatching","Partner","2",417,0.417,1,1
"6772",15,"Nonmatching","Partner","2",283,0.283,0,1
"6773",15,"Nonmatching","Partner","2",300,0.3,1,1
"6774",15,"Nonmatching","Partner","2",584,0.584,1,1
"6775",15,"Nonmatching","Partner","2",717,0.717,1,1
"6776",15,"Nonmatching","Partner","2",883,0.883,0,1
"6777",15,"Nonmatching","Partner","2",1100,1.1,1,1
"6778",15,"Nonmatching","Partner","2",700,0.7,0,1
"6779",15,"Nonmatching","Partner","2",467,0.467,0,1
"6780",15,"Nonmatching","Partner","2",1167,1.167,0,1
"6781",15,"Nonmatching","Partner","2",1267,1.267,1,1
"6782",15,"Nonmatching","Partner","2",983,0.983,1,2
"6783",15,"Nonmatching","Partner","2",683,0.683,0,2
"6784",15,"Nonmatching","Partner","2",700,0.7,1,2
"6785",15,"Nonmatching","Partner","2",467,0.467,1,2
"6786",15,"Nonmatching","Partner","2",1183,1.183,1,2
"6787",15,"Nonmatching","Partner","2",1150,1.15,1,2
"6788",15,"Nonmatching","Partner","2",633,0.633,0,2
"6789",15,"Nonmatching","Partner","2",767,0.767,1,2
"6790",15,"Nonmatching","Partner","2",667,0.667,1,2
"6791",15,"Nonmatching","Partner","2",900,0.9,1,2
"6792",15,"Nonmatching","Partner","2",717,0.717,1,2
"6793",15,"Nonmatching","Partner","2",650,0.65,1,2
"6794",15,"Nonmatching","Partner","2",700,0.7,1,2
"6795",15,"Nonmatching","Partner","2",550,0.55,1,2
"6796",15,"Nonmatching","Partner","2",317,0.317,1,2
"6797",15,"Nonmatching","Partner","2",417,0.417,0,2
"6798",15,"Nonmatching","Partner","2",733,0.733,1,2
"6799",15,"Nonmatching","Partner","2",633,0.633,0,2
"6800",15,"Nonmatching","Partner","2",817,0.817,0,2
"6801",15,"Nonmatching","Stranger","1",383,0.383,0,1
"6802",15,"Nonmatching","Stranger","1",400,0.4,1,1
"6803",15,"Nonmatching","Stranger","1",500,0.5,0,1
"6804",15,"Nonmatching","Stranger","1",583,0.583,1,1
"6805",15,"Nonmatching","Stranger","1",1317,1.317,1,1
"6806",15,"Nonmatching","Stranger","1",1483,1.483,1,1
"6807",15,"Nonmatching","Stranger","1",1000,1,1,1
"6808",15,"Nonmatching","Stranger","1",550,0.55,1,1
"6809",15,"Nonmatching","Stranger","1",800,0.8,1,1
"6810",15,"Nonmatching","Stranger","1",817,0.817,1,1
"6811",15,"Nonmatching","Stranger","1",567,0.567,0,1
"6812",15,"Nonmatching","Stranger","1",883,0.883,1,1
"6813",15,"Nonmatching","Stranger","1",550,0.55,1,1
"6814",15,"Nonmatching","Stranger","1",700,0.7,1,2
"6815",15,"Nonmatching","Stranger","1",1167,1.167,1,2
"6816",15,"Nonmatching","Stranger","1",700,0.7,1,2
"6817",15,"Nonmatching","Stranger","1",783,0.783,0,2
"6818",15,"Nonmatching","Stranger","1",867,0.867,1,2
"6819",15,"Nonmatching","Stranger","1",700,0.7,1,2
"6820",15,"Nonmatching","Stranger","1",617,0.617,1,2
"6821",15,"Nonmatching","Stranger","1",917,0.917,1,2
"6822",15,"Nonmatching","Stranger","1",617,0.617,1,2
"6823",15,"Nonmatching","Stranger","1",600,0.6,1,2
"6824",15,"Nonmatching","Stranger","1",633,0.633,0,2
"6825",15,"Nonmatching","Stranger","1",700,0.7,1,2
"6826",15,"Nonmatching","Stranger","1",650,0.65,1,2
"6827",15,"Nonmatching","Stranger","1",700,0.7,1,2
"6828",15,"Nonmatching","Stranger","1",533,0.533,1,2
"6829",15,"Nonmatching","Stranger","1",700,0.7,1,2
"6830",15,"Nonmatching","Stranger","1",667,0.667,1,2
"6831",15,"Nonmatching","Stranger","1",517,0.517,0,2
"6832",15,"Nonmatching","Stranger","2",367,0.367,1,1
"6833",15,"Nonmatching","Stranger","2",334,0.334,1,1
"6834",15,"Nonmatching","Stranger","2",333,0.333,1,1
"6835",15,"Nonmatching","Stranger","2",483,0.483,1,1
"6836",15,"Nonmatching","Stranger","2",333,0.333,1,1
"6837",15,"Nonmatching","Stranger","2",633,0.633,1,1
"6838",15,"Nonmatching","Stranger","2",1083,1.083,1,1
"6839",15,"Nonmatching","Stranger","2",483,0.483,1,1
"6840",15,"Nonmatching","Stranger","2",834,0.834,1,1
"6841",15,"Nonmatching","Stranger","2",833,0.833,1,1
"6842",15,"Nonmatching","Stranger","2",933,0.933,1,1
"6843",15,"Nonmatching","Stranger","2",584,0.584,1,1
"6844",15,"Nonmatching","Stranger","2",583,0.583,1,1
"6845",15,"Nonmatching","Stranger","2",517,0.517,1,1
"6846",15,"Nonmatching","Stranger","2",867,0.867,1,1
"6847",15,"Nonmatching","Stranger","2",867,0.867,1,1
"6848",15,"Nonmatching","Stranger","2",500,0.5,1,1
"6849",15,"Nonmatching","Stranger","2",717,0.717,1,1
"6850",15,"Nonmatching","Stranger","2",950,0.95,1,1
"6851",15,"Nonmatching","Stranger","2",1100,1.1,1,2
"6852",15,"Nonmatching","Stranger","2",1017,1.017,1,2
"6853",15,"Nonmatching","Stranger","2",567,0.567,1,2
"6854",15,"Nonmatching","Stranger","2",817,0.817,1,2
"6855",15,"Nonmatching","Stranger","2",850,0.85,1,2
"6856",15,"Nonmatching","Stranger","2",383,0.383,1,2
"6857",15,"Nonmatching","Stranger","2",450,0.45,1,2
"6858",15,"Nonmatching","Stranger","2",667,0.667,1,2
"6859",15,"Nonmatching","Stranger","2",600,0.6,1,2
"6860",15,"Nonmatching","Stranger","2",650,0.65,1,2
"6861",15,"Nonmatching","Stranger","2",550,0.55,1,2
"6862",15,"Nonmatching","Stranger","2",567,0.567,1,2
"6863",15,"Nonmatching","Stranger","2",633,0.633,1,2
"6864",15,"Nonmatching","Stranger","2",317,0.317,1,2
"6865",15,"Nonmatching","Stranger","2",450,0.45,0,2
"6866",15,"Nonmatching","Stranger","2",900,0.9,1,2
"6867",15,"Nonmatching","Stranger","2",584,0.584,1,2
"6868",15,"Nonmatching","Stranger","2",533,0.533,1,2
"6869",15,"Nonmatching","Stranger","2",767,0.767,1,2
"6870",16,"Matching","Self","1",633,0.633,1,1
"6871",16,"Matching","Self","1",767,0.767,0,1
"6872",16,"Matching","Self","1",733,0.733,1,1
"6873",16,"Matching","Self","1",567,0.567,1,1
"6874",16,"Matching","Self","1",750,0.75,1,1
"6875",16,"Matching","Self","1",600,0.6,1,1
"6876",16,"Matching","Self","1",517,0.517,1,1
"6877",16,"Matching","Self","1",550,0.55,1,1
"6878",16,"Matching","Self","1",567,0.567,1,1
"6879",16,"Matching","Self","1",500,0.5,1,1
"6880",16,"Matching","Self","1",567,0.567,1,1
"6881",16,"Matching","Self","1",633,0.633,1,1
"6882",16,"Matching","Self","1",1000,1,1,1
"6883",16,"Matching","Self","1",450,0.45,1,1
"6884",16,"Matching","Self","1",633,0.633,1,1
"6885",16,"Matching","Self","1",350,0.35,1,1
"6886",16,"Matching","Self","1",534,0.534,1,1
"6887",16,"Matching","Self","1",617,0.617,1,1
"6888",16,"Matching","Self","1",600,0.6,1,1
"6889",16,"Matching","Self","1",567,0.567,1,1
"6890",16,"Matching","Self","1",683,0.683,1,2
"6891",16,"Matching","Self","1",600,0.6,1,2
"6892",16,"Matching","Self","1",733,0.733,1,2
"6893",16,"Matching","Self","1",733,0.733,1,2
"6894",16,"Matching","Self","1",933,0.933,1,2
"6895",16,"Matching","Self","1",567,0.567,1,2
"6896",16,"Matching","Self","1",583,0.583,1,2
"6897",16,"Matching","Self","1",783,0.783,1,2
"6898",16,"Matching","Self","1",600,0.6,1,2
"6899",16,"Matching","Self","1",600,0.6,1,2
"6900",16,"Matching","Self","1",483,0.483,1,2
"6901",16,"Matching","Self","1",633,0.633,1,2
"6902",16,"Matching","Self","1",567,0.567,1,2
"6903",16,"Matching","Self","1",483,0.483,1,2
"6904",16,"Matching","Self","1",717,0.717,1,2
"6905",16,"Matching","Self","1",500,0.5,1,2
"6906",16,"Matching","Self","1",650,0.65,1,2
"6907",16,"Matching","Self","1",534,0.534,1,2
"6908",16,"Matching","Self","1",517,0.517,1,2
"6909",16,"Matching","Self","1",383,0.383,1,2
"6910",16,"Matching","Self","2",667,0.667,1,1
"6911",16,"Matching","Self","2",583,0.583,1,1
"6912",16,"Matching","Self","2",533,0.533,1,1
"6913",16,"Matching","Self","2",500,0.5,1,1
"6914",16,"Matching","Self","2",550,0.55,1,1
"6915",16,"Matching","Self","2",533,0.533,1,1
"6916",16,"Matching","Self","2",533,0.533,1,1
"6917",16,"Matching","Self","2",433,0.433,1,1
"6918",16,"Matching","Self","2",700,0.7,1,1
"6919",16,"Matching","Self","2",533,0.533,1,1
"6920",16,"Matching","Self","2",583,0.583,1,1
"6921",16,"Matching","Self","2",600,0.6,1,1
"6922",16,"Matching","Self","2",850,0.85,1,1
"6923",16,"Matching","Self","2",650,0.65,1,1
"6924",16,"Matching","Self","2",717,0.717,1,1
"6925",16,"Matching","Self","2",500,0.5,1,1
"6926",16,"Matching","Self","2",617,0.617,1,1
"6927",16,"Matching","Self","2",500,0.5,1,1
"6928",16,"Matching","Self","2",517,0.517,1,1
"6929",16,"Matching","Self","2",667,0.667,1,1
"6930",16,"Matching","Self","2",533,0.533,1,2
"6931",16,"Matching","Self","2",633,0.633,1,2
"6932",16,"Matching","Self","2",383,0.383,1,2
"6933",16,"Matching","Self","2",533,0.533,1,2
"6934",16,"Matching","Self","2",600,0.6,1,2
"6935",16,"Matching","Self","2",583,0.583,1,2
"6936",16,"Matching","Self","2",667,0.667,1,2
"6937",16,"Matching","Self","2",500,0.5,1,2
"6938",16,"Matching","Self","2",667,0.667,1,2
"6939",16,"Matching","Self","2",800,0.8,1,2
"6940",16,"Matching","Self","2",667,0.667,1,2
"6941",16,"Matching","Self","2",583,0.583,1,2
"6942",16,"Matching","Self","2",633,0.633,1,2
"6943",16,"Matching","Self","2",550,0.55,1,2
"6944",16,"Matching","Self","2",417,0.417,1,2
"6945",16,"Matching","Self","2",517,0.517,1,2
"6946",16,"Matching","Self","2",600,0.6,1,2
"6947",16,"Matching","Self","2",517,0.517,1,2
"6948",16,"Matching","Self","2",433,0.433,1,2
"6949",16,"Matching","Self","2",367,0.367,1,2
"6950",16,"Matching","Partner","1",817,0.817,1,1
"6951",16,"Matching","Partner","1",767,0.767,1,1
"6952",16,"Matching","Partner","1",567,0.567,0,1
"6953",16,"Matching","Partner","1",650,0.65,1,1
"6954",16,"Matching","Partner","1",1167,1.167,1,1
"6955",16,"Matching","Partner","1",850,0.85,1,1
"6956",16,"Matching","Partner","1",1017,1.017,1,1
"6957",16,"Matching","Partner","1",633,0.633,1,1
"6958",16,"Matching","Partner","1",817,0.817,1,1
"6959",16,"Matching","Partner","1",983,0.983,1,1
"6960",16,"Matching","Partner","1",717,0.717,1,1
"6961",16,"Matching","Partner","1",750,0.75,1,1
"6962",16,"Matching","Partner","1",917,0.917,1,1
"6963",16,"Matching","Partner","1",717,0.717,1,1
"6964",16,"Matching","Partner","1",867,0.867,1,1
"6965",16,"Matching","Partner","1",667,0.667,1,1
"6966",16,"Matching","Partner","1",817,0.817,1,1
"6967",16,"Matching","Partner","1",717,0.717,1,1
"6968",16,"Matching","Partner","1",750,0.75,1,1
"6969",16,"Matching","Partner","1",633,0.633,0,2
"6970",16,"Matching","Partner","1",883,0.883,1,2
"6971",16,"Matching","Partner","1",883,0.883,1,2
"6972",16,"Matching","Partner","1",833,0.833,1,2
"6973",16,"Matching","Partner","1",517,0.517,1,2
"6974",16,"Matching","Partner","1",617,0.617,1,2
"6975",16,"Matching","Partner","1",650,0.65,0,2
"6976",16,"Matching","Partner","1",767,0.767,1,2
"6977",16,"Matching","Partner","1",767,0.767,1,2
"6978",16,"Matching","Partner","1",650,0.65,1,2
"6979",16,"Matching","Partner","1",517,0.517,1,2
