"","Subject","Gender","Shape","Label1","Label2","Label3","Origin_Identity","English_Identity","Standarlized_Identity","Matching","Response","RT_ms","RT_sec","ACC"
"37",1002,2,"none","You","none","Masha","None","None","NonPerson","Nonmatching","z",726,0.726,1
"38",1002,2,"You","You","none","Masha","Self","Self","Self","Nonmatching","m",733,0.733,0
"39",1002,2,"none","You","none","Masha","None","None","NonPerson","Matching","z",690,0.69,0
"40",1002,2,"You","You","none","Masha","Self","Self","Self","Matching","m",659,0.659,1
"41",1002,2,"none","You","none","Masha","None","None","NonPerson","Nonmatching","z",603,0.603,1
"42",1002,2,"none","You","none","Masha","None","None","NonPerson","Matching","m",743,0.743,1
"43",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Matching","m",597,0.597,1
"44",1002,2,"You","You","none","Masha","Self","Self","Self","Nonmatching","z",667,0.667,1
"45",1002,2,"none","You","none","Masha","None","None","NonPerson","Matching","m",635,0.635,1
"46",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Nonmatching","z",582,0.582,1
"47",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Nonmatching","m",641,0.641,0
"48",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Matching","m",571,0.571,1
"49",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Nonmatching","z",664,0.664,1
"50",1002,2,"none","You","none","Masha","None","None","NonPerson","Nonmatching","z",834,0.834,1
"51",1002,2,"You","You","none","Masha","Self","Self","Self","Matching","m",819,0.819,1
"52",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Matching","m",629,0.629,1
"53",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Matching","m",808,0.808,1
"54",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Nonmatching","z",650,0.65,1
"55",1002,2,"none","You","none","Masha","None","None","NonPerson","Nonmatching","z",717,0.717,1
"56",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Matching","m",620,0.62,1
"57",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Nonmatching","z",598,0.598,1
"58",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Nonmatching","z",882,0.882,1
"59",1002,2,"You","You","none","Masha","Self","Self","Self","Nonmatching","z",801,0.801,1
"60",1002,2,"none","You","none","Masha","None","None","NonPerson","Matching","m",676,0.676,1
"61",1002,2,"none","You","none","Masha","None","None","NonPerson","Nonmatching","z",636,0.636,1
"62",1002,2,"You","You","none","Masha","Self","Self","Self","Matching","m",446,0.446,1
"63",1002,2,"You","You","none","Masha","Self","Self","Self","Matching","m",721,0.721,1
"64",1002,2,"You","You","none","Masha","Self","Self","Self","Matching","m",535,0.535,1
"65",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Nonmatching","z",622,0.622,1
"66",1002,2,"none","You","none","Masha","None","None","NonPerson","Matching","z",641,0.641,0
"67",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Nonmatching","z",812,0.812,1
"68",1002,2,"You","You","none","Masha","Self","Self","Self","Nonmatching","m",791,0.791,0
"69",1002,2,"none","You","none","Masha","None","None","NonPerson","Matching","z",593,0.593,0
"70",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Matching","m",574,0.574,1
"71",1002,2,"none","You","none","Masha","None","None","NonPerson","Matching","z",763,0.763,0
"72",1002,2,"You","You","none","Masha","Self","Self","Self","Matching","m",496,0.496,1
"73",1002,2,"You","You","none","Masha","Self","Self","Self","Nonmatching","z",904,0.904,1
"74",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Matching","m",592,0.592,1
"75",1002,2,"You","You","none","Masha","Self","Self","Self","Nonmatching","z",875,0.875,1
"76",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Nonmatching","z",635,0.635,1
"77",1002,2,"You","You","none","Masha","Self","Self","Self","Matching","m",542,0.542,1
"78",1002,2,"You","You","none","Masha","Self","Self","Self","Nonmatching","z",765,0.765,1
"79",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Nonmatching","z",809,0.809,1
"80",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Matching","m",555,0.555,1
"81",1002,2,"none","You","none","Masha","None","None","NonPerson","Matching","m",801,0.801,1
"82",1002,2,"none","You","none","Masha","None","None","NonPerson","Matching","m",907,0.907,1
"83",1002,2,"none","You","none","Masha","None","None","NonPerson","Matching","m",561,0.561,1
"84",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Matching","m",728,0.728,1
"85",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Matching","m",440,0.44,1
"86",1002,2,"none","You","none","Masha","None","None","NonPerson","Matching","m",529,0.529,1
"87",1002,2,"You","You","none","Masha","Self","Self","Self","Nonmatching","m",489,0.489,0
"88",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Matching","m",562,0.562,1
"89",1002,2,"You","You","none","Masha","Self","Self","Self","Nonmatching","z",655,0.655,1
"90",1002,2,"You","You","none","Masha","Self","Self","Self","Matching","m",544,0.544,1
"91",1002,2,"none","You","none","Masha","None","None","NonPerson","Matching","m",959,0.959,1
"92",1002,2,"You","You","none","Masha","Self","Self","Self","Matching","m",803,0.803,1
"93",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Nonmatching","z",607,0.607,1
"94",1002,2,"none","You","none","Masha","None","None","NonPerson","Matching","m",635,0.635,1
"95",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Nonmatching","z",651,0.651,1
"96",1002,2,"You","You","none","Masha","Self","Self","Self","Nonmatching","z",797,0.797,1
"97",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Matching","m",522,0.522,1
"98",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Nonmatching","z",696,0.696,1
"99",1002,2,"none","You","none","Masha","None","None","NonPerson","Nonmatching","z",688,0.688,1
"100",1002,2,"You","You","none","Masha","Self","Self","Self","Nonmatching","z",792,0.792,1
"101",1002,2,"none","You","none","Masha","None","None","NonPerson","Matching","m",604,0.604,1
"102",1002,2,"You","You","none","Masha","Self","Self","Self","Matching","m",631,0.631,1
"103",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Matching","m",441,0.441,1
"104",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Nonmatching","z",652,0.652,1
"105",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Matching","m",533,0.533,1
"106",1002,2,"You","You","none","Masha","Self","Self","Self","Matching","m",549,0.549,1
"107",1002,2,"none","You","none","Masha","None","None","NonPerson","Matching","m",762,0.762,1
"108",1002,2,"You","You","none","Masha","Self","Self","Self","Nonmatching","z",767,0.767,1
"109",1002,2,"none","You","none","Masha","None","None","NonPerson","Matching","m",715,0.715,1
"110",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Nonmatching","z",778,0.778,1
"111",1002,2,"none","You","none","Masha","None","None","NonPerson","Nonmatching","z",862,0.862,1
"112",1002,2,"You","You","none","Masha","Self","Self","Self","Nonmatching","z",727,0.727,1
"113",1002,2,"You","You","none","Masha","Self","Self","Self","Nonmatching","z",678,0.678,1
"114",1002,2,"You","You","none","Masha","Self","Self","Self","Matching","m",503,0.503,1
"115",1002,2,"You","You","none","Masha","Self","Self","Self","Nonmatching","z",639,0.639,1
"116",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Matching","m",481,0.481,1
"117",1002,2,"You","You","none","Masha","Self","Self","Self","Nonmatching","z",602,0.602,1
"118",1002,2,"none","You","none","Masha","None","None","NonPerson","Matching","m",844,0.844,1
"119",1002,2,"You","You","none","Masha","Self","Self","Self","Nonmatching","z",590,0.59,1
"120",1002,2,"You","You","none","Masha","Self","Self","Self","Nonmatching","z",755,0.755,1
"121",1002,2,"You","You","none","Masha","Self","Self","Self","Matching","m",654,0.654,1
"122",1002,2,"none","You","none","Masha","None","None","NonPerson","Nonmatching","z",542,0.542,1
"123",1002,2,"none","You","none","Masha","None","None","NonPerson","Nonmatching","m",518,0.518,0
"124",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Matching","m",595,0.595,1
"125",1002,2,"none","You","none","Masha","None","None","NonPerson","Matching","m",753,0.753,1
"126",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Matching","m",502,0.502,1
"127",1002,2,"You","You","none","Masha","Self","Self","Self","Nonmatching","z",598,0.598,1
"128",1002,2,"You","You","none","Masha","Self","Self","Self","Matching","m",552,0.552,1
"129",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Nonmatching","z",678,0.678,1
"130",1002,2,"You","You","none","Masha","Self","Self","Self","Nonmatching","z",775,0.775,1
"131",1002,2,"You","You","none","Masha","Self","Self","Self","Matching","m",484,0.484,1
"132",1002,2,"You","You","none","Masha","Self","Self","Self","Nonmatching","z",861,0.861,1
"133",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Matching","m",541,0.541,1
"134",1002,2,"none","You","none","Masha","None","None","NonPerson","Matching","m",724,0.724,1
"135",1002,2,"You","You","none","Masha","Self","Self","Self","Matching","m",529,0.529,1
"136",1002,2,"none","You","none","Masha","None","None","NonPerson","Nonmatching","z",665,0.665,1
"137",1002,2,"none","You","none","Masha","None","None","NonPerson","Matching","m",569,0.569,1
"138",1002,2,"You","You","none","Masha","Self","Self","Self","Matching","m",559,0.559,1
"139",1002,2,"You","You","none","Masha","Self","Self","Self","Matching","m",444,0.444,1
"140",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Nonmatching","z",655,0.655,1
"141",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Matching","m",544,0.544,1
"142",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Nonmatching","z",582,0.582,1
"143",1002,2,"none","You","none","Masha","None","None","NonPerson","Nonmatching","z",668,0.668,1
"144",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Matching","m",747,0.747,1
"145",1002,2,"none","You","none","Masha","None","None","NonPerson","Matching","z",554,0.554,0
"146",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Matching","m",553,0.553,1
"147",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Matching","m",502,0.502,1
"148",1002,2,"You","You","none","Masha","Self","Self","Self","Matching","m",541,0.541,1
"149",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Matching","m",556,0.556,1
"150",1002,2,"none","You","none","Masha","None","None","NonPerson","Matching","m",626,0.626,1
"151",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Matching","m",541,0.541,1
"152",1002,2,"none","You","none","Masha","None","None","NonPerson","Matching","m",635,0.635,1
"153",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Matching","m",483,0.483,1
"154",1002,2,"none","You","none","Masha","None","None","NonPerson","Nonmatching","z",661,0.661,1
"155",1002,2,"none","You","none","Masha","None","None","NonPerson","Nonmatching","m",695,0.695,0
"156",1002,2,"You","You","none","Masha","Self","Self","Self","Matching","m",543,0.543,1
"157",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Nonmatching","z",612,0.612,1
"158",1002,2,"You","You","none","Masha","Self","Self","Self","Matching","m",537,0.537,1
"159",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Matching","m",583,0.583,1
"160",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Nonmatching","z",586,0.586,1
"161",1002,2,"none","You","none","Masha","None","None","NonPerson","Matching","m",567,0.567,1
"162",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Matching","m",525,0.525,1
"163",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Nonmatching","z",523,0.523,1
"164",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Nonmatching","m",595,0.595,0
"165",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Matching","m",494,0.494,1
"166",1002,2,"You","You","none","Masha","Self","Self","Self","Nonmatching","z",632,0.632,1
"167",1002,2,"You","You","none","Masha","Self","Self","Self","Nonmatching","z",521,0.521,1
"168",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Nonmatching","z",689,0.689,1
"169",1002,2,"none","You","none","Masha","None","None","NonPerson","Matching","m",776,0.776,1
"170",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Nonmatching","z",653,0.653,1
"171",1002,2,"You","You","none","Masha","Self","Self","Self","Matching","m",822,0.822,1
"172",1002,2,"You","You","none","Masha","Self","Self","Self","Nonmatching","z",618,0.618,1
"173",1002,2,"none","You","none","Masha","None","None","NonPerson","Matching","m",612,0.612,1
"174",1002,2,"You","You","none","Masha","Self","Self","Self","Matching","m",624,0.624,1
"175",1002,2,"none","You","none","Masha","None","None","NonPerson","Matching","m",706,0.706,1
"176",1002,2,"You","You","none","Masha","Self","Self","Self","Matching","m",497,0.497,1
"177",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Matching","m",546,0.546,1
"178",1002,2,"none","You","none","Masha","None","None","NonPerson","Nonmatching","z",537,0.537,1
"179",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Nonmatching","z",631,0.631,1
"180",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Nonmatching","m",722,0.722,0
"181",1002,2,"You","You","none","Masha","Self","Self","Self","Matching","m",567,0.567,1
"182",1002,2,"none","You","none","Masha","None","None","NonPerson","Matching","m",628,0.628,1
"183",1002,2,"You","You","none","Masha","Self","Self","Self","Matching","m",607,0.607,1
"184",1002,2,"none","You","none","Masha","None","None","NonPerson","Nonmatching","z",570,0.57,1
"185",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Matching","m",624,0.624,1
"186",1002,2,"none","You","none","Masha","None","None","NonPerson","Matching","m",714,0.714,1
"187",1002,2,"none","You","none","Masha","None","None","NonPerson","Matching","m",577,0.577,1
"188",1002,2,"You","You","none","Masha","Self","Self","Self","Matching","m",534,0.534,1
"189",1002,2,"You","You","none","Masha","Self","Self","Self","Nonmatching","z",636,0.636,1
"190",1002,2,"none","You","none","Masha","None","None","NonPerson","Matching","z",951,0.951,0
"191",1002,2,"You","You","none","Masha","Self","Self","Self","Matching","m",524,0.524,1
"192",1002,2,"none","You","none","Masha","None","None","NonPerson","Nonmatching","z",770,0.77,1
"193",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Matching","m",558,0.558,1
"194",1002,2,"none","You","none","Masha","None","None","NonPerson","Nonmatching","z",596,0.596,1
"195",1002,2,"You","You","none","Masha","Self","Self","Self","Nonmatching","z",880,0.88,1
"196",1002,2,"You","You","none","Masha","Self","Self","Self","Matching","m",577,0.577,1
"197",1002,2,"You","You","none","Masha","Self","Self","Self","Nonmatching","z",607,0.607,1
"198",1002,2,"You","You","none","Masha","Self","Self","Self","Matching","m",569,0.569,1
"199",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Matching","m",695,0.695,1
"200",1002,2,"none","You","none","Masha","None","None","NonPerson","Nonmatching","z",902,0.902,1
"201",1002,2,"none","You","none","Masha","None","None","NonPerson","Nonmatching","z",838,0.838,1
"202",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Nonmatching","z",783,0.783,1
"203",1002,2,"You","You","none","Masha","Self","Self","Self","Nonmatching","z",802,0.802,1
"204",1002,2,"none","You","none","Masha","None","None","NonPerson","Matching","m",813,0.813,1
"205",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Matching","m",617,0.617,1
"206",1002,2,"none","You","none","Masha","None","None","NonPerson","Matching","m",644,0.644,1
"207",1002,2,"none","You","none","Masha","None","None","NonPerson","Matching","m",782,0.782,1
"208",1002,2,"none","You","none","Masha","None","None","NonPerson","Nonmatching","z",601,0.601,1
"209",1002,2,"none","You","none","Masha","None","None","NonPerson","Nonmatching","z",756,0.756,1
"210",1002,2,"none","You","none","Masha","None","None","NonPerson","Matching","m",722,0.722,1
"211",1002,2,"You","You","none","Masha","Self","Self","Self","Nonmatching","z",809,0.809,1
"212",1002,2,"You","You","none","Masha","Self","Self","Self","Matching","m",572,0.572,1
"213",1002,2,"You","You","none","Masha","Self","Self","Self","Nonmatching","z",744,0.744,1
"214",1002,2,"You","You","none","Masha","Self","Self","Self","Matching","m",574,0.574,1
"215",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Nonmatching","z",667,0.667,1
"216",1002,2,"You","You","none","Masha","Self","Self","Self","Nonmatching","z",699,0.699,1
"217",1002,2,"You","You","none","Masha","Self","Self","Self","Nonmatching","z",691,0.691,1
"218",1002,2,"You","You","none","Masha","Self","Self","Self","Nonmatching","z",651,0.651,1
"219",1002,2,"You","You","none","Masha","Self","Self","Self","Matching","m",596,0.596,1
"220",1002,2,"none","You","none","Masha","None","None","NonPerson","Matching","m",752,0.752,1
"221",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Matching","m",510,0.51,1
"222",1002,2,"You","You","none","Masha","Self","Self","Self","Matching","m",741,0.741,1
"223",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Matching","m",627,0.627,1
"224",1002,2,"You","You","none","Masha","Self","Self","Self","Nonmatching","z",646,0.646,1
"225",1002,2,"You","You","none","Masha","Self","Self","Self","Nonmatching","z",696,0.696,1
"226",1002,2,"none","You","none","Masha","None","None","NonPerson","Matching","m",641,0.641,1
"227",1002,2,"You","You","none","Masha","Self","Self","Self","Nonmatching","z",667,0.667,1
"228",1002,2,"none","You","none","Masha","None","None","NonPerson","Matching","m",716,0.716,1
"229",1002,2,"none","You","none","Masha","None","None","NonPerson","Matching","m",617,0.617,1
"230",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Nonmatching","z",644,0.644,1
"231",1002,2,"none","You","none","Masha","None","None","NonPerson","Nonmatching","z",655,0.655,1
"232",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Nonmatching","z",712,0.712,1
"233",1002,2,"none","You","none","Masha","None","None","NonPerson","Nonmatching","z",719,0.719,1
"234",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Matching","m",606,0.606,1
"235",1002,2,"You","You","none","Masha","Self","Self","Self","Matching","m",618,0.618,1
"236",1002,2,"You","You","none","Masha","Self","Self","Self","Nonmatching","z",629,0.629,1
"237",1002,2,"You","You","none","Masha","Self","Self","Self","Nonmatching","z",727,0.727,1
"238",1002,2,"none","You","none","Masha","None","None","NonPerson","Nonmatching","z",654,0.654,1
"239",1002,2,"none","You","none","Masha","None","None","NonPerson","Nonmatching","z",614,0.614,1
"240",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Nonmatching","z",705,0.705,1
"241",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Matching","m",795,0.795,1
"242",1002,2,"You","You","none","Masha","Self","Self","Self","Matching","m",552,0.552,1
"243",1002,2,"You","You","none","Masha","Self","Self","Self","Matching","m",636,0.636,1
"244",1002,2,"You","You","none","Masha","Self","Self","Self","Matching","m",495,0.495,1
"245",1002,2,"none","You","none","Masha","None","None","NonPerson","Nonmatching","z",622,0.622,1
"246",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Nonmatching","z",793,0.793,1
"247",1002,2,"none","You","none","Masha","None","None","NonPerson","Nonmatching","z",685,0.685,1
"248",1002,2,"You","You","none","Masha","Self","Self","Self","Nonmatching","z",638,0.638,1
"249",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Nonmatching","z",679,0.679,1
"250",1002,2,"You","You","none","Masha","Self","Self","Self","Nonmatching","z",672,0.672,1
"251",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Nonmatching","z",608,0.608,1
"252",1002,2,"You","You","none","Masha","Self","Self","Self","Matching","m",701,0.701,1
"253",1002,2,"none","You","none","Masha","None","None","NonPerson","Nonmatching","z",612,0.612,1
"254",1002,2,"You","You","none","Masha","Self","Self","Self","Matching","m",600,0.6,1
"255",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Nonmatching","z",579,0.579,1
"256",1002,2,"You","You","none","Masha","Self","Self","Self","Matching","m",576,0.576,1
"257",1002,2,"none","You","none","Masha","None","None","NonPerson","Nonmatching","z",533,0.533,1
"258",1002,2,"none","You","none","Masha","None","None","NonPerson","Nonmatching","z",578,0.578,1
"259",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Nonmatching","z",697,0.697,1
"260",1002,2,"You","You","none","Masha","Self","Self","Self","Matching","m",705,0.705,1
"261",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Nonmatching","z",751,0.751,1
"262",1002,2,"You","You","none","Masha","Self","Self","Self","Matching","m",628,0.628,1
"263",1002,2,"You","You","none","Masha","Self","Self","Self","Nonmatching","z",695,0.695,1
"264",1002,2,"You","You","none","Masha","Self","Self","Self","Matching","m",576,0.576,1
"265",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Nonmatching","z",645,0.645,1
"266",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Matching","m",647,0.647,1
"267",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Nonmatching","z",593,0.593,1
"268",1002,2,"You","You","none","Masha","Self","Self","Self","Nonmatching","z",702,0.702,1
"269",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Matching","m",725,0.725,1
"270",1002,2,"none","You","none","Masha","None","None","NonPerson","Matching","m",635,0.635,1
"271",1002,2,"none","You","none","Masha","None","None","NonPerson","Nonmatching","z",692,0.692,1
"272",1002,2,"You","You","none","Masha","Self","Self","Self","Nonmatching","m",612,0.612,0
"273",1002,2,"You","You","none","Masha","Self","Self","Self","Nonmatching","z",736,0.736,1
"274",1002,2,"none","You","none","Masha","None","None","NonPerson","Nonmatching","z",615,0.615,1
"275",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Matching","m",578,0.578,1
"276",1002,2,"none","You","none","Masha","None","None","NonPerson","Nonmatching","z",574,0.574,1
"277",1002,2,"none","You","none","Masha","None","None","NonPerson","Matching","m",723,0.723,1
"278",1002,2,"You","You","none","Masha","Self","Self","Self","Matching","m",490,0.49,1
"279",1002,2,"none","You","none","Masha","None","None","NonPerson","Nonmatching","z",530,0.53,1
"280",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Matching","m",610,0.61,1
"281",1002,2,"none","You","none","Masha","None","None","NonPerson","Nonmatching","z",589,0.589,1
"282",1002,2,"none","You","none","Masha","None","None","NonPerson","Nonmatching","z",705,0.705,1
"283",1002,2,"You","You","none","Masha","Self","Self","Self","Nonmatching","z",736,0.736,1
"284",1002,2,"none","You","none","Masha","None","None","NonPerson","Nonmatching","z",599,0.599,1
"285",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Matching","m",513,0.513,1
"286",1002,2,"You","You","none","Masha","Self","Self","Self","Matching","m",577,0.577,1
"287",1002,2,"You","You","none","Masha","Self","Self","Self","Matching","m",614,0.614,1
"288",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Matching","m",601,0.601,1
"289",1002,2,"You","You","none","Masha","Self","Self","Self","Matching","m",606,0.606,1
"290",1002,2,"none","You","none","Masha","None","None","NonPerson","Matching","m",625,0.625,1
"291",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Matching","m",539,0.539,1
"292",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Nonmatching","z",722,0.722,1
"293",1002,2,"none","You","none","Masha","None","None","NonPerson","Nonmatching","z",545,0.545,1
"294",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Nonmatching","z",742,0.742,1
"295",1002,2,"none","You","none","Masha","None","None","NonPerson","Matching","m",741,0.741,1
"296",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Matching","m",531,0.531,1
"297",1002,2,"You","You","none","Masha","Self","Self","Self","Nonmatching","z",641,0.641,1
"298",1002,2,"You","You","none","Masha","Self","Self","Self","Matching","m",602,0.602,1
"299",1002,2,"none","You","none","Masha","None","None","NonPerson","Nonmatching","z",654,0.654,1
"300",1002,2,"none","You","none","Masha","None","None","NonPerson","Nonmatching","z",719,0.719,1
"301",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Matching","m",551,0.551,1
"302",1002,2,"none","You","none","Masha","None","None","NonPerson","Matching","m",707,0.707,1
"303",1002,2,"You","You","none","Masha","Self","Self","Self","Nonmatching","z",723,0.723,1
"304",1002,2,"Masha","You","none","Masha","Friend","Friend","Close","Matching","m",682,0.682,1
"305",1002,2,"You","You","none","Masha","Self","Self","Self","Matching","m",570,0.57,1
"306",1002,2,"You","You","none","Masha","Self","Self","Self","Nonmatching","z",615,0.615,1
"307",1002,2,"You","You","none","Masha","Self","Self","Self","Matching","m",593,0.593,1
