"Subject","Gender","Shape","Label1","Label2","Label3","Origin_Identity","English_Identity","Standarlized_Identity","Matching","Response","RT_ms","RT_sec","ACC"
3012,2,"You","none","Zoli","You","Self","Self","Self","Nonmatching","z",744,0.744,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Matching","m",757,0.757,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Matching","m",818,0.818,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Matching","m",781,0.781,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Matching","m",649,0.649,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Matching","m",699,0.699,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Matching","m",817,0.817,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Matching","m",684,0.684,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Matching","m",890,0.89,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Nonmatching","z",714,0.714,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Matching","m",826,0.826,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Matching","m",812,0.812,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Nonmatching","z",662,0.662,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Nonmatching","z",977,0.977,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Nonmatching","z",723,0.723,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Nonmatching","z",827,0.827,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Nonmatching","z",534,0.534,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Nonmatching","z",658,0.658,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Nonmatching","z",917,0.917,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Nonmatching","z",707,0.707,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Matching","m",698,0.698,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Matching","m",905,0.905,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Nonmatching","z",920,0.92,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Nonmatching","z",791,0.791,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Nonmatching","z",762,0.762,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Matching","m",855,0.855,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Matching","m",633,0.633,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Nonmatching","z",778,0.778,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Nonmatching","z",815,0.815,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Matching","m",657,0.657,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Matching","m",650,0.65,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Nonmatching","z",1131,1.131,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Nonmatching","z",1033,1.033,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Matching","m",642,0.642,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Matching","m",668,0.668,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Nonmatching","z",708,0.708,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Nonmatching","z",700,0.7,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Matching","m",843,0.843,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Nonmatching","z",638,0.638,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Matching","m",615,0.615,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Nonmatching","m",602,0.602,0
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Matching","m",582,0.582,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Matching","m",769,0.769,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Nonmatching","m",838,0.838,0
3012,2,"none","none","Zoli","You","None","None","NonPerson","Matching","m",768,0.768,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Matching","m",667,0.667,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Nonmatching","z",868,0.868,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Matching","m",1076,1.076,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Matching","z",757,0.757,0
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Nonmatching","z",841,0.841,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Nonmatching","z",923,0.923,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Nonmatching","z",1065,1.065,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Nonmatching","z",954,0.954,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Nonmatching","z",758,0.758,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Nonmatching","z",1002,1.002,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Matching","m",684,0.684,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Matching","m",853,0.853,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Matching","m",1205,1.205,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Nonmatching","z",800,0.8,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Nonmatching","z",1394,1.394,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Matching","m",892,0.892,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Matching","m",628,0.628,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Matching","m",518,0.518,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Matching","m",613,0.613,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Nonmatching","z",833,0.833,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Matching","m",556,0.556,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Nonmatching","z",849,0.849,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Nonmatching","z",728,0.728,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Matching","m",591,0.591,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Nonmatching","z",780,0.78,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Matching","z",752,0.752,0
3012,2,"none","none","Zoli","You","None","None","NonPerson","Matching","m",806,0.806,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Matching","m",856,0.856,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Matching","m",482,0.482,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Matching","m",553,0.553,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Nonmatching","z",672,0.672,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Matching","m",776,0.776,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Matching","m",652,0.652,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Matching","m",694,0.694,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Matching","m",606,0.606,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Matching","m",634,0.634,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Nonmatching","m",532,0.532,0
3012,2,"You","none","Zoli","You","Self","Self","Self","Nonmatching","z",1017,1.017,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Nonmatching","z",796,0.796,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Nonmatching","m",727,0.727,0
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Nonmatching","z",1430,1.43,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Matching","x",1499,1.499,0
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Nonmatching","z",1451,1.451,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Nonmatching","z",922,0.922,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Matching","m",991,0.991,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Matching","m",763,0.763,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Matching","m",623,0.623,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Matching","z",939,0.939,0
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Nonmatching","z",1047,1.047,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Nonmatching","z",1040,1.04,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Matching","m",721,0.721,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Matching","m",1440,1.44,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Nonmatching","z",898,0.898,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Nonmatching","z",720,0.72,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Matching","m",895,0.895,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Nonmatching","z",703,0.703,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Matching","m",758,0.758,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Nonmatching","z",604,0.604,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Nonmatching","z",671,0.671,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Nonmatching","z",985,0.985,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Nonmatching","z",875,0.875,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Matching","m",860,0.86,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Matching","m",796,0.796,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Nonmatching","z",584,0.584,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Nonmatching","z",979,0.979,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Matching","m",792,0.792,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Nonmatching","z",875,0.875,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Matching","m",795,0.795,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Nonmatching","z",696,0.696,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Matching","m",855,0.855,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Matching","m",600,0.6,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Nonmatching","z",676,0.676,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Nonmatching","z",827,0.827,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Nonmatching","z",751,0.751,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Nonmatching","z",796,0.796,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Matching","m",823,0.823,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Nonmatching","z",690,0.69,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Matching","m",874,0.874,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Nonmatching","z",801,0.801,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Nonmatching","z",763,0.763,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Matching","m",538,0.538,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Nonmatching","z",791,0.791,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Nonmatching","z",723,0.723,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Nonmatching","z",643,0.643,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Matching","m",620,0.62,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Nonmatching","z",726,0.726,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Nonmatching","z",645,0.645,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Matching","m",767,0.767,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Nonmatching","z",595,0.595,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Nonmatching","z",616,0.616,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Matching","m",787,0.787,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Nonmatching","z",1047,1.047,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Matching","m",711,0.711,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Nonmatching","z",639,0.639,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Matching","m",584,0.584,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Matching","m",733,0.733,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Matching","m",571,0.571,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Matching","z",641,0.641,0
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Matching","m",802,0.802,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Nonmatching","z",709,0.709,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Nonmatching","z",781,0.781,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Matching","m",696,0.696,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Nonmatching","z",673,0.673,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Nonmatching","z",842,0.842,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Matching","m",818,0.818,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Matching","m",804,0.804,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Nonmatching","z",664,0.664,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Matching","m",1098,1.098,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Matching","m",840,0.84,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Nonmatching","z",666,0.666,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Nonmatching","z",811,0.811,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Matching","m",702,0.702,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Matching","m",684,0.684,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Nonmatching","z",844,0.844,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Nonmatching","z",694,0.694,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Matching","m",838,0.838,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Matching","m",616,0.616,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Nonmatching","x",1500,1.5,0
3012,2,"You","none","Zoli","You","Self","Self","Self","Nonmatching","x",1498,1.498,0
3012,2,"You","none","Zoli","You","Self","Self","Self","Nonmatching","x",1499,1.499,0
3012,2,"You","none","Zoli","You","Self","Self","Self","Matching","z",1285,1.285,0
3012,2,"none","none","Zoli","You","None","None","NonPerson","Matching","m",939,0.939,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Nonmatching","z",738,0.738,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Matching","m",663,0.663,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Matching","m",720,0.72,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Matching","m",775,0.775,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Nonmatching","m",595,0.595,0
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Matching","m",704,0.704,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Matching","m",566,0.566,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Matching","m",539,0.539,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Nonmatching","z",778,0.778,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Nonmatching","z",720,0.72,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Nonmatching","z",549,0.549,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Nonmatching","z",860,0.86,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Matching","m",852,0.852,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Matching","m",604,0.604,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Nonmatching","z",648,0.648,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Matching","m",1274,1.274,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Matching","m",761,0.761,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Matching","m",670,0.67,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Matching","m",599,0.599,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Nonmatching","z",883,0.883,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Nonmatching","z",778,0.778,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Matching","m",853,0.853,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Matching","m",758,0.758,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Nonmatching","z",660,0.66,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Nonmatching","z",757,0.757,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Nonmatching","z",866,0.866,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Nonmatching","z",586,0.586,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Nonmatching","z",758,0.758,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Nonmatching","z",731,0.731,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Nonmatching","z",673,0.673,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Nonmatching","z",761,0.761,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Nonmatching","z",648,0.648,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Matching","m",712,0.712,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Matching","m",903,0.903,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Matching","m",606,0.606,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Nonmatching","z",755,0.755,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Nonmatching","z",831,0.831,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Nonmatching","m",776,0.776,0
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Matching","m",1262,1.262,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Nonmatching","z",894,0.894,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Nonmatching","z",996,0.996,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Nonmatching","z",807,0.807,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Matching","m",795,0.795,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Matching","m",718,0.718,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Matching","m",828,0.828,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Matching","m",647,0.647,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Matching","m",642,0.642,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Matching","m",443,0.443,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Nonmatching","m",582,0.582,0
3012,2,"You","none","Zoli","You","Self","Self","Self","Matching","m",643,0.643,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Nonmatching","z",803,0.803,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Nonmatching","z",636,0.636,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Nonmatching","z",567,0.567,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Matching","m",740,0.74,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Matching","z",681,0.681,0
3012,2,"You","none","Zoli","You","Self","Self","Self","Matching","z",794,0.794,0
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Matching","m",725,0.725,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Nonmatching","m",755,0.755,0
3012,2,"You","none","Zoli","You","Self","Self","Self","Matching","m",722,0.722,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Matching","m",751,0.751,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Matching","m",564,0.564,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Nonmatching","z",1178,1.178,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Nonmatching","z",1038,1.038,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Matching","m",551,0.551,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Nonmatching","z",645,0.645,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Nonmatching","z",749,0.749,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Matching","m",651,0.651,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Matching","m",668,0.668,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Matching","m",661,0.661,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Nonmatching","z",791,0.791,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Nonmatching","z",761,0.761,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Nonmatching","z",760,0.76,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Nonmatching","z",1116,1.116,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Matching","m",634,0.634,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Matching","z",692,0.692,0
3012,2,"You","none","Zoli","You","Self","Self","Self","Matching","m",660,0.66,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Nonmatching","z",853,0.853,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Matching","m",695,0.695,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Matching","m",615,0.615,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Matching","m",641,0.641,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Nonmatching","z",683,0.683,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Matching","m",691,0.691,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Nonmatching","z",755,0.755,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Nonmatching","z",776,0.776,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Nonmatching","m",948,0.948,0
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Matching","m",897,0.897,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Matching","m",714,0.714,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Nonmatching","z",688,0.688,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Matching","m",977,0.977,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Nonmatching","z",692,0.692,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Matching","z",988,0.988,0
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Matching","m",615,0.615,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Nonmatching","z",762,0.762,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Nonmatching","z",710,0.71,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Nonmatching","z",758,0.758,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Matching","z",794,0.794,0
3012,2,"You","none","Zoli","You","Self","Self","Self","Nonmatching","z",887,0.887,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Matching","m",982,0.982,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Matching","m",610,0.61,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Nonmatching","z",661,0.661,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Nonmatching","z",846,0.846,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Matching","m",720,0.72,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Nonmatching","z",967,0.967,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Nonmatching","z",667,0.667,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Nonmatching","z",923,0.923,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Matching","m",962,0.962,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Matching","m",821,0.821,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Matching","m",816,0.816,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Nonmatching","z",1210,1.21,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Nonmatching","z",885,0.885,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Matching","m",666,0.666,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Matching","m",748,0.748,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Nonmatching","z",832,0.832,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Matching","m",706,0.706,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Nonmatching","m",739,0.739,0
3012,2,"none","none","Zoli","You","None","None","NonPerson","Matching","m",759,0.759,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Matching","m",734,0.734,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Nonmatching","z",698,0.698,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Nonmatching","z",706,0.706,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Nonmatching","z",826,0.826,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Nonmatching","z",740,0.74,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Matching","m",648,0.648,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Matching","m",1002,1.002,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Nonmatching","z",797,0.797,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Matching","m",672,0.672,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Nonmatching","z",809,0.809,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Nonmatching","z",747,0.747,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Nonmatching","z",610,0.61,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Nonmatching","z",845,0.845,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Nonmatching","z",526,0.526,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Nonmatching","z",813,0.813,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Matching","m",752,0.752,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Matching","m",830,0.83,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Matching","m",640,0.64,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Matching","m",642,0.642,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Nonmatching","z",604,0.604,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Matching","m",657,0.657,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Matching","m",594,0.594,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Nonmatching","z",941,0.941,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Nonmatching","z",716,0.716,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Matching","m",498,0.498,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Matching","m",737,0.737,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Nonmatching","z",703,0.703,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Matching","m",733,0.733,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Nonmatching","z",869,0.869,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Matching","m",949,0.949,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Nonmatching","m",810,0.81,0
3012,2,"You","none","Zoli","You","Self","Self","Self","Nonmatching","z",771,0.771,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Matching","m",679,0.679,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Matching","m",801,0.801,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Matching","m",724,0.724,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Matching","m",1154,1.154,1
