"Subject","Gender","Shape","Label1","Label2","Label3","Origin_Identity","English_Identity","Standarlized_Identity","Matching","Response","RT_ms","RT_sec","ACC"
3018,2,"You","none","Milan","You","Self","Self","Self","Matching","m",1032,1.032,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Matching","m",753,0.753,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Nonmatching","z",654,0.654,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Nonmatching","z",855,0.855,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Nonmatching","z",767,0.767,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Nonmatching","z",660,0.66,1
3018,2,"You","none","Milan","You","Self","Self","Self","Matching","m",494,0.494,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Nonmatching","z",567,0.567,1
3018,2,"You","none","Milan","You","Self","Self","Self","Matching","m",979,0.979,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Matching","m",670,0.67,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Nonmatching","z",1192,1.192,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Nonmatching","z",826,0.826,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Matching","m",822,0.822,1
3018,2,"You","none","Milan","You","Self","Self","Self","Matching","m",566,0.566,1
3018,2,"You","none","Milan","You","Self","Self","Self","Nonmatching","z",755,0.755,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Nonmatching","z",672,0.672,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Matching","m",721,0.721,1
3018,2,"You","none","Milan","You","Self","Self","Self","Nonmatching","z",825,0.825,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Matching","m",738,0.738,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Nonmatching","z",616,0.616,1
3018,2,"You","none","Milan","You","Self","Self","Self","Matching","m",532,0.532,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Matching","z",665,0.665,0
3018,2,"none","none","Milan","You","None","None","NonPerson","Matching","m",611,0.611,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Nonmatching","z",655,0.655,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Nonmatching","z",918,0.918,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Nonmatching","z",957,0.957,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Matching","m",698,0.698,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Nonmatching","z",777,0.777,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Matching","m",629,0.629,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Nonmatching","z",704,0.704,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Matching","m",569,0.569,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Nonmatching","z",685,0.685,1
3018,2,"You","none","Milan","You","Self","Self","Self","Nonmatching","m",678,0.678,0
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Nonmatching","z",893,0.893,1
3018,2,"You","none","Milan","You","Self","Self","Self","Nonmatching","z",1238,1.238,1
3018,2,"You","none","Milan","You","Self","Self","Self","Matching","m",622,0.622,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Matching","m",672,0.672,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Nonmatching","z",721,0.721,1
3018,2,"You","none","Milan","You","Self","Self","Self","Nonmatching","z",1087,1.087,1
3018,2,"You","none","Milan","You","Self","Self","Self","Matching","m",557,0.557,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Matching","z",755,0.755,0
3018,2,"none","none","Milan","You","None","None","NonPerson","Nonmatching","z",841,0.841,1
3018,2,"You","none","Milan","You","Self","Self","Self","Matching","m",810,0.81,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Nonmatching","z",629,0.629,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Matching","m",753,0.753,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Nonmatching","z",637,0.637,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Nonmatching","z",696,0.696,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Nonmatching","z",744,0.744,1
3018,2,"You","none","Milan","You","Self","Self","Self","Matching","m",565,0.565,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Matching","m",675,0.675,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Nonmatching","m",637,0.637,0
3018,2,"You","none","Milan","You","Self","Self","Self","Nonmatching","z",839,0.839,1
3018,2,"You","none","Milan","You","Self","Self","Self","Nonmatching","m",609,0.609,0
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Nonmatching","z",684,0.684,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Matching","m",980,0.98,1
3018,2,"You","none","Milan","You","Self","Self","Self","Matching","m",617,0.617,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Nonmatching","z",731,0.731,1
3018,2,"You","none","Milan","You","Self","Self","Self","Nonmatching","z",584,0.584,1
3018,2,"You","none","Milan","You","Self","Self","Self","Matching","m",532,0.532,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Matching","z",843,0.843,0
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Matching","m",668,0.668,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Matching","m",1046,1.046,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Matching","m",582,0.582,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Nonmatching","z",706,0.706,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Nonmatching","z",843,0.843,1
3018,2,"You","none","Milan","You","Self","Self","Self","Nonmatching","z",1212,1.212,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Matching","m",541,0.541,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Nonmatching","z",693,0.693,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Nonmatching","z",748,0.748,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Matching","m",648,0.648,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Matching","z",851,0.851,0
3018,2,"none","none","Milan","You","None","None","NonPerson","Nonmatching","z",716,0.716,1
3018,2,"You","none","Milan","You","Self","Self","Self","Matching","m",577,0.577,1
3018,2,"You","none","Milan","You","Self","Self","Self","Nonmatching","z",678,0.678,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Nonmatching","z",775,0.775,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Nonmatching","m",1180,1.18,0
3018,2,"none","none","Milan","You","None","None","NonPerson","Nonmatching","z",624,0.624,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Matching","z",698,0.698,0
3018,2,"You","none","Milan","You","Self","Self","Self","Matching","m",633,0.633,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Nonmatching","z",1404,1.404,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Matching","m",565,0.565,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Matching","m",641,0.641,1
3018,2,"You","none","Milan","You","Self","Self","Self","Matching","m",556,0.556,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Matching","m",1040,1.04,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Matching","m",514,0.514,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Nonmatching","z",969,0.969,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Matching","m",500,0.5,1
3018,2,"You","none","Milan","You","Self","Self","Self","Matching","m",606,0.606,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Nonmatching","z",713,0.713,1
3018,2,"You","none","Milan","You","Self","Self","Self","Matching","m",480,0.48,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Nonmatching","z",656,0.656,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Nonmatching","z",761,0.761,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Matching","m",744,0.744,1
3018,2,"You","none","Milan","You","Self","Self","Self","Nonmatching","z",718,0.718,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Nonmatching","m",1380,1.38,0
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Matching","m",582,0.582,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Nonmatching","z",635,0.635,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Nonmatching","z",781,0.781,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Matching","m",913,0.913,1
3018,2,"You","none","Milan","You","Self","Self","Self","Nonmatching","z",776,0.776,1
3018,2,"You","none","Milan","You","Self","Self","Self","Matching","z",724,0.724,0
3018,2,"none","none","Milan","You","None","None","NonPerson","Matching","z",691,0.691,0
3018,2,"You","none","Milan","You","Self","Self","Self","Matching","m",963,0.963,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Matching","m",583,0.583,1
3018,2,"You","none","Milan","You","Self","Self","Self","Matching","m",764,0.764,1
3018,2,"You","none","Milan","You","Self","Self","Self","Matching","m",648,0.648,1
3018,2,"You","none","Milan","You","Self","Self","Self","Matching","m",442,0.442,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Matching","m",884,0.884,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Nonmatching","z",804,0.804,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Matching","m",494,0.494,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Nonmatching","z",687,0.687,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Matching","m",488,0.488,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Matching","m",559,0.559,1
3018,2,"You","none","Milan","You","Self","Self","Self","Matching","m",525,0.525,1
3018,2,"You","none","Milan","You","Self","Self","Self","Nonmatching","m",492,0.492,0
3018,2,"none","none","Milan","You","None","None","NonPerson","Nonmatching","z",766,0.766,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Matching","m",594,0.594,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Matching","m",781,0.781,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Nonmatching","z",842,0.842,1
3018,2,"You","none","Milan","You","Self","Self","Self","Nonmatching","m",1059,1.059,0
3018,2,"none","none","Milan","You","None","None","NonPerson","Nonmatching","z",988,0.988,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Nonmatching","z",694,0.694,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Matching","m",551,0.551,1
3018,2,"You","none","Milan","You","Self","Self","Self","Matching","m",811,0.811,1
3018,2,"You","none","Milan","You","Self","Self","Self","Matching","m",582,0.582,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Nonmatching","z",835,0.835,1
3018,2,"You","none","Milan","You","Self","Self","Self","Nonmatching","z",837,0.837,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Matching","m",582,0.582,1
3018,2,"You","none","Milan","You","Self","Self","Self","Matching","m",634,0.634,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Matching","m",948,0.948,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Matching","m",569,0.569,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Nonmatching","z",727,0.727,1
3018,2,"You","none","Milan","You","Self","Self","Self","Nonmatching","z",934,0.934,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Matching","m",514,0.514,1
3018,2,"You","none","Milan","You","Self","Self","Self","Nonmatching","z",1090,1.09,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Nonmatching","z",913,0.913,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Nonmatching","z",1279,1.279,1
3018,2,"You","none","Milan","You","Self","Self","Self","Nonmatching","z",862,0.862,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Nonmatching","z",735,0.735,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Matching","m",580,0.58,1
3018,2,"You","none","Milan","You","Self","Self","Self","Nonmatching","z",897,0.897,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Nonmatching","z",850,0.85,1
3018,2,"You","none","Milan","You","Self","Self","Self","Matching","m",585,0.585,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Matching","m",998,0.998,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Nonmatching","z",681,0.681,1
3018,2,"You","none","Milan","You","Self","Self","Self","Matching","m",530,0.53,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Matching","m",872,0.872,1
3018,2,"You","none","Milan","You","Self","Self","Self","Nonmatching","z",1056,1.056,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Nonmatching","z",737,0.737,1
3018,2,"You","none","Milan","You","Self","Self","Self","Nonmatching","z",1421,1.421,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Matching","m",855,0.855,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Matching","m",551,0.551,1
3018,2,"You","none","Milan","You","Self","Self","Self","Matching","m",1069,1.069,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Matching","m",909,0.909,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Matching","m",611,0.611,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Matching","m",1136,1.136,1
3018,2,"You","none","Milan","You","Self","Self","Self","Matching","m",572,0.572,1
3018,2,"You","none","Milan","You","Self","Self","Self","Nonmatching","z",1304,1.304,1
3018,2,"You","none","Milan","You","Self","Self","Self","Matching","m",580,0.58,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Matching","m",571,0.571,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Nonmatching","z",679,0.679,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Matching","m",846,0.846,1
3018,2,"You","none","Milan","You","Self","Self","Self","Nonmatching","z",825,0.825,1
3018,2,"You","none","Milan","You","Self","Self","Self","Nonmatching","z",1027,1.027,1
3018,2,"You","none","Milan","You","Self","Self","Self","Nonmatching","z",749,0.749,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Nonmatching","z",1026,1.026,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Matching","m",820,0.82,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Matching","m",598,0.598,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Matching","m",490,0.49,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Nonmatching","z",628,0.628,1
3018,2,"You","none","Milan","You","Self","Self","Self","Matching","m",779,0.779,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Matching","m",494,0.494,1
3018,2,"You","none","Milan","You","Self","Self","Self","Nonmatching","z",695,0.695,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Nonmatching","z",606,0.606,1
3018,2,"You","none","Milan","You","Self","Self","Self","Nonmatching","z",986,0.986,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Matching","m",589,0.589,1
3018,2,"You","none","Milan","You","Self","Self","Self","Matching","m",561,0.561,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Nonmatching","z",847,0.847,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Matching","m",897,0.897,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Nonmatching","z",688,0.688,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Nonmatching","z",927,0.927,1
3018,2,"You","none","Milan","You","Self","Self","Self","Nonmatching","m",573,0.573,0
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Matching","m",563,0.563,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Nonmatching","z",905,0.905,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Matching","z",879,0.879,0
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Matching","m",536,0.536,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Nonmatching","z",854,0.854,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Nonmatching","z",934,0.934,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Nonmatching","z",604,0.604,1
3018,2,"You","none","Milan","You","Self","Self","Self","Matching","m",688,0.688,1
3018,2,"You","none","Milan","You","Self","Self","Self","Matching","m",512,0.512,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Nonmatching","z",559,0.559,1
3018,2,"You","none","Milan","You","Self","Self","Self","Nonmatching","m",924,0.924,0
3018,2,"none","none","Milan","You","None","None","NonPerson","Nonmatching","z",708,0.708,1
3018,2,"You","none","Milan","You","Self","Self","Self","Matching","m",658,0.658,1
3018,2,"You","none","Milan","You","Self","Self","Self","Nonmatching","z",924,0.924,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Matching","m",970,0.97,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Matching","m",638,0.638,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Nonmatching","z",1016,1.016,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Matching","m",513,0.513,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Nonmatching","z",776,0.776,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Matching","m",525,0.525,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Matching","m",940,0.94,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Nonmatching","z",1057,1.057,1
3018,2,"You","none","Milan","You","Self","Self","Self","Nonmatching","z",721,0.721,1
3018,2,"You","none","Milan","You","Self","Self","Self","Nonmatching","z",689,0.689,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Matching","m",808,0.808,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Nonmatching","z",699,0.699,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Nonmatching","z",738,0.738,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Nonmatching","z",616,0.616,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Nonmatching","z",572,0.572,1
3018,2,"You","none","Milan","You","Self","Self","Self","Matching","m",615,0.615,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Matching","m",602,0.602,1
3018,2,"You","none","Milan","You","Self","Self","Self","Matching","m",677,0.677,1
3018,2,"You","none","Milan","You","Self","Self","Self","Nonmatching","z",552,0.552,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Matching","z",550,0.55,0
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Matching","m",459,0.459,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Nonmatching","z",660,0.66,1
3018,2,"You","none","Milan","You","Self","Self","Self","Nonmatching","z",702,0.702,1
3018,2,"You","none","Milan","You","Self","Self","Self","Nonmatching","z",1014,1.014,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Matching","m",871,0.871,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Matching","m",583,0.583,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Matching","m",501,0.501,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Nonmatching","z",643,0.643,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Nonmatching","z",773,0.773,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Matching","m",473,0.473,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Nonmatching","z",587,0.587,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Matching","z",511,0.511,0
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Nonmatching","m",697,0.697,0
3018,2,"none","none","Milan","You","None","None","NonPerson","Matching","m",855,0.855,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Nonmatching","z",640,0.64,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Nonmatching","z",682,0.682,1
3018,2,"You","none","Milan","You","Self","Self","Self","Matching","m",795,0.795,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Nonmatching","z",582,0.582,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Matching","z",754,0.754,0
3018,2,"You","none","Milan","You","Self","Self","Self","Matching","m",583,0.583,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Matching","m",907,0.907,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Nonmatching","z",802,0.802,1
3018,2,"You","none","Milan","You","Self","Self","Self","Nonmatching","z",1206,1.206,1
3018,2,"You","none","Milan","You","Self","Self","Self","Matching","m",575,0.575,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Matching","m",573,0.573,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Nonmatching","z",625,0.625,1
3018,2,"You","none","Milan","You","Self","Self","Self","Matching","m",563,0.563,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Nonmatching","z",713,0.713,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Matching","m",528,0.528,1
3018,2,"You","none","Milan","You","Self","Self","Self","Matching","m",767,0.767,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Matching","m",589,0.589,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Nonmatching","z",648,0.648,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Matching","m",642,0.642,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Nonmatching","z",643,0.643,1
3018,2,"You","none","Milan","You","Self","Self","Self","Matching","m",559,0.559,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Matching","m",524,0.524,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Nonmatching","z",771,0.771,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Nonmatching","z",656,0.656,1
3018,2,"You","none","Milan","You","Self","Self","Self","Nonmatching","z",785,0.785,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Nonmatching","z",1020,1.02,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Matching","m",895,0.895,1
3018,2,"You","none","Milan","You","Self","Self","Self","Matching","m",638,0.638,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Nonmatching","z",688,0.688,1
3018,2,"You","none","Milan","You","Self","Self","Self","Nonmatching","z",792,0.792,1
3018,2,"You","none","Milan","You","Self","Self","Self","Nonmatching","z",747,0.747,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Matching","m",752,0.752,1
3018,2,"You","none","Milan","You","Self","Self","Self","Matching","m",599,0.599,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Matching","m",849,0.849,1
3018,2,"You","none","Milan","You","Self","Self","Self","Matching","m",842,0.842,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Matching","m",836,0.836,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Matching","m",574,0.574,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Nonmatching","z",907,0.907,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Matching","m",537,0.537,1
3018,2,"You","none","Milan","You","Self","Self","Self","Nonmatching","z",745,0.745,1
3018,2,"You","none","Milan","You","Self","Self","Self","Matching","m",581,0.581,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Matching","m",506,0.506,1
3018,2,"You","none","Milan","You","Self","Self","Self","Nonmatching","z",1400,1.4,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Nonmatching","z",715,0.715,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Nonmatching","z",817,0.817,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Matching","m",691,0.691,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Matching","z",691,0.691,0
3018,2,"none","none","Milan","You","None","None","NonPerson","Matching","m",634,0.634,1
3018,2,"You","none","Milan","You","Self","Self","Self","Nonmatching","z",670,0.67,1
3018,2,"You","none","Milan","You","Self","Self","Self","Nonmatching","z",982,0.982,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Nonmatching","z",674,0.674,1
3018,2,"You","none","Milan","You","Self","Self","Self","Nonmatching","m",539,0.539,0
3018,2,"You","none","Milan","You","Self","Self","Self","Matching","m",722,0.722,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Matching","m",744,0.744,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Nonmatching","z",614,0.614,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Matching","m",577,0.577,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Nonmatching","z",535,0.535,1
3018,2,"You","none","Milan","You","Self","Self","Self","Nonmatching","m",477,0.477,0
3018,2,"You","none","Milan","You","Self","Self","Self","Matching","m",630,0.63,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Nonmatching","z",729,0.729,1
3110,2,"none","Andreea","none","You","None","None","NonPerson","Matching","m",374,0.374,1
3110,2,"none","Andreea","none","You","None","None","NonPerson","Nonmatching","m",387,0.387,0
3110,2,"none","Andreea","none","You","None","None","NonPerson","Matching","x",1499,1.499,0
3110,2,"Andreea","Andreea","none","You","Friend","Friend","Close","Matching","z",317,0.317,0
3110,2,"Andreea","Andreea","none","You","Friend","Friend","Close","Matching","m",307,0.307,1
3110,2,"none","Andreea","none","You","None","None","NonPerson","Matching","z",293,0.293,0
3110,2,"none","Andreea","none","You","None","None","NonPerson","Matching","m",414,0.414,1
3110,2,"You","Andreea","none","You","Self","Self","Self","Matching","m",538,0.538,1
3110,2,"none","Andreea","none","You","None","None","NonPerson","Matching","m",374,0.374,1
3110,2,"none","Andreea","none","You","None","None","NonPerson","Nonmatching","m",341,0.341,0
3110,2,"none","Andreea","none","You","None","None","NonPerson","Nonmatching","m",453,0.453,0
3110,2,"You","Andreea","none","You","Self","Self","Self","Matching","m",550,0.55,1
3110,2,"none","Andreea","none","You","None","None","NonPerson","Nonmatching","z",379,0.379,1
3110,2,"Andreea","Andreea","none","You","Friend","Friend","Close","Nonmatching","m",321,0.321,0
3110,2,"You","Andreea","none","You","Self","Self","Self","Nonmatching","m",570,0.57,0
3110,2,"none","Andreea","none","You","None","None","NonPerson","Matching","z",374,0.374,0
3110,2,"Andreea","Andreea","none","You","Friend","Friend","Close","Matching","m",499,0.499,1
3110,2,"none","Andreea","none","You","None","None","NonPerson","Nonmatching","m",563,0.563,0
3110,2,"You","Andreea","none","You","Self","Self","Self","Nonmatching","m",473,0.473,0
3110,2,"none","Andreea","none","You","None","None","NonPerson","Matching","z",313,0.313,0
3110,2,"Andreea","Andreea","none","You","Friend","Friend","Close","Nonmatching","m",354,0.354,0
3110,2,"none","Andreea","none","You","None","None","NonPerson","Matching","z",912,0.912,0
3110,2,"Andreea","Andreea","none","You","Friend","Friend","Close","Matching","m",455,0.455,1
3110,2,"You","Andreea","none","You","Self","Self","Self","Matching","m",569,0.569,1
3110,2,"Andreea","Andreea","none","You","Friend","Friend","Close","Matching","z",326,0.326,0
3110,2,"You","Andreea","none","You","Self","Self","Self","Nonmatching","m",502,0.502,0
3110,2,"Andreea","Andreea","none","You","Friend","Friend","Close","Nonmatching","z",1061,1.061,1
3110,2,"You","Andreea","none","You","Self","Self","Self","Nonmatching","z",1109,1.109,1
3110,2,"none","Andreea","none","You","None","None","NonPerson","Matching","z",1365,1.365,0
3110,2,"Andreea","Andreea","none","You","Friend","Friend","Close","Nonmatching","m",791,0.791,0
3110,2,"none","Andreea","none","You","None","None","NonPerson","Matching","z",955,0.955,0
3110,2,"You","Andreea","none","You","Self","Self","Self","Nonmatching","z",1088,1.088,1
3110,2,"You","Andreea","none","You","Self","Self","Self","Nonmatching","z",1038,1.038,1
3110,2,"You","Andreea","none","You","Self","Self","Self","Nonmatching","x",1499,1.499,0
3110,2,"Andreea","Andreea","none","You","Friend","Friend","Close","Matching","z",1131,1.131,0
3110,2,"Andreea","Andreea","none","You","Friend","Friend","Close","Nonmatching","m",768,0.768,0
3110,2,"Andreea","Andreea","none","You","Friend","Friend","Close","Nonmatching","z",884,0.884,1
3110,2,"Andreea","Andreea","none","You","Friend","Friend","Close","Matching","z",1076,1.076,0
