"","Subject","Age","Gender","Handedness","Shape","Label","Matching","Identity","Response","RT_ms","RT_sec","ACC"
"53",14,25,"male","right","C.bmp","高兴","Matching","高兴",2,498,0.498,1
"54",14,25,"male","right","T.bmp","中性","Matching","中性",1,596,0.596,0
"55",14,25,"male","right","T.bmp","中性","Matching","中性",2,526,0.526,1
"56",14,25,"male","right","C.bmp","高兴","Matching","高兴",2,509,0.509,1
"57",14,25,"male","right","C.bmp","高兴","Matching","高兴",2,351,0.351,1
"58",14,25,"male","right","C.bmp","高兴","Matching","高兴",2,635,0.635,1
"59",14,25,"male","right","C.bmp","高兴","Matching","高兴",2,582,0.582,1
"60",14,25,"male","right","T.bmp","中性","Matching","中性",2,848,0.848,1
"61",14,25,"male","right","T.bmp","中性","Matching","中性",2,507,0.507,1
"62",14,25,"male","right","C.bmp","高兴","Matching","高兴",1,677,0.677,0
"63",14,25,"male","right","C.bmp","高兴","Matching","高兴",2,447,0.447,1
"64",14,25,"male","right","C.bmp","高兴","Matching","高兴",2,473,0.473,1
"65",14,25,"male","right","C.bmp","高兴","Matching","高兴",2,571,0.571,1
"66",14,25,"male","right","T.bmp","中性","Matching","中性",2,701,0.701,1
"67",14,25,"male","right","C.bmp","高兴","Matching","高兴",2,551,0.551,1
"68",14,25,"male","right","C.bmp","高兴","Matching","高兴",2,468,0.468,1
"69",14,25,"male","right","T.bmp","中性","Matching","中性",2,734,0.734,1
"70",14,25,"male","right","T.bmp","中性","Matching","中性",2,560,0.56,1
"71",14,25,"male","right","C.bmp","高兴","Matching","高兴",2,540,0.54,1
"72",14,25,"male","right","T.bmp","中性","Matching","中性",2,750,0.75,1
"73",14,25,"male","right","T.bmp","中性","Matching","中性",2,635,0.635,1
"74",14,25,"male","right","T.bmp","中性","Matching","中性",2,709,0.709,1
"75",14,25,"male","right","T.bmp","高兴","Nonmatching","中性",2,862,0.862,0
"76",14,25,"male","right","C.bmp","中性","Nonmatching","高兴",1,840,0.84,1
"77",14,25,"male","right","C.bmp","中性","Nonmatching","高兴",1,1018,1.018,1
"78",14,25,"male","right","T.bmp","高兴","Nonmatching","中性",1,738,0.738,1
"79",14,25,"male","right","C.bmp","中性","Nonmatching","高兴",2,575,0.575,0
"80",14,25,"male","right","T.bmp","高兴","Nonmatching","中性",2,902,0.902,0
"81",14,25,"male","right","C.bmp","中性","Nonmatching","高兴",1,1032,1.032,1
"82",14,25,"male","right","T.bmp","高兴","Nonmatching","中性",1,850,0.85,1
"83",14,25,"male","right","T.bmp","高兴","Nonmatching","中性",1,1021,1.021,1
"84",14,25,"male","right","C.bmp","中性","Nonmatching","高兴",1,791,0.791,1
"85",14,25,"male","right","T.bmp","高兴","Nonmatching","中性",2,843,0.843,0
"86",14,25,"male","right","C.bmp","中性","Nonmatching","高兴",1,1041,1.041,1
"87",14,25,"male","right","C.bmp","中性","Nonmatching","高兴",1,851,0.851,1
"88",14,25,"male","right","T.bmp","高兴","Nonmatching","中性",1,716,0.716,1
"89",14,25,"male","right","C.bmp","中性","Nonmatching","高兴",2,527,0.527,0
"90",14,25,"male","right","C.bmp","中性","Nonmatching","高兴",1,765,0.765,1
"91",14,25,"male","right","T.bmp","高兴","Nonmatching","中性",2,863,0.863,0
"92",14,25,"male","right","T.bmp","高兴","Nonmatching","中性",1,753,0.753,1
"93",14,25,"male","right","C.bmp","中性","Nonmatching","高兴",1,760,0.76,1
"94",14,25,"male","right","C.bmp","中性","Nonmatching","高兴",1,843,0.843,1
"95",14,25,"male","right","T.bmp","高兴","Nonmatching","中性",2,489,0.489,0
"96",14,25,"male","right","T.bmp","高兴","Nonmatching","中性",1,709,0.709,1
"97",14,25,"male","right","C.bmp","中性","Nonmatching","高兴",1,690,0.69,1
"98",14,25,"male","right","C.bmp","中性","Nonmatching","高兴",2,458,0.458,0
"99",14,25,"male","right","T.bmp","高兴","Nonmatching","中性",1,705,0.705,1
"100",14,25,"male","right","T.bmp","高兴","Nonmatching","中性",1,686,0.686,1
"101",15,21,"female","right","D.bmp","中性","Matching","中性",NA,0,0,0
"102",15,21,"female","right","C.bmp","高兴","Matching","高兴",1,580,0.58,1
"103",15,21,"female","right","D.bmp","中性","Matching","中性",2,751,0.751,0
"104",15,21,"female","right","C.bmp","高兴","Matching","高兴",1,726,0.726,1
"105",15,21,"female","right","D.bmp","中性","Matching","中性",1,862,0.862,1
"106",15,21,"female","right","C.bmp","高兴","Matching","高兴",1,740,0.74,1
"107",15,21,"female","right","D.bmp","中性","Matching","中性",1,834,0.834,1
"108",15,21,"female","right","C.bmp","高兴","Matching","高兴",1,656,0.656,1
"109",15,21,"female","right","C.bmp","高兴","Matching","高兴",1,549,0.549,1
"110",15,21,"female","right","D.bmp","中性","Matching","中性",NA,0,0,0
"111",15,21,"female","right","D.bmp","中性","Matching","中性",1,846,0.846,1
"112",15,21,"female","right","D.bmp","中性","Matching","中性",1,639,0.639,1
"113",15,21,"female","right","D.bmp","中性","Matching","中性",1,729,0.729,1
"114",15,21,"female","right","D.bmp","中性","Matching","中性",1,667,0.667,1
"115",15,21,"female","right","C.bmp","高兴","Matching","高兴",1,517,0.517,1
"116",15,21,"female","right","C.bmp","高兴","Matching","高兴",1,522,0.522,1
"117",15,21,"female","right","D.bmp","中性","Matching","中性",1,572,0.572,1
"118",15,21,"female","right","C.bmp","高兴","Matching","高兴",1,602,0.602,1
"119",15,21,"female","right","C.bmp","高兴","Matching","高兴",1,599,0.599,1
"120",15,21,"female","right","D.bmp","中性","Matching","中性",1,633,0.633,1
"121",15,21,"female","right","C.bmp","高兴","Matching","高兴",1,443,0.443,1
"122",15,21,"female","right","C.bmp","高兴","Matching","高兴",1,637,0.637,1
"123",15,21,"female","right","D.bmp","中性","Matching","中性",1,583,0.583,1
"124",15,21,"female","right","C.bmp","高兴","Matching","高兴",1,825,0.825,1
"125",15,21,"female","right","D.bmp","中性","Matching","中性",1,531,0.531,1
"126",15,21,"female","right","D.bmp","中性","Matching","中性",1,887,0.887,1
"127",15,21,"female","right","C.bmp","高兴","Matching","高兴",1,561,0.561,1
"128",15,21,"female","right","C.bmp","高兴","Matching","高兴",1,479,0.479,1
"129",15,21,"female","right","D.bmp","中性","Matching","中性",1,673,0.673,1
"130",15,21,"female","right","D.bmp","中性","Matching","中性",1,547,0.547,1
"131",15,21,"female","right","D.bmp","中性","Matching","中性",1,454,0.454,1
"132",15,21,"female","right","C.bmp","高兴","Matching","高兴",1,384,0.384,1
"133",15,21,"female","right","C.bmp","高兴","Matching","高兴",1,426,0.426,1
"134",15,21,"female","right","C.bmp","高兴","Matching","高兴",1,476,0.476,1
"135",15,21,"female","right","C.bmp","高兴","Matching","高兴",1,632,0.632,1
"136",15,21,"female","right","D.bmp","中性","Matching","中性",1,554,0.554,1
"137",15,21,"female","right","C.bmp","高兴","Matching","高兴",1,573,0.573,1
"138",15,21,"female","right","D.bmp","中性","Matching","中性",1,607,0.607,1
"139",15,21,"female","right","D.bmp","中性","Matching","中性",1,489,0.489,1
"140",15,21,"female","right","D.bmp","中性","Matching","中性",1,563,0.563,1
"141",15,21,"female","right","D.bmp","中性","Matching","中性",1,501,0.501,1
"142",15,21,"female","right","C.bmp","高兴","Matching","高兴",1,502,0.502,1
"143",15,21,"female","right","C.bmp","高兴","Matching","高兴",1,408,0.408,1
"144",15,21,"female","right","C.bmp","高兴","Matching","高兴",1,490,0.49,1
"145",15,21,"female","right","C.bmp","高兴","Matching","高兴",1,469,0.469,1
"146",15,21,"female","right","D.bmp","中性","Matching","中性",1,623,0.623,1
"147",15,21,"female","right","D.bmp","中性","Matching","中性",1,790,0.79,1
"148",15,21,"female","right","D.bmp","中性","Matching","中性",1,544,0.544,1
"149",15,21,"female","right","D.bmp","中性","Matching","中性",1,490,0.49,1
"150",15,21,"female","right","D.bmp","中性","Matching","中性",1,444,0.444,1
"151",15,21,"female","right","D.bmp","中性","Matching","中性",1,422,0.422,1
"152",15,21,"female","right","C.bmp","高兴","Matching","高兴",1,640,0.64,1
"153",15,21,"female","right","C.bmp","高兴","Matching","高兴",1,562,0.562,1
"154",15,21,"female","right","C.bmp","高兴","Matching","高兴",1,468,0.468,1
"155",15,21,"female","right","D.bmp","中性","Matching","中性",1,598,0.598,1
"156",15,21,"female","right","C.bmp","高兴","Matching","高兴",1,545,0.545,1
"157",15,21,"female","right","C.bmp","高兴","Matching","高兴",1,543,0.543,1
"158",15,21,"female","right","C.bmp","高兴","Matching","高兴",1,531,0.531,1
"159",15,21,"female","right","C.bmp","高兴","Matching","高兴",1,562,0.562,1
"160",15,21,"female","right","D.bmp","中性","Matching","中性",2,574,0.574,0
"161",15,21,"female","right","C.bmp","高兴","Matching","高兴",1,618,0.618,1
"162",15,21,"female","right","D.bmp","中性","Matching","中性",1,612,0.612,1
"163",15,21,"female","right","D.bmp","中性","Matching","中性",1,741,0.741,1
"164",15,21,"female","right","D.bmp","中性","Matching","中性",1,616,0.616,1
"165",15,21,"female","right","D.bmp","中性","Matching","中性",1,626,0.626,1
"166",15,21,"female","right","C.bmp","高兴","Matching","高兴",1,596,0.596,1
"167",15,21,"female","right","C.bmp","高兴","Matching","高兴",1,582,0.582,1
"168",15,21,"female","right","D.bmp","中性","Matching","中性",1,704,0.704,1
"169",15,21,"female","right","C.bmp","高兴","Matching","高兴",1,586,0.586,1
"170",15,21,"female","right","C.bmp","高兴","Matching","高兴",1,532,0.532,1
"171",15,21,"female","right","D.bmp","中性","Matching","中性",1,759,0.759,1
"172",15,21,"female","right","C.bmp","高兴","Matching","高兴",1,593,0.593,1
"173",15,21,"female","right","D.bmp","中性","Matching","中性",1,571,0.571,1
"174",15,21,"female","right","C.bmp","高兴","Matching","高兴",1,525,0.525,1
"175",15,21,"female","right","C.bmp","高兴","Matching","高兴",1,863,0.863,1
"176",15,21,"female","right","C.bmp","高兴","Matching","高兴",1,481,0.481,1
"177",15,21,"female","right","D.bmp","中性","Matching","中性",1,699,0.699,1
"178",15,21,"female","right","C.bmp","高兴","Matching","高兴",1,573,0.573,1
"179",15,21,"female","right","C.bmp","高兴","Matching","高兴",1,612,0.612,1
"180",15,21,"female","right","D.bmp","中性","Matching","中性",1,653,0.653,1
"181",15,21,"female","right","D.bmp","中性","Matching","中性",1,560,0.56,1
"182",15,21,"female","right","D.bmp","中性","Matching","中性",1,627,0.627,1
"183",15,21,"female","right","D.bmp","高兴","Nonmatching","中性",1,698,0.698,0
"184",15,21,"female","right","C.bmp","中性","Nonmatching","高兴",2,1087,1.087,1
"185",15,21,"female","right","C.bmp","中性","Nonmatching","高兴",2,841,0.841,1
"186",15,21,"female","right","D.bmp","高兴","Nonmatching","中性",2,844,0.844,1
"187",15,21,"female","right","D.bmp","高兴","Nonmatching","中性",2,688,0.688,1
"188",15,21,"female","right","C.bmp","中性","Nonmatching","高兴",2,761,0.761,1
"189",15,21,"female","right","D.bmp","高兴","Nonmatching","中性",1,452,0.452,0
"190",15,21,"female","right","C.bmp","中性","Nonmatching","高兴",2,670,0.67,1
"191",15,21,"female","right","D.bmp","高兴","Nonmatching","中性",2,783,0.783,1
"192",15,21,"female","right","C.bmp","中性","Nonmatching","高兴",1,1027,1.027,0
"193",15,21,"female","right","D.bmp","高兴","Nonmatching","中性",2,688,0.688,1
"194",15,21,"female","right","C.bmp","中性","Nonmatching","高兴",2,622,0.622,1
"195",15,21,"female","right","C.bmp","中性","Nonmatching","高兴",1,760,0.76,0
"196",15,21,"female","right","D.bmp","高兴","Nonmatching","中性",2,740,0.74,1
"197",15,21,"female","right","D.bmp","高兴","Nonmatching","中性",2,652,0.652,1
"198",15,21,"female","right","D.bmp","高兴","Nonmatching","中性",2,875,0.875,1
"199",15,21,"female","right","C.bmp","中性","Nonmatching","高兴",2,733,0.733,1
"200",15,21,"female","right","C.bmp","中性","Nonmatching","高兴",2,734,0.734,1
"201",15,21,"female","right","D.bmp","高兴","Nonmatching","中性",2,729,0.729,1
"202",15,21,"female","right","D.bmp","高兴","Nonmatching","中性",2,683,0.683,1
"203",15,21,"female","right","C.bmp","中性","Nonmatching","高兴",2,613,0.613,1
"204",15,21,"female","right","C.bmp","中性","Nonmatching","高兴",2,559,0.559,1
"205",15,21,"female","right","D.bmp","高兴","Nonmatching","中性",2,804,0.804,1
"206",15,21,"female","right","D.bmp","高兴","Nonmatching","中性",2,755,0.755,1
"207",15,21,"female","right","C.bmp","中性","Nonmatching","高兴",2,741,0.741,1
"208",15,21,"female","right","C.bmp","中性","Nonmatching","高兴",2,649,0.649,1
"209",15,21,"female","right","C.bmp","中性","Nonmatching","高兴",2,741,0.741,1
"210",15,21,"female","right","C.bmp","中性","Nonmatching","高兴",2,527,0.527,1
"211",15,21,"female","right","D.bmp","高兴","Nonmatching","中性",2,628,0.628,1
"212",15,21,"female","right","D.bmp","高兴","Nonmatching","中性",2,752,0.752,1
"213",15,21,"female","right","D.bmp","高兴","Nonmatching","中性",2,856,0.856,1
"214",15,21,"female","right","D.bmp","高兴","Nonmatching","中性",2,778,0.778,1
"215",15,21,"female","right","C.bmp","中性","Nonmatching","高兴",2,521,0.521,1
"216",15,21,"female","right","C.bmp","中性","Nonmatching","高兴",2,622,0.622,1
"217",16,24,"male","left","Tra.bmp","高兴","Matching","高兴",2,763,0.763,1
"218",16,24,"male","left","D.bmp","中性","Matching","中性",2,1024,1.024,1
"219",16,24,"male","left","Tra.bmp","高兴","Matching","高兴",2,686,0.686,1
"220",16,24,"male","left","Tra.bmp","高兴","Matching","高兴",2,870,0.87,1
"221",16,24,"male","left","D.bmp","中性","Matching","中性",1,746,0.746,0
"222",16,24,"male","left","Tra.bmp","高兴","Matching","高兴",2,710,0.71,1
"223",16,24,"male","left","D.bmp","中性","Matching","中性",NA,0,0,0
"224",16,24,"male","left","D.bmp","中性","Matching","中性",2,808,0.808,1
"225",16,24,"male","left","Tra.bmp","高兴","Matching","高兴",2,524,0.524,1
"226",16,24,"male","left","D.bmp","中性","Matching","中性",2,712,0.712,1
"227",16,24,"male","left","D.bmp","中性","Matching","中性",2,492,0.492,1
"228",16,24,"male","left","D.bmp","中性","Matching","中性",2,632,0.632,1
"229",16,24,"male","left","Tra.bmp","高兴","Matching","高兴",2,635,0.635,1
"230",16,24,"male","left","Tra.bmp","高兴","Matching","高兴",2,472,0.472,1
"231",16,24,"male","left","Tra.bmp","高兴","Matching","高兴",2,608,0.608,1
"232",16,24,"male","left","Tra.bmp","高兴","Matching","高兴",2,564,0.564,1
"233",16,24,"male","left","D.bmp","中性","Matching","中性",2,1000,1,1
"234",16,24,"male","left","Tra.bmp","高兴","Matching","高兴",2,596,0.596,1
"235",16,24,"male","left","D.bmp","中性","Matching","中性",2,608,0.608,1
"236",16,24,"male","left","Tra.bmp","高兴","Matching","高兴",2,544,0.544,1
"237",16,24,"male","left","Tra.bmp","高兴","Matching","高兴",2,516,0.516,1
"238",16,24,"male","left","D.bmp","中性","Matching","中性",2,776,0.776,1
"239",16,24,"male","left","Tra.bmp","高兴","Matching","高兴",2,445,0.445,1
"240",16,24,"male","left","D.bmp","中性","Matching","中性",2,636,0.636,1
"241",16,24,"male","left","D.bmp","中性","Matching","中性",2,576,0.576,1
"242",16,24,"male","left","D.bmp","中性","Matching","中性",2,864,0.864,1
"243",16,24,"male","left","D.bmp","中性","Matching","中性",2,522,0.522,1
"244",16,24,"male","left","D.bmp","中性","Matching","中性",2,1094,1.094,1
"245",16,24,"male","left","D.bmp","中性","Matching","中性",2,925,0.925,1
"246",16,24,"male","left","Tra.bmp","高兴","Matching","高兴",2,589,0.589,1
"247",16,24,"male","left","Tra.bmp","高兴","Matching","高兴",2,489,0.489,1
"248",16,24,"male","left","Tra.bmp","高兴","Matching","高兴",2,813,0.813,1
"249",16,24,"male","left","Tra.bmp","高兴","Matching","高兴",2,677,0.677,1
"250",16,24,"male","left","D.bmp","中性","Matching","中性",2,880,0.88,1
"251",16,24,"male","left","Tra.bmp","高兴","Matching","高兴",2,524,0.524,1
"252",16,24,"male","left","D.bmp","中性","Matching","中性",2,576,0.576,1
"253",16,24,"male","left","D.bmp","中性","Matching","中性",2,452,0.452,1
"254",16,24,"male","left","Tra.bmp","高兴","Matching","高兴",2,544,0.544,1
"255",16,24,"male","left","D.bmp","中性","Matching","中性",2,712,0.712,1
"256",16,24,"male","left","D.bmp","中性","Matching","中性",2,592,0.592,1
"257",16,24,"male","left","Tra.bmp","高兴","Matching","高兴",2,528,0.528,1
"258",16,24,"male","left","D.bmp","中性","Matching","中性",2,674,0.674,1
"259",16,24,"male","left","D.bmp","中性","Matching","中性",2,468,0.468,1
"260",16,24,"male","left","D.bmp","中性","Matching","中性",2,494,0.494,1
"261",16,24,"male","left","Tra.bmp","高兴","Matching","高兴",2,554,0.554,1
"262",16,24,"male","left","Tra.bmp","高兴","Matching","高兴",2,540,0.54,1
"263",16,24,"male","left","Tra.bmp","高兴","Matching","高兴",2,511,0.511,1
"264",16,24,"male","left","Tra.bmp","高兴","Matching","高兴",2,675,0.675,1
"265",16,24,"male","left","Tra.bmp","高兴","Matching","高兴",2,551,0.551,1
"266",16,24,"male","left","D.bmp","中性","Matching","中性",1,643,0.643,0
"267",16,24,"male","left","D.bmp","中性","Matching","中性",2,707,0.707,1
"268",16,24,"male","left","D.bmp","中性","Matching","中性",2,655,0.655,1
"269",16,24,"male","left","D.bmp","中性","Matching","中性",2,403,0.403,1
"270",16,24,"male","left","D.bmp","中性","Matching","中性",2,439,0.439,1
"271",16,24,"male","left","Tra.bmp","高兴","Matching","高兴",2,611,0.611,1
"272",16,24,"male","left","D.bmp","中性","Matching","中性",2,555,0.555,1
"273",16,24,"male","left","Tra.bmp","高兴","Matching","高兴",2,575,0.575,1
"274",16,24,"male","left","Tra.bmp","高兴","Matching","高兴",2,503,0.503,1
"275",16,24,"male","left","Tra.bmp","高兴","Matching","高兴",2,591,0.591,1
"276",16,24,"male","left","Tra.bmp","高兴","Matching","高兴",2,626,0.626,1
"277",16,24,"male","left","D.bmp","中性","Matching","中性",2,630,0.63,1
"278",16,24,"male","left","Tra.bmp","高兴","Matching","高兴",2,442,0.442,1
"279",16,24,"male","left","D.bmp","中性","Matching","中性",2,964,0.964,1
"280",16,24,"male","left","Tra.bmp","高兴","Matching","高兴",2,464,0.464,1
"281",16,24,"male","left","D.bmp","中性","Matching","中性",2,638,0.638,1
"282",16,24,"male","left","D.bmp","中性","Matching","中性",1,784,0.784,0
"283",16,24,"male","left","Tra.bmp","高兴","Matching","高兴",2,586,0.586,1
"284",16,24,"male","left","Tra.bmp","高兴","Matching","高兴",2,581,0.581,1
"285",16,24,"male","left","D.bmp","中性","Matching","中性",2,737,0.737,1
"286",16,24,"male","left","Tra.bmp","高兴","Matching","高兴",2,517,0.517,1
"287",16,24,"male","left","Tra.bmp","高兴","Matching","高兴",2,417,0.417,1
"288",16,24,"male","left","D.bmp","中性","Matching","中性",2,681,0.681,1
"289",16,24,"male","left","D.bmp","中性","Matching","中性",2,693,0.693,1
"290",16,24,"male","left","Tra.bmp","高兴","Matching","高兴",2,625,0.625,1
"291",16,24,"male","left","D.bmp","高兴","Nonmatching","中性",1,736,0.736,1
"292",16,24,"male","left","Tra.bmp","中性","Nonmatching","高兴",2,916,0.916,0
"293",16,24,"male","left","Tra.bmp","中性","Nonmatching","高兴",1,994,0.994,1
"294",16,24,"male","left","Tra.bmp","中性","Nonmatching","高兴",2,908,0.908,0
"295",16,24,"male","left","D.bmp","高兴","Nonmatching","中性",1,1089,1.089,1
"296",16,24,"male","left","D.bmp","高兴","Nonmatching","中性",NA,0,0,0
"297",16,24,"male","left","Tra.bmp","中性","Nonmatching","高兴",1,796,0.796,1
"298",16,24,"male","left","D.bmp","高兴","Nonmatching","中性",1,740,0.74,1
"299",16,24,"male","left","D.bmp","高兴","Nonmatching","中性",1,864,0.864,1
"300",16,24,"male","left","Tra.bmp","中性","Nonmatching","高兴",1,788,0.788,1
"301",16,24,"male","left","Tra.bmp","中性","Nonmatching","高兴",1,772,0.772,1
"302",16,24,"male","left","D.bmp","高兴","Nonmatching","中性",2,560,0.56,0
"303",16,24,"male","left","Tra.bmp","中性","Nonmatching","高兴",1,905,0.905,1
"304",16,24,"male","left","D.bmp","高兴","Nonmatching","中性",1,657,0.657,1
"305",16,24,"male","left","Tra.bmp","中性","Nonmatching","高兴",1,852,0.852,1
"306",16,24,"male","left","Tra.bmp","中性","Nonmatching","高兴",1,852,0.852,1
"307",16,24,"male","left","D.bmp","高兴","Nonmatching","中性",1,804,0.804,1
"308",16,24,"male","left","D.bmp","高兴","Nonmatching","中性",1,768,0.768,1
"309",16,24,"male","left","Tra.bmp","中性","Nonmatching","高兴",1,783,0.783,1
"310",16,24,"male","left","Tra.bmp","中性","Nonmatching","高兴",1,799,0.799,1
"311",16,24,"male","left","D.bmp","高兴","Nonmatching","中性",1,691,0.691,1
"312",16,24,"male","left","D.bmp","高兴","Nonmatching","中性",1,731,0.731,1
"313",16,24,"male","left","D.bmp","高兴","Nonmatching","中性",2,426,0.426,0
"314",16,24,"male","left","D.bmp","高兴","Nonmatching","中性",1,812,0.812,1
"315",16,24,"male","left","Tra.bmp","中性","Nonmatching","高兴",1,977,0.977,1
"316",16,24,"male","left","Tra.bmp","中性","Nonmatching","高兴",1,717,0.717,1
"317",17,19,"male","right","Tra.bmp","高兴","Matching","高兴",1,193,0.193,1
"318",17,19,"male","right","P.bmp","中性","Matching","中性",1,835,0.835,1
"319",17,19,"male","right","P.bmp","中性","Matching","中性",1,904,0.904,1
"320",17,19,"male","right","Tra.bmp","高兴","Matching","高兴",1,1037,1.037,1
"321",17,19,"male","right","Tra.bmp","高兴","Matching","高兴",NA,0,0,0
"322",17,19,"male","right","Tra.bmp","高兴","Matching","高兴",1,678,0.678,1
"323",17,19,"male","right","P.bmp","中性","Matching","中性",2,745,0.745,0
"324",17,19,"male","right","Tra.bmp","高兴","Matching","高兴",1,731,0.731,1
"325",17,19,"male","right","Tra.bmp","高兴","Matching","高兴",1,629,0.629,1
"326",17,19,"male","right","P.bmp","中性","Matching","中性",1,801,0.801,1
"327",17,19,"male","right","P.bmp","中性","Matching","中性",1,907,0.907,1
"328",17,19,"male","right","Tra.bmp","高兴","Matching","高兴",2,789,0.789,0
"329",17,19,"male","right","Tra.bmp","高兴","Matching","高兴",1,775,0.775,1
"330",17,19,"male","right","P.bmp","中性","Matching","中性",2,893,0.893,0
"331",17,19,"male","right","P.bmp","中性","Matching","中性",1,823,0.823,1
"332",17,19,"male","right","P.bmp","中性","Matching","中性",1,649,0.649,1
"333",17,19,"male","right","Tra.bmp","高兴","Matching","高兴",2,715,0.715,0
"334",17,19,"male","right","Tra.bmp","高兴","Matching","高兴",1,565,0.565,1
"335",17,19,"male","right","P.bmp","中性","Matching","中性",2,791,0.791,0
"336",17,19,"male","right","Tra.bmp","高兴","Matching","高兴",1,634,0.634,1
"337",17,19,"male","right","P.bmp","中性","Matching","中性",2,740,0.74,0
"338",17,19,"male","right","P.bmp","中性","Matching","中性",2,840,0.84,0
"339",17,19,"male","right","P.bmp","中性","Matching","中性",1,746,0.746,1
"340",17,19,"male","right","Tra.bmp","高兴","Matching","高兴",1,908,0.908,1
"341",17,19,"male","right","P.bmp","中性","Matching","中性",1,1008,1.008,1
"342",17,19,"male","right","P.bmp","中性","Matching","中性",2,795,0.795,0
"343",17,19,"male","right","Tra.bmp","高兴","Matching","高兴",1,809,0.809,1
"344",17,19,"male","right","Tra.bmp","高兴","Matching","高兴",1,635,0.635,1
"345",17,19,"male","right","P.bmp","中性","Matching","中性",2,717,0.717,0
"346",17,19,"male","right","Tra.bmp","高兴","Matching","高兴",1,591,0.591,1
