"Subject","Age","Gender","Session","Shape","Matching","Origin_Identity","English_Identity","Standarlized_Identity","Response","Phase","RT_ms","RT_sec","ACC"
41,19,"male","post","friend","Matching","Friend","Friend","Close",1,"post",705,0.705,1
41,19,"male","post","friend","Nonmatching","Friend","Friend","Close",0,"post",803,0.803,1
41,19,"male","post","stranger","Nonmatching","Stranger","Stranger","Stranger",1,"post",1005,1.005,0
41,19,"male","post","self","Matching","Self","Self","Self",1,"post",607,0.607,1
41,19,"male","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",690,0.69,1
41,19,"male","post","self","Nonmatching","Self","Self","Self",0,"post",532,0.532,1
41,19,"male","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",630,0.63,1
41,19,"male","post","self","Matching","Self","Self","Self",1,"post",640,0.64,1
41,19,"male","post","friend","Matching","Friend","Friend","Close",1,"post",866,0.866,1
41,19,"male","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",788,0.788,1
41,19,"male","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",790,0.79,1
41,19,"male","post","friend","Matching","Friend","Friend","Close",1,"post",672,0.672,1
41,19,"male","post","self","Nonmatching","Self","Self","Self",0,"post",883,0.883,1
41,19,"male","post","friend","Matching","Friend","Friend","Close",1,"post",773,0.773,1
41,19,"male","post","friend","Nonmatching","Friend","Friend","Close",0,"post",711,0.711,1
41,19,"male","post","self","Matching","Self","Self","Self",1,"post",776,0.776,1
41,19,"male","post","self","Matching","Self","Self","Self",1,"post",658,0.658,1
41,19,"male","post","stranger","Matching","Stranger","Stranger","Stranger",0,"post",948,0.948,0
41,19,"male","post","self","Nonmatching","Self","Self","Self",0,"post",718,0.718,1
41,19,"male","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",609,0.609,1
41,19,"male","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",811,0.811,1
41,19,"male","post","friend","Nonmatching","Friend","Friend","Close",0,"post",853,0.853,1
41,19,"male","post","friend","Matching","Friend","Friend","Close",1,"post",708,0.708,1
41,19,"male","post","friend","Nonmatching","Friend","Friend","Close",0,"post",622,0.622,1
41,19,"male","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",784,0.784,1
41,19,"male","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",698,0.698,1
41,19,"male","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",588,0.588,1
41,19,"male","post","friend","Nonmatching","Friend","Friend","Close",0,"post",870,0.87,1
41,19,"male","post","self","Matching","Self","Self","Self",1,"post",793,0.793,1
41,19,"male","post","self","Matching","Self","Self","Self",1,"post",699,0.699,1
41,19,"male","post","self","Nonmatching","Self","Self","Self",0,"post",847,0.847,1
41,19,"male","post","friend","Matching","Friend","Friend","Close",1,"post",648,0.648,1
41,19,"male","post","self","Nonmatching","Self","Self","Self",0,"post",610,0.61,1
41,19,"male","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",772,0.772,1
41,19,"male","post","friend","Matching","Friend","Friend","Close",0,"post",871,0.871,0
41,19,"male","post","friend","Nonmatching","Friend","Friend","Close",0,"post",961,0.961,1
41,19,"male","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",683,0.683,1
41,19,"male","post","self","Nonmatching","Self","Self","Self",0,"post",669,0.669,1
41,19,"male","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",775,0.775,1
41,19,"male","post","self","Matching","Self","Self","Self",1,"post",617,0.617,1
41,19,"male","post","self","Matching","Self","Self","Self",1,"post",635,0.635,1
41,19,"male","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",669,0.669,1
41,19,"male","post","self","Nonmatching","Self","Self","Self",0,"post",584,0.584,1
41,19,"male","post","friend","Nonmatching","Friend","Friend","Close",0,"post",746,0.746,1
41,19,"male","post","friend","Matching","Friend","Friend","Close",1,"post",676,0.676,1
41,19,"male","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",686,0.686,1
41,19,"male","post","self","Matching","Self","Self","Self",1,"post",704,0.704,1
41,19,"male","post","self","Nonmatching","Self","Self","Self",0,"post",858,0.858,1
41,19,"male","post","friend","Nonmatching","Friend","Friend","Close",0,"post",748,0.748,1
41,19,"male","post","friend","Matching","Friend","Friend","Close",1,"post",895,0.895,1
41,19,"male","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",737,0.737,1
41,19,"male","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",715,0.715,1
41,19,"male","post","self","Matching","Self","Self","Self",1,"post",773,0.773,1
41,19,"male","post","self","Nonmatching","Self","Self","Self",0,"post",727,0.727,1
41,19,"male","post","friend","Matching","Friend","Friend","Close",1,"post",696,0.696,1
41,19,"male","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",866,0.866,1
41,19,"male","post","friend","Nonmatching","Friend","Friend","Close",0,"post",1061,1.061,1
41,19,"male","post","friend","Nonmatching","Friend","Friend","Close",0,"post",719,0.719,1
41,19,"male","post","friend","Matching","Friend","Friend","Close",1,"post",841,0.841,1
41,19,"male","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",779,0.779,1
41,19,"male","post","self","Matching","Self","Self","Self",1,"post",669,0.669,1
41,19,"male","post","self","Nonmatching","Self","Self","Self",0,"post",719,0.719,1
41,19,"male","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",673,0.673,1
41,19,"male","post","friend","Nonmatching","Friend","Friend","Close",0,"post",659,0.659,1
41,19,"male","post","self","Nonmatching","Self","Self","Self",1,"post",766,0.766,0
41,19,"male","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",672,0.672,1
41,19,"male","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",722,0.722,1
41,19,"male","post","friend","Matching","Friend","Friend","Close",1,"post",644,0.644,1
41,19,"male","post","self","Matching","Self","Self","Self",1,"post",550,0.55,1
41,19,"male","post","friend","Nonmatching","Friend","Friend","Close",0,"post",720,0.72,1
41,19,"male","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",890,0.89,1
41,19,"male","post","friend","Matching","Friend","Friend","Close",1,"post",637,0.637,1
41,19,"male","post","self","Matching","Self","Self","Self",1,"post",799,0.799,1
41,19,"male","post","friend","Matching","Friend","Friend","Close",1,"post",641,0.641,1
41,19,"male","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",603,0.603,1
41,19,"male","post","self","Nonmatching","Self","Self","Self",0,"post",781,0.781,1
41,19,"male","post","self","Nonmatching","Self","Self","Self",0,"post",743,0.743,1
41,19,"male","post","self","Matching","Self","Self","Self",1,"post",656,0.656,1
41,19,"male","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",794,0.794,1
41,19,"male","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",765,0.765,1
41,19,"male","post","friend","Nonmatching","Friend","Friend","Close",0,"post",903,0.903,1
41,19,"male","post","friend","Nonmatching","Friend","Friend","Close",0,"post",742,0.742,1
41,19,"male","post","self","Matching","Self","Self","Self",1,"post",592,0.592,1
41,19,"male","post","friend","Matching","Friend","Friend","Close",1,"post",898,0.898,1
41,19,"male","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",636,0.636,1
41,19,"male","post","friend","Nonmatching","Friend","Friend","Close",0,"post",742,0.742,1
41,19,"male","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",592,0.592,1
41,19,"male","post","friend","Matching","Friend","Friend","Close",1,"post",635,0.635,1
41,19,"male","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",741,0.741,1
41,19,"male","post","self","Nonmatching","Self","Self","Self",0,"post",695,0.695,1
41,19,"male","post","self","Nonmatching","Self","Self","Self",0,"post",833,0.833,1
41,19,"male","post","self","Matching","Self","Self","Self",1,"post",659,0.659,1
41,19,"male","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",653,0.653,1
41,19,"male","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",751,0.751,1
41,19,"male","post","friend","Matching","Friend","Friend","Close",1,"post",688,0.688,1
41,19,"male","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",763,0.763,1
41,19,"male","post","self","Matching","Self","Self","Self",1,"post",717,0.717,1
41,19,"male","post","friend","Nonmatching","Friend","Friend","Close",0,"post",919,0.919,1
41,19,"male","post","self","Nonmatching","Self","Self","Self",0,"post",889,0.889,1
41,19,"male","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",819,0.819,1
41,19,"male","post","self","Matching","Self","Self","Self",1,"post",781,0.781,1
41,19,"male","post","self","Nonmatching","Self","Self","Self",0,"post",687,0.687,1
41,19,"male","post","friend","Matching","Friend","Friend","Close",1,"post",778,0.778,1
41,19,"male","post","friend","Nonmatching","Friend","Friend","Close",0,"post",926,0.926,1
41,19,"male","post","self","Nonmatching","Self","Self","Self",0,"post",880,0.88,1
41,19,"male","post","friend","Nonmatching","Friend","Friend","Close",0,"post",1018,1.018,1
41,19,"male","post","self","Nonmatching","Self","Self","Self",0,"post",836,0.836,1
41,19,"male","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",774,0.774,1
41,19,"male","post","friend","Matching","Friend","Friend","Close",1,"post",880,0.88,1
41,19,"male","post","friend","Matching","Friend","Friend","Close",0,"post",707,0.707,0
41,19,"male","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",901,0.901,1
41,19,"male","post","friend","Nonmatching","Friend","Friend","Close",0,"post",687,0.687,1
41,19,"male","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",705,0.705,1
41,19,"male","post","self","Matching","Self","Self","Self",1,"post",707,0.707,1
41,19,"male","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",741,0.741,1
41,19,"male","post","self","Matching","Self","Self","Self",0,"post",823,0.823,0
41,19,"male","post","friend","Nonmatching","Friend","Friend","Close",0,"post",674,0.674,1
41,19,"male","post","friend","Matching","Friend","Friend","Close",1,"post",715,0.715,1
41,19,"male","post","self","Nonmatching","Self","Self","Self",1,"post",925,0.925,0
41,19,"male","post","self","Nonmatching","Self","Self","Self",0,"post",863,0.863,1
41,19,"male","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",745,0.745,1
41,19,"male","post","self","Matching","Self","Self","Self",1,"post",875,0.875,1
41,19,"male","post","self","Matching","Self","Self","Self",1,"post",789,0.789,1
41,19,"male","post","friend","Matching","Friend","Friend","Close",1,"post",671,0.671,1
41,19,"male","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",658,0.658,1
41,19,"male","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",764,0.764,1
41,19,"male","post","friend","Nonmatching","Friend","Friend","Close",0,"post",854,0.854,1
41,19,"male","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",712,0.712,1
41,19,"male","post","friend","Nonmatching","Friend","Friend","Close",0,"post",754,0.754,1
41,19,"male","post","self","Matching","Self","Self","Self",1,"post",668,0.668,1
41,19,"male","post","self","Nonmatching","Self","Self","Self",0,"post",678,0.678,1
41,19,"male","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",801,0.801,1
41,19,"male","post","friend","Matching","Friend","Friend","Close",1,"post",859,0.859,1
41,19,"male","post","self","Matching","Self","Self","Self",1,"post",717,0.717,1
41,19,"male","post","friend","Nonmatching","Friend","Friend","Close",0,"post",767,0.767,1
41,19,"male","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",881,0.881,1
41,19,"male","post","friend","Matching","Friend","Friend","Close",1,"post",659,0.659,1
41,19,"male","post","self","Nonmatching","Self","Self","Self",0,"post",693,0.693,1
41,19,"male","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",663,0.663,1
41,19,"male","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",1058,1.058,1
41,19,"male","post","friend","Nonmatching","Friend","Friend","Close",0,"post",704,0.704,1
41,19,"male","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",578,0.578,1
41,19,"male","post","self","Nonmatching","Self","Self","Self",0,"post",692,0.692,1
41,19,"male","post","stranger","Nonmatching","Stranger","Stranger","Stranger",1,"post",1022,1.022,0
41,19,"male","post","friend","Nonmatching","Friend","Friend","Close",0,"post",880,0.88,1
41,19,"male","post","friend","Matching","Friend","Friend","Close",1,"post",866,0.866,1
41,19,"male","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",628,0.628,1
41,19,"male","post","self","Matching","Self","Self","Self",1,"post",719,0.719,1
41,19,"male","post","self","Nonmatching","Self","Self","Self",0,"post",681,0.681,1
41,19,"male","post","friend","Matching","Friend","Friend","Close",1,"post",779,0.779,1
41,19,"male","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",725,0.725,1
41,19,"male","post","self","Matching","Self","Self","Self",0,"post",839,0.839,0
41,19,"male","post","self","Nonmatching","Self","Self","Self",0,"post",737,0.737,1
41,19,"male","post","friend","Nonmatching","Friend","Friend","Close",0,"post",899,0.899,1
41,19,"male","post","friend","Matching","Friend","Friend","Close",1,"post",877,0.877,1
41,19,"male","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",736,0.736,1
41,19,"male","post","friend","Nonmatching","Friend","Friend","Close",0,"post",778,0.778,1
41,19,"male","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",667,0.667,1
41,19,"male","post","self","Matching","Self","Self","Self",1,"post",685,0.685,1
41,19,"male","post","friend","Matching","Friend","Friend","Close",1,"post",751,0.751,1
41,19,"male","post","self","Matching","Self","Self","Self",1,"post",777,0.777,1
41,19,"male","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",883,0.883,1
41,19,"male","post","self","Nonmatching","Self","Self","Self",0,"post",902,0.902,1
41,19,"male","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",776,0.776,1
41,19,"male","post","self","Matching","Self","Self","Self",1,"post",770,0.77,1
41,19,"male","post","self","Matching","Self","Self","Self",1,"post",908,0.908,1
41,19,"male","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",726,0.726,1
41,19,"male","post","friend","Nonmatching","Friend","Friend","Close",0,"post",864,0.864,1
41,19,"male","post","self","Nonmatching","Self","Self","Self",0,"post",842,0.842,1
41,19,"male","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",661,0.661,1
41,19,"male","post","friend","Matching","Friend","Friend","Close",1,"post",719,0.719,1
41,19,"male","post","friend","Matching","Friend","Friend","Close",0,"post",833,0.833,0
41,19,"male","post","friend","Nonmatching","Friend","Friend","Close",0,"post",731,0.731,1
41,19,"male","post","self","Nonmatching","Self","Self","Self",0,"post",733,0.733,1
41,19,"male","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",783,0.783,1
41,19,"male","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",713,0.713,1
41,19,"male","post","self","Matching","Self","Self","Self",0,"post",683,0.683,0
41,19,"male","post","friend","Matching","Friend","Friend","Close",1,"post",670,0.67,1
41,19,"male","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",776,0.776,1
41,19,"male","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",794,0.794,1
41,19,"male","post","self","Nonmatching","Self","Self","Self",0,"post",803,0.803,1
41,19,"male","post","friend","Nonmatching","Friend","Friend","Close",0,"post",861,0.861,1
41,19,"male","post","stranger","Matching","Stranger","Stranger","Stranger",0,"post",695,0.695,0
41,19,"male","post","friend","Matching","Friend","Friend","Close",1,"post",937,0.937,1
41,19,"male","post","friend","Nonmatching","Friend","Friend","Close",0,"post",836,0.836,1
41,19,"male","post","self","Nonmatching","Self","Self","Self",0,"post",846,0.846,1
41,19,"male","post","self","Matching","Self","Self","Self",1,"post",848,0.848,1
41,19,"male","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",738,0.738,1
41,19,"male","post","friend","Matching","Friend","Friend","Close",1,"post",828,0.828,1
41,19,"male","post","friend","Nonmatching","Friend","Friend","Close",0,"post",990,0.99,1
41,19,"male","post","self","Nonmatching","Self","Self","Self",0,"post",736,0.736,1
41,19,"male","post","self","Matching","Self","Self","Self",1,"post",666,0.666,1
41,19,"male","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",725,0.725,1
41,19,"male","post","friend","Matching","Friend","Friend","Close",1,"post",911,0.911,1
41,19,"male","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",843,0.843,1
41,19,"male","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",677,0.677,1
41,19,"male","post","friend","Nonmatching","Friend","Friend","Close",0,"post",887,0.887,1
41,19,"male","post","self","Nonmatching","Self","Self","Self",0,"post",649,0.649,1
41,19,"male","post","self","Matching","Self","Self","Self",1,"post",660,0.66,1
41,19,"male","post","self","Matching","Self","Self","Self",1,"post",572,0.572,1
41,19,"male","post","self","Nonmatching","Self","Self","Self",0,"post",574,0.574,1
41,19,"male","post","friend","Matching","Friend","Friend","Close",1,"post",640,0.64,1
41,19,"male","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",738,0.738,1
41,19,"male","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",668,0.668,1
41,19,"male","post","friend","Matching","Friend","Friend","Close",1,"post",854,0.854,1
41,19,"male","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",608,0.608,1
41,19,"male","post","friend","Nonmatching","Friend","Friend","Close",0,"post",802,0.802,1
41,19,"male","post","friend","Nonmatching","Friend","Friend","Close",0,"post",757,0.757,1
41,19,"male","post","self","Matching","Self","Self","Self",1,"post",727,0.727,1
41,19,"male","post","self","Nonmatching","Self","Self","Self",0,"post",785,0.785,1
41,19,"male","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",827,0.827,1
41,19,"male","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",781,0.781,1
41,19,"male","post","friend","Matching","Friend","Friend","Close",1,"post",647,0.647,1
41,19,"male","post","self","Nonmatching","Self","Self","Self",0,"post",793,0.793,1
41,19,"male","post","friend","Nonmatching","Friend","Friend","Close",0,"post",820,0.82,1
41,19,"male","post","self","Nonmatching","Self","Self","Self",0,"post",726,0.726,1
41,19,"male","post","self","Matching","Self","Self","Self",1,"post",736,0.736,1
41,19,"male","post","self","Matching","Self","Self","Self",0,"post",746,0.746,0
41,19,"male","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",828,0.828,1
41,19,"male","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",773,0.773,1
41,19,"male","post","friend","Nonmatching","Friend","Friend","Close",0,"post",767,0.767,1
41,19,"male","post","friend","Matching","Friend","Friend","Close",1,"post",681,0.681,1
41,19,"male","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",708,0.708,1
41,19,"male","post","friend","Matching","Friend","Friend","Close",1,"post",702,0.702,1
41,19,"male","post","friend","Nonmatching","Friend","Friend","Close",0,"post",680,0.68,1
41,19,"male","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",810,0.81,1
41,19,"male","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",852,0.852,1
41,19,"male","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",638,0.638,1
41,19,"male","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",784,0.784,1
41,19,"male","post","self","Matching","Self","Self","Self",1,"post",619,0.619,1
41,19,"male","post","self","Matching","Self","Self","Self",1,"post",717,0.717,1
41,19,"male","post","self","Nonmatching","Self","Self","Self",0,"post",663,0.663,1
