"","Subject","Block","Trial","Shape","Label","Matching","Origin_Identity","English_Identity","Standarlized_Identity","Response","RT_ms","RT_sec","ACC"
"19788",75,6,48,"C.bmp","Ikzelf","Matching","Self","Self","Self","n",1153,1.153,1
"19789",75,6,49,"T.bmp","Bekende","Matching","Friend","Friend","Close","n",907,0.907,1
"19790",75,6,50,"S.bmp","Bekende","Nonmatching","Stranger","Stranger","Stranger","m",1045,1.045,1
"19791",75,6,51,"S.bmp","Ikzelf","Nonmatching","Stranger","Stranger","Stranger","m",1183,1.183,1
"19792",75,6,52,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","n",1033,1.033,1
"19793",75,6,53,"T.bmp","Ikzelf","Nonmatching","Friend","Friend","Close","m",1443,1.443,1
"19794",75,6,54,"C.bmp","Vreemde","Nonmatching","Self","Self","Self","m",1101,1.101,1
"19795",75,6,55,"C.bmp","Bekende","Nonmatching","Self","Self","Self","m",775,0.775,1
"19796",75,6,56,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","n",1186,1.186,1
"19797",75,6,57,"C.bmp","Ikzelf","Matching","Self","Self","Self","n",860,0.86,1
"19798",75,6,58,"T.bmp","Bekende","Matching","Friend","Friend","Close","n",966,0.966,1
"19799",75,6,59,"T.bmp","Vreemde","Nonmatching","Friend","Friend","Close","m",752,0.752,1
"19800",75,6,60,"C.bmp","Ikzelf","Matching","Self","Self","Self","n",778,0.778,1
"19801",76,1,1,"S.bmp","Ikzelf","Nonmatching","Stranger","Stranger","Stranger","",0,0,0
"19802",76,1,2,"C.bmp","Bekende","Matching","Friend","Friend","Close","",0,0,0
"19803",76,1,3,"T.bmp","Ikzelf","Matching","Self","Self","Self","m",816,0.816,1
"19804",76,1,4,"C.bmp","Ikzelf","Nonmatching","Friend","Friend","Close","n",713,0.713,1
"19805",76,1,5,"T.bmp","Bekende","Nonmatching","Self","Self","Self","m",435,0.435,0
"19806",76,1,6,"S.bmp","Bekende","Nonmatching","Stranger","Stranger","Stranger","n",1038,1.038,1
"19807",76,1,7,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",776,0.776,1
"19808",76,1,8,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","n",546,0.546,0
"19809",76,1,9,"C.bmp","Bekende","Matching","Friend","Friend","Close","m",844,0.844,1
"19810",76,1,10,"T.bmp","Vreemde","Nonmatching","Self","Self","Self","n",1014,1.014,1
"19811",76,1,11,"C.bmp","Vreemde","Nonmatching","Friend","Friend","Close","n",1152,1.152,1
"19812",76,1,12,"T.bmp","Ikzelf","Matching","Self","Self","Self","m",730,0.73,1
"19813",76,1,13,"T.bmp","Vreemde","Nonmatching","Self","Self","Self","n",885,0.885,1
"19814",76,1,14,"T.bmp","Ikzelf","Matching","Self","Self","Self","m",703,0.703,1
"19815",76,1,15,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","n",1464,1.464,0
"19816",76,1,16,"S.bmp","Bekende","Nonmatching","Stranger","Stranger","Stranger","n",1154,1.154,1
"19817",76,1,17,"C.bmp","Ikzelf","Nonmatching","Friend","Friend","Close","n",924,0.924,1
"19818",76,1,18,"S.bmp","Ikzelf","Nonmatching","Stranger","Stranger","Stranger","n",790,0.79,1
"19819",76,1,19,"T.bmp","Ikzelf","Matching","Self","Self","Self","m",800,0.8,1
"19820",76,1,20,"C.bmp","Vreemde","Nonmatching","Friend","Friend","Close","n",1114,1.114,1
"19821",76,1,21,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",1029,1.029,1
"19822",76,1,22,"C.bmp","Bekende","Matching","Friend","Friend","Close","n",1103,1.103,0
"19823",76,1,23,"T.bmp","Bekende","Nonmatching","Self","Self","Self","n",1033,1.033,1
"19824",76,1,24,"C.bmp","Bekende","Matching","Friend","Friend","Close","m",1075,1.075,1
"19825",76,1,25,"C.bmp","Ikzelf","Nonmatching","Friend","Friend","Close","n",861,0.861,1
"19826",76,1,26,"T.bmp","Ikzelf","Matching","Self","Self","Self","m",791,0.791,1
"19827",76,1,27,"T.bmp","Ikzelf","Matching","Self","Self","Self","m",784,0.784,1
"19828",76,1,28,"T.bmp","Vreemde","Nonmatching","Self","Self","Self","n",938,0.938,1
"19829",76,1,29,"S.bmp","Bekende","Nonmatching","Stranger","Stranger","Stranger","n",1093,1.093,1
"19830",76,1,30,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",943,0.943,1
"19831",76,1,31,"S.bmp","Ikzelf","Nonmatching","Stranger","Stranger","Stranger","n",937,0.937,1
"19832",76,1,32,"C.bmp","Bekende","Matching","Friend","Friend","Close","m",1123,1.123,1
"19833",76,1,33,"C.bmp","Bekende","Matching","Friend","Friend","Close","m",829,0.829,1
"19834",76,1,34,"T.bmp","Bekende","Nonmatching","Self","Self","Self","n",935,0.935,1
"19835",76,1,35,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",1169,1.169,1
"19836",76,1,36,"C.bmp","Vreemde","Nonmatching","Friend","Friend","Close","n",939,0.939,1
"19837",76,1,37,"S.bmp","Bekende","Nonmatching","Stranger","Stranger","Stranger","n",1334,1.334,1
"19838",76,1,38,"C.bmp","Bekende","Matching","Friend","Friend","Close","m",864,0.864,1
"19839",76,1,39,"T.bmp","Bekende","Nonmatching","Self","Self","Self","n",937,0.937,1
"19840",76,1,40,"C.bmp","Ikzelf","Nonmatching","Friend","Friend","Close","n",883,0.883,1
"19841",76,1,41,"C.bmp","Vreemde","Nonmatching","Friend","Friend","Close","n",1277,1.277,1
"19842",76,1,42,"T.bmp","Ikzelf","Matching","Self","Self","Self","m",807,0.807,1
"19843",76,1,43,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",1457,1.457,1
"19844",76,1,44,"T.bmp","Ikzelf","Matching","Self","Self","Self","m",747,0.747,1
"19845",76,1,45,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",1030,1.03,1
"19846",76,1,46,"T.bmp","Vreemde","Nonmatching","Self","Self","Self","n",944,0.944,1
"19847",76,1,47,"C.bmp","Bekende","Matching","Friend","Friend","Close","m",746,0.746,1
"19848",76,1,48,"S.bmp","Ikzelf","Nonmatching","Stranger","Stranger","Stranger","n",804,0.804,1
"19849",76,1,49,"C.bmp","Bekende","Matching","Friend","Friend","Close","m",670,0.67,1
"19850",76,1,50,"T.bmp","Bekende","Nonmatching","Self","Self","Self","n",871,0.871,1
"19851",76,1,51,"C.bmp","Bekende","Matching","Friend","Friend","Close","n",1153,1.153,0
"19852",76,1,52,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",1115,1.115,1
"19853",76,1,53,"T.bmp","Ikzelf","Matching","Self","Self","Self","m",758,0.758,1
"19854",76,1,54,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",1088,1.088,1
"19855",76,1,55,"S.bmp","Ikzelf","Nonmatching","Stranger","Stranger","Stranger","n",730,0.73,1
"19856",76,1,56,"S.bmp","Bekende","Nonmatching","Stranger","Stranger","Stranger","n",1188,1.188,1
"19857",76,1,57,"T.bmp","Vreemde","Nonmatching","Self","Self","Self","n",1438,1.438,1
"19858",76,1,58,"C.bmp","Ikzelf","Nonmatching","Friend","Friend","Close","n",824,0.824,1
"19859",76,1,59,"T.bmp","Ikzelf","Matching","Self","Self","Self","m",690,0.69,1
"19860",76,1,60,"C.bmp","Vreemde","Nonmatching","Friend","Friend","Close","n",1021,1.021,1
"19861",76,2,1,"T.bmp","Bekende","Nonmatching","Self","Self","Self","n",1379,1.379,1
"19862",76,2,2,"T.bmp","Vreemde","Nonmatching","Self","Self","Self","n",1133,1.133,1
"19863",76,2,3,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",1063,1.063,1
"19864",76,2,4,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",577,0.577,1
"19865",76,2,5,"S.bmp","Ikzelf","Nonmatching","Stranger","Stranger","Stranger","n",779,0.779,1
"19866",76,2,6,"C.bmp","Bekende","Matching","Friend","Friend","Close","m",708,0.708,1
"19867",76,2,7,"S.bmp","Bekende","Nonmatching","Stranger","Stranger","Stranger","n",782,0.782,1
"19868",76,2,8,"T.bmp","Ikzelf","Matching","Self","Self","Self","m",616,0.616,1
"19869",76,2,9,"C.bmp","Bekende","Matching","Friend","Friend","Close","m",755,0.755,1
"19870",76,2,10,"T.bmp","Ikzelf","Matching","Self","Self","Self","m",653,0.653,1
"19871",76,2,11,"C.bmp","Vreemde","Nonmatching","Friend","Friend","Close","n",1239,1.239,1
"19872",76,2,12,"C.bmp","Ikzelf","Nonmatching","Friend","Friend","Close","n",801,0.801,1
"19873",76,2,13,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",971,0.971,1
"19874",76,2,14,"C.bmp","Ikzelf","Nonmatching","Friend","Friend","Close","n",789,0.789,1
"19875",76,2,15,"T.bmp","Ikzelf","Matching","Self","Self","Self","m",639,0.639,1
"19876",76,2,16,"T.bmp","Vreemde","Nonmatching","Self","Self","Self","n",905,0.905,1
"19877",76,2,17,"C.bmp","Bekende","Matching","Friend","Friend","Close","m",691,0.691,1
"19878",76,2,18,"T.bmp","Bekende","Nonmatching","Self","Self","Self","n",941,0.941,1
"19879",76,2,19,"C.bmp","Vreemde","Nonmatching","Friend","Friend","Close","n",903,0.903,1
"19880",76,2,20,"S.bmp","Ikzelf","Nonmatching","Stranger","Stranger","Stranger","n",721,0.721,1
"19881",76,2,21,"S.bmp","Bekende","Nonmatching","Stranger","Stranger","Stranger","n",811,0.811,1
"19882",76,2,22,"C.bmp","Bekende","Matching","Friend","Friend","Close","m",1029,1.029,1
"19883",76,2,23,"T.bmp","Ikzelf","Matching","Self","Self","Self","m",591,0.591,1
"19884",76,2,24,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",954,0.954,1
"19885",76,2,25,"S.bmp","Bekende","Nonmatching","Stranger","Stranger","Stranger","n",884,0.884,1
"19886",76,2,26,"T.bmp","Bekende","Nonmatching","Self","Self","Self","n",990,0.99,1
"19887",76,2,27,"C.bmp","Bekende","Matching","Friend","Friend","Close","m",727,0.727,1
"19888",76,2,28,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",833,0.833,1
"19889",76,2,29,"C.bmp","Ikzelf","Nonmatching","Friend","Friend","Close","n",779,0.779,1
"19890",76,2,30,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",789,0.789,1
"19891",76,2,31,"T.bmp","Vreemde","Nonmatching","Self","Self","Self","n",879,0.879,1
"19892",76,2,32,"T.bmp","Ikzelf","Matching","Self","Self","Self","m",586,0.586,1
"19893",76,2,33,"C.bmp","Bekende","Matching","Friend","Friend","Close","m",708,0.708,1
"19894",76,2,34,"T.bmp","Ikzelf","Matching","Self","Self","Self","m",638,0.638,1
"19895",76,2,35,"C.bmp","Vreemde","Nonmatching","Friend","Friend","Close","m",728,0.728,0
"19896",76,2,36,"S.bmp","Ikzelf","Nonmatching","Stranger","Stranger","Stranger","n",770,0.77,1
"19897",76,2,37,"T.bmp","Vreemde","Nonmatching","Self","Self","Self","n",812,0.812,1
"19898",76,2,38,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",742,0.742,1
"19899",76,2,39,"C.bmp","Ikzelf","Nonmatching","Friend","Friend","Close","n",655,0.655,1
"19900",76,2,40,"T.bmp","Ikzelf","Matching","Self","Self","Self","m",538,0.538,1
"19901",76,2,41,"C.bmp","Vreemde","Nonmatching","Friend","Friend","Close","n",788,0.788,1
"19902",76,2,42,"T.bmp","Bekende","Nonmatching","Self","Self","Self","n",942,0.942,1
"19903",76,2,43,"C.bmp","Bekende","Matching","Friend","Friend","Close","n",760,0.76,0
"19904",76,2,44,"T.bmp","Ikzelf","Matching","Self","Self","Self","m",610,0.61,1
"19905",76,2,45,"C.bmp","Bekende","Matching","Friend","Friend","Close","m",620,0.62,1
"19906",76,2,46,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",822,0.822,1
"19907",76,2,47,"S.bmp","Ikzelf","Nonmatching","Stranger","Stranger","Stranger","n",688,0.688,1
"19908",76,2,48,"S.bmp","Bekende","Nonmatching","Stranger","Stranger","Stranger","n",907,0.907,1
"19909",76,2,49,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",677,0.677,1
"19910",76,2,50,"S.bmp","Bekende","Nonmatching","Stranger","Stranger","Stranger","n",879,0.879,1
"19911",76,2,51,"C.bmp","Bekende","Matching","Friend","Friend","Close","m",840,0.84,1
"19912",76,2,52,"S.bmp","Ikzelf","Nonmatching","Stranger","Stranger","Stranger","n",722,0.722,1
"19913",76,2,53,"T.bmp","Vreemde","Nonmatching","Self","Self","Self","n",972,0.972,1
"19914",76,2,54,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",710,0.71,1
"19915",76,2,55,"T.bmp","Ikzelf","Matching","Self","Self","Self","m",656,0.656,1
"19916",76,2,56,"C.bmp","Bekende","Matching","Friend","Friend","Close","m",763,0.763,1
"19917",76,2,57,"C.bmp","Ikzelf","Nonmatching","Friend","Friend","Close","n",661,0.661,1
"19918",76,2,58,"T.bmp","Bekende","Nonmatching","Self","Self","Self","n",943,0.943,1
"19919",76,2,59,"T.bmp","Ikzelf","Matching","Self","Self","Self","m",665,0.665,1
"19920",76,2,60,"C.bmp","Vreemde","Nonmatching","Friend","Friend","Close","n",1043,1.043,1
"19921",76,3,1,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","",0,0,0
"19922",76,3,2,"C.bmp","Vreemde","Nonmatching","Friend","Friend","Close","n",707,0.707,1
"19923",76,3,3,"T.bmp","Ikzelf","Matching","Self","Self","Self","m",493,0.493,1
"19924",76,3,4,"T.bmp","Ikzelf","Matching","Self","Self","Self","m",488,0.488,1
"19925",76,3,5,"C.bmp","Ikzelf","Nonmatching","Friend","Friend","Close","n",642,0.642,1
"19926",76,3,6,"S.bmp","Ikzelf","Nonmatching","Stranger","Stranger","Stranger","n",635,0.635,1
"19927",76,3,7,"T.bmp","Vreemde","Nonmatching","Self","Self","Self","n",693,0.693,1
"19928",76,3,8,"S.bmp","Bekende","Nonmatching","Stranger","Stranger","Stranger","n",879,0.879,1
"19929",76,3,9,"C.bmp","Bekende","Matching","Friend","Friend","Close","m",681,0.681,1
"19930",76,3,10,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",691,0.691,1
"19931",76,3,11,"T.bmp","Bekende","Nonmatching","Self","Self","Self","n",733,0.733,1
"19932",76,3,12,"C.bmp","Bekende","Matching","Friend","Friend","Close","m",664,0.664,1
"19933",76,3,13,"T.bmp","Ikzelf","Matching","Self","Self","Self","m",594,0.594,1
"19934",76,3,14,"T.bmp","Bekende","Nonmatching","Self","Self","Self","m",620,0.62,0
"19935",76,3,15,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",790,0.79,1
"19936",76,3,16,"C.bmp","Vreemde","Nonmatching","Friend","Friend","Close","n",784,0.784,1
"19937",76,3,17,"C.bmp","Ikzelf","Nonmatching","Friend","Friend","Close","n",697,0.697,1
"19938",76,3,18,"C.bmp","Bekende","Matching","Friend","Friend","Close","m",995,0.995,1
"19939",76,3,19,"T.bmp","Ikzelf","Matching","Self","Self","Self","m",621,0.621,1
"19940",76,3,20,"C.bmp","Bekende","Matching","Friend","Friend","Close","m",664,0.664,1
"19941",76,3,21,"S.bmp","Bekende","Nonmatching","Stranger","Stranger","Stranger","n",594,0.594,1
"19942",76,3,22,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",812,0.812,1
"19943",76,3,23,"T.bmp","Vreemde","Nonmatching","Self","Self","Self","n",774,0.774,1
"19944",76,3,24,"S.bmp","Ikzelf","Nonmatching","Stranger","Stranger","Stranger","n",656,0.656,1
"19945",76,3,25,"C.bmp","Bekende","Matching","Friend","Friend","Close","m",666,0.666,1
"19946",76,3,26,"S.bmp","Ikzelf","Nonmatching","Stranger","Stranger","Stranger","n",612,0.612,1
"19947",76,3,27,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",686,0.686,1
"19948",76,3,28,"T.bmp","Vreemde","Nonmatching","Self","Self","Self","n",681,0.681,1
"19949",76,3,29,"T.bmp","Ikzelf","Matching","Self","Self","Self","m",610,0.61,1
"19950",76,3,30,"T.bmp","Ikzelf","Matching","Self","Self","Self","m",588,0.588,1
"19951",76,3,31,"C.bmp","Bekende","Matching","Friend","Friend","Close","m",630,0.63,1
"19952",76,3,32,"T.bmp","Bekende","Nonmatching","Self","Self","Self","n",752,0.752,1
"19953",76,3,33,"C.bmp","Ikzelf","Nonmatching","Friend","Friend","Close","m",570,0.57,0
"19954",76,3,34,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",1012,1.012,1
"19955",76,3,35,"C.bmp","Vreemde","Nonmatching","Friend","Friend","Close","n",943,0.943,1
"19956",76,3,36,"S.bmp","Bekende","Nonmatching","Stranger","Stranger","Stranger","n",665,0.665,1
"19957",76,3,37,"C.bmp","Bekende","Matching","Friend","Friend","Close","m",1187,1.187,1
"19958",76,3,38,"T.bmp","Ikzelf","Matching","Self","Self","Self","m",653,0.653,1
"19959",76,3,39,"C.bmp","Bekende","Matching","Friend","Friend","Close","m",711,0.711,1
"19960",76,3,40,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",688,0.688,1
"19961",76,3,41,"T.bmp","Vreemde","Nonmatching","Self","Self","Self","n",810,0.81,1
"19962",76,3,42,"S.bmp","Bekende","Nonmatching","Stranger","Stranger","Stranger","n",1028,1.028,1
"19963",76,3,43,"C.bmp","Ikzelf","Nonmatching","Friend","Friend","Close","n",703,0.703,1
"19964",76,3,44,"T.bmp","Ikzelf","Matching","Self","Self","Self","m",633,0.633,1
"19965",76,3,45,"S.bmp","Ikzelf","Nonmatching","Stranger","Stranger","Stranger","n",707,0.707,1
"19966",76,3,46,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",749,0.749,1
"19967",76,3,47,"T.bmp","Bekende","Nonmatching","Self","Self","Self","n",919,0.919,1
"19968",76,3,48,"C.bmp","Vreemde","Nonmatching","Friend","Friend","Close","n",881,0.881,1
"19969",76,3,49,"S.bmp","Bekende","Nonmatching","Stranger","Stranger","Stranger","n",827,0.827,1
"19970",76,3,50,"C.bmp","Vreemde","Nonmatching","Friend","Friend","Close","n",757,0.757,1
"19971",76,3,51,"T.bmp","Ikzelf","Matching","Self","Self","Self","m",655,0.655,1
"19972",76,3,52,"C.bmp","Bekende","Matching","Friend","Friend","Close","m",809,0.809,1
"19973",76,3,53,"T.bmp","Vreemde","Nonmatching","Self","Self","Self","n",867,0.867,1
"19974",76,3,54,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",813,0.813,1
"19975",76,3,55,"T.bmp","Bekende","Nonmatching","Self","Self","Self","n",967,0.967,1
"19976",76,3,56,"C.bmp","Ikzelf","Nonmatching","Friend","Friend","Close","n",817,0.817,1
"19977",76,3,57,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",795,0.795,1
"19978",76,3,58,"T.bmp","Ikzelf","Matching","Self","Self","Self","m",613,0.613,1
"19979",76,3,59,"S.bmp","Ikzelf","Nonmatching","Stranger","Stranger","Stranger","n",752,0.752,1
"19980",76,3,60,"C.bmp","Bekende","Matching","Friend","Friend","Close","m",762,0.762,1
"19981",76,4,1,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",720,0.72,1
"19982",76,4,2,"S.bmp","Bekende","Nonmatching","Stranger","Stranger","Stranger","m",634,0.634,0
"19983",76,4,3,"C.bmp","Vreemde","Nonmatching","Friend","Friend","Close","n",964,0.964,1
"19984",76,4,4,"T.bmp","Bekende","Nonmatching","Self","Self","Self","n",782,0.782,1
"19985",76,4,5,"C.bmp","Bekende","Matching","Friend","Friend","Close","m",871,0.871,1
"19986",76,4,6,"T.bmp","Ikzelf","Matching","Self","Self","Self","m",641,0.641,1
"19987",76,4,7,"C.bmp","Ikzelf","Nonmatching","Friend","Friend","Close","n",716,0.716,1
"19988",76,4,8,"T.bmp","Ikzelf","Matching","Self","Self","Self","m",582,0.582,1
"19989",76,4,9,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",672,0.672,1
"19990",76,4,10,"C.bmp","Bekende","Matching","Friend","Friend","Close","m",762,0.762,1
"19991",76,4,11,"S.bmp","Ikzelf","Nonmatching","Stranger","Stranger","Stranger","n",740,0.74,1
"19992",76,4,12,"T.bmp","Vreemde","Nonmatching","Self","Self","Self","m",622,0.622,0
"19993",76,4,13,"C.bmp","Ikzelf","Nonmatching","Friend","Friend","Close","n",744,0.744,1
"19994",76,4,14,"T.bmp","Ikzelf","Matching","Self","Self","Self","m",594,0.594,1
"19995",76,4,15,"T.bmp","Bekende","Nonmatching","Self","Self","Self","n",829,0.829,1
"19996",76,4,16,"T.bmp","Vreemde","Nonmatching","Self","Self","Self","n",823,0.823,1
"19997",76,4,17,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",753,0.753,1
"19998",76,4,18,"S.bmp","Ikzelf","Nonmatching","Stranger","Stranger","Stranger","n",666,0.666,1
"19999",76,4,19,"S.bmp","Bekende","Nonmatching","Stranger","Stranger","Stranger","m",772,0.772,0
"20000",76,4,20,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",686,0.686,1
"20001",76,4,21,"T.bmp","Ikzelf","Matching","Self","Self","Self","m",648,0.648,1
"20002",76,4,22,"C.bmp","Bekende","Matching","Friend","Friend","Close","m",1314,1.314,1
"20003",76,4,23,"C.bmp","Bekende","Matching","Friend","Friend","Close","m",669,0.669,1
"20004",76,4,24,"C.bmp","Vreemde","Nonmatching","Friend","Friend","Close","n",791,0.791,1
"20005",76,4,25,"T.bmp","Ikzelf","Matching","Self","Self","Self","m",625,0.625,1
"20006",76,4,26,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",811,0.811,1
"20007",76,4,27,"T.bmp","Ikzelf","Matching","Self","Self","Self","m",597,0.597,1
"20008",76,4,28,"C.bmp","Bekende","Matching","Friend","Friend","Close","m",639,0.639,1
"20009",76,4,29,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",744,0.744,1
"20010",76,4,30,"T.bmp","Vreemde","Nonmatching","Self","Self","Self","n",914,0.914,1
"20011",76,4,31,"C.bmp","Ikzelf","Nonmatching","Friend","Friend","Close","n",941,0.941,1
"20012",76,4,32,"S.bmp","Bekende","Nonmatching","Stranger","Stranger","Stranger","n",1079,1.079,1
"20013",76,4,33,"T.bmp","Bekende","Nonmatching","Self","Self","Self","n",801,0.801,1
"20014",76,4,34,"S.bmp","Ikzelf","Nonmatching","Stranger","Stranger","Stranger","n",779,0.779,1
"20015",76,4,35,"C.bmp","Vreemde","Nonmatching","Friend","Friend","Close","n",837,0.837,1
"20016",76,4,36,"C.bmp","Bekende","Matching","Friend","Friend","Close","m",735,0.735,1
"20017",76,4,37,"C.bmp","Vreemde","Nonmatching","Friend","Friend","Close","n",761,0.761,1
"20018",76,4,38,"S.bmp","Ikzelf","Nonmatching","Stranger","Stranger","Stranger","n",723,0.723,1
"20019",76,4,39,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",894,0.894,1
"20020",76,4,40,"S.bmp","Bekende","Nonmatching","Stranger","Stranger","Stranger","n",791,0.791,1
"20021",76,4,41,"C.bmp","Ikzelf","Nonmatching","Friend","Friend","Close","n",737,0.737,1
"20022",76,4,42,"T.bmp","Ikzelf","Matching","Self","Self","Self","m",587,0.587,1
"20023",76,4,43,"C.bmp","Bekende","Matching","Friend","Friend","Close","m",837,0.837,1
"20024",76,4,44,"T.bmp","Ikzelf","Matching","Self","Self","Self","m",607,0.607,1
"20025",76,4,45,"T.bmp","Bekende","Nonmatching","Self","Self","Self","n",937,0.937,1
"20026",76,4,46,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",804,0.804,1
"20027",76,4,47,"C.bmp","Bekende","Matching","Friend","Friend","Close","m",702,0.702,1
"20028",76,4,48,"T.bmp","Vreemde","Nonmatching","Self","Self","Self","n",872,0.872,1
"20029",76,4,49,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",1042,1.042,1
"20030",76,4,50,"S.bmp","Bekende","Nonmatching","Stranger","Stranger","Stranger","n",780,0.78,1
"20031",76,4,51,"T.bmp","Ikzelf","Matching","Self","Self","Self","m",630,0.63,1
"20032",76,4,52,"C.bmp","Vreemde","Nonmatching","Friend","Friend","Close","n",927,0.927,1
"20033",76,4,53,"T.bmp","Bekende","Nonmatching","Self","Self","Self","n",1017,1.017,1
"20034",76,4,54,"T.bmp","Ikzelf","Matching","Self","Self","Self","m",612,0.612,1
"20035",76,4,55,"C.bmp","Ikzelf","Nonmatching","Friend","Friend","Close","n",734,0.734,1
"20036",76,4,56,"S.bmp","Ikzelf","Nonmatching","Stranger","Stranger","Stranger","n",648,0.648,1
"20037",76,4,57,"C.bmp","Bekende","Matching","Friend","Friend","Close","m",706,0.706,1
"20038",76,4,58,"C.bmp","Bekende","Matching","Friend","Friend","Close","m",716,0.716,1
"20039",76,4,59,"T.bmp","Vreemde","Nonmatching","Self","Self","Self","n",742,0.742,1
"20040",76,4,60,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",1152,1.152,1
"20041",76,5,1,"T.bmp","Ikzelf","Matching","Self","Self","Self","m",742,0.742,1
"20042",76,5,2,"C.bmp","Bekende","Matching","Friend","Friend","Close","m",688,0.688,1
"20043",76,5,3,"S.bmp","Ikzelf","Nonmatching","Stranger","Stranger","Stranger","n",731,0.731,1
"20044",76,5,4,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",693,0.693,1
"20045",76,5,5,"C.bmp","Bekende","Matching","Friend","Friend","Close","m",703,0.703,1
"20046",76,5,6,"T.bmp","Vreemde","Nonmatching","Self","Self","Self","n",761,0.761,1
"20047",76,5,7,"T.bmp","Bekende","Nonmatching","Self","Self","Self","n",850,0.85,1
"20048",76,5,8,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",876,0.876,1
"20049",76,5,9,"T.bmp","Ikzelf","Matching","Self","Self","Self","m",614,0.614,1
"20050",76,5,10,"C.bmp","Ikzelf","Nonmatching","Friend","Friend","Close","n",705,0.705,1
"20051",76,5,11,"C.bmp","Vreemde","Nonmatching","Friend","Friend","Close","n",939,0.939,1
"20052",76,5,12,"S.bmp","Bekende","Nonmatching","Stranger","Stranger","Stranger","n",869,0.869,1
"20053",76,5,13,"T.bmp","Ikzelf","Matching","Self","Self","Self","m",719,0.719,1
"20054",76,5,14,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",729,0.729,1
"20055",76,5,15,"T.bmp","Ikzelf","Matching","Self","Self","Self","m",675,0.675,1
"20056",76,5,16,"T.bmp","Vreemde","Nonmatching","Self","Self","Self","n",845,0.845,1
"20057",76,5,17,"T.bmp","Bekende","Nonmatching","Self","Self","Self","n",743,0.743,1
"20058",76,5,18,"C.bmp","Bekende","Matching","Friend","Friend","Close","m",673,0.673,1
"20059",76,5,19,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",795,0.795,1
"20060",76,5,20,"C.bmp","Vreemde","Nonmatching","Friend","Friend","Close","n",821,0.821,1
"20061",76,5,21,"S.bmp","Bekende","Nonmatching","Stranger","Stranger","Stranger","n",815,0.815,1
"20062",76,5,22,"C.bmp","Ikzelf","Nonmatching","Friend","Friend","Close","n",761,0.761,1
"20063",76,5,23,"C.bmp","Bekende","Matching","Friend","Friend","Close","m",755,0.755,1
"20064",76,5,24,"S.bmp","Ikzelf","Nonmatching","Stranger","Stranger","Stranger","n",669,0.669,1
