"","Subject","Matching","Identity","Session","RT_ms","RT_sec","ACC"
"175","0","Nonmatching","Friend","1",506,0.506,0
"176","0","Nonmatching","Friend","1",558,0.558,1
"177","0","Nonmatching","Friend","1",554,0.554,0
"178","0","Nonmatching","Friend","1",858,0.858,0
"179","0","Nonmatching","Friend","1",634,0.634,0
"180","0","Nonmatching","Friend","1",603,0.603,0
"181","0","Nonmatching","Friend","1",402,0.402,1
"182","0","Nonmatching","Friend","1",379,0.379,1
"183","0","Nonmatching","Friend","1",340,0.34,1
"184","0","Nonmatching","Friend","1",641,0.641,1
"185","0","Nonmatching","Friend","1",596,0.596,1
"186","0","Nonmatching","Friend","1",247,0.247,1
"187","0","Nonmatching","Friend","1",647,0.647,1
"188","0","Nonmatching","Stranger","1",455,0.455,1
"189","0","Nonmatching","Stranger","1",472,0.472,1
"190","0","Nonmatching","Stranger","1",636,0.636,0
"191","0","Nonmatching","Stranger","1",957,0.957,1
"192","0","Nonmatching","Stranger","1",813,0.813,0
"193","0","Nonmatching","Stranger","1",346,0.346,0
"194","0","Nonmatching","Stranger","1",372,0.372,1
"195","0","Nonmatching","Stranger","1",586,0.586,0
"196","0","Nonmatching","Stranger","1",488,0.488,0
"197","0","Nonmatching","Stranger","1",794,0.794,0
"198","0","Nonmatching","Stranger","1",500,0.5,1
"199","0","Nonmatching","Stranger","1",708,0.708,0
"200","0","Nonmatching","Stranger","1",553,0.553,0
"201","0","Nonmatching","Stranger","1",494,0.494,1
"202","0","Nonmatching","Stranger","1",916,0.916,0
"203","0","Nonmatching","Stranger","1",494,0.494,1
"204","0","Nonmatching","Stranger","1",566,0.566,1
"205","0","Nonmatching","Stranger","1",559,0.559,1
"206","0","Nonmatching","Stranger","1",370,0.37,1
"207","0","Nonmatching","Stranger","1",654,0.654,0
"208","0","Nonmatching","Stranger","1",370,0.37,1
"209","0","Nonmatching","Stranger","1",688,0.688,1
"210","0","Nonmatching","Stranger","1",874,0.874,0
"211","0","Nonmatching","Stranger","1",911,0.911,0
"212","0","Nonmatching","Stranger","1",570,0.57,1
"213","0","Nonmatching","Stranger","1",581,0.581,0
"214","0","Nonmatching","Stranger","1",525,0.525,0
"215","0","Nonmatching","Stranger","1",366,0.366,1
"216","0","Nonmatching","Stranger","1",753,0.753,1
"217","0","Nonmatching","Stranger","1",538,0.538,1
"218","0","Nonmatching","Stranger","1",298,0.298,0
"219","0","Nonmatching","Stranger","1",956,0.956,0
"220","0","Nonmatching","Stranger","1",521,0.521,0
"221","0","Nonmatching","Stranger","1",681,0.681,1
"222","0","Nonmatching","Stranger","1",302,0.302,1
"223","0","Nonmatching","Stranger","1",644,0.644,1
"224","0","Nonmatching","Stranger","1",667,0.667,1
"225","0","Nonmatching","Stranger","1",504,0.504,0
"226","0","Nonmatching","Stranger","1",541,0.541,1
"227","1","Matching","Self","1",634,0.634,1
"228","1","Matching","Self","1",634,0.634,1
"229","1","Matching","Self","1",538,0.538,1
"230","1","Matching","Self","1",909,0.909,0
"231","1","Matching","Self","1",583,0.583,1
"232","1","Matching","Self","1",432,0.432,1
"233","1","Matching","Self","1",584,0.584,1
"234","1","Matching","Self","1",575,0.575,1
"235","1","Matching","Self","1",433,0.433,1
"236","1","Matching","Self","1",640,0.64,1
"237","1","Matching","Self","1",966,0.966,1
"238","1","Matching","Self","1",715,0.715,0
"239","1","Matching","Self","1",666,0.666,1
"240","1","Matching","Self","1",485,0.485,0
"241","1","Matching","Self","1",763,0.763,0
"242","1","Matching","Self","1",588,0.588,1
"243","1","Matching","Self","1",618,0.618,1
"244","1","Matching","Self","1",816,0.816,0
"245","1","Matching","Self","1",610,0.61,0
"246","1","Matching","Self","1",628,0.628,1
"247","1","Matching","Self","1",538,0.538,1
"248","1","Matching","Self","1",768,0.768,1
"249","1","Matching","Self","1",632,0.632,1
"250","1","Matching","Self","1",516,0.516,1
"251","1","Matching","Self","1",982,0.982,0
"252","1","Matching","Self","1",416,0.416,1
"253","1","Matching","Self","1",550,0.55,1
"254","1","Matching","Self","1",652,0.652,1
"255","1","Matching","Self","1",611,0.611,1
"256","1","Matching","Self","1",500,0.5,1
"257","1","Matching","Self","1",668,0.668,1
"258","1","Matching","Self","1",501,0.501,1
"259","1","Matching","Self","1",638,0.638,1
"260","1","Matching","Self","1",572,0.572,1
"261","1","Matching","Self","1",573,0.573,1
"262","1","Matching","Self","1",618,0.618,1
"263","1","Matching","Self","1",669,0.669,1
"264","1","Matching","Self","1",463,0.463,1
"265","1","Matching","Self","2",576,0.576,1
"266","1","Matching","Self","2",579,0.579,1
"267","1","Matching","Self","2",485,0.485,1
"268","1","Matching","Self","2",615,0.615,1
"269","1","Matching","Self","2",723,0.723,1
"270","1","Matching","Self","2",578,0.578,1
"271","1","Matching","Self","2",475,0.475,1
"272","1","Matching","Self","2",583,0.583,1
"273","1","Matching","Self","2",617,0.617,1
"274","1","Matching","Self","2",563,0.563,1
"275","1","Matching","Self","2",570,0.57,1
"276","1","Matching","Self","2",537,0.537,1
"277","1","Matching","Self","2",571,0.571,1
"278","1","Matching","Self","2",507,0.507,1
"279","1","Matching","Self","2",593,0.593,1
"280","1","Matching","Self","2",508,0.508,1
"281","1","Matching","Self","2",776,0.776,1
"282","1","Matching","Self","2",667,0.667,1
"283","1","Matching","Self","2",566,0.566,1
"284","1","Matching","Self","2",530,0.53,1
"285","1","Matching","Self","2",673,0.673,1
"286","1","Matching","Self","2",586,0.586,1
"287","1","Matching","Self","2",669,0.669,1
"288","1","Matching","Self","2",609,0.609,1
"289","1","Matching","Self","2",530,0.53,1
"290","1","Matching","Self","2",498,0.498,1
"291","1","Matching","Self","2",523,0.523,1
"292","1","Matching","Self","2",516,0.516,1
"293","1","Matching","Self","2",485,0.485,1
"294","1","Matching","Self","2",551,0.551,1
"295","1","Matching","Self","2",485,0.485,1
"296","1","Matching","Self","2",669,0.669,1
"297","1","Matching","Self","2",555,0.555,1
"298","1","Matching","Self","2",530,0.53,0
"299","1","Matching","Self","2",623,0.623,1
"300","1","Matching","Self","2",761,0.761,1
"301","1","Matching","Self","2",598,0.598,1
"302","1","Matching","Self","2",789,0.789,1
"303","1","Matching","Self","2",596,0.596,1
"304","1","Matching","Self","2",505,0.505,1
"305","1","Matching","Friend","1",634,0.634,0
"306","1","Matching","Friend","1",590,0.59,1
"307","1","Matching","Friend","1",728,0.728,1
"308","1","Matching","Friend","1",641,0.641,1
"309","1","Matching","Friend","1",620,0.62,1
"310","1","Matching","Friend","1",540,0.54,1
"311","1","Matching","Friend","1",582,0.582,1
"312","1","Matching","Friend","1",892,0.892,1
"313","1","Matching","Friend","1",552,0.552,1
"314","1","Matching","Friend","1",495,0.495,1
"315","1","Matching","Friend","1",578,0.578,1
"316","1","Matching","Friend","1",775,0.775,0
"317","1","Matching","Friend","1",589,0.589,1
"318","1","Matching","Friend","1",588,0.588,1
"319","1","Matching","Friend","1",566,0.566,1
"320","1","Matching","Friend","1",738,0.738,1
"321","1","Matching","Friend","1",774,0.774,1
"322","1","Matching","Friend","1",624,0.624,1
"323","1","Matching","Friend","1",560,0.56,1
"324","1","Matching","Friend","1",555,0.555,1
"325","1","Matching","Friend","1",633,0.633,1
"326","1","Matching","Friend","1",479,0.479,1
"327","1","Matching","Friend","1",857,0.857,1
"328","1","Matching","Friend","1",708,0.708,1
"329","1","Matching","Friend","1",726,0.726,1
"330","1","Matching","Friend","1",692,0.692,1
"331","1","Matching","Friend","1",596,0.596,1
"332","1","Matching","Friend","1",781,0.781,1
"333","1","Matching","Friend","1",564,0.564,1
"334","1","Matching","Friend","1",504,0.504,1
"335","1","Matching","Friend","1",940,0.94,1
"336","1","Matching","Friend","1",689,0.689,0
"337","1","Matching","Friend","1",401,0.401,1
"338","1","Matching","Friend","1",585,0.585,0
"339","1","Matching","Friend","1",695,0.695,1
"340","1","Matching","Friend","1",592,0.592,1
"341","1","Matching","Friend","1",471,0.471,1
"342","1","Matching","Friend","1",418,0.418,1
"343","1","Matching","Friend","1",538,0.538,1
"344","1","Matching","Friend","1",886,0.886,1
"345","1","Matching","Friend","2",511,0.511,1
"346","1","Matching","Friend","2",488,0.488,1
"347","1","Matching","Friend","2",531,0.531,1
"348","1","Matching","Friend","2",436,0.436,1
"349","1","Matching","Friend","2",863,0.863,1
"350","1","Matching","Friend","2",645,0.645,1
"351","1","Matching","Friend","2",543,0.543,1
"352","1","Matching","Friend","2",503,0.503,0
"353","1","Matching","Friend","2",521,0.521,1
"354","1","Matching","Friend","2",541,0.541,1
"355","1","Matching","Friend","2",541,0.541,1
"356","1","Matching","Friend","2",513,0.513,1
"357","1","Matching","Friend","2",536,0.536,1
"358","1","Matching","Friend","2",601,0.601,1
"359","1","Matching","Friend","2",563,0.563,1
"360","1","Matching","Friend","2",517,0.517,1
"361","1","Matching","Friend","2",665,0.665,1
"362","1","Matching","Friend","2",376,0.376,1
"363","1","Matching","Friend","2",433,0.433,1
"364","1","Matching","Friend","2",536,0.536,1
"365","1","Matching","Friend","2",453,0.453,1
"366","1","Matching","Friend","2",545,0.545,1
"367","1","Matching","Friend","2",320,0.32,1
"368","1","Matching","Friend","2",616,0.616,1
"369","1","Matching","Friend","2",503,0.503,1
"370","1","Matching","Friend","2",942,0.942,1
"371","1","Matching","Friend","2",547,0.547,1
"372","1","Matching","Friend","2",697,0.697,1
"373","1","Matching","Friend","2",656,0.656,1
"374","1","Matching","Friend","2",572,0.572,1
"375","1","Matching","Friend","2",715,0.715,0
"376","1","Matching","Friend","2",418,0.418,1
"377","1","Matching","Friend","2",655,0.655,1
"378","1","Matching","Friend","2",443,0.443,1
"379","1","Matching","Friend","2",477,0.477,1
"380","1","Matching","Friend","2",898,0.898,1
"381","1","Matching","Friend","2",629,0.629,0
"382","1","Matching","Friend","2",430,0.43,1
"383","1","Matching","Friend","2",510,0.51,1
"384","1","Matching","Friend","2",688,0.688,1
"385","1","Matching","Stranger","1",555,0.555,1
"386","1","Matching","Stranger","1",462,0.462,1
"387","1","Matching","Stranger","1",660,0.66,1
"388","1","Matching","Stranger","1",570,0.57,1
"389","1","Matching","Stranger","1",706,0.706,1
"390","1","Matching","Stranger","1",516,0.516,1
"391","1","Matching","Stranger","1",549,0.549,1
"392","1","Matching","Stranger","1",572,0.572,1
"393","1","Matching","Stranger","1",630,0.63,1
"394","1","Matching","Stranger","1",688,0.688,1
"395","1","Matching","Stranger","1",590,0.59,1
"396","1","Matching","Stranger","1",536,0.536,1
"397","1","Matching","Stranger","1",762,0.762,1
"398","1","Matching","Stranger","1",506,0.506,1
"399","1","Matching","Stranger","1",594,0.594,1
"400","1","Matching","Stranger","1",502,0.502,1
"401","1","Matching","Stranger","1",703,0.703,1
"402","1","Matching","Stranger","1",571,0.571,1
"403","1","Matching","Stranger","1",598,0.598,1
"404","1","Matching","Stranger","1",564,0.564,1
"405","1","Matching","Stranger","1",552,0.552,1
"406","1","Matching","Stranger","1",752,0.752,1
"407","1","Matching","Stranger","1",442,0.442,1
"408","1","Matching","Stranger","1",466,0.466,1
"409","1","Matching","Stranger","1",746,0.746,1
"410","1","Matching","Stranger","1",696,0.696,1
"411","1","Matching","Stranger","1",452,0.452,1
"412","1","Matching","Stranger","1",716,0.716,1
"413","1","Matching","Stranger","1",604,0.604,0
"414","1","Matching","Stranger","1",778,0.778,1
"415","1","Matching","Stranger","1",630,0.63,1
"416","1","Matching","Stranger","1",375,0.375,1
"417","1","Matching","Stranger","1",551,0.551,0
"418","1","Matching","Stranger","1",518,0.518,1
"419","1","Matching","Stranger","1",554,0.554,1
"420","1","Matching","Stranger","1",540,0.54,1
"421","1","Matching","Stranger","1",528,0.528,1
"422","1","Matching","Stranger","1",588,0.588,1
"423","1","Matching","Stranger","1",614,0.614,1
"424","1","Matching","Stranger","2",642,0.642,1
"425","1","Matching","Stranger","2",465,0.465,1
"426","1","Matching","Stranger","2",509,0.509,1
"427","1","Matching","Stranger","2",491,0.491,1
"428","1","Matching","Stranger","2",375,0.375,1
"429","1","Matching","Stranger","2",450,0.45,1
"430","1","Matching","Stranger","2",585,0.585,1
"431","1","Matching","Stranger","2",709,0.709,1
"432","1","Matching","Stranger","2",550,0.55,1
"433","1","Matching","Stranger","2",581,0.581,1
"434","1","Matching","Stranger","2",622,0.622,1
"435","1","Matching","Stranger","2",426,0.426,1
"436","1","Matching","Stranger","2",651,0.651,1
"437","1","Matching","Stranger","2",597,0.597,1
"438","1","Matching","Stranger","2",517,0.517,1
"439","1","Matching","Stranger","2",585,0.585,1
"440","1","Matching","Stranger","2",556,0.556,1
"441","1","Matching","Stranger","2",482,0.482,1
"442","1","Matching","Stranger","2",423,0.423,1
"443","1","Matching","Stranger","2",499,0.499,1
"444","1","Matching","Stranger","2",627,0.627,1
"445","1","Matching","Stranger","2",477,0.477,0
"446","1","Matching","Stranger","2",538,0.538,1
"447","1","Matching","Stranger","2",560,0.56,1
"448","1","Matching","Stranger","2",620,0.62,1
"449","1","Matching","Stranger","2",558,0.558,1
"450","1","Matching","Stranger","2",531,0.531,1
"451","1","Matching","Stranger","2",439,0.439,1
"452","1","Matching","Stranger","2",586,0.586,1
"453","1","Matching","Stranger","2",619,0.619,1
"454","1","Matching","Stranger","2",474,0.474,1
"455","1","Matching","Stranger","2",501,0.501,1
"456","1","Matching","Stranger","2",578,0.578,1
"457","1","Matching","Stranger","2",538,0.538,1
"458","1","Matching","Stranger","2",806,0.806,1
"459","1","Matching","Stranger","2",723,0.723,1
"460","1","Matching","Stranger","2",398,0.398,1
"461","1","Matching","Stranger","2",637,0.637,1
"462","1","Matching","Stranger","2",409,0.409,1
"463","1","Matching","Stranger","2",565,0.565,1
"464","1","Nonmatching","Self","1",612,0.612,1
"465","1","Nonmatching","Self","1",610,0.61,1
"466","1","Nonmatching","Self","1",602,0.602,1
"467","1","Nonmatching","Self","1",556,0.556,1
"468","1","Nonmatching","Self","1",619,0.619,1
"469","1","Nonmatching","Self","1",683,0.683,1
"470","1","Nonmatching","Self","1",741,0.741,1
"471","1","Nonmatching","Self","1",792,0.792,1
"472","1","Nonmatching","Self","1",772,0.772,1
"473","1","Nonmatching","Self","1",582,0.582,1
"474","1","Nonmatching","Self","1",551,0.551,1
"475","1","Nonmatching","Self","1",870,0.87,1
"476","1","Nonmatching","Self","1",635,0.635,1
"477","1","Nonmatching","Self","1",761,0.761,1
"478","1","Nonmatching","Self","1",610,0.61,1
"479","1","Nonmatching","Self","1",726,0.726,1
"480","1","Nonmatching","Self","1",800,0.8,0
"481","1","Nonmatching","Self","1",722,0.722,1
"482","1","Nonmatching","Self","1",559,0.559,1
"483","1","Nonmatching","Self","1",588,0.588,1
"484","1","Nonmatching","Self","1",604,0.604,1
"485","1","Nonmatching","Self","1",536,0.536,0
"486","1","Nonmatching","Self","1",554,0.554,1
"487","1","Nonmatching","Self","1",732,0.732,1
"488","1","Nonmatching","Self","1",762,0.762,1
"489","1","Nonmatching","Self","1",450,0.45,0
"490","1","Nonmatching","Self","1",498,0.498,1
"491","1","Nonmatching","Self","1",579,0.579,1
"492","1","Nonmatching","Self","1",782,0.782,1
"493","1","Nonmatching","Self","1",684,0.684,1
"494","1","Nonmatching","Self","1",920,0.92,1
"495","1","Nonmatching","Self","1",632,0.632,0
"496","1","Nonmatching","Self","1",635,0.635,0
"497","1","Nonmatching","Self","1",730,0.73,1
"498","1","Nonmatching","Self","1",502,0.502,1
"499","1","Nonmatching","Self","1",982,0.982,1
"500","1","Nonmatching","Self","1",682,0.682,0
"501","1","Nonmatching","Self","1",898,0.898,1
"502","1","Nonmatching","Self","2",697,0.697,1
"503","1","Nonmatching","Self","2",591,0.591,1
"504","1","Nonmatching","Self","2",673,0.673,1
"505","1","Nonmatching","Self","2",652,0.652,1
"506","1","Nonmatching","Self","2",573,0.573,1
"507","1","Nonmatching","Self","2",649,0.649,1
"508","1","Nonmatching","Self","2",537,0.537,1
"509","1","Nonmatching","Self","2",637,0.637,1
"510","1","Nonmatching","Self","2",529,0.529,1
"511","1","Nonmatching","Self","2",601,0.601,1
"512","1","Nonmatching","Self","2",550,0.55,1
"513","1","Nonmatching","Self","2",807,0.807,1
"514","1","Nonmatching","Self","2",553,0.553,1
"515","1","Nonmatching","Self","2",607,0.607,1
"516","1","Nonmatching","Self","2",636,0.636,1
"517","1","Nonmatching","Self","2",793,0.793,1
"518","1","Nonmatching","Self","2",615,0.615,1
"519","1","Nonmatching","Self","2",615,0.615,1
"520","1","Nonmatching","Self","2",544,0.544,1
"521","1","Nonmatching","Self","2",592,0.592,1
"522","1","Nonmatching","Self","2",632,0.632,1
"523","1","Nonmatching","Self","2",621,0.621,1
"524","1","Nonmatching","Self","2",622,0.622,1
"525","1","Nonmatching","Self","2",582,0.582,1
"526","1","Nonmatching","Self","2",695,0.695,1
"527","1","Nonmatching","Self","2",903,0.903,1
"528","1","Nonmatching","Self","2",609,0.609,1
"529","1","Nonmatching","Self","2",699,0.699,1
"530","1","Nonmatching","Self","2",510,0.51,1
"531","1","Nonmatching","Self","2",556,0.556,1
"532","1","Nonmatching","Self","2",660,0.66,0
"533","1","Nonmatching","Self","2",559,0.559,1
"534","1","Nonmatching","Self","2",499,0.499,1
"535","1","Nonmatching","Self","2",713,0.713,1
"536","1","Nonmatching","Self","2",603,0.603,1
"537","1","Nonmatching","Self","2",645,0.645,1
"538","1","Nonmatching","Self","2",641,0.641,1
"539","1","Nonmatching","Self","2",737,0.737,1
"540","1","Nonmatching","Self","2",531,0.531,1
"541","1","Nonmatching","Self","2",605,0.605,1
"542","1","Nonmatching","Friend","1",565,0.565,1
"543","1","Nonmatching","Friend","1",591,0.591,1
"544","1","Nonmatching","Friend","1",476,0.476,1
"545","1","Nonmatching","Friend","1",720,0.72,1
"546","1","Nonmatching","Friend","1",535,0.535,1
"547","1","Nonmatching","Friend","1",786,0.786,1
"548","1","Nonmatching","Friend","1",599,0.599,1
"549","1","Nonmatching","Friend","1",646,0.646,1
"550","1","Nonmatching","Friend","1",683,0.683,1
"551","1","Nonmatching","Friend","1",976,0.976,1
"552","1","Nonmatching","Friend","1",822,0.822,1
"553","1","Nonmatching","Friend","1",538,0.538,1
"554","1","Nonmatching","Friend","1",654,0.654,1
"555","1","Nonmatching","Friend","1",599,0.599,1
"556","1","Nonmatching","Friend","1",780,0.78,1
"557","1","Nonmatching","Friend","1",818,0.818,1
"558","1","Nonmatching","Friend","1",627,0.627,1
"559","1","Nonmatching","Friend","1",844,0.844,1
"560","1","Nonmatching","Friend","1",526,0.526,1
"561","1","Nonmatching","Friend","1",610,0.61,1
"562","1","Nonmatching","Friend","1",539,0.539,1
"563","1","Nonmatching","Friend","1",815,0.815,1
"564","1","Nonmatching","Friend","1",824,0.824,1
"565","1","Nonmatching","Friend","1",752,0.752,1
"566","1","Nonmatching","Friend","1",656,0.656,1
"567","1","Nonmatching","Friend","1",762,0.762,1
"568","1","Nonmatching","Friend","1",588,0.588,1
"569","1","Nonmatching","Friend","1",709,0.709,1
"570","1","Nonmatching","Friend","1",716,0.716,1
"571","1","Nonmatching","Friend","1",709,0.709,1
"572","1","Nonmatching","Friend","1",842,0.842,1
"573","1","Nonmatching","Friend","1",715,0.715,1
"574","1","Nonmatching","Friend","1",520,0.52,1
"575","1","Nonmatching","Friend","1",734,0.734,1
"576","1","Nonmatching","Friend","1",678,0.678,1
"577","1","Nonmatching","Friend","1",755,0.755,1
"578","1","Nonmatching","Friend","1",747,0.747,1
"579","1","Nonmatching","Friend","1",710,0.71,1
