"Subject","Block","Trial","Gender","Age","Handedness","First_Lanugage","Shape","Matching","Label_Identity","Origin_Identity","English_Identity","Standarlized_Identity","Response","ShapeLoc","FaceIdentity","Stimulus","Strength","textColour","Stimuli_Type","RT_ms","RT_sec","ACC"
28,4,86,"Male",31,"Right","Azerbaijani","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","k","Bottom",2,"StrangerWeak","Weak","white","Self = Negative",916.833861,0.916833861,1
28,4,87,"Male",31,"Right","Azerbaijani","Self","Matching","Self","Self","Self","Self","k","Top",2,"SelfWeak","Weak","white","Self = Negative",966.825215,0.966825215,1
28,4,88,"Male",31,"Right","Azerbaijani","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","l","Top",1,"StrangerStrong","Strong","white","Self = Negative",666.8309,0.6668309,1
28,4,89,"Male",31,"Right","Azerbaijani","Self","Nonmatching","Stranger","Self","Self","Self","l","Top",2,"SelfWeak","Weak","white","Self = Negative",716.817122,0.716817122,1
28,4,90,"Male",31,"Right","Azerbaijani","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","k","Top",2,"StrangerWeak","Weak","white","Self = Negative",900.136124,0.900136124,1
28,4,91,"Male",31,"Right","Azerbaijani","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","l","Top",2,"StrangerWeak","Weak","white","Self = Negative",1083.498159,1.083498159,1
28,4,92,"Male",31,"Right","Azerbaijani","Self","Nonmatching","Stranger","Self","Self","Self","l","Bottom",1,"SelfStrong","Strong","white","Self = Negative",1600.119701,1.600119701,1
28,4,93,"Male",31,"Right","Azerbaijani","Self","Nonmatching","Stranger","Self","Self","Self","l","Top",1,"SelfStrong","Strong","white","Self = Negative",816.811674,0.816811674,1
28,4,94,"Male",31,"Right","Azerbaijani","Self","Matching","Self","Self","Self","Self","k","Bottom",1,"SelfStrong","Strong","white","Self = Negative",833.554022,0.833554022,1
28,4,95,"Male",31,"Right","Azerbaijani","Self","Matching","Self","Self","Self","Self","k","Bottom",1,"SelfStrong","Strong","white","Self = Negative",566.846218,0.566846218,1
28,4,96,"Male",31,"Right","Azerbaijani","Self","Matching","Self","Self","Self","Self","k","Top",1,"SelfStrong","Strong","white","Self = Negative",600.202213,0.600202213,1
29,1,1,"Female",22,"Right","Kyrgyz","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","l","Bottom",1,"StrangerStrong","Strong","white","Self = Positive",1133.581476,1.133581476,0
29,1,2,"Female",22,"Right","Kyrgyz","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Bottom",2,"StrangerWeak","Weak","white","Self = Positive",1216.90586,1.21690586,1
29,1,3,"Female",22,"Right","Kyrgyz","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","l","Top",1,"StrangerStrong","Strong","white","Self = Positive",1083.568763,1.083568763,1
29,1,4,"Female",22,"Right","Kyrgyz","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Bottom",1,"StrangerStrong","Strong","white","Self = Positive",1150.223296,1.150223296,1
29,1,5,"Female",22,"Right","Kyrgyz","Self","Nonmatching","Stranger","Self","Self","Self","l","Top",1,"SelfStrong","Strong","white","Self = Positive",650.219348,0.650219348,0
29,1,6,"Female",22,"Right","Kyrgyz","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","k","Bottom",1,"StrangerStrong","Strong","white","Self = Positive",966.931917,0.966931917,0
29,1,7,"Female",22,"Right","Kyrgyz","Self","Nonmatching","Stranger","Self","Self","Self","l","Bottom",2,"SelfWeak","Weak","white","Self = Positive",983.756528,0.983756528,0
29,1,8,"Female",22,"Right","Kyrgyz","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","l","Bottom",2,"StrangerWeak","Weak","white","Self = Positive",1016.87475,1.01687475,0
29,1,9,"Female",22,"Right","Kyrgyz","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","l","Top",2,"StrangerWeak","Weak","white","Self = Positive",1283.571843,1.283571843,1
29,1,10,"Female",22,"Right","Kyrgyz","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","l","Bottom",2,"StrangerWeak","Weak","white","Self = Positive",1250.21319,1.25021319,1
29,1,11,"Female",22,"Right","Kyrgyz","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","l","Top",1,"StrangerStrong","Strong","white","Self = Positive",733.623482,0.733623482,1
29,1,12,"Female",22,"Right","Kyrgyz","Self","Nonmatching","Stranger","Self","Self","Self","l","Bottom",2,"SelfWeak","Weak","white","Self = Positive",983.520045,0.983520045,0
29,1,13,"Female",22,"Right","Kyrgyz","Self","Matching","Self","Self","Self","Self","k","Top",2,"SelfWeak","Weak","white","Self = Positive",1100.264671,1.100264671,0
29,1,14,"Female",22,"Right","Kyrgyz","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","k","Bottom",1,"StrangerStrong","Strong","white","Self = Positive",1066.885489,1.066885489,0
29,1,15,"Female",22,"Right","Kyrgyz","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","l","Bottom",1,"StrangerStrong","Strong","white","Self = Positive",800.248405,0.800248405,1
29,1,16,"Female",22,"Right","Kyrgyz","Self","Nonmatching","Stranger","Self","Self","Self","k","Bottom",1,"SelfStrong","Strong","white","Self = Positive",866.89978,0.86689978,1
29,1,17,"Female",22,"Right","Kyrgyz","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","l","Bottom",1,"StrangerStrong","Strong","white","Self = Positive",966.888489,0.966888489,1
29,1,18,"Female",22,"Right","Kyrgyz","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","l","Top",1,"StrangerStrong","Strong","white","Self = Positive",800.214848,0.800214848,0
29,1,19,"Female",22,"Right","Kyrgyz","Self","Nonmatching","Stranger","Self","Self","Self","k","Bottom",1,"SelfStrong","Strong","white","Self = Positive",1000.253064,1.000253064,1
29,1,20,"Female",22,"Right","Kyrgyz","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","l","Top",1,"StrangerStrong","Strong","white","Self = Positive",866.908071,0.866908071,1
29,1,21,"Female",22,"Right","Kyrgyz","Self","Matching","Self","Self","Self","Self","k","Bottom",2,"SelfWeak","Weak","white","Self = Positive",900.236325,0.900236325,0
29,1,22,"Female",22,"Right","Kyrgyz","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","l","Bottom",1,"StrangerStrong","Strong","white","Self = Positive",1566.923389,1.566923389,1
29,1,23,"Female",22,"Right","Kyrgyz","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Top",1,"StrangerStrong","Strong","white","Self = Positive",1100.25717,1.10025717,1
29,1,24,"Female",22,"Right","Kyrgyz","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","l","Bottom",2,"StrangerWeak","Weak","white","Self = Positive",1616.874908,1.616874908,1
29,1,25,"Female",22,"Right","Kyrgyz","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","l","Top",2,"StrangerWeak","Weak","white","Self = Positive",1200.228903,1.200228903,1
29,1,26,"Female",22,"Right","Kyrgyz","Self","Matching","Self","Self","Self","Self","k","Top",2,"SelfWeak","Weak","white","Self = Positive",1000.240036,1.000240036,0
29,1,27,"Female",22,"Right","Kyrgyz","Self","Nonmatching","Stranger","Self","Self","Self","k","Top",1,"SelfStrong","Strong","white","Self = Positive",1083.512307,1.083512307,1
29,1,28,"Female",22,"Right","Kyrgyz","Self","Nonmatching","Stranger","Self","Self","Self","k","Top",1,"SelfStrong","Strong","white","Self = Positive",933.603663,0.933603663,1
29,1,29,"Female",22,"Right","Kyrgyz","Self","Nonmatching","Stranger","Self","Self","Self","k","Bottom",1,"SelfStrong","Strong","white","Self = Positive",783.525651,0.783525651,1
29,1,30,"Female",22,"Right","Kyrgyz","Self","Nonmatching","Stranger","Self","Self","Self","k","Bottom",1,"SelfStrong","Strong","white","Self = Positive",633.559367,0.633559367,1
29,1,31,"Female",22,"Right","Kyrgyz","Self","Matching","Self","Self","Self","Self","l","Top",2,"SelfWeak","Weak","white","Self = Positive",966.920862,0.966920862,1
29,1,32,"Female",22,"Right","Kyrgyz","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","l","Top",1,"StrangerStrong","Strong","white","Self = Positive",1016.908703,1.016908703,1
29,1,33,"Female",22,"Right","Kyrgyz","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Bottom",2,"StrangerWeak","Weak","white","Self = Positive",1018.521838,1.018521838,1
29,1,34,"Female",22,"Right","Kyrgyz","Self","Matching","Self","Self","Self","Self","l","Bottom",2,"SelfWeak","Weak","white","Self = Positive",1166.844193,1.166844193,1
29,1,35,"Female",22,"Right","Kyrgyz","Self","Nonmatching","Stranger","Self","Self","Self","k","Top",2,"SelfWeak","Weak","white","Self = Positive",1000.170552,1.000170552,1
29,1,36,"Female",22,"Right","Kyrgyz","Self","Matching","Self","Self","Self","Self","l","Bottom",1,"SelfStrong","Strong","white","Self = Positive",816.84522,0.81684522,1
29,1,37,"Female",22,"Right","Kyrgyz","Self","Matching","Self","Self","Self","Self","l","Top",1,"SelfStrong","Strong","white","Self = Positive",700.254564,0.700254564,1
29,1,38,"Female",22,"Right","Kyrgyz","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","l","Top",2,"StrangerWeak","Weak","white","Self = Positive",916.939734,0.916939734,1
29,1,39,"Female",22,"Right","Kyrgyz","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Bottom",1,"StrangerStrong","Strong","white","Self = Positive",1250.204504,1.250204504,1
29,1,40,"Female",22,"Right","Kyrgyz","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","l","Top",1,"StrangerStrong","Strong","white","Self = Positive",1350.214137,1.350214137,1
29,1,41,"Female",22,"Right","Kyrgyz","Self","Matching","Self","Self","Self","Self","l","Bottom",2,"SelfWeak","Weak","white","Self = Positive",966.869934,0.966869934,1
29,1,42,"Female",22,"Right","Kyrgyz","Self","Matching","Self","Self","Self","Self","l","Top",2,"SelfWeak","Weak","white","Self = Positive",816.958526,0.816958526,1
29,1,43,"Female",22,"Right","Kyrgyz","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Bottom",1,"StrangerStrong","Strong","white","Self = Positive",1033.611322,1.033611322,1
29,1,44,"Female",22,"Right","Kyrgyz","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","l","Top",2,"StrangerWeak","Weak","white","Self = Positive",1200.277462,1.200277462,1
29,1,45,"Female",22,"Right","Kyrgyz","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Top",1,"StrangerStrong","Strong","white","Self = Positive",950.186265,0.950186265,1
29,1,46,"Female",22,"Right","Kyrgyz","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Top",1,"StrangerStrong","Strong","white","Self = Positive",1066.90207,1.06690207,1
29,1,47,"Female",22,"Right","Kyrgyz","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Bottom",2,"StrangerWeak","Weak","white","Self = Positive",1200.140073,1.200140073,1
29,1,48,"Female",22,"Right","Kyrgyz","Self","Matching","Self","Self","Self","Self","l","Bottom",1,"SelfStrong","Strong","white","Self = Positive",766.871197,0.766871197,1
29,1,49,"Female",22,"Right","Kyrgyz","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Bottom",1,"StrangerStrong","Strong","white","Self = Positive",866.907676,0.866907676,1
29,1,50,"Female",22,"Right","Kyrgyz","Self","Nonmatching","Stranger","Self","Self","Self","k","Top",1,"SelfStrong","Strong","white","Self = Positive",950.238378,0.950238378,1
29,1,51,"Female",22,"Right","Kyrgyz","Self","Matching","Self","Self","Self","Self","l","Bottom",1,"SelfStrong","Strong","white","Self = Positive",900.194082,0.900194082,1
29,1,52,"Female",22,"Right","Kyrgyz","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","l","Top",2,"StrangerWeak","Weak","white","Self = Positive",916.92789,0.91692789,1
29,1,53,"Female",22,"Right","Kyrgyz","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Top",2,"StrangerWeak","Weak","white","Self = Positive",1533.561183,1.533561183,1
29,1,54,"Female",22,"Right","Kyrgyz","Self","Nonmatching","Stranger","Self","Self","Self","l","Top",2,"SelfWeak","Weak","white","Self = Positive",1100.223217,1.100223217,0
29,1,55,"Female",22,"Right","Kyrgyz","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","l","Bottom",2,"StrangerWeak","Weak","white","Self = Positive",1266.922915,1.266922915,1
29,1,56,"Female",22,"Right","Kyrgyz","Self","Matching","Self","Self","Self","Self","l","Top",1,"SelfStrong","Strong","white","Self = Positive",700.454331,0.700454331,1
29,1,57,"Female",22,"Right","Kyrgyz","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Bottom",2,"StrangerWeak","Weak","white","Self = Positive",1016.885805,1.016885805,1
29,1,58,"Female",22,"Right","Kyrgyz","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Top",2,"StrangerWeak","Weak","white","Self = Positive",1116.863459,1.116863459,1
29,1,59,"Female",22,"Right","Kyrgyz","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Bottom",2,"StrangerWeak","Weak","white","Self = Positive",883.635563,0.883635563,1
29,1,60,"Female",22,"Right","Kyrgyz","Self","Matching","Self","Self","Self","Self","l","Bottom",1,"SelfStrong","Strong","white","Self = Positive",700.284569,0.700284569,1
29,1,61,"Female",22,"Right","Kyrgyz","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Top",2,"StrangerWeak","Weak","white","Self = Positive",766.871987,0.766871987,1
29,1,62,"Female",22,"Right","Kyrgyz","Self","Nonmatching","Stranger","Self","Self","Self","None","Top",2,"SelfWeak","Weak","white","Self = Positive",NA,NA,3
29,1,63,"Female",22,"Right","Kyrgyz","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Top",2,"StrangerWeak","Weak","white","Self = Positive",950.282989,0.950282989,1
29,1,64,"Female",22,"Right","Kyrgyz","Self","Nonmatching","Stranger","Self","Self","Self","l","Top",2,"SelfWeak","Weak","white","Self = Positive",816.878382,0.816878382,0
29,1,65,"Female",22,"Right","Kyrgyz","Self","Matching","Self","Self","Self","Self","l","Bottom",2,"SelfWeak","Weak","white","Self = Positive",766.953315,0.766953315,1
29,1,66,"Female",22,"Right","Kyrgyz","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","l","Bottom",2,"StrangerWeak","Weak","white","Self = Positive",1133.523046,1.133523046,1
29,1,67,"Female",22,"Right","Kyrgyz","Self","Nonmatching","Stranger","Self","Self","Self","k","Bottom",2,"SelfWeak","Weak","white","Self = Positive",1066.882725,1.066882725,1
29,1,68,"Female",22,"Right","Kyrgyz","Self","Matching","Self","Self","Self","Self","l","Top",1,"SelfStrong","Strong","white","Self = Positive",600.239009,0.600239009,1
29,1,69,"Female",22,"Right","Kyrgyz","Self","Nonmatching","Stranger","Self","Self","Self","k","Bottom",2,"SelfWeak","Weak","white","Self = Positive",900.236325,0.900236325,1
29,1,70,"Female",22,"Right","Kyrgyz","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Bottom",1,"StrangerStrong","Strong","white","Self = Positive",1200.259697,1.200259697,1
29,1,71,"Female",22,"Right","Kyrgyz","Self","Matching","Self","Self","Self","Self","l","Top",1,"SelfStrong","Strong","white","Self = Positive",833.590872,0.833590872,1
29,1,72,"Female",22,"Right","Kyrgyz","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","l","Top",1,"StrangerStrong","Strong","white","Self = Positive",1166.896701,1.166896701,1
29,1,73,"Female",22,"Right","Kyrgyz","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","l","Bottom",1,"StrangerStrong","Strong","white","Self = Positive",1350.205057,1.350205057,1
29,1,74,"Female",22,"Right","Kyrgyz","Self","Matching","Self","Self","Self","Self","l","Top",1,"SelfStrong","Strong","white","Self = Positive",700.212716,0.700212716,1
29,1,75,"Female",22,"Right","Kyrgyz","Self","Nonmatching","Stranger","Self","Self","Self","l","Bottom",1,"SelfStrong","Strong","white","Self = Positive",666.901438,0.666901438,0
29,1,76,"Female",22,"Right","Kyrgyz","Self","Nonmatching","Stranger","Self","Self","Self","l","Bottom",2,"SelfWeak","Weak","white","Self = Positive",1033.521704,1.033521704,0
29,1,77,"Female",22,"Right","Kyrgyz","Self","Matching","Self","Self","Self","Self","l","Bottom",1,"SelfStrong","Strong","white","Self = Positive",800.235772,0.800235772,1
29,1,78,"Female",22,"Right","Kyrgyz","Self","Matching","Self","Self","Self","Self","k","Bottom",2,"SelfWeak","Weak","white","Self = Positive",800.189581,0.800189581,0
29,1,79,"Female",22,"Right","Kyrgyz","Self","Nonmatching","Stranger","Self","Self","Self","l","Bottom",2,"SelfWeak","Weak","white","Self = Positive",1066.884699,1.066884699,0
29,1,80,"Female",22,"Right","Kyrgyz","Self","Matching","Self","Self","Self","Self","l","Top",2,"SelfWeak","Weak","white","Self = Positive",900.247774,0.900247774,1
29,1,81,"Female",22,"Right","Kyrgyz","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Top",1,"StrangerStrong","Strong","white","Self = Positive",683.323753,0.683323753,1
29,1,82,"Female",22,"Right","Kyrgyz","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","l","Top",2,"StrangerWeak","Weak","white","Self = Positive",983.306461,0.983306461,1
29,1,83,"Female",22,"Right","Kyrgyz","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Top",2,"StrangerWeak","Weak","white","Self = Positive",1285.261568,1.285261568,1
29,1,84,"Female",22,"Right","Kyrgyz","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Top",1,"StrangerStrong","Strong","white","Self = Positive",966.852168,0.966852168,1
29,1,85,"Female",22,"Right","Kyrgyz","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","l","Bottom",2,"StrangerWeak","Weak","white","Self = Positive",1083.499279,1.083499279,1
29,1,86,"Female",22,"Right","Kyrgyz","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Top",2,"StrangerWeak","Weak","white","Self = Positive",950.319706,0.950319706,1
29,1,87,"Female",22,"Right","Kyrgyz","Self","Nonmatching","Stranger","Self","Self","Self","l","Top",1,"SelfStrong","Strong","white","Self = Positive",700.282595,0.700282595,0
29,1,88,"Female",22,"Right","Kyrgyz","Self","Nonmatching","Stranger","Self","Self","Self","k","Bottom",1,"SelfStrong","Strong","white","Self = Positive",1100.225981,1.100225981,1
29,1,89,"Female",22,"Right","Kyrgyz","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","l","Bottom",2,"StrangerWeak","Weak","white","Self = Positive",1033.554866,1.033554866,1
29,1,90,"Female",22,"Right","Kyrgyz","Self","Nonmatching","Stranger","Self","Self","Self","l","Top",1,"SelfStrong","Strong","white","Self = Positive",733.545707,0.733545707,0
29,1,91,"Female",22,"Right","Kyrgyz","Self","Matching","Self","Self","Self","Self","l","Top",1,"SelfStrong","Strong","white","Self = Positive",733.609269,0.733609269,1
29,1,92,"Female",22,"Right","Kyrgyz","Self","Nonmatching","Stranger","Self","Self","Self","l","Top",2,"SelfWeak","Weak","white","Self = Positive",800.292623,0.800292623,0
29,1,93,"Female",22,"Right","Kyrgyz","Self","Nonmatching","Stranger","Self","Self","Self","k","Top",2,"SelfWeak","Weak","white","Self = Positive",733.548471,0.733548471,1
29,1,94,"Female",22,"Right","Kyrgyz","Self","Matching","Self","Self","Self","Self","l","Bottom",1,"SelfStrong","Strong","white","Self = Positive",716.922047,0.716922047,1
29,1,95,"Female",22,"Right","Kyrgyz","Self","Matching","Self","Self","Self","Self","l","Bottom",2,"SelfWeak","Weak","white","Self = Positive",816.955762,0.816955762,1
29,1,96,"Female",22,"Right","Kyrgyz","Self","Matching","Self","Self","Self","Self","l","Top",2,"SelfWeak","Weak","white","Self = Positive",516.946603,0.516946603,1
29,2,1,"Female",22,"Right","Kyrgyz","Self","Nonmatching","Stranger","Self","Self","Self","None","Top",1,"SelfStrong","Strong","white","Self = Positive",NA,NA,3
29,2,2,"Female",22,"Right","Kyrgyz","Self","Matching","Self","Self","Self","Self","l","Top",1,"SelfStrong","Strong","white","Self = Positive",700.217059,0.700217059,1
29,2,3,"Female",22,"Right","Kyrgyz","Self","Nonmatching","Stranger","Self","Self","Self","l","Top",2,"SelfWeak","Weak","white","Self = Positive",783.561973,0.783561973,0
29,2,4,"Female",22,"Right","Kyrgyz","Self","Nonmatching","Stranger","Self","Self","Self","l","Bottom",2,"SelfWeak","Weak","white","Self = Positive",1050.243668,1.050243668,0
29,2,5,"Female",22,"Right","Kyrgyz","Self","Matching","Self","Self","Self","Self","l","Bottom",1,"SelfStrong","Strong","white","Self = Positive",600.267435,0.600267435,1
29,2,6,"Female",22,"Right","Kyrgyz","Self","Nonmatching","Stranger","Self","Self","Self","l","Top",1,"SelfStrong","Strong","white","Self = Positive",533.590793,0.533590793,0
29,2,7,"Female",22,"Right","Kyrgyz","Self","Matching","Self","Self","Self","Self","l","Bottom",1,"SelfStrong","Strong","white","Self = Positive",716.979687,0.716979687,1
29,2,8,"Female",22,"Right","Kyrgyz","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Bottom",2,"StrangerWeak","Weak","white","Self = Positive",801.896677,0.801896677,1
29,2,9,"Female",22,"Right","Kyrgyz","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","l","Bottom",2,"StrangerWeak","Weak","white","Self = Positive",800.307625,0.800307625,1
29,2,10,"Female",22,"Right","Kyrgyz","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","l","Bottom",1,"StrangerStrong","Strong","white","Self = Positive",633.539232,0.633539232,1
29,2,11,"Female",22,"Right","Kyrgyz","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Bottom",1,"StrangerStrong","Strong","white","Self = Positive",783.5675,0.7835675,1
29,2,12,"Female",22,"Right","Kyrgyz","Self","Matching","Self","Self","Self","Self","l","Top",2,"SelfWeak","Weak","white","Self = Positive",883.552655,0.883552655,1
29,2,13,"Female",22,"Right","Kyrgyz","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","l","Top",2,"StrangerWeak","Weak","white","Self = Positive",916.873408,0.916873408,1
29,2,14,"Female",22,"Right","Kyrgyz","Self","Matching","Self","Self","Self","Self","l","Top",2,"SelfWeak","Weak","white","Self = Positive",1000.256222,1.000256222,1
29,2,15,"Female",22,"Right","Kyrgyz","Self","Matching","Self","Self","Self","Self","l","Top",1,"SelfStrong","Strong","white","Self = Positive",650.21619,0.65021619,1
29,2,16,"Female",22,"Right","Kyrgyz","Self","Nonmatching","Stranger","Self","Self","Self","k","Top",2,"SelfWeak","Weak","white","Self = Positive",966.916915,0.966916915,1
29,2,17,"Female",22,"Right","Kyrgyz","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","l","Bottom",2,"StrangerWeak","Weak","white","Self = Positive",1016.900807,1.016900807,1
29,2,18,"Female",22,"Right","Kyrgyz","Self","Matching","Self","Self","Self","Self","l","Bottom",2,"SelfWeak","Weak","white","Self = Positive",916.925521,0.916925521,1
29,2,19,"Female",22,"Right","Kyrgyz","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Top",2,"StrangerWeak","Weak","white","Self = Positive",850.221638,0.850221638,1
29,2,20,"Female",22,"Right","Kyrgyz","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","l","Bottom",2,"StrangerWeak","Weak","white","Self = Positive",850.220059,0.850220059,1
29,2,21,"Female",22,"Right","Kyrgyz","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","l","Bottom",2,"StrangerWeak","Weak","white","Self = Positive",866.860301,0.866860301,1
29,2,22,"Female",22,"Right","Kyrgyz","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Top",2,"StrangerWeak","Weak","white","Self = Positive",866.890305,0.866890305,1
29,2,23,"Female",22,"Right","Kyrgyz","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Bottom",1,"StrangerStrong","Strong","white","Self = Positive",916.843403,0.916843403,1
29,2,24,"Female",22,"Right","Kyrgyz","Self","Nonmatching","Stranger","Self","Self","Self","l","Top",1,"SelfStrong","Strong","white","Self = Positive",633.645827,0.633645827,0
29,2,25,"Female",22,"Right","Kyrgyz","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","l","Top",1,"StrangerStrong","Strong","white","Self = Positive",983.53031,0.98353031,1
29,2,26,"Female",22,"Right","Kyrgyz","Self","Matching","Self","Self","Self","Self","l","Top",1,"SelfStrong","Strong","white","Self = Positive",700.261671,0.700261671,1
29,2,27,"Female",22,"Right","Kyrgyz","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Bottom",2,"StrangerWeak","Weak","white","Self = Positive",867.011902,0.867011902,1
29,2,28,"Female",22,"Right","Kyrgyz","Self","Nonmatching","Stranger","Self","Self","Self","k","Top",1,"SelfStrong","Strong","white","Self = Positive",866.923073,0.866923073,1
29,2,29,"Female",22,"Right","Kyrgyz","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Top",1,"StrangerStrong","Strong","white","Self = Positive",850.239009,0.850239009,1
29,2,30,"Female",22,"Right","Kyrgyz","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Bottom",2,"StrangerWeak","Weak","white","Self = Positive",816.903649,0.816903649,1
29,2,31,"Female",22,"Right","Kyrgyz","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Bottom",1,"StrangerStrong","Strong","white","Self = Positive",783.57658,0.78357658,1
29,2,32,"Female",22,"Right","Kyrgyz","Self","Nonmatching","Stranger","Self","Self","Self","k","Top",2,"SelfWeak","Weak","white","Self = Positive",1200.23443,1.20023443,1
29,2,33,"Female",22,"Right","Kyrgyz","Self","Matching","Self","Self","Self","Self","k","Top",2,"SelfWeak","Weak","white","Self = Positive",967.186165,0.967186165,0
29,2,34,"Female",22,"Right","Kyrgyz","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Top",1,"StrangerStrong","Strong","white","Self = Positive",883.64109,0.88364109,1
29,2,35,"Female",22,"Right","Kyrgyz","Self","Matching","Self","Self","Self","Self","l","Bottom",1,"SelfStrong","Strong","white","Self = Positive",683.611954,0.683611954,1
29,2,36,"Female",22,"Right","Kyrgyz","Self","Nonmatching","Stranger","Self","Self","Self","k","Bottom",2,"SelfWeak","Weak","white","Self = Positive",1200.314573,1.200314573,1
29,2,37,"Female",22,"Right","Kyrgyz","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","l","Top",1,"StrangerStrong","Strong","white","Self = Positive",1100.290333,1.100290333,1
29,2,38,"Female",22,"Right","Kyrgyz","Self","Nonmatching","Stranger","Self","Self","Self","k","Bottom",2,"SelfWeak","Weak","white","Self = Positive",1316.916283,1.316916283,1
29,2,39,"Female",22,"Right","Kyrgyz","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Top",1,"StrangerStrong","Strong","white","Self = Positive",816.91194,0.81691194,1
29,2,40,"Female",22,"Right","Kyrgyz","Self","Nonmatching","Stranger","Self","Self","Self","k","Bottom",2,"SelfWeak","Weak","white","Self = Positive",1150.235535,1.150235535,1
29,2,41,"Female",22,"Right","Kyrgyz","Self","Nonmatching","Stranger","Self","Self","Self","k","Bottom",1,"SelfStrong","Strong","white","Self = Positive",916.882883,0.916882883,1
29,2,42,"Female",22,"Right","Kyrgyz","Self","Matching","Self","Self","Self","Self","l","Bottom",2,"SelfWeak","Weak","white","Self = Positive",916.889989,0.916889989,1
29,2,43,"Female",22,"Right","Kyrgyz","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Top",2,"StrangerWeak","Weak","white","Self = Positive",883.597662,0.883597662,1
