"X","Subject","Matching","Identity","Group","RT_ms","RT_sec","ACC"
31042,101,"Matching","Self",1,705,0.705,1
31043,101,"Matching","Self",1,607,0.607,1
31044,101,"Matching","Self",1,539,0.539,1
31045,101,"Matching","Self",1,750,0.75,1
31046,101,"Matching","Self",1,493,0.493,1
31047,101,"Matching","Self",1,570,0.57,1
31048,101,"Matching","Self",1,659,0.659,1
31049,101,"Matching","Self",1,643,0.643,1
31050,101,"Matching","Self",1,910,0.91,1
31051,101,"Matching","Self",1,552,0.552,1
31052,101,"Matching","Self",1,561,0.561,1
31053,101,"Matching","Self",1,568,0.568,1
31054,101,"Matching","Self",1,528,0.528,1
31055,101,"Matching","Self",1,437,0.437,1
31056,101,"Matching","Self",1,631,0.631,1
31057,101,"Matching","Self",1,499,0.499,1
31058,101,"Matching","Self",1,524,0.524,1
31059,101,"Matching","Self",1,537,0.537,1
31060,101,"Matching","Self",1,681,0.681,1
31061,101,"Matching","Self",1,708,0.708,1
31062,101,"Matching","Self",1,563,0.563,1
31063,101,"Matching","Self",1,432,0.432,1
31064,101,"Matching","Self",1,747,0.747,1
31065,101,"Matching","Self",1,799,0.799,1
31066,101,"Matching","Self",1,665,0.665,1
31067,101,"Matching","Self",1,633,0.633,1
31068,101,"Matching","Self",1,664,0.664,1
31069,101,"Matching","Self",1,730,0.73,1
31070,101,"Matching","Self",1,723,0.723,1
31071,101,"Matching","Self",1,457,0.457,1
31072,101,"Matching","Self",1,593,0.593,1
31073,101,"Matching","Self",1,576,0.576,1
31074,101,"Matching","Friend",1,592,0.592,1
31075,101,"Matching","Friend",1,472,0.472,0
31076,101,"Matching","Friend",1,575,0.575,1
31077,101,"Matching","Friend",1,569,0.569,1
31078,101,"Matching","Friend",1,430,0.43,1
31079,101,"Matching","Friend",1,603,0.603,1
31080,101,"Matching","Friend",1,806,0.806,0
31081,101,"Matching","Friend",1,471,0.471,1
31082,101,"Matching","Friend",1,505,0.505,1
31083,101,"Matching","Friend",1,652,0.652,0
31084,101,"Matching","Friend",1,534,0.534,1
31085,101,"Matching","Friend",1,901,0.901,1
31086,101,"Matching","Friend",1,717,0.717,0
31087,101,"Matching","Friend",1,610,0.61,1
31088,101,"Matching","Friend",1,318,0.318,0
31089,101,"Matching","Friend",1,288,0.288,0
31090,101,"Matching","Friend",1,669,0.669,1
31091,101,"Matching","Friend",1,624,0.624,1
31092,101,"Matching","Friend",1,499,0.499,1
31093,101,"Matching","Friend",1,787,0.787,0
31094,101,"Matching","Friend",1,448,0.448,1
31095,101,"Matching","Friend",1,691,0.691,1
31096,101,"Matching","Friend",1,514,0.514,1
31097,101,"Matching","Friend",1,744,0.744,1
31098,101,"Matching","Friend",1,476,0.476,1
31099,101,"Matching","Friend",1,514,0.514,1
31100,101,"Matching","Friend",1,581,0.581,1
31101,101,"Matching","Friend",1,800,0.8,1
31102,101,"Matching","Friend",1,507,0.507,1
31103,101,"Matching","Friend",1,700,0.7,1
31104,101,"Matching","Friend",1,484,0.484,1
31105,101,"Matching","Friend",1,552,0.552,1
31106,101,"Matching","Friend",1,711,0.711,1
31107,101,"Matching","Friend",1,432,0.432,1
31108,101,"Matching","Friend",1,627,0.627,1
31109,101,"Matching","Friend",1,709,0.709,1
31110,101,"Matching","Friend",1,522,0.522,1
31111,101,"Matching","Friend",1,611,0.611,1
31112,101,"Matching","Friend",1,504,0.504,1
31113,101,"Matching","Friend",1,505,0.505,1
31114,101,"Matching","Friend",1,474,0.474,1
31115,101,"Matching","Friend",1,512,0.512,1
31116,101,"Matching","Friend",1,676,0.676,1
31117,101,"Matching","Friend",1,692,0.692,1
31118,101,"Matching","Friend",1,603,0.603,1
31119,101,"Matching","Friend",1,513,0.513,0
31120,101,"Matching","Friend",1,559,0.559,1
31121,101,"Matching","Friend",1,874,0.874,1
31122,101,"Matching","Friend",1,716,0.716,1
31123,101,"Matching","Friend",1,694,0.694,1
31124,101,"Matching","Friend",1,616,0.616,1
31125,101,"Matching","Friend",1,631,0.631,1
31126,101,"Matching","Friend",1,580,0.58,1
31127,101,"Matching","Friend",1,861,0.861,1
31128,101,"Matching","Friend",1,584,0.584,1
31129,101,"Matching","Friend",1,474,0.474,1
31130,101,"Matching","Friend",1,562,0.562,1
31131,101,"Matching","Friend",1,705,0.705,1
31132,101,"Matching","Stranger",1,486,0.486,1
31133,101,"Matching","Stranger",1,656,0.656,1
31134,101,"Matching","Stranger",1,619,0.619,1
31135,101,"Matching","Stranger",1,560,0.56,1
31136,101,"Matching","Stranger",1,665,0.665,1
31137,101,"Matching","Stranger",1,418,0.418,1
31138,101,"Matching","Stranger",1,745,0.745,1
31139,101,"Matching","Stranger",1,519,0.519,1
31140,101,"Matching","Stranger",1,531,0.531,1
31141,101,"Matching","Stranger",1,464,0.464,1
31142,101,"Matching","Stranger",1,813,0.813,1
31143,101,"Matching","Stranger",1,525,0.525,1
31144,101,"Matching","Stranger",1,753,0.753,1
31145,101,"Matching","Stranger",1,514,0.514,1
31146,101,"Matching","Stranger",1,422,0.422,1
31147,101,"Matching","Stranger",1,488,0.488,1
31148,101,"Matching","Stranger",1,893,0.893,1
31149,101,"Matching","Stranger",1,700,0.7,1
31150,101,"Matching","Stranger",1,551,0.551,1
31151,101,"Matching","Stranger",1,413,0.413,1
31152,101,"Matching","Stranger",1,625,0.625,1
31153,101,"Matching","Stranger",1,460,0.46,1
31154,101,"Matching","Stranger",1,481,0.481,1
31155,101,"Matching","Stranger",1,748,0.748,1
31156,101,"Matching","Stranger",1,433,0.433,1
31157,101,"Matching","Stranger",1,437,0.437,1
31158,101,"Matching","Stranger",1,633,0.633,1
31159,101,"Matching","Stranger",1,323,0.323,0
31160,101,"Matching","Stranger",1,560,0.56,1
31161,101,"Matching","Stranger",1,612,0.612,1
31162,101,"Matching","Stranger",1,566,0.566,1
31163,101,"Matching","Stranger",1,579,0.579,1
31164,101,"Matching","Stranger",1,470,0.47,1
31165,101,"Matching","Stranger",1,441,0.441,1
31166,101,"Matching","Stranger",1,426,0.426,1
31167,101,"Matching","Stranger",1,649,0.649,1
31168,101,"Matching","Stranger",1,455,0.455,0
31169,101,"Matching","Stranger",1,481,0.481,1
31170,101,"Matching","Stranger",1,545,0.545,1
31171,101,"Matching","Stranger",1,469,0.469,1
31172,101,"Matching","Stranger",1,382,0.382,1
31173,101,"Matching","Stranger",1,449,0.449,0
31174,101,"Matching","Stranger",1,480,0.48,1
31175,101,"Matching","Stranger",1,849,0.849,1
31176,101,"Matching","Stranger",1,478,0.478,1
31177,101,"Matching","Stranger",1,528,0.528,1
31178,101,"Matching","Stranger",1,613,0.613,1
31179,101,"Matching","Stranger",1,522,0.522,1
31180,101,"Matching","Stranger",1,501,0.501,1
31181,101,"Matching","Stranger",1,679,0.679,1
31182,101,"Matching","Stranger",1,717,0.717,1
31183,101,"Matching","Stranger",1,584,0.584,1
31184,101,"Matching","Stranger",1,741,0.741,1
31185,101,"Matching","Stranger",1,509,0.509,1
31186,101,"Matching","Stranger",1,758,0.758,1
31187,101,"Nonmatching","Self",1,551,0.551,1
31188,101,"Nonmatching","Self",1,398,0.398,1
31189,101,"Nonmatching","Self",1,505,0.505,1
31190,101,"Nonmatching","Self",1,407,0.407,1
31191,101,"Nonmatching","Self",1,347,0.347,1
31192,101,"Nonmatching","Self",1,377,0.377,0
31193,101,"Nonmatching","Self",1,375,0.375,1
31194,101,"Nonmatching","Self",1,474,0.474,0
31195,101,"Nonmatching","Self",1,377,0.377,1
31196,101,"Nonmatching","Self",1,429,0.429,1
31197,101,"Nonmatching","Self",1,307,0.307,1
31198,101,"Nonmatching","Self",1,342,0.342,0
31199,101,"Nonmatching","Self",1,417,0.417,1
31200,101,"Nonmatching","Self",1,482,0.482,1
31201,101,"Nonmatching","Self",1,386,0.386,1
31202,101,"Nonmatching","Self",1,450,0.45,1
31203,101,"Nonmatching","Self",1,470,0.47,1
31204,101,"Nonmatching","Self",1,395,0.395,1
31205,101,"Nonmatching","Self",1,336,0.336,1
31206,101,"Nonmatching","Self",1,492,0.492,1
31207,101,"Nonmatching","Self",1,460,0.46,1
31208,101,"Nonmatching","Self",1,363,0.363,1
31209,101,"Nonmatching","Self",1,387,0.387,1
31210,101,"Nonmatching","Self",1,406,0.406,0
31211,101,"Nonmatching","Self",1,416,0.416,0
31212,101,"Nonmatching","Self",1,450,0.45,1
31213,101,"Nonmatching","Self",1,321,0.321,1
31214,101,"Nonmatching","Self",1,534,0.534,1
31215,101,"Nonmatching","Self",1,371,0.371,1
31216,101,"Nonmatching","Self",1,384,0.384,1
31217,101,"Nonmatching","Self",1,402,0.402,1
31218,101,"Nonmatching","Self",1,420,0.42,1
31219,101,"Nonmatching","Self",1,447,0.447,1
31220,101,"Nonmatching","Self",1,431,0.431,1
31221,101,"Nonmatching","Self",1,373,0.373,1
31222,101,"Nonmatching","Self",1,357,0.357,1
31223,101,"Nonmatching","Self",1,380,0.38,0
31224,101,"Nonmatching","Self",1,404,0.404,1
31225,101,"Nonmatching","Self",1,678,0.678,1
31226,101,"Nonmatching","Self",1,438,0.438,1
31227,101,"Nonmatching","Self",1,437,0.437,1
31228,101,"Nonmatching","Self",1,562,0.562,0
31229,101,"Nonmatching","Self",1,361,0.361,1
31230,101,"Nonmatching","Self",1,365,0.365,1
31231,101,"Nonmatching","Self",1,589,0.589,1
31232,101,"Nonmatching","Self",1,391,0.391,1
31233,101,"Nonmatching","Self",1,344,0.344,1
31234,101,"Nonmatching","Self",1,547,0.547,1
31235,101,"Nonmatching","Self",1,485,0.485,1
31236,101,"Nonmatching","Self",1,594,0.594,1
31237,101,"Nonmatching","Self",1,407,0.407,1
31238,101,"Nonmatching","Self",1,609,0.609,1
31239,101,"Nonmatching","Self",1,538,0.538,1
31240,101,"Nonmatching","Self",1,421,0.421,1
31241,101,"Nonmatching","Self",1,431,0.431,1
31242,101,"Nonmatching","Self",1,629,0.629,1
31243,101,"Nonmatching","Self",1,599,0.599,1
31244,101,"Nonmatching","Self",1,577,0.577,1
31245,101,"Nonmatching","Self",1,539,0.539,1
31246,101,"Nonmatching","Self",1,525,0.525,1
31247,101,"Nonmatching","Friend",1,510,0.51,0
31248,101,"Nonmatching","Friend",1,757,0.757,1
31249,101,"Nonmatching","Friend",1,605,0.605,1
31250,101,"Nonmatching","Friend",1,400,0.4,0
31251,101,"Nonmatching","Friend",1,655,0.655,1
31252,101,"Nonmatching","Friend",1,423,0.423,0
31253,101,"Nonmatching","Friend",1,759,0.759,1
31254,101,"Nonmatching","Friend",1,467,0.467,0
31255,101,"Nonmatching","Friend",1,403,0.403,1
31256,101,"Nonmatching","Friend",1,785,0.785,1
31257,101,"Nonmatching","Friend",1,646,0.646,1
31258,101,"Nonmatching","Friend",1,304,0.304,1
31259,101,"Nonmatching","Friend",1,644,0.644,1
31260,101,"Nonmatching","Friend",1,717,0.717,1
31261,101,"Nonmatching","Friend",1,545,0.545,1
31262,101,"Nonmatching","Friend",1,701,0.701,1
31263,101,"Nonmatching","Friend",1,378,0.378,0
31264,101,"Nonmatching","Friend",1,668,0.668,1
31265,101,"Nonmatching","Friend",1,592,0.592,1
31266,101,"Nonmatching","Friend",1,527,0.527,1
31267,101,"Nonmatching","Friend",1,688,0.688,1
31268,101,"Nonmatching","Friend",1,506,0.506,1
31269,101,"Nonmatching","Friend",1,525,0.525,1
31270,101,"Nonmatching","Friend",1,495,0.495,0
31271,101,"Nonmatching","Friend",1,511,0.511,0
31272,101,"Nonmatching","Friend",1,574,0.574,1
31273,101,"Nonmatching","Friend",1,514,0.514,0
31274,101,"Nonmatching","Friend",1,672,0.672,1
31275,101,"Nonmatching","Friend",1,489,0.489,1
31276,101,"Nonmatching","Friend",1,917,0.917,0
31277,101,"Nonmatching","Friend",1,493,0.493,1
31278,101,"Nonmatching","Friend",1,616,0.616,1
31279,101,"Nonmatching","Friend",1,877,0.877,1
31280,101,"Nonmatching","Friend",1,600,0.6,1
31281,101,"Nonmatching","Friend",1,697,0.697,1
31282,101,"Nonmatching","Friend",1,524,0.524,1
31283,101,"Nonmatching","Friend",1,446,0.446,0
31284,101,"Nonmatching","Friend",1,549,0.549,1
31285,101,"Nonmatching","Friend",1,332,0.332,1
31286,101,"Nonmatching","Friend",1,567,0.567,1
31287,101,"Nonmatching","Friend",1,660,0.66,0
31288,101,"Nonmatching","Friend",1,607,0.607,1
31289,101,"Nonmatching","Friend",1,527,0.527,0
31290,101,"Nonmatching","Friend",1,601,0.601,1
31291,101,"Nonmatching","Friend",1,531,0.531,0
31292,101,"Nonmatching","Friend",1,603,0.603,1
31293,101,"Nonmatching","Friend",1,657,0.657,1
31294,101,"Nonmatching","Friend",1,628,0.628,1
31295,101,"Nonmatching","Friend",1,670,0.67,1
31296,101,"Nonmatching","Friend",1,612,0.612,0
31297,101,"Nonmatching","Friend",1,630,0.63,1
31298,101,"Nonmatching","Friend",1,568,0.568,1
31299,101,"Nonmatching","Friend",1,587,0.587,1
31300,101,"Nonmatching","Friend",1,557,0.557,1
31301,101,"Nonmatching","Friend",1,702,0.702,1
31302,101,"Nonmatching","Friend",1,371,0.371,1
31303,101,"Nonmatching","Friend",1,421,0.421,0
31304,101,"Nonmatching","Stranger",1,764,0.764,1
31305,101,"Nonmatching","Stranger",1,705,0.705,0
31306,101,"Nonmatching","Stranger",1,487,0.487,1
31307,101,"Nonmatching","Stranger",1,424,0.424,1
31308,101,"Nonmatching","Stranger",1,399,0.399,1
31309,101,"Nonmatching","Stranger",1,542,0.542,0
31310,101,"Nonmatching","Stranger",1,460,0.46,1
31311,101,"Nonmatching","Stranger",1,376,0.376,0
31312,101,"Nonmatching","Stranger",1,677,0.677,1
31313,101,"Nonmatching","Stranger",1,513,0.513,1
31314,101,"Nonmatching","Stranger",1,379,0.379,0
31315,101,"Nonmatching","Stranger",1,862,0.862,1
31316,101,"Nonmatching","Stranger",1,389,0.389,1
31317,101,"Nonmatching","Stranger",1,617,0.617,1
31318,101,"Nonmatching","Stranger",1,639,0.639,1
31319,101,"Nonmatching","Stranger",1,650,0.65,1
31320,101,"Nonmatching","Stranger",1,454,0.454,1
31321,101,"Nonmatching","Stranger",1,665,0.665,1
31322,101,"Nonmatching","Stranger",1,480,0.48,1
31323,101,"Nonmatching","Stranger",1,470,0.47,1
31324,101,"Nonmatching","Stranger",1,629,0.629,1
31325,101,"Nonmatching","Stranger",1,648,0.648,1
31326,101,"Nonmatching","Stranger",1,520,0.52,0
31327,101,"Nonmatching","Stranger",1,478,0.478,1
31328,101,"Nonmatching","Stranger",1,299,0.299,1
31329,101,"Nonmatching","Stranger",1,563,0.563,1
31330,101,"Nonmatching","Stranger",1,703,0.703,1
31331,101,"Nonmatching","Stranger",1,541,0.541,1
31332,101,"Nonmatching","Stranger",1,505,0.505,1
31333,101,"Nonmatching","Stranger",1,722,0.722,1
31334,101,"Nonmatching","Stranger",1,615,0.615,1
31335,101,"Nonmatching","Stranger",1,492,0.492,1
31336,101,"Nonmatching","Stranger",1,398,0.398,1
31337,101,"Nonmatching","Stranger",1,499,0.499,1
31338,101,"Nonmatching","Stranger",1,451,0.451,1
31339,101,"Nonmatching","Stranger",1,437,0.437,1
31340,101,"Nonmatching","Stranger",1,664,0.664,1
31341,101,"Nonmatching","Stranger",1,589,0.589,1
31342,101,"Nonmatching","Stranger",1,458,0.458,1
31343,101,"Nonmatching","Stranger",1,518,0.518,1
31344,101,"Nonmatching","Stranger",1,432,0.432,1
31345,101,"Nonmatching","Stranger",1,529,0.529,1
31346,101,"Nonmatching","Stranger",1,307,0.307,1
31347,101,"Nonmatching","Stranger",1,554,0.554,1
31348,101,"Nonmatching","Stranger",1,755,0.755,1
31349,101,"Nonmatching","Stranger",1,517,0.517,1
31350,101,"Nonmatching","Stranger",1,370,0.37,0
31351,101,"Nonmatching","Stranger",1,548,0.548,1
31352,101,"Nonmatching","Stranger",1,525,0.525,1
31353,101,"Nonmatching","Stranger",1,483,0.483,1
31354,101,"Nonmatching","Stranger",1,461,0.461,1
31355,101,"Nonmatching","Stranger",1,504,0.504,1
31356,101,"Nonmatching","Stranger",1,502,0.502,1
31357,101,"Nonmatching","Stranger",1,652,0.652,1
31358,101,"Nonmatching","Stranger",1,598,0.598,1
31359,101,"Nonmatching","Stranger",1,487,0.487,1
31360,101,"Nonmatching","Stranger",1,718,0.718,1
31361,101,"Nonmatching","Stranger",1,571,0.571,1
31362,101,"Nonmatching","Stranger",1,574,0.574,0
31363,102,"Matching","Self",2,491,0.491,1
31364,102,"Matching","Self",2,473,0.473,1
31365,102,"Matching","Self",2,546,0.546,1
31366,102,"Matching","Self",2,437,0.437,1
31367,102,"Matching","Self",2,461,0.461,1
31368,102,"Matching","Self",2,342,0.342,1
31369,102,"Matching","Self",2,394,0.394,1
31370,102,"Matching","Self",2,430,0.43,0
31371,102,"Matching","Self",2,515,0.515,1
31372,102,"Matching","Self",2,447,0.447,1
31373,102,"Matching","Self",2,490,0.49,1
31374,102,"Matching","Self",2,572,0.572,1
31375,102,"Matching","Self",2,589,0.589,1
31376,102,"Matching","Self",2,500,0.5,1
31377,102,"Matching","Self",2,443,0.443,1
31378,102,"Matching","Self",2,387,0.387,1
31379,102,"Matching","Self",2,408,0.408,1
31380,102,"Matching","Self",2,380,0.38,1
31381,102,"Matching","Self",2,454,0.454,1
31382,102,"Matching","Self",2,458,0.458,1
31383,102,"Matching","Self",2,577,0.577,1
31384,102,"Matching","Self",2,347,0.347,1
31385,102,"Matching","Self",2,460,0.46,1
31386,102,"Matching","Self",2,507,0.507,1
31387,102,"Matching","Self",2,544,0.544,1
31388,102,"Matching","Self",2,648,0.648,1
31389,102,"Matching","Self",2,477,0.477,0
31390,102,"Matching","Self",2,468,0.468,1
31391,102,"Matching","Self",2,464,0.464,1
31392,102,"Matching","Self",2,480,0.48,1
31393,102,"Matching","Self",2,433,0.433,1
31394,102,"Matching","Self",2,513,0.513,1
31395,102,"Matching","Self",2,474,0.474,1
31396,102,"Matching","Self",2,442,0.442,1
31397,102,"Matching","Self",2,505,0.505,1
31398,102,"Matching","Self",2,482,0.482,1
31399,102,"Matching","Self",2,519,0.519,1
31400,102,"Matching","Self",2,482,0.482,1
31401,102,"Matching","Self",2,595,0.595,1
31402,102,"Matching","Self",2,488,0.488,1
31403,102,"Matching","Self",2,420,0.42,1
31404,102,"Matching","Self",2,554,0.554,1
31405,102,"Matching","Self",2,410,0.41,1
31406,102,"Matching","Self",2,504,0.504,1
31407,102,"Matching","Self",2,318,0.318,0
31408,102,"Matching","Self",2,507,0.507,1
31409,102,"Matching","Self",2,451,0.451,1
31410,102,"Matching","Self",2,524,0.524,1
31411,102,"Matching","Self",2,357,0.357,1
31412,102,"Matching","Self",2,432,0.432,1
31413,102,"Matching","Self",2,728,0.728,0
31414,102,"Matching","Self",2,733,0.733,1
31415,102,"Matching","Self",2,489,0.489,1
31416,102,"Matching","Self",2,562,0.562,1
31417,102,"Matching","Self",2,402,0.402,1
31418,102,"Matching","Self",2,466,0.466,1
31419,102,"Matching","Self",2,458,0.458,1
31420,102,"Matching","Self",2,530,0.53,1
31421,102,"Matching","Self",2,533,0.533,1
31422,102,"Matching","Self",2,440,0.44,1
31423,102,"Matching","Friend",2,544,0.544,1
31424,102,"Matching","Friend",2,695,0.695,1
31425,102,"Matching","Friend",2,576,0.576,1
31426,102,"Matching","Friend",2,492,0.492,1
31427,102,"Matching","Friend",2,573,0.573,1
31428,102,"Matching","Friend",2,688,0.688,1
31429,102,"Matching","Friend",2,529,0.529,1
31430,102,"Matching","Friend",2,560,0.56,1
31431,102,"Matching","Friend",2,481,0.481,0
31432,102,"Matching","Friend",2,552,0.552,1
31433,102,"Matching","Friend",2,858,0.858,0
31434,102,"Matching","Friend",2,457,0.457,1
31435,102,"Matching","Friend",2,501,0.501,1
31436,102,"Matching","Friend",2,699,0.699,1
31437,102,"Matching","Friend",2,558,0.558,1
31438,102,"Matching","Friend",2,560,0.56,1
31439,102,"Matching","Friend",2,478,0.478,1
31440,102,"Matching","Friend",2,627,0.627,1
31441,102,"Matching","Friend",2,793,0.793,1
31442,102,"Matching","Friend",2,381,0.381,1
31443,102,"Matching","Friend",2,531,0.531,1
31444,102,"Matching","Friend",2,522,0.522,1
31445,102,"Matching","Friend",2,460,0.46,1
31446,102,"Matching","Friend",2,528,0.528,1
31447,102,"Matching","Friend",2,519,0.519,1
31448,102,"Matching","Friend",2,641,0.641,1
31449,102,"Matching","Friend",2,695,0.695,1
31450,102,"Matching","Friend",2,464,0.464,1
31451,102,"Matching","Friend",2,500,0.5,1
31452,102,"Matching","Friend",2,534,0.534,1
31453,102,"Matching","Friend",2,475,0.475,1
31454,102,"Matching","Friend",2,418,0.418,1
31455,102,"Matching","Friend",2,504,0.504,0
31456,102,"Matching","Friend",2,350,0.35,1
31457,102,"Matching","Friend",2,621,0.621,1
31458,102,"Matching","Friend",2,443,0.443,1
31459,102,"Matching","Friend",2,680,0.68,1
31460,102,"Matching","Friend",2,424,0.424,1
31461,102,"Matching","Friend",2,544,0.544,1
31462,102,"Matching","Friend",2,589,0.589,1
31463,102,"Matching","Friend",2,504,0.504,1
31464,102,"Matching","Friend",2,525,0.525,1
31465,102,"Matching","Friend",2,664,0.664,0
31466,102,"Matching","Friend",2,450,0.45,1
31467,102,"Matching","Friend",2,497,0.497,1
31468,102,"Matching","Friend",2,497,0.497,1
31469,102,"Matching","Friend",2,531,0.531,1
31470,102,"Matching","Friend",2,651,0.651,1
31471,102,"Matching","Friend",2,591,0.591,1
31472,102,"Matching","Friend",2,517,0.517,1
31473,102,"Matching","Friend",2,589,0.589,1
31474,102,"Matching","Friend",2,459,0.459,1
31475,102,"Matching","Friend",2,573,0.573,1
31476,102,"Matching","Friend",2,655,0.655,0
31477,102,"Matching","Friend",2,254,0.254,1
31478,102,"Matching","Friend",2,691,0.691,1
31479,102,"Matching","Friend",2,506,0.506,1
31480,102,"Matching","Friend",2,564,0.564,1
31481,102,"Matching","Friend",2,753,0.753,1
31482,102,"Matching","Friend",2,487,0.487,1
31483,102,"Matching","Stranger",2,743,0.743,1
31484,102,"Matching","Stranger",2,743,0.743,1
31485,102,"Matching","Stranger",2,919,0.919,1
31486,102,"Matching","Stranger",2,800,0.8,1
31487,102,"Matching","Stranger",2,806,0.806,1
31488,102,"Matching","Stranger",2,687,0.687,1
31489,102,"Matching","Stranger",2,626,0.626,1
31490,102,"Matching","Stranger",2,355,0.355,1
31491,102,"Matching","Stranger",2,607,0.607,1
31492,102,"Matching","Stranger",2,461,0.461,0
31493,102,"Matching","Stranger",2,713,0.713,1
31494,102,"Matching","Stranger",2,700,0.7,1
31495,102,"Matching","Stranger",2,683,0.683,1
31496,102,"Matching","Stranger",2,486,0.486,0
31497,102,"Matching","Stranger",2,399,0.399,1
31498,102,"Matching","Stranger",2,537,0.537,1
31499,102,"Matching","Stranger",2,745,0.745,1
31500,102,"Matching","Stranger",2,589,0.589,0
31501,102,"Matching","Stranger",2,801,0.801,1
31502,102,"Matching","Stranger",2,470,0.47,0
31503,102,"Matching","Stranger",2,583,0.583,1
31504,102,"Matching","Stranger",2,907,0.907,1
31505,102,"Matching","Stranger",2,683,0.683,1
31506,102,"Matching","Stranger",2,798,0.798,1
31507,102,"Matching","Stranger",2,636,0.636,1
31508,102,"Matching","Stranger",2,679,0.679,1
31509,102,"Matching","Stranger",2,488,0.488,1
31510,102,"Matching","Stranger",2,594,0.594,1
31511,102,"Matching","Stranger",2,424,0.424,0
31512,102,"Matching","Stranger",2,619,0.619,0
31513,102,"Matching","Stranger",2,450,0.45,0
31514,102,"Matching","Stranger",2,543,0.543,1
31515,102,"Matching","Stranger",2,422,0.422,1
31516,102,"Matching","Stranger",2,672,0.672,1
31517,102,"Matching","Stranger",2,740,0.74,0
31518,102,"Matching","Stranger",2,755,0.755,0
31519,102,"Matching","Stranger",2,553,0.553,1
31520,102,"Matching","Stranger",2,506,0.506,0
31521,102,"Matching","Stranger",2,764,0.764,1
31522,102,"Matching","Stranger",2,647,0.647,1
31523,102,"Matching","Stranger",2,755,0.755,1
31524,102,"Matching","Stranger",2,720,0.72,1
31525,102,"Matching","Stranger",2,620,0.62,1
31526,102,"Matching","Stranger",2,571,0.571,0
31527,102,"Matching","Stranger",2,689,0.689,0
31528,102,"Matching","Stranger",2,520,0.52,1
31529,102,"Matching","Stranger",2,737,0.737,1
31530,102,"Matching","Stranger",2,507,0.507,0
31531,102,"Matching","Stranger",2,576,0.576,1
31532,102,"Matching","Stranger",2,414,0.414,0
31533,102,"Matching","Stranger",2,524,0.524,1
31534,102,"Matching","Stranger",2,620,0.62,1
31535,102,"Matching","Stranger",2,561,0.561,1
31536,102,"Matching","Stranger",2,622,0.622,1
31537,102,"Matching","Stranger",2,472,0.472,1
31538,102,"Matching","Stranger",2,484,0.484,1
31539,102,"Matching","Stranger",2,529,0.529,0
31540,102,"Matching","Stranger",2,560,0.56,1
31541,102,"Matching","Stranger",2,850,0.85,1
31542,102,"Nonmatching","Self",2,542,0.542,0
31543,102,"Nonmatching","Self",2,673,0.673,1
31544,102,"Nonmatching","Self",2,704,0.704,1
31545,102,"Nonmatching","Self",2,674,0.674,1
31546,102,"Nonmatching","Self",2,625,0.625,1
31547,102,"Nonmatching","Self",2,761,0.761,1
31548,102,"Nonmatching","Self",2,524,0.524,1
31549,102,"Nonmatching","Self",2,776,0.776,0
31550,102,"Nonmatching","Self",2,721,0.721,1
31551,102,"Nonmatching","Self",2,704,0.704,0
31552,102,"Nonmatching","Self",2,588,0.588,1
31553,102,"Nonmatching","Self",2,533,0.533,1
31554,102,"Nonmatching","Self",2,536,0.536,1
31555,102,"Nonmatching","Self",2,621,0.621,1
31556,102,"Nonmatching","Self",2,542,0.542,1
31557,102,"Nonmatching","Self",2,537,0.537,1
31558,102,"Nonmatching","Self",2,569,0.569,1
31559,102,"Nonmatching","Self",2,727,0.727,1
31560,102,"Nonmatching","Self",2,639,0.639,1
31561,102,"Nonmatching","Self",2,492,0.492,1
31562,102,"Nonmatching","Self",2,460,0.46,0
31563,102,"Nonmatching","Self",2,600,0.6,1
31564,102,"Nonmatching","Self",2,723,0.723,1
31565,102,"Nonmatching","Self",2,596,0.596,0
31566,102,"Nonmatching","Self",2,531,0.531,1
31567,102,"Nonmatching","Self",2,647,0.647,1
31568,102,"Nonmatching","Self",2,514,0.514,1
31569,102,"Nonmatching","Self",2,547,0.547,1
31570,102,"Nonmatching","Self",2,394,0.394,0
31571,102,"Nonmatching","Self",2,661,0.661,1
31572,102,"Nonmatching","Self",2,621,0.621,1
31573,102,"Nonmatching","Self",2,731,0.731,1
31574,102,"Nonmatching","Self",2,693,0.693,1
31575,102,"Nonmatching","Self",2,556,0.556,1
31576,102,"Nonmatching","Self",2,454,0.454,1
31577,102,"Nonmatching","Self",2,467,0.467,1
31578,102,"Nonmatching","Self",2,582,0.582,1
31579,102,"Nonmatching","Self",2,495,0.495,1
31580,102,"Nonmatching","Self",2,536,0.536,1
31581,102,"Nonmatching","Self",2,819,0.819,1
31582,102,"Nonmatching","Self",2,689,0.689,1
31583,102,"Nonmatching","Self",2,737,0.737,1
31584,102,"Nonmatching","Self",2,503,0.503,1
31585,102,"Nonmatching","Self",2,673,0.673,1
31586,102,"Nonmatching","Self",2,733,0.733,1
31587,102,"Nonmatching","Self",2,541,0.541,1
31588,102,"Nonmatching","Self",2,629,0.629,1
31589,102,"Nonmatching","Self",2,553,0.553,1
31590,102,"Nonmatching","Self",2,556,0.556,1
31591,102,"Nonmatching","Self",2,677,0.677,1
31592,102,"Nonmatching","Self",2,594,0.594,1
31593,102,"Nonmatching","Self",2,607,0.607,1
31594,102,"Nonmatching","Self",2,644,0.644,1
31595,102,"Nonmatching","Self",2,628,0.628,1
