"X","Subject","Matching","Identity","Group","RT_ms","RT_sec","ACC"
1658,7,"Nonmatching","Friend",2,479,0.479,1
1659,7,"Nonmatching","Friend",2,526,0.526,1
1660,7,"Nonmatching","Friend",2,552,0.552,1
1661,7,"Nonmatching","Friend",2,487,0.487,1
1662,7,"Nonmatching","Friend",2,570,0.57,1
1663,7,"Nonmatching","Friend",2,853,0.853,1
1664,7,"Nonmatching","Friend",2,516,0.516,1
1665,7,"Nonmatching","Friend",2,819,0.819,1
1666,7,"Nonmatching","Friend",2,536,0.536,1
1667,7,"Nonmatching","Friend",2,603,0.603,0
1668,7,"Nonmatching","Friend",2,648,0.648,1
1669,7,"Nonmatching","Friend",2,617,0.617,0
1670,7,"Nonmatching","Friend",2,448,0.448,1
1671,7,"Nonmatching","Friend",2,539,0.539,1
1672,7,"Nonmatching","Friend",2,1105,1.105,0
1673,7,"Nonmatching","Friend",2,626,0.626,1
1674,7,"Nonmatching","Friend",2,604,0.604,1
1675,7,"Nonmatching","Friend",2,591,0.591,1
1676,7,"Nonmatching","Friend",2,439,0.439,1
1677,7,"Nonmatching","Friend",2,563,0.563,1
1678,7,"Nonmatching","Friend",2,438,0.438,1
1679,7,"Nonmatching","Friend",2,466,0.466,1
1680,7,"Nonmatching","Friend",2,462,0.462,1
1681,7,"Nonmatching","Friend",2,449,0.449,1
1682,7,"Nonmatching","Friend",2,622,0.622,1
1683,7,"Nonmatching","Friend",2,650,0.65,0
1684,7,"Nonmatching","Friend",2,469,0.469,1
1685,7,"Nonmatching","Friend",2,584,0.584,0
1686,7,"Nonmatching","Friend",2,482,0.482,1
1687,7,"Nonmatching","Friend",2,491,0.491,0
1688,7,"Nonmatching","Friend",2,675,0.675,1
1689,7,"Nonmatching","Friend",2,725,0.725,1
1690,7,"Nonmatching","Friend",2,460,0.46,1
1691,7,"Nonmatching","Friend",2,513,0.513,1
1692,7,"Nonmatching","Friend",2,467,0.467,1
1693,7,"Nonmatching","Friend",2,344,0.344,1
1694,7,"Nonmatching","Friend",2,491,0.491,1
1695,7,"Nonmatching","Friend",2,993,0.993,1
1696,7,"Nonmatching","Friend",2,467,0.467,1
1697,7,"Nonmatching","Stranger",2,639,0.639,1
1698,7,"Nonmatching","Stranger",2,395,0.395,1
1699,7,"Nonmatching","Stranger",2,515,0.515,1
1700,7,"Nonmatching","Stranger",2,500,0.5,1
1701,7,"Nonmatching","Stranger",2,618,0.618,1
1702,7,"Nonmatching","Stranger",2,748,0.748,1
1703,7,"Nonmatching","Stranger",2,569,0.569,1
1704,7,"Nonmatching","Stranger",2,526,0.526,1
1705,7,"Nonmatching","Stranger",2,566,0.566,1
1706,7,"Nonmatching","Stranger",2,461,0.461,0
1707,7,"Nonmatching","Stranger",2,510,0.51,1
1708,7,"Nonmatching","Stranger",2,507,0.507,1
1709,7,"Nonmatching","Stranger",2,511,0.511,1
1710,7,"Nonmatching","Stranger",2,448,0.448,1
1711,7,"Nonmatching","Stranger",2,450,0.45,1
1712,7,"Nonmatching","Stranger",2,494,0.494,0
1713,7,"Nonmatching","Stranger",2,471,0.471,1
1714,7,"Nonmatching","Stranger",2,638,0.638,1
1715,7,"Nonmatching","Stranger",2,596,0.596,1
1716,7,"Nonmatching","Stranger",2,521,0.521,1
1717,7,"Nonmatching","Stranger",2,607,0.607,1
1718,7,"Nonmatching","Stranger",2,477,0.477,1
1719,7,"Nonmatching","Stranger",2,510,0.51,1
1720,7,"Nonmatching","Stranger",2,745,0.745,1
1721,7,"Nonmatching","Stranger",2,462,0.462,1
1722,7,"Nonmatching","Stranger",2,587,0.587,1
1723,7,"Nonmatching","Stranger",2,579,0.579,1
1724,7,"Nonmatching","Stranger",2,618,0.618,1
1725,7,"Nonmatching","Stranger",2,532,0.532,1
1726,7,"Nonmatching","Stranger",2,482,0.482,1
1727,7,"Nonmatching","Stranger",2,859,0.859,1
1728,7,"Nonmatching","Stranger",2,594,0.594,1
1729,7,"Nonmatching","Stranger",2,557,0.557,1
1730,7,"Nonmatching","Stranger",2,499,0.499,1
1731,7,"Nonmatching","Stranger",2,576,0.576,1
1732,7,"Nonmatching","Stranger",2,686,0.686,1
1733,7,"Nonmatching","Stranger",2,557,0.557,1
1734,7,"Nonmatching","Stranger",2,506,0.506,1
1735,7,"Nonmatching","Stranger",2,831,0.831,1
1736,7,"Nonmatching","Stranger",2,616,0.616,1
1737,7,"Nonmatching","Stranger",2,478,0.478,1
1738,7,"Nonmatching","Stranger",2,363,0.363,1
1739,7,"Nonmatching","Stranger",2,346,0.346,0
1740,7,"Nonmatching","Stranger",2,545,0.545,1
1741,7,"Nonmatching","Stranger",2,750,0.75,1
1742,7,"Nonmatching","Stranger",2,484,0.484,1
1743,7,"Nonmatching","Stranger",2,485,0.485,1
1744,7,"Nonmatching","Stranger",2,537,0.537,1
1745,7,"Nonmatching","Stranger",2,583,0.583,1
1746,7,"Nonmatching","Stranger",2,741,0.741,1
1747,7,"Nonmatching","Stranger",2,589,0.589,1
1748,7,"Nonmatching","Stranger",2,504,0.504,1
1749,7,"Nonmatching","Stranger",2,589,0.589,1
1750,7,"Nonmatching","Stranger",2,489,0.489,1
1751,7,"Nonmatching","Stranger",2,506,0.506,1
1752,7,"Nonmatching","Stranger",2,481,0.481,1
1753,7,"Nonmatching","Stranger",2,556,0.556,1
1754,7,"Nonmatching","Stranger",2,450,0.45,1
1755,7,"Nonmatching","Stranger",2,830,0.83,1
1756,7,"Nonmatching","Stranger",2,643,0.643,1
1757,8,"Matching","Self",1,743,0.743,1
1758,8,"Matching","Self",1,573,0.573,1
1759,8,"Matching","Self",1,616,0.616,1
1760,8,"Matching","Self",1,683,0.683,1
1761,8,"Matching","Self",1,625,0.625,1
1762,8,"Matching","Self",1,591,0.591,1
1763,8,"Matching","Self",1,565,0.565,1
1764,8,"Matching","Self",1,492,0.492,1
1765,8,"Matching","Self",1,664,0.664,1
1766,8,"Matching","Self",1,281,0.281,1
1767,8,"Matching","Self",1,542,0.542,1
1768,8,"Matching","Self",1,637,0.637,1
1769,8,"Matching","Self",1,530,0.53,1
1770,8,"Matching","Self",1,643,0.643,1
1771,8,"Matching","Self",1,709,0.709,1
1772,8,"Matching","Self",1,260,0.26,1
1773,8,"Matching","Self",1,510,0.51,1
1774,8,"Matching","Self",1,432,0.432,1
1775,8,"Matching","Self",1,535,0.535,1
1776,8,"Matching","Self",1,704,0.704,1
1777,8,"Matching","Self",1,657,0.657,1
1778,8,"Matching","Self",1,504,0.504,1
1779,8,"Matching","Self",1,621,0.621,1
1780,8,"Matching","Self",1,389,0.389,1
1781,8,"Matching","Self",1,353,0.353,1
1782,8,"Matching","Self",1,537,0.537,1
1783,8,"Matching","Self",1,267,0.267,1
1784,8,"Matching","Self",1,527,0.527,1
1785,8,"Matching","Self",1,338,0.338,1
1786,8,"Matching","Self",1,528,0.528,1
1787,8,"Matching","Self",1,471,0.471,1
1788,8,"Matching","Self",1,529,0.529,1
1789,8,"Matching","Self",1,381,0.381,1
1790,8,"Matching","Self",1,598,0.598,1
1791,8,"Matching","Self",1,461,0.461,1
1792,8,"Matching","Self",1,454,0.454,1
1793,8,"Matching","Self",1,516,0.516,0
1794,8,"Matching","Self",1,465,0.465,1
1795,8,"Matching","Self",1,386,0.386,1
1796,8,"Matching","Self",1,404,0.404,1
1797,8,"Matching","Self",1,462,0.462,1
1798,8,"Matching","Self",1,824,0.824,0
1799,8,"Matching","Self",1,416,0.416,1
1800,8,"Matching","Self",1,449,0.449,1
1801,8,"Matching","Self",1,402,0.402,1
1802,8,"Matching","Self",1,580,0.58,1
1803,8,"Matching","Self",1,379,0.379,1
1804,8,"Matching","Self",1,404,0.404,1
1805,8,"Matching","Self",1,461,0.461,1
1806,8,"Matching","Self",1,419,0.419,0
1807,8,"Matching","Self",1,415,0.415,1
1808,8,"Matching","Self",1,409,0.409,1
1809,8,"Matching","Self",1,571,0.571,1
1810,8,"Matching","Self",1,420,0.42,1
1811,8,"Matching","Self",1,450,0.45,1
1812,8,"Matching","Self",1,406,0.406,1
1813,8,"Matching","Self",1,419,0.419,1
1814,8,"Matching","Self",1,471,0.471,1
1815,8,"Matching","Self",1,404,0.404,1
1816,8,"Matching","Self",1,386,0.386,1
1817,8,"Matching","Friend",1,771,0.771,1
1818,8,"Matching","Friend",1,935,0.935,1
1819,8,"Matching","Friend",1,836,0.836,1
1820,8,"Matching","Friend",1,621,0.621,1
1821,8,"Matching","Friend",1,665,0.665,1
1822,8,"Matching","Friend",1,741,0.741,1
1823,8,"Matching","Friend",1,755,0.755,1
1824,8,"Matching","Friend",1,451,0.451,1
1825,8,"Matching","Friend",1,608,0.608,1
1826,8,"Matching","Friend",1,493,0.493,1
1827,8,"Matching","Friend",1,491,0.491,1
1828,8,"Matching","Friend",1,944,0.944,0
1829,8,"Matching","Friend",1,755,0.755,1
1830,8,"Matching","Friend",1,624,0.624,1
1831,8,"Matching","Friend",1,451,0.451,0
1832,8,"Matching","Friend",1,756,0.756,1
1833,8,"Matching","Friend",1,594,0.594,1
1834,8,"Matching","Friend",1,706,0.706,1
1835,8,"Matching","Friend",1,492,0.492,0
1836,8,"Matching","Friend",1,434,0.434,1
1837,8,"Matching","Friend",1,612,0.612,0
1838,8,"Matching","Friend",1,499,0.499,1
1839,8,"Matching","Friend",1,499,0.499,1
1840,8,"Matching","Friend",1,403,0.403,0
1841,8,"Matching","Friend",1,531,0.531,1
1842,8,"Matching","Friend",1,552,0.552,1
1843,8,"Matching","Friend",1,565,0.565,1
1844,8,"Matching","Friend",1,398,0.398,0
1845,8,"Matching","Friend",1,391,0.391,0
1846,8,"Matching","Friend",1,441,0.441,0
1847,8,"Matching","Friend",1,682,0.682,1
1848,8,"Matching","Friend",1,390,0.39,1
1849,8,"Matching","Friend",1,525,0.525,1
1850,8,"Matching","Friend",1,524,0.524,0
1851,8,"Matching","Friend",1,434,0.434,1
1852,8,"Matching","Friend",1,457,0.457,0
1853,8,"Matching","Friend",1,505,0.505,0
1854,8,"Matching","Friend",1,731,0.731,1
1855,8,"Matching","Friend",1,727,0.727,1
1856,8,"Matching","Friend",1,536,0.536,0
1857,8,"Matching","Friend",1,492,0.492,1
1858,8,"Matching","Friend",1,705,0.705,1
1859,8,"Matching","Friend",1,718,0.718,1
1860,8,"Matching","Friend",1,556,0.556,1
1861,8,"Matching","Friend",1,557,0.557,1
1862,8,"Matching","Friend",1,655,0.655,1
1863,8,"Matching","Friend",1,721,0.721,1
1864,8,"Matching","Friend",1,507,0.507,0
1865,8,"Matching","Friend",1,533,0.533,0
1866,8,"Matching","Friend",1,465,0.465,0
1867,8,"Matching","Friend",1,608,0.608,1
1868,8,"Matching","Friend",1,484,0.484,0
1869,8,"Matching","Friend",1,571,0.571,1
1870,8,"Matching","Stranger",1,586,0.586,1
1871,8,"Matching","Stranger",1,765,0.765,1
1872,8,"Matching","Stranger",1,845,0.845,1
1873,8,"Matching","Stranger",1,674,0.674,1
1874,8,"Matching","Stranger",1,840,0.84,1
1875,8,"Matching","Stranger",1,938,0.938,1
1876,8,"Matching","Stranger",1,680,0.68,1
1877,8,"Matching","Stranger",1,694,0.694,1
1878,8,"Matching","Stranger",1,564,0.564,1
1879,8,"Matching","Stranger",1,468,0.468,1
1880,8,"Matching","Stranger",1,623,0.623,1
1881,8,"Matching","Stranger",1,575,0.575,0
1882,8,"Matching","Stranger",1,522,0.522,0
1883,8,"Matching","Stranger",1,930,0.93,1
1884,8,"Matching","Stranger",1,862,0.862,0
1885,8,"Matching","Stranger",1,600,0.6,1
1886,8,"Matching","Stranger",1,537,0.537,1
1887,8,"Matching","Stranger",1,647,0.647,1
1888,8,"Matching","Stranger",1,614,0.614,1
1889,8,"Matching","Stranger",1,615,0.615,0
1890,8,"Matching","Stranger",1,646,0.646,1
1891,8,"Matching","Stranger",1,960,0.96,1
1892,8,"Matching","Stranger",1,859,0.859,1
1893,8,"Matching","Stranger",1,598,0.598,1
1894,8,"Matching","Stranger",1,483,0.483,1
1895,8,"Matching","Stranger",1,412,0.412,1
1896,8,"Matching","Stranger",1,551,0.551,1
1897,8,"Matching","Stranger",1,411,0.411,1
1898,8,"Matching","Stranger",1,504,0.504,1
1899,8,"Matching","Stranger",1,407,0.407,0
1900,8,"Matching","Stranger",1,600,0.6,1
1901,8,"Matching","Stranger",1,610,0.61,1
1902,8,"Matching","Stranger",1,521,0.521,1
1903,8,"Matching","Stranger",1,458,0.458,0
1904,8,"Matching","Stranger",1,578,0.578,0
1905,8,"Matching","Stranger",1,708,0.708,1
1906,8,"Matching","Stranger",1,379,0.379,1
1907,8,"Matching","Stranger",1,500,0.5,1
1908,8,"Matching","Stranger",1,442,0.442,1
1909,8,"Matching","Stranger",1,615,0.615,1
1910,8,"Matching","Stranger",1,631,0.631,1
1911,8,"Matching","Stranger",1,552,0.552,1
1912,8,"Matching","Stranger",1,403,0.403,1
1913,8,"Matching","Stranger",1,711,0.711,1
1914,8,"Matching","Stranger",1,455,0.455,1
1915,8,"Matching","Stranger",1,503,0.503,1
1916,8,"Matching","Stranger",1,569,0.569,1
1917,8,"Matching","Stranger",1,522,0.522,1
1918,8,"Matching","Stranger",1,770,0.77,1
1919,8,"Matching","Stranger",1,629,0.629,1
1920,8,"Matching","Stranger",1,551,0.551,1
1921,8,"Matching","Stranger",1,571,0.571,1
1922,8,"Matching","Stranger",1,439,0.439,1
1923,8,"Matching","Stranger",1,469,0.469,1
1924,8,"Matching","Stranger",1,457,0.457,1
1925,8,"Matching","Stranger",1,664,0.664,1
1926,8,"Matching","Stranger",1,495,0.495,1
1927,8,"Matching","Stranger",1,547,0.547,1
1928,8,"Nonmatching","Self",1,885,0.885,1
1929,8,"Nonmatching","Self",1,603,0.603,0
1930,8,"Nonmatching","Self",1,560,0.56,1
1931,8,"Nonmatching","Self",1,819,0.819,1
1932,8,"Nonmatching","Self",1,639,0.639,1
1933,8,"Nonmatching","Self",1,599,0.599,1
1934,8,"Nonmatching","Self",1,683,0.683,0
1935,8,"Nonmatching","Self",1,492,0.492,1
1936,8,"Nonmatching","Self",1,475,0.475,1
1937,8,"Nonmatching","Self",1,773,0.773,1
1938,8,"Nonmatching","Self",1,609,0.609,1
1939,8,"Nonmatching","Self",1,767,0.767,1
1940,8,"Nonmatching","Self",1,576,0.576,1
1941,8,"Nonmatching","Self",1,703,0.703,1
1942,8,"Nonmatching","Self",1,560,0.56,1
1943,8,"Nonmatching","Self",1,667,0.667,0
1944,8,"Nonmatching","Self",1,880,0.88,1
1945,8,"Nonmatching","Self",1,861,0.861,1
1946,8,"Nonmatching","Self",1,717,0.717,1
1947,8,"Nonmatching","Self",1,565,0.565,1
1948,8,"Nonmatching","Self",1,578,0.578,1
1949,8,"Nonmatching","Self",1,712,0.712,1
1950,8,"Nonmatching","Self",1,600,0.6,1
1951,8,"Nonmatching","Self",1,851,0.851,1
1952,8,"Nonmatching","Self",1,442,0.442,1
1953,8,"Nonmatching","Self",1,783,0.783,1
1954,8,"Nonmatching","Self",1,732,0.732,1
1955,8,"Nonmatching","Self",1,523,0.523,1
1956,8,"Nonmatching","Self",1,783,0.783,1
1957,8,"Nonmatching","Self",1,799,0.799,1
1958,8,"Nonmatching","Self",1,544,0.544,1
1959,8,"Nonmatching","Self",1,474,0.474,1
1960,8,"Nonmatching","Self",1,440,0.44,1
1961,8,"Nonmatching","Self",1,514,0.514,1
1962,8,"Nonmatching","Self",1,486,0.486,1
1963,8,"Nonmatching","Self",1,584,0.584,1
1964,8,"Nonmatching","Self",1,503,0.503,1
1965,8,"Nonmatching","Self",1,637,0.637,1
1966,8,"Nonmatching","Self",1,656,0.656,1
1967,8,"Nonmatching","Self",1,533,0.533,1
1968,8,"Nonmatching","Self",1,710,0.71,1
1969,8,"Nonmatching","Self",1,572,0.572,1
1970,8,"Nonmatching","Self",1,667,0.667,1
1971,8,"Nonmatching","Self",1,459,0.459,1
1972,8,"Nonmatching","Self",1,527,0.527,1
1973,8,"Nonmatching","Self",1,447,0.447,1
1974,8,"Nonmatching","Self",1,272,0.272,0
1975,8,"Nonmatching","Self",1,530,0.53,1
1976,8,"Nonmatching","Self",1,678,0.678,1
1977,8,"Nonmatching","Self",1,521,0.521,1
1978,8,"Nonmatching","Self",1,570,0.57,1
1979,8,"Nonmatching","Self",1,667,0.667,1
1980,8,"Nonmatching","Self",1,607,0.607,1
1981,8,"Nonmatching","Self",1,581,0.581,1
1982,8,"Nonmatching","Self",1,567,0.567,1
1983,8,"Nonmatching","Self",1,481,0.481,1
1984,8,"Nonmatching","Self",1,580,0.58,1
1985,8,"Nonmatching","Self",1,632,0.632,1
1986,8,"Nonmatching","Self",1,536,0.536,1
1987,8,"Nonmatching","Friend",1,949,0.949,1
1988,8,"Nonmatching","Friend",1,737,0.737,1
1989,8,"Nonmatching","Friend",1,823,0.823,1
1990,8,"Nonmatching","Friend",1,855,0.855,1
1991,8,"Nonmatching","Friend",1,671,0.671,1
1992,8,"Nonmatching","Friend",1,600,0.6,1
1993,8,"Nonmatching","Friend",1,477,0.477,1
1994,8,"Nonmatching","Friend",1,527,0.527,0
1995,8,"Nonmatching","Friend",1,520,0.52,1
1996,8,"Nonmatching","Friend",1,723,0.723,1
1997,8,"Nonmatching","Friend",1,622,0.622,1
1998,8,"Nonmatching","Friend",1,631,0.631,1
1999,8,"Nonmatching","Friend",1,681,0.681,1
2000,8,"Nonmatching","Friend",1,594,0.594,1
2001,8,"Nonmatching","Friend",1,873,0.873,1
2002,8,"Nonmatching","Friend",1,643,0.643,1
2003,8,"Nonmatching","Friend",1,665,0.665,1
2004,8,"Nonmatching","Friend",1,464,0.464,1
2005,8,"Nonmatching","Friend",1,637,0.637,1
2006,8,"Nonmatching","Friend",1,819,0.819,1
2007,8,"Nonmatching","Friend",1,594,0.594,1
2008,8,"Nonmatching","Friend",1,466,0.466,1
2009,8,"Nonmatching","Friend",1,662,0.662,1
2010,8,"Nonmatching","Friend",1,719,0.719,1
2011,8,"Nonmatching","Friend",1,479,0.479,0
2012,8,"Nonmatching","Friend",1,506,0.506,1
2013,8,"Nonmatching","Friend",1,406,0.406,1
2014,8,"Nonmatching","Friend",1,524,0.524,1
2015,8,"Nonmatching","Friend",1,901,0.901,1
2016,8,"Nonmatching","Friend",1,574,0.574,1
2017,8,"Nonmatching","Friend",1,757,0.757,0
2018,8,"Nonmatching","Friend",1,498,0.498,1
2019,8,"Nonmatching","Friend",1,538,0.538,1
2020,8,"Nonmatching","Friend",1,575,0.575,1
2021,8,"Nonmatching","Friend",1,342,0.342,0
2022,8,"Nonmatching","Friend",1,408,0.408,0
2023,8,"Nonmatching","Friend",1,592,0.592,1
2024,8,"Nonmatching","Friend",1,917,0.917,1
2025,8,"Nonmatching","Friend",1,520,0.52,1
2026,8,"Nonmatching","Friend",1,752,0.752,1
2027,8,"Nonmatching","Friend",1,593,0.593,1
2028,8,"Nonmatching","Friend",1,654,0.654,1
2029,8,"Nonmatching","Friend",1,524,0.524,1
2030,8,"Nonmatching","Friend",1,577,0.577,1
2031,8,"Nonmatching","Friend",1,569,0.569,1
2032,8,"Nonmatching","Friend",1,502,0.502,0
2033,8,"Nonmatching","Friend",1,578,0.578,1
2034,8,"Nonmatching","Friend",1,838,0.838,1
2035,8,"Nonmatching","Friend",1,518,0.518,1
2036,8,"Nonmatching","Friend",1,493,0.493,1
2037,8,"Nonmatching","Friend",1,1095,1.095,1
2038,8,"Nonmatching","Friend",1,419,0.419,1
2039,8,"Nonmatching","Friend",1,598,0.598,1
2040,8,"Nonmatching","Friend",1,526,0.526,1
2041,8,"Nonmatching","Friend",1,590,0.59,1
2042,8,"Nonmatching","Friend",1,517,0.517,1
2043,8,"Nonmatching","Friend",1,559,0.559,1
2044,8,"Nonmatching","Stranger",1,883,0.883,1
2045,8,"Nonmatching","Stranger",1,614,0.614,1
2046,8,"Nonmatching","Stranger",1,582,0.582,0
2047,8,"Nonmatching","Stranger",1,766,0.766,1
2048,8,"Nonmatching","Stranger",1,644,0.644,1
2049,8,"Nonmatching","Stranger",1,761,0.761,0
2050,8,"Nonmatching","Stranger",1,516,0.516,1
2051,8,"Nonmatching","Stranger",1,634,0.634,1
2052,8,"Nonmatching","Stranger",1,573,0.573,1
2053,8,"Nonmatching","Stranger",1,740,0.74,1
2054,8,"Nonmatching","Stranger",1,571,0.571,1
2055,8,"Nonmatching","Stranger",1,697,0.697,0
2056,8,"Nonmatching","Stranger",1,563,0.563,1
2057,8,"Nonmatching","Stranger",1,835,0.835,1
2058,8,"Nonmatching","Stranger",1,632,0.632,1
2059,8,"Nonmatching","Stranger",1,444,0.444,1
2060,8,"Nonmatching","Stranger",1,505,0.505,1
2061,8,"Nonmatching","Stranger",1,498,0.498,1
2062,8,"Nonmatching","Stranger",1,635,0.635,1
2063,8,"Nonmatching","Stranger",1,626,0.626,1
2064,8,"Nonmatching","Stranger",1,600,0.6,1
2065,8,"Nonmatching","Stranger",1,529,0.529,1
2066,8,"Nonmatching","Stranger",1,573,0.573,1
2067,8,"Nonmatching","Stranger",1,563,0.563,1
2068,8,"Nonmatching","Stranger",1,661,0.661,1
2069,8,"Nonmatching","Stranger",1,639,0.639,1
2070,8,"Nonmatching","Stranger",1,386,0.386,1
2071,8,"Nonmatching","Stranger",1,598,0.598,1
2072,8,"Nonmatching","Stranger",1,698,0.698,1
2073,8,"Nonmatching","Stranger",1,709,0.709,1
2074,8,"Nonmatching","Stranger",1,352,0.352,1
2075,8,"Nonmatching","Stranger",1,554,0.554,1
2076,8,"Nonmatching","Stranger",1,493,0.493,1
2077,8,"Nonmatching","Stranger",1,566,0.566,1
2078,8,"Nonmatching","Stranger",1,638,0.638,1
2079,8,"Nonmatching","Stranger",1,693,0.693,1
2080,8,"Nonmatching","Stranger",1,604,0.604,1
2081,8,"Nonmatching","Stranger",1,438,0.438,1
2082,8,"Nonmatching","Stranger",1,595,0.595,1
2083,8,"Nonmatching","Stranger",1,570,0.57,1
2084,8,"Nonmatching","Stranger",1,409,0.409,1
2085,8,"Nonmatching","Stranger",1,572,0.572,1
2086,8,"Nonmatching","Stranger",1,572,0.572,1
2087,8,"Nonmatching","Stranger",1,521,0.521,1
2088,8,"Nonmatching","Stranger",1,543,0.543,1
2089,8,"Nonmatching","Stranger",1,537,0.537,1
2090,8,"Nonmatching","Stranger",1,660,0.66,1
2091,8,"Nonmatching","Stranger",1,544,0.544,1
2092,8,"Nonmatching","Stranger",1,558,0.558,1
2093,8,"Nonmatching","Stranger",1,400,0.4,1
2094,8,"Nonmatching","Stranger",1,662,0.662,1
2095,8,"Nonmatching","Stranger",1,700,0.7,0
2096,8,"Nonmatching","Stranger",1,611,0.611,1
2097,8,"Nonmatching","Stranger",1,424,0.424,1
2098,8,"Nonmatching","Stranger",1,460,0.46,1
2099,8,"Nonmatching","Stranger",1,618,0.618,1
2100,8,"Nonmatching","Stranger",1,502,0.502,1
2101,8,"Nonmatching","Stranger",1,515,0.515,1
2102,9,"Matching","Self",2,793,0.793,1
2103,9,"Matching","Self",2,567,0.567,1
2104,9,"Matching","Self",2,431,0.431,0
2105,9,"Matching","Self",2,458,0.458,1
2106,9,"Matching","Self",2,614,0.614,1
2107,9,"Matching","Self",2,382,0.382,1
2108,9,"Matching","Self",2,374,0.374,1
2109,9,"Matching","Self",2,587,0.587,1
2110,9,"Matching","Self",2,509,0.509,1
2111,9,"Matching","Self",2,558,0.558,1
2112,9,"Matching","Self",2,727,0.727,1
2113,9,"Matching","Self",2,610,0.61,1
2114,9,"Matching","Self",2,688,0.688,1
2115,9,"Matching","Self",2,447,0.447,1
2116,9,"Matching","Self",2,765,0.765,0
2117,9,"Matching","Self",2,478,0.478,0
2118,9,"Matching","Self",2,627,0.627,1
2119,9,"Matching","Self",2,534,0.534,1
2120,9,"Matching","Self",2,898,0.898,1
2121,9,"Matching","Self",2,647,0.647,1
2122,9,"Matching","Self",2,267,0.267,1
2123,9,"Matching","Self",2,434,0.434,0
2124,9,"Matching","Self",2,541,0.541,1
2125,9,"Matching","Self",2,517,0.517,1
2126,9,"Matching","Self",2,814,0.814,1
2127,9,"Matching","Self",2,645,0.645,1
2128,9,"Matching","Self",2,772,0.772,1
2129,9,"Matching","Self",2,477,0.477,1
2130,9,"Matching","Self",2,535,0.535,0
2131,9,"Matching","Self",2,452,0.452,1
2132,9,"Matching","Self",2,587,0.587,1
2133,9,"Matching","Self",2,528,0.528,1
2134,9,"Matching","Self",2,528,0.528,1
2135,9,"Matching","Self",2,584,0.584,1
2136,9,"Matching","Self",2,601,0.601,1
2137,9,"Matching","Self",2,505,0.505,0
2138,9,"Matching","Self",2,448,0.448,0
2139,9,"Matching","Self",2,642,0.642,1
2140,9,"Matching","Self",2,558,0.558,1
2141,9,"Matching","Self",2,598,0.598,0
2142,9,"Matching","Self",2,777,0.777,0
2143,9,"Matching","Self",2,397,0.397,0
2144,9,"Matching","Self",2,477,0.477,0
2145,9,"Matching","Self",2,648,0.648,1
2146,9,"Matching","Self",2,664,0.664,0
2147,9,"Matching","Self",2,519,0.519,1
2148,9,"Matching","Self",2,388,0.388,1
2149,9,"Matching","Self",2,591,0.591,1
2150,9,"Matching","Self",2,541,0.541,1
2151,9,"Matching","Self",2,592,0.592,1
2152,9,"Matching","Self",2,645,0.645,1
2153,9,"Matching","Self",2,874,0.874,1
2154,9,"Matching","Self",2,721,0.721,1
2155,9,"Matching","Self",2,644,0.644,1
2156,9,"Matching","Self",2,523,0.523,1
2157,9,"Matching","Self",2,570,0.57,1
2158,9,"Matching","Self",2,680,0.68,1
2159,9,"Matching","Self",2,606,0.606,1
2160,9,"Matching","Self",2,584,0.584,1
2161,9,"Matching","Self",2,817,0.817,1
2162,9,"Matching","Friend",2,349,0.349,0
2163,9,"Matching","Friend",2,465,0.465,0
2164,9,"Matching","Friend",2,515,0.515,1
2165,9,"Matching","Friend",2,770,0.77,1
2166,9,"Matching","Friend",2,683,0.683,0
2167,9,"Matching","Friend",2,708,0.708,1
2168,9,"Matching","Friend",2,745,0.745,1
2169,9,"Matching","Friend",2,704,0.704,0
2170,9,"Matching","Friend",2,840,0.84,0
2171,9,"Matching","Friend",2,621,0.621,1
2172,9,"Matching","Friend",2,746,0.746,1
2173,9,"Matching","Friend",2,533,0.533,1
2174,9,"Matching","Friend",2,547,0.547,1
2175,9,"Matching","Friend",2,866,0.866,1
2176,9,"Matching","Friend",2,550,0.55,1
2177,9,"Matching","Friend",2,519,0.519,1
2178,9,"Matching","Friend",2,427,0.427,1
2179,9,"Matching","Friend",2,615,0.615,1
2180,9,"Matching","Friend",2,491,0.491,1
2181,9,"Matching","Friend",2,691,0.691,1
2182,9,"Matching","Friend",2,770,0.77,1
2183,9,"Matching","Friend",2,766,0.766,1
2184,9,"Matching","Friend",2,768,0.768,1
2185,9,"Matching","Friend",2,638,0.638,1
2186,9,"Matching","Friend",2,489,0.489,1
2187,9,"Matching","Friend",2,439,0.439,0
2188,9,"Matching","Friend",2,575,0.575,1
2189,9,"Matching","Friend",2,738,0.738,1
2190,9,"Matching","Friend",2,428,0.428,0
2191,9,"Matching","Friend",2,507,0.507,1
2192,9,"Matching","Friend",2,760,0.76,0
2193,9,"Matching","Friend",2,478,0.478,1
2194,9,"Matching","Friend",2,404,0.404,1
2195,9,"Matching","Friend",2,574,0.574,1
2196,9,"Matching","Friend",2,435,0.435,1
2197,9,"Matching","Friend",2,822,0.822,1
2198,9,"Matching","Friend",2,652,0.652,1
2199,9,"Matching","Friend",2,513,0.513,1
2200,9,"Matching","Friend",2,685,0.685,1
2201,9,"Matching","Friend",2,550,0.55,1
2202,9,"Matching","Friend",2,875,0.875,1
2203,9,"Matching","Friend",2,553,0.553,1
2204,9,"Matching","Friend",2,607,0.607,1
