"Subject","Shape","Matching","Label_Identity","Origin_Identity","English_Identity","Standarlized_Identity","Group","RT_ms","RT_sec","ACC"
9,"Friend","Matching","Stranger","Friend","Friend","Close","2",927,0.927,1
9,"Stranger","Matching","Friend","Stranger","Stranger","Stranger","2",716,0.716,1
9,"Self","Nonmatching","Self","Self","Self","Self","2",322,0.322,1
9,"Stranger","Matching","Self","Stranger","Stranger","Stranger","2",625,0.625,1
9,"Friend","Nonmatching","Friend","Friend","Friend","Close","2",431,0.431,1
9,"Self","Nonmatching","Self","Self","Self","Self","2",677,0.677,1
9,"Self","Matching","Stranger","Self","Self","Self","2",645,0.645,1
9,"Friend","Matching","Self","Friend","Friend","Close","2",463,0.463,1
9,"Friend","Matching","Stranger","Friend","Friend","Close","2",503,0.503,0
9,"Friend","Nonmatching","Friend","Friend","Friend","Close","2",546,0.546,1
9,"Stranger","Nonmatching","Stranger","Stranger","Stranger","Stranger","2",640,0.64,1
9,"Self","Matching","Friend","Self","Self","Self","2",874,0.874,1
9,"Stranger","Nonmatching","Stranger","Stranger","Stranger","Stranger","2",614,0.614,1
9,"Self","Nonmatching","Self","Self","Self","Self","2",425,0.425,1
9,"Self","Matching","Stranger","Self","Self","Self","2",721,0.721,1
9,"Stranger","Nonmatching","Stranger","Stranger","Stranger","Stranger","2",638,0.638,1
9,"Stranger","Matching","Self","Stranger","Stranger","Stranger","2",684,0.684,1
9,"Friend","Matching","Stranger","Friend","Friend","Close","2",748,0.748,1
9,"Self","Matching","Friend","Self","Self","Self","2",644,0.644,1
9,"Friend","Nonmatching","Friend","Friend","Friend","Close","2",469,0.469,1
9,"Friend","Matching","Self","Friend","Friend","Close","2",456,0.456,1
9,"Self","Nonmatching","Self","Self","Self","Self","2",894,0.894,1
9,"Stranger","Matching","Friend","Stranger","Stranger","Stranger","2",652,0.652,1
9,"Stranger","Nonmatching","Stranger","Stranger","Stranger","Stranger","2",427,0.427,1
9,"Friend","Nonmatching","Friend","Friend","Friend","Close","2",765,0.765,1
9,"Stranger","Matching","Friend","Stranger","Stranger","Stranger","2",538,0.538,1
9,"Stranger","Matching","Self","Stranger","Stranger","Stranger","2",627,0.627,1
9,"Friend","Matching","Stranger","Friend","Friend","Close","2",632,0.632,0
9,"Stranger","Nonmatching","Stranger","Stranger","Stranger","Stranger","2",604,0.604,1
9,"Self","Matching","Stranger","Self","Self","Self","2",523,0.523,1
9,"Friend","Nonmatching","Friend","Friend","Friend","Close","2",682,0.682,0
9,"Self","Matching","Friend","Self","Self","Self","2",570,0.57,1
9,"Friend","Nonmatching","Friend","Friend","Friend","Close","2",499,0.499,1
9,"Friend","Matching","Self","Friend","Friend","Close","2",541,0.541,1
9,"Self","Nonmatching","Self","Self","Self","Self","2",469,0.469,1
9,"Self","Nonmatching","Self","Self","Self","Self","2",626,0.626,1
9,"Stranger","Nonmatching","Stranger","Stranger","Stranger","Stranger","2",605,0.605,1
9,"Stranger","Matching","Friend","Stranger","Stranger","Stranger","2",693,0.693,1
9,"Stranger","Nonmatching","Stranger","Stranger","Stranger","Stranger","2",659,0.659,1
9,"Self","Nonmatching","Self","Self","Self","Self","2",439,0.439,1
9,"Stranger","Nonmatching","Stranger","Stranger","Stranger","Stranger","2",766,0.766,1
9,"Self","Matching","Stranger","Self","Self","Self","2",680,0.68,1
9,"Self","Matching","Friend","Self","Self","Self","2",606,0.606,1
9,"Self","Nonmatching","Self","Self","Self","Self","2",502,0.502,1
9,"Friend","Nonmatching","Friend","Friend","Friend","Close","2",441,0.441,1
9,"Friend","Matching","Stranger","Friend","Friend","Close","2",698,0.698,1
9,"Friend","Nonmatching","Friend","Friend","Friend","Close","2",690,0.69,1
9,"Friend","Matching","Self","Friend","Friend","Close","2",739,0.739,1
9,"Stranger","Matching","Self","Stranger","Stranger","Stranger","2",522,0.522,1
9,"Stranger","Nonmatching","Stranger","Stranger","Stranger","Stranger","2",497,0.497,1
9,"Friend","Nonmatching","Friend","Friend","Friend","Close","2",736,0.736,1
9,"Self","Nonmatching","Self","Self","Self","Self","2",340,0.34,1
9,"Self","Matching","Stranger","Self","Self","Self","2",584,0.584,1
9,"Stranger","Matching","Friend","Stranger","Stranger","Stranger","2",709,0.709,1
9,"Self","Matching","Friend","Self","Self","Self","2",817,0.817,1
9,"Friend","Matching","Stranger","Friend","Friend","Close","2",533,0.533,1
9,"Stranger","Nonmatching","Stranger","Stranger","Stranger","Stranger","2",427,0.427,1
9,"Friend","Matching","Self","Friend","Friend","Close","2",439,0.439,1
9,"Self","Nonmatching","Self","Self","Self","Self","2",618,0.618,1
9,"Friend","Nonmatching","Friend","Friend","Friend","Close","2",532,0.532,1
9,"Stranger","Matching","Self","Stranger","Stranger","Stranger","2",533,0.533,1
10,"Self","Nonmatching","Friend","Self","Self","Self","1",NA,NA,NA
10,"Friend","Matching","Friend","Friend","Friend","Close","1",NA,NA,NA
10,"Stranger","Nonmatching","Friend","Stranger","Stranger","Stranger","1",NA,NA,NA
10,"Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","1",NA,NA,NA
10,"Self","Nonmatching","Stranger","Self","Self","Self","1",NA,NA,NA
10,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",NA,NA,NA
10,"Self","Matching","Self","Self","Self","Self","1",NA,NA,NA
10,"Friend","Matching","Friend","Friend","Friend","Close","1",NA,NA,NA
10,"Self","Matching","Self","Self","Self","Self","1",NA,NA,NA
10,"Friend","Nonmatching","Self","Friend","Friend","Close","1",NA,NA,NA
10,"Friend","Nonmatching","Stranger","Friend","Friend","Close","1",NA,NA,NA
10,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",NA,NA,NA
10,"Friend","Matching","Friend","Friend","Friend","Close","1",NA,NA,NA
10,"Friend","Nonmatching","Self","Friend","Friend","Close","1",NA,NA,NA
10,"Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","1",NA,NA,NA
10,"Self","Nonmatching","Stranger","Self","Self","Self","1",NA,NA,NA
10,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",NA,NA,NA
10,"Stranger","Nonmatching","Friend","Stranger","Stranger","Stranger","1",NA,NA,NA
10,"Self","Nonmatching","Friend","Self","Self","Self","1",NA,NA,NA
10,"Friend","Nonmatching","Stranger","Friend","Friend","Close","1",NA,NA,NA
10,"Self","Matching","Self","Self","Self","Self","1",NA,NA,NA
10,"Self","Matching","Self","Self","Self","Self","1",NA,NA,NA
10,"Friend","Matching","Friend","Friend","Friend","Close","1",NA,NA,NA
10,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",NA,NA,NA
10,"Self","Nonmatching","Friend","Self","Self","Self","1",239,0.239,0
10,"Self","Matching","Self","Self","Self","Self","1",132,0.132,1
10,"Stranger","Nonmatching","Friend","Stranger","Stranger","Stranger","1",112,0.112,1
10,"Self","Matching","Self","Self","Self","Self","1",163,0.163,1
10,"Friend","Nonmatching","Self","Friend","Friend","Close","1",105,0.105,1
10,"Friend","Nonmatching","Stranger","Friend","Friend","Close","1",100,0.1,0
10,"Friend","Matching","Friend","Friend","Friend","Close","1",188,0.188,0
10,"Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","1",121,0.121,1
10,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",84,0.084,1
10,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",134,0.134,1
10,"Self","Nonmatching","Stranger","Self","Self","Self","1",0,0,0
10,"Friend","Matching","Friend","Friend","Friend","Close","1",0,0,0
10,"Self","Matching","Self","Self","Self","Self","1",87,0.087,1
10,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",130,0.13,1
10,"Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","1",149,0.149,0
10,"Friend","Matching","Friend","Friend","Friend","Close","1",121,0.121,0
10,"Friend","Matching","Friend","Friend","Friend","Close","1",0,0,0
10,"Self","Nonmatching","Stranger","Self","Self","Self","1",116,0.116,0
10,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",141,0.141,1
10,"Stranger","Nonmatching","Friend","Stranger","Stranger","Stranger","1",0,0,0
10,"Friend","Nonmatching","Self","Friend","Friend","Close","1",152,0.152,0
10,"Self","Nonmatching","Friend","Self","Self","Self","1",176,0.176,0
10,"Friend","Nonmatching","Stranger","Friend","Friend","Close","1",264,0.264,0
10,"Self","Matching","Self","Self","Self","Self","1",162,0.162,1
10,"Friend","Nonmatching","Self","Friend","Friend","Close","1",128,0.128,1
10,"Self","Nonmatching","Stranger","Self","Self","Self","1",472,0.472,1
10,"Self","Matching","Self","Self","Self","Self","1",197,0.197,1
10,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",107,0.107,0
10,"Friend","Matching","Friend","Friend","Friend","Close","1",135,0.135,1
10,"Friend","Matching","Friend","Friend","Friend","Close","1",106,0.106,1
10,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",156,0.156,1
10,"Stranger","Nonmatching","Friend","Stranger","Stranger","Stranger","1",111,0.111,1
10,"Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","1",96,0.096,0
10,"Friend","Nonmatching","Stranger","Friend","Friend","Close","1",0,0,0
10,"Self","Matching","Self","Self","Self","Self","1",64,0.064,1
10,"Self","Nonmatching","Friend","Self","Self","Self","1",186,0.186,0
10,"Friend","Matching","Friend","Friend","Friend","Close","1",176,0.176,0
10,"Self","Matching","Self","Self","Self","Self","1",106,0.106,1
10,"Self","Nonmatching","Friend","Self","Self","Self","1",110,0.11,0
10,"Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","1",153,0.153,0
10,"Friend","Matching","Friend","Friend","Friend","Close","1",79,0.079,1
10,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",122,0.122,0
10,"Friend","Nonmatching","Stranger","Friend","Friend","Close","1",109,0.109,0
10,"Friend","Nonmatching","Self","Friend","Friend","Close","1",101,0.101,0
10,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",106,0.106,1
10,"Stranger","Nonmatching","Friend","Stranger","Stranger","Stranger","1",373,0.373,0
10,"Self","Matching","Self","Self","Self","Self","1",126,0.126,1
10,"Self","Nonmatching","Stranger","Self","Self","Self","1",44,0.044,1
10,"Friend","Nonmatching","Self","Friend","Friend","Close","1",194,0.194,0
10,"Friend","Nonmatching","Stranger","Friend","Friend","Close","1",263,0.263,1
10,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",177,0.177,1
10,"Self","Matching","Self","Self","Self","Self","1",50,0.05,1
10,"Friend","Matching","Friend","Friend","Friend","Close","1",221,0.221,1
10,"Self","Nonmatching","Friend","Self","Self","Self","1",92,0.092,1
10,"Self","Nonmatching","Stranger","Self","Self","Self","1",122,0.122,0
10,"Friend","Matching","Friend","Friend","Friend","Close","1",203,0.203,1
10,"Self","Matching","Self","Self","Self","Self","1",201,0.201,1
10,"Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","1",0,0,0
10,"Stranger","Nonmatching","Friend","Stranger","Stranger","Stranger","1",157,0.157,0
10,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",251,0.251,1
10,"Self","Nonmatching","Friend","Self","Self","Self","1",185,0.185,0
10,"Self","Matching","Self","Self","Self","Self","1",189,0.189,1
10,"Self","Matching","Self","Self","Self","Self","1",155,0.155,0
10,"Friend","Nonmatching","Stranger","Friend","Friend","Close","1",0,0,0
10,"Stranger","Nonmatching","Friend","Stranger","Stranger","Stranger","1",158,0.158,0
10,"Friend","Matching","Friend","Friend","Friend","Close","1",238,0.238,1
10,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",248,0.248,1
10,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",114,0.114,1
10,"Friend","Nonmatching","Self","Friend","Friend","Close","1",205,0.205,0
10,"Self","Nonmatching","Stranger","Self","Self","Self","1",189,0.189,1
10,"Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","1",129,0.129,0
10,"Friend","Matching","Friend","Friend","Friend","Close","1",100,0.1,1
10,"Friend","Nonmatching","Self","Friend","Friend","Close","1",150,0.15,1
10,"Self","Matching","Self","Self","Self","Self","1",354,0.354,1
10,"Friend","Nonmatching","Stranger","Friend","Friend","Close","1",178,0.178,1
10,"Stranger","Nonmatching","Friend","Stranger","Stranger","Stranger","1",103,0.103,0
10,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",366,0.366,1
10,"Self","Nonmatching","Stranger","Self","Self","Self","1",147,0.147,0
10,"Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","1",143,0.143,1
10,"Friend","Matching","Friend","Friend","Friend","Close","1",160,0.16,1
10,"Self","Nonmatching","Friend","Self","Self","Self","1",280,0.28,1
10,"Friend","Matching","Friend","Friend","Friend","Close","1",274,0.274,0
10,"Self","Matching","Self","Self","Self","Self","1",141,0.141,1
10,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",218,0.218,0
10,"Self","Matching","Self","Self","Self","Self","1",229,0.229,1
10,"Friend","Matching","Friend","Friend","Friend","Close","1",254,0.254,0
10,"Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","1",176,0.176,0
10,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",252,0.252,1
10,"Self","Matching","Self","Self","Self","Self","1",206,0.206,1
10,"Friend","Nonmatching","Self","Friend","Friend","Close","1",125,0.125,1
10,"Friend","Nonmatching","Stranger","Friend","Friend","Close","1",388,0.388,1
10,"Self","Nonmatching","Stranger","Self","Self","Self","1",294,0.294,0
10,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",369,0.369,0
10,"Stranger","Nonmatching","Friend","Stranger","Stranger","Stranger","1",239,0.239,0
10,"Friend","Matching","Friend","Friend","Friend","Close","1",359,0.359,0
10,"Self","Nonmatching","Friend","Self","Self","Self","1",214,0.214,0
10,"Friend","Matching","Friend","Friend","Friend","Close","1",306,0.306,0
10,"Stranger","Nonmatching","Friend","Stranger","Stranger","Stranger","1",369,0.369,0
10,"Self","Nonmatching","Friend","Self","Self","Self","1",180,0.18,0
10,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",250,0.25,0
10,"Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","1",479,0.479,1
10,"Friend","Nonmatching","Stranger","Friend","Friend","Close","1",310,0.31,1
10,"Friend","Matching","Friend","Friend","Friend","Close","1",361,0.361,0
10,"Self","Matching","Self","Self","Self","Self","1",208,0.208,1
10,"Self","Matching","Self","Self","Self","Self","1",338,0.338,1
10,"Self","Nonmatching","Stranger","Self","Self","Self","1",359,0.359,0
10,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",657,0.657,1
10,"Friend","Nonmatching","Self","Friend","Friend","Close","1",161,0.161,1
10,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",138,0.138,1
10,"Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","1",150,0.15,1
10,"Friend","Nonmatching","Self","Friend","Friend","Close","1",487,0.487,1
10,"Friend","Matching","Friend","Friend","Friend","Close","1",379,0.379,0
10,"Friend","Matching","Friend","Friend","Friend","Close","1",304,0.304,0
10,"Self","Matching","Self","Self","Self","Self","1",409,0.409,1
10,"Friend","Nonmatching","Stranger","Friend","Friend","Close","1",748,0.748,0
10,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",669,0.669,0
10,"Stranger","Nonmatching","Friend","Stranger","Stranger","Stranger","1",0,0,0
10,"Self","Nonmatching","Stranger","Self","Self","Self","1",556,0.556,1
10,"Self","Nonmatching","Friend","Self","Self","Self","1",360,0.36,1
10,"Self","Matching","Self","Self","Self","Self","1",295,0.295,1
10,"Self","Matching","Self","Self","Self","Self","1",452,0.452,1
10,"Self","Nonmatching","Stranger","Self","Self","Self","1",564,0.564,1
10,"Stranger","Nonmatching","Friend","Stranger","Stranger","Stranger","1",464,0.464,1
10,"Friend","Matching","Friend","Friend","Friend","Close","1",0,0,0
10,"Friend","Nonmatching","Stranger","Friend","Friend","Close","1",585,0.585,0
10,"Friend","Nonmatching","Self","Friend","Friend","Close","1",389,0.389,1
10,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",689,0.689,1
10,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",0,0,0
10,"Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","1",635,0.635,1
10,"Friend","Matching","Friend","Friend","Friend","Close","1",645,0.645,1
10,"Self","Nonmatching","Friend","Self","Self","Self","1",264,0.264,0
10,"Self","Matching","Self","Self","Self","Self","1",481,0.481,1
10,"Friend","Nonmatching","Self","Friend","Friend","Close","1",496,0.496,1
10,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",674,0.674,1
10,"Self","Matching","Self","Self","Self","Self","1",358,0.358,1
10,"Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","1",277,0.277,0
10,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",590,0.59,1
10,"Friend","Matching","Friend","Friend","Friend","Close","1",589,0.589,0
10,"Stranger","Nonmatching","Friend","Stranger","Stranger","Stranger","1",705,0.705,1
10,"Self","Nonmatching","Stranger","Self","Self","Self","1",430,0.43,1
10,"Friend","Matching","Friend","Friend","Friend","Close","1",575,0.575,1
10,"Self","Nonmatching","Friend","Self","Self","Self","1",385,0.385,1
10,"Self","Matching","Self","Self","Self","Self","1",402,0.402,1
10,"Friend","Nonmatching","Stranger","Friend","Friend","Close","1",884,0.884,0
10,"Stranger","Nonmatching","Friend","Stranger","Stranger","Stranger","1",561,0.561,1
10,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",628,0.628,1
10,"Friend","Nonmatching","Stranger","Friend","Friend","Close","1",0,0,0
10,"Self","Matching","Self","Self","Self","Self","1",277,0.277,1
10,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",862,0.862,1
10,"Self","Nonmatching","Friend","Self","Self","Self","1",817,0.817,1
10,"Friend","Matching","Friend","Friend","Friend","Close","1",338,0.338,0
10,"Friend","Matching","Friend","Friend","Friend","Close","1",820,0.82,1
10,"Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","1",540,0.54,1
10,"Self","Matching","Self","Self","Self","Self","1",309,0.309,1
10,"Friend","Nonmatching","Self","Friend","Friend","Close","1",499,0.499,1
10,"Self","Nonmatching","Stranger","Self","Self","Self","1",526,0.526,0
10,"Friend","Nonmatching","Self","Friend","Friend","Close","1",528,0.528,1
10,"Stranger","Nonmatching","Friend","Stranger","Stranger","Stranger","1",948,0.948,1
10,"Self","Nonmatching","Friend","Self","Self","Self","1",287,0.287,0
10,"Self","Matching","Self","Self","Self","Self","1",243,0.243,1
10,"Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","1",463,0.463,1
10,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",640,0.64,1
10,"Self","Matching","Self","Self","Self","Self","1",454,0.454,1
10,"Friend","Nonmatching","Stranger","Friend","Friend","Close","1",603,0.603,0
10,"Friend","Matching","Friend","Friend","Friend","Close","1",693,0.693,1
10,"Self","Nonmatching","Stranger","Self","Self","Self","1",614,0.614,1
10,"Friend","Matching","Friend","Friend","Friend","Close","1",553,0.553,1
10,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",652,0.652,1
10,"Stranger","Nonmatching","Friend","Stranger","Stranger","Stranger","1",486,0.486,1
10,"Friend","Nonmatching","Stranger","Friend","Friend","Close","1",616,0.616,0
10,"Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","1",520,0.52,1
10,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",847,0.847,1
10,"Self","Matching","Self","Self","Self","Self","1",260,0.26,1
10,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",650,0.65,1
10,"Self","Nonmatching","Stranger","Self","Self","Self","1",527,0.527,0
10,"Friend","Matching","Friend","Friend","Friend","Close","1",483,0.483,0
10,"Friend","Nonmatching","Self","Friend","Friend","Close","1",688,0.688,1
10,"Friend","Matching","Friend","Friend","Friend","Close","1",742,0.742,1
10,"Self","Nonmatching","Friend","Self","Self","Self","1",538,0.538,1
10,"Self","Matching","Self","Self","Self","Self","1",462,0.462,1
10,"Friend","Matching","Friend","Friend","Friend","Close","1",491,0.491,1
10,"Self","Nonmatching","Stranger","Self","Self","Self","1",434,0.434,1
10,"Friend","Nonmatching","Self","Friend","Friend","Close","1",352,0.352,0
10,"Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","1",530,0.53,1
10,"Self","Nonmatching","Friend","Self","Self","Self","1",551,0.551,1
10,"Self","Matching","Self","Self","Self","Self","1",413,0.413,1
10,"Friend","Matching","Friend","Friend","Friend","Close","1",510,0.51,0
10,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",594,0.594,0
10,"Self","Matching","Self","Self","Self","Self","1",289,0.289,1
10,"Friend","Nonmatching","Stranger","Friend","Friend","Close","1",642,0.642,1
10,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",745,0.745,1
10,"Stranger","Nonmatching","Friend","Stranger","Stranger","Stranger","1",461,0.461,1
10,"Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","1",575,0.575,1
10,"Friend","Nonmatching","Self","Friend","Friend","Close","1",556,0.556,1
10,"Self","Nonmatching","Stranger","Self","Self","Self","1",669,0.669,1
10,"Self","Nonmatching","Friend","Self","Self","Self","1",536,0.536,1
10,"Friend","Nonmatching","Stranger","Friend","Friend","Close","1",732,0.732,0
10,"Self","Matching","Self","Self","Self","Self","1",505,0.505,1
10,"Stranger","Nonmatching","Friend","Stranger","Stranger","Stranger","1",659,0.659,1
10,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",519,0.519,1
10,"Self","Matching","Self","Self","Self","Self","1",343,0.343,1
10,"Friend","Matching","Friend","Friend","Friend","Close","1",455,0.455,1
10,"Friend","Matching","Friend","Friend","Friend","Close","1",708,0.708,1
10,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",459,0.459,1
10,"Self","Matching","Self","Self","Self","Self","1",309,0.309,1
10,"Friend","Nonmatching","Self","Friend","Friend","Close","1",575,0.575,1
10,"Self","Nonmatching","Friend","Self","Self","Self","1",443,0.443,1
10,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",517,0.517,1
10,"Self","Nonmatching","Stranger","Self","Self","Self","1",618,0.618,1
10,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",536,0.536,1
10,"Friend","Nonmatching","Stranger","Friend","Friend","Close","1",533,0.533,0
10,"Stranger","Nonmatching","Friend","Stranger","Stranger","Stranger","1",411,0.411,1
10,"Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","1",296,0.296,0
10,"Friend","Matching","Friend","Friend","Friend","Close","1",615,0.615,1
10,"Friend","Matching","Friend","Friend","Friend","Close","1",400,0.4,1
10,"Self","Matching","Self","Self","Self","Self","1",266,0.266,1
10,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",498,0.498,1
10,"Self","Nonmatching","Stranger","Self","Self","Self","1",566,0.566,1
10,"Friend","Nonmatching","Stranger","Friend","Friend","Close","1",678,0.678,0
10,"Self","Matching","Self","Self","Self","Self","1",287,0.287,1
10,"Friend","Matching","Friend","Friend","Friend","Close","1",607,0.607,1
10,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",514,0.514,0
10,"Self","Matching","Self","Self","Self","Self","1",250,0.25,1
10,"Friend","Nonmatching","Self","Friend","Friend","Close","1",600,0.6,1
10,"Stranger","Nonmatching","Friend","Stranger","Stranger","Stranger","1",656,0.656,1
10,"Self","Nonmatching","Friend","Self","Self","Self","1",263,0.263,0
10,"Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","1",486,0.486,1
10,"Friend","Matching","Friend","Friend","Friend","Close","1",546,0.546,1
10,"Friend","Nonmatching","Stranger","Friend","Friend","Close","1",699,0.699,1
10,"Friend","Matching","Friend","Friend","Friend","Close","1",600,0.6,1
10,"Stranger","Nonmatching","Friend","Stranger","Stranger","Stranger","1",608,0.608,1
10,"Self","Matching","Self","Self","Self","Self","1",267,0.267,1
10,"Friend","Nonmatching","Self","Friend","Friend","Close","1",543,0.543,1
10,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",638,0.638,1
10,"Friend","Matching","Friend","Friend","Friend","Close","1",635,0.635,0
10,"Self","Matching","Self","Self","Self","Self","1",416,0.416,1
10,"Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","1",528,0.528,1
10,"Self","Nonmatching","Stranger","Self","Self","Self","1",486,0.486,1
10,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",508,0.508,1
10,"Self","Nonmatching","Friend","Self","Self","Self","1",694,0.694,1
10,"Friend","Matching","Friend","Friend","Friend","Close","1",607,0.607,0
10,"Self","Nonmatching","Friend","Self","Self","Self","1",761,0.761,1
10,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",550,0.55,1
10,"Friend","Nonmatching","Stranger","Friend","Friend","Close","1",0,0,0
10,"Self","Matching","Self","Self","Self","Self","1",274,0.274,1
10,"Stranger","Nonmatching","Friend","Stranger","Stranger","Stranger","1",685,0.685,1
10,"Self","Nonmatching","Stranger","Self","Self","Self","1",487,0.487,1
10,"Friend","Nonmatching","Self","Friend","Friend","Close","1",399,0.399,1
10,"Friend","Matching","Friend","Friend","Friend","Close","1",500,0.5,1
10,"Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","1",491,0.491,1
10,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",627,0.627,1
10,"Self","Matching","Self","Self","Self","Self","1",245,0.245,1
10,"Friend","Nonmatching","Self","Friend","Friend","Close","1",497,0.497,1
10,"Self","Matching","Self","Self","Self","Self","1",258,0.258,1
10,"Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","1",529,0.529,1
10,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",740,0.74,1
10,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",606,0.606,1
10,"Self","Nonmatching","Friend","Self","Self","Self","1",516,0.516,1
10,"Friend","Nonmatching","Stranger","Friend","Friend","Close","1",836,0.836,1
10,"Stranger","Nonmatching","Friend","Stranger","Stranger","Stranger","1",497,0.497,1
10,"Friend","Matching","Friend","Friend","Friend","Close","1",643,0.643,1
10,"Self","Nonmatching","Stranger","Self","Self","Self","1",454,0.454,1
10,"Friend","Matching","Friend","Friend","Friend","Close","1",569,0.569,1
10,"Self","Matching","Self","Self","Self","Self","1",269,0.269,1
10,"Friend","Matching","Friend","Friend","Friend","Close","1",586,0.586,1
10,"Self","Nonmatching","Stranger","Self","Self","Self","1",419,0.419,1
10,"Friend","Nonmatching","Self","Friend","Friend","Close","1",571,0.571,1
10,"Self","Matching","Self","Self","Self","Self","1",462,0.462,1
10,"Stranger","Nonmatching","Friend","Stranger","Stranger","Stranger","1",597,0.597,1
10,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",846,0.846,1
10,"Self","Matching","Self","Self","Self","Self","1",417,0.417,1
10,"Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","1",487,0.487,1
10,"Friend","Matching","Friend","Friend","Friend","Close","1",712,0.712,1
10,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",339,0.339,0
10,"Self","Nonmatching","Friend","Self","Self","Self","1",676,0.676,1
10,"Friend","Nonmatching","Stranger","Friend","Friend","Close","1",597,0.597,0
10,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",954,0.954,1
10,"Friend","Nonmatching","Self","Friend","Friend","Close","1",473,0.473,1
10,"Self","Nonmatching","Stranger","Self","Self","Self","1",534,0.534,1
10,"Friend","Matching","Friend","Friend","Friend","Close","1",602,0.602,1
