Shape,Label,ShapeLoc,Condition,FaceIdentity,Stimulus,Strength,textColour,resp,rt,Exclude,corr,nCorr,trialinBlock,BlankFrames,Block,6. Stimuli Type (Self = Negative/Self = Positive),4. Handedness,3. Age,5. First Language,2. Gender,Subject
Stranger,Stranger,Top,Match,2,StrangerWeak,Weak,white,l,1.283444604,0,1,45,54,51,1,Self = Negative,Right,37,Hungarian,Male,19
Self,Self,Top,Match,2,SelfWeak,Weak,white,l,1.050108625,0,1,46,55,75,1,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Stranger,Bottom,Match,2,StrangerWeak,Weak,white,l,1.183444485,0,1,47,56,67,1,Self = Negative,Right,37,Hungarian,Male,19
Self,Stranger,Top,Mismatch,2,SelfWeak,Weak,white,k,0.866797973,0,1,48,57,55,1,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Self,Bottom,Mismatch,2,StrangerWeak,Weak,white,l,1.083471212,0,0,48,58,58,1,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Self,Bottom,Mismatch,2,StrangerWeak,Weak,white,l,0.96681783,0,0,48,59,67,1,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Stranger,Bottom,Match,1,StrangerStrong,Strong,white,l,1.01680802,0,1,49,60,60,1,Self = Negative,Right,37,Hungarian,Male,19
Self,Stranger,Top,Mismatch,1,SelfStrong,Strong,white,k,1.050064804,0,1,50,61,68,1,Self = Negative,Right,37,Hungarian,Male,19
Self,Stranger,Bottom,Mismatch,2,SelfWeak,Weak,white,k,1.316776003,0,1,51,62,64,1,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Self,Top,Mismatch,1,StrangerStrong,Strong,white,l,1.00015752,0,0,51,63,74,1,Self = Negative,Right,37,Hungarian,Male,19
Self,Stranger,Top,Mismatch,2,SelfWeak,Weak,white,k,1.150399306,0,1,52,64,49,1,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Self,Bottom,Mismatch,2,StrangerWeak,Weak,white,l,1.00011962,0,0,52,65,48,1,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Self,Bottom,Mismatch,1,StrangerStrong,Strong,white,k,0.800127674,0,1,53,66,75,1,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Stranger,Bottom,Match,2,StrangerWeak,Weak,white,l,1.400399603,0,1,54,67,49,1,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Self,Top,Mismatch,2,StrangerWeak,Weak,white,k,1.050131128,0,1,55,68,68,1,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Self,Bottom,Mismatch,1,StrangerStrong,Strong,white,k,1.183448433,0,1,56,69,58,1,Self = Negative,Right,37,Hungarian,Male,19
Self,Self,Top,Match,1,SelfStrong,Strong,white,l,0.90013253,0,1,57,70,73,1,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Stranger,Bottom,Match,2,StrangerWeak,Weak,white,l,1.583416929,0,1,58,71,61,1,Self = Negative,Right,37,Hungarian,Male,19
Self,Self,Bottom,Match,1,SelfStrong,Strong,white,l,0.900227673,0,1,59,72,57,1,Self = Negative,Right,37,Hungarian,Male,19
Self,Self,Bottom,Match,1,SelfStrong,Strong,white,l,0.866789682,0,1,60,73,77,1,Self = Negative,Right,37,Hungarian,Male,19
Self,Stranger,Bottom,Mismatch,2,SelfWeak,Weak,white,k,0.933415765,0,1,61,74,65,1,Self = Negative,Right,37,Hungarian,Male,19
Self,Self,Top,Match,1,SelfStrong,Strong,white,l,1.033465231,0,1,62,75,55,1,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Stranger,Top,Match,2,StrangerWeak,Weak,white,l,1.350137011,0,1,63,76,67,1,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Stranger,Top,Match,1,StrangerStrong,Strong,white,l,0.90016964,0,1,64,77,75,1,Self = Negative,Right,37,Hungarian,Male,19
Self,Self,Top,Match,1,SelfStrong,Strong,white,l,0.950124693,0,1,65,78,52,1,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Self,Top,Mismatch,2,StrangerWeak,Weak,white,k,1.466793551,0,1,66,79,64,1,Self = Negative,Right,37,Hungarian,Male,19
Self,Self,Bottom,Match,2,SelfWeak,Weak,white,l,1.166772272,0,1,67,80,77,1,Self = Negative,Right,37,Hungarian,Male,19
Self,Stranger,Bottom,Mismatch,2,SelfWeak,Weak,white,l,0.883493084,0,0,67,81,73,1,Self = Negative,Right,37,Hungarian,Male,19
Self,Self,Bottom,Match,1,SelfStrong,Strong,white,l,0.800139912,0,1,68,82,62,1,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Stranger,Bottom,Match,1,StrangerStrong,Strong,white,l,1.4837054,0,1,69,83,68,1,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Self,Top,Mismatch,2,StrangerWeak,Weak,white,k,1.166806618,0,1,70,84,50,1,Self = Negative,Right,37,Hungarian,Male,19
Self,Self,Bottom,Match,1,SelfStrong,Strong,white,l,0.933483273,0,1,71,85,51,1,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Self,Bottom,Mismatch,2,StrangerWeak,Weak,white,l,0.916833168,0,0,71,86,67,1,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Stranger,Bottom,Match,2,StrangerWeak,Weak,white,l,1.066809263,0,1,72,87,49,1,Self = Negative,Right,37,Hungarian,Male,19
Self,Self,Top,Match,2,SelfWeak,Weak,white,l,0.950119561,0,1,73,88,56,1,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Stranger,Top,Match,2,StrangerWeak,Weak,white,l,1.216785359,0,1,74,89,48,1,Self = Negative,Right,37,Hungarian,Male,19
Self,Self,Bottom,Match,1,SelfStrong,Strong,white,l,0.80009767,0,1,75,90,52,1,Self = Negative,Right,37,Hungarian,Male,19
Self,Self,Bottom,Match,2,SelfWeak,Weak,white,l,0.833539609,0,1,76,91,56,1,Self = Negative,Right,37,Hungarian,Male,19
Self,Stranger,Bottom,Mismatch,2,SelfWeak,Weak,white,k,0.900147926,0,1,77,92,72,1,Self = Negative,Right,37,Hungarian,Male,19
Self,Stranger,Bottom,Mismatch,2,SelfWeak,Weak,white,k,1.066793867,0,1,78,93,74,1,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Self,Top,Mismatch,1,StrangerStrong,Strong,white,None,None,1,3,78,94,60,1,Self = Negative,Right,37,Hungarian,Male,19
Self,Stranger,Top,Mismatch,1,SelfStrong,Strong,white,k,1.250113205,0,1,79,95,50,1,Self = Negative,Right,37,Hungarian,Male,19
Self,Self,Bottom,Match,2,SelfWeak,Weak,white,l,1.183478437,0,1,80,96,60,1,Self = Negative,Right,37,Hungarian,Male,19
Self,Self,Bottom,Match,2,SelfWeak,Weak,white,l,1.600064271,0,1,1,1,56,2,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Stranger,Bottom,Match,1,StrangerStrong,Strong,white,l,1.066813211,0,1,2,2,61,2,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Stranger,Top,Match,1,StrangerStrong,Strong,white,l,1.117223453,0,1,3,3,74,2,Self = Negative,Right,37,Hungarian,Male,19
Self,Self,Bottom,Match,1,SelfStrong,Strong,white,l,0.900143979,0,1,4,4,60,2,Self = Negative,Right,37,Hungarian,Male,19
Self,Stranger,Top,Mismatch,2,SelfWeak,Weak,white,k,1.483730271,0,1,5,5,70,2,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Stranger,Top,Match,2,StrangerWeak,Weak,white,l,1.133468113,0,1,6,6,59,2,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Self,Bottom,Mismatch,1,StrangerStrong,Strong,white,k,0.850181424,0,1,7,7,77,2,Self = Negative,Right,37,Hungarian,Male,19
Self,Stranger,Bottom,Mismatch,1,SelfStrong,Strong,white,k,1.233750109,0,1,8,8,73,2,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Self,Bottom,Mismatch,1,StrangerStrong,Strong,white,k,1.21675654,0,1,9,9,75,2,Self = Negative,Right,37,Hungarian,Male,19
Self,Stranger,Bottom,Mismatch,1,SelfStrong,Strong,white,k,1.100165139,0,1,10,10,51,2,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Self,Bottom,Mismatch,2,StrangerWeak,Weak,white,k,1.150128483,0,1,11,11,72,2,Self = Negative,Right,37,Hungarian,Male,19
Self,Self,Top,Match,2,SelfWeak,Weak,white,l,0.950198123,0,1,12,12,65,2,Self = Negative,Right,37,Hungarian,Male,19
Self,Self,Bottom,Match,1,SelfStrong,Strong,white,l,0.766821541,0,1,13,13,60,2,Self = Negative,Right,37,Hungarian,Male,19
Self,Stranger,Top,Mismatch,2,SelfWeak,Weak,white,k,0.983385425,0,1,14,14,73,2,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Stranger,Bottom,Match,1,StrangerStrong,Strong,white,l,1.083478713,0,1,15,15,56,2,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Stranger,Bottom,Match,1,StrangerStrong,Strong,white,l,0.866919567,0,1,16,16,72,2,Self = Negative,Right,37,Hungarian,Male,19
Self,Stranger,Bottom,Mismatch,2,SelfWeak,Weak,white,k,0.866754941,0,1,17,17,58,2,Self = Negative,Right,37,Hungarian,Male,19
Self,Self,Bottom,Match,1,SelfStrong,Strong,white,l,0.783490991,0,1,18,18,73,2,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Self,Top,Mismatch,2,StrangerWeak,Weak,white,k,1.066797815,0,1,19,19,50,2,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Stranger,Bottom,Match,2,StrangerWeak,Weak,white,l,1.100145795,0,1,20,20,49,2,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Self,Bottom,Mismatch,1,StrangerStrong,Strong,white,k,0.916783425,0,1,21,21,75,2,Self = Negative,Right,37,Hungarian,Male,19
Self,Self,Top,Match,1,SelfStrong,Strong,white,l,0.900131345,0,1,22,22,57,2,Self = Negative,Right,37,Hungarian,Male,19
Self,Self,Bottom,Match,1,SelfStrong,Strong,white,l,0.850128523,0,1,23,23,71,2,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Self,Top,Mismatch,1,StrangerStrong,Strong,white,k,0.983371213,0,1,24,24,66,2,Self = Negative,Right,37,Hungarian,Male,19
Self,Stranger,Top,Mismatch,1,SelfStrong,Strong,white,k,1.116859066,0,1,25,25,74,2,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Self,Bottom,Mismatch,2,StrangerWeak,Weak,white,k,1.433450703,0,1,26,26,54,2,Self = Negative,Right,37,Hungarian,Male,19
Self,Self,Top,Match,1,SelfStrong,Strong,white,l,1.666774443,0,1,27,27,64,2,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Stranger,Top,Match,1,StrangerStrong,Strong,white,k,0.983426878,0,0,27,28,75,2,Self = Negative,Right,37,Hungarian,Male,19
Self,Stranger,Top,Mismatch,1,SelfStrong,Strong,white,k,0.800121357,0,1,28,29,77,2,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Self,Top,Mismatch,2,StrangerWeak,Weak,white,k,1.100150927,0,1,29,30,56,2,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Self,Top,Mismatch,2,StrangerWeak,Weak,white,k,0.900147137,0,1,30,31,74,2,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Self,Top,Mismatch,1,StrangerStrong,Strong,white,k,0.93349788,0,1,31,32,53,2,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Stranger,Top,Match,1,StrangerStrong,Strong,white,l,1.017077659,0,1,32,33,52,2,Self = Negative,Right,37,Hungarian,Male,19
Self,Self,Bottom,Match,1,SelfStrong,Strong,white,l,0.866799552,0,1,33,34,69,2,Self = Negative,Right,37,Hungarian,Male,19
Self,Self,Top,Match,2,SelfWeak,Weak,white,l,0.883501769,0,1,34,35,55,2,Self = Negative,Right,37,Hungarian,Male,19
Self,Self,Top,Match,1,SelfStrong,Strong,white,l,0.750148143,0,1,35,36,72,2,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Stranger,Bottom,Match,2,StrangerWeak,Weak,white,k,1.333887613,0,0,35,37,65,2,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Stranger,Top,Match,2,StrangerWeak,Weak,white,k,1.216816547,0,0,35,38,57,2,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Stranger,Top,Match,2,StrangerWeak,Weak,white,l,0.633471074,0,1,36,39,52,2,Self = Negative,Right,37,Hungarian,Male,19
Self,Self,Top,Match,1,SelfStrong,Strong,white,l,1.216782201,0,1,37,40,57,2,Self = Negative,Right,37,Hungarian,Male,19
Self,Stranger,Bottom,Mismatch,1,SelfStrong,Strong,white,k,1.116826298,0,1,38,41,63,2,Self = Negative,Right,37,Hungarian,Male,19
Self,Stranger,Top,Mismatch,2,SelfWeak,Weak,white,k,1.000147255,0,1,39,42,59,2,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Self,Top,Mismatch,1,StrangerStrong,Strong,white,k,0.883441367,0,1,40,43,60,2,Self = Negative,Right,37,Hungarian,Male,19
Self,Stranger,Bottom,Mismatch,1,SelfStrong,Strong,white,k,1.316778766,0,1,41,44,48,2,Self = Negative,Right,37,Hungarian,Male,19
Self,Stranger,Bottom,Mismatch,1,SelfStrong,Strong,white,k,0.900150295,0,1,42,45,73,2,Self = Negative,Right,37,Hungarian,Male,19
Self,Stranger,Bottom,Mismatch,1,SelfStrong,Strong,white,k,0.783491781,0,1,43,46,59,2,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Self,Top,Mismatch,2,StrangerWeak,Weak,white,k,0.917097674,0,1,44,47,77,2,Self = Negative,Right,37,Hungarian,Male,19
Self,Self,Bottom,Match,2,SelfWeak,Weak,white,l,0.866797973,0,1,45,48,61,2,Self = Negative,Right,37,Hungarian,Male,19
Self,Stranger,Top,Mismatch,1,SelfStrong,Strong,white,k,1.116834589,0,1,46,49,53,2,Self = Negative,Right,37,Hungarian,Male,19
Self,Stranger,Bottom,Mismatch,2,SelfWeak,Weak,white,k,1.23351679,0,1,47,50,51,2,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Stranger,Top,Match,1,StrangerStrong,Strong,white,l,1.000154756,0,1,48,51,65,2,Self = Negative,Right,37,Hungarian,Male,19
Self,Self,Top,Match,1,SelfStrong,Strong,white,l,1.166780168,0,1,49,52,64,2,Self = Negative,Right,37,Hungarian,Male,19
Self,Self,Top,Match,2,SelfWeak,Weak,white,l,0.766788379,0,1,50,53,68,2,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Stranger,Bottom,Match,1,StrangerStrong,Strong,white,l,1.150183753,0,1,51,54,73,2,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Stranger,Top,Match,2,StrangerWeak,Weak,white,l,0.93343432,0,1,52,55,53,2,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Stranger,Bottom,Match,2,StrangerWeak,Weak,white,l,0.750145775,0,1,53,56,49,2,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Self,Bottom,Mismatch,1,StrangerStrong,Strong,white,k,0.916796058,0,1,54,57,57,2,Self = Negative,Right,37,Hungarian,Male,19
Self,Stranger,Top,Mismatch,2,SelfWeak,Weak,white,k,1.116793136,0,1,55,58,59,2,Self = Negative,Right,37,Hungarian,Male,19
Self,Stranger,Top,Mismatch,1,SelfStrong,Strong,white,k,0.95010219,0,1,56,59,70,2,Self = Negative,Right,37,Hungarian,Male,19
Self,Stranger,Top,Mismatch,2,SelfWeak,Weak,white,k,1.016819469,0,1,57,60,68,2,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Self,Bottom,Mismatch,1,StrangerStrong,Strong,white,k,1.316823377,0,1,58,61,62,2,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Stranger,Bottom,Match,1,StrangerStrong,Strong,white,l,0.983762051,0,1,59,62,77,2,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Stranger,Bottom,Match,2,StrangerWeak,Weak,white,k,0.966768877,0,0,59,63,66,2,Self = Negative,Right,37,Hungarian,Male,19
Self,Stranger,Top,Mismatch,1,SelfStrong,Strong,white,k,0.850153394,0,1,60,64,71,2,Self = Negative,Right,37,Hungarian,Male,19
Self,Self,Bottom,Match,2,SelfWeak,Weak,white,l,1.316839958,0,1,61,65,54,2,Self = Negative,Right,37,Hungarian,Male,19
Self,Self,Top,Match,2,SelfWeak,Weak,white,l,0.833766216,0,1,62,66,50,2,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Self,Top,Mismatch,1,StrangerStrong,Strong,white,k,0.717090726,0,1,63,67,65,2,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Stranger,Bottom,Match,2,StrangerWeak,Weak,white,l,1.216764041,0,1,64,68,70,2,Self = Negative,Right,37,Hungarian,Male,19
Self,Self,Top,Match,2,SelfWeak,Weak,white,l,1.550146327,0,1,65,69,65,2,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Self,Top,Mismatch,2,StrangerWeak,Weak,white,k,0.966806776,0,1,66,70,59,2,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Self,Bottom,Mismatch,2,StrangerWeak,Weak,white,k,0.766815619,0,1,67,71,51,2,Self = Negative,Right,37,Hungarian,Male,19
Self,Stranger,Top,Mismatch,2,SelfWeak,Weak,white,k,1.216761672,0,1,68,72,66,2,Self = Negative,Right,37,Hungarian,Male,19
Self,Self,Top,Match,2,SelfWeak,Weak,white,l,1.050102309,0,1,69,73,77,2,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Stranger,Top,Match,2,StrangerWeak,Weak,white,k,1.266785024,0,0,69,74,66,2,Self = Negative,Right,37,Hungarian,Male,19
Self,Stranger,Bottom,Mismatch,2,SelfWeak,Weak,white,l,1.266784234,0,0,69,75,65,2,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Self,Bottom,Mismatch,2,StrangerWeak,Weak,white,k,1.083460553,0,1,70,76,51,2,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Self,Top,Mismatch,2,StrangerWeak,Weak,white,k,1.000428343,0,1,71,77,71,2,Self = Negative,Right,37,Hungarian,Male,19
Self,Stranger,Bottom,Mismatch,2,SelfWeak,Weak,white,k,1.31677245,0,1,72,78,48,2,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Self,Bottom,Mismatch,2,StrangerWeak,Weak,white,k,1.383297862,0,1,73,79,71,2,Self = Negative,Right,37,Hungarian,Male,19
Self,Self,Bottom,Match,1,SelfStrong,Strong,white,l,1.066812027,0,1,74,80,71,2,Self = Negative,Right,37,Hungarian,Male,19
Self,Stranger,Bottom,Mismatch,2,SelfWeak,Weak,white,k,0.966817041,0,1,75,81,55,2,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Stranger,Top,Match,1,StrangerStrong,Strong,white,l,1.100179351,0,1,76,82,62,2,Self = Negative,Right,37,Hungarian,Male,19
Self,Self,Bottom,Match,2,SelfWeak,Weak,white,l,1.116814455,0,1,77,83,74,2,Self = Negative,Right,37,Hungarian,Male,19
Self,Stranger,Bottom,Mismatch,2,SelfWeak,Weak,white,k,0.91681935,0,1,78,84,49,2,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Stranger,Top,Match,2,StrangerWeak,Weak,white,l,1.200109198,0,1,79,85,72,2,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Self,Bottom,Mismatch,1,StrangerStrong,Strong,white,k,0.850130497,0,1,80,86,67,2,Self = Negative,Right,37,Hungarian,Male,19
Self,Self,Bottom,Match,2,SelfWeak,Weak,white,l,0.900072522,0,1,81,87,59,2,Self = Negative,Right,37,Hungarian,Male,19
Self,Self,Bottom,Match,2,SelfWeak,Weak,white,l,0.766794301,0,1,82,88,60,2,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Self,Top,Mismatch,1,StrangerStrong,Strong,white,k,0.85013326,0,1,83,89,65,2,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Self,Top,Mismatch,1,StrangerStrong,Strong,white,k,0.850155763,0,1,84,90,69,2,Self = Negative,Right,37,Hungarian,Male,19
Self,Stranger,Top,Mismatch,1,SelfStrong,Strong,white,None,None,1,3,84,91,64,2,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Stranger,Bottom,Match,1,StrangerStrong,Strong,white,l,1.083744799,0,1,85,92,66,2,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Stranger,Top,Match,1,StrangerStrong,Strong,white,l,0.733385129,0,1,86,93,76,2,Self = Negative,Right,37,Hungarian,Male,19
Self,Self,Top,Match,1,SelfStrong,Strong,white,l,0.883461895,0,1,87,94,77,2,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Stranger,Bottom,Match,2,StrangerWeak,Weak,white,k,1.000084484,0,0,87,95,71,2,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Self,Bottom,Mismatch,2,StrangerWeak,Weak,white,k,1.216808652,0,1,88,96,73,2,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Stranger,Top,Match,1,StrangerStrong,Strong,white,l,1.283425259,0,1,1,1,51,3,Self = Negative,Right,37,Hungarian,Male,19
Self,Self,Top,Match,2,SelfWeak,Weak,white,l,0.950129825,0,1,2,2,57,3,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Stranger,Bottom,Match,2,StrangerWeak,Weak,white,k,1.217080659,0,0,2,3,60,3,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Self,Bottom,Mismatch,2,StrangerWeak,Weak,white,l,1.033473917,0,0,2,4,54,3,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Stranger,Bottom,Match,1,StrangerStrong,Strong,white,l,0.93347143,0,1,3,5,62,3,Self = Negative,Right,37,Hungarian,Male,19
Self,Self,Top,Match,2,SelfWeak,Weak,white,l,0.933482878,0,1,4,6,69,3,Self = Negative,Right,37,Hungarian,Male,19
Self,Self,Top,Match,2,SelfWeak,Weak,white,l,0.833485523,0,1,5,7,68,3,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Self,Bottom,Mismatch,1,StrangerStrong,Strong,white,k,0.966785853,0,1,6,8,58,3,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Self,Bottom,Mismatch,2,StrangerWeak,Weak,white,l,1.116804585,0,0,6,9,56,3,Self = Negative,Right,37,Hungarian,Male,19
Self,Self,Bottom,Match,1,SelfStrong,Strong,white,l,0.666842346,0,1,7,10,62,3,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Stranger,Bottom,Match,2,StrangerWeak,Weak,white,k,1.333453743,0,0,7,11,75,3,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Self,Top,Mismatch,2,StrangerWeak,Weak,white,k,1.000391628,0,1,8,12,54,3,Self = Negative,Right,37,Hungarian,Male,19
Self,Stranger,Top,Mismatch,2,SelfWeak,Weak,white,k,1.483447999,0,1,9,13,53,3,Self = Negative,Right,37,Hungarian,Male,19
Self,Self,Bottom,Match,1,SelfStrong,Strong,white,l,0.766834174,0,1,10,14,66,3,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Self,Top,Mismatch,1,StrangerStrong,Strong,white,k,1.216787728,0,1,11,15,50,3,Self = Negative,Right,37,Hungarian,Male,19
Self,Stranger,Top,Mismatch,1,SelfStrong,Strong,white,k,0.916798821,0,1,12,16,67,3,Self = Negative,Right,37,Hungarian,Male,19
Self,Self,Top,Match,1,SelfStrong,Strong,white,l,1.000161862,0,1,13,17,66,3,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Self,Top,Mismatch,2,StrangerWeak,Weak,white,k,0.966863231,0,1,14,18,62,3,Self = Negative,Right,37,Hungarian,Male,19
Self,Stranger,Bottom,Mismatch,1,SelfStrong,Strong,white,k,1.233764716,0,1,15,19,52,3,Self = Negative,Right,37,Hungarian,Male,19
Self,Stranger,Bottom,Mismatch,2,SelfWeak,Weak,white,k,0.850214586,0,1,16,20,77,3,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Stranger,Top,Match,2,StrangerWeak,Weak,white,l,1.06677847,0,1,17,21,71,3,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Stranger,Top,Match,1,StrangerStrong,Strong,white,l,0.650143682,0,1,18,22,65,3,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Stranger,Bottom,Match,1,StrangerStrong,Strong,white,l,0.633472259,0,1,19,23,57,3,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Stranger,Top,Match,1,StrangerStrong,Strong,white,l,0.583468646,0,1,20,24,54,3,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Stranger,Bottom,Match,1,StrangerStrong,Strong,white,l,0.500156533,0,1,21,25,66,3,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Stranger,Top,Match,2,StrangerWeak,Weak,white,l,0.983744286,0,1,22,26,72,3,Self = Negative,Right,37,Hungarian,Male,19
Self,Self,Top,Match,2,SelfWeak,Weak,white,l,1.366794617,0,1,23,27,73,3,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Stranger,Bottom,Match,2,StrangerWeak,Weak,white,k,0.867159597,0,0,23,28,68,3,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Self,Top,Mismatch,2,StrangerWeak,Weak,white,k,1.017099767,0,1,24,29,65,3,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Self,Top,Mismatch,2,StrangerWeak,Weak,white,k,1.033485365,0,1,25,30,77,3,Self = Negative,Right,37,Hungarian,Male,19
Self,Self,Bottom,Match,2,SelfWeak,Weak,white,l,0.9168383,0,1,26,31,55,3,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Stranger,Top,Match,2,StrangerWeak,Weak,white,k,0.816823969,0,0,26,32,70,3,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Stranger,Top,Match,2,StrangerWeak,Weak,white,l,0.800147413,0,1,27,33,64,3,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Self,Top,Mismatch,1,StrangerStrong,Strong,white,k,0.90016885,0,1,28,34,64,3,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Stranger,Bottom,Match,1,StrangerStrong,Strong,white,l,1.000188708,0,1,29,35,59,3,Self = Negative,Right,37,Hungarian,Male,19
Self,Stranger,Top,Mismatch,1,SelfStrong,Strong,white,k,0.900142399,0,1,30,36,70,3,Self = Negative,Right,37,Hungarian,Male,19
