Shape,Label,ShapeLoc,Condition,FaceIdentity,Stimulus,Strength,textColour,resp,rt,Exclude,corr,nCorr,trialinBlock,BlankFrames,Block,6. Stimuli Type (Self = Negative/Self = Positive),4. Handedness,3. Age,5. First Language,2. Gender,Subject
Self,Stranger,Bottom,Mismatch,1,SelfStrong,Strong,white,l,0.967092207,0,1,55,62,54,3,Self = Positive,Right,18,Hungarian,Female,18
Stranger,Stranger,Bottom,Match,2,StrangerWeak,Weak,white,l,1.316884569,0,0,55,63,66,3,Self = Positive,Right,18,Hungarian,Female,18
Self,Self,Top,Match,1,SelfStrong,Strong,white,k,0.567098049,0,1,56,64,55,3,Self = Positive,Right,18,Hungarian,Female,18
Self,Stranger,Bottom,Mismatch,2,SelfWeak,Weak,white,l,0.983490438,0,1,57,65,65,3,Self = Positive,Right,18,Hungarian,Female,18
Stranger,Stranger,Bottom,Match,2,StrangerWeak,Weak,white,k,0.866786919,0,1,58,66,54,3,Self = Positive,Right,18,Hungarian,Female,18
Self,Self,Bottom,Match,1,SelfStrong,Strong,white,k,0.733798076,0,1,59,67,74,3,Self = Positive,Right,18,Hungarian,Female,18
Self,Stranger,Top,Mismatch,1,SelfStrong,Strong,white,l,1.116794716,0,1,60,68,77,3,Self = Positive,Right,18,Hungarian,Female,18
Stranger,Stranger,Top,Match,2,StrangerWeak,Weak,white,k,0.800168337,0,1,61,69,77,3,Self = Positive,Right,18,Hungarian,Female,18
Self,Self,Top,Match,1,SelfStrong,Strong,white,k,0.533501354,0,1,62,70,76,3,Self = Positive,Right,18,Hungarian,Female,18
Stranger,Self,Bottom,Mismatch,1,StrangerStrong,Strong,white,l,0.783523364,0,1,63,71,68,3,Self = Positive,Right,18,Hungarian,Female,18
Self,Stranger,Top,Mismatch,2,SelfWeak,Weak,white,l,0.766829832,0,1,64,72,50,3,Self = Positive,Right,18,Hungarian,Female,18
Stranger,Stranger,Top,Match,2,StrangerWeak,Weak,white,k,0.900191353,0,1,65,73,76,3,Self = Positive,Right,18,Hungarian,Female,18
Stranger,Self,Top,Mismatch,2,StrangerWeak,Weak,white,l,0.600170074,0,1,66,74,55,3,Self = Positive,Right,18,Hungarian,Female,18
Stranger,Self,Bottom,Mismatch,2,StrangerWeak,Weak,white,l,1.000145281,0,1,67,75,53,3,Self = Positive,Right,18,Hungarian,Female,18
Stranger,Stranger,Bottom,Match,2,StrangerWeak,Weak,white,k,1.333438346,0,1,68,76,65,3,Self = Positive,Right,18,Hungarian,Female,18
Self,Stranger,Top,Mismatch,1,SelfStrong,Strong,white,l,0.700135451,0,1,69,77,56,3,Self = Positive,Right,18,Hungarian,Female,18
Stranger,Stranger,Top,Match,2,StrangerWeak,Weak,white,l,0.900155427,0,0,69,78,73,3,Self = Positive,Right,18,Hungarian,Female,18
Self,Self,Bottom,Match,1,SelfStrong,Strong,white,k,0.766958137,0,1,70,79,60,3,Self = Positive,Right,18,Hungarian,Female,18
Self,Self,Top,Match,1,SelfStrong,Strong,white,k,0.583494307,0,1,71,80,61,3,Self = Positive,Right,18,Hungarian,Female,18
Stranger,Stranger,Top,Match,1,StrangerStrong,Strong,white,k,0.816835813,0,1,72,81,72,3,Self = Positive,Right,18,Hungarian,Female,18
Stranger,Self,Bottom,Mismatch,1,StrangerStrong,Strong,white,l,1.266833977,0,1,73,82,73,3,Self = Positive,Right,18,Hungarian,Female,18
Stranger,Self,Top,Mismatch,1,StrangerStrong,Strong,white,l,0.650160263,0,1,74,83,58,3,Self = Positive,Right,18,Hungarian,Female,18
Stranger,Stranger,Bottom,Match,2,StrangerWeak,Weak,white,k,0.816833049,0,1,75,84,70,3,Self = Positive,Right,18,Hungarian,Female,18
Stranger,Self,Top,Mismatch,1,StrangerStrong,Strong,white,l,1.23347139,0,1,76,85,74,3,Self = Positive,Right,18,Hungarian,Female,18
Self,Stranger,Top,Mismatch,1,SelfStrong,Strong,white,k,0.833501315,0,0,76,86,74,3,Self = Positive,Right,18,Hungarian,Female,18
Self,Stranger,Bottom,Mismatch,1,SelfStrong,Strong,white,l,0.766834174,0,1,77,87,65,3,Self = Positive,Right,18,Hungarian,Female,18
Self,Self,Top,Match,1,SelfStrong,Strong,white,k,0.683478634,0,1,78,88,65,3,Self = Positive,Right,18,Hungarian,Female,18
Stranger,Self,Top,Mismatch,2,StrangerWeak,Weak,white,l,0.750160777,0,1,79,89,49,3,Self = Positive,Right,18,Hungarian,Female,18
Stranger,Self,Bottom,Mismatch,1,StrangerStrong,Strong,white,l,0.783436116,0,1,80,90,70,3,Self = Positive,Right,18,Hungarian,Female,18
Stranger,Stranger,Bottom,Match,2,StrangerWeak,Weak,white,k,0.933489984,0,1,81,91,63,3,Self = Positive,Right,18,Hungarian,Female,18
Stranger,Stranger,Bottom,Match,1,StrangerStrong,Strong,white,k,0.900163323,0,1,82,92,60,3,Self = Positive,Right,18,Hungarian,Female,18
Stranger,Self,Bottom,Mismatch,1,StrangerStrong,Strong,white,l,0.716842406,0,1,83,93,53,3,Self = Positive,Right,18,Hungarian,Female,18
Self,Self,Bottom,Match,2,SelfWeak,Weak,white,k,0.800192814,0,1,84,94,73,3,Self = Positive,Right,18,Hungarian,Female,18
Stranger,Stranger,Top,Match,1,StrangerStrong,Strong,white,k,0.816861079,0,1,85,95,69,3,Self = Positive,Right,18,Hungarian,Female,18
Self,Stranger,Top,Mismatch,2,SelfWeak,Weak,white,l,0.866856796,0,1,86,96,72,3,Self = Positive,Right,18,Hungarian,Female,18
Stranger,Stranger,Bottom,Match,2,StrangerWeak,Weak,white,k,0.850155763,0,1,1,1,59,4,Self = Positive,Right,18,Hungarian,Female,18
Stranger,Stranger,Top,Match,1,StrangerStrong,Strong,white,k,0.533491485,0,1,2,2,52,4,Self = Positive,Right,18,Hungarian,Female,18
Stranger,Self,Bottom,Mismatch,1,StrangerStrong,Strong,white,l,0.700159533,0,1,3,3,57,4,Self = Positive,Right,18,Hungarian,Female,18
Stranger,Stranger,Top,Match,1,StrangerStrong,Strong,white,k,0.683521271,0,1,4,4,49,4,Self = Positive,Right,18,Hungarian,Female,18
Self,Stranger,Top,Mismatch,2,SelfWeak,Weak,white,l,0.800155704,0,1,5,5,77,4,Self = Positive,Right,18,Hungarian,Female,18
Self,Self,Bottom,Match,2,SelfWeak,Weak,white,k,0.750151302,0,1,6,6,49,4,Self = Positive,Right,18,Hungarian,Female,18
Stranger,Stranger,Bottom,Match,1,StrangerStrong,Strong,white,k,0.666856559,0,1,7,7,73,4,Self = Positive,Right,18,Hungarian,Female,18
Stranger,Stranger,Top,Match,1,StrangerStrong,Strong,white,k,0.700142162,0,1,8,8,67,4,Self = Positive,Right,18,Hungarian,Female,18
Self,Self,Top,Match,2,SelfWeak,Weak,white,k,0.516850065,0,1,9,9,69,4,Self = Positive,Right,18,Hungarian,Female,18
Stranger,Self,Top,Mismatch,2,StrangerWeak,Weak,white,k,0.800149387,0,0,9,10,74,4,Self = Positive,Right,18,Hungarian,Female,18
Stranger,Stranger,Bottom,Match,2,StrangerWeak,Weak,white,k,1.300403432,0,1,10,11,48,4,Self = Positive,Right,18,Hungarian,Female,18
Stranger,Stranger,Top,Match,2,StrangerWeak,Weak,white,k,0.716824246,0,1,11,12,75,4,Self = Positive,Right,18,Hungarian,Female,18
Stranger,Stranger,Top,Match,1,StrangerStrong,Strong,white,k,0.583503387,0,1,12,13,53,4,Self = Positive,Right,18,Hungarian,Female,18
Self,Stranger,Top,Mismatch,1,SelfStrong,Strong,white,l,0.716813586,0,1,13,14,62,4,Self = Positive,Right,18,Hungarian,Female,18
Stranger,Self,Bottom,Mismatch,2,StrangerWeak,Weak,white,l,0.766813251,0,1,14,15,56,4,Self = Positive,Right,18,Hungarian,Female,18
Stranger,Self,Bottom,Mismatch,1,StrangerStrong,Strong,white,l,0.783458619,0,1,15,16,68,4,Self = Positive,Right,18,Hungarian,Female,18
Self,Self,Bottom,Match,2,SelfWeak,Weak,white,k,0.583549972,0,1,16,17,73,4,Self = Positive,Right,18,Hungarian,Female,18
Self,Self,Bottom,Match,2,SelfWeak,Weak,white,k,0.5334903,0,1,17,18,58,4,Self = Positive,Right,18,Hungarian,Female,18
Stranger,Self,Bottom,Mismatch,2,StrangerWeak,Weak,white,k,0.533489116,0,0,17,19,49,4,Self = Positive,Right,18,Hungarian,Female,18
Stranger,Self,Top,Mismatch,1,StrangerStrong,Strong,white,l,1.016847893,0,1,18,20,52,4,Self = Positive,Right,18,Hungarian,Female,18
Stranger,Stranger,Top,Match,1,StrangerStrong,Strong,white,k,0.866826002,0,1,19,21,53,4,Self = Positive,Right,18,Hungarian,Female,18
Stranger,Stranger,Top,Match,1,StrangerStrong,Strong,white,k,0.783472041,0,1,20,22,68,4,Self = Positive,Right,18,Hungarian,Female,18
Self,Self,Top,Match,2,SelfWeak,Weak,white,k,0.583692885,0,1,21,23,49,4,Self = Positive,Right,18,Hungarian,Female,18
Stranger,Self,Top,Mismatch,1,StrangerStrong,Strong,white,l,0.983749418,0,1,22,24,54,4,Self = Positive,Right,18,Hungarian,Female,18
Self,Self,Bottom,Match,2,SelfWeak,Weak,white,k,0.916827246,0,1,23,25,70,4,Self = Positive,Right,18,Hungarian,Female,18
Self,Self,Top,Match,2,SelfWeak,Weak,white,l,1.050101124,0,0,23,26,66,4,Self = Positive,Right,18,Hungarian,Female,18
Stranger,Stranger,Top,Match,2,StrangerWeak,Weak,white,k,0.983485701,0,1,24,27,66,4,Self = Positive,Right,18,Hungarian,Female,18
Stranger,Self,Bottom,Mismatch,2,StrangerWeak,Weak,white,l,0.716797005,0,1,25,28,66,4,Self = Positive,Right,18,Hungarian,Female,18
Self,Self,Bottom,Match,2,SelfWeak,Weak,white,k,0.716801743,0,1,26,29,55,4,Self = Positive,Right,18,Hungarian,Female,18
Self,Stranger,Top,Mismatch,2,SelfWeak,Weak,white,l,0.966821383,0,1,27,30,69,4,Self = Positive,Right,18,Hungarian,Female,18
Stranger,Self,Top,Mismatch,2,StrangerWeak,Weak,white,l,1.050144551,0,1,28,31,75,4,Self = Positive,Right,18,Hungarian,Female,18
Self,Stranger,Top,Mismatch,1,SelfStrong,Strong,white,l,0.766827068,0,1,29,32,60,4,Self = Positive,Right,18,Hungarian,Female,18
Self,Self,Bottom,Match,1,SelfStrong,Strong,white,k,0.550198834,0,1,30,33,70,4,Self = Positive,Right,18,Hungarian,Female,18
Stranger,Stranger,Bottom,Match,1,StrangerStrong,Strong,white,k,0.666811158,0,1,31,34,71,4,Self = Positive,Right,18,Hungarian,Female,18
Stranger,Self,Bottom,Mismatch,2,StrangerWeak,Weak,white,l,1.316771265,0,1,32,35,68,4,Self = Positive,Right,18,Hungarian,Female,18
Stranger,Stranger,Bottom,Match,2,StrangerWeak,Weak,white,k,0.71693676,0,1,33,36,53,4,Self = Positive,Right,18,Hungarian,Female,18
Stranger,Stranger,Top,Match,2,StrangerWeak,Weak,white,k,0.616811494,0,1,34,37,77,4,Self = Positive,Right,18,Hungarian,Female,18
Self,Stranger,Bottom,Mismatch,2,SelfWeak,Weak,white,l,0.750143801,0,1,35,38,66,4,Self = Positive,Right,18,Hungarian,Female,18
Self,Self,Top,Match,1,SelfStrong,Strong,white,k,0.683527193,0,1,36,39,51,4,Self = Positive,Right,18,Hungarian,Female,18
Stranger,Stranger,Top,Match,2,StrangerWeak,Weak,white,k,0.716820692,0,1,37,40,71,4,Self = Positive,Right,18,Hungarian,Female,18
Stranger,Stranger,Bottom,Match,2,StrangerWeak,Weak,white,k,0.633475417,0,1,38,41,59,4,Self = Positive,Right,18,Hungarian,Female,18
Stranger,Self,Bottom,Mismatch,1,StrangerStrong,Strong,white,l,1.000145676,0,1,39,42,70,4,Self = Positive,Right,18,Hungarian,Female,18
Stranger,Self,Bottom,Mismatch,1,StrangerStrong,Strong,white,l,1.300102605,0,1,40,43,68,4,Self = Positive,Right,18,Hungarian,Female,18
Stranger,Self,Bottom,Mismatch,1,StrangerStrong,Strong,white,l,0.900153453,0,1,41,44,59,4,Self = Positive,Right,18,Hungarian,Female,18
Stranger,Self,Top,Mismatch,2,StrangerWeak,Weak,white,l,1.016777227,0,1,42,45,69,4,Self = Positive,Right,18,Hungarian,Female,18
Self,Stranger,Bottom,Mismatch,1,SelfStrong,Strong,white,l,0.783774842,0,1,43,46,58,4,Self = Positive,Right,18,Hungarian,Female,18
Stranger,Self,Bottom,Mismatch,1,StrangerStrong,Strong,white,l,0.733519751,0,1,44,47,68,4,Self = Positive,Right,18,Hungarian,Female,18
Stranger,Self,Top,Mismatch,2,StrangerWeak,Weak,white,l,0.683512586,0,1,45,48,57,4,Self = Positive,Right,18,Hungarian,Female,18
Self,Stranger,Bottom,Mismatch,1,SelfStrong,Strong,white,l,0.750163145,0,1,46,49,74,4,Self = Positive,Right,18,Hungarian,Female,18
Stranger,Stranger,Top,Match,2,StrangerWeak,Weak,white,k,1.133460612,0,1,47,50,74,4,Self = Positive,Right,18,Hungarian,Female,18
Stranger,Self,Top,Mismatch,1,StrangerStrong,Strong,white,l,0.683512586,0,1,48,51,57,4,Self = Positive,Right,18,Hungarian,Female,18
Stranger,Self,Top,Mismatch,2,StrangerWeak,Weak,white,l,0.71710257,0,1,49,52,55,4,Self = Positive,Right,18,Hungarian,Female,18
Self,Self,Top,Match,1,SelfStrong,Strong,white,k,0.633463968,0,1,50,53,65,4,Self = Positive,Right,18,Hungarian,Female,18
Self,Stranger,Bottom,Mismatch,2,SelfWeak,Weak,white,l,1.0501181,0,1,51,54,75,4,Self = Positive,Right,18,Hungarian,Female,18
Self,Self,Bottom,Match,1,SelfStrong,Strong,white,k,0.566809856,0,1,52,55,56,4,Self = Positive,Right,18,Hungarian,Female,18
Stranger,Stranger,Bottom,Match,1,StrangerStrong,Strong,white,k,0.783490596,0,1,53,56,51,4,Self = Positive,Right,18,Hungarian,Female,18
Self,Stranger,Bottom,Mismatch,1,SelfStrong,Strong,white,l,0.700159138,0,1,54,57,73,4,Self = Positive,Right,18,Hungarian,Female,18
Stranger,Stranger,Bottom,Match,2,StrangerWeak,Weak,white,k,0.950165751,0,1,55,58,75,4,Self = Positive,Right,18,Hungarian,Female,18
Self,Self,Bottom,Match,1,SelfStrong,Strong,white,k,0.633415804,0,1,56,59,54,4,Self = Positive,Right,18,Hungarian,Female,18
Stranger,Self,Bottom,Mismatch,2,StrangerWeak,Weak,white,l,0.750171831,0,1,57,60,68,4,Self = Positive,Right,18,Hungarian,Female,18
Self,Stranger,Bottom,Mismatch,2,SelfWeak,Weak,white,l,1.016816705,0,1,58,61,75,4,Self = Positive,Right,18,Hungarian,Female,18
Self,Stranger,Top,Mismatch,1,SelfStrong,Strong,white,l,0.783753129,0,1,59,62,54,4,Self = Positive,Right,18,Hungarian,Female,18
Self,Stranger,Top,Mismatch,2,SelfWeak,Weak,white,l,1.35041415,0,1,60,63,52,4,Self = Positive,Right,18,Hungarian,Female,18
Self,Self,Top,Match,1,SelfStrong,Strong,white,k,0.46684053,0,1,61,64,71,4,Self = Positive,Right,18,Hungarian,Female,18
Self,Stranger,Bottom,Mismatch,1,SelfStrong,Strong,white,l,0.667134883,0,1,62,65,50,4,Self = Positive,Right,18,Hungarian,Female,18
Self,Stranger,Bottom,Mismatch,2,SelfWeak,Weak,white,l,1.383487359,0,1,63,66,53,4,Self = Positive,Right,18,Hungarian,Female,18
Self,Self,Top,Match,1,SelfStrong,Strong,white,k,0.516832299,0,1,64,67,72,4,Self = Positive,Right,18,Hungarian,Female,18
Self,Stranger,Top,Mismatch,2,SelfWeak,Weak,white,l,0.766841281,0,1,65,68,70,4,Self = Positive,Right,18,Hungarian,Female,18
Stranger,Stranger,Bottom,Match,1,StrangerStrong,Strong,white,k,0.650371869,0,1,66,69,67,4,Self = Positive,Right,18,Hungarian,Female,18
Self,Self,Top,Match,2,SelfWeak,Weak,white,k,1.033478259,0,1,67,70,60,4,Self = Positive,Right,18,Hungarian,Female,18
Stranger,Self,Bottom,Mismatch,2,StrangerWeak,Weak,white,l,0.766835359,0,1,68,71,67,4,Self = Positive,Right,18,Hungarian,Female,18
Self,Self,Top,Match,2,SelfWeak,Weak,white,k,1.150121772,0,1,69,72,62,4,Self = Positive,Right,18,Hungarian,Female,18
Self,Self,Bottom,Match,2,SelfWeak,Weak,white,k,0.516820061,0,1,70,73,67,4,Self = Positive,Right,18,Hungarian,Female,18
Stranger,Self,Top,Mismatch,1,StrangerStrong,Strong,white,l,0.916814218,0,1,71,74,64,4,Self = Positive,Right,18,Hungarian,Female,18
Stranger,Stranger,Top,Match,2,StrangerWeak,Weak,white,k,0.766795091,0,1,72,75,53,4,Self = Positive,Right,18,Hungarian,Female,18
Self,Stranger,Top,Mismatch,2,SelfWeak,Weak,white,l,0.850436456,0,1,73,76,66,4,Self = Positive,Right,18,Hungarian,Female,18
Self,Self,Top,Match,2,SelfWeak,Weak,white,k,0.717202845,0,1,74,77,75,4,Self = Positive,Right,18,Hungarian,Female,18
Stranger,Self,Top,Mismatch,1,StrangerStrong,Strong,white,l,0.800119383,0,1,75,78,76,4,Self = Positive,Right,18,Hungarian,Female,18
Self,Stranger,Top,Mismatch,1,SelfStrong,Strong,white,l,0.73377202,0,1,76,79,59,4,Self = Positive,Right,18,Hungarian,Female,18
Self,Stranger,Bottom,Mismatch,1,SelfStrong,Strong,white,l,0.700473783,0,1,77,80,74,4,Self = Positive,Right,18,Hungarian,Female,18
Self,Self,Top,Match,1,SelfStrong,Strong,white,k,0.666803263,0,1,78,81,69,4,Self = Positive,Right,18,Hungarian,Female,18
Self,Stranger,Bottom,Mismatch,1,SelfStrong,Strong,white,l,0.683751037,0,1,79,82,70,4,Self = Positive,Right,18,Hungarian,Female,18
Self,Stranger,Bottom,Mismatch,2,SelfWeak,Weak,white,l,1.083477134,0,1,80,83,55,4,Self = Positive,Right,18,Hungarian,Female,18
Stranger,Stranger,Bottom,Match,2,StrangerWeak,Weak,white,k,0.800136754,0,1,81,84,73,4,Self = Positive,Right,18,Hungarian,Female,18
Self,Self,Bottom,Match,1,SelfStrong,Strong,white,k,0.600450372,0,1,82,85,65,4,Self = Positive,Right,18,Hungarian,Female,18
Stranger,Stranger,Bottom,Match,1,StrangerStrong,Strong,white,k,1.016787886,0,1,83,86,54,4,Self = Positive,Right,18,Hungarian,Female,18
Self,Stranger,Top,Mismatch,1,SelfStrong,Strong,white,l,1.150430495,0,1,84,87,50,4,Self = Positive,Right,18,Hungarian,Female,18
Self,Stranger,Bottom,Mismatch,2,SelfWeak,Weak,white,l,1.166823989,0,1,85,88,71,4,Self = Positive,Right,18,Hungarian,Female,18
Stranger,Self,Top,Mismatch,1,StrangerStrong,Strong,white,k,0.900124239,0,0,85,89,51,4,Self = Positive,Right,18,Hungarian,Female,18
Self,Self,Top,Match,1,SelfStrong,Strong,white,k,0.666841952,0,1,86,90,66,4,Self = Positive,Right,18,Hungarian,Female,18
Self,Stranger,Top,Mismatch,2,SelfWeak,Weak,white,l,0.800147413,0,1,87,91,72,4,Self = Positive,Right,18,Hungarian,Female,18
Self,Stranger,Top,Mismatch,1,SelfStrong,Strong,white,l,0.583504177,0,1,88,92,49,4,Self = Positive,Right,18,Hungarian,Female,18
Stranger,Self,Top,Mismatch,2,StrangerWeak,Weak,white,l,1.016712087,0,1,89,93,64,4,Self = Positive,Right,18,Hungarian,Female,18
Self,Self,Bottom,Match,1,SelfStrong,Strong,white,k,0.716782398,0,1,90,94,58,4,Self = Positive,Right,18,Hungarian,Female,18
Self,Self,Bottom,Match,1,SelfStrong,Strong,white,k,0.750568591,0,1,91,95,77,4,Self = Positive,Right,18,Hungarian,Female,18
Stranger,Stranger,Bottom,Match,1,StrangerStrong,Strong,white,k,0.733477114,0,1,92,96,73,4,Self = Positive,Right,18,Hungarian,Female,18
Self,Stranger,Top,Mismatch,1,SelfStrong,Strong,white,k,1.633448177,0,1,1,1,58,1,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Self,Bottom,Mismatch,1,StrangerStrong,Strong,white,k,1.050127575,0,1,2,2,50,1,Self = Negative,Right,37,Hungarian,Male,19
Self,Stranger,Bottom,Mismatch,1,SelfStrong,Strong,white,k,1.350150038,0,1,3,3,56,1,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Self,Bottom,Mismatch,1,StrangerStrong,Strong,white,k,1.016838418,0,1,4,4,60,1,Self = Negative,Right,37,Hungarian,Male,19
Self,Stranger,Bottom,Mismatch,1,SelfStrong,Strong,white,k,1.233447703,0,1,5,5,57,1,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Self,Top,Mismatch,2,StrangerWeak,Weak,white,k,1.150147433,0,1,6,6,62,1,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Stranger,Top,Match,2,StrangerWeak,Weak,white,l,0.883520324,0,1,7,7,77,1,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Self,Bottom,Mismatch,2,StrangerWeak,Weak,white,k,1.116825114,0,1,8,8,75,1,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Stranger,Bottom,Match,1,StrangerStrong,Strong,white,k,1.200102092,0,0,8,9,77,1,Self = Negative,Right,37,Hungarian,Male,19
Self,Stranger,Bottom,Mismatch,1,SelfStrong,Strong,white,k,1.516801506,0,1,9,10,51,1,Self = Negative,Right,37,Hungarian,Male,19
Self,Self,Top,Match,1,SelfStrong,Strong,white,l,1.116791162,0,1,10,11,50,1,Self = Negative,Right,37,Hungarian,Male,19
Self,Self,Top,Match,2,SelfWeak,Weak,white,l,1.083456605,0,1,11,12,77,1,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Stranger,Top,Match,1,StrangerStrong,Strong,white,l,1.13343653,0,1,12,13,58,1,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Stranger,Bottom,Match,2,StrangerWeak,Weak,white,k,0.933478536,0,0,12,14,73,1,Self = Negative,Right,37,Hungarian,Male,19
Self,Self,Top,Match,2,SelfWeak,Weak,white,l,1.400425658,0,1,13,15,75,1,Self = Negative,Right,37,Hungarian,Male,19
Self,Self,Top,Match,1,SelfStrong,Strong,white,l,1.033480233,0,1,14,16,48,1,Self = Negative,Right,37,Hungarian,Male,19
Self,Self,Top,Match,2,SelfWeak,Weak,white,l,1.066776496,0,1,15,17,52,1,Self = Negative,Right,37,Hungarian,Male,19
Self,Stranger,Bottom,Mismatch,2,SelfWeak,Weak,white,k,0.833752004,0,1,16,18,77,1,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Stranger,Top,Match,1,StrangerStrong,Strong,white,l,1.250387187,0,1,17,19,65,1,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Self,Top,Mismatch,2,StrangerWeak,Weak,white,l,1.233430727,0,0,17,20,62,1,Self = Negative,Right,37,Hungarian,Male,19
Self,Stranger,Top,Mismatch,1,SelfStrong,Strong,white,k,1.166739505,0,1,18,21,55,1,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Self,Top,Mismatch,2,StrangerWeak,Weak,white,l,1.000181207,0,0,18,22,59,1,Self = Negative,Right,37,Hungarian,Male,19
Self,Stranger,Bottom,Mismatch,1,SelfStrong,Strong,white,k,1.683433629,0,1,19,23,50,1,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Self,Top,Mismatch,1,StrangerStrong,Strong,white,k,1.183470146,0,1,20,24,48,1,Self = Negative,Right,37,Hungarian,Male,19
Self,Stranger,Top,Mismatch,2,SelfWeak,Weak,white,l,1.18348199,0,0,20,25,51,1,Self = Negative,Right,37,Hungarian,Male,19
Self,Self,Bottom,Match,2,SelfWeak,Weak,white,l,1.016708139,0,1,21,26,51,1,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Stranger,Bottom,Match,1,StrangerStrong,Strong,white,None,None,1,3,21,27,60,1,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Stranger,Top,Match,1,StrangerStrong,Strong,white,l,0.966804408,0,1,22,28,50,1,Self = Negative,Right,37,Hungarian,Male,19
Self,Self,Top,Match,2,SelfWeak,Weak,white,l,1.033464442,0,1,23,29,73,1,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Self,Top,Mismatch,1,StrangerStrong,Strong,white,k,0.833464995,0,1,24,30,54,1,Self = Negative,Right,37,Hungarian,Male,19
Self,Self,Top,Match,1,SelfStrong,Strong,white,l,1.16678451,0,1,25,31,66,1,Self = Negative,Right,37,Hungarian,Male,19
Self,Stranger,Top,Mismatch,2,SelfWeak,Weak,white,k,1.166786879,0,1,26,32,56,1,Self = Negative,Right,37,Hungarian,Male,19
Self,Self,Bottom,Match,1,SelfStrong,Strong,white,l,1.033775139,0,1,27,33,62,1,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Stranger,Bottom,Match,2,StrangerWeak,Weak,white,l,1.167067967,0,1,28,34,54,1,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Self,Bottom,Mismatch,1,StrangerStrong,Strong,white,k,1.700120054,1,1,29,35,57,1,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Self,Top,Mismatch,1,StrangerStrong,Strong,white,k,1.016729457,0,1,30,36,66,1,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Self,Bottom,Mismatch,2,StrangerWeak,Weak,white,l,1.600126253,0,0,30,37,50,1,Self = Negative,Right,37,Hungarian,Male,19
Self,Stranger,Bottom,Mismatch,1,SelfStrong,Strong,white,k,1.033536293,0,1,31,38,61,1,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Stranger,Bottom,Match,1,StrangerStrong,Strong,white,l,1.233459941,0,1,32,39,75,1,Self = Negative,Right,37,Hungarian,Male,19
Self,Stranger,Top,Mismatch,1,SelfStrong,Strong,white,k,1.650097887,0,1,33,40,63,1,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Self,Top,Mismatch,1,StrangerStrong,Strong,white,k,1.166821225,0,1,34,41,69,1,Self = Negative,Right,37,Hungarian,Male,19
Self,Stranger,Top,Mismatch,2,SelfWeak,Weak,white,k,1.400126805,0,1,35,42,56,1,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Stranger,Top,Match,1,StrangerStrong,Strong,white,l,1.166808198,0,1,36,43,73,1,Self = Negative,Right,37,Hungarian,Male,19
Self,Stranger,Bottom,Mismatch,1,SelfStrong,Strong,white,k,1.066808869,0,1,37,44,64,1,Self = Negative,Right,37,Hungarian,Male,19
Self,Self,Bottom,Match,2,SelfWeak,Weak,white,None,None,1,3,37,45,69,1,Self = Negative,Right,37,Hungarian,Male,19
Self,Stranger,Top,Mismatch,2,SelfWeak,Weak,white,k,0.88351756,0,1,38,46,51,1,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Stranger,Top,Match,1,StrangerStrong,Strong,white,l,1.000138965,0,1,39,47,52,1,Self = Negative,Right,37,Hungarian,Male,19
Self,Self,Bottom,Match,2,SelfWeak,Weak,white,l,1.08348424,0,1,40,48,72,1,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Stranger,Top,Match,2,StrangerWeak,Weak,white,l,1.216769962,0,1,41,49,67,1,Self = Negative,Right,37,Hungarian,Male,19
Self,Stranger,Top,Mismatch,1,SelfStrong,Strong,white,k,0.783799319,0,1,42,50,53,1,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Self,Bottom,Mismatch,1,StrangerStrong,Strong,white,k,0.950157855,0,1,43,51,52,1,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Stranger,Bottom,Match,1,StrangerStrong,Strong,white,l,1.266885694,0,1,44,52,68,1,Self = Negative,Right,37,Hungarian,Male,19
Stranger,Stranger,Top,Match,2,StrangerWeak,Weak,white,k,1.366786721,0,0,44,53,55,1,Self = Negative,Right,37,Hungarian,Male,19
